[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용),label
-22.58,-14.68,-17.05,-9.8,-22.85,34.03,0.0,19.41,0.02,-11.89,-3.0,-7.68,-18.05,-586.0,4208.35,0.65,1.52,0.78,34.43,6.74,8.2,44.53,10.6,54.19,0.05,0.03,1.3,3.69,4.14,56.47,50.72,0.33,156.07,-16.26,483.0,202.03,21.1,39.05,8051.06,11.32,16.72,57.82,16.64,97.51,2.49,-71.49,0.91,-1.86,0
-12.8,8.07,4.15,37.32,101.41,100.82,-33.0,29.5,22.34,-58.13,-9.26,-14.45,-30.52,-534.0,902.1,0.25,0.53,0.37,3.81,3.12,33.83,10.79,95.75,117.16,0.0,0.0,0.39,0.76,0.95,245.43,207.0,72.1,79.59,24.07,414.52,106.65,40.62,55.68,1131.55,5.82,14.75,40.48,27.11,166.4,-66.4,-181.31,0.56,-3.41,0
-26.14,8.97,29.81,18.81,85.45,14.01,0.0,39.02,28.42,-1.3,-2.32,-1.66,-3.29,-234.0,17671.66,1.28,2.53,4.01,2.82,10.6,32.89,11.1,129.41,34.44,0.01,0.0,1.12,1.88,5.56,171.51,46.57,10.59,65.09,27.84,1529.68,54.84,66.78,60.57,5310.37,12.0,329.54,10030.36,10.18,91.47,8.53,-12.77,29.15,-1.55,0
3.42,14.34,5.11,4.43,10.21,4.0,-85.36,29.91,22.29,-1.21,1.07,-0.6,-1.25,-17.0,1314.48,0.49,1.03,1.26,4.81,2.47,8.68,42.05,75.93,147.92,0.01,0.0,0.48,0.81,0.97,132.14,107.6,13.48,105.03,14.8,266.79,80.25,60.86,48.77,13025.45,11.08,42.37,115.97,23.06,48.1,51.9,-5.26,1.96,0.08,0
-18.84,4.61,-13.3,-13.75,-44.5,-14.3,0.0,-12.61,15.22,-28.1,-20.89,-27.8,-57.06,-1357.0,4764.44,0.99,2.03,1.79,6.84,16.51,15.59,23.41,53.37,22.11,0.02,0.13,1.13,2.21,3.27,85.77,57.72,14.9,166.67,-7.39,334.47,147.86,44.55,37.5,974.02,2.6,7.35,108.48,2.43,184.4,-84.4,-181.31,3.08,-17.06,0
75.57,28.0,35.22,-20.99,1.15,-43.57,0.0,0.0,4.11,1.33,0.69,1.47,2.08,18.09,1259.51,1.1,1.56,2.93,0.0,18.97,22.36,16.33,0.0,19.24,0.07,0.0,1.29,1.77,1.77,430.2,430.2,167.73,24.04,39.11,405.52,60.83,50.96,80.62,8639.33,19.95,667.69,1114.13,15.94,48.79,51.21,8.34,44.87,7.24,0
75.57,-18.4,25.12,5.52,3.43,-0.55,-80.58,7.88,67.89,-4.71,3.07,-2.75,-8.35,-155.0,1447.4,0.58,0.78,2.26,41.18,3.47,86.45,2.17,8.86,105.33,0.01,0.0,0.62,0.79,0.8,353.62,346.57,37.23,33.45,51.61,350.05,37.42,71.96,74.93,5588.62,7.32,44.05,132.41,12.86,60.83,39.17,-36.62,3.08,2.23,0
18.93,4.51,10.24,28.19,82.45,53.21,-17.94,0.0,20.41,8.96,14.01,10.54,15.4,1101.0,12215.86,1.18,1.69,2.35,19.86,5.44,12.26,29.77,18.37,67.03,0.02,0.08,1.68,2.36,2.67,247.76,218.36,33.41,43.97,29.77,1277.77,72.1,49.92,69.46,19540.53,40.16,101.25,103.77,34.13,43.25,56.75,26.24,2.83,25.56,0
29.18,-4.27,-4.84,-3.62,-5.76,-1.74,3.47,-10.24,1.94,-9.04,-2.57,-3.34,-5.77,-1690.0,18694.64,0.37,0.64,0.61,2.33,3.46,8.6,42.44,156.51,105.63,0.0,0.0,0.68,0.94,1.56,296.3,182.79,14.36,74.81,26.41,3552.55,105.11,39.87,57.21,34250.34,3.45,6.2,14.56,9.16,79.0,21.0,-98.7,0.65,-3.67,0
27.64,-2.5,1.32,15.42,12.44,25.44,47.2,8.96,55.37,24.19,12.75,11.15,12.26,109.0,444.08,0.46,0.53,1.19,2.79,5.4,12.92,28.25,130.83,67.56,0.01,0.0,0.64,0.75,1.03,552.1,412.29,115.95,15.57,52.02,908.26,42.15,63.53,86.53,8095.0,17.74,74.74,1683.84,41.23,25.2,74.8,58.66,1.78,155.20666666666668,0
-1.64,-6.93,-12.49,-2.71,-13.97,11.37,51.63,-7.12,19.56,-10.11,-1.51,-7.28,-17.0,-722.0,7049.2,0.72,1.69,1.28,4.57,4.33,18.64,19.58,79.8,84.24,0.01,0.0,0.85,1.64,2.55,100.23,67.41,17.48,150.13,0.11,774.07,132.73,46.94,39.98,12463.82,6.68,15.79,60.66,9.16,122.78,-22.78,-110.44,1.59,-0.79,0
-0.26,-19.03,-13.84,-2.35,49.53,2.5,-55.03,-29.71,2.55,0.52,2.67,1.4,5.3,27.0,4324.11,1.79,4.67,6.59,10.49,7.61,15.44,23.65,34.81,47.99,0.02,0.38,2.01,3.74,5.56,131.19,93.02,2.72,212.75,17.55,101.36,81.85,73.83,31.97,18376.6,11.56,56.63,277.74,4.24,45.86,54.14,12.24,11.92,0.59,0
-32.88,-3.8,3.89,-7.19,-0.1,-27.64,-87.88,-34.53,8.98,1.02,0.55,0.46,0.66,61.0,6228.96,0.44,0.67,0.65,3.71,5.61,16.27,22.43,98.4,65.09,0.01,0.0,0.88,1.41,2.29,182.15,116.7,61.76,45.67,12.36,1840.67,105.75,27.41,68.65,22166.0,7.42,33.89,124.3,16.07,92.36,7.64,6.38,2.06,0.77,0
-10.34,73.61,92.87,71.67,0.66,100.82,0.0,0.0,51.95,-11.02,2.61,-2.5,-7.4,-306.0,2731.69,0.23,0.67,0.62,4.95,10.72,65.79,5.55,73.7,34.05,0.01,0.0,0.32,0.36,0.38,972.03,860.06,233.71,196.39,57.51,814.16,107.84,63.62,33.74,3071.75,4.18,15.56,1678.05,18.47,150.22,-50.22,-59.7,0.84,4.05,0
-19.04,-24.28,-35.08,-1.71,-41.64,36.79,0.0,-59.07,6.41,-20.7,-1.7,-17.16,-56.95,-1048.0,4888.13,0.83,2.75,1.86,22.52,5.75,8.77,41.61,16.2,63.44,0.03,0.05,0.69,1.5,1.6,88.82,85.86,0.7,302.31,-8.13,261.88,157.91,64.62,23.99,80462.31,40.83,243.97,1893.2,48.82,128.33,-28.33,-42.39,4.19,-0.5,0
-4.38,-2.38,-2.14,12.03,-2.03,29.86,0.0,0.0,15.42,-0.66,0.0,-0.92,-2.45,-92.0,13986.14,1.4,3.73,2.88,6.79,13.21,29.6,12.33,53.74,27.63,0.01,0.0,1.32,2.73,4.56,93.47,55.94,9.92,166.1,-3.59,750.64,129.49,51.34,37.58,109195.5,20.26,47.13,111.8,14.47,66.15,33.85,-4.53,3.22,-0.18,0
24.6,2.63,1.16,9.32,11.9,17.16,55.15,0.0,0.0,6.59,12.02,6.36,10.97,493.0,6089.45,0.97,1.38,2.05,0.0,16.01,86.45,0.88,0.0,22.8,0.05,0.0,1.21,1.82,1.82,197.99,197.99,91.14,41.53,27.06,919.96,64.14,54.68,70.66,28530.08,41.93,240.36,858.13,45.38,71.98,28.02,14.53,5.37,56.45,0
0.61,19.31,13.09,22.61,7.62,28.85,-41.42,0.0,20.2,1.61,2.04,0.91,2.18,95.0,5176.91,0.57,1.36,1.56,2.52,2.08,3.66,81.54,144.76,162.17,0.0,0.67,0.58,0.9,1.39,179.57,115.64,24.28,138.26,28.12,763.03,87.08,63.45,41.97,23838.62,11.06,39.26,204.53,19.42,57.21,42.79,8.27,2.02,1.29,0
-10.67,0.73,1.75,0.1,15.0,-1.86,-41.39,-13.04,13.3,5.78,7.63,6.72,16.3,1128.0,19532.92,1.16,2.81,2.12,4.21,8.22,6.92,52.71,86.69,44.39,0.01,0.18,1.2,2.58,5.56,92.03,39.17,0.33,126.11,-3.87,1480.03,125.04,44.7,44.23,45305.56,26.95,51.38,156.79,23.19,50.11,49.89,24.93,2.21,8.96,0
5.68,6.61,4.38,-6.32,3.31,-11.64,-57.37,0.0,27.02,4.01,1.31,4.7,5.84,256.0,5769.37,1.17,1.46,3.17,6.27,10.1,18.72,19.5,58.21,36.14,0.01,0.0,1.47,1.86,2.65,373.18,262.22,141.47,24.24,46.11,790.93,45.99,62.99,80.49,16026.55,32.62,96.93,1035.22,27.78,70.96,29.04,14.42,3.43,17.99,0
10.52,3.28,-16.82,-4.24,-9.54,17.18,0.0,71.57,40.32,-13.75,8.46,-6.02,-7.59,-298.0,2163.55,0.44,0.55,0.74,3.68,4.04,8.3,43.99,99.22,90.43,0.01,0.0,0.86,1.07,1.5,333.85,220.5,28.07,29.87,31.71,744.64,71.08,45.26,77.0,4017.17,10.09,21.73,357.71,22.55,133.15,-33.15,-61.0,0.98,14.62,0
0.76,-2.69,0.59,16.15,14.18,25.09,0.45,-20.08,22.56,5.99,9.61,7.62,14.29,576.0,9226.33,1.27,2.38,3.76,6.99,4.29,10.15,35.96,52.22,85.16,0.01,0.67,1.35,1.92,2.66,239.63,186.9,29.57,88.89,39.85,734.58,59.7,68.4,52.94,14301.68,28.24,121.98,775.46,23.85,55.72,44.28,25.12,5.05,9.0,0
4.25,119.29,70.19,61.0,5.27,60.32,-16.66,0.0,0.0,28.03,12.78,8.5,12.14,462.0,1642.48,0.3,0.43,4.22,0.0,4.84,0.0,0.0,0.0,75.43,0.01,0.21,0.25,0.33,0.33,230.4,230.4,120.56,71.87,52.47,780.96,12.55,88.77,58.18,8989.31,14.03,775.11,4064.03,57.34,32.87,67.13,49.07,23.98,33.24,0
10.29,5.58,14.4,9.61,10.81,8.41,-13.8,9.88,14.33,5.09,9.26,8.41,11.74,2.05,30978.16,1.65,2.31,6.59,8.94,6.66,12.38,29.48,40.83,54.84,0.02,0.31,1.56,2.08,2.71,311.91,238.95,72.58,38.91,53.75,2822.95,29.02,79.11,71.99,99197.49,46.37,296.38,1060.98,29.35,71.79,28.21,17.34,10.03,49.67,0
15.86,51.4,6.49,34.78,23.47,48.17,10.83,0.0,57.97,15.38,17.45,15.86,21.09,117.0,773.68,1.03,1.36,3.65,0.0,3.41,7.68,47.53,0.0,106.91,0.02,0.0,1.11,1.44,1.44,314.37,314.37,87.92,35.16,50.88,122.64,34.31,74.61,73.99,12180.24,44.44,1211.64,2205.41,49.49,58.27,41.73,31.08,29.49,867.01,0
-80.23,-4.13,-6.77,-33.81,-37.39,-53.79,0.0,4.92,8.81,-69.88,-8.62,-13.17,-37.54,-1065.0,1478.18,0.19,0.54,0.38,2.7,0.51,5.52,66.1,135.27,162.17,0.0,0.0,0.17,0.37,0.43,71.64,55.62,1.83,194.79,-15.89,423.79,176.46,40.14,33.92,-7805.06,-6.23,-20.73,-35.53,-26.31,0.0,0.0,0.0,0.77,-2.13,0
1.6,-6.02,-7.16,-1.97,16.02,11.25,-23.14,23.76,10.43,-8.26,-1.47,-4.32,-9.45,-370.0,4249.51,0.52,1.14,0.75,4.33,5.98,31.85,11.46,84.28,61.04,0.01,0.0,0.84,1.74,2.9,85.97,49.74,25.99,101.68,-5.22,797.2,137.15,32.0,49.58,6851.38,12.79,22.24,40.2,24.24,49.18,50.82,-34.09,0.89,-0.64,0
48.36,119.29,97.26,71.67,100.51,100.82,31.93,0.0,31.44,22.12,10.88,9.43,17.5,2709.0,14135.92,0.43,0.79,0.73,0.0,13.04,0.0,0.0,0.0,28.0,0.04,0.08,0.7,1.03,1.03,222.99,222.99,152.48,109.82,24.28,3552.55,117.45,44.02,47.66,71929.87,20.99,46.05,56.32,69.96,22.43,77.57,29.77,0.85,12.14,0
16.08,-12.41,-7.15,9.27,30.18,14.12,0.0,0.0,0.0,0.17,2.11,0.07,3.74,154.0,5781.09,0.43,1.56,2.05,217.91,5.44,8.43,43.29,0.07,67.12,0.04,0.0,0.29,0.55,0.55,122.25,122.25,26.98,238.79,14.67,880.57,65.64,80.62,29.52,25413.32,8.9,1468.67,0.0,21.52,52.31,47.69,0.79,44.87,0.79,0
-10.45,-37.64,19.77,6.79,0.4,-2.43,10.86,123.63,29.77,10.8,4.37,2.92,4.09,297.0,2328.04,0.27,0.38,0.61,9.93,20.71,85.36,4.28,36.76,15.93,0.02,0.0,0.39,0.48,0.51,274.42,251.71,37.73,44.4,33.97,1232.72,67.23,53.44,69.25,6462.18,6.39,454.38,3570.68,24.44,28.43,71.57,44.18,14.28,7.54,0
-7.69,-8.13,-15.64,0.12,97.93,9.79,0.0,-0.37,17.75,17.36,2.88,18.77,39.22,225.0,1031.23,1.26,2.26,3.59,4.16,5.35,10.05,36.32,87.64,68.28,0.01,0.0,1.24,1.94,3.62,266.45,148.22,13.1,35.16,42.45,121.27,43.3,67.96,73.99,8250.57,45.23,237.69,1994.8,35.94,40.97,59.03,48.29,6.33,1.43,0
-11.36,-98.03,-65.17,-8.96,-34.07,100.82,-206.32,0.0,59.67,-135.46,3.88,-28.21,-40.76,-200.0,739.72,0.21,0.3,0.33,217.91,6.62,0.0,0.0,1.11,55.14,0.02,0.0,0.33,0.57,0.57,159.82,159.82,6.98,73.29,24.55,390.73,59.64,65.58,57.71,-13531.18,-10.53,-386.5,-2412.95,-79.7,0.0,0.0,0.0,0.74,8.4,0
12.73,26.7,21.43,42.2,101.41,56.87,0.0,4.52,28.22,-7.58,12.89,-5.86,-7.66,-211.0,8420.89,0.77,1.01,2.04,4.98,4.12,26.58,13.73,73.3,88.59,0.01,0.0,0.94,1.24,1.66,966.94,765.01,108.19,9.62,57.98,1579.69,38.73,64.67,91.22,1921.24,6.82,22.48,121.3,10.37,114.25,-14.25,-73.11,2.39,25.79,0
20.72,-5.17,-1.08,20.61,1.7,27.24,-98.9,75.52,26.08,0.22,3.49,0.07,0.08,5.0,2001.19,0.32,0.37,1.5,3.65,3.93,28.91,12.62,100.07,92.9,0.01,0.0,0.34,0.4,0.45,395.15,345.67,215.45,26.4,60.35,1092.95,24.27,80.8,79.11,8904.65,8.59,136.74,3137.29,29.64,94.57,5.43,0.74,4.49,2474.02,0
-15.39,-3.57,-1.39,6.89,9.14,26.23,0.0,-8.84,15.15,-3.34,1.68,-2.17,-3.18,-23.0,654.82,0.65,0.95,0.97,8.98,3.53,10.84,33.66,40.65,103.52,0.01,0.6,1.1,1.98,2.54,142.02,115.23,14.54,45.24,10.47,143.51,93.85,35.38,68.85,4528.11,10.03,34.77,265.66,15.96,96.83,3.17,-20.9,2.14,0.96,0
-27.52,0.83,1.2,-19.94,-17.65,-34.41,70.33,-6.9,7.68,-4.49,-2.99,-6.97,-19.21,-623.0,13659.83,1.55,4.27,3.42,8.97,9.33,6.42,56.85,40.7,39.11,0.04,0.08,1.37,2.84,4.16,85.56,52.54,14.14,170.41,-8.21,576.61,138.91,48.63,36.98,49247.33,34.36,89.62,255.8,19.68,87.58,12.42,-22.8,4.27,-3.0,0
-39.34,-4.62,9.71,-10.05,-12.15,-22.49,-84.22,-10.26,35.54,5.55,6.38,4.55,5.8,213.0,3823.31,0.82,1.05,1.92,5.31,4.31,29.5,12.37,68.7,84.65,0.01,0.0,1.21,1.43,1.96,619.17,438.45,288.17,28.99,44.33,683.91,60.8,52.86,77.53,19047.16,42.79,132.78,775.13,49.37,71.42,28.58,11.23,2.54,30.99,0
-9.93,-10.6,-7.93,-1.79,-4.52,11.04,-94.89,-0.49,16.25,0.3,1.19,0.21,0.41,21.0,6903.42,0.7,1.37,1.07,17.99,3.45,11.97,30.49,20.29,105.82,0.01,0.11,0.95,2.03,2.29,87.74,78.33,11.95,97.46,-5.12,986.8,125.16,36.62,50.64,51401.79,20.28,58.62,180.5,28.64,68.75,31.25,1.05,1.89,1.1,0
33.09,-3.7,-4.0,39.28,88.24,100.82,111.71,13.16,20.23,7.31,7.82,5.51,11.64,276.0,3787.66,0.75,1.59,1.22,5.71,16.26,74.84,4.88,63.9,22.45,0.01,0.0,1.0,1.98,3.02,165.26,123.76,99.16,88.26,18.93,536.52,98.02,47.93,53.12,12867.42,19.19,40.34,217.81,29.64,45.37,54.63,24.67,1.33,4.61,0
3.05,11.99,20.6,1.67,5.27,-6.99,166.32,19.14,11.52,2.42,4.59,4.06,5.7,0.0,4118.11,1.68,2.36,4.89,6.6,6.06,11.12,32.83,55.29,60.2,0.01,0.65,1.86,2.55,4.17,262.72,148.02,19.97,38.04,38.88,358.62,51.4,62.77,72.44,5018.38,21.12,85.43,1102.68,12.69,69.88,30.12,19.05,7.11,16.29,0
43.79,-15.67,-18.54,-12.51,101.41,-7.1,-89.44,61.06,5.39,-3.02,-1.24,-4.41,-26.82,-142.0,5087.73,1.46,4.67,3.19,7.15,7.62,9.98,36.56,51.02,47.93,0.02,0.21,1.1,2.69,4.32,76.86,39.8,1.28,302.31,-16.84,119.99,178.59,55.94,24.67,49854.39,31.06,72.3,234.61,19.86,76.01,23.99,-15.2,3.32,-0.4,0
75.57,-1.66,-2.4,-9.97,6.38,2.35,-89.33,18.27,36.73,1.36,1.31,0.22,0.57,36.0,10069.19,0.17,1.38,1.84,26.42,20.71,86.45,0.66,13.82,7.18,0.05,0.0,2.03,3.74,5.56,55.12,39.66,16.07,302.31,-2.08,1165.05,72.11,15.82,23.99,63812.98,4.82,70.21,1194.82,27.68,70.17,29.83,4.91,2.51,2.64,0
-21.33,-32.94,-36.28,-20.27,-76.28,2.97,106.15,-34.09,-5.52,-41.09,-21.99,-34.68,-58.89,-1934.0,7177.65,0.84,3.96,1.56,5.16,5.65,9.37,38.95,70.74,64.59,0.01,0.67,0.75,1.83,2.84,63.08,45.53,5.02,302.31,-22.07,108.97,226.43,52.67,23.99,-11043.13,-6.02,-13.55,-39.32,-6.33,0.0,0.0,0.0,1.71,-8.67,0
-3.12,0.98,1.55,12.37,10.41,18.53,89.88,67.4,16.79,9.52,8.92,7.46,9.89,204.0,2140.65,0.78,1.04,2.28,2.42,5.65,37.72,9.68,151.04,64.6,0.0,0.0,0.87,1.19,2.36,269.25,115.61,13.19,33.76,42.27,2160.93,43.82,67.24,74.76,11860.44,17.31,56.66,256.98,23.38,32.62,67.38,40.7,2.33,27.55,0
-7.32,10.44,0.59,-3.5,11.14,-5.34,-32.2,-8.2,6.21,2.02,9.97,5.29,11.11,1268.0,36483.08,1.79,4.67,6.59,8.12,7.62,10.44,34.96,44.97,47.91,0.02,0.19,2.03,3.74,5.56,145.61,78.24,0.71,96.06,21.22,2403.8,63.24,67.75,51.0,17047.82,14.47,50.39,153.03,5.44,28.84,71.16,37.19,9.72,4.48,0
-29.38,-1.78,-1.7,-9.54,0.54,-21.98,-77.95,-12.65,7.26,1.14,-0.83,0.69,1.02,79.0,6919.56,0.61,0.9,0.95,3.24,4.47,16.96,21.53,112.75,81.57,0.01,0.0,0.97,1.69,3.52,155.52,69.32,13.31,40.31,11.9,1537.82,93.54,33.33,71.27,13990.55,18.01,30.12,178.39,28.08,69.57,30.43,4.04,1.01,-1.62,0
49.0,29.25,34.07,14.39,1.72,5.0,0.0,123.63,5.89,1.04,2.64,1.74,2.23,59.0,5172.03,1.66,2.14,4.71,72.21,6.44,16.64,21.94,5.05,56.64,0.03,0.02,1.95,2.57,2.66,241.86,227.31,13.17,36.0,36.44,488.2,51.5,62.13,73.53,12246.34,33.04,169.15,306.53,21.21,41.73,58.27,4.93,8.99,7.07,0
8.67,2.72,46.27,-13.77,-16.57,-34.79,-98.38,51.75,56.19,0.14,3.59,0.13,0.18,7.0,4477.63,0.95,1.25,2.78,8.37,3.21,12.21,29.89,43.59,113.64,0.01,0.0,1.09,1.45,1.76,253.69,186.52,18.05,33.77,33.94,649.93,58.82,56.03,74.76,22174.48,44.18,767.74,0.0,42.88,87.1,12.9,0.33,18.14,3145.21,0
14.69,81.55,97.26,48.54,100.73,42.58,7.37,0.0,0.0,19.65,10.32,9.1,15.54,1466.0,7465.29,0.46,0.79,4.0,0.0,18.33,86.45,0.85,0.0,19.91,0.05,0.0,0.36,0.52,0.52,254.82,254.82,138.18,52.96,52.84,2387.77,19.93,86.97,65.37,26863.68,15.87,1048.88,1136.03,40.98,38.55,61.45,47.94,25.37,1787.9,0
-26.69,3.29,4.75,-0.99,6.0,-4.15,-62.51,12.34,28.84,4.85,2.48,3.91,6.97,0.0,8983.24,0.81,1.09,2.21,4.49,4.91,12.09,30.18,81.29,74.35,0.01,0.0,0.9,1.27,1.77,261.51,181.7,46.78,32.5,38.6,1659.47,49.69,62.49,75.47,26736.68,16.12,60.2,6026.53,19.92,70.33,29.67,24.36,2.97,27.18,0
26.09,-30.91,-20.05,-3.07,101.41,12.66,0.0,-31.45,43.08,2.33,3.74,1.33,2.65,46.0,1901.2,0.57,1.14,1.29,6.04,4.31,15.61,23.38,60.42,84.75,0.01,0.0,0.86,1.01,1.22,972.03,860.06,288.17,5.96,55.34,440.64,42.02,60.34,94.38,6211.05,24.78,193.01,197.9,42.89,45.6,54.4,5.44,3.68,0.76,0
7.75,76.31,39.64,71.67,101.41,100.82,-0.37,50.1,24.11,-6.26,-1.5,-4.75,-9.65,-191.0,2783.69,0.76,1.3,2.37,3.56,5.99,7.46,48.91,102.47,60.91,0.01,0.48,0.78,1.11,1.62,310.26,230.42,141.04,58.0,49.29,381.28,43.09,72.73,63.29,6547.71,5.6,57.57,253.67,10.08,112.91,-12.91,-62.09,3.48,-4.22,0
5.25,2.14,3.37,5.92,14.35,6.96,-27.24,-3.97,50.29,15.89,21.52,14.66,16.6,1971.0,12343.76,0.92,1.04,3.22,5.6,5.26,36.29,10.06,65.17,69.35,0.01,0.0,1.13,1.29,1.68,918.0,717.02,288.17,9.17,63.86,2522.85,30.93,71.67,91.6,50699.56,36.83,158.03,1268.38,41.07,47.1,52.9,38.69,3.87,2866.93,0
-9.83,-42.71,-1.81,-12.26,-5.58,-22.54,109.27,-18.01,1.69,-18.77,-9.24,-11.73,-17.61,-223.0,1136.09,0.62,0.94,1.19,2.8,5.84,6.07,60.14,130.2,62.5,0.01,0.39,0.87,1.31,2.46,218.93,113.27,53.1,44.49,24.18,588.13,80.16,44.52,69.21,5153.16,12.38,55.25,223.97,18.51,184.4,-84.4,-101.39,2.17,-48.21,0
67.11,8.5,5.43,16.97,1.79,23.96,-50.65,25.74,11.4,4.3,6.76,7.82,9.33,145.0,3338.34,1.79,2.17,5.09,31.01,7.22,15.97,22.86,11.77,50.52,0.03,0.04,2.03,2.83,3.11,329.03,298.82,125.17,27.63,45.94,310.15,43.4,66.0,78.35,8497.48,30.74,96.71,281.65,18.23,60.73,39.27,23.58,5.52,-94.35,0
12.01,-46.16,42.42,23.71,1.21,-3.9,19.58,-20.72,67.89,27.54,14.99,12.08,15.94,1100.0,3679.95,0.44,0.52,0.68,217.91,5.66,86.45,1.01,0.37,64.53,0.02,0.0,1.01,1.24,1.24,367.25,366.83,118.68,20.3,22.84,1242.4,82.55,31.39,83.12,66692.39,31.14,1853.88,0.0,69.96,45.58,54.42,35.08,16.53,3145.21,0
18.1,30.34,69.14,18.69,18.69,-21.3,-3.39,0.0,29.64,14.68,15.11,10.57,12.67,3149.0,21172.99,0.72,0.84,1.14,11.73,11.23,15.19,24.03,31.13,32.5,0.03,0.13,1.57,1.95,2.34,414.61,345.76,183.86,16.81,28.06,3552.55,73.61,36.98,85.61,41868.2,23.19,74.43,176.99,32.2,28.57,71.43,45.58,1.95,201.11,0
-13.22,-2.28,-3.85,-1.34,-32.29,0.09,163.8,16.81,4.07,-2.54,-1.91,-5.34,-30.18,-817.0,30820.56,1.79,4.67,5.88,14.93,5.15,4.98,73.36,24.45,70.86,0.05,0.07,1.55,3.27,4.18,88.35,67.53,4.11,302.31,-8.53,423.9,177.35,64.73,23.99,131003.65,21.65,73.0,230.72,10.24,90.28,9.72,-24.82,6.77,-1.37,0
23.19,6.06,-2.38,16.24,14.65,19.98,26.32,0.0,67.89,28.03,21.8,18.77,28.07,817.0,2615.39,0.76,0.9,4.97,0.0,11.77,86.45,0.45,0.0,31.02,0.03,0.0,0.76,0.9,0.9,542.55,542.55,97.05,19.1,70.12,609.54,16.72,85.96,83.97,27890.56,62.5,960.36,3907.05,69.96,52.06,47.94,35.3,11.16,1860.985,0
6.37,2.53,2.71,8.38,11.31,11.46,-17.93,10.55,24.12,5.22,10.68,7.26,12.14,530.0,10010.77,1.39,2.32,4.06,6.15,4.35,9.45,38.61,59.36,83.99,0.01,0.67,1.37,2.11,3.22,189.85,124.83,25.5,64.59,31.54,906.34,54.89,66.65,60.76,27191.46,25.93,104.39,25877.16,19.4,53.94,46.06,26.92,5.45,84.98,0
7.32,94.64,2.11,5.09,0.05,57.78,0.0,-57.68,67.89,0.45,1.42,0.03,0.06,8.0,1741.23,0.07,0.13,0.07,134.4,19.19,28.47,12.82,2.72,19.02,0.07,0.01,0.3,0.97,0.97,50.66,50.49,4.45,107.89,-7.84,2635.03,191.15,15.82,48.1,22264.81,2.59,269.68,418.66,40.81,23.5,76.5,1.1,1.68,1.05,0
-43.26,17.23,-10.59,71.67,101.41,100.82,9.55,123.63,-5.52,-157.46,-21.99,-39.36,-58.89,-867.0,101.78,0.07,0.09,0.86,4.44,1.45,9.04,40.39,82.13,162.17,0.0,0.0,0.07,0.07,0.07,972.03,860.06,288.17,20.7,90.03,312.63,6.29,88.77,82.85,-1643.88,-10.53,-386.5,-995.66,-79.7,0.0,0.0,0.0,3.29,-94.35,0
-5.08,-28.02,19.37,9.9,5.59,8.06,-38.51,36.77,17.25,9.5,7.41,7.76,10.26,319.0,3361.96,0.82,1.08,4.81,99.55,2.55,4.14,81.54,3.67,143.36,0.02,0.01,0.78,0.98,0.99,387.6,383.33,164.83,34.82,61.09,618.33,23.83,82.33,74.18,16063.01,31.2,2365.36,72527.6,39.97,67.4,32.6,23.76,44.87,73.52333333333334,0
21.14,-3.72,-2.8,3.7,19.59,17.8,83.85,13.31,21.1,5.9,10.89,7.83,13.73,611.0,9629.86,1.33,2.33,2.0,7.51,13.18,13.74,26.56,48.61,27.7,0.02,0.14,1.86,3.74,5.56,104.02,50.46,10.96,63.83,1.38,901.53,105.11,35.84,61.04,24102.63,24.73,42.85,453.85,18.96,40.37,59.63,31.12,2.19,8.62,0
9.6,2.98,2.08,-8.98,-21.82,-11.67,0.0,-9.38,57.28,-10.04,-11.15,-12.8,-22.92,-540.0,5378.4,1.28,2.28,6.17,2.1,9.33,7.37,49.54,157.66,39.11,0.01,0.25,1.06,1.61,5.56,177.77,39.96,0.51,94.41,34.17,413.43,42.57,78.1,51.44,493.95,1.05,5.05,417.42,0.78,184.4,-84.4,-181.31,6.53,-10.34,0
16.35,-4.14,40.05,30.01,28.3,26.03,1.75,27.58,41.97,17.72,17.29,17.2,21.3,1199.0,6423.5,0.97,1.2,3.28,12.84,4.45,10.03,36.41,28.43,82.06,0.01,0.14,1.08,1.38,1.55,353.77,315.55,34.65,24.52,49.81,1197.91,38.05,69.44,80.31,32274.8,38.28,242.36,0.0,44.57,49.33,50.67,39.76,5.32,46.59833333333333,0
