ÀÏÀÏ¼öÀÍ·ü(%),´©Àû¼öÀÍ·ü(%),¿¬´©Àû¼öÀÍ·ü(%),ÄÚ½º´ÚÁ¾°¡,ÄÚ½º´Ú¼öÀÍ·ü(%),ÄÚ½º´Ú´©Àû¼öÀÍ·ü(%),ÄÚ½º´Ú¿¬´©Àû¼öÀÍ·ü(%),ÅõÀÚ¿¬Â÷
1.147986825355708,1.1479868253557068,1.1479868253557068,534.9,0.5337743863473999,0.5337743863474076,0.5337743863474076,1.0
1.2871172254068286,2.449879986937087,2.449879986937087,537.66,0.51598429613011,1.0525128744878431,1.0525128744878431,1.0
0.019460379214564522,2.4698171220874032,2.4698171220874032,533.98,-0.68444742030278,0.3608615569672846,0.3608615569672846,1.0
0.08946054355797309,2.5614871774676695,2.5614871774676695,534.97,0.18540020225477,0.546930797278522,0.546930797278522,1.0
1.3444427262639358,3.940367631773234,3.940367631773234,534.2,-0.14393330467128,0.4022102770364411,0.4022102770364411,1.0
0.90285262975674,4.8787959743155085,4.8787959743155085,533.11,-0.20404342942719,0.19734616396647198,0.19734616396647198,1.0
-0.940714020402505,3.8921864361557867,3.8921864361557867,525.11,-1.50062838813753,-1.3062436567304325,-1.3062436567304325,1.0
0.9035746394022502,4.8309298851134,4.8309298851134,528.7,0.68366627944622,-0.6315077246926815,-0.6315077246926815,1.0
-1.2394901565797274,3.5315608281364153,3.5315608281364153,531.47,0.52392661244562,-0.11088974927637718,-0.11088974927637718,1.0
0.6096334333967335,4.162723837062199,4.162723837062199,534.58,0.58516943571602,0.4736307935195416,0.4736307935195416,1.0
-1.3809299979345089,2.724309536930525,2.724309536930525,528.52,-1.13360020951027,-0.665338495658363,-0.665338495658363,1.0
-0.7072564882158715,1.9977851927556411,1.9977851927556411,526.62,-0.35949443729659,-1.0224410780738658,-1.0224410780738658,1.0
0.22897241870279803,2.2313319885347793,2.2313319885347793,532.25,1.06908207056322,0.03571025824158358,0.03571025824158358,1.0
-0.8810620717067185,1.33061049698322,1.33061049698322,529.58,-0.5016439643024699,-0.466112844415989,-0.466112844415989,1.0
-0.814651019592031,0.5051196454107121,0.5051196454107121,525.26,-0.81574077570906,-1.278051347592335,-1.278051347592335,1.0
-0.5140852445276336,-0.01156234468118189,-0.01156234468118189,528.6,0.6358755663861699,-0.6503025974513688,-0.6503025974513688,1.0
-2.273305269643168,-2.284604766933418,-2.284604766933418,521.68,-1.30911842603104,-1.9509077923542173,-1.9509077923542173,1.0
1.244559667844951,-1.0684783685873778,-1.0684783685873778,518.39,-0.63065480754485,-2.5692591061158176,-2.5692591061158176,1.0
-0.6590448179441195,-1.720481435212473,-1.720481435212473,514.67,-0.71760643530932,-3.2684283727398733,-3.2684283727398733,1.0
-0.3833335743932099,-2.097219826623309,-2.097219826623309,511.0,-0.7130782831717299,-3.958200202984574,-3.958200202984574,1.0
1.5480134262483074,-0.5816716448690751,-0.5816716448690751,516.76,1.12720156555772,-2.875615532082798,-2.875615532082798,1.0
-0.034179994429087576,-0.6156528239623427,-0.6156528239623427,512.51,-0.8224320767861201,-3.6743976243280185,-3.6743976243280185,1.0
-0.48181431094409005,-1.09450083149486,-1.09450083149486,510.53,-0.3863339251917,-4.046536104950493,-4.046536104950493,1.0
-0.42923896404341944,-1.5190417715077231,-1.5190417715077231,506.42,-0.80504573678333,-4.819005375333518,-4.819005375333518,1.0
0.4666231782073834,-1.0595067942928527,-1.0595067942928527,504.37,-0.40480233798033005,-5.204300266887096,-5.204300266887096,1.0
-0.583843505737189,-1.6371644384187256,-1.6371644384187256,505.18,0.16059638757262001,-5.05206179754153,-5.05206179754153,1.0
-0.4040870387026935,-2.034635907823523,-2.034635907823523,504.46,-0.14252345698563,-5.187384881404256,-5.187384881404256,1.0
0.373778066363002,-1.668462864214304,-1.668462864214304,507.28,0.5590135986996,-4.657369469608586,-4.657369469608586,1.0
0.9118060368880557,-0.7718699724453937,-0.7718699724453937,506.07,-0.23852704620721,-4.88478742998899,-4.88478742998899,1.0
-0.25858097923597895,-1.0284550427481998,-1.0284550427481998,501.72,-0.8595648823285199,-5.702364394992932,-5.702364394992932,1.0
-0.9067410383544644,-1.9258706571690376,-1.9258706571690376,498.94,-0.5540939169257699,-6.224861857685104,-6.224861857685104,1.0
-2.9872825247512464,-4.855621984329361,-4.855621984329361,487.03,-2.38706056840501,-8.463331203247627,-8.463331203247627,1.0
-0.47430895955108643,-5.306900293766836,-5.306900293766836,486.24,-0.16220766687883,-8.611810698041445,-8.611810698041445,1.0
-2.8521164109741224,-8.0076577305484,-8.0076577305484,472.94,-2.7352747614346797,-11.111528774950063,-11.111528774950063,1.0
0.9214770463871912,-7.159969412101463,-7.159969412101463,474.32,0.29179177062629996,-10.852159530879835,-10.852159530879835,1.0
0.17923647272507456,-6.993566215998848,-6.993566215998848,471.23,-0.6514589306797,-11.432921099124016,-11.432921099124016,1.0
0.7979146250126703,-6.251454278633584,-6.251454278633584,479.96,1.85259851877002,-9.792128707288516,-9.792128707288516,1.0
0.4064758973596659,-5.870389036151014,-5.870389036151014,483.22,0.67922326860572,-9.179415855354522,-9.179415855354522,1.0
0.8236872901068648,-5.095055394414749,-5.095055394414749,480.52,-0.55875170729688,-9.686877419839723,-9.686877419839723,1.0
2.147035130034013,-3.057412893593525,-3.057412893593525,484.54,0.8365936901689901,-8.931323534939505,-8.931323534939505,1.0
0.7200496777805342,-2.3593781075017195,-2.3593781075017195,483.23,-0.27035951624221,-9.17753636807863,-9.17753636807863,1.0
-0.014293132185857522,-2.373334010655914,-2.373334010655914,477.83,-1.11748028888936,-10.192459497049056,-10.192459497049056,1.0
0.5998009780226431,-1.7877683132409339,-1.7877683132409339,476.1,-0.36205344997174,-10.517610795774758,-10.517610795774758,1.0
-1.3907802785167702,-3.153684662631573,-3.153684662631573,472.8,-0.6931316950220501,-11.137841596812237,-11.137841596812237,1.0
-0.990890465999969,-4.113325567981829,-4.113325567981829,469.15,-0.77199661590525,-11.8238544525052,-11.8238544525052,1.0
0.4985274087479159,-3.6353042146013426,-3.6353042146013426,473.47,0.92081423851648,-11.011915949328843,-11.011915949328843,1.0
-1.7827486898900804,-5.353244566232096,-5.353244566232096,466.91,-1.3855154497645,-12.244859602300306,-12.244859602300306,1.0
-1.8622165580928904,-7.115772117617403,-7.115772117617403,458.15,-1.8761645713306698,-13.891290455963446,-13.891290455963446,1.0
-0.05342733265395597,-7.165397683031182,-7.165397683031182,462.29,0.90363418094512,-13.11318272375278,-13.11318272375278,1.0
0.6789385765469028,-6.5351077555173775,-6.5351077555173775,464.83,0.54943866404204,-12.635792955681513,-12.635792955681513,1.0
0.08867984287934304,-6.452223235927623,-6.452223235927623,460.54,-0.9229180560635,-13.44209299703023,-13.44209299703023,1.0
-0.9667358769193422,-7.356583155966334,-7.356583155966334,459.33,-0.26273505015851,-13.669510957410647,-13.669510957410647,1.0
-0.18691343688519094,-7.5297461504374,-7.5297461504374,457.23,-0.45718764287112,-14.064203285343568,-14.064203285343568,1.0
0.8190935572330289,-6.77232825879861,-6.77232825879861,459.57,0.51177744242503,-13.62440326278972,-13.62440326278972,1.0
0.9499125453959936,-5.886746909148332,-5.886746909148332,463.77,0.9138977740061199,-12.835018606923853,-12.835018606923853,1.0
0.380390688265276,-5.528748857967203,-5.528748857967203,464.62,0.18328050542295002,-12.6752621884748,-12.6752621884748,1.0
0.8717283448332395,-4.705216184043504,-4.705216184043504,473.66,1.94567603633077,-10.976205691087271,-10.976205691087271,1.0
1.2280027478967055,-3.534993620181348,-3.534993620181348,475.43,0.37368576616136,-10.643536443258084,-10.643536443258084,1.0
-1.249852786394789,-4.7406641903154245,-4.7406641903154245,474.65,-0.16406200702522,-10.790136450776034,-10.790136450776034,1.0
0.29980384070817945,-4.455073042924884,-4.455073042924884,476.57,0.40450858527336003,-10.42927489380877,-10.42927489380877,1.0
0.2500101647466675,-4.216201013632426,-4.216201013632426,479.55,0.62530163459721,-9.86918768559918,-9.86918768559918,1.0
0.5837157386124456,-3.657095903908092,-3.657095903908092,484.11,0.95089146074445,-9.012141487801928,-9.012141487801928,1.0
0.865577839485201,-2.823173076135843,-2.823173076135843,489.3,1.07207039722376,-8.036687591624803,-8.036687591624803,1.0
1.7556761091458717,-1.1170627422075308,-1.1170627422075308,492.37,0.6274269364398001,-7.45968499793237,-7.45968499793237,1.0
1.4128381605422435,0.27999312963560286,0.27999312963560286,492.94,0.11576659828991,-7.352554223207708,-7.352554223207708,1.0
0.5434211225707564,0.8249357940145474,0.8249357940145474,495.52,0.52339027062116,-6.8676465060329654,-6.8676465060329654,1.0
-0.44548008928418803,0.375780780018653,0.375780780018653,496.82,0.26235066193089,-6.623313160169719,-6.623313160169719,1.0
-0.6723573236327165,-0.299103133209333,-0.299103133209333,498.37,0.31198421963689,-6.331992632409689,-6.331992632409689,1.0
-1.5282098886778475,-1.822742098228125,-1.822742098228125,490.63,-1.55306298533218,-7.786715783933951,-7.786715783933951,1.0
1.1658419333933134,-0.6781504565535723,-0.6781504565535723,494.97,0.88457697246397,-6.971018306205867,-6.971018306205867,1.0
-0.9749855645316209,-1.6465241520279839,-1.6465241520279839,497.18,0.44649170656807,-6.555651618238345,-6.555651618238345,1.0
2.382327409699234,0.6965776614901609,0.6965776614901609,507.0,1.97513978840662,-4.709995113332877,-4.709995113332877,1.0
0.8673235866128362,1.5699428304601692,1.5699428304601692,517.93,2.15581854043391,-2.6557155208057237,-2.6557155208057237,1.0
0.976483580147237,2.56175664456455,2.56175664456455,524.48,1.2646496630819,-1.4246513551100959,-1.4246513551100959,1.0
2.1721146627960852,4.789515599062355,4.789515599062355,526.61,0.40611653447224,-1.0243205653495346,-1.0243205653495346,1.0
-0.31530281546466704,4.459111306066732,4.459111306066732,524.54,-0.39308026813011004,-1.4133744314548502,-1.4133744314548502,1.0
-0.604199443538549,3.8279699368301667,3.8279699368301667,531.24,1.2773096427346,-0.15411795662116923,-0.15411795662116923,1.0
