ÅõÀÚÀÏÀÚ,ÀÏÀÏ¼öÀÍ·ü(%),´©Àû¼öÀÍ·ü(%),¿¬´©Àû¼öÀÍ·ü(%),ÄÚ½º´ÚÁ¾°¡,ÄÚ½º´Ú¼öÀÍ·ü(%),ÄÚ½º´Ú´©Àû¼öÀÍ·ü(%),ÄÚ½º´Ú¿¬´©Àû¼öÀÍ·ü(%),ÅõÀÚ¿¬Â÷
2012-12-20,-0.06336211455783751,-23.13430605848792,-23.55771545164904,479.21,-0.8236925433059501,-10.31973241057348,-8.16213108470648,2.0
2012-12-21,-2.278481474243316,-24.885676654993837,-25.299438743571578,478.06,-0.23997829761481,-10.534945590030986,-8.38252203909512,2.0
2012-12-24,0.4143091318029331,-24.57447115408349,-24.989947496778154,483.76,1.1923189557796,-9.468236787502393,-7.290149482560048,2.0
2012-12-26,0.371031962328692,-24.294618334309693,-24.711636227031676,482.76,-0.20671407309409,-9.655378682682848,-7.481793790724101,2.0
2012-12-27,0.7700371990791571,-23.71165873377903,-24.131887819401786,492.08,1.9305659126688202,-7.911216219600991,-5.695668838635171,2.0
2012-12-28,3.4755592253018497,-21.060212251071132,-21.495046647446646,496.32,0.86164851243699,-7.117734584035862,-4.883096972019607,2.0
2013-01-02,0.4452501719247345,-20.708732710402,-21.145503207674963,501.61,1.06584461637653,-6.127753958531246,-3.8692985818317926,2.0
2013-01-03,0.462200425229955,-20.34224813581926,-20.781037388187894,499.07,-0.50636949024143,-6.6030943722896085,-4.3560751245684814,2.0
2013-01-04,1.0659866959592734,-19.493107098646846,-19.936573786069022,504.84,1.15615043981804,-5.523285637098385,-3.250287466461932,2.0
2013-01-07,0.8330482950421426,-18.822445799940724,-19.26960677904155,508.72,0.76856033594803,-4.79717508379821,-2.506707550785414,2.0
2013-01-08,-0.4626512802542381,-19.19801479372637,-19.64310697683259,509.01,0.05700581852492,-4.7429039341958745,-2.4511307014178363,2.0
2013-01-09,1.0570757836147455,-18.343876575430894,-18.793673720219495,511.94,0.57562719789394,-4.194578181317143,-1.8896128784971822,2.0
