회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원),매출액증가율(IFRS),매출액증가율(IFRS연결),유형자산(*)(IFRS)(천원),유형자산(*)(IFRS연결)(천원),유형자산증가율(IFRS),유형자산증가율(IFRS연결),재고자산(*)(IFRS)(천원),재고자산(*)(IFRS연결)(천원),재고자산증가율(IFRS),재고자산증가율(IFRS연결),비유동자산(*)(IFRS)(천원),비유동자산(*)(IFRS연결)(천원),비유동자산증가율(IFRS연결),유동자산(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),유동자산증가율(IFRS연결),자본(*)(IFRS)(천원),자본(*)(IFRS연결)(천원),자기자본증가율(IFRS연결),총자본증가율(IFRS),자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),총자본증가율(IFRS연결),당기순이익(총포괄손익)(IFRS)(천원),당기순이익(총포괄손익)(IFRS연결)(천원),순이익증가율(IFRS),순이익증가율(IFRS연결),비유동자산증가율(IFRS),유동자산증가율(IFRS),자기자본증가율(IFRS)
(주)CMG제약,58820,Dec-10,11350419,11350419,11.86,0,10316860,10316860,1.54,0,2782759,2782759,14.55,0,13734412,13734412,0,13041215,13041215,0,18405116,18405116,0,17.25,26775627,26775627,0,-6945220,-6945220,0,0,5.58,32.7,95.55
(주)CMG제약,58820,Dec-11,17751704,17751704,56.4,56.4,9652599,9707759,-6.44,-5.9,2743103,2743103,-1.43,-1.43,12283654,11964031,-12.89,15264885,15341167,17.64,18290915,18034249,-2.02,2.89,27548539,27305198,1.98,-1264488,-1508282,0,0,-10.56,17.05,-0.62
(주)CMG제약,58820,Dec-12,16255389,16255389,-8.43,-8.43,9264142,9307482,-4.02,-4.12,2955172,2955172,7.73,7.73,9915161,9998822,-16.43,47073443,47109213,207.08,31602540,31590685,75.17,106.87,56988604,57108035,109.15,-6892739,-6660149,0,0,-19.28,208.38,72.78
(주)CMG제약,58820,Dec-13,20322140,20402140,25.02,25.51,10805092,10805092,16.63,16.09,4618718,4618718,56.29,56.29,17702754,17702864,77.05,38258866,38209699,-18.89,49048213,48997281,55.1,-1.8,55961620,55912563,-2.09,335258,296181,0,0,78.54,-18.73,55.2
(주)CMG제약,58820,Dec-14,22752584,22752584,11.96,11.52,18833775,18833775,74.3,74.3,4913103,4913103,6.37,6.37,29767275,29767385,68.15,28359823,28300941,-25.93,49067039,49002644,0.01,3.87,58127098,58068326,3.86,171502,158039,-48.84,-46.64,68.15,-25.87,0.04
(주)CMG제약,58820,Dec-15,27041894,27041894,18.85,18.85,17822468,17822468,-5.37,-5.37,5455617,5455617,11.04,11.04,30261207,30261207,1.66,26330765,26271614,-7.17,46872705,46806888,-4.48,-2.64,56591972,56532821,-2.64,-3648668,-3650091,0,0,1.66,-7.15,-4.47
(주)CMG제약,58820,Dec-16,32969825,32969825,21.92,21.92,16905814,16905814,-5.14,-5.14,6393756,6393756,17.2,17.2,32207666,32207666,6.43,78772201,78772201,199.84,101107635,101107635,116.01,96.11,110979867,110979867,96.31,1693463,1727895,0,0,6.43,199.16,115.71
(주)CMG제약,58820,Dec-17,41535588,41535588,25.98,25.98,16182518,16182518,-4.28,-4.28,7904518,7904518,23.63,23.63,28340823,28340823,-12.01,81227330,81227330,3.12,97944019,97944019,-3.13,-1.27,109568153,109568153,-1.27,2834901,2834901,67.4,64.07,-12.01,3.12,-3.13
(주)CMG제약,58820,Dec-18,49864782,49864782,20.05,20.05,17268535,17268535,6.71,6.71,8572582,8572582,8.45,8.45,33009465,33009465,16.47,81370415,81370415,0.18,103981846,103981846,6.16,4.39,114379880,114379880,4.39,6065026,6065026,113.94,113.94,16.47,0.18,6.16
(주)CMG제약,58820,Dec-19,58622681,58622681,17.56,17.56,24119403,24119403,39.67,39.67,9048933,9048933,5.56,5.56,41659100,41659100,26.2,150584066,150584066,85.06,180158283,180158283,73.26,68.07,192243166,192243166,68.07,3051177,3051177,-49.69,-49.69,26.2,85.06,73.26
(주)CMG제약,58820,Dec-20,64459891,,9.96,,29740814,,23.31,,15046934,,66.28,,49374463,,,145981120,,,181131004,,,1.62,195355583,,,214996,,-92.95,,18.52,-3.06,0.54
(주)ES큐브,50120,Dec-10,34640205,43887335,22.59,0,1595923,3374904,8.74,0,757990,4166815,125.46,0,21539344,16368111,0,26290142,32820950,0,42087960,42621100,0,1.32,47829486,49189060,0,-2165930,-1632071,0,0,10.05,-4.87,3.4
(주)ES큐브,50120,Dec-11,41700477,53379952,20.38,0,1407274,4313834,-11.82,0,383848,5312339,-49.36,0,26447157,21398837,0,18786276,34078195,0,39144414,39245830,0,-5.43,45233434,55477032,0,-2933429,-4796438,0,0,22.79,-28.54,-6.99
(주)ES큐브,50120,Dec-12,44178050,55971147,5.94,0,1395951,3181598,-0.8,0,410944,4844206,7.06,0,29044939,23574654,0,15631243,22707006,0,39881477,39859681,0,-1.23,44676182,46281660,0,516857,114643,0,0,9.82,-16.79,1.88
(주)ES큐브,50120,Dec-13,45823196,58597361,3.72,4.69,914811,2177498,-34.47,-31.56,426328,6264936,3.74,29.33,14990752,8780362,-62.76,32518902,38357211,68.92,43712820,42372440,6.4,6.34,47509654,47137573,1.85,-14749080,-16368231,0,0,-48.39,108.04,9.61
(주)ES큐브,50120,Dec-14,37188072,44459581,-18.84,-24.13,640405,2299195,-30,5.59,264950,6084161,-37.85,-2.89,23436561,10397078,18.41,21477612,46214758,20.49,41226335,49628091,0.17,-5.46,44914173,56611836,20.1,-2412385,479002,0,0,56.34,-33.95,-5.69
(주)ES큐브,50120,Dec-15,36887119,42152967,-0.81,-5.19,596347,1968118,-6.88,-14.4,397788,6783417,50.14,11.49,24533371,14439681,38.88,22590313,41180599,-10.89,44872641,49654460,1.85,4.92,47123684,55620280,-1.75,3610344,657615,0,0,4.68,5.18,8.84
(주)ES큐브,50120,Dec-16,34818205,34289385,-5.61,-18.65,4673186,7063781,683.64,258.91,420745,7447857,5.77,9.8,61071192,54278681,275.9,43388800,50885945,23.57,69832373,71696122,68.52,121.67,104459992,105164626,89.08,17469014,21745579,383.86,3206.73,148.93,92.07,55.62
(주)ES큐브,50120,Dec-17,37104908,35745794,6.57,4.25,7506218,11623688,60.62,64.55,408271,8346570,-2.96,12.07,60088244,54853973,1.06,44761949,51038158,0.3,71398467,72816880,1.56,0.37,104850192,105892131,0.69,1218923,1737925,-93.02,-92.01,-1.61,3.16,2.24
(주)ES큐브,50120,Dec-18,31308873,33763508,-15.62,-5.55,10880733,15202081,44.96,30.79,560371,9236879,37.25,10.67,79426931,67369270,22.82,29054833,45061626,-11.71,66518631,70748607,-6.15,3.46,108481764,112430896,6.17,-3836071,-3913018,0,-325.15,32.18,-35.09,-6.83
(주)ES큐브,50120,Dec-19,28527284,43708239,-8.88,29.45,10576512,17333381,-2.8,14.02,468610,7648032,-16.38,-17.2,111767027,104927987,55.75,24298462,359030693,696.75,53986331,74038512,-18.89,25.43,136065488,463958680,312.66,-12738710,-13463346,0,0,40.72,-16.37,-18.84
(주)ES큐브,50120,Dec-20,30293088,80672425,6.19,84.57,553920,29329873,-94.76,69.21,640650,9415254,36.71,23.11,74471015,392680727,274.24,7524373,322209018,-10.26,72949614,69497819,25.23,-39.74,81995388,714889745,54.08,-29081429,-24585317,0,0,-33.37,-69.03,35.13
(주)가비아,79940,Dec-10,26065926,40623302,18.3,13.97,5447766,19870745,34.62,25.78,0,31377,0,136.45,24384374,29599563,11.1,9998798,23312665,25.77,21535028,37225655,18.68,10.7,34383172,52912228,17.12,3095686,4140610,-2.42,30.52,10.15,12.07,11.19
(주)가비아,79940,Dec-11,33792831,52838864,29.64,30.07,7163470,22149161,31.49,11.47,14450,14450,0,-53.95,28050043,36117250,22.02,9245779,28837190,23.7,24298687,48665742,20.26,8.47,37295822,64954440,22.76,3262397,4552133,5.39,9.94,15.03,-7.53,12.83
(주)가비아,79940,Dec-12,38482449,69058144,13.88,30.7,23749485,37833915,231.54,70.81,92459,248459,539.85,1619.44,42182715,53247030,47.43,9613034,31997486,10.96,31165211,58945247,28.11,38.88,51795749,85244515,31.24,5737877,6686529,75.88,46.89,50.38,3.97,28.26
(주)가비아,79940,Dec-13,40507693,70675565,5.26,2.34,22732962,37047584,-4.28,-2.08,81039,93612,-12.35,-62.32,41791545,53819414,1.07,10360239,37411881,16.92,34822978,68600227,16.43,0.69,52151784,91231294,7.02,3786937,5971576,-34,-10.69,-0.93,7.77,11.74
(주)가비아,79940,Dec-14,43906243,80432047,8.39,13.8,22313113,37099200,-1.85,0.14,0,0,0,0,41068138,56623366,5.21,14916105,41920706,12.05,38147677,75509702,9.56,7.35,55984243,98544072,8.02,3076978,3517220,-18.75,-41.1,-1.73,43.97,9.55
(주)가비아,79940,Dec-15,48446932,91648622,10.34,13.95,22210592,36916970,-0.46,-0.49,0,0,0,0,40220930,52842463,-6.68,17436488,52239105,24.61,42470259,84096148,12.25,2.99,57657418,105081568,6.63,4288423,5723622,39.37,62.73,-2.06,16.9,11.33
(주)가비아,79940,Dec-16,49430564,102178978,2.03,11.49,22429866,43221838,0.99,17.08,0,1363738,0,0,48923387,65555169,24.06,12237594,60241586,15.32,45413712,95951841,4.78,6.08,61160981,125796754,19.71,3544032,5517258,-17.36,-3.61,21.64,-29.82,6.93
(주)가비아,79940,Dec-17,52365659,116217941,5.94,13.74,22362004,45452326,-0.3,5.16,0,1675464,0,22.86,49869858,67269196,2.61,15116578,66113388,9.75,47662984,99896520,5.42,6.25,64986436,133382584,6.03,2493743,4823881,-29.64,-12.57,1.93,23.53,4.95
(주)가비아,79940,Dec-18,55197652,128728438,5.41,10.76,24425180,49107084,9.23,8.04,0,1982294,0,18.31,50927240,73382233,9.09,18388749,78058272,18.07,49832912,114187490,12.64,6.66,69315988,151440505,13.54,2762732,7455867,10.79,54.56,2.12,21.65,4.55
(주)가비아,79940,Dec-19,58254105,148306878,5.54,15.21,39724951,85359914,62.64,73.82,0,2643604,0,33.36,69362039,113035325,54.04,13602872,86880807,11.3,54084066,134959139,16.59,19.69,82964911,199916131,32.01,4654769,10698691,68.48,43.49,36.2,-26.03,8.53
(주)가비아,79940,Dec-20,64097025,169044955,10.03,13.98,46400885,105175837,16.81,23.21,0,3060285,0,15.76,77714208,136287227,20.57,20369123,123738031,42.42,58359903,173203629,20.68,18.22,98083331,260025259,30.07,4758214,12111809,2.22,13.21,12.04,49.74,7.91
(주)가온칩스,399720,Dec-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)가온칩스,399720,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)가온칩스,399720,Dec-20,17098306,,0,,3543603,,0,,0,,0,,5319998,,,20211857,,,10874663,,,0,25531855,,,1851742,,0,,0,0,0
(주)강스템바이오텍,217730,Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)강스템바이오텍,217730,Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)강스템바이오텍,217730,Dec-15,1484593,,0,,2980005,,0,,334913,,0,,6086037,,,18896590,,,21237036,,,0,24982626,,,-5754141,,0,,0,0,0
(주)강스템바이오텍,217730,Dec-16,842805,,-43.23,,4039297,,35.55,,582808,,74.02,,9475273,,,37966496,,,22976911,,,89.9,47441769,,,-8300375,,0,,55.69,100.92,8.19
(주)강스템바이오텍,217730,Dec-17,5394323,9132939,540.04,0,12480829,13229478,208.99,0,1725225,1725225,196.02,0,20192112,21952967,0,24316617,25246012,0,24668128,24482163,0,-6.18,44508729,47198979,0,-10855842,-11340601,0,0,113.1,-35.95,7.36
(주)강스템바이오텍,217730,Dec-18,1001039,9165454,-81.44,0.36,14220013,15140205,13.93,14.44,501972,1918575,-70.9,11.21,22113229,24201228,10.24,44071609,48992790,94.06,47944961,47581374,94.25,48.7,66184838,73194018,55.08,-13500909,-13648263,0,0,9.51,81.24,94.36
(주)강스템바이오텍,217730,Dec-19,282069,6004584,-71.82,-34.49,22738650,31219524,59.91,106.2,34319,266393,-93.16,-86.12,48489912,58235602,140.63,50136013,55408095,13.09,70845209,68719236,48.29,49.02,98625925,113643697,55.26,-25001590,-24634608,0,0,119.28,13.76,47.76
(주)강스템바이오텍,217730,Dec-20,295379,9137898,4.72,52.18,22550495,31882092,-0.83,2.12,27745,354859,-19.16,33.21,28300502,37754688,-35.17,39796797,44750599,-19.23,51430858,48638871,-27.01,-30.95,68097299,82505287,-27.4,-19492205,-18471356,0,0,-41.64,-20.62,-27.4
(주)강원에너지,114190,Nov-10,30619298,,-20.83,,3166574,,2.49,,739028,,-15.84,,5042782,,,23635050,,,19268894,,,-9.56,28677832,,,1716786,,-33.72,,-5.67,-10.34,7.78
(주)강원에너지,114190,Nov-11,50222892,,64.02,,3912294,,23.55,,3989692,,439.86,,5768092,,,47950975,,,24502434,,,87.32,53719067,,,5754715,,235.2,,14.38,102.88,27.16
(주)강원에너지,114190,Dec-12,106471214,,0,,4416402,,0,,3808870,,0,,8766967,,,80491240,,,36107930,,,0,89258208,,,8974549,,0,,0,0,0
(주)강원에너지,114190,Dec-13,50660659,,-52.42,,4787448,,8.4,,2086978,,-45.21,,10885105,,,61556228,,,45877155,,,-18.84,72441333,,,3922208,,-56.3,,24.16,-23.52,27.06
(주)강원에너지,114190,Dec-14,51481321,,1.62,,10004091,,108.97,,1736909,,-16.77,,18236908,,,48800730,,,50445491,,,-7.46,67037639,,,1123194,,-71.36,,67.54,-20.72,9.96
(주)강원에너지,114190,Dec-15,48852892,46188664,-5.11,0,9712091,12847843,-2.92,0,1233999,1233999,-28.95,0,22194316,22530069,0,58744703,62927388,0,54880924,56583901,0,20.74,80939019,85457457,0,885783,97228,-21.14,0,21.7,20.38,8.79
(주)강원에너지,114190,Dec-16,44448760,42287473,-9.02,-8.45,9490734,14792058,-2.28,15.13,335220,335220,-72.83,-72.83,20968104,23470270,4.17,49882033,53716336,-14.64,53746356,55088690,-2.65,-12.46,70850137,77186606,-9.68,-762058,-1060023,0,-1190.24,-5.52,-15.09,-2.07
(주)강원에너지,114190,Dec-17,83113029,82034829,86.99,93.99,9242859,15392067,-2.61,4.06,361382,361382,7.8,7.8,21223628,25110973,6.99,66557788,68068421,26.72,47117020,48303010,-12.43,23.9,87781416,93179394,20.72,-6291307,-6212246,0,0,1.22,33.43,-12.33
(주)강원에너지,114190,Dec-18,85905365,85905365,3.36,4.72,8853092,14771745,-4.22,-4.03,543737,543737,50.46,50.46,19521937,23288846,-7.26,70097814,70556730,3.66,49286354,50203707,4.7,2.09,89619750,93845576,0.71,1977524,1977524,0,0,-8.02,5.32,4.6
(주)강원에너지,114190,Dec-19,42549622,42549622,-50.47,-50.47,9089689,10387938,2.67,-29.68,118784,118784,-78.15,-78.15,24759583,26057831,11.89,30346449,30544232,-56.71,22904034,21124556,-56.25,-38.51,55106032,56602063,-39.69,-33460765,-32887275,0,-1763.05,26.83,-56.71,-53.53
(주)강원에너지,114190,Dec-20,38345166,38345166,-9.88,-9.88,6334471,6699242,-30.31,-35.51,219776,219776,85.02,85.02,11111348,11476118,-55.96,21886931,21492517,-29.63,17211371,17096338,-19.07,-40.12,32998279,32968636,-41.75,-14039206,-12375907,0,0,-55.12,-27.88,-24.85
(주)경윤하이드로에너지,19120,Dec-10,7735620,,54.13,,3060791,,86.36,,0,,0,,10338953,,,5340788,,,7752602,,,-53.65,15679741,,,-29421901,,0,,-52.61,-55.54,-63.67
(주)고려시멘트,198440,Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)고려시멘트,198440,Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)고려시멘트,198440,Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)고려시멘트,198440,Dec-17,87660276,,0,,47901220,,0,,3329941,,0,,77338671,,,38542950,,,77394108,,,0,115881620,,,1003761,,0,,0,0,0
(주)고려시멘트,198440,Dec-18,85775723,,-2.15,,48776544,,1.83,,4242987,,27.42,,77581500,,,49955334,,,86510962,,,10.06,127536833,,,4645869,,362.85,,0.31,29.61,11.78
(주)고려시멘트,198440,Dec-19,70921781,,-17.32,,51139394,,4.84,,6942200,,63.62,,80444290,,,46591282,,,88445378,,,-0.39,127035573,,,3396444,,-26.89,,3.69,-6.73,2.24
(주)고려시멘트,198440,Dec-20,70182711,,-1.04,,50657764,,-0.94,,3481688,,-49.85,,76823400,,,38514127,,,92362134,,,-9.21,115337527,,,4445204,,30.88,,-4.5,-17.34,4.43
(주)고바이오랩,348150,Dec-19,576519,576519,,,283298,283298,,,122956,122956,,,1132171,666370,,33441793,34655204,,-53757039,-53623865,,,34573964,35321574,,-44214672,-44066665,,,,,
(주)고바이오랩,348150,Dec-20,4591485,4591485,0,0,293863,293863,0,0,105559,105559,0,0,1046724,727256,0,54628500,57809840,0,54133946,55390674,0,0,55675224,58537097,0,-56315205,-55072387,0,0,0,0,0
(주)고영테크놀러지,98460,Dec-10,71207683,72956931,164.56,0,12606731,12821847,206.78,0,8939949,9192236,95.28,0,21092905,19693294,0,48378877,50984220,0,54992891,55153968,0,39.45,69471782,70677514,0,15223139,16307107,1209.92,0,74.38,28.24,51.41
(주)고영테크놀러지,98460,Dec-11,80200892,86130810,12.63,18.06,14869610,15041656,17.95,17.31,13001882,14264259,45.44,55.18,25457792,23702023,20.36,61560094,63304178,24.16,70382391,69622726,26.19,25.26,87017886,87006201,23.1,16580579,15579200,8.92,-4.46,20.69,27.25,27.98
(주)고영테크놀러지,98460,Dec-12,100791139,107841666,25.67,25.21,15336664,15547786,3.14,3.36,15164342,17763177,16.63,24.53,27232309,25494391,7.56,75787332,77857574,22.99,84090906,83401095,19.87,18.39,103019642,103351965,18.79,14836215,15182171,-10.52,-2.55,6.97,23.11,19.48
(주)고영테크놀러지,98460,Dec-13,103933681,111902729,3.12,3.77,14690294,14825443,-4.21,-4.65,17888953,20893135,17.97,17.62,27772747,26055617,2.2,93556579,94895999,21.88,100051693,98319609,17.98,17.77,121329325,120951617,17.03,14816762,13912194,-0.13,-8.36,1.98,23.45,18.98
(주)고영테크놀러지,98460,Dec-14,135531589,142840131,30.4,27.65,19812580,19958721,34.87,34.62,13344937,18090390,-25.4,-13.41,34754327,33070591,26.92,107119140,108649874,14.49,118348519,115835240,17.86,16.93,141873467,141720465,17.17,22775832,22097427,53.72,58.83,25.14,14.5,18.29
(주)고영테크놀러지,98460,Dec-15,138554625,145904431,2.23,2.15,19340953,19713468,-2.38,-1.23,12475503,19344915,-6.52,6.93,35237284,37022987,11.95,124933566,121834639,12.14,133570714,131475647,13.43,12.9,160170850,158857627,12.09,23271756,23429338,2.18,6.03,1.39,16.63,12.86
(주)고영테크놀러지,98460,Dec-16,153254768,171793841,10.61,17.74,23462507,23842197,21.31,20.94,12591503,19563475,0.93,1.13,38303664,40229377,8.66,156029191,154891864,27.13,157572806,157267580,19.62,21.33,194332855,195121241,22.83,28063238,29688475,20.59,26.71,8.7,24.89,17.97
(주)고영테크놀러지,98460,Dec-17,188934907,203368626,23.28,18.38,24158929,25337806,2.97,6.27,12749777,22300525,1.26,13.99,46321728,43850844,9,159374622,161356541,4.17,164836232,161317171,2.83,5.85,205696350,205207385,5.17,28907302,26658984,3.01,-10.2,20.93,2.14,4.61
(주)고영테크놀러지,98460,Dec-18,219818022,238208865,16.35,17.13,32377941,33117594,34.02,30.7,19487304,31398344,52.84,40.8,48318297,51495698,17.43,231667150,227563739,41.03,229271175,225866639,40.01,36.12,279985447,279059436,35.99,42430216,42309672,46.78,58.71,4.31,45.36,39.09
(주)고영테크놀러지,98460,Dec-19,209480760,222057035,-4.7,-6.78,35418136,37283940,9.39,12.58,21338197,36331529,9.5,15.71,78806535,79683935,54.74,229213476,225797248,-0.78,252020628,243668528,7.88,10.01,308020011,305481184,9.47,34702997,29559680,-18.21,-30.13,63.1,-1.06,9.92
(주)고영테크놀러지,98460,Dec-20,157077647,179545134,-25.02,-19.14,34080163,35810840,-3.78,-3.95,23414289,36372234,9.73,0.11,101793791,109160849,36.99,201321695,193413612,-14.34,252662621,246058103,0.98,-1.59,303115486,302574461,-0.95,7447169,9161038,-78.54,-69.01,29.17,-12.17,0.25
(주)골드앤에스,35290,Dec-10,50487261,50487261,-0.99,0,1316326,1360888,27.3,0,3070466,3070466,-4.94,0,27379006,27406178,0,16936260,17640913,0,21707836,21631006,0,-19.58,44315266,45047091,0,-8867129,-8960191,0,0,-20.3,-18.4,-31.29
(주)골드앤에스,35290,Dec-11,47522791,47522791,-5.87,-5.87,995140,1027834,-24.4,-24.47,2865869,2865869,-6.66,-6.66,23181945,23200104,-15.35,23165184,23477041,33.08,22637807,22436829,3.75,4.59,46347129,46677146,3.62,1101095,1006615,0,0,-15.33,36.78,4.28
(주)골드앤에스,35290,Dec-12,43889087,43889087,-7.65,-7.65,851327,988045,-14.45,-3.87,2643834,2643834,-7.75,-7.75,23752169,25289350,9.01,27310447,26661256,13.56,26252682,25517817,14.17,10.17,51062616,51950606,11.3,-6036290,-6468200,0,0,2.46,17.89,15.97
(주)골드앤에스,35290,Dec-13,36607591,39548810,-16.59,-9.89,810357,23605894,-4.81,2289.15,3133301,3133301,18.51,18.51,16522911,35649528,40.97,17985887,15792977,-40.76,9813150,13127355,-60.53,-32.42,34508798,51442505,-0.98,-16378087,-15455622,0,0,-30.44,-34.14,-62.62
(주)골드앤에스,35290,Dec-14,29428881,31287203,-19.61,-20.89,502559,22767398,-37.98,-3.55,2940734,2940734,-6.15,-6.15,13101880,31456254,-11.76,15782408,15072221,-4.56,9084260,12082621,-12.14,-16.3,28884288,46528474,-9.55,-8058617,-8573090,0,0,-20.7,-12.25,-7.43
(주)골드앤에스,35290,Dec-15,22197935,22197935,-24.57,-29.05,299779,330937,-40.35,-98.55,2329866,2329866,-20.77,-20.77,8475034,8737973,-72.22,15122533,15364121,1.94,14991660,15160254,70.64,-18.3,23597566,24102094,-48.2,-9396462,-9145958,0,0,-35.31,-4.18,65.03
(주)골드앤에스,35290,Dec-16,15893494,15893494,-28.4,-28.4,193816,204183,-35.35,-38.3,1958738,1958738,-15.93,-15.93,9743864,10010975,14.57,8552277,8660668,-43.63,14102143,14268527,-5.88,-22.47,18296141,18671644,-22.53,388207,390433,0,0,14.97,-43.45,-5.93
(주)골드앤에스,35290,Dec-17,12802035,12802035,-19.45,-19.45,336869,338535,73.81,65.8,1057469,1057469,-46.01,-46.01,6020494,6342934,-36.64,10974294,10831000,25.06,13104737,13346076,-6.42,-7.11,16994788,17173934,-8.02,-8062623,-7968916,0,-2141.05,-38.21,28.32,-7.07
(주)골드앤에스,35290,Dec-18,8680452,8680452,-32.19,-32.19,11191043,11191043,3222.07,3205.73,1290682,1290682,22.05,22.05,21441261,21441261,238.03,21031370,21031370,94.18,13867013,13779569,3.24,149.92,42472631,42472631,147.31,-4045846,-4381347,0,0,256.14,91.64,5.82
(주)골드앤에스,35290,Dec-19,7642733,7642733,-11.95,-11.95,3722968,3722968,-66.73,-66.73,498013,498013,-61.41,-61.41,12185981,12185981,-43.17,3910189,3910189,-81.41,-5001092,-5091573,-136.92,-62.1,16096170,16096170,-62.1,-24883215,-24883278,0,0,-43.17,-81.41,0
(주)골드앤에스,35290,Dec-20,4138760,4138760,-45.85,-45.85,3594431,3594431,-3.45,-3.45,363860,363860,-26.94,-26.94,11588872,11588872,-4.9,9045300,9045300,131.33,14488649,14398168,0,28.19,20634172,20634172,28.19,1635730,1635730,0,0,-4.9,131.33,0
(주)골드퍼시픽,38530,Dec-10,10718074,,29.4,,1770852,,344.88,,2493109,,114.66,,5808993,,,17305882,,,21073186,,,4.67,23114875,,,347774,,123.95,,9.4,3.17,2.46
(주)골드퍼시픽,38530,Dec-11,11236925,,4.84,,10069863,,468.65,,4047225,,62.34,,12367589,,,15105931,,,21829724,,,18.86,27473520,,,990336,,184.76,,112.9,-12.71,3.59
(주)골드퍼시픽,38530,Dec-12,10491048,,-6.64,,8743387,,-13.17,,6326625,,56.32,,10831834,,,19029706,,,22928402,,,8.69,29861540,,,254546,,-74.3,,-12.42,25.98,5.03
(주)골드퍼시픽,38530,Dec-13,6488691,7167832,-38.15,0,7249195,9882790,-17.09,0,5930685,6434511,-6.26,0,14556588,16978759,0,15961156,16708814,0,17116411,16190999,0,2.2,30517744,33687572,0,-8455942,-9381353,0,0,34.39,-16.13,-25.35
(주)골드퍼시픽,38530,Dec-14,4855121,16486257,-25.18,0,5643164,9909463,-22.15,0,3617004,7662615,-39.01,0,16175000,18053863,0,15761409,23894969,0,16902289,16567915,0,4.65,31936409,41948832,0,-7306525,-7610408,0,0,11.12,-1.25,-1.25
(주)골드퍼시픽,38530,Dec-15,6121489,18635305,26.08,13.04,2580222,2580222,-54.28,-73.96,1707754,1707754,-52.79,-77.71,13190876,14268465,-20.97,14304863,14304863,-40.13,20115559,21193149,35.22,-13.9,27495738,28573328,-31.89,-12525668,-10215946,0,0,-18.45,-9.24,19.01
(주)골드퍼시픽,38530,Dec-16,9588100,,56.63,,1333057,,-48.34,,55567,,-96.75,,5683515,,,5438550,,,1889641,,,-59.55,11122066,,,-23433498,,0,,-56.91,-61.98,-90.61
(주)골드퍼시픽,38530,Dec-17,5031439,,-47.52,,1297094,,-2.7,,545070,,880.92,,9352807,,,17215160,,,5364494,,,138.88,26567967,,,-965087,,0,,64.56,216.54,183.89
(주)골드퍼시픽,38530,Dec-18,5580994,5708281,10.92,0,83408,94653,-93.57,0,807960,1607114,48.23,0,15282240,13835056,0,22006122,23990386,0,20086698,20086698,0,40.35,37288362,37825442,0,-4380343,-4380343,0,0,63.4,27.83,274.44
(주)골드퍼시픽,38530,Dec-19,11323125,,102.89,,908909,,989.71,,3548341,,339.17,,44490596,,,28455147,,,21069318,,,95.63,72945743,,,-31603970,,0,,191.13,29.31,4.89
(주)골드퍼시픽,38530,Dec-20,14335385,,26.6,,702972,,-22.66,,3502076,,-1.3,,29097876,,,42322228,,,59737820,,,-2.09,71420104,,,-1498118,,0,,-34.6,48.73,183.53
(주)골프존,215000,Dec-15,184085342,201560389,,,74039599,77871991,,,1816661,3108991,,,100338569,96836480,,71290784,81295773,,105063093,108853909,,,171629353,178132253,,33262807,36533155,,,,,
(주)골프존,215000,Dec-16,196864993,216964342,0,0,69486714,73081406,0,0,11069054,12659642,0,0,101847338,98132493,0,75788492,89781733,0,115886579,120648626,0,0,177635830,187914226,0,35913366,36538528,0,0,0,0,0
(주)골프존,215000,Dec-17,171859065,200105321,-12.7,-7.77,66800539,71606171,-3.87,-2.02,10223995,13130013,-7.63,3.72,96325807,93080529,-5.15,142686039,160591890,78.87,181394935,189381881,56.94,34.55,239011847,253672419,34.99,75544308,79313874,110.35,117.07,-5.42,88.27,56.53
(주)골프존,215000,Dec-18,191571105,198705194,11.47,-0.7,81753994,83642928,22.39,16.81,7999910,10498417,-21.75,-20.04,120489916,108792454,16.88,134088763,145265354,-9.54,197436844,194919561,2.99,6.51,254578679,254057808,0.15,21663391,20419449,-71.32,-74.25,25.09,-6.03,8.84
(주)골프존,215000,Dec-19,239051647,247018099,24.78,24.31,110267389,115927449,34.88,38.6,7433871,10880176,-7.08,3.64,234369497,230856814,112.2,70491340,81730468,-43.74,205529589,200042879,2.63,19.75,304860836,312587283,23.04,19704546,16213888,-9.04,-20.6,94.51,-47.43,4.1
(주)골프존,215000,Dec-20,281031445,298524085,17.56,20.85,111534007,117374150,1.15,1.25,7764751,10449228,4.45,-3.96,243239001,249237052,7.96,104804073,118056616,44.45,228577113,225570692,12.26,14.16,348043074,367293667,17.5,36329008,38266972,84.37,136.01,3.78,48.68,11.21
