회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원),매출액증가율(IFRS),매출액증가율(IFRS연결),유형자산(*)(IFRS)(천원),유형자산(*)(IFRS연결)(천원),유형자산증가율(IFRS),유형자산증가율(IFRS연결),재고자산(*)(IFRS)(천원),재고자산(*)(IFRS연결)(천원),재고자산증가율(IFRS),재고자산증가율(IFRS연결),비유동자산(*)(IFRS)(천원),비유동자산(*)(IFRS연결)(천원),비유동자산증가율(IFRS연결),유동자산(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),유동자산증가율(IFRS연결),자본(*)(IFRS)(천원),자본(*)(IFRS연결)(천원),자기자본증가율(IFRS연결),총자본증가율(IFRS),자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),총자본증가율(IFRS연결),당기순이익(총포괄손익)(IFRS)(천원),당기순이익(총포괄손익)(IFRS연결)(천원),순이익증가율(IFRS),순이익증가율(IFRS연결),비유동자산증가율(IFRS),유동자산증가율(IFRS),자기자본증가율(IFRS)
한라아이엠에스(주),92460,Dec-16,41635145,42513062,-9.34,-9.72,26415834,28161956,-1.97,-2.41,6890130,7366983,-25.37,-23.92,40980495,41502784,4.16,48332838,49754822,-5.16,67772220,69402297,5.55,-0.99,89313333,91257606,-1.14,3152687,3484749,-38.49,-38.76,5.22,-5.71,5.75
한라아이엠에스(주),92460,Dec-17,34577553,35378782,-16.95,-16.78,27382131,28988423,3.66,2.93,6210141,6516735,-9.87,-11.54,43367351,44240541,6.6,53432772,54933135,10.41,71518860,73477272,5.87,8.38,96800124,99173676,8.67,1392735,1911401,-55.82,-45.15,5.82,10.55,5.53
한라아이엠에스(주),92460,Dec-18,31985154,32886900,-7.5,-7.04,33041504,34539651,20.67,19.15,9872238,10303948,58.97,58.12,52950757,53339204,20.57,49826331,51837700,-5.63,74715374,76512255,4.13,6.17,102777088,105176904,6.05,2503606,2486506,79.76,30.09,22.1,-6.75,4.47
한라아이엠에스(주),92460,Dec-19,47381801,48373035,48.14,47.09,39780737,41285205,20.4,19.53,11275170,11691384,14.21,13.47,67039872,67491418,26.53,43050733,45350315,-12.51,78747769,80931717,5.78,7.12,110090605,112841733,7.29,4087753,4364489,63.27,75.53,26.61,-13.6,5.4
한라아이엠에스(주),92460,Dec-20,53325670,54284075,12.54,12.22,38294908,39742139,-3.74,-3.74,11093161,11652569,-1.61,-0.33,76577409,76702897,13.65,50301553,53124430,17.14,79126657,81227529,0.35,15.25,126878962,129827327,15.05,3435956,3293089,-15.95,-24.55,14.23,16.84,0.48
한솔신텍(주),99660,Dec-10,101430985,101430985,-23.85,0,72660070,72682324,108.94,0,1219974,1219974,-62.53,0,80412863,80099479,0,46687477,52314201,0,28643380,28755314,0,19.28,127100340,132413680,0,-4677602,-4844485,0,0,109.52,-31.52,-37.61
한솔신텍(주),99660,Dec-11,155902567,160745674,53.7,58.48,81994416,81976766,12.85,12.79,1077963,1076333,-11.64,-11.77,94992304,94035340,17.4,68849995,72939119,39.43,29047111,28866260,0.24,28.91,163842299,166974459,26.1,1190856,814662,0,0,18.13,47.47,1.41
한솔신텍(주),99660,Dec-12,111425480,117685698,-28.53,-26.79,71300088,71311734,-13.04,-13.01,24405905,24405905,2164.08,2167.51,94698442,93734723,-0.32,88113193,91591143,25.57,39483631,39488600,37.85,11.58,182811635,185325866,10.99,10436520,11006622,776.39,1251.07,-0.31,27.98,35.93
한솔신텍(주),99660,Dec-13,221517148,223514391,98.8,89.92,78080078,78086240,9.51,9.5,6278350,6278350,-74.28,-74.28,104674847,103073957,9.96,122410198,123564250,34.91,48959253,48194301,22.23,24.22,227085045,226638207,22.29,-14017037,-14206743,0,0,10.53,38.92,24
한솔신텍(주),99660,Dec-14,125356004,127134964,-43.41,-43.12,73009619,73012318,-6.49,-6.5,3898403,3898403,-37.91,-37.91,111692568,110627057,7.33,61205949,62164840,-49.69,30813755,30400210,-37.15,-23.86,172898517,172791896,-23.76,-33976234,-33877038,0,0,6.7,-50,-37.06
한솔신텍(주),99660,Dec-15,129773834,130689892,3.52,2.8,71592030,71592030,-1.94,-1.95,4140643,4140643,6.21,6.21,109916569,108929461,-1.53,115305889,116212906,86.94,63348178,62975916,107.75,30.26,225222458,225142367,30.3,916760,912913,0,0,-1.59,88.39,105.58
한솔신텍(주),99660,Dec-16,160415568,160716711,23.61,22.98,68704125,68704125,-4.03,-4.03,7001611,7001611,69.09,69.09,108485894,108228553,-0.64,123349817,124279045,6.94,83130587,83240790,32.39,2.94,231835711,232507598,3.27,2095154,2041121,128.54,123.58,-1.3,6.98,31.23
한솔신텍(주),99660,Dec-17,126486151,127612387,-21.15,-20.6,64572774,64572774,-6.01,-6.01,9751711,9751711,39.28,39.28,95105037,95063183,-12.16,109115635,110699264,-10.93,43795825,43864774,-47.32,-11.91,204220671,205762447,-11.5,-45826835,-45801338,0,-2343.93,-12.33,-11.54,-47.32
한솔아이원스(주),114810,Dec-10,48404548,,0,,25354657,,0,,2634992,,0,,28716176,,,11625492,,,14576035,,,0,40341668,,,4160579,,0,,0,0,0
한솔아이원스(주),114810,Dec-11,43595344,,-9.94,,34609160,,36.5,,3406053,,29.26,,37904603,,,11271773,,,19554770,,,21.9,49176375,,,5159780,,24.02,,32,-3.04,34.16
한솔아이원스(주),114810,Dec-12,47749352,,9.53,,50383438,,45.58,,2896482,,-14.96,,55458300,,,13560813,,,24954659,,,40.35,69019113,,,5012734,,-2.85,,46.31,20.31,27.61
한솔아이원스(주),114810,Dec-13,60274487,,26.23,,69473400,,37.89,,8260196,,185.18,,74796297,,,28946919,,,44710701,,,50.31,103743216,,,6808351,,35.82,,34.87,113.46,79.17
한솔아이원스(주),114810,Dec-14,69141343,,14.71,,76266839,,9.78,,6845007,,-17.13,,82573141,,,21087992,,,49692638,,,-0.08,103661133,,,5700755,,-16.27,,10.4,-27.15,11.14
한솔아이원스(주),114810,Dec-15,69362194,,0.32,,132216305,,73.36,,11136945,,62.7,,138624248,,,30100541,,,82173122,,,62.77,168724789,,,12902723,,126.33,,67.88,42.74,65.36
한솔아이원스(주),114810,Dec-16,84990677,,22.53,,165358023,,25.07,,16669864,,49.68,,172735033,,,41598136,,,89126628,,,27.03,214333169,,,2941633,,-77.2,,24.61,38.2,8.46
한솔아이원스(주),114810,Dec-17,129568011,,52.45,,170924365,,3.37,,30525919,,83.12,,179897181,,,68580457,,,122194683,,,15.93,248477638,,,4089756,,39.03,,4.15,64.86,37.1
한솔아이원스(주),114810,Dec-18,170603193,,31.67,,174521303,,2.1,,40679357,,33.26,,188939534,,,66689294,,,119535733,,,2.88,255628828,,,270089,,-93.4,,5.03,-2.76,-2.18
한솔아이원스(주),114810,Dec-19,122297432,122297432,-28.31,0,158856108,158856108,-8.98,0,35073282,35073282,-13.78,0,173890529,173888238,0,67266254,67268570,0,111970993,111971019,0,-5.66,241156783,241156808,0,-6192740,-6192740,0,0,-7.96,0.87,-6.33
한솔아이원스(주),114810,Dec-20,146325243,146325243,19.65,19.65,133052681,133052681,-16.24,-16.24,14641901,14641901,-58.25,-58.25,161409397,161407107,-7.18,51001478,51003654,-24.18,105363167,105363053,-5.9,-11.92,212410875,212410761,-11.92,-276080,-276080,0,0,-7.18,-24.18,-5.9
한솔인티큐브(주),70590,Dec-10,59169919,59169919,-7.32,0,2533407,2533407,209.03,0,1425499,1425499,-45.09,0,8784120,8784120,0,42402112,42402112,0,27223320,27223320,0,13.48,51186231,51186231,0,2167870,2167870,-17.92,0,32.01,10.28,5.36
한솔인티큐브(주),70590,Dec-11,61308729,62603072,3.61,0,2390665,2455257,-5.63,0,1177713,1198922,-17.38,0,20026905,20426734,0,21484280,22165626,0,26630681,27385844,0,-18.9,41511185,42592360,0,833163,1521531,-61.57,0,127.99,-49.33,-2.18
한솔인티큐브(주),70590,Dec-12,54269989,56923360,-11.48,0,1920678,1989653,-19.66,0,774144,781465,-34.27,0,20870711,21536663,0,19598184,20014330,0,24387690,25106139,0,-2.51,40468895,41550993,0,-2457653,-2587267,0,0,4.21,-8.78,-8.42
한솔인티큐브(주),70590,Dec-13,64710275,67411440,19.24,18.42,1820325,1863722,-5.22,-6.33,1929669,1945901,149.27,149.01,32340771,33638435,56.19,23888882,24479068,22.31,26306132,27652592,10.14,38.95,56229653,58117503,39.87,1297457,1956877,0,0,54.96,21.89,7.87
한솔인티큐브(주),70590,Dec-14,64844603,,0.21,,1703870,,-6.4,,1190783,,-38.29,,31898492,,,29989755,,,27952736,,,10.06,61888247,,,1487459,,14.64,,-1.37,25.54,6.26
한솔인티큐브(주),70590,Dec-15,70923627,,9.37,,1624621,,-4.65,,1214173,,1.96,,33070248,,,35291725,,,31018628,,,10.46,68361973,,,3641315,,144.8,,3.67,17.68,10.97
한솔인티큐브(주),70590,Dec-16,77132900,,8.75,,1518635,,-6.52,,397497,,-67.26,,28736325,,,35288242,,,23324019,,,-6.34,64024567,,,-1408841,,0,,-13.11,-0.01,-24.81
한솔인티큐브(주),70590,Dec-17,46301777,,-39.97,,1413862,,-6.9,,2415257,,507.62,,19666725,,,30616632,,,27710687,,,-21.46,50283357,,,4181015,,0,,-31.56,-13.24,18.81
한솔인티큐브(주),70590,Dec-18,63736088,,37.65,,1319077,,-6.7,,2169574,,-10.17,,16739993,,,23617739,,,24470419,,,-19.74,40357732,,,-2307400,,0,,-14.88,-22.86,-11.69
한솔인티큐브(주),70590,Dec-19,58966376,,-7.48,,1683401,,27.62,,6717644,,209.63,,17353844,,,23426838,,,23671032,,,1.05,40780682,,,-888970,,0,,3.67,-0.81,-3.27
한솔인티큐브(주),70590,Dec-20,52588843,,-10.82,,3207846,,90.56,,325526,,-95.15,,7587204,,,34198799,,,26229365,,,2.47,41786004,,,1706667,,0,,-56.28,45.98,10.81
한양디지텍(주),78350,Dec-10,108209177,108854400,36.91,37.72,21634762,39113281,-22.8,-18.52,2639658,2764683,-29.38,-28.06,41762686,52961961,-0.13,15150335,18079458,-12.85,34906575,37204113,18.13,-4.28,56913021,71041419,-3.7,965270,2964226,-70.24,-2.75,2.23,-18.58,10.21
한양디지텍(주),78350,Dec-11,84988053,87111312,-21.46,-19.97,21450918,38942719,-0.85,-0.44,1726983,3703870,-34.58,33.97,42495580,53296370,0.63,11468670,13834862,-23.48,34260303,37455262,0.68,-5.18,53964251,67131232,-5.5,-609392,-537289,0,0,1.75,-24.3,-1.85
한양디지텍(주),78350,Dec-12,76042035,77243006,-10.53,-11.33,10103536,23695680,-52.9,-39.15,1874950,4330222,8.57,16.91,40021079,47531103,-10.82,20074806,20733797,49.87,31022506,33451111,-10.69,11.36,60095885,68264901,1.69,-3143598,-3087633,0,0,-5.82,75.04,-9.45
한양디지텍(주),78350,Dec-13,56273477,57741116,-26,-25.25,8584027,18482238,-15.04,-22,2733812,2937595,45.81,-32.16,39062411,43292133,-8.92,15156398,19299357,-6.92,32439981,35172886,5.15,-9.78,54218809,62591490,-8.31,1425841,1875902,0,0,-2.4,-24.5,4.57
한양디지텍(주),78350,Dec-14,93028372,94065871,65.31,62.91,8554129,21354924,-0.35,15.54,7945845,8205003,190.65,179.31,36593798,43197244,-0.22,36950601,39333545,103.81,36090966,41466300,17.89,35.64,73544399,82530789,31.86,3711956,6033998,160.33,221.66,-6.32,143.8,11.25
한양디지텍(주),78350,Dec-15,125417652,127087616,34.82,35.1,9815629,24851452,14.75,16.37,10567014,10842791,32.99,32.15,36479268,46141359,6.82,24878962,30090803,-23.5,37711965,45869997,10.62,-16.57,61358229,76232162,-7.63,1894479,4388567,-48.96,-27.27,-0.31,-32.67,4.49
한양디지텍(주),78350,Dec-16,86461622,88175729,-31.06,-30.62,10252108,24710552,4.45,-0.57,6843089,7103112,-35.24,-34.49,36424240,45057782,-2.35,16956745,20882092,-30.6,36612871,43592532,-4.97,-13,53380986,65939874,-13.5,-322951,-692244,0,-115.77,-0.15,-31.84,-2.91
한양디지텍(주),78350,Dec-17,74134567,76688604,-14.26,-13.03,10069523,23163630,-1.78,-6.26,1773467,1962374,-74.08,-72.37,36472928,43734209,-2.94,12128477,15166173,-27.37,33398737,39638344,-9.07,-8.95,48601405,58900382,-10.68,-2457216,-2174903,0,0,0.13,-28.47,-8.78
한양디지텍(주),78350,Dec-18,89648266,93973957,20.93,22.54,9279634,21645265,-7.84,-6.55,5761636,5902684,224.88,200.79,40619754,45061824,3.04,16143809,20708998,36.55,35903814,40612523,2.46,16.79,56763563,65770822,11.66,2371169,937303,0,0,11.37,33.11,7.5
한양디지텍(주),78350,Dec-19,67287737,67970988,-24.94,-27.67,11122591,43674117,19.86,101.77,5750071,6362834,-0.2,7.8,55403273,65359898,45.04,32112646,28807105,39.1,30296790,28904151,-28.83,54.18,87515919,94167003,43.17,-5510626,-12782260,0,-1463.73,36.39,98.92,-15.62
한양디지텍(주),78350,Dec-20,159637091,159741180,137.25,135.01,16906889,49702457,52,13.8,9545956,9991754,66.01,57.03,67339318,69932281,7,31748942,28541473,-0.92,50524246,48374647,67.36,13.22,99088260,98473755,4.57,4659426,4524936,0,0,21.54,-1.13,66.76
한양이엔지(주),45100,Dec-10,283130172,293191890,133.78,135.47,32148183,32543980,-8.28,-23.27,262228,262607,37.64,-67.59,80125176,84479763,13.82,129472690,133130396,125.04,75833134,81173637,50.63,70.19,209597866,217610158,63.15,8388714,13482622,0,0,20.68,128.11,44.2
한양이엔지(주),45100,Dec-11,356931713,389260968,26.07,32.77,32469467,39031874,1,19.94,448114,641325,70.89,144.21,90573260,106115161,25.61,95236610,105547675,-20.72,81373062,94095830,16.13,-11.35,185809870,211662836,-2.73,10577410,21832555,26.09,61.93,13.04,-26.44,7.31
한양이엔지(주),45100,Dec-12,277627119,299147861,-22.22,-23.15,31938483,37719496,-1.64,-3.36,235707,782962,-47.4,22.09,96255250,112331386,5.86,93558100,105427581,-0.11,84925549,103243526,9.75,2.15,189813350,217758968,2.88,5520674,7645244,-47.81,-64.98,6.27,-1.76,4.37
한양이엔지(주),45100,Dec-13,318504054,371599237,14.72,24.22,32558686,40024473,1.94,6.11,147640,4338724,-37.36,454.14,99562572,121126050,7.83,115980974,138238089,31.12,95289579,115745765,12.13,13.56,215543546,259364139,19.11,10686396,14761760,93.57,93.08,3.44,23.97,12.2
한양이엔지(주),45100,Dec-14,388754216,456892017,22.06,22.95,46159860,50894808,41.77,27.16,0,4409690,0,1.64,111896390,135353735,11.75,152291852,178702716,29.27,103243302,133168447,14.55,22.57,264188242,314056451,21.09,12220148,18552431,14.35,25.68,12.39,31.31,8.35
한양이엔지(주),45100,Dec-15,434072084,545780624,11.66,19.46,55515678,79595927,20.27,56.39,0,7432481,0,68.55,105377594,169188670,25,145746857,210197906,17.62,117553850,182856647,29.76,-4.94,251124451,379386576,20.8,18007237,43183008,47.36,132.76,-5.83,-4.3,13.86
한양이엔지(주),45100,Dec-16,475552059,536867696,9.56,-1.63,57368789,59788304,3.34,-24.89,1295316,3705947,0,-50.14,96483342,100889814,-40.37,290529456,319888063,52.18,198801221,215450151,25.17,54.11,387012797,420777877,10.91,83609798,52325664,364.31,21.17,-8.44,99.34,69.12
한양이엔지(주),45100,Dec-17,638243089,714004565,34.21,32.99,82091819,83963215,43.09,40.43,7519292,11631698,480.5,213.87,120129496,126063352,24.95,264049904,296636128,-7.27,215604881,238043597,10.49,-0.73,384179400,422699479,0.46,27895356,34480246,-66.64,-34.1,24.51,-9.11,8.45
한양이엔지(주),45100,Dec-18,656623025,788794392,2.88,10.47,84796654,87454665,3.29,4.16,5761170,7811451,-23.38,-32.84,122119296,127664956,1.27,297810785,350077619,18.02,276325770,305421696,28.3,9.31,419930081,477742576,13.02,69198478,76109662,148.06,120.73,1.66,12.79,28.16
한양이엔지(주),45100,Dec-19,608346645,772099734,-7.35,-2.12,82271882,87208238,-2.98,-0.28,10451362,11354550,81.41,45.36,136052458,141289447,10.67,319748806,387806179,10.78,285422612,327440287,7.21,8.54,455801265,529095625,10.75,16900635,29537933,-75.58,-61.19,11.41,7.37,3.29
한양이엔지(주),45100,Dec-20,626495760,758466561,2.98,-1.77,86296793,90660280,4.89,3.96,10685122,11086767,2.24,-2.36,202724051,206341576,46.04,270596061,337862320,-12.88,314394673,367585142,12.26,3.84,473320112,544203896,2.86,33369930,48133992,97.45,62.96,49,-15.37,10.15
한일네트웍스(주),46110,Dec-10,38758297,38758297,24.65,0,5601265,5601265,16.06,0,213835,213835,-55.02,0,10469731,10469731,0,21935016,21935016,0,26794560,26794560,0,2.1,32404748,32404748,0,-852892,-852892,0,0,12.38,-2.18,-4.9
한일네트웍스(주),46110,Dec-11,48031598,57750053,23.93,49,7239745,7239745,29.25,29.25,1385742,1385742,548.04,548.04,14070536,14036964,34.07,20516662,23031976,5,27233205,27255814,1.72,6.73,34587198,37068941,14.39,580579,603188,0,0,34.39,-6.47,1.64
한일네트웍스(주),46110,Dec-12,70514569,88497255,46.81,53.24,9303633,9303633,28.51,28.51,3130080,3130080,125.88,125.88,17238041,17205917,22.58,23141688,26565381,15.34,28866612,29103053,6.78,16.75,40379729,43771299,18.08,2049281,2263113,252.97,275.19,22.51,12.79,6
한일네트웍스(주),46110,Dec-13,81621760,85813544,15.75,-3.03,9811493,9811493,5.46,5.46,2592783,2592783,-17.17,-17.17,20072240,20063005,16.61,30148498,30360067,14.28,31974155,31659698,8.78,24.37,50220738,50423072,15.2,1807126,1256228,-11.82,-44.49,16.44,30.28,10.77
한일네트웍스(주),46110,Dec-14,79781962,88086158,-2.25,2.65,7172507,8083195,-26.9,-17.62,1842565,1980029,-28.93,-23.63,18823413,18961224,-5.49,28434198,33075882,8.95,31799571,31872788,0.62,-5.9,47257611,52037106,3.2,-406978,-36434,0,0,-6.22,-5.69,-0.55
한일네트웍스(주),46110,Dec-15,67879809,89682095,-14.92,1.81,6490760,7759476,-9.51,-4,4297170,4350562,133.22,119.72,22581067,22319273,17.71,20427443,25832492,-21.9,31252946,32262094,1.19,-8.99,43008510,48151764,-7.47,1336669,2267085,0,0,19.96,-28.16,-1.72
한일네트웍스(주),46110,Dec-16,88704626,122394392,30.68,36.48,5757553,8462896,-11.3,9.07,6441885,6799306,49.91,56.29,25895326,28738907,28.76,36222246,45237754,75.12,39410181,42057181,30.47,44.43,62117572,73976661,53.63,2794151,4429779,109.04,95.4,14.68,77.32,26.1
한일네트웍스(주),46110,Dec-17,116061654,116066758,30.84,-5.17,10081917,10081917,75.11,19.13,7941156,7941156,23.27,16.79,20459145,20228418,-29.61,62556071,62642267,38.47,58047205,57814184,37.47,33.64,83015216,82870685,12.02,19450955,16676145,596.13,276.46,-20.99,72.7,47.29
한일네트웍스(주),46110,Dec-18,126595882,126602178,9.08,9.08,14099808,14099808,39.85,39.85,10406504,10406504,31.05,31.05,40139047,39967157,97.58,43061268,43134106,-31.14,62584623,62397065,7.93,0.22,83200315,83101263,0.28,5055546,5101598,-74.01,-69.41,96.19,-31.16,7.82
한일네트웍스(주),46110,Dec-19,121614532,121634725,-3.93,-3.92,44323528,44323528,214.36,214.36,8913118,8913118,-14.35,-14.35,81283302,81173808,103.1,43562137,43699030,1.31,67466705,67364858,7.96,50.05,124845440,124872838,50.27,6953806,7040931,37.55,38.01,102.5,1.16,7.8
한일네트웍스(주),46110,Dec-20,117426628,117435554,-3.44,-3.45,46876093,46876093,5.76,5.76,5585533,5585533,-37.33,-37.33,90340991,90352856,11.31,45382402,45524276,4.18,76587902,76607971,13.72,8.71,135723393,135877133,8.81,7478264,7601948,7.54,7.97,11.14,4.18,13.52
한일단조공업(주),24740,Dec-10,92332998,95377618,28.43,39.68,80583966,102401944,32.97,32.27,23459707,26079714,63.23,65,94710130,110409360,32.53,63225115,63931542,30.34,85749043,87082756,28.33,34.02,157935245,174340902,31.72,5928796,5754019,84.83,102.41,30.35,39.93,27.86
한일단조공업(주),24740,Dec-11,125599241,128431689,36.03,34.66,90461899,112308831,12.26,9.67,30756816,37254937,31.1,42.85,105752316,122308025,10.78,78801100,79498154,24.35,88104036,86612667,-0.09,16.85,184553416,201806179,15.75,4017502,1816885,-32.24,-68.42,11.66,24.64,2.75
한일단조공업(주),24740,Dec-12,134858044,140084026,7.37,9.07,93922888,113836619,3.83,1.36,29917182,37670153,-2.73,1.11,108922214,123581689,1.04,89902381,87287960,9.8,86877706,83746632,-3.02,7.73,198824595,210869649,4.49,-857478,-2140355,0,0,3,14.09,-1.39
한일단조공업(주),24740,Dec-13,134227342,139230582,-0.47,-0.61,93642190,110822754,-0.3,-2.65,28603916,36829943,-4.39,-2.23,113084110,121861849,-1.39,81495246,81052897,-7.14,85353133,79720123,-4.96,-2.14,194579356,202914747,-3.77,-1126323,-3656474,0,0,3.82,-9.35,-1.75
한일단조공업(주),24740,Dec-14,136061985,143085628,1.37,2.77,99320721,119673077,6.06,7.99,23978552,31249691,-16.17,-15.15,118809788,130576154,7.15,81502072,76206309,-5.98,85521256,79377164,-0.36,2.95,200311860,206782463,1.91,249825,-302808,0,0,5.06,0.01,0.2
한일단조공업(주),24740,Dec-15,140869236,151491812,3.53,5.87,102097829,121245046,2.8,1.31,22601836,29066383,-5.74,-6.99,121936981,132516648,1.49,77383511,71136891,-6.65,88298292,80726346,1.96,-0.49,199320491,203653538,-1.51,3558612,2382508,1324.44,0,2.63,-5.05,3.25
한일단조공업(주),24740,Dec-16,103812359,120845108,-26.31,-20.23,104495608,123658520,2.35,1.99,25244415,31626158,11.69,8.81,130576467,134475201,1.48,63584377,66730908,-6.19,92138059,87513867,6.71,-2.59,194160844,201206109,-1.2,1620214,3020908,-54.47,26.8,7.09,-17.83,4.35
한일단조공업(주),24740,Dec-17,114635605,133267253,10.43,10.28,110225109,129913844,5.48,5.06,30093158,36776154,19.21,16.28,140298785,142548901,6,74995898,88615108,32.79,91913433,91370367,3.28,10.88,215294683,231164009,14.89,-6166522,-2729009,0,-190.34,7.45,17.95,-0.24
한일단조공업(주),24740,Dec-18,131195000,152671504,14.45,14.56,114813891,137288332,4.16,5.68,32453681,38878252,7.84,5.72,141498493,146297180,2.63,67375275,81370155,-8.18,105918859,107916774,18.24,-2.98,208873768,227667336,-1.51,-2551764,-1112927,0,0,0.86,-10.16,15.24
한일단조공업(주),24740,Dec-19,121071383,141239584,-7.72,-7.49,118164761,142036959,2.92,3.46,36793032,41600491,13.37,7,145943772,152172814,4.02,65096487,81284355,-0.11,106977684,114308817,5.36,1.04,211040259,233457169,2.54,888992,3164530,0,0,3.14,-3.38,1
한일단조공업(주),24740,Dec-20,126552434,138255028,4.53,-2.11,118808885,140710963,0.55,-0.93,27545893,31083356,-25.13,-25.28,144710545,150302308,-1.23,70844151,83024684,2.14,103403937,109356094,-4.09,2.14,215554696,233326991,-0.06,-3718209,-3380495,0,0,-0.85,8.83,-3.34
한일사료(주),5860,Dec-10,105262724,178157682,-21.11,-9.85,18092375,64959924,5.48,10.1,16003911,32418652,-21.73,23.4,38016116,70931012,-0.28,40315289,60676901,-17.11,35517597,49063559,48.28,-17.86,78331405,131607913,-8.82,1592380,1946870,-73.44,-67.52,-6.59,-26.25,7.34
한일사료(주),5860,Dec-11,116447460,207991636,10.63,16.75,17996587,64701630,-0.53,-0.4,24061122,37183584,50.35,14.7,38411477,71025990,0.13,57703414,80526585,32.71,35652852,51067412,4.08,22.7,96114892,151552575,15.15,1254989,2710069,-21.19,39.2,1.04,43.13,0.38
한일사료(주),5860,Dec-12,134455312,241406471,15.46,16.07,17396301,62706937,-3.34,-3.08,22624780,40196918,-5.97,8.1,37241470,69694930,-1.87,53723643,78872971,-2.05,37467345,54340001,6.41,-5.36,90965113,148567901,-1.97,2612760,4351027,108.19,60.55,-3.05,-6.9,5.09
한일사료(주),5860,Dec-13,141976909,246307289,5.59,2.03,17336356,62365100,-0.34,-0.55,19842618,37297970,-12.3,-7.21,36012285,71429838,2.49,46746091,71283837,-9.62,33944812,54622417,0.52,-9.02,82758375,142713675,-3.94,-2789979,954486,0,-78.06,-3.3,-12.99,-9.4
한일사료(주),5860,Dec-14,127140463,237447362,-10.45,-3.6,16467269,61749014,-5.01,-0.99,18259522,46144133,-7.98,23.72,34836292,73599006,3.04,45715808,81321619,14.08,34565822,57630935,5.51,-2.67,80552100,154920625,8.55,1600414,4035505,0,322.79,-3.27,-2.2,1.83
한일사료(주),5860,Dec-15,111142321,277856781,-12.58,17.02,15862800,59521350,-3.67,-3.61,19210559,68956459,5.21,49.44,35527396,72125203,-2,49180985,110673130,36.09,34947461,51414474,-10.78,5.16,84708381,182798333,17.99,1231330,-4269957,-23.06,0,1.98,7.58,1.1
한일사료(주),5860,Dec-16,99846700,310016812,-10.16,11.57,15815687,59804299,-0.3,0.48,12637800,57037081,-34.21,-17.29,35862862,72603369,0.66,61639586,115599398,4.45,45788256,64499771,25.49,15.1,97502448,188202767,2.96,-59234,2221536,0,0,0.94,25.33,31.02
한일사료(주),5860,Dec-17,93701821,299151587,-6.15,-3.5,15333527,62609878,-3.05,4.69,13040334,37145706,3.19,-34.87,34139751,73697968,1.51,57515382,93155304,-19.42,46478662,64530477,0.06,-6,91655133,166853273,-11.34,2422746,1887381,0,-15.04,-4.8,-6.69,1.51
한일사료(주),5860,Dec-18,98462181,307837434,5.08,2.9,14764740,57834159,-3.71,-7.63,16064436,53478487,23.19,43.97,36664314,71998438,-2.31,51372206,101477330,8.93,43546814,62009423,-4,-3.95,88036520,173475768,3.97,77667,357375,-96.79,-81.07,7.39,-10.68,-6.31
한일사료(주),5860,Dec-19,102314789,343495230,3.91,11.58,15036033,58877706,1.84,1.8,17804921,60193371,10.83,12.56,42350434,77574671,7.74,46671599,99056496,-2.39,45429613,62014066,-0.29,1.12,89022032,176631167,1.82,-361418,-2382625,0,-766.7,15.51,-9.15,4.32
한일사료(주),5860,Dec-20,106910200,331607509,4.49,-3.46,15958887,59882155,6.14,1.71,19073487,48590743,7.12,-19.28,32721117,68651412,-11.5,41870160,83910720,-15.29,45414336,63049550,1.41,-16.21,74591277,152562132,-13.63,1068867,2151958,0,0,-22.74,-10.29,-0.03
한일화학공업(주),7770,Dec-10,101866369,121753509,42.24,0,43839472,50233393,383.49,0,18466820,21094358,-13.7,0,56501918,56406714,0,46968709,52847547,0,85839812,85400906,0,76,103470627,109254261,0,781575,342669,-27.19,0,317.11,3.81,56.73
한일화학공업(주),7770,Dec-11,96037378,117982709,-5.72,-3.1,45397333,51818342,3.55,3.16,13787185,15288027,-25.34,-27.53,58225638,58179292,3.14,41894473,48159494,-8.87,84838417,83763720,-1.92,-3.24,100120112,106338787,-2.67,302171,-560999,-61.34,0,3.05,-10.8,-1.17
한일화학공업(주),7770,Dec-12,80746987,99759158,-15.92,-15.45,46567497,52059663,2.58,0.47,15476783,18128088,12.25,18.58,61015599,58326835,0.25,38030099,45534499,-5.45,85032625,82656710,-1.32,-1.07,99045698,103861334,-2.33,958292,8519,217.14,0,4.79,-9.22,0.23
한일화학공업(주),7770,Dec-13,83444127,103566261,3.34,3.82,46817470,51836478,0.54,-0.43,14407235,16451673,-6.91,-9.25,61216169,58057938,-0.46,38491003,45622091,0.19,85900525,82405356,-0.3,0.67,99707172,103680029,-0.17,1501842,274179,56.72,3118.44,0.33,1.21,1.02
한일화학공업(주),7770,Dec-14,88804396,110581531,6.42,6.77,46753845,51372831,-0.14,-0.89,16772277,19337757,16.42,17.54,62717854,57567583,-0.84,37037432,46042300,0.92,87879208,83869410,1.78,0.05,99755286,103609883,-0.07,2645764,2049661,76.17,647.56,2.45,-3.78,2.3
한일화학공업(주),7770,Dec-15,91152163,107202890,2.64,-3.06,45951260,50231890,-1.72,-2.22,17153115,24450237,2.27,26.44,61860467,56357228,-2.1,41500210,54641139,18.68,90879184,85555709,2.01,3.61,103360676,110998367,7.13,3018379,1591272,14.08,-22.36,-1.37,12.05,3.41
