회사명,거래소코드,회계년도,감사의견코드(IFRS),감사의견(IFRS),기수(IFRS),소속코드,업종코드,회계년월,산업명,산업코드,산업명.1,상장일,상장폐지일,유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),순운전자본비율(IFRS연결),부채비율(IFRS연결),자기자본배율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),차입금평균이자율(IFRS연결),비유동비율(IFRS연결),유동자산구성비율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),비유동자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),재고자산회전기간(IFRS연결),매출채권회전기간(IFRS연결),1회전기간(IFRS연결),운전자본회전률(IFRS연결),매출액증가율(IFRS연결),총자본증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),1주당순이익(IFRS연결)(원),유형자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),정상영업이익증가율(IFRS연결),1주당매출액(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),자기자본구성비율(IFRS연결),순운전자본회전률(IFRS연결),유형자산회전율(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),[제조]부가가치(IFRS연결),[제조]노동장비율(IFRS연결),[제조]기계장비율(IFRS연결),[제조]자본집약도(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결),year,month
(주)아큐텍,13780,2011/12,,,,4,1,2012/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,1997/08/18,20130423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,12
(주)아큐텍,13780,2012/12,,,,4,1,2012/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,1997/08/18,20130423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,12
(주)알로이스,271400,2017/12,,,,4,1,2018/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2017/07/07,20191001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,12
(주)알로이스,271400,2018/12,,,,4,1,2018/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2017/07/07,20191001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,12
(주)에듀언스,9010,2011/12,UQ,,39.0,4,1,2012/12,    일반 교습 학원,168505,    일반 교습 학원,    일반 교습 학원,1993/12/29,20130501.0,63.64,63.59,1.86,-22.63,235.8,97.45,40.55,-4.96,-12.96,15.75,202.81,39.6,47.54,-57.17,-64.28,-27.7,-31.65,-35.59,-119.5,-106.27,0.55,1.86,0.92,1738.31,170.83,0.0,0.0,0.21,2.14,0.43,0.0,0.0,0.0,0.0,0.0,-626.0,0.0,0.0,0.0,0.0,0.0,905.74,,-517.78,29.78,0.54,50.57,1.4,1.4,,,,,,1060.79,,,,2.07,189.05,324.09,3.74,1604.63,-1504.63,2011,12
(주)에듀언스,9010,2012/12,DU,"전반적인 학원사업의 경영성과가 부진하고 일부 학원의 경영악화로 해당 사업을 중단 혹은 매각, 유동부채는 유동자산을 131억원 초과한 상황 등은 회사의 계속기업으로서의 존속능력에 중대한 의문을 제기함.",40.0,4,1,2012/12,    일반 교습 학원,168505,    일반 교습 학원,    일반 교습 학원,1993/12/29,20130501.0,24.23,24.19,2.25,-64.3,1027.46,149.04,39.56,-2.08,-16.36,8.23,895.59,20.57,48.69,-15.98,-110.41,-5.66,-6.89,-47.59,-199.58,-28.89,0.43,1.81,0.66,1311.08,112.19,0.0,0.0,0.28,3.25,0.28,0.0,-45.64,-60.38,-88.2,0.0,-573.0,-29.64,-47.89,-79.43,-55.86,0.0,449.52,,-71.84,8.87,0.42,32.27,1.26,1.26,,,,,,-1587.72,,,,-7.82,-402.18,-549.89,-10.29,0.0,0.0,2012,12
(주)에스마크,30270,2011/12,,,,4,1,2019/12,    방적 및 가공사 제조업,31301,    방적 및 가공사 제조업,    방적 및 가공사 제조업,1997/01/17,20200521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,12
(주)에스마크,30270,2012/12,,,,4,1,2019/12,    방적 및 가공사 제조업,31301,    방적 및 가공사 제조업,    방적 및 가공사 제조업,1997/01/17,20200521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,12
(주)에스마크,30270,2013/12,,,,4,1,2019/12,    방적 및 가공사 제조업,31301,    방적 및 가공사 제조업,    방적 및 가공사 제조업,1997/01/17,20200521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,12
(주)에스마크,30270,2014/12,,,,4,1,2019/12,    방적 및 가공사 제조업,31301,    방적 및 가공사 제조업,    방적 및 가공사 제조업,1997/01/17,20200521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,12
(주)에스마크,30270,2015/12,,,,4,1,2019/12,    방적 및 가공사 제조업,31301,    방적 및 가공사 제조업,    방적 및 가공사 제조업,1997/01/17,20200521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,12
(주)에스마크,30270,2016/12,UQ,,31.0,4,1,2019/12,    방적 및 가공사 제조업,31301,    방적 및 가공사 제조업,    방적 및 가공사 제조업,1997/01/17,20200521.0,231.45,200.31,9.05,11.16,120.51,233.18,48.4,-6.4,-9.04,5.02,177.19,19.64,-24.81,-57.19,-73.56,-15.21,-15.54,-19.99,-44.19,-34.27,0.27,0.6,0.34,10.28,12.4,34.95,10.44,35.49,29.43,0.02,0.0,0.0,0.0,0.0,0.0,-705.0,0.0,0.0,0.0,0.0,0.0,699.84,,-400.21,45.35,0.97,0.7,1.38,1.6,,,,,,-8097.64,,,,-7.74,-19.93,-45.32,-28.48,0.0,0.0,2016,12
(주)에스마크,30270,2017/12,UQ,,32.0,4,1,2019/12,    방적 및 가공사 제조업,31301,    방적 및 가공사 제조업,    방적 및 가공사 제조업,1997/01/17,20200521.0,120.99,104.91,17.13,10.07,98.35,70.19,40.59,-2.83,-22.2,9.64,83.21,58.05,-10.11,-61.84,-494.69,-11.55,-12.39,-99.12,-207.88,-26.2,0.2,0.42,0.31,4.35,7.86,14.47,25.23,83.83,46.43,0.01,0.0,-39.94,-37.09,-29.51,0.0,-1130.0,-79.67,-67.16,85.9,83.72,0.0,214.13,,-132.43,50.42,0.34,0.7,0.58,0.67,,,,,,-59057.71,,,,-89.74,-715.17,-3326.39,-345.88,0.0,0.0,2017,12
(주)에스마크,30270,2018/12,DU,,33.0,4,1,2019/12,    방적 및 가공사 제조업,31301,    방적 및 가공사 제조업,    방적 및 가공사 제조업,1997/01/17,20200521.0,111.56,92.41,1.04,4.88,130.23,719.43,41.35,-1.35,-3.21,29.46,121.7,47.14,18.73,-73.07,-242.62,-15.89,-16.3,-54.12,-113.15,-34.65,0.22,0.47,0.47,2.82,5.57,9.67,37.73,129.24,65.52,0.01,0.0,-16.73,-6.31,-18.52,0.0,-267.0,13.47,18.06,-23.91,-1.76,0.0,105.37,,-76.99,43.43,0.23,1.61,0.42,0.5,,,,,,-16874.93,,,,-27.37,-180.09,-1409.02,-118.69,0.0,0.0,2018,12
(주)에스마크,30270,2019/12,DU,,34.0,4,1,2019/12,    방적 및 가공사 제조업,31301,    방적 및 가공사 제조업,    방적 및 가공사 제조업,1997/01/17,20200521.0,111.74,87.02,0.59,5.06,149.57,476.58,38.9,-2.19,-5.86,8.37,129.46,48.13,6.51,-155.56,-569.44,-6.98,-7.38,-27.02,-61.93,-17.57,0.05,0.11,0.09,0.52,0.87,2.18,167.56,706.39,420.64,0.0,0.0,-82.06,-25.61,-33.76,0.0,-1851.0,-69.87,-27.0,-24.05,-2.12,0.0,337.29,,-524.67,40.07,0.05,0.42,0.1,0.12,,,,,,-6259.06,,,,-13.65,-221.73,-6242.39,-245.38,0.0,0.0,2019,12
(주)에스비엠,37630,2011/12,,,,4,1,2012/12,    일반 목적용 기계 제조업,32901,    일반 목적용 기계 제조업,    일반 목적용 기계 제조업,1999/12/24,20130724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,12
(주)에스비엠,37630,2012/12,,,,4,1,2012/12,    일반 목적용 기계 제조업,32901,    일반 목적용 기계 제조업,    일반 목적용 기계 제조업,1999/12/24,20130724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,12
(주)에스에스컴텍,36500,2011/12,UQ,,24.0,4,1,2016/12,    기초 화학물질 제조업,32001,    기초 화학물질 제조업,    기초 화학물질 제조업,1999/12/14,20170511.0,103.72,76.89,9.39,2.22,180.28,606.99,41.83,2.25,2.36,8.0,107.16,61.77,18.64,9.97,4.03,8.68,8.25,3.33,7.09,23.24,0.83,2.33,1.97,5.58,3.42,5.83,62.61,65.39,106.59,0.01,0.31,47.7,45.1,45.27,52.16,209.0,5.19,16.61,70.95,76.59,106.22,6592.62,,657.21,35.68,0.73,2.65,1.43,1.92,,,,,,19441.03,,,,14.77,54.86,97.13,21.14,40.11,59.89,2011,12
(주)에스에스컴텍,36500,2012/12,UQ,,25.0,4,1,2016/12,    기초 화학물질 제조업,32001,    기초 화학물질 제조업,    기초 화학물질 제조업,1999/12/14,20170511.0,183.3,146.91,32.15,30.32,102.52,754.67,38.69,2.86,2.76,6.41,67.4,66.72,19.89,8.3,1.78,7.78,7.36,1.58,-1.8,17.09,0.89,2.06,2.49,6.11,3.03,7.6,48.02,59.71,120.39,0.01,0.65,37.89,17.29,33.82,-135.21,-63.0,15.26,2.09,26.69,-2.79,14.82,8445.79,,701.06,49.38,0.8,3.32,1.38,1.78,,,,,,21792.99,,,,14.11,53.2,100.03,17.18,46.12,53.88,2012,12
(주)에스에스컴텍,36500,2013/12,UQ,,26.0,4,1,2016/12,    기초 화학물질 제조업,32001,    기초 화학물질 제조업,    기초 화학물질 제조업,1999/12/14,20170511.0,163.94,138.57,54.51,27.11,125.97,697.26,33.25,1.99,1.28,6.19,68.9,69.51,15.73,4.45,-2.44,4.72,4.4,-2.41,-18.12,9.45,0.99,2.12,3.11,8.32,3.82,7.83,46.6,43.85,95.49,0.01,0.23,34.31,23.25,0.22,0.0,-659.0,30.03,12.93,28.4,0.11,-27.98,10457.29,,465.46,44.25,0.92,3.62,1.45,1.75,,,,,,18699.26,,,,9.82,35.11,62.34,10.98,60.39,39.61,2013,12
(주)에스에스컴텍,36500,2014/12,UQ,,27.0,4,1,2016/12,    기초 화학물질 제조업,32001,    기초 화학물질 제조업,    기초 화학물질 제조업,1999/12/14,20170511.0,133.64,86.13,28.3,17.63,169.07,620.52,35.76,-0.2,-1.05,5.4,80.6,70.04,11.85,-0.59,-5.96,0.03,-0.38,-3.81,-17.57,-0.94,0.64,1.58,2.11,3.48,3.15,3.16,115.44,104.77,115.91,0.01,0.29,-23.14,15.41,-7.6,0.0,-594.0,11.45,13.38,16.3,167.11,0.0,7741.57,,-45.93,37.17,0.54,2.33,0.92,1.24,,,,,,17727.85,,,,8.07,30.13,49.7,13.54,84.22,15.78,2014,12
(주)에스에스컴텍,36500,2015/12,UQ,,28.0,4,1,2016/12,    기초 화학물질 제조업,32001,    기초 화학물질 제조업,    기초 화학물질 제조업,1999/12/14,20170511.0,114.6,109.26,3.2,11.15,378.85,208.22,15.48,-2.22,-5.73,4.68,59.68,87.54,4.74,-28.18,-379.91,-2.88,-2.93,-39.45,-122.53,-9.4,0.1,0.33,0.44,0.6,0.78,0.68,536.78,603.35,465.9,0.0,1.41,-86.14,-40.87,-58.65,0.0,0.0,-73.86,-75.4,-26.1,-90.31,0.0,879.94,,-248.01,20.88,0.08,0.48,0.14,0.17,,,,,,-8428.97,,,,-6.49,-54.31,-237.98,-46.45,0.0,0.0,2015,12
(주)에스에스컴텍,36500,2016/12,DU,"차입금 원금 및 이자의 지급기일을 미준수하여 주요 자산에 경매가 진행중이며, 5개년도 연속 영업손실이 발생하여 상장폐지 사유가 존재하는 상황등은 회사의 계속기업으로서의 존속능력에 유의적 의문을 제기함.",29.0,4,1,2016/12,    기초 화학물질 제조업,32001,    기초 화학물질 제조업,    기초 화학물질 제조업,1999/12/14,20170511.0,82.94,68.82,5.21,-15.31,1999.63,2.8,45.47,999999999.0,999999999.0,0.0,536.89,74.43,4.9,-25.15,-101.3,-16.13,-16.13,-64.96,-479.44,-91.94,0.64,3.66,4.22,10.95,6.63,9.31,39.18,33.34,55.03,0.02,0.12,189.47,-73.87,-97.73,0.0,-2080.0,-85.43,-46.4,-77.79,-18.87,0.0,1861.55,,-468.25,4.76,0.39,5.91,0.76,0.81,,,,,,-52948.82,,,,-156.04,-2340.96,0.0,-100.8,0.0,0.0,2016,12
(주)에스에프씨,112240,2011/12,,,,4,1,2019/12,    플라스틱제품 제조업,32202,    플라스틱제품 제조업,    플라스틱제품 제조업,2011/11/30,20200630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,12
(주)에스에프씨,112240,2012/12,,,,4,1,2019/12,    플라스틱제품 제조업,32202,    플라스틱제품 제조업,    플라스틱제품 제조업,2011/11/30,20200630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,12
(주)에스에프씨,112240,2013/12,UQ,,23.0,4,1,2019/12,    플라스틱제품 제조업,32202,    플라스틱제품 제조업,    플라스틱제품 제조업,2011/11/30,20200630.0,327.29,176.29,33.98,54.35,31.88,741.23,12.43,18.74,66.51,3.3,28.66,78.27,19.65,8.53,7.39,7.97,7.68,6.65,8.77,10.13,0.9,1.19,4.14,2.49,3.03,10.62,34.38,146.43,120.41,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,4399.69,,375.32,75.82,0.88,4.62,1.15,2.14,,,,,,11623.42,,,,14.44,74.55,298.0,16.05,33.05,66.95,2013,12
(주)에스에프씨,112240,2014/12,UQ,,24.0,4,1,2019/12,    플라스틱제품 제조업,32202,    플라스틱제품 제조업,    플라스틱제품 제조업,2011/11/30,20200630.0,402.84,255.43,64.86,56.57,23.4,741.35,13.17,6.35,12.69,2.93,30.54,75.25,15.21,3.34,4.18,2.46,2.38,2.97,3.79,3.04,0.71,0.91,3.07,2.23,2.26,12.19,29.94,163.93,161.72,0.0,0.0,-23.47,-6.42,0.02,-56.75,143.0,8.0,6.57,-10.03,-28.64,-70.0,3367.28,,112.6,81.04,0.72,3.4,0.93,1.59,,,,,,8188.96,,,,10.87,48.39,182.21,14.77,47.42,52.58,2014,12
(주)에스에프씨,112240,2015/12,UQ,,25.0,4,1,2019/12,    플라스틱제품 제조업,32202,    플라스틱제품 제조업,    플라스틱제품 제조업,2011/11/30,20200630.0,786.37,553.07,104.54,63.89,11.54,753.24,2.13,-2.33,11.61,3.78,29.9,73.2,16.86,-0.98,2.53,-0.59,-0.69,1.79,2.1,-0.81,0.71,0.83,2.75,2.85,2.11,18.63,19.59,127.89,172.7,0.0,0.0,-7.96,-8.15,1.6,-44.28,81.0,-3.99,-0.52,-10.67,-27.57,0.0,3099.25,,-30.4,89.65,0.8,3.08,0.95,1.43,,,,,,6651.17,,,,9.62,41.5,187.39,13.03,54.15,45.85,2015,12
(주)에스에프씨,112240,2016/12,UQ,,26.0,4,1,2019/12,    플라스틱제품 제조업,32202,    플라스틱제품 제조업,    플라스틱제품 제조업,2011/11/30,20200630.0,329.95,276.29,107.33,42.04,29.82,519.84,16.55,1.73,999999999.0,1.78,51.51,60.32,12.19,0.57,3.91,0.52,0.33,2.22,2.7,0.4,0.57,0.69,1.65,3.85,1.99,12.12,30.1,94.82,183.28,0.0,0.0,-7.11,41.61,21.67,43.74,76.0,23.36,109.64,16.7,-36.03,0.0,2879.0,,16.51,77.03,0.71,2.61,0.86,1.11,,,,,,7753.2,,,,7.92,52.86,231.48,16.36,51.77,48.23,2016,12
(주)에스에프씨,112240,2017/12,UQ,,27.0,4,1,2019/12,    플라스틱제품 제조업,32202,    플라스틱제품 제조업,    플라스틱제품 제조업,2011/11/30,20200630.0,164.62,121.3,1.65,23.38,63.57,430.14,32.56,-1.99,999999999.0,5.53,66.16,59.55,12.89,-6.84,-35.67,-1.11,-2.79,-14.57,-21.26,-4.09,0.41,0.6,1.02,3.13,1.93,9.46,38.59,116.59,189.12,0.0,0.0,-5.87,23.09,-2.36,-955.06,-540.0,-42.33,25.48,21.52,96.64,-1221.74,1537.04,,-105.06,61.14,0.46,2.82,0.68,0.87,,,,,,-13610.85,,,,-11.29,-117.77,-498.68,-30.51,0.0,0.0,2017,12
