회사명,거래소코드,회계년도,상장일,상장폐지일,산업명,소속코드,[제조]매출액증가율(IFRS),[제조]총자본증가율(IFRS),[제조]자기자본증가율(IFRS),[제조]순이익증가율(IFRS),[제조]유형자산증가율(IFRS),[제조]비유동자산증가율(IFRS),[제조]유동자산증가율(IFRS),[제조]재고자산증가율(IFRS),[제조]매출액총이익률(IFRS),[제조]매출액순이익률(IFRS),[제조]총자본사업이익률(IFRS),[제조]총자본순이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]1주당순이익(IFRS),[제조]1주당매출액(IFRS),[제조]총자본회전률(IFRS),[제조]자기자본회전률(IFRS),[제조]비유동자산회전률(IFRS),[제조]재고자산회전률(IFRS),[제조]매출채권회전률(IFRS),[제조]매입채무회전률(IFRS),[제조]매입채무회전기간(IFRS),[제조]재고자산회전기간(IFRS),[제조]매출채권회전기간(IFRS),[제조]1회전기간(IFRS),[제조]운전자본회전률(IFRS),[제조]순운전자본회전률(IFRS),[제조]유형자산회전율(IFRS),[제조]유동자산회전률(IFRS),[제조]당좌자산회전률(IFRS),[제조]유동비율(IFRS),[제조]당좌비율(IFRS),[제조]현금비율(IFRS),[제조]순운전자본비율(IFRS),[제조]부채비율(IFRS),[제조]자기자본배율(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]비유동비율(IFRS),[제조]유동자산구성비율(IFRS),[제조]자기자본구성비율(IFRS),[제조]부가가치(IFRS),[제조]총자본투자효율(IFRS),[제조]설비투자효율(IFRS),[제조]기계투자효율(IFRS),[제조]부가가치율(IFRS),[제조]노동소득분배율(IFRS),[제조]자본분배율(IFRS),[제조]이윤분배율(IFRS)
우진비앤지(주),018620,2017/12,2008/05/20,,    의약품 제조업,5,-5.37,4.29,4.07,0,20.24,19.95,-26.92,20.68,22.15,-18.27,-5.71,-7.06,-18.55,-364,1912.52,0.39,1.02,0.54,2.83,4.77,11.87,30.75,128.77,76.6,0.01,0,0.66,0.56,1.36,2.63,57.39,21.64,1.37,-17.39,163.19,384.27,-3.14,201.55,23.42,37.99,4002.15,6.6,9.05,44.76,17.45,141.51,-41.51,-104.7
우진비앤지(주),018620,2018/12,2008/05/20,,    의약품 제조업,5,22.66,-22.17,19.42,0,-73.01,-30.17,3.99,-13.5,6.02,-20.02,-8.68,-10.45,-22.28,-355,1761.69,0.52,1.11,0.71,3.41,5.95,15.41,23.68,107.06,61.3,0.01,0,0.78,0.99,1.94,4.51,81.99,39.5,6.46,-6.87,71.53,339.31,-3.73,117.85,31.3,58.3,3984.04,8.44,34.25,355.01,14.16,152.42,-52.42,-141.36
우진비앤지(주),018620,2019/12,2008/05/20,,    의약품 제조업,5,-8.1,23.71,3.03,0,16.52,16.03,40.57,35.5,27.2,-46.23,2.81,-22.64,-42.79,-486,1052.99,0.49,0.93,0.74,2.87,5.32,13.35,27.35,127.25,68.65,0.01,0,0.75,1.98,1.46,2.95,131.35,65.73,26.04,8.49,105.95,218.33,1.64,132.71,35.56,48.56,-3996.22,-6.85,-35.65,-465.08,-15.46,0,0,0
우진비앤지(주),018620,2020/12,2008/05/20,,    의약품 제조업,5,-11.64,-2.04,-4.47,0,25.31,5.2,-15.16,-13.32,13.25,-21.89,-4.07,-9.62,-20.07,-209,970.89,0.44,0.92,0.66,2.62,5.73,15.51,23.54,139.06,63.65,0.01,0,0.66,1.6,1.32,2.67,78.49,38.43,7.81,-8.44,111.18,196.29,-1.25,146.14,30.8,47.35,2651.69,4.64,15.04,138.63,10.44,198.54,-98.54,-209.74
울트라건설(주),004320,2011/12,1991/12/06,2015/04/13,    건물 건설업,4,-28.55,2.59,-46,0,-28.19,9.58,-0.53,110.21,-5.58,-10.5,-8.83,-8.41,-63.41,-7758,61075.7,0.8,6.04,2.51,2.64,2443.52,2.93,124.48,138.19,0.15,0.07,0,0.58,18.19,1.18,2.12,105.04,41.48,19.5,3.22,988.5,141.86,-7.45,358.31,67.08,9.19,-8859.73,-1.42,-39.05,-29532.42,-1.79,0,0,0
울트라건설(주),004320,2012/12,1991/12/06,2015/04/13,    건물 건설업,4,-11.81,-21.24,8.54,0,-13.56,-5.04,-29.19,-40.94,6.36,0.98,2.85,0.76,7.13,637,53864.77,0.78,7.28,2.17,2.16,2155.03,3.29,111,168.89,0.17,0.02,0,0.61,20.58,1.22,2.79,92.15,45.64,13.84,-5.14,689.8,153.98,2,313.48,60.31,12.66,51747.3,10.53,263.85,272354.23,11.89,61.85,38.15,8.23
울트라건설(주),004320,2013/12,1991/12/06,2015/04/13,    건물 건설업,4,46.81,-22.95,16.4,49.34,-1.94,-5.07,-34.71,-93.91,5.61,1,4.43,1.46,9.45,952,79077.14,1.47,9.49,3.36,8.05,0,5.05,72.23,45.32,0,0,0.33,1.16,32.91,2.61,3.86,67.73,64.54,1.99,-24.34,422.84,179.22,2.28,255.66,51.1,19.13,61424.67,16.22,319.4,767808.33,9.61,59.14,40.86,10.36
울트라건설(주),004320,2014/12,1991/12/06,2015/04/13,    건물 건설업,4,-63.66,-55.2,0,0,-1.48,-50.15,-60.03,-52.24,-10.81,-61.58,-13.36,-52.17,0,-21408,28739.09,0.85,0,1.67,34.51,0,2.04,178.53,10.58,0,0,0.03,0.61,12.17,1.72,1.8,36.83,34.76,1.7,-78.18,0,0,-4.85,0,45.59,0,-79167.09,-46.67,-417.86,-1319451.54,-34.09,0,0,0
원텍(주),336570,2019/12,2019/12/19,,    기타금융업,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원텍(주),336570,2020/12,2019/12/19,,    기타금융업,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원풍물산(주),008290,2011/12,1997/07/18,,    봉제의복 제조업,6,16.26,5.52,24.02,42.21,0.8,1.43,10.03,5.5,59.56,1.71,4.53,1.54,4.11,58,3041.34,0.9,2.4,1.75,2.83,7.76,6.41,56.94,128.82,47.02,0.01,0.24,0.86,2.64,1.85,5.3,91.55,33.08,2.92,-4.58,148.25,140.18,1.27,125.14,49.59,40.28,5103.49,10.14,30.48,1198.01,11.6,35.22,64.78,14.75
원풍물산(주),008290,2012/12,1997/07/18,,    봉제의복 제조업,6,3.23,1.21,4.06,-40.75,-1.4,-3.94,6.45,6.98,61.06,0.98,5.38,0.88,2.16,15,1521.98,0.9,2.2,1.83,2.75,7.06,7.45,48.98,132.6,51.68,0.01,0.42,0.85,2.73,1.76,4.9,95.05,34.04,0.46,-2.72,141.45,141.43,1.71,115.52,52.16,41.42,6011.67,11.8,36.42,1186.11,13.24,28.92,71.08,7.42
원풍물산(주),008290,2013/12,1997/07/18,,    봉제의복 제조업,6,4.67,7.82,7.5,-59.73,1.1,1.69,13.44,12.87,62.46,0.38,4.33,0.34,0.82,6,1479.92,0.9,2.17,1.93,2.62,6.63,8.81,41.42,139.39,55.07,0.01,2.3,0.85,2.86,1.68,4.66,111.26,40.21,0.02,5.56,142.16,141.25,1.67,109.27,54.88,41.29,5905.04,10.75,35.38,1722.71,12.43,34.51,65.49,3.04
원풍물산(주),008290,2014/12,1997/07/18,,    봉제의복 제조업,6,0.24,3.48,7.45,31.29,-2.97,-4.74,10.25,10.56,60.85,0.49,2.48,0.42,1,7,1416.48,0.85,2.03,1.97,2.35,6,8.96,40.74,155.25,60.8,0.01,0,0.82,2.9,1.5,4.17,130.11,46.79,0.01,13.53,133.22,144.92,1.14,96.87,58.46,42.88,5064.14,8.91,31.27,1862.65,10.63,42.44,57.56,4.65
원풍물산(주),008290,2015/12,1997/07/18,,    봉제의복 제조업,6,1.35,-17.62,15.82,0,-2.79,-2.14,-28.62,-45.82,65.63,-23.89,3.72,-22.25,-43.86,-324,1380.41,0.93,1.84,2.07,2.94,6.64,8.04,45.42,124,54.95,0.01,0.65,0.98,3.02,1.7,4,149.18,76.68,27.77,16.7,65.88,155.75,2.13,81.85,50.66,60.28,-5893.19,-12.59,-37.44,-3330.58,-12.21,0,0,0
원풍물산(주),008290,2016/12,1997/07/18,,    봉제의복 제조업,6,-3.95,0.97,3.14,0,-0.05,5.2,-3.16,13.04,62.42,-1.38,0.65,-1.36,-2.24,-17,1258.32,0.99,1.62,1.96,3.78,8.49,7.06,51.67,96.65,43,0.01,0.19,1.17,2.95,1.99,4.19,136.83,59.19,20.54,13.08,62.38,157.98,0.82,83.49,48.59,61.58,3723.82,7.88,23.67,1140.26,8.03,60.15,39.85,-17.24
원풍물산(주),008290,2017/12,1997/07/18,,    봉제의복 제조업,6,-4.86,-0.56,3.78,0,-1.16,-1.53,0.47,1.76,61.69,0.19,0.89,0.18,0.28,2,1149.08,0.94,1.49,1.83,3.36,9.49,8.27,44.13,108.75,38.46,0.01,0.22,1.14,2.82,1.92,4.47,161.91,68.87,20.14,18.77,55.59,157.36,1.17,79.21,49.09,64.27,4324.22,9.2,27.81,1858.86,9.8,51.57,48.43,1.92
원풍물산(주),008290,2018/12,1997/07/18,,    봉제의복 제조업,6,-3.27,-0.91,-19.17,0,-2.04,-19.75,18.62,7.49,62.07,-8.39,-0.81,-7.65,-13.11,-95,1111.46,0.91,1.56,1.98,3.1,8.81,11.91,30.65,117.66,41.45,0.01,0,1.01,2.77,1.69,3.72,137.91,66.09,19.99,16.15,90.73,127.2,-0.88,78.64,58.77,52.43,920.92,1.98,6.05,567.19,2.16,250.27,-150.27,-388.69
원풍물산(주),008290,2019/12,1997/07/18,,    봉제의복 제조업,6,-4.49,37.52,86.56,0,0.38,96.55,-3.89,-2.88,60.73,-13.37,-2.07,-9.85,-15.58,-142,1001.47,0.74,1.16,1.43,2.9,8.73,12.09,30.18,125.8,41.79,0.01,0,0.9,2.67,1.52,3.19,154.54,73.22,18.43,14.49,40.6,223.88,-1.83,82.85,41.07,71.12,-728.19,-1.14,-4.76,-648.31,-1.79,0,0,0
원풍물산(주),008290,2020/12,1997/07/18,,    봉제의복 제조업,6,-28.64,-18.37,-26.34,0,-3.33,-12.17,-27.25,-28.81,45.69,-27.96,-11.2,-13.98,-20.56,-203,714.69,0.5,0.74,0.82,2.45,8.43,10.06,36.3,148.69,43.28,0.01,1.2,0.75,1.93,1.28,2.67,123.96,60.13,4.85,7.08,55.82,164.91,-18.45,98.79,36.6,64.18,-4957.15,-9.48,-33.54,-7778.11,-17.04,0,0,0
웨이포트유한공사,900130,2011/12,2010/07/23,2017/07/25,    회사 본부 및 경영 컨설팅 서비스업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웨이포트유한공사,900130,2012/12,2010/07/23,2017/07/25,    회사 본부 및 경영 컨설팅 서비스업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웨이포트유한공사,900130,2013/12,2010/07/23,2017/07/25,    회사 본부 및 경영 컨설팅 서비스업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웨이포트유한공사,900130,2014/12,2010/07/23,2017/07/25,    회사 본부 및 경영 컨설팅 서비스업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웨이포트유한공사,900130,2015/12,2010/07/23,2017/07/25,    회사 본부 및 경영 컨설팅 서비스업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웨이포트유한공사,900130,2016/12,2010/07/23,2017/07/25,    회사 본부 및 경영 컨설팅 서비스업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웹케시(주),053580,2019/12,2019/01/25,,    소프트웨어 개발 및 공급업,5,-20.06,68.81,127.48,68.26,-5.5,61.68,82.66,0,0,15.16,19.69,18.42,23.77,1406,9129.88,1.21,1.57,1.89,0,20.02,0,0,0,18.24,0.05,0.05,2.14,11.66,3.4,3.4,289.11,289.11,213.46,24.05,16.69,1603.41,123.99,73.78,36.77,85.7,23429.32,37.03,518.05,1981.27,38.28,45.12,54.88,39.6
웹케시(주),053580,2020/12,2019/01/25,,    소프트웨어 개발 및 공급업,5,19,56.82,23.78,87.37,-1.5,32.57,98.5,0,0,23.87,18.36,21.4,28.66,2635,10767.97,0.9,1.2,1.57,0,17.44,0,0,0,20.93,0.05,0.06,1.38,14.39,2.1,2.1,163.57,163.57,119.53,18.09,47.83,1984.7,138.81,79.02,46.55,67.64,38644.67,38.95,769.32,2270.02,53.06,32.59,67.41,44.99
위즈코프(주),038620,2011/12,2000/05/04,,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,-28.97,-16.59,-14.26,0,-84.27,-24.9,-12.3,-31.01,29.62,-49.65,0.65,-15.13,-15.57,-233,409.65,0.3,0.31,0.94,71.7,51.19,45.03,8.1,5.09,7.13,0.24,0.01,0.44,24.82,0.45,0.45,5426.95,5397.07,2723.72,68.02,1.39,241.15,999999999,31.13,69.3,98.63,-4253,-12.7,-3458.38,-22289.18,-37.89,0,0,0
위즈코프(주),038620,2012/12,2000/05/04,,    연료 소매업,5,-7.48,1.78,1.72,0,15405.7,171.97,-73.6,105.09,28.24,5.36,0.97,1.65,1.67,23,379.01,0.31,0.31,0.54,53.26,46.95,45.45,8.03,6.85,7.77,0.15,0.02,0.69,1.08,0.71,0.72,1561.14,1494.35,159.65,16.82,1.45,245.31,999999999,83.22,17.97,98.57,1620.97,4.75,8.5,1597.98,15.61,63.57,36.43,34.37
위즈코프(주),038620,2013/12,2000/05/04,,    연료 소매업,5,2.02,20.03,4.68,0,-0.16,17.14,33.22,-5.74,32.96,-2.55,1.58,-0.72,-0.79,-11,386.66,0.28,0.31,0.35,41.61,44.99,50.24,7.26,8.77,8.11,0.1,0.03,1.41,0.56,1.48,1.54,2165.2,2099.66,465.86,19.03,16.33,256.78,1.22,93.12,19.95,85.96,1173.84,2.87,6.17,870.4,11.08,88.85,11.15,-23.06
위즈코프(주),038620,2014/12,2000/05/04,,    연료 소매업,5,4.68,2.11,2.05,0,-0.34,-13.3,63.98,-33.22,33.45,6.52,2.77,1.75,2.03,30,404.74,0.27,0.31,0.36,53.82,37.12,38.6,9.46,6.78,9.83,0.14,0.02,0.81,0.58,1.03,1.05,249.42,246.34,179.32,19.19,16.4,262.04,1.3,79.11,32.03,85.91,2374.27,5.68,12.51,2200.58,21.41,48.37,51.63,30.46
위즈코프(주),038620,2015/12,2000/05/04,,    연료 소매업,5,24.99,-4,7.64,24.76,4.03,6.21,-25.65,170.56,30.96,6.51,1.45,2.2,2.42,36,441.24,0.34,0.37,0.47,45.34,37.84,28.95,12.61,8.05,9.65,0.2,0.02,0.94,0.72,1.19,1.22,1101.81,1052.39,680.02,22.56,3.81,246.02,17.16,78.06,24.81,96.33,3028.65,7.55,15.35,953.25,21.85,48.77,51.23,29.79
위즈코프(주),038620,2016/12,2000/05/04,,    연료 소매업,5,113.84,8.45,7.81,56.83,3.49,10.63,1.84,-1.92,27.43,4.77,3.19,3.38,3.52,51,940.09,0.71,0.74,0.93,67.04,58.11,45.13,8.09,5.44,6.28,0.27,0.01,2.68,1.48,2.95,3.09,899.66,860.8,501.85,20.71,4.43,248.36,999999999,80.1,23.3,95.76,5066.23,11.64,24.8,2128.26,17.09,55.49,44.51,27.93
위즈코프(주),038620,2017/12,2000/05/04,,    연료 소매업,5,4.93,7.45,7.99,29.62,-0.71,1.82,25.99,-13.41,27.67,5.9,3.79,4.06,4.23,61,927.09,0.69,0.72,0.92,76.14,54.02,48.36,7.55,4.79,6.76,0.25,0.01,2.45,1.53,2.72,2.82,941.15,913.21,337.36,24.42,3.9,253.05,999999999,75.52,27.32,96.24,6162.17,13.18,30.39,2778.84,19.81,41.68,58.32,29.76
위즈코프(주),038620,2018/12,2000/05/04,,    연료 소매업,5,8.98,-5.79,-5.45,0,-0.39,-18.73,28.64,-12.08,26.24,-4.81,3.48,-3.59,-3.73,-49,912.43,0.75,0.77,1.1,95.16,71.42,65.62,5.56,3.84,5.11,0.3,0.01,2.14,1.68,2.32,2.38,1539.01,1507.78,655.18,34.88,3.52,229.01,999999999,64.91,37.3,96.6,3749.54,8.51,18.56,1148.09,11.06,95.22,4.78,-43.52
위즈코프(주),038620,2019/12,2000/05/04,,    연료 소매업,5,3.89,-5.27,-5.96,0,2.96,-5.78,-4.39,17.92,26.17,-5.52,4.18,-4.53,-4.71,-55,907.09,0.82,0.85,1.31,96.96,78.54,74.76,4.88,3.76,4.65,0.28,0.01,2.05,1.72,2.19,2.24,1426.47,1390.77,673.33,35.01,4.29,206.07,210.96,65.03,37.65,95.88,3224.47,7.73,15.5,1319.99,9.15,115.39,-15.39,-60.25
위즈코프(주),038620,2020/12,2000/05/04,,    연료 소매업,5,-22.2,14.54,4.98,0,-1.53,0.26,38.19,2.06,25.31,7.62,1.49,4.67,5.09,59,705.67,0.61,0.67,1.05,69,79.4,67.73,5.39,5.29,4.6,0.22,0.01,1.39,1.33,1.46,1.5,2108,2069.04,693.13,43.26,13.79,216.33,3.57,62.11,45.42,87.88,6888.27,14.41,33.66,4132.23,25.14,47.9,52.1,30.32
윈텍(주),320000,2019/12,2019/09/18,,    기타금융업,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
윈텍(주),320000,2020/12,2019/09/18,,    특수 목적용 기계 제조업,5,0,0,0,0,0,0,0,0,20.54,-14.38,1.42,-7.22,-7.91,-101,607.57,0.5,0.55,1.71,4.34,17.56,30.19,12.09,84.06,20.79,0.01,0,0.65,2.03,0.71,0.85,999.01,835.44,369.2,63.55,9.57,1104.47,20.75,32.2,70.62,91.26,2455.12,10.97,44.4,1195.71,21.84,158.73,-58.73,-65.82
윙입푸드홀딩스,900340,2018/12,2018/11/30,,    회사 본부 및 경영 컨설팅 서비스업,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
윙입푸드홀딩스,900340,2019/12,2018/11/30,,    회사 본부 및 경영 컨설팅 서비스업,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
윙입푸드홀딩스,900340,2020/12,2018/11/30,,    회사 본부 및 경영 컨설팅 서비스업,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유네코(주),064510,2018/12,2018/03/15,,    특수 목적용 기계 제조업,6,-37.2,-26.62,-69.94,0,-8.05,-19.32,-44.38,165.47,3.89,-395.22,-15.84,-55.22,-143.32,-4238,1019.28,0.14,0.36,0.19,2.86,1.69,7.14,51.1,127.62,215.93,0,0,0.22,0.41,0.53,0.66,60.51,37.52,0.6,-14.4,375.28,255.89,-5.31,370.42,22.06,21.04,-37697.7,-48.97,-128.5,-916.44,-296.7,0,0,0
유네코(주),064510,2019/12,2018/03/15,,    특수 목적용 기계 제조업,6,21.1,-9.72,-32.27,0,-7.33,-7.01,-19.3,-15.95,17.9,-61.62,-2.48,-12.95,-69.8,-742,1151.58,0.21,1.13,0.27,2.59,2.26,7.33,49.82,140.89,161.37,0,0,0.28,0.54,1,1.64,27.41,16.56,1.83,-52.24,533.47,164.22,-0.6,508.52,19.72,15.79,3635.34,5.23,13.15,106.51,23.63,118.32,-18.32,-260.81
유네코(주),064510,2020/12,2018/03/15,,    특수 목적용 기계 제조업,6,-32.31,-28.87,-51.15,0,-6.49,-23.18,-52.05,-79.87,-9.56,-252.47,-16.08,-44.22,-322.07,-1339,436.62,0.18,1.28,0.21,3.2,2.25,8.21,44.48,114.18,162.27,0,0,0.19,0.39,1.03,1.51,15.92,13.27,1.71,-70.24,822.37,40.15,-4.09,799.73,13.3,10.84,-16646.11,-33.68,-64.39,-686.86,-159.82,0,0,0
유니셈(주),036200,2011/12,1999/12/10,,    특수 목적용 기계 제조업,5,-17.65,7.22,4.52,-55.72,5.46,4.25,8.77,28.95,22.44,2.57,3.65,2.13,4.15,202,6795.42,0.83,1.62,2.45,2.87,3.11,5.81,62.86,127.01,117.25,0.01,5.54,0.77,2.84,1.26,2.23,164.13,86.57,7.8,26.01,97.05,859.37,2.2,65.87,66.57,50.75,13201.12,14.25,49.15,223.21,17.76,61.58,38.42,14.47
유니셈(주),036200,2012/12,1999/12/10,,    특수 목적용 기계 제조업,5,-2.81,-12.91,2.91,-49.22,3.58,3.04,-20.92,-8.17,21.1,1.34,3.49,1.12,2.03,96,6604.8,0.83,1.52,2.3,2.59,3.45,7.48,48.82,141.18,105.81,0.01,0,0.83,2.64,1.31,2.65,184.37,83.21,6.91,27.66,66.76,884.4,2.6,65.95,60.45,59.97,15183.1,18.82,54.58,220.28,21.01,73.28,26.72,6.39
유니셈(주),036200,2013/12,1999/12/10,,    특수 목적용 기계 제조업,5,1.43,18.1,5.16,80.84,0.52,3.58,27.6,14.31,22.71,2.39,3.33,1.99,3.54,172,6405.81,0.83,1.48,2.26,2.56,3.46,7.86,46.43,142.8,105.34,0,0,0.85,2.63,1.32,2.73,173.04,87.98,6.18,27.57,87.27,887.03,2.62,64.96,65.31,53.4,15913.48,16.7,60.06,265.21,21.71,75.45,24.55,11.03
유니셈(주),036200,2014/12,1999/12/10,,    특수 목적용 기계 제조업,5,25.7,4.94,14.04,68.68,1.85,1.6,6.72,-5.89,22.65,3.21,4.43,3.03,5.44,238,6462.05,0.94,1.69,2.77,3.1,3.51,5.74,63.58,117.62,104.12,0.01,1.15,0.93,3.26,1.43,2.66,201.9,114.38,23.12,33.52,72.33,813.94,4.05,57.88,66.41,58.03,21292.03,21.3,76.02,273.44,23.11,73.42,26.58,13.9
유니셈(주),036200,2015/12,1999/12/10,,    특수 목적용 기계 제조업,5,15.2,-2.77,12.58,51.95,-20.6,-6.24,-1.02,-29.5,28.89,4.24,10.31,4.56,7.29,318,6728.79,1.08,1.72,3.26,4.32,4.41,6.65,54.92,84.4,82.68,0.01,0.48,1.1,4.15,1.61,2.56,234.47,162.07,34.27,38.78,48.83,828.25,21.78,48.21,67.61,67.19,25846.62,26.59,114.29,1450.89,24.36,64.68,35.32,17.4
유니셈(주),036200,2016/12,1999/12/10,,    특수 목적용 기계 제조업,5,6.2,2.77,11.54,94.37,9.18,0.75,3.74,-1.33,32.14,7.76,11.22,8.87,12.65,293,3674.99,1.14,1.63,3.57,5.59,4.43,10.17,35.91,65.29,82.39,0.01,0,1.22,4.76,1.68,2.41,298.75,211.01,14.58,45.4,37.13,475.14,30.76,43.54,68.25,72.92,30908.79,30.94,137.7,2064.47,27.43,63.23,36.77,28.28
유니셈(주),036200,2017/12,1999/12/10,,    특수 목적용 기계 제조업,5,82.14,33.55,24.66,145.98,1.45,8.92,45.02,18.06,31.86,10.47,27.17,18.43,26.27,729,6693.71,1.76,2.51,6.19,9.4,6.78,18,20.28,38.82,53.83,0.01,0,1.77,8.25,2.46,3.33,237.67,180.84,67.23,42.92,46.91,592.32,70.3,38.04,74.1,68.07,49549.62,37.14,199.43,3317.19,24.14,47.02,52.98,43.39
유니셈(주),036200,2018/12,1999/12/10,,    특수 목적용 기계 제조업,5,1.81,5,14.11,-25.87,13.58,1.95,6.07,-22.18,32,7.63,20.52,11.65,16.39,542,6815,1.53,2.15,5.99,9.94,5.59,18.51,19.72,36.71,65.31,0.01,0,1.48,7.81,2.05,2.58,287.61,237.16,62.92,48.83,35.19,675.88,63.64,33.99,74.86,73.97,49653.85,35.44,174.53,3131.62,23.76,57.6,42.4,32.1
유니셈(주),036200,2019/12,1999/12/10,,    특수 목적용 기계 제조업,5,-17.16,18.04,19.56,38.41,9.15,14.06,19.38,12.45,38.7,12.74,16.97,14.44,19.39,750,5645.39,1.13,1.52,4.59,8.86,3.57,15.17,24.06,41.2,102.32,0.01,0,1.13,5.82,1.5,1.81,314.05,262.17,66.07,51.6,33.47,808.06,48.23,32.42,75.71,74.92,57800.21,34.95,207.93,4230,33.39,54.17,45.83,38.16
유니셈(주),036200,2020/12,1999/12/10,,    특수 목적용 기계 제조업,5,21.79,18.12,18.14,-1.98,25.21,21.45,17.06,6.33,37.58,10.26,18.73,11.99,16,735,6875.48,1.17,1.56,4.74,9.88,4.13,14.49,25.19,36.94,88.46,0.01,0,1.18,6.03,1.55,1.84,313.92,266.8,117.56,51.12,33.46,954.62,82.92,33.33,75.02,74.93,65444.74,33.5,174.96,3157.45,31.04,53.71,46.29,33.04
유니슨(주),018000,2011/12,1996/01/10,,"    구조용 금속제품, 탱크 및 증기발생기 제조업",5,0.33,-15.03,-28.41,0,-54.26,-47.76,68,-47.85,3.69,-173.07,-4.59,-32.88,-151.12,-4854,2015.54,0.19,0.87,0.32,1.09,5.19,12.1,30.16,334.92,70.27,0,0,0.19,0.38,0.46,0.81,101.31,77.73,4.96,0.72,405.97,385.22,-0.76,223.11,55.9,19.76,-2039.58,-0.63,-1.88,-18.84,-3.06,0,0,0
유니슨(주),018000,2012/12,1996/01/10,,    일반 목적용 기계 제조업,5,68.73,3.9,112.31,0,4.62,4.57,3.38,8.08,11.73,2.12,-0.38,0.73,2.4,47,2550.63,0.34,1.13,0.77,2.58,7.68,32.82,11.12,141.58,47.55,0.01,0,0.34,1,0.61,0.81,168.13,127.23,15.06,22.54,147.62,591.95,-0.17,109.9,55.62,40.38,28808.07,8.62,25.12,287.38,25.66,31.15,68.85,8.26
유니슨(주),018000,2013/12,1996/01/10,,    일반 목적용 기계 제조업,5,-64.35,-12.97,-54.52,0,0.06,-10.35,-15.05,6.67,-29.28,-191.21,-7.7,-24.48,-77.93,-1829,877.51,0.13,0.41,0.28,0.86,3.81,10.61,34.4,426.28,95.89,0,0,0.13,0.35,0.23,0.32,98.91,68.69,9.9,-0.6,373.86,269.22,-2.55,216.63,54.28,21.1,-34037.78,-11.7,-29.63,-291.9,-85.03,0,0,0
유니슨(주),018000,2014/12,1996/01/10,,    일반 목적용 기계 제조업,5,103.67,7.95,-17.79,0,1.63,13.81,3.02,46,15.37,-15.99,1.2,-4.31,-23.3,-312,1787.25,0.27,1.46,0.57,1.37,10.92,19.43,18.79,265.75,33.43,0,0,0.24,0.7,0.51,0.81,84.62,47.98,5.39,-9.41,522.23,221.33,0.38,299.89,51.8,16.07,12985.54,4.13,11.12,134.8,15.93,68.26,31.74,-100.39
유니슨(주),018000,2015/12,1996/01/10,,    일반 목적용 기계 제조업,5,44.92,-21.51,4.22,0,-1.08,0.37,-41.88,-54.87,13.14,-17.99,1.44,-7.58,-41.24,-506,2553.31,0.42,2.29,0.78,2.31,15.15,19.65,18.57,157.95,24.09,0.01,0,0.39,1.02,0.92,1.52,60.04,39.85,6.41,-25.53,368.6,170.77,0.43,288.83,38.36,21.34,11206.85,4.55,9.7,158.99,9.48,90.57,9.43,-189.69
유니슨(주),018000,2016/12,1996/01/10,,    일반 목적용 기계 제조업,5,-50.85,0.97,-34.93,0,-1.4,0.28,2.08,41.94,12.33,-56.08,-3.63,-13.15,-75.01,-534,842.31,0.23,1.34,0.38,1.51,7.2,5.67,64.35,241.77,50.71,0,0.33,0.26,0.51,0.61,1.02,97.36,51.84,0.26,-1.05,627.17,99.3,-1.22,445.15,38.78,13.75,-4595.61,-1.85,-4.04,-101.88,-7.91,0,0,0
유니슨(주),018000,2017/12,1996/01/10,,    일반 목적용 기계 제조업,5,219.56,16.3,97.87,0,-2.44,8.9,27.98,-5.5,17.26,7.26,5.89,5,26.41,185,2323.7,0.69,3.64,1.17,4.23,17.3,12.59,28.99,86.33,21.1,0.01,0.11,0.71,1.65,1.69,2.81,61.35,40.17,5.55,-26.89,327.4,169.63,2.25,244.99,42.68,23.4,38136.4,13.17,34.33,1608.5,20.55,28.18,71.82,35.31
