회사명,거래소코드,회계년도,상장일,상장폐지일,산업명,소속코드,[제조]매출액증가율(IFRS),[제조]총자본증가율(IFRS),[제조]자기자본증가율(IFRS),[제조]순이익증가율(IFRS),[제조]유형자산증가율(IFRS),[제조]비유동자산증가율(IFRS),[제조]유동자산증가율(IFRS),[제조]재고자산증가율(IFRS),[제조]매출액총이익률(IFRS),[제조]매출액순이익률(IFRS),[제조]총자본사업이익률(IFRS),[제조]총자본순이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]1주당순이익(IFRS),[제조]1주당매출액(IFRS),[제조]총자본회전률(IFRS),[제조]자기자본회전률(IFRS),[제조]비유동자산회전률(IFRS),[제조]재고자산회전률(IFRS),[제조]매출채권회전률(IFRS),[제조]매입채무회전률(IFRS),[제조]매입채무회전기간(IFRS),[제조]재고자산회전기간(IFRS),[제조]매출채권회전기간(IFRS),[제조]1회전기간(IFRS),[제조]운전자본회전률(IFRS),[제조]순운전자본회전률(IFRS),[제조]유형자산회전율(IFRS),[제조]유동자산회전률(IFRS),[제조]당좌자산회전률(IFRS),[제조]유동비율(IFRS),[제조]당좌비율(IFRS),[제조]현금비율(IFRS),[제조]순운전자본비율(IFRS),[제조]부채비율(IFRS),[제조]자기자본배율(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]비유동비율(IFRS),[제조]유동자산구성비율(IFRS),[제조]자기자본구성비율(IFRS),[제조]부가가치(IFRS),[제조]총자본투자효율(IFRS),[제조]설비투자효율(IFRS),[제조]기계투자효율(IFRS),[제조]부가가치율(IFRS),[제조]노동소득분배율(IFRS),[제조]자본분배율(IFRS),[제조]이윤분배율(IFRS)
(주)삼진엘앤디,054090,2016/12,2004/02/06,,    전자부품 제조업,5,-33.08,4.62,-0.07,-92.39,-6.44,9.78,-0.53,14.37,18.51,0.69,0.79,0.5,0.87,32,4679.58,0.73,1.27,1.42,17.19,2.7,8.41,43.38,21.23,135.02,0.01,0.09,0.9,4.11,1.49,1.63,145.27,131.79,16.15,14.81,78.5,738.04,-2.33,93.69,47.52,56.02,14751.79,9.8,58.97,362.87,13.79,74.96,25.04,5
(주)삼진엘앤디,054090,2017/12,2004/02/06,,    전자부품 제조업,5,-20.25,-10.19,1.81,0,-18.4,-6.86,-13.86,-58.58,17.04,-3.72,0.59,-2.22,-3.73,-138,3732.04,0.6,1,1.12,18.17,2.26,8.15,44.76,20.09,161.29,0.01,0.08,0.78,3.74,1.28,1.38,170.25,162.65,9.16,18.8,57.47,688.29,-2.83,85.71,45.57,63.51,6995.77,5.17,34.1,767.22,8.2,147.08,-47.08,-45.41
(주)삼진엘앤디,054090,2018/12,2004/02/06,,    그 외 기타 제품 제조업,5,-14.22,0.07,2.23,0,-9.9,-10.7,12.94,30.84,20.02,1.43,3.49,0.77,1.21,43,2932.7,0.54,0.84,1.05,23.06,2.83,9.24,39.52,15.83,129.02,0.01,0.06,0.71,3.75,1.12,1.17,179.18,169.91,45.13,22.73,54.14,703.65,1.99,74.87,51.43,64.87,7974.42,5.89,43.38,1101.84,10.89,94.49,5.51,13.13
(주)삼진엘앤디,054090,2019/12,2004/02/06,,    그 외 기타 제품 제조업,5,14.42,0.21,4.46,447.12,-0.47,12.56,-11.46,-16.54,17.77,6.84,4.57,4.23,6.38,236,3355.64,0.62,0.93,1.2,25.37,4.69,14.77,24.71,14.39,77.84,0.01,0.07,0.81,4.54,1.28,1.34,164.43,156.42,35.16,17.81,47.86,735.05,2.47,80.67,45.44,67.63,11969.81,8.82,65.03,1053.03,14.29,64.73,35.27,47.85
(주)삼진엘앤디,054090,2020/12,2004/02/06,,    그 외 기타 제품 제조업,5,-22.28,-4.8,-7.86,0,-0.66,1.91,-12.86,-22.17,13.94,-5.56,-1.1,-2.74,-4.11,-154,2607.97,0.49,0.74,0.87,24.37,3.81,12.98,28.12,14.98,95.92,0.01,0.07,0.67,3.55,1.13,1.18,132.44,126.68,26.73,10.19,52.77,677.25,-9.33,89.22,41.6,65.46,-275.24,-0.21,-1.52,-23.2,-0.42,0,0,0
(주)삼표시멘트,038500,2011/12,2001/02/01,,    원유 및 천연가스 채굴업,5,12.9,-2.79,-13.85,0,-6.48,-4.53,5.86,25.76,6.37,-15.41,-2.3,-5.73,-14.21,-657,4260.1,0.37,0.92,0.45,8.76,4.01,18.79,19.42,41.66,91.08,0.01,0,0.67,0.66,2.12,2.8,33.24,24.51,2.22,-36.65,164.24,855.48,-0.71,216.02,18.25,37.84,100403.95,6.95,12.74,32.24,18.44,65.86,34.14,-83.59
(주)삼표시멘트,038500,2012/12,2001/02/01,,    기타 비금속 광물제품 제조업,5,12.36,-4.2,-13.2,0,-7.34,-9.11,17.83,12.64,17.05,-11.37,2.63,-4.92,-13.62,-544,4786.53,0.43,1.2,0.54,8.31,4.38,19.06,19.15,43.92,83.32,0.01,0,0.67,0.8,2.13,2.87,68.57,51.36,0.25,-10.29,191.64,742.57,0.7,226.18,22.44,34.29,110560.67,7.99,15.12,40.11,18.07,60.04,39.96,-62.9
(주)삼표시멘트,038500,2013/12,2001/02/01,,    기타 비금속 광물제품 제조업,5,-0.65,-11.6,-40.54,0,-6.63,-9.56,-18.63,-40.3,15.91,-36.63,1.5,-17.08,-58.84,-1673,4579.31,0.47,1.61,0.59,9.76,5.78,26.53,13.76,37.39,63.15,0.01,0,0.65,0.85,2.16,2.77,30.04,24.5,4.12,-48.12,333.61,420.48,0.19,344.03,20.66,23.06,-23053.12,-1.88,-3.4,-10.42,-3.79,0,0,0
(주)삼표시멘트,038500,2014/12,2001/02/01,,    기타 비금속 광물제품 제조업,5,-9.01,1.75,104.68,0,-7.87,-7.08,35.64,13.51,16.73,54.53,4.65,24.44,70.17,2809,4871.27,0.45,1.29,0.59,11.13,7.68,39.83,9.16,32.8,47.5,0.01,0,0.69,0.84,1.86,2.23,195.29,165.18,67.46,13.44,115.55,1075.79,0.93,156.19,27.54,46.39,520654.36,41.83,83.92,295.28,94.14,12.14,87.86,57.93
(주)삼표시멘트,038500,2015/12,2001/02/01,,    기타 비금속 광물제품 제조업,5,1.81,-15.15,-5.92,0,-10.51,-7,-36.6,-24.57,16.39,-4.13,3.91,-2.02,-4.14,-216,5244.53,0.49,1,0.65,12.15,8.21,78.06,4.68,30.05,44.45,0.01,0,1.28,0.94,2.01,2.41,153.38,125.25,36.24,7.16,94.41,1012.07,1.22,154.4,20.58,51.44,147295.5,13.95,26.09,108.13,26.16,49.42,50.58,-15.77
(주)삼표시멘트,038500,2016/12,2001/02/01,,    기타 비금속 광물제품 제조업,5,9.34,9.03,7.7,0,3.21,8.21,12.21,33.06,19.53,7.25,5.23,4.04,7.91,416,5734.48,0.56,1.09,0.71,13.25,7.71,32.83,11.12,27.54,47.33,0.02,0,1.48,1.07,2.67,3.34,107.05,83.77,26.77,1.39,96.81,1089.98,2.11,155.13,21.18,50.81,189684.6,16.47,34.31,160.54,30.81,40.97,59.03,23.52
(주)삼표시멘트,038500,2017/12,2001/02/01,,    기타 비금속 광물제품 제조업,5,8.85,-4.13,4.08,-45.23,-1.79,2.33,-28.19,23.23,17.83,3.65,4.64,2.17,4.09,228,6242.09,0.59,1.12,0.73,11.32,7.78,20.9,17.46,32.24,46.92,0.02,0,1.47,1.16,3.2,4.46,66.44,41.64,5.66,-8.01,81.29,1134.4,2.34,152.53,15.86,55.16,173107.61,15.68,32.31,143.4,25.83,47.48,52.52,14.12
(주)삼표시멘트,038500,2018/12,2001/02/01,,    기타 비금속 광물제품 제조업,5,-14.75,0.6,-3.29,0,-3.17,-2.8,18.62,-13.95,8.48,-2.32,-0.45,-1.2,-2.22,-124,5321.49,0.52,0.95,0.62,9.4,7.2,16.66,21.91,38.84,50.7,0.01,0,1.41,1.01,2.98,4.37,128.7,93.86,38.57,4.17,88.58,1097.02,-0.67,153.31,18.71,53.03,111413.62,10.03,20.55,83.21,19.5,69.54,30.46,-11.91
(주)삼표시멘트,038500,2019/12,2001/02/01,,    기타 비금속 광물제품 제조업,5,2.8,0.1,2.28,0,2.08,0.8,-2.92,-2.25,14.8,2.94,3.62,1.56,2.9,161,5470.27,0.53,0.99,0.65,10.56,7.57,16.81,21.71,34.56,48.23,0.02,0.76,1.5,1.05,2.87,3.94,95.25,69.28,25.52,-0.9,84.57,1122.05,2.35,151.09,18.14,54.18,163539.02,14.71,29.81,121.44,27.85,43.99,56.01,10.57
(주)삼표시멘트,038500,2020/12,2001/02/01,,    기타 비금속 광물제품 제조업,5,-8.76,1.84,2.57,25.62,5.11,3.25,-4.57,-11.48,18.77,4.05,5.11,1.94,3.56,202,4991.21,0.48,0.88,0.58,10.34,6.6,18.18,20.08,35.3,55.33,0.01,0,1.27,0.92,2.72,3.69,80.03,59.79,19.07,-4.24,83.24,1150.91,4.24,152.09,17,54.57,160103.97,14.14,29.51,111.75,29.88,44.14,55.86,13.56
(주)삼화네트웍스,046390,2011/12,2001/01/11,,"    영화, 비디오물, 방송프로그램 제작 및 배급업",5,-8.55,-4.63,12.29,0,19.61,-27.01,87.01,0,24.47,-6.43,9.55,-3.69,-4.88,-39.98,601.22,0.57,0.76,0.81,0,13.37,22.46,16.25,0,27.31,0.09,0,1.13,53.98,1.99,1.99,238.94,238.94,8.77,22.38,21.86,419.14,8.37,74.97,38.48,82.06,928.17,2.41,203.31,479.79,4.1,177.51,-77.51,-156.63
(주)삼화네트웍스,046390,2012/12,2001/01/11,,"    영화, 비디오물, 방송프로그램 제작 및 배급업",5,-34.99,-19.11,-10.24,0,-21.4,-5.07,-41.57,0,10.91,-21.18,0.8,-8.96,-10.41,-85,390.84,0.42,0.49,0.64,0,5.28,13.34,27.36,0,69.11,0.02,0,0.93,36.07,1.26,1.26,419.28,419.28,30.62,21.17,9.81,376.23,0.96,79.29,27.8,91.06,-1337.43,-4.3,-372.72,-930.51,-9.09,0,0,0
(주)삼화네트웍스,046390,2013/12,2001/01/11,,"    영화, 비디오물, 방송프로그램 제작 및 배급업",5,183.99,31.54,20.84,0,-23.58,-23.97,175.71,0,11.93,8.76,10.94,10.16,11.7,95,999.09,1.16,1.34,2.11,0,11.68,24.61,14.83,0,31.26,0.06,0,2.09,131.95,2.57,2.57,434.04,434.04,19.05,44.84,19.54,409.22,999999999,49.89,58.27,83.66,5542.01,13.55,2020.95,5895.06,13.27,32.89,67.11,66.01
(주)삼화네트웍스,046390,2014/12,2001/01/11,,"    영화, 비디오물, 방송프로그램 제작 및 배급업",5,-23.8,0.79,2.18,0,-41.63,6.09,-3.01,0,7.21,-6.31,-4.62,-4.89,-5.81,-48.96,743.85,0.78,0.92,1.81,0,9.32,16.88,21.62,0,39.17,0.06,0,1.11,146.55,1.36,1.36,484.96,484.96,47.72,44.51,17.91,408.57,999999999,51.8,56.07,84.81,804.63,1.95,502.68,1816.78,2.53,318.37,-218.37,-249.57
(주)삼화네트웍스,046390,2015/12,2001/01/11,,"    영화, 비디오물, 방송프로그램 제작 및 배급업",5,-40.73,-11.05,-4.47,0,-36.36,4.31,-23.07,0,2.66,-8.84,-4.6,-4.28,-4.88,-40.38,440.85,0.48,0.55,1.02,0,8.92,18.63,19.59,0,40.93,0.05,0,0.8,144.01,0.92,0.92,1114.43,1114.43,244.06,44.14,9.8,390.29,999999999,56.56,48.49,91.07,1137.22,3.1,1116.45,14215247.25,6.03,238.46,-138.46,-146.66
(주)삼화네트웍스,046390,2016/12,2001/01/11,,"    영화, 비디오물, 방송프로그램 제작 및 배급업",5,136.36,25.79,22.27,0,805.8,-33.5,88.77,0,27.37,18.05,18.42,19.44,21.68,195.77,1041.98,1.08,1.2,2.84,0,15.12,29.1,12.54,0,24.14,0.09,0,1.59,87.03,1.74,1.74,1019.13,1019.13,120.32,65.63,12.96,477.21,999999999,30.76,72.77,88.53,11509.97,24.95,9453.27,143874686.38,25.82,23.58,76.42,69.9
(주)삼화네트웍스,046390,2017/12,2001/01/11,,"    영화, 비디오물, 방송프로그램 제작 및 배급업",5,-55.5,-1.38,-0.88,-87.88,9.95,-12.49,2.78,0,10.64,4.92,1.05,2.13,2.4,23.76,463.64,0.43,0.49,1.68,0,7.3,12.88,28.33,0,49.98,0.05,0,0.54,20.48,0.58,0.58,1413.87,1413.87,262.63,70.47,12.4,472.16,999999999,27.16,75.84,88.97,4049.44,8.9,1960.61,134981396.67,20.41,75.74,24.26,24.08
(주)삼화네트웍스,046390,2018/12,2001/01/11,,"    영화, 비디오물, 방송프로그램 제작 및 배급업",5,-41.08,19.87,-14.73,0,-5.14,50.17,10.21,0,-12.26,-42.03,-5.99,-9.82,-13.1,-122.37,272.71,0.23,0.31,0.85,0,5.11,5.63,64.85,0,71.48,0.15,0,0.25,11.83,0.32,0.32,220.88,220.88,64.99,38.16,58,401.58,999999999,47.83,69.73,63.29,-921.21,-1.69,-630.69,-30706918,-7.88,0,0,0
(주)삼화네트웍스,046390,2019/12,2001/01/11,,"    영화, 비디오물, 방송프로그램 제작 및 배급업",5,362.12,-20.27,3.37,0,14.57,31.04,-42.55,0,5.2,2.73,2.27,3.01,4.2,36.99,1255.18,1.1,1.54,2.83,0,18.95,24.21,15.08,0,19.26,0.24,0,1.32,52.32,1.8,1.8,469.43,469.43,176.06,39.54,21.86,414.35,58.03,60.64,50.24,82.06,8594.43,19.77,779.52,1108.34,15.91,41.15,58.85,17.15
(주)삼화네트웍스,046390,2020/12,2001/01/11,,"    영화, 비디오물, 방송프로그램 제작 및 배급업",5,-48.36,-21.32,-18.4,0,-4.77,-45.08,2.21,0,8.06,-17.28,1.4,-12.41,-14.88,-123.32,646.52,0.72,0.86,1.66,0,18.18,35.52,10.28,0,20.08,0.1,0,1.11,25.91,1.26,1.26,1461.64,1461.64,286.46,60.8,17.5,337.14,41.67,40.81,65.27,85.11,-135.94,-0.4,-12.95,-22.21,-0.49,0,0,0
(주)상보,027580,2011/12,2007/10/01,,    전자부품 제조업,5,21.31,17.66,28.45,114.77,-3.06,-3.15,49.53,-22.36,14.2,3.98,8.37,4.76,19.85,622,15642.2,1.2,4.99,2.19,8.55,6.84,13.43,27.18,42.71,53.39,0.01,0.51,1.12,3.12,2.64,3.83,85.82,66.46,21.39,-8.3,300.87,704.76,3.65,199.6,50.21,24.95,33946.73,20.65,59.7,129.05,18.65,39.02,60.98,21.32
(주)상보,027580,2012/12,2007/10/01,,    전자부품 제조업,5,39.15,7.24,57.51,10.7,5.96,0.06,14.36,-44,19.45,3.16,13.36,4.7,15.18,626,17957.68,1.49,4.8,3.09,17.44,7.29,12.06,30.26,20.93,50.06,0.02,0.08,1.34,4.28,2.86,3.43,90.73,80.71,38.69,-5.47,172.93,915.85,2.2,126.8,53.54,36.64,43984.86,24.95,74.96,162.18,17.36,33.36,66.64,18.22
(주)상보,027580,2013/12,2007/10/01,,    전자부품 제조업,5,-12.82,2.96,11.6,9.82,24.53,22.44,-13.95,-14.15,15.46,3.99,5.57,4.92,12.88,617,15401.17,1.23,3.23,2.42,22.79,5.71,8.62,42.33,16.01,63.96,0.03,0.05,1.16,3.23,2.52,2.83,80.17,71.34,28.14,-11.07,151.79,1005.48,3.44,139.12,44.75,39.72,35260.95,19.43,51.38,108.19,15.97,48.71,51.29,24.96
(주)상보,027580,2014/12,2007/10/01,,    전자부품 제조업,5,2.84,-3.83,-15.51,0,-7.92,-14.96,9.91,127.93,11.67,-4.45,1.16,-5.68,-15.21,-472,15737.11,1.28,3.42,2.45,15.47,6.35,9.97,36.61,23.59,57.44,0.02,0.08,1.23,3.12,2.66,3.22,92.39,71.27,33.61,-4.21,186.6,844.04,0.59,140.03,51.14,34.89,26353.27,15.1,38.07,92.93,11.6,68.04,31.96,-38.38
(주)상보,027580,2015/12,2007/10/01,,    전자부품 제조업,5,-22.16,-5.55,-0.66,0,-11.86,11.09,-21.44,-3.72,11.48,-0.17,0.18,-0.18,-0.5,-14,8166.42,1.04,2.91,1.96,8.83,5.88,10.98,33.26,41.34,62.08,0.01,0.27,1.01,2.69,2.22,2.96,73.87,53.18,14.53,-15.05,172.5,558.99,0.05,156.58,42.54,36.7,28844.02,17.49,47.31,125.68,16.32,61.25,38.75,-1.05
(주)상보,027580,2016/12,2007/10/01,,    전자부품 제조업,5,-32.93,-9.73,0.63,0,-14.96,-17.69,1.01,-13.11,3.31,-17.04,-7.72,-12.88,-33.3,-845,4916.2,0.76,1.95,1.37,6.46,4.36,10.93,33.4,56.51,83.66,0.01,0,0.74,2.08,1.68,2.27,83.78,63.59,24.68,-9.22,144.44,448.55,-3.79,128.08,47.6,40.91,6933.07,4.66,13.89,39.45,5.85,236.46,-136.46,-291.48
(주)상보,027580,2017/12,2007/10/01,,    전자부품 제조업,5,-43.3,-2.17,-9.52,0,-10.98,-4.38,0.26,20.24,4.96,-11.7,-4.21,-5.34,-13.56,-313,2476.41,0.46,1.16,0.88,3.58,2.85,6.07,60.14,102.05,127.89,0.01,2.77,0.45,1.36,0.95,1.29,97.69,69.46,31.34,-1.16,164.28,405.85,-1.68,135.35,48.78,37.84,13190.91,9.06,29.37,82.31,19.62,83.84,16.16,-59.62
(주)상보,027580,2018/12,2007/10/01,,    전자부품 제조업,5,-3.48,-27.31,-46.46,0,-40.38,-22.35,-32.51,-57.79,17.71,-42.88,1.34,-22.13,-65.78,-1007,2291.65,0.52,1.53,0.98,4.45,3.03,6.07,60.13,82.09,120.55,0.01,0.71,0.49,1.74,1.09,1.45,67.64,55.42,17.65,-21.67,258.82,208.16,0.32,196.31,45.29,27.87,-11902.19,-11.25,-45.68,-259.22,-18.34,0,0,0
(주)상보,027580,2019/12,2007/10/01,,    전자부품 제조업,5,-20.93,-9.64,31.81,0,-3.59,-44.77,32.79,1.53,9.35,-21.53,-2.24,-10.97,-32.32,-306,1619.56,0.51,1.5,1.14,5.88,2.9,5.22,69.89,62.1,125.75,0.01,0.28,0.44,1.88,0.92,1.09,122.11,105.24,16.88,12.05,145.97,166.57,-1.35,82.26,66.56,40.66,1664.27,1.74,6.35,27.86,3.24,560.1,-460.1,-663.88
(주)상보,027580,2020/12,2007/10/01,,    플라스틱제품 제조업,5,11.5,10.01,9.16,0,-1.2,97.23,-33.82,13.98,20.3,5.97,6.37,3.4,8.4,73,1225.11,0.57,1.41,1.2,6.08,3.33,5.23,69.76,60.04,109.47,0.01,0.24,0.53,2.15,1.08,1.32,73.03,55.64,17.94,-14.79,147.87,181.3,1.08,148.62,40.04,40.34,14877.62,14.14,56.67,234.72,26.01,65.06,34.94,22.95
(주)상상인,038540,2011/12,2000/08/18,,    전자부품 제조업,5,9.34,10.22,10.3,149.17,-7.12,-9.36,23.38,-9.98,16.81,11.54,7.7,9.28,12.07,84,726.35,0.8,1.05,2.21,16.09,3.89,4.31,84.65,22.68,93.92,0.03,0.06,0.94,25,1.27,1.37,308.69,287.87,162.32,45.25,29.96,145.76,478.31,42.97,66.93,76.95,9219.34,16.15,546.56,0,21.05,62.61,37.39,54.83
(주)상상인,038540,2012/12,2000/08/18,,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,40.17,54.92,52.76,46.42,17.26,196.99,-15.26,21.96,16.3,12.06,10.43,10.17,13.33,121,959.7,0.84,1.11,1.64,21.45,3.69,4.28,85.3,17.01,98.88,0.03,0.05,1.19,33.5,1.74,1.89,162.04,146.31,31.59,14.02,31.8,144.52,965.1,83.55,36.61,75.87,11087.47,12.53,560.56,0,18.06,62.93,37.07,66.75
(주)상상인,038540,2013/12,2000/08/18,,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,-22.6,4.18,11,-19.04,6.99,17.09,-18.18,21.89,14.51,12.61,6.72,6.63,8.46,66,511.45,0.53,0.67,0.78,13.62,2.86,3.18,114.96,26.8,127.62,0.03,0.08,1.01,23.21,1.61,1.83,175.16,149.83,24.39,12.34,23.7,160.42,30.73,88.13,28.75,80.84,9477,10.28,447.83,0,19.95,78.4,21.6,63.22
(주)상상인,038540,2014/12,2000/08/18,,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,80.6,5.49,8.35,13.18,-3.32,13.72,-14.92,-31.8,13.34,7.9,8.03,7.16,8.74,73,923.67,0.91,1.11,1.22,26.62,5.85,7.58,48.16,13.71,62.34,0.04,0.04,2.2,41.23,3.5,4.03,165.04,145.91,8.82,9.14,20.43,173.81,41,92.51,23.19,83.03,15159.29,15.59,740.93,0,17.67,58.63,41.37,44.73
(주)상상인,038540,2015/12,2000/08/18,,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,-15.22,39.04,16.85,94.5,-6.18,-14.22,215.49,143.13,11.88,18.13,11.43,11.35,15.07,141,777.32,0.63,0.83,1.05,16.22,3.46,3.62,100.71,22.5,105.4,0.04,0.06,1,36.69,1.55,1.72,185.98,169.36,62.4,24.32,43.31,201.58,22.82,67.91,52.61,69.78,16103.96,11.91,838.92,0,22.14,73.01,26.99,81.9
(주)상상인,038540,2016/12,2000/08/18,,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,15.81,-4.28,4.38,-35.15,-8.16,53.97,-56.75,-32.75,5.43,10.15,6.89,6.47,8.87,183,900.19,0.64,0.87,1.04,15.85,3.64,3.49,104.52,23.02,100.21,0.05,0.06,1.01,45.75,1.65,1.85,117.79,101.42,10,3.59,31.42,210.41,-4.05,100.18,23.77,76.09,16754.03,12.95,950.35,0,19.89,99.25,0.75,51.05
(주)상상인,038540,2017/12,2000/08/18,,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,-7.18,12.31,22.45,193.91,-4.86,-5.66,69.92,-12.43,8.31,32.15,24.84,18.3,22.96,548,1637.54,0.57,0.71,0.82,19.51,3.75,4.72,77.28,18.71,97.28,0.03,0.05,1.2,45.46,1.88,2.08,247.33,229.62,102.88,21.43,20.54,252.48,4.78,77.18,35.97,82.96,8676.42,5.97,517.28,0,11.1,181.13,-81.13,289.74
(주)상상인,038540,2018/12,2000/08/18,,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,36.42,49.4,18.19,3.75,9.79,13.44,113.42,-39.71,34.84,24.45,16.7,14.39,19.83,562,2233.89,0.59,0.81,1.07,35.56,7.92,8.92,40.91,10.26,46.09,0.06,0.03,0.86,60.62,1.3,1.35,173.59,170.08,38.89,21.78,52.37,298.4,59.13,74.08,51.38,65.63,52064.82,23.98,2827.22,0,48.81,47.72,52.28,50.1
(주)상상인,038540,2019/12,2000/08/18,,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,37.66,17.99,47.97,228.08,40.37,98.18,-57.89,-44.95,59.05,58.28,32.06,36.16,48.44,1548,2567.61,0.62,0.83,0.93,83.95,15.83,13.95,26.17,4.35,23.05,0.81,0.01,1.14,66.34,1.85,1.89,130.93,127.47,19.71,4.33,21.51,368.66,32.38,99.22,18.34,82.3,112803.87,44.04,4363.72,0,76.82,20.65,79.35,75.86
(주)상상인,038540,2020/12,2000/08/18,,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,-33.57,4.55,14.9,-51.84,-8.37,10.22,-20.71,86.75,48.15,42.25,15.26,15.73,18.19,753,1763.09,0.37,0.43,0.44,54.78,11.06,9.48,38.48,6.66,32.99,0.85,0.02,1.36,39.38,2.32,2.42,162.87,152.72,104.76,5.37,10.56,423.58,97.61,95.19,13.91,90.45,59674.09,22.28,2519.18,0,61.17,32.08,67.92,69.06
(주)상상인인더스트리,101000,2011/12,2009/11/06,,    선박 및 보트 건조업,5,28.81,-6.07,-37.46,0,8.46,21.88,-23.04,-48.48,-5,-32.83,-19,-16.52,-47.87,-1313,4000.06,0.5,1.46,1.16,2.38,3.65,5.92,61.7,153.66,100.1,0.01,9.41,0.45,1.34,0.89,1.41,86.61,61.34,24.17,-7.88,264.69,422.2,-11.53,178.71,51,27.42,-9971.91,-12.84,-38.02,-296.88,-24.72,0,0,0
(주)상상인인더스트리,101000,2012/12,2009/11/06,,    특수 목적용 기계 제조업,5,26.24,-2.72,-30.92,0,30.13,16.4,-21.1,10.74,0.86,-12.59,-8.72,-8.37,-35.63,-636,5049.85,0.67,2.83,1.24,4.18,4.72,6.45,56.62,87.22,77.26,0.01,0.41,0.61,1.41,1.44,2.19,63.44,37.46,12.8,-23.84,413.53,291.66,-3.4,301.12,41.36,19.47,5619.49,7.44,18.08,119.22,11.03,94.28,5.72,-114.13
(주)상상인인더스트리,101000,2013/12,2009/11/06,,    특수 목적용 기계 제조업,5,32.29,15.2,81.78,0,16.68,14.44,16.28,29.27,10.01,6.84,1.63,5.67,22.23,454,6656.01,0.83,3.25,1.42,4.59,6.67,7.27,50.2,79.44,54.7,0.01,0.25,0.85,1.52,1.99,3.52,85.3,46.48,8.37,-7.19,225.44,418.87,0.69,189.56,41.75,30.73,12114.28,13.92,39.45,185.95,17.98,37.94,62.06,38.02
(주)상상인인더스트리,101000,2014/12,2009/11/06,,    특수 목적용 기계 제조업,5,93.29,14.1,11.38,-26.41,5.08,7.06,23.93,11.04,7.24,2.6,3.56,3.64,11.99,265,10201.01,1.4,4.61,2.48,7.46,10.03,9.68,37.7,48.9,36.37,0.02,0.13,1.5,2.66,3.2,5.61,90.15,53.39,15.4,-4.95,233.4,466.54,2.42,182.22,45.35,29.99,10878.59,10.96,36.07,180.3,8.35,50.49,49.51,31.15
(주)상상인인더스트리,101000,2015/12,2009/11/06,,    특수 목적용 기계 제조업,5,-5.97,-1.68,11.84,26.67,4.02,6.83,-11.95,-27.2,11.34,3.51,4.8,4.36,13.61,337,9591.84,1.24,3.88,2.18,7.72,8.33,11.68,31.24,47.29,43.83,0.02,0.23,1.43,2.39,2.89,4.63,109.91,72.86,23.95,3.66,193.09,521.78,3.61,174.06,40.61,34.12,12496.14,12.8,39.49,158.26,10.21,51.05,48.95,34.35
(주)상상인인더스트리,101000,2016/12,2009/11/06,,    특수 목적용 기계 제조업,5,4.91,26.51,29.32,112.87,43.13,50.35,-8.35,23.6,17.33,7.11,12.5,8.27,23.93,360,10062.48,1.16,3.36,1.77,8.6,11.76,18.48,19.75,42.46,31.03,0.02,0.53,1.34,2.03,3.38,5.57,45.83,24.99,5.56,-34.77,186.72,337.39,10.43,202.36,29.42,34.88,21052.6,17.05,67.02,281,16.39,34.94,65.06,43.41
(주)상상인인더스트리,101000,2017/12,2009/11/06,,    특수 목적용 기계 제조업,5,-29.3,27.14,21.44,0,42.44,43,-10.92,-46.44,11.85,-15,0.63,-9.71,-28.56,-438,2629.24,0.65,1.9,0.86,7.16,12.32,9.91,36.84,50.97,29.62,0.02,0.1,0.72,1,2.64,4.19,31.31,22.75,6.86,-45.22,200.17,289.45,0.26,238.29,20.61,33.31,-1662.68,-1.06,-2.16,-17.11,-1.83,0,0,0
(주)상상인인더스트리,101000,2018/12,2009/11/06,,    특수 목적용 기계 제조업,5,-27.53,-55.59,-51.75,0,-75.61,-77.94,30.51,-26.54,-6.22,-187.52,-15.44,-108.87,-318.33,-50181,1643.9,0.58,1.7,0.87,8.58,15.38,10.85,33.63,42.55,23.73,0.03,0.08,0.61,1,1.76,2.22,116.31,98.41,4.69,8.49,176.31,129.96,-7.37,108.94,60.58,36.19,-110823.31,-158.94,-449.29,-1856.81,-168.39,0,0,0
(주)상상인인더스트리,101000,2019/12,2009/11/06,,    특수 목적용 기계 제조업,5,-50.04,-31.34,-2.1,0,-69.61,-62.18,-11.27,5.95,10.07,-24.48,-1.47,-13.69,-32.23,-195,544.47,0.56,1.32,1.74,4.91,6.52,5.6,65.17,74.29,56.01,0.02,0.17,0.49,1.94,0.82,0.99,217.08,177.2,8.62,42.22,93.78,80.04,-0.75,42.08,78.28,51.61,-2944.44,-6.15,-37.35,-310.46,-8.95,0,0,0
