회사명,거래소코드,회계년도,[제조]총자본증가율(IFRS연결),[제조]유형자산증가율(IFRS연결),[제조]비유동자산증가율(IFRS연결),[제조]유동자산증가율(IFRS연결),[제조]재고자산증가율(IFRS연결),[제조]자기자본증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]매출액증가율(IFRS연결),[제조]매출액총이익률(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]총자본사업이익률(IFRS연결),[제조]총자본순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]1주당순이익(IFRS연결),[제조]1주당매출액(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결),[제조]유동자산회전률(IFRS연결),[제조]당좌자산회전률(IFRS연결),[제조]재고자산회전률(IFRS연결),[제조]1회전기간(IFRS연결),[제조]운전자본회전률(IFRS연결),[제조]순운전자본회전률(IFRS연결),[제조]유형자산회전율(IFRS연결),[제조]비유동자산회전률(IFRS연결),[제조]매출채권회전기간(IFRS연결),[제조]매출채권회전률(IFRS연결),[제조]재고자산회전기간(IFRS연결),[제조]매입채무회전기간(IFRS연결),[제조]매입채무회전률(IFRS연결),[제조]유동비율(IFRS연결),[제조]당좌비율(IFRS연결),[제조]현금비율(IFRS연결),[제조]자기자본배율(IFRS연결),[제조]순운전자본비율(IFRS연결),[제조]부채비율(IFRS연결),[제조]이자보상배율(이자비용)(IFRS연결),[제조]비유동비율(IFRS연결),[제조]유동자산구성비율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]부가가치(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결),상장일,상장폐지일,소속코드,산업명
(주)다우데이타,032190,2015/12,27.54,0.66,33.43,26.52,-13.27,34.14,239.28,26.09,41.94,19.69,4.35,4.05,25.62,2479,36629.8,0.21,0.92,0.24,0.24,62.04,0.05,0.02,0.18,4.51,1.36,23.56,15.49,5.88,11.19,32.61,309.66,308.65,10.98,2174.1,57.28,362.85,36.46,71.25,84.61,21.61,592802.72,8.31,205.16,82818.43,45.33,29.45,70.55,43.43,1999/12/21,,5,    기계장비 및 관련 물품 도매업
(주)다우데이타,032190,2016/12,42.64,-7.05,46.34,41.96,-72.9,11.84,-75.55,5.41,40.03,12.63,3.08,2.01,5.16,606,38379.98,0.16,0.85,0.19,0.19,110.77,0.07,0.01,0.14,4.92,1.02,17.88,20.41,3.3,7.81,46.72,223.59,223.45,5.77,2266.45,46.55,492.93,35.65,93.64,84.21,16.87,494391.28,4.86,183.38,60011.61,35.87,35.71,64.29,35.21,1999/12/21,,5,    기계장비 및 관련 물품 도매업
(주)다우데이타,032190,2017/12,33.29,-6.67,18.2,36.12,75.84,8.95,68.78,17.12,42.13,14.61,3.01,1.99,7.9,935,42151.06,0.14,0.85,0.16,0.16,220.58,0.1,0.01,0.11,6.18,0.92,13.21,27.64,1.65,5.33,68.49,210.16,209.99,4.71,2469.36,45.08,553.47,49.39,91.52,85.99,15.3,608475.87,4.49,242.21,89271.83,37.69,32.62,67.38,38.76,1999/12/21,,5,    기계장비 및 관련 물품 도매업
(주)다우데이타,032190,2018/12,45.78,10.48,71.34,41.62,-15.55,-7.93,-7.67,56.42,30.83,9.22,2.19,1.4,7.28,863,65934.67,0.15,1.09,0.18,0.18,293.45,0.16,0,0.11,9.52,0.98,9.11,40.07,1.24,3.92,93.13,157.91,157.84,5.22,2273.53,30.64,667.16,45.41,126.29,83.54,13.04,648260.72,3.28,252.71,85965.16,25.67,35.61,64.39,35.93,1999/12/21,,5,    기계장비 및 관련 물품 도매업
(주)다우데이타,032190,2019/12,27.54,37.68,34.8,26.11,-53.25,39.75,106.43,29.17,32.66,12.53,2.5,1.82,13.08,1782,85169.09,0.15,1.22,0.17,0.17,564.14,0.23,0,0.11,9.85,0.85,7.2,50.68,0.65,3.41,107.1,155.74,155.72,2.95,3177.23,29.56,808.01,62.94,157.98,82.6,11.01,855136.62,3.39,234.53,127976.72,26.22,30.72,69.28,47.81,1999/12/21,,5,    기계장비 및 관련 물품 도매업
(주)다우데이타,032190,2020/12,54.66,-7.28,-4.23,67.07,-22.04,23.17,40.83,56.16,32.16,12.92,3.29,2.05,14.16,2510,133000.16,0.16,1.67,0.18,0.18,1553.85,0.33,0,0.11,13.78,1.19,5.36,68.15,0.23,2.57,142.13,172.44,172.43,6.42,3913.28,37.48,1075.28,88.8,126.62,89.23,8.51,1393638.6,3.57,423.84,284457.26,27.36,22.36,77.64,47.21,1999/12/21,,5,    기계장비 및 관련 물품 도매업
(주)다우데이타,032190,2021/12,20.52,13.47,89.43,12.2,38.83,22.93,52.94,29.18,31.49,13.71,3.06,2.1,17.6,3838,171802.98,0.15,1.61,0.18,0.18,1918.38,0.36,0,0.11,17.34,1.08,4.44,82.26,0.19,1.85,197.21,172.81,172.79,6.47,4810.65,35,865.64,101.29,163.52,83.07,10.36,1786266.13,3.8,492.87,338074.27,27.15,22.37,77.63,50.49,1999/12/21,,5,    기계장비 및 관련 물품 도매업
(주)다원시스,068240,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010/09/14,,5,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)다원시스,068240,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010/09/14,,5,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)다원시스,068240,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010/09/14,,5,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)다원시스,068240,2014/12,0,0,0,0,0,0,0,0,35.16,11.32,6.03,4.88,9.33,532,4409.32,0.43,0.83,0.8,0.81,36.14,0.01,0.03,0.55,1.23,0.94,146.68,2.49,10.1,57.88,6.31,221.27,216.39,27.2,1052.12,29.65,93.11,16.44,88.65,54.1,51.78,16853.52,13.7,45.79,1937.25,31.8,45.55,54.45,35.61,2010/09/14,,5,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)다원시스,068240,2015/12,61.81,25.84,40.5,79.89,88.3,104.11,43.9,26.4,33.92,12.31,5.3,5.12,8.83,656,4840.95,0.42,0.68,0.72,0.74,31.69,0.01,0.04,0.55,1.38,0.99,142.16,2.57,11.52,48,7.6,404.75,395.41,46.53,1628.29,45.28,50.56,7.13,60.01,60.14,66.42,22769.03,11.44,42.01,1811.38,33.98,47.86,52.14,36.21,2010/09/14,,5,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)다원시스,068240,2016/12,19.6,6.57,26.07,15.32,44.29,5.69,-17.02,10.74,30.97,9.12,4.47,3.1,5.31,296,3086.68,0.34,0.55,0.58,0.59,22,0.01,0.06,0.43,1.33,0.83,231.79,1.57,16.59,54.71,6.67,226.94,220.39,27.95,1135.05,32.43,71.12,5.01,71.9,57.98,58.44,22498.59,9.45,40.13,917.05,30.32,47.9,52.1,30.07,2010/09/14,,5,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)다원시스,068240,2017/12,47.43,78.79,79.45,24.24,153.16,27.27,-10.24,50.23,32.58,4.84,3.19,1.83,4.08,284,4593.38,0.38,0.7,0.72,0.75,15.84,0,0.11,0.47,1.38,0.8,235.7,1.55,23.04,42.22,8.65,163.71,154.08,16.61,1429.14,19.02,95.9,2.55,100.18,48.86,51.05,35594.74,10.14,35.2,836.97,31.93,53.25,46.75,15.17,2010/09/14,,5,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)다원시스,068240,2018/12,1.85,12.93,8.89,-5.53,439.27,12.6,25.77,15.51,28.61,4.69,2.68,1.7,4.31,329,4979.5,0.36,0.68,0.77,0.96,3.99,0,0,0.49,1.17,0.69,181.07,2.02,91.41,28.24,12.93,179.57,119.26,18.36,1497.94,20.08,79.01,1.83,97.88,45.32,55.86,32397.54,9.07,28.56,199.04,25.16,40.32,59.68,18.62,2010/09/14,,5,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)다원시스,068240,2019/12,49.92,20.7,31.67,71.93,-17.84,7.8,-46.62,35.98,21.86,2.43,2.1,0.95,2.09,161,6532.74,0.39,0.85,0.79,1.03,3.53,0,0,0.45,1.36,0.77,128.59,2.84,103.3,23.97,15.23,113.43,95.23,49,1565,6.16,154.23,1.89,122.09,51.98,39.33,46625.65,8.7,50.35,279.81,26.63,51.33,48.67,9.11,2010/09/14,,5,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)다원시스,068240,2020/12,14.14,33.89,3.11,24.33,-20.35,5.61,249.67,41.62,20.5,5.94,3.02,2.57,6.86,560,9206.45,0.43,1.14,0.79,0.91,6.18,0.01,0,0.42,1.51,0.95,155.8,2.34,59.1,23.8,15.34,111.04,99.62,28.03,1644.73,5.63,174.76,4.49,119.2,56.62,36.4,64209.6,10.5,36.91,116.93,25.9,48.57,51.43,22.93,2010/09/14,,5,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)다원시스,068240,2021/12,10.63,0.77,3.58,16.04,-6.26,20.26,0,19.16,9.16,-6.18,-2.15,-2.83,-7.21,-609,9812.64,0.46,1.2,0.79,0.87,8.57,0,0,0.43,1.56,1.09,220.45,1.66,42.6,23.27,15.68,126.07,115.6,31.37,1692.49,12.28,152.17,-4.36,102.42,59.38,39.66,41078,6.07,23.58,77.46,13.9,84.59,15.41,-44.44,2010/09/14,,5,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)대국,042340,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000/06/22,2012/04/13,4,    상품 종합 도매업
(주)대동스틸,048470,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002/01/10,,5,    1차 철강 제조업
(주)대동스틸,048470,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002/01/10,,5,    1차 철강 제조업
(주)대동스틸,048470,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002/01/10,,5,    1차 철강 제조업
(주)대동스틸,048470,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002/01/10,,5,    1차 철강 제조업
(주)대동스틸,048470,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002/01/10,,5,    1차 철강 제조업
(주)대동스틸,048470,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002/01/10,,5,    1차 철강 제조업
(주)대동스틸,048470,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002/01/10,,5,    1차 철강 제조업
(주)대동스틸,048470,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002/01/10,,5,    1차 철강 제조업
(주)대동스틸,048470,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002/01/10,,5,    1차 철강 제조업
(주)대동스틸,048470,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002/01/10,,5,    1차 철강 제조업
(주)대동스틸,048470,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002/01/10,,5,    1차 철강 제조업
(주)대륙제관,004780,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/12/29,,5,    기타 금속 가공제품 제조업
(주)대륙제관,004780,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/12/29,,5,    기타 금속 가공제품 제조업
(주)대륙제관,004780,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/12/29,,5,    기타 금속 가공제품 제조업
(주)대륙제관,004780,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/12/29,,5,    기타 금속 가공제품 제조업
(주)대륙제관,004780,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/12/29,,5,    기타 금속 가공제품 제조업
(주)대륙제관,004780,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/12/29,,5,    기타 금속 가공제품 제조업
(주)대륙제관,004780,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/12/29,,5,    기타 금속 가공제품 제조업
(주)대륙제관,004780,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/12/29,,5,    기타 금속 가공제품 제조업
(주)대륙제관,004780,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/12/29,,5,    기타 금속 가공제품 제조업
(주)대륙제관,004780,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/12/29,,5,    기타 금속 가공제품 제조업
(주)대륙제관,004780,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/12/29,,5,    기타 금속 가공제품 제조업
(주)대림제지,017650,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/11/07,,5,"    펄프, 종이 및 판지 제조업"
(주)대림제지,017650,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/11/07,,5,    기타 종이 및 판지 제품 제조업
(주)대림제지,017650,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/11/07,,5,    기타 종이 및 판지 제품 제조업
(주)대림제지,017650,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/11/07,,5,    기타 종이 및 판지 제품 제조업
(주)대림제지,017650,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/11/07,,5,    기타 종이 및 판지 제품 제조업
(주)대림제지,017650,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/11/07,,5,    기타 종이 및 판지 제품 제조업
(주)대림제지,017650,2017/12,0,0,0,0,0,0,0,0,11.67,2.76,2.12,1.36,2.5,73,2622.65,0.49,0.91,2.42,2.74,21.07,0.01,0.07,1.02,0.72,0.62,85.86,4.25,17.32,33.75,10.81,73.34,64.91,21.25,2893.67,-7.42,83.36,13.52,145.93,20.41,54.54,19612.08,8.21,14.27,54.97,16.62,48.02,51.98,16.6,1994/11/07,,5,    기타 종이 및 판지 제품 제조업
(주)대림제지,017650,2018/12,8.37,9.35,14.32,-14.82,7.21,16.91,295.56,24.13,19.07,8.79,5.41,5.18,9.12,287,3255.61,0.59,1.04,3.25,3.73,25.25,0.02,0.06,1.37,0.86,0.72,65.31,5.59,14.46,24.79,14.72,72.62,62.12,17.44,3382.92,-6.05,69.97,10.06,142.71,16.04,58.83,32650.84,12.62,18.47,46.43,22.29,37.42,62.58,39.43,1994/11/07,,5,    기타 종이 및 판지 제품 제조업
(주)대림제지,017650,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/11/07,,5,    기타 종이 및 판지 제품 제조업
(주)대림제지,017650,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/11/07,,5,    기타 종이 및 판지 제품 제조업
(주)대림제지,017650,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994/11/07,,5,    기타 종이 및 판지 제품 제조업
(주)대명소노시즌,007720,2011/12,-7.07,-0.79,-2.5,-9.57,-34.81,6.22,0,-28.89,16.01,-32.24,-8.33,-6.84,-9.2,0,239.35,0.21,0.26,0.33,0.35,7.68,0.02,0.11,0.29,1.26,0.59,32.36,11.28,47.5,37.58,9.71,499.49,481.51,43.96,179.43,50.26,20.87,-10.93,44.91,62.85,82.73,-3478.3,-3.18,-18.2,-37.68,-14.42,0,0,0,1994/01/06,,5,    기계장비 및 관련 물품 도매업
(주)대명소노시즌,007720,2012/12,-9.52,-29.57,-6.85,-11.09,69.33,-20.76,0,-43.31,24.36,-125.27,-4.02,-16.42,-20.2,-854,135.69,0.13,0.17,0.21,0.22,4.1,0.02,0.22,0.16,0.84,0.35,131.96,2.77,89.05,162.74,2.24,261.47,243.54,55.05,142.18,38.13,39.42,-12.1,53.33,61.75,71.73,-8841.6,-8.92,-65.67,-452.42,-64.64,0,0,0,1994/01/06,,5,    영상 및 음향기기 제조업
(주)대명소노시즌,007720,2013/12,-2.4,-60.67,-15.35,5.62,35.92,7.55,0,1147.11,19.43,3.24,6.8,5.65,7.26,58,8461.1,1.74,2.31,2.71,2.94,34.46,0.1,0.03,2.03,18.19,4.87,19.65,18.58,10.59,20.59,17.73,347.15,316.52,84.89,152.92,47.58,26.23,194.97,41.87,66.83,79.22,30056,31.07,567.64,18543.36,17.62,48.74,51.26,18.4,1994/01/06,,5,    영상 및 음향기기 제조업
(주)대명소노시즌,007720,2014/12,24.27,-16.61,40.73,16.11,11.95,15.26,120.91,5.05,23.04,6.63,7.31,10.95,14.37,124,1777.62,1.65,2.16,2.57,2.81,29.65,0.03,0.05,1.91,36.91,4.64,39.49,9.24,12.31,20.32,17.96,257.44,235.54,39,176.27,38.18,35.09,225.92,50.75,62.44,74.03,24050.15,20.01,544.66,6493.37,13.42,66.61,33.39,49.41,1994/01/06,,5,    영상 및 음향기기 제조업
(주)대명소노시즌,007720,2015/12,-6.03,-15.8,-3.61,-7.49,-2.15,-5.88,0,14.67,19.25,-2.55,-3.22,-4.49,-5.88,0,2038.46,1.76,2.38,2.84,3.12,32.53,0.03,0.04,2.05,50.53,4.63,47.02,7.76,11.22,23.82,15.32,254.83,231.9,61.26,165.91,37.35,35.11,-21.65,52.06,61.47,74.01,25233.96,22.34,678.7,12169.27,12.28,74.03,25.97,-20.73,1994/01/06,,5,    영상 및 음향기기 제조업
(주)대명소노시즌,007720,2016/12,31.95,8.64,-15.7,61.83,-2.88,16.37,0,5.83,20.35,-0.73,0.75,-1.22,-1.68,-15,2157.25,1.66,2.41,2.39,2.57,35.31,0.04,0.03,1.86,56.06,5.42,43.94,8.31,10.34,26.24,13.91,463.24,438.22,229.84,193.07,59.11,53.33,0.23,37.74,75.38,65.22,30593.46,20.53,757.4,7281.99,14.07,63.37,36.63,-5.22,1994/01/06,,5,    상품 종합 도매업
(주)대명소노시즌,007720,2017/12,181.18,7621.52,833.35,-31.79,117.85,9.4,0,8.31,18.26,7.48,3.04,6.21,10.98,111,2336.53,0.83,2.01,2.49,2.78,24.42,0.04,0.05,1.36,1.49,1.24,37.06,9.85,14.94,23.77,15.36,58.09,48.07,7.5,211.21,-13.19,206.03,1.44,250.06,18.29,32.68,53916.75,12.87,17.29,3388.98,22.89,32.08,67.92,32.69,1994/01/06,,5,    상품 종합 도매업
(주)대명소노시즌,007720,2018/12,-1.62,-16.83,-19.09,76.43,319.81,-3.27,-138.08,19.29,19.53,-2.83,2.24,-1.91,-4.07,-42,2787.31,0.68,2.1,2.65,3.93,8.18,0.02,0,1.17,0.98,0.91,24.94,14.64,44.63,15.16,24.07,99.84,58.86,37.45,204.3,-0.05,216.22,0.9,212.5,32.8,31.62,42652.74,10.35,16.54,1438.26,15.18,68.94,31.06,-18.65,1994/01/06,,5,    상품 종합 도매업
(주)대명소노시즌,007720,2019/12,-40.89,-99.05,-85.24,49.97,-76.5,60.87,0,-22.21,17.42,28.96,2.01,19.3,47.51,633,2168.31,0.67,1.48,1.29,1.62,6.38,0.01,0,0.8,1.67,1.37,35.86,10.18,57.23,19.84,18.39,275.24,257.53,211.76,328.67,52.98,47.11,1.72,24.69,83.22,67.98,25344.33,10.4,1029.28,24893.99,11.6,64.42,35.58,249.73,1994/01/06,,5,    상품 종합 도매업
(주)대명소노시즌,007720,2020/12,-6.16,-64.5,-7.96,-5.8,-12.37,-2.91,0,-40.81,15.92,-3.23,-1.22,-1.77,-2.56,-41,1283.51,0.55,0.79,0.66,0.7,10.57,0.02,0.13,0.49,77.55,3.29,52.16,7,34.52,36.63,9.96,298.8,280.92,106.72,319.09,55.58,42.18,-11.81,23.4,83.54,70.33,10658.45,4.66,1219.34,3896.53,8.24,100.72,-0.72,-39.15,1994/01/06,,5,    상품 종합 도매업
(주)대명소노시즌,007720,2021/12,-16.68,-21.46,4.84,-20.92,-48.77,-14.8,0,16.24,17.98,-15.11,-8.58,-10.84,-15.38,-225,1491.96,0.72,1.01,0.88,0.93,17.4,0.04,0.06,0.66,192.73,3.9,30.9,11.81,20.97,26.63,13.71,305.66,293.81,70.42,271.88,53.35,38.89,-7.98,28.77,79.29,72,-294.13,-0.15,-42.84,-339.41,-0.2,0,0,0,1994/01/06,,5,    상품 종합 도매업
(주)대성미생물연구소,036480,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000/04/04,,5,    의약품 제조업
(주)대성미생물연구소,036480,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000/04/04,,5,    의약품 제조업
(주)대성미생물연구소,036480,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000/04/04,,5,    의약품 제조업
(주)대성미생물연구소,036480,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000/04/04,,5,    의약품 제조업
(주)대성미생물연구소,036480,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000/04/04,,5,    의약품 제조업
(주)대성미생물연구소,036480,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000/04/04,,5,    의약품 제조업
(주)대성미생물연구소,036480,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000/04/04,,5,    의약품 제조업
(주)대성미생물연구소,036480,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000/04/04,,5,    의약품 제조업
(주)대성미생물연구소,036480,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000/04/04,,5,    의약품 제조업
(주)대성미생물연구소,036480,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000/04/04,,5,    의약품 제조업
(주)대성미생물연구소,036480,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000/04/04,,5,    의약품 제조업
(주)대성엘텍,025440,2011/12,-22.53,-10.36,-5.73,-35.62,-31.59,-33.11,0,-7.71,1.82,-5.26,-4.84,-9.48,-40.66,-321,6102,1.8,7.73,3.46,5.9,8.4,0.02,0.19,1.45,4.46,3.76,37.83,9.65,43.44,28.25,12.92,63.18,36.16,2.49,126.56,-27.21,366.91,-1.38,248.91,46.69,21.42,19280.97,15.65,35.76,85.05,7.58,119.29,-19.29,-69.4,1995/05/22,,5,    영상 및 음향기기 제조업
(주)대성엘텍,025440,2012/12,4.98,2.8,4.35,5.7,-8.61,-0.41,0,4.47,6.55,-3.2,2.91,-6.74,-32.33,-194,6116.93,2.11,10.09,4.49,7.46,11.29,0.02,0.48,1.79,4.86,3.96,29.72,12.28,32.33,17,21.47,69.82,44,4.99,102.52,-20.32,392.18,0.62,260.8,47.01,20.32,28645.24,22.15,51.68,151.86,10.78,73.95,26.05,-29.71,1995/05/22,,5,    영상 및 음향기기 제조업
(주)대성엘텍,025440,2013/12,-15.06,-11.44,-9.14,-21.73,-17.9,-0.1,0,19.91,3.81,-7.53,-1.78,-20.07,-91.37,-444,5271.78,2.66,12.14,5.88,9.45,15.57,0.03,0.13,2.57,6.1,4.87,25.03,14.58,23.44,16.32,22.37,90.76,55.55,3.34,76.35,-4.41,318.49,-0.49,237.21,43.32,23.9,15259.96,13.89,32.1,151.06,4.79,154.53,-54.53,-157.24,1995/05/22,,5,    영상 및 음향기기 제조업
(주)대성엘텍,025440,2014/12,0.56,0.06,-1.81,3.65,8.09,2.73,0,23.21,5.12,0.52,6.41,1.84,7.61,29,5710.3,3.56,14.76,8.1,13.43,20.45,0.04,0.08,3.77,8,6.36,17.98,20.3,17.85,12.61,28.95,83.92,49.97,3.52,78.43,-8.55,309.63,1.98,226.73,44.65,24.41,36741.17,33.27,75.18,358.45,9.36,65.24,34.76,5.51,1995/05/22,,5,    영상 및 음향기기 제조업
(주)대성엘텍,025440,2015/12,5.97,-8.08,-4.19,18.57,19.52,4.06,-30.86,-9.52,5.09,0.39,3.64,1.23,5.09,20.38,5166.51,3.12,12.91,6.59,11.1,16.22,0.03,0.11,3.23,7.54,5.93,22.05,16.55,22.5,15.6,23.4,109.48,64.84,5.95,81.62,4.33,317.14,1.25,208.76,49.96,23.97,37506.4,32.04,84.16,536.49,10.56,65.43,34.57,3.73,1995/05/22,,5,    영상 및 음향기기 제조업
(주)대성엘텍,025440,2016/12,0.06,0.84,-0.51,0.63,-14.35,75.33,10.14,3.23,5.47,0.42,4.94,1.32,3.99,20,3699.78,3.13,9.49,6.25,10.04,16.57,0.03,0.15,3.24,8.09,6.28,26.18,13.94,22.03,15.31,23.84,105.95,69.17,4.18,99.27,2.82,138.06,2.04,118.46,50.24,42.01,39175.69,33.45,86.64,403.74,10.68,65.75,34.25,3.94,1995/05/22,,5,    영상 및 음향기기 제조업
(주)대성엘텍,025440,2017/12,-8.76,-5.45,-8.43,-9.09,-1.94,-4.87,-364.97,-4.4,4.26,-1.17,1.87,-3.65,-8.52,-41,3535.81,3.13,7.3,6.24,9.75,17.33,0.03,0.21,3.16,7.92,6.28,27.55,13.25,21.06,14.19,25.71,99.05,61.96,5.8,94.29,-0.48,128.33,1.5,114.03,50.06,43.8,32403.88,30.33,75.28,395.11,9.24,80.59,19.41,-12.62,1995/05/22,,5,    영상 및 음향기기 제조업
(주)대성엘텍,025440,2018/12,2.79,-0.45,3.91,1.66,8.4,-7.15,0,-0.71,3.32,-0.8,-1.3,-2.58,-6.19,-28,3497.28,3.21,7.75,6.45,10.53,16.68,0.03,0.15,3.24,8.1,6.4,24.55,14.87,21.88,14.74,24.77,102.57,61.63,3,87.19,1.24,155.2,-1.03,128.84,49.51,39.18,34895.38,31.77,81.66,381.75,10.03,81.67,18.33,-8.02,1995/05/22,,5,    영상 및 음향기기 제조업
