[제조]자기자본구성비율,[제조]순운전자본회전률,[제조]비유동자산회전률,[제조]총자본증가율,[제조]유동비율,[제조]비유동자산증가율,[제조]1주당매출액,[제조]총자본순이익률,[제조]부가가치율,year,label
42.57,0.42,0.5,2.3,61.0,8.77,4123.07,-4.61,35.14,2013,0
46.17,0.71,0.75,18.9,75.34,22.32,6444.79,0.09,32.49,2015,0
41.15,1.14,1.31,29.39,91.92,28.6,14982.7,-0.83,20.94,2017,0
34.74,1.53,1.97,48.95,104.82,39.87,30303.37,8.28,12.75,2018,0
85.1,0.54,1.37,-21.93,485.25,-0.02,2359.26,-2.2,16.13,2011,0
65.31,2.3,7.6,86.0,237.19,12.72,13898.18,24.2,19.36,2012,0
65.88,1.04,3.71,26.03,241.87,71.62,9751.82,15.49,25.37,2013,0
79.32,0.87,1.48,-11.46,429.29,14.7,2832.04,5.06,24.61,2014,0
66.56,1.03,1.61,19.82,200.18,44.84,3755.17,0.39,12.33,2015,0
56.69,0.93,0.55,15.09,137.54,16.52,2036.42,-4.8,4.01,2017,0
58.64,1.02,0.55,-7.59,136.87,-3.78,2158.52,-2.73,12.75,2018,0
37.22,0.68,5.58,-20.47,125.57,-4.08,610.66,-3.77,-8.34,2011,0
73.99,1.24,3.59,0.12,266.45,-15.64,1031.23,21.85,35.94,2014,0
46.84,0.53,3.22,56.64,171.9,1.43,792.03,-21.47,-0.47,2015,0
49.14,1.85,8.13,-28.63,125.46,26.79,2235.73,-60.81,-13.76,2016,0
45.66,1.43,1.98,187.78,55.32,333.07,1843.46,13.55,17.23,2017,0
40.82,0.79,1.52,50.57,96.73,-7.92,1761.06,2.94,14.41,2018,0
62.73,1.0,4.29,33.51,196.55,215.81,714.79,1.2,22.02,2017,0
22.99,0.86,3.08,187.78,90.39,333.07,1514.07,2.6,52.83,2018,0
49.77,0.89,1.42,49.95,153.83,45.51,3278.23,9.94,39.06,2011,0
42.86,1.04,1.32,21.13,120.43,58.03,4667.66,1.35,26.69,2012,0
44.59,0.99,1.08,2.14,102.15,2.2,4755.94,2.54,34.14,2013,0
49.54,1.19,1.27,17.25,89.99,31.77,5163.41,6.39,34.67,2015,0
46.34,1.41,1.45,17.24,127.23,4.41,6852.68,4.22,30.15,2016,0
59.3,2.13,2.38,4.66,129.19,4.17,11694.71,7.43,20.77,2017,0
67.34,1.79,1.97,5.71,158.58,3.46,8157.34,12.28,28.32,2018,0
73.14,0.99,5.38,155.89,345.47,-1.12,11990.26,14.81,35.98,2014,0
78.66,0.76,4.16,44.16,413.42,114.38,5727.35,2.41,25.32,2015,0
79.18,0.85,2.46,21.74,348.56,111.7,6363.94,-5.19,17.95,2016,0
78.41,1.13,2.38,-7.59,333.63,-5.25,8123.1,-5.04,20.12,2017,0
77.7,0.91,1.74,-31.89,298.89,-22.11,5152.45,-1.38,11.65,2018,0
57.73,0.79,1.06,6.76,209.53,-4.67,1396.61,-1.07,15.09,2011,0
46.22,0.58,1.14,5.25,175.11,-16.26,1346.09,-4.26,12.06,2012,0
48.77,0.48,1.26,4.43,132.14,5.11,1314.48,-0.6,23.06,2013,0
39.88,0.42,1.1,-12.95,101.3,-1.8,1164.73,-14.73,-1.97,2014,0
43.17,0.49,1.11,-21.61,85.76,-7.32,951.11,-24.43,-18.86,2015,0
66.65,0.7,1.26,13.02,165.73,19.57,1263.88,-7.71,14.25,2017,0
44.82,1.45,4.05,9.41,117.51,7.77,7299.22,6.38,26.98,2011,0
50.14,1.4,3.11,-5.97,115.25,-2.88,5450.88,-1.75,22.13,2013,0
57.76,1.64,3.72,15.75,150.37,2.58,5020.57,9.36,22.59,2014,0
60.84,1.4,3.42,2.73,166.4,-2.89,4611.09,4.64,20.52,2015,0
55.62,1.34,3.55,14.46,147.65,10.77,4968.37,2.76,19.07,2016,0
46.52,1.69,5.47,10.15,138.92,-8.06,7712.54,-3.78,10.66,2017,0
48.44,1.43,5.27,-12.05,141.35,-10.54,6754.0,-4.05,10.44,2018,0
84.81,0.93,2.69,103.46,602.16,41.17,2246.5,13.24,48.94,2013,0
86.89,0.59,1.51,33.36,657.04,51.63,1242.5,2.72,27.55,2014,0
94.77,0.65,1.16,2.77,2175.66,36.72,1312.33,0.58,30.76,2015,0
63.19,0.59,0.75,35.9,2018.01,45.91,1200.3,-1.2,39.85,2016,0
57.93,0.5,0.55,-15.3,223.56,6.35,1088.67,-9.04,14.23,2017,0
45.78,0.67,0.74,1.57,174.63,-0.9,1486.77,-6.78,17.07,2018,0
59.44,0.8,1.39,47.72,323.63,19.73,927.62,5.56,54.79,2016,0
78.66,0.78,1.37,12.02,384.02,27.98,1117.3,-0.05,47.4,2017,0
83.35,0.61,1.21,26.0,483.56,-5.78,973.24,9.0,75.93,2018,0
72.73,1.03,1.29,34.39,332.93,3.43,7325.19,8.03,28.09,2015,0
74.19,0.73,0.97,4.9,246.74,23.48,5078.57,5.53,30.44,2016,0
82.55,1.21,1.3,-3.33,339.7,1.5,7566.52,8.83,27.67,2017,0
74.74,0.96,1.08,17.94,472.75,-0.4,6357.19,3.73,25.76,2018,0
61.46,1.03,2.91,57.36,221.48,22.94,7768.82,11.52,27.65,2015,0
69.64,1.04,2.24,-5.61,256.78,14.37,6044.93,6.16,29.09,2016,0
38.56,0.74,3.19,83.87,133.19,0.12,8605.12,2.08,26.48,2017,0
37.18,0.58,2.93,17.98,135.01,61.19,10336.41,4.78,27.34,2018,0
42.05,0.56,1.09,13.7,116.91,0.86,3654.62,-3.76,18.37,2011,0
42.36,0.62,1.85,0.53,130.42,-29.88,5275.74,0.68,22.31,2012,0
36.46,0.77,1.84,-0.1,124.36,19.96,4612.94,-7.83,17.25,2014,0
66.28,1.57,2.69,13.04,207.92,8.84,3438.11,-6.62,10.15,2011,0
77.5,0.78,0.48,7.29,153.46,-10.22,1002.49,4.61,30.28,2014,0
60.86,0.7,0.82,2.93,146.85,-29.56,598.35,-22.88,-29.82,2015,0
51.85,0.57,0.72,15.99,62.14,76.61,1239.42,-31.36,-28.15,2016,0
56.42,0.51,0.44,-5.8,59.05,3.89,497.26,-14.19,-1.54,2018,0
59.01,0.59,2.31,-7.4,182.18,-7.53,3513.59,10.8,42.52,2011,0
73.28,1.11,2.65,14.0,227.15,28.33,4272.26,14.77,24.8,2013,0
75.24,0.92,2.42,15.08,291.77,-15.27,4055.39,12.34,33.25,2014,0
80.88,0.77,3.03,34.0,428.07,-6.6,4288.08,6.01,22.93,2015,0
72.93,0.82,2.36,1.42,262.41,59.23,4925.27,-4.01,8.7,2016,0
71.02,1.06,3.07,-4.88,251.48,-4.56,6260.03,-5.74,8.78,2017,0
72.89,1.03,3.28,-0.62,284.97,-14.85,6046.32,5.75,21.26,2018,0
77.27,0.91,3.23,10.17,339.29,4.71,4120.34,7.99,47.57,2011,0
74.76,1.09,2.78,-13.77,253.69,46.27,4477.63,0.13,42.88,2012,0
71.89,1.26,2.46,15.47,236.65,5.15,4816.06,8.27,43.12,2013,0
71.43,1.01,2.44,4.3,262.5,-13.14,4581.71,4.75,42.96,2014,0
72.62,0.92,2.63,8.56,303.23,0.17,4601.01,8.21,48.31,2015,0
76.83,0.84,2.56,12.24,338.94,6.71,4631.23,7.56,47.73,2016,0
61.68,0.73,2.2,22.25,192.32,42.95,4853.56,0.89,41.28,2017,0
76.09,0.39,0.65,67.86,233.22,88.66,1288.37,2.31,28.76,2016,0
84.76,0.45,0.53,-10.08,264.99,23.77,1077.63,0.13,25.48,2017,0
34.2,0.19,0.42,180.41,90.84,81.34,1339.52,-4.58,48.93,2018,0
87.73,0.55,1.84,82.17,779.76,37.02,4015.41,-21.51,-17.23,2018,0
88.84,0.13,1.24,187.78,2214.57,46.6,253.23,-26.86,43.42,2015,0
60.25,0.16,0.9,108.57,2214.57,333.07,614.76,-9.69,11.13,2016,0
73.92,0.1,0.28,-19.95,240.05,71.53,421.93,-27.36,-179.79,2017,0
49.44,0.17,0.18,30.57,276.45,120.66,254.6,-32.83,-231.68,2018,0
38.38,0.45,0.58,-8.54,66.98,-13.51,2926.63,-13.31,5.69,2011,0
68.42,0.98,8.02,-0.6,275.44,11.83,13933.67,14.82,36.23,2011,0
69.09,0.92,7.55,32.32,285.6,18.13,7825.87,13.32,36.53,2012,0
65.42,0.91,7.6,23.94,250.05,24.48,8839.3,12.5,36.61,2013,0
76.77,1.07,3.59,-5.71,237.12,203.35,9340.09,8.22,35.46,2014,0
82.23,1.16,1.67,-13.42,265.31,1.15,6566.85,-4.88,34.97,2015,0
79.28,1.66,2.0,4.22,220.15,6.68,8183.59,0.55,33.46,2016,0
69.66,1.17,1.66,4.22,168.75,-5.97,6803.58,-6.49,30.64,2017,0
72.49,1.38,2.34,1.07,197.54,-5.32,9031.92,4.18,38.48,2018,0
49.4,2.14,2.88,9.94,137.28,18.73,7436.66,1.61,18.83,2011,0
55.08,2.47,2.89,-9.38,181.47,-8.1,6782.01,2.7,22.6,2012,0
53.45,2.34,2.98,9.59,178.52,2.35,7077.25,5.1,22.74,2013,0
49.16,2.16,1.62,13.66,149.15,3.03,5218.04,3.12,30.15,2016,0
56.42,1.6,1.75,19.09,181.62,-2.25,5655.61,2.59,31.18,2017,0
53.9,1.36,1.57,0.42,274.98,6.96,3592.99,-0.35,34.67,2018,0
79.54,1.93,3.08,24.57,624.89,29.87,4863.72,13.05,17.63,2011,0
83.69,1.82,2.34,2.69,563.57,29.01,4769.14,5.94,13.59,2012,0
84.59,0.66,0.69,-20.48,621.58,-21.51,1419.62,-18.51,-4.0,2013,0
80.69,0.61,0.62,-7.83,638.71,-4.37,1062.84,-13.41,9.14,2014,0
83.71,0.88,0.85,-1.21,681.32,-0.24,1415.24,1.79,37.15,2015,0
84.86,0.8,0.73,-15.26,750.05,-12.66,1142.94,-12.76,26.68,2016,0
92.84,1.28,1.16,-32.13,749.65,-34.77,1398.01,-26.05,6.0,2017,0
93.57,1.15,1.14,3.12,909.28,-1.63,1076.37,3.6,23.86,2018,0
68.53,1.26,4.4,36.74,272.39,35.49,8785.88,12.06,24.45,2011,0
50.31,0.61,0.96,-14.8,254.31,28.17,2829.71,-31.3,-34.04,2012,0
24.2,0.71,1.86,-4.48,96.44,-32.79,4854.48,-52.17,-18.11,2014,0
50.63,1.61,3.7,130.59,136.0,213.4,10057.68,24.2,29.14,2015,0
38.34,0.9,1.87,27.74,111.21,20.43,8137.39,-15.91,0.25,2016,0
13.27,0.53,1.21,26.81,55.41,52.76,6600.34,-21.46,-17.9,2017,0
25.1,1.25,2.06,-15.52,28.64,23.4,14307.35,0.02,12.11,2018,0
92.02,0.4,2.84,180.03,1630.75,206.74,2936.12,8.88,42.2,2018,0
39.23,2.56,3.55,37.9,115.24,33.27,20459.96,1.38,11.1,2011,0
34.02,2.19,3.23,18.59,108.71,18.28,23214.31,0.52,10.61,2012,0
37.43,1.75,2.72,3.02,106.78,-3.11,18332.05,-1.31,11.21,2014,0
35.09,1.75,2.51,3.5,123.64,10.41,16548.45,-3.02,10.39,2015,0
43.1,1.59,2.57,20.36,131.96,-2.59,11508.28,2.82,15.57,2016,0
46.45,1.78,4.02,30.99,154.3,9.19,16426.07,8.82,13.81,2017,0
43.2,1.67,4.28,24.67,141.36,26.2,20467.51,6.67,13.02,2018,0
64.03,0.49,1.14,33.27,220.73,9.69,3702.41,2.27,44.7,2016,0
45.79,0.33,0.8,2.5,123.45,-4.34,2823.45,-4.46,40.17,2018,0
82.29,1.1,13.53,10.91,522.7,16.75,18536.73,12.88,14.44,2011,0
76.08,1.41,14.14,25.26,379.88,46.6,29059.8,13.61,12.5,2012,0
79.38,0.99,9.85,9.12,447.87,0.49,24022.25,8.92,18.9,2014,0
75.07,1.15,11.88,23.02,376.15,26.93,32945.59,11.54,21.8,2015,0
78.33,1.15,12.71,4.97,439.18,-9.84,37508.11,10.68,20.1,2016,0
75.74,1.19,14.14,12.0,384.78,2.3,42593.98,9.14,17.47,2017,0
73.51,1.23,10.85,11.62,327.37,113.55,48684.43,8.5,18.81,2018,0
52.54,0.67,1.08,2.31,117.19,7.64,9615.53,5.99,34.7,2012,0
55.48,0.79,1.31,10.39,112.92,11.78,12712.69,9.7,33.56,2013,0
49.33,0.69,1.46,41.34,116.44,11.21,15611.76,11.52,36.71,2014,0
56.75,0.77,1.6,-2.37,144.42,-4.87,16159.23,4.68,26.11,2017,0
60.06,0.59,1.28,-1.86,177.2,-4.89,12297.24,3.35,34.07,2018,0
78.92,1.35,2.55,-2.11,323.86,22.07,6408.25,6.09,25.04,2011,0
84.58,1.82,2.2,2.56,370.7,30.07,6786.94,7.7,26.34,2012,0
77.93,1.93,2.17,19.83,266.92,6.47,7680.9,4.5,21.67,2013,0
76.04,1.57,2.16,10.16,250.26,6.1,7954.5,6.79,23.83,2014,0
79.78,2.22,2.53,8.18,264.44,31.85,10819.48,9.69,24.39,2015,0
70.72,1.86,2.12,25.88,199.08,10.77,10327.98,8.12,26.82,2016,0
70.33,2.0,3.19,31.46,303.74,4.26,15929.25,18.06,29.26,2017,0
70.3,1.37,2.18,14.61,190.24,41.84,12770.49,10.25,31.14,2018,0
55.98,0.72,0.66,7.51,94.67,19.06,4342.24,-1.03,-0.51,2011,0
55.21,0.66,0.52,-0.28,72.16,8.07,3875.08,-1.92,-0.56,2012,0
12.8,0.49,0.5,-47.32,40.63,-57.0,2318.44,-60.81,-126.78,2013,0
61.14,0.98,0.95,-20.86,68.75,-9.51,1455.3,3.49,32.76,2015,0
69.47,1.41,1.12,6.45,133.13,-3.8,1596.41,9.87,38.36,2016,0
77.59,1.3,0.96,13.65,201.43,13.91,1441.52,6.31,33.37,2017,0
78.56,1.28,1.01,-6.98,214.54,-11.96,1387.55,6.13,48.34,2018,0
77.88,0.99,3.58,11.74,382.53,-30.81,8146.2,12.72,33.03,2011,0
80.94,0.88,3.7,16.23,506.04,-0.67,8367.41,11.41,32.68,2012,0
76.92,0.93,3.71,15.95,397.95,29.93,9626.67,9.25,27.0,2013,0
74.25,0.98,3.95,15.9,359.0,8.57,11999.07,9.26,27.15,2014,0
75.77,0.97,4.14,7.91,366.51,5.32,13370.64,8.89,28.41,2015,0
67.4,1.07,4.96,14.11,296.21,7.64,17039.64,7.97,25.58,2016,0
73.32,1.0,4.45,-2.39,300.04,12.99,16875.24,6.31,26.12,2017,0
73.04,1.05,4.07,14.84,318.43,20.08,18004.74,3.24,25.24,2018,0
90.88,0.85,3.35,66.05,1111.75,-25.18,1092.23,0.99,35.08,2018,0
29.42,0.86,1.87,7.99,81.23,7.93,108670.23,2.18,21.58,2011,0
32.63,0.97,1.87,-5.12,86.68,4.21,108670.23,2.55,26.81,2012,0
35.3,1.19,2.0,1.38,86.96,3.09,108670.23,2.9,25.66,2013,0
35.1,1.15,1.93,10.2,91.2,7.6,108670.23,3.96,27.81,2014,0
38.55,1.16,1.88,2.8,93.68,6.37,108670.23,4.05,29.31,2015,0
42.57,1.17,1.73,8.75,98.05,11.85,15411.15,7.36,32.45,2016,0
49.72,1.23,1.69,1.49,99.28,3.77,16131.22,7.94,33.14,2017,0
54.52,1.28,1.69,3.74,127.51,-0.55,8216.22,7.37,32.96,2018,0
16.51,0.79,1.33,62.81,92.11,23.29,38580.97,0.34,28.51,2011,0
11.87,1.46,2.0,11.93,62.9,18.8,79675.82,-1.43,16.75,2014,0
19.86,1.23,1.73,-2.53,51.85,-5.31,51412.94,3.85,22.91,2016,0
22.88,1.19,1.73,-3.56,61.43,-5.97,48408.75,-1.81,19.06,2017,0
16.5,1.38,2.26,15.22,72.56,-0.11,32786.22,0.77,19.59,2018,0
71.34,0.95,0.96,44.12,202.4,35.41,2347.08,2.18,22.79,2011,0
72.77,0.72,0.95,-22.71,194.86,-33.84,2222.99,-16.81,-19.61,2012,0
66.85,0.52,1.57,-29.98,366.63,-58.53,1454.36,-46.8,-79.44,2013,0
50.79,0.1,1.06,187.78,191.18,333.07,260.04,24.2,85.72,2014,0
26.17,0.73,1.09,-1.33,43.03,4.58,2495.1,0.69,33.22,2011,0
40.28,0.74,0.92,-24.02,40.84,-16.99,1967.65,7.7,29.3,2012,0
51.55,1.0,0.89,-0.66,42.11,5.99,1787.97,12.0,39.67,2013,0
53.64,0.8,0.74,31.17,69.51,16.16,1775.09,10.26,42.05,2014,0
57.84,1.06,0.89,8.23,78.35,9.15,2321.47,8.18,31.52,2015,0
57.77,0.99,0.83,8.98,80.15,8.35,2263.18,6.49,30.46,2016,0
59.85,0.99,0.8,4.14,83.68,6.18,2328.85,5.02,28.56,2017,0
56.88,0.97,0.79,8.66,88.88,4.0,2423.61,4.74,26.8,2018,0
38.09,0.86,3.79,70.0,198.79,72.88,15280.96,1.94,12.75,2018,0
24.75,1.62,3.22,16.62,58.98,49.59,2450.8,4.55,15.89,2011,0
30.89,2.52,3.64,-15.48,51.22,-1.23,2732.89,3.88,16.5,2012,0
35.18,2.81,3.45,-7.44,39.05,7.43,2686.13,4.18,17.58,2013,0
53.14,2.58,2.68,19.65,77.44,4.64,1817.25,0.59,17.67,2014,0
41.22,1.84,1.82,31.23,54.66,44.62,1514.97,-3.6,18.85,2015,0
45.77,1.48,2.21,-10.39,95.47,-31.97,1797.01,-10.23,18.81,2017,0
52.86,1.46,3.0,-36.2,163.86,-49.99,1482.64,-24.92,6.89,2018,0
75.15,1.82,1.68,30.68,261.26,13.11,19118.35,8.16,41.68,2015,0
75.87,1.88,1.62,11.31,271.6,15.14,18919.86,8.86,43.1,2016,0
71.94,1.74,1.45,9.75,177.67,17.9,18494.54,3.15,37.4,2017,0
67.04,1.97,1.51,10.27,213.66,11.94,22013.97,2.7,35.58,2018,0
42.93,2.15,5.42,-14.14,117.8,-6.51,26318.28,0.94,7.58,2011,0
45.62,2.19,5.06,-3.64,102.83,-3.75,23302.94,2.35,9.89,2012,0
36.79,2.34,5.67,38.68,103.6,-1.84,27954.4,1.57,10.34,2014,0
42.77,2.07,5.6,-11.9,99.46,8.53,28506.12,2.02,11.25,2015,0
42.03,1.95,4.06,-15.72,98.08,-10.22,16997.32,-13.33,8.9,2017,0
52.17,1.17,2.71,6.21,138.34,22.74,10200.29,1.92,25.68,2015,0
8.93,0.69,5.2,-32.49,86.88,-7.4,12006.89,-13.4,0.5,2018,0
36.33,0.88,2.09,1.29,105.45,-2.36,929.48,-10.73,32.43,2011,0
33.04,0.7,2.06,76.56,112.35,31.23,2740.06,-12.71,5.85,2013,0
55.43,0.23,0.28,26.6,108.94,-6.4,122.7,-1.84,52.95,2011,0
72.14,1.33,1.1,7.27,167.16,36.3,2770.72,13.37,53.17,2011,0
73.98,1.02,0.87,17.26,206.06,13.16,2229.58,8.74,55.39,2012,0
54.32,2.02,1.53,70.85,78.94,104.22,5997.55,5.9,42.5,2013,0
55.34,2.81,2.34,19.89,138.96,6.23,12698.23,6.53,40.69,2014,0
46.48,2.42,3.08,10.04,83.89,3.84,19655.59,2.82,46.66,2016,0
41.86,2.13,4.13,49.52,109.07,7.86,27928.06,11.81,55.71,2017,0
62.54,1.55,4.27,62.63,216.52,20.56,33042.47,6.81,22.22,2018,0
47.11,1.57,4.3,42.15,262.16,26.32,34763.14,14.77,24.31,2017,0
37.64,0.84,1.7,8.13,107.24,77.19,8447.15,-4.09,17.17,2018,0
52.15,1.22,2.41,-3.53,127.04,-1.18,8635.48,2.95,16.59,2011,0
52.58,1.31,2.57,3.38,135.54,-1.37,9070.99,3.05,15.7,2012,0
46.43,1.32,2.43,2.26,127.93,-0.65,12420.75,4.74,19.24,2016,0
50.22,1.35,2.58,0.53,134.17,-2.3,12983.35,5.29,19.03,2017,0
57.81,1.34,2.56,6.2,154.0,5.39,13075.7,5.34,19.36,2018,0
83.33,1.06,2.1,-2.01,430.34,-3.99,8354.14,6.46,29.84,2011,0
87.67,1.22,2.63,4.95,668.6,-13.53,9407.35,9.69,28.4,2012,0
89.85,0.95,2.54,9.54,955.28,-7.3,8121.86,11.16,35.18,2013,0
92.17,0.7,2.44,4.23,1447.04,-22.09,5158.78,7.49,38.12,2014,0
92.26,0.62,2.71,6.63,1450.93,-0.7,5003.29,8.29,40.28,2015,0
91.79,0.57,1.93,10.56,1193.48,67.17,4743.65,8.4,41.93,2016,0
93.55,0.57,1.08,-3.27,1115.67,50.39,4170.0,3.2,36.7,2017,0
94.14,0.69,0.71,2.64,1106.67,34.16,3850.12,2.8,39.65,2018,0
78.42,1.8,1.58,-7.57,296.77,-1.7,4108.83,-3.71,67.02,2011,0
75.23,1.83,1.87,3.4,215.36,0.64,4838.61,1.31,67.42,2012,0
35.36,0.76,0.92,42.07,80.76,51.43,2961.43,-21.76,64.48,2013,0
30.46,0.7,0.73,-5.25,159.62,-3.43,2573.11,-8.76,65.83,2014,0
52.04,1.05,1.13,22.31,156.96,2.7,2671.66,1.69,61.51,2015,0
47.79,1.19,1.15,31.69,306.7,52.05,3242.74,3.32,52.53,2016,0
52.22,0.6,0.78,67.78,209.77,38.48,2178.89,2.26,57.96,2017,0
8.93,0.63,1.11,5.14,55.56,-1.81,14374.45,-17.9,-11.54,2011,0
28.1,1.1,1.26,-15.61,135.34,-8.19,1072.81,23.01,47.23,2013,0
12.82,1.47,1.24,-9.96,97.77,-2.3,911.24,-17.8,2.55,2014,0
15.97,1.1,1.43,7.07,50.85,-8.35,2206.7,-0.94,17.72,2015,0
8.93,0.94,1.67,-24.79,39.6,-17.28,4512.3,-11.82,7.46,2016,0
9.06,0.67,1.03,-12.54,29.99,-1.58,2490.58,-0.79,20.12,2017,0
17.35,0.41,0.79,-47.32,97.51,-58.53,2046.72,-60.81,-59.0,2011,0
21.09,0.63,2.84,3.68,79.94,97.26,2705.53,0.68,17.72,2012,0
22.02,0.85,2.06,1.29,51.63,45.6,2969.69,-1.46,13.31,2013,0
34.1,1.1,2.23,17.91,72.68,3.85,2911.26,-0.09,11.93,2014,0
37.4,1.21,1.41,26.26,41.75,77.55,2426.27,2.58,13.2,2015,0
40.43,1.05,1.56,95.61,108.96,39.01,1852.16,-8.2,1.72,2016,0
41.93,1.16,1.9,-9.27,118.34,-6.84,1693.96,-2.53,12.37,2017,0
46.78,0.92,3.36,-0.83,147.45,-1.56,49448.07,6.58,28.9,2011,0
39.72,0.71,3.61,25.39,139.8,0.44,53138.31,3.89,28.44,2012,0
53.29,0.72,2.76,-7.22,165.68,32.93,9344.22,2.55,28.96,2013,0
46.69,0.7,2.3,14.37,149.62,-1.29,8749.87,2.03,27.63,2014,0
34.91,0.64,2.37,47.56,112.01,61.04,11533.86,1.71,25.23,2015,0
37.35,0.7,2.27,-3.33,104.36,16.49,14206.14,2.1,24.13,2016,0
35.05,0.71,2.14,10.71,101.85,4.56,14561.57,2.07,23.95,2017,0
38.23,0.73,2.39,-1.31,113.87,-9.32,15893.71,4.33,24.29,2018,0
53.62,0.69,1.02,-1.25,111.71,3.63,1634.21,-5.02,2.71,2011,0
56.85,0.62,1.11,-10.27,189.55,-27.89,1383.09,-31.6,-22.9,2012,0
58.88,0.62,1.24,-12.55,166.57,-10.59,1004.69,-9.76,2.45,2013,0
60.06,0.53,1.02,-3.66,167.91,0.82,758.06,-5.57,9.67,2014,0
54.38,0.44,1.03,36.48,140.31,13.02,756.49,0.85,31.18,2015,0
73.54,0.33,1.56,73.29,364.56,17.64,686.32,7.72,41.18,2018,0
64.77,0.28,0.66,48.36,525.51,9.49,1071.14,-18.02,-13.37,2018,0
30.12,0.94,1.69,44.51,114.3,38.85,8338.56,4.33,25.88,2011,0
43.38,1.04,1.22,6.83,115.73,6.5,8045.66,4.98,32.91,2015,0
50.64,0.95,1.07,-1.79,87.74,-7.93,6903.42,0.21,28.64,2017,0
52.3,0.79,0.99,-6.72,94.48,-9.06,5859.19,-1.65,30.12,2018,0
69.67,1.22,2.78,23.9,238.83,60.9,14198.25,18.47,39.39,2014,0
66.29,1.04,1.83,6.3,222.87,3.98,11471.04,2.59,34.79,2015,0
69.7,0.94,2.02,6.81,230.77,4.88,14787.55,-1.92,25.61,2017,0
68.63,0.99,2.01,3.22,224.79,8.54,10530.91,2.65,31.07,2018,0
57.82,1.27,1.35,36.72,199.11,15.22,10745.71,8.8,50.38,2014,0
55.76,1.02,0.98,-11.84,121.75,9.53,6179.48,-8.58,36.94,2015,0
42.97,0.71,0.66,-1.1,139.21,-14.06,4046.42,-16.92,31.64,2016,0
41.94,0.89,1.16,-1.08,96.35,-7.15,6341.79,-1.8,39.04,2017,0
36.22,1.5,4.92,16.23,130.54,14.61,38290.98,0.28,10.71,2012,0
34.0,1.32,4.7,8.78,128.9,1.37,39299.57,0.45,11.71,2013,0
32.55,1.31,5.1,6.38,131.16,1.18,43216.92,0.69,10.7,2014,0
31.81,1.41,5.74,4.2,132.37,2.0,49389.55,1.04,9.25,2015,0
31.27,1.52,6.07,30.11,131.25,35.68,53679.61,3.72,10.45,2016,0
35.28,1.46,6.27,7.77,128.5,-4.82,59659.06,5.67,12.49,2017,0
35.15,1.47,7.0,11.28,146.62,4.59,59686.17,3.8,11.38,2018,0
51.98,1.25,6.61,1.83,167.53,-6.99,3453.2,1.85,20.74,2011,0
53.85,1.38,4.77,11.32,148.58,103.3,3641.54,4.54,22.55,2012,0
41.31,1.36,2.52,38.56,111.97,86.37,3695.37,3.47,24.0,2013,0
44.32,1.19,1.98,-0.48,101.39,-4.32,3679.71,3.09,30.27,2014,0
46.43,1.13,2.14,1.9,97.49,-3.62,3775.23,3.72,29.67,2015,0
49.99,1.46,2.91,3.44,133.45,-2.42,4983.69,4.98,23.78,2016,0
55.24,1.17,2.56,17.99,159.94,1.34,4347.14,1.39,21.61,2017,0
57.85,1.17,2.79,-6.69,144.9,-4.13,4669.75,-2.05,17.93,2018,0
83.82,0.73,1.32,25.1,380.82,27.3,2010.69,15.7,47.31,2014,0
89.53,0.78,1.3,8.53,593.86,14.78,2328.23,14.66,47.32,2015,0
89.75,0.8,1.51,14.64,727.23,-12.82,2699.69,14.65,47.63,2016,0
91.52,0.72,1.8,12.79,948.47,0.79,3006.86,14.44,48.84,2017,0
91.33,0.65,1.63,9.87,916.5,19.47,2995.79,10.08,44.78,2018,0
41.57,0.62,1.22,3.11,91.68,1.61,6165.25,4.26,26.34,2011,0
46.16,0.98,1.78,6.76,108.09,8.43,8569.76,5.5,21.45,2012,0
47.62,1.17,1.68,17.52,91.29,39.91,10052.56,6.82,32.15,2013,0
30.77,0.44,0.56,3.97,60.49,10.37,4113.47,-15.66,9.86,2014,0
30.64,0.65,0.88,2.98,70.1,-2.13,6717.08,-0.24,34.0,2015,0
34.53,0.65,0.94,-5.79,61.66,-5.64,6681.31,0.95,41.56,2016,0
41.62,0.79,1.05,-1.78,63.02,6.55,6882.43,3.11,40.69,2017,0
39.37,0.81,0.91,5.26,61.94,7.53,6364.15,1.27,39.49,2018,0
83.13,0.6,1.01,114.87,503.28,-2.73,1179.0,-1.93,36.36,2018,0
64.39,1.51,2.72,-0.25,174.73,-5.45,6322.73,7.57,39.01,2011,0
67.73,1.17,1.74,0.72,171.76,-9.66,5183.65,3.81,32.04,2013,0
70.3,1.03,1.67,-6.98,188.85,-8.01,4531.37,1.11,32.43,2014,0
58.41,0.93,1.4,14.78,167.03,24.88,4096.5,0.16,34.22,2015,0
52.09,1.01,1.24,-9.43,128.49,7.97,4192.21,-8.56,32.33,2016,0
54.42,0.95,1.22,-12.61,112.5,-24.57,3735.01,-3.18,31.17,2017,0
54.41,0.92,1.48,-2.34,110.77,-3.4,3838.2,0.47,33.54,2018,0
44.62,1.33,2.46,55.65,102.18,48.44,10012.24,11.21,29.48,2011,0
50.99,1.41,2.19,26.22,94.4,28.23,10877.42,8.92,28.93,2013,0
42.56,1.37,2.24,35.51,85.45,30.21,13418.25,6.64,25.66,2014,0
47.89,1.55,2.58,32.33,84.97,36.92,18456.31,11.75,26.55,2015,0
