[제조]유동자산구성비율,[제조]순운전자본비율,[제조]총자본증가율,[제조]매출채권회전률,[제조]자본분배율,[제조]매입채무회전기간,[제조]비유동자산증가율,[제조]매출액순이익률,[제조]자기자본순이익률,year,label
40.92,29.9,7.58,4.51,39.29,14.55,12.72,9.65,10.07,2017,0
43.94,32.75,7.68,4.05,42.95,14.56,2.16,12.96,13.16,2018,0
65.1,26.33,122.73,6.36,58.94,75.19,17.45,4.48,9.19,2016,0
65.52,37.49,-1.39,8.32,64.52,42.71,-2.59,7.98,20.04,2017,0
59.72,35.31,-19.6,4.73,65.39,24.52,-6.06,12.75,22.33,2018,0
64.96,60.91,3.37,6.88,68.93,18.7,89.48,23.4,9.42,2011,0
53.23,48.63,-8.0,34.05,0.0,6.57,22.8,-53.66,-10.65,2012,0
39.22,33.89,-0.08,12.95,0.0,37.11,29.84,-170.0,-15.91,2013,0
22.58,19.0,-15.55,9.5,0.0,43.9,7.59,-291.02,-23.56,2014,0
28.23,13.29,-24.15,18.92,0.0,33.46,-29.68,-302.09,-67.39,2015,0
38.84,19.34,8.89,4.2,58.35,52.14,-7.21,4.85,5.78,2016,0
36.86,6.66,4.52,4.11,75.17,42.99,7.89,14.59,17.09,2017,0
32.75,3.86,1.67,6.91,42.35,34.6,8.3,4.15,3.82,2018,0
34.79,17.24,34.36,7.14,69.57,3.25,79.84,28.32,19.97,2011,0
35.44,21.82,6.28,7.91,63.75,3.08,5.23,19.45,14.52,2012,0
38.74,28.75,18.33,7.94,61.4,2.75,12.28,18.47,13.02,2013,0
31.98,16.49,68.07,7.74,54.78,7.68,86.62,10.98,10.74,2014,0
36.77,21.18,10.2,7.17,63.42,11.72,2.44,4.58,8.37,2015,0
35.11,22.0,0.64,5.72,51.26,13.64,3.29,9.38,6.68,2016,0
42.7,28.38,7.49,5.59,47.03,13.41,-5.08,14.13,11.1,2017,0
38.24,26.17,2.63,5.1,49.23,20.2,10.61,10.49,8.13,2018,0
47.39,2.5,-2.0,23.58,0.0,6.09,5.78,-0.52,-2.81,2011,0
59.66,14.52,78.28,24.24,0.0,8.94,36.69,-7.05,-25.25,2012,0
48.93,-0.33,0.09,25.22,0.57,9.63,26.73,-7.26,-56.46,2013,0
62.22,-1.91,-2.21,15.13,26.99,13.32,-27.66,-3.27,-9.02,2014,0
73.42,28.91,78.14,10.0,18.78,17.12,25.31,-1.6,-2.77,2015,0
76.47,38.09,8.8,9.42,30.7,16.35,-3.69,0.04,5.36,2016,0
63.77,41.87,71.13,4.6,85.04,62.58,38.67,41.16,42.78,2017,0
25.98,3.58,-16.01,4.58,0.0,43.12,71.61,-37.53,-18.99,2018,0
28.38,-12.11,57.33,1.7,0.0,25.79,80.9,-68.84,-55.5,2011,0
15.11,-46.37,-10.28,10.33,0.0,20.08,6.35,-48.51,-163.9,2012,0
48.49,2.26,11.96,6.35,2.1,19.93,-32.06,-12.11,-52.96,2013,0
36.42,3.6,-22.87,5.94,6.97,22.23,-4.79,-5.9,-30.01,2014,0
44.6,4.26,9.58,8.05,25.95,25.25,-4.53,0.74,2.65,2015,0
29.24,8.59,55.02,7.25,21.49,25.13,98.0,0.86,2.17,2016,0
22.79,-19.73,-3.47,6.23,-43.68,22.27,5.34,-14.53,-20.41,2017,0
28.65,-13.71,24.62,8.48,4.16,25.32,15.16,-5.66,-14.35,2018,0
77.5,14.72,18.52,8.47,36.08,47.18,14.24,1.84,9.73,2011,0
65.27,8.0,-11.26,7.78,17.99,52.71,36.97,0.17,2.12,2012,0
59.36,-0.15,-3.15,9.92,14.35,46.26,13.31,-1.98,-9.81,2013,0
48.63,-8.21,-19.94,9.33,12.42,56.85,1.2,-4.49,-19.21,2014,0
53.35,-6.81,11.11,7.03,36.09,55.73,0.91,0.91,4.06,2015,0
42.63,-17.98,-7.29,5.1,10.43,62.57,13.99,-8.19,-29.44,2016,0
28.0,-29.11,-7.78,10.56,24.32,33.39,15.75,-1.48,-7.48,2017,0
24.61,-27.28,-10.37,14.9,6.5,37.02,-6.15,-9.76,-39.59,2018,0
69.32,49.49,11.67,9.15,0.0,38.96,55.16,8.65,10.89,2011,0
71.04,50.92,5.73,6.98,0.0,51.34,-0.2,6.64,7.08,2012,0
70.46,43.26,14.1,8.52,35.92,51.72,16.4,6.43,6.92,2013,0
60.64,31.23,9.98,7.83,31.89,58.87,46.55,3.86,4.24,2014,0
62.63,40.63,-8.04,7.85,25.66,52.54,-12.7,1.44,2.89,2015,0
52.14,28.91,3.61,8.21,36.66,48.09,32.71,2.64,4.59,2016,0
34.58,15.22,-7.66,8.53,31.24,44.34,26.2,-0.31,-0.21,2017,0
48.74,31.41,-4.55,9.5,24.1,37.16,-25.21,-2.76,-3.32,2018,0
43.27,20.71,18.53,11.37,0.0,25.79,70.59,-20.88,-45.61,2016,0
51.86,13.75,-22.47,9.17,0.0,51.09,-34.21,-30.38,-92.73,2017,0
53.08,-9.96,-30.51,2.99,-84.96,147.47,-32.28,-229.61,-163.9,2018,0
76.4,39.8,-10.3,3.02,24.98,18.47,-58.53,-0.49,-1.78,2011,0
90.48,70.92,96.21,4.03,18.78,14.44,-20.84,2.63,8.06,2012,0
64.12,20.2,-26.78,4.25,-14.52,38.24,175.87,-12.04,-24.11,2013,0
75.06,48.55,1.25,2.99,-599.31,43.38,-29.62,-89.45,-78.85,2014,0
30.0,2.61,187.78,4.64,2.82,17.46,333.07,15.03,5.77,2015,0
14.12,6.81,26.21,4.59,-129.01,16.92,54.84,-35.41,-7.45,2016,0
22.88,13.22,-2.22,5.95,-276.52,5.12,-12.2,-23.8,-6.13,2017,0
39.37,9.12,61.14,9.08,-710.1,5.73,26.7,-44.65,-16.58,2018,0
63.36,23.65,22.88,5.52,42.02,52.0,9.63,3.3,8.55,2011,0
56.67,18.83,24.17,5.28,42.9,60.86,46.81,4.1,10.51,2012,0
57.26,17.02,2.89,5.27,36.32,61.86,1.48,3.01,7.1,2013,0
58.47,15.83,-3.17,5.77,27.93,51.63,-5.9,0.88,2.07,2014,0
57.83,27.26,-2.86,5.99,24.85,49.22,-1.37,0.95,2.24,2015,0
55.74,19.37,-0.93,6.25,28.54,52.87,3.98,1.96,4.88,2016,0
50.09,5.68,-0.14,5.92,-8.01,62.04,12.61,-3.07,-7.21,2017,0
44.41,2.08,3.2,5.66,0.73,51.41,14.95,-2.69,-6.78,2018,0
39.46,-0.16,4.27,7.18,32.51,23.1,-3.3,-1.37,-4.18,2016,0
34.39,-5.47,-22.26,5.27,0.16,25.45,-15.74,-22.7,-28.41,2017,0
30.62,-12.56,-19.21,6.0,-122.48,24.3,-14.58,-47.4,-53.13,2018,0
45.25,21.06,-10.58,10.76,-28.09,13.7,-10.08,-3.25,-8.33,2011,0
53.69,30.22,5.31,8.47,15.48,13.67,-10.92,0.85,2.13,2012,0
57.53,33.62,7.07,7.83,27.17,13.15,-1.81,2.69,7.24,2013,0
58.45,37.42,0.85,6.87,20.37,16.1,-1.33,2.33,4.51,2014,0
61.14,34.51,8.02,8.04,14.33,14.69,1.03,1.16,2.36,2015,0
63.47,39.64,4.5,7.88,23.63,12.98,-1.76,2.48,5.84,2016,0
67.95,37.0,13.94,6.66,28.08,16.02,-0.03,3.36,7.75,2017,0
69.4,55.52,15.21,7.24,36.83,15.6,10.0,6.81,13.13,2018,0
31.81,-6.16,1.83,6.19,53.75,16.98,5.98,0.46,0.94,2011,0
33.77,3.61,11.73,5.21,11.97,12.03,8.51,-14.13,-18.0,2012,0
28.19,0.29,-10.58,5.12,33.67,10.29,-3.05,-10.92,-12.52,2013,0
32.0,-5.22,-1.97,5.98,50.82,11.46,-7.16,-8.26,-9.45,2014,0
37.79,-3.8,12.69,10.48,74.96,10.22,3.09,10.34,19.91,2015,0
46.91,12.68,14.93,9.74,69.23,11.06,-1.91,10.55,15.27,2016,0
46.08,10.52,-18.53,6.29,-118.32,12.82,-17.26,-33.86,-22.34,2017,0
48.53,7.34,-5.32,7.29,16.91,9.76,-9.63,-12.18,-9.91,2018,0
50.2,-17.16,-20.21,2.73,27.64,45.69,-22.77,-18.67,-47.11,2011,0
46.06,-7.26,-16.76,5.23,43.71,29.71,-9.85,-6.15,-14.73,2012,0
49.4,-1.62,-5.98,3.61,50.86,25.72,-11.8,3.31,7.27,2013,0
39.49,-21.76,-20.22,3.51,-14.68,31.11,-4.61,-21.94,-47.06,2014,0
53.68,1.03,24.91,6.82,43.38,26.67,-3.27,0.38,1.66,2015,0
45.07,-18.17,-23.06,7.41,7.79,30.25,-8.76,-10.22,-39.27,2016,0
68.08,-30.34,-36.65,6.84,0.0,55.86,-58.53,-100.12,-163.9,2017,0
70.22,-22.07,0.9,14.9,0.0,64.15,-5.85,-122.08,-163.9,2018,0
57.33,-1.52,19.03,7.36,-7.63,46.52,7.54,-2.71,-32.14,2016,0
60.35,16.61,8.75,7.01,10.58,46.43,1.06,-0.04,3.65,2017,0
53.67,11.84,134.36,11.64,22.16,26.39,173.82,0.73,-0.87,2018,0
46.78,7.3,8.02,5.08,34.47,32.94,8.02,-0.4,-0.81,2011,0
50.78,15.42,10.06,4.78,39.42,41.51,1.81,0.24,0.48,2012,0
57.96,26.62,11.55,9.5,47.15,24.68,-4.73,2.85,7.72,2013,0
46.74,36.18,-12.24,9.97,17.71,20.36,11.17,-3.08,-5.9,2014,0
48.79,27.75,-16.04,6.63,0.0,29.39,-19.26,-43.19,-55.43,2015,0
50.44,9.05,-38.53,6.6,-148.88,43.57,-40.52,-28.3,-39.11,2016,0
55.06,20.65,9.14,7.96,33.52,27.44,-1.04,-1.08,-2.14,2017,0
68.26,41.45,-26.2,6.94,-19.06,28.28,-47.87,-6.93,-11.99,2018,0
17.07,-43.01,-9.23,7.02,-24.63,51.85,2.58,-17.07,-43.43,2011,0
12.79,-46.37,-19.37,8.85,0.0,54.16,-15.21,-81.86,-163.9,2012,0
24.53,-42.28,12.58,14.17,-38.33,66.55,-2.57,-20.13,-77.51,2013,0
19.6,-46.37,1.73,2.92,0.0,147.47,8.38,-101.19,-103.06,2014,0
41.8,23.14,-46.35,1.32,81.01,143.64,-58.53,-47.63,-33.16,2015,1
10.92,-46.37,-47.32,3.93,0.0,147.47,-43.81,-364.41,0.0,2011,1
84.58,46.73,33.66,3.42,63.71,9.47,-4.09,12.44,11.77,2011,0
72.97,46.6,-15.7,2.77,52.4,12.09,47.75,8.92,6.35,2012,0
66.15,59.03,-19.58,2.77,-121.03,14.19,0.69,-5.11,-3.43,2013,0
75.5,61.83,5.13,2.85,30.38,22.89,-23.91,4.1,2.68,2014,0
71.08,59.47,0.57,3.03,46.13,20.5,18.75,7.28,5.02,2015,0
70.15,64.3,5.97,3.07,47.46,12.31,9.36,8.21,5.25,2016,0
62.77,53.48,9.22,2.96,-51.18,10.26,36.22,-1.06,-0.42,2017,0
66.39,53.64,4.28,4.95,41.73,9.53,-5.87,8.35,4.4,2018,0
68.19,58.81,13.83,2.89,58.68,22.88,-2.65,14.46,14.22,2014,0
56.99,50.17,-4.51,2.8,40.12,20.6,29.09,7.87,5.68,2015,0
68.15,60.0,46.77,2.51,37.61,30.73,8.7,6.54,4.42,2016,0
69.22,55.64,12.28,3.62,67.86,25.96,8.5,20.05,18.49,2017,0
68.07,61.3,1.23,3.32,61.68,24.81,5.0,16.93,10.87,2018,0
23.26,-46.37,-25.89,6.65,0.0,6.27,-16.53,-69.55,-125.5,2011,0
19.47,-46.37,-5.98,5.39,0.0,8.53,-1.33,-108.29,-163.9,2012,1
66.88,42.15,-33.85,3.66,27.35,15.17,-31.54,1.25,2.65,2011,0
44.48,28.2,0.92,4.21,29.01,10.99,61.78,4.15,6.95,2012,0
43.03,14.87,1.88,10.41,21.02,7.53,4.56,0.37,0.88,2013,0
51.02,25.01,7.89,13.77,30.0,1.53,-7.24,5.45,7.49,2014,0
54.68,27.06,9.32,16.01,28.02,0.88,1.16,6.59,10.97,2015,0
60.18,28.87,22.61,20.66,38.25,0.37,7.71,12.59,19.56,2016,0
61.27,29.04,23.99,28.08,44.7,0.22,20.62,15.5,23.24,2017,0
60.82,19.98,52.3,23.49,50.6,0.08,54.05,16.85,26.6,2018,0
52.35,29.53,9.21,7.03,19.04,42.88,45.62,9.09,7.24,2011,0
54.53,32.41,7.3,5.4,30.97,46.08,2.39,10.67,9.98,2012,0
55.53,34.99,-0.48,5.97,19.87,42.41,-2.68,4.69,4.52,2013,0
49.9,31.37,2.24,6.48,22.21,32.05,15.19,6.68,6.12,2014,0
60.79,44.36,3.45,7.12,25.78,22.59,-19.05,8.86,7.61,2015,0
63.71,44.46,10.27,7.71,26.83,26.44,2.08,10.23,8.77,2016,0
65.44,48.26,4.2,8.19,26.4,21.63,-0.76,10.83,9.15,2017,0
62.34,42.14,9.46,8.7,28.41,12.36,19.28,14.3,12.08,2018,0
71.57,69.82,91.63,3.83,15.4,6.16,121.55,7.59,1.47,2016,0
62.56,51.82,70.2,2.92,27.68,23.41,124.13,13.79,1.78,2017,0
58.66,25.71,68.23,1.97,18.71,47.47,85.76,-26.66,-1.83,2018,0
49.03,26.06,30.58,5.01,57.66,28.94,32.72,20.36,20.57,2011,0
45.32,17.02,14.05,4.71,50.39,27.3,22.34,11.02,11.1,2012,0
44.2,14.58,14.6,5.12,50.35,25.22,16.94,10.47,11.79,2013,0
46.29,15.49,11.1,5.45,40.42,22.47,6.94,5.77,6.34,2014,0
44.5,16.54,2.05,6.06,34.69,18.21,5.47,3.88,4.21,2015,0
46.07,13.65,0.79,6.99,26.22,17.05,-2.06,1.63,1.94,2016,0
45.81,13.62,3.87,6.16,19.38,13.24,4.38,-2.21,-2.56,2017,0
50.04,18.13,12.12,6.01,27.41,8.64,3.36,0.42,0.45,2018,0
66.34,14.94,30.17,9.82,32.87,59.95,6.74,1.76,7.03,2011,0
71.57,17.35,32.71,11.27,56.57,52.7,12.07,4.71,28.98,2012,0
68.73,15.26,2.39,11.26,20.59,59.8,12.63,0.71,4.76,2013,0
64.12,8.15,-7.22,13.06,6.92,62.3,6.44,-1.72,-6.8,2014,0
60.18,21.45,-11.86,16.79,39.79,45.46,-2.16,1.43,6.01,2015,0
66.17,33.06,-0.84,20.17,44.92,42.94,-15.76,3.03,8.87,2016,0
67.81,40.04,6.05,18.43,28.63,39.75,0.92,1.3,3.19,2017,0
68.5,37.69,-4.79,14.89,37.52,35.65,-6.85,2.75,5.51,2018,0
49.6,38.18,24.01,5.24,47.3,8.65,7.51,10.24,6.63,2016,0
48.89,39.67,30.62,5.54,37.51,13.94,32.45,5.4,3.66,2017,0
36.94,28.38,9.64,7.66,41.18,7.23,35.27,5.58,4.43,2018,0
66.36,61.54,187.78,10.25,27.42,0.0,333.07,13.22,2.6,2014,0
67.68,66.63,3.76,13.75,21.75,0.0,-0.3,25.57,3.25,2015,0
82.05,77.41,21.74,9.99,0.0,40.19,-32.4,-52.42,-8.56,2016,0
82.93,76.66,-10.29,8.98,0.0,42.28,-14.68,-61.54,-17.51,2017,0
81.62,78.15,65.95,8.75,0.0,38.84,78.71,-51.59,-12.91,2018,0
52.74,22.06,-12.41,10.69,52.29,18.2,5.71,5.64,9.2,2012,0
56.09,27.68,5.09,13.2,44.14,23.48,-2.37,4.21,5.97,2013,0
59.92,33.79,13.21,16.6,48.92,28.65,3.34,9.24,12.44,2014,0
53.49,26.94,-7.25,14.98,-22.8,20.62,7.63,-5.81,-6.58,2015,0
62.12,25.93,15.77,5.81,-46.83,27.53,-5.69,-8.58,-8.69,2016,0
67.65,19.11,-27.8,3.72,0.0,40.23,-38.35,-49.06,-51.7,2017,0
68.0,20.36,-9.01,4.06,15.02,24.7,-9.98,-4.65,-7.81,2018,0
81.57,65.21,14.1,3.1,45.28,1.86,-3.42,21.73,25.9,2013,0
82.81,75.42,1.78,2.91,41.26,8.07,-5.04,16.86,14.18,2014,0
73.67,61.99,3.32,2.14,9.15,13.47,58.25,0.7,0.46,2015,0
78.99,37.76,50.37,2.57,18.06,8.05,19.95,1.38,1.28,2016,0
78.51,40.0,0.35,3.02,24.57,6.16,2.65,1.49,1.6,2017,0
78.47,37.61,-4.12,4.14,22.85,3.83,-3.96,-10.29,-7.69,2018,0
70.78,52.4,-3.99,4.54,40.02,107.04,45.07,10.08,9.05,2011,0
67.26,44.13,5.46,5.41,44.72,61.95,18.16,9.32,10.74,2012,0
63.1,44.23,-7.2,5.1,48.64,53.84,4.18,11.64,12.54,2013,0
59.05,10.13,73.88,4.8,38.94,82.41,92.94,7.11,8.54,2014,0
61.11,11.95,-1.03,6.1,34.86,62.68,-14.07,5.08,7.56,2015,0
42.16,6.31,10.79,6.57,0.0,79.05,64.76,-73.95,-89.76,2016,0
40.76,10.75,-14.54,6.21,0.0,68.62,-12.48,-14.76,-22.01,2017,0
41.58,-8.23,61.67,6.54,-39.33,51.49,59.43,-7.23,-12.04,2018,0
81.74,75.69,-20.54,14.82,-488.99,0.0,95.85,-220.85,-33.41,2016,0
75.91,63.74,-12.45,20.96,-125.1,0.0,15.51,-130.39,-90.95,2017,0
68.46,48.24,-15.35,13.68,-209.97,0.0,10.85,-150.11,-87.74,2018,0
89.5,67.07,7.01,4.1,56.51,70.28,-50.64,8.0,9.59,2011,0
41.95,-11.81,86.27,3.81,58.52,76.8,333.07,11.62,10.37,2012,0
45.34,31.33,2.74,6.51,57.9,43.42,-3.26,10.82,10.43,2013,0
50.01,31.42,-30.49,4.78,0.0,62.37,-36.42,-67.12,-43.95,2014,0
45.65,28.39,-7.41,5.8,24.71,53.89,0.66,-6.99,-5.9,2015,0
49.71,30.82,-1.07,5.21,35.69,54.86,-8.44,-3.13,-1.8,2016,0
63.81,46.07,-2.71,4.76,-51.21,56.15,-29.99,-13.5,-6.72,2017,0
58.64,32.89,-11.51,3.77,0.0,50.2,1.13,-39.55,-14.94,2018,0
66.75,38.66,66.05,12.53,64.23,57.3,8.03,12.96,30.38,2018,0
88.07,81.09,154.23,13.69,70.45,9.18,-2.32,21.15,28.45,2016,0
46.2,38.4,4.43,6.57,59.18,12.5,333.07,15.42,10.03,2017,0
61.9,33.44,40.6,5.56,0.0,40.18,-0.42,-28.48,-9.29,2018,0
66.04,54.46,26.35,11.38,39.35,9.05,-5.83,13.77,11.06,2011,0
68.7,56.95,4.56,36.3,16.77,14.4,-3.65,6.01,4.72,2012,0
71.33,57.41,-25.95,26.62,0.0,13.96,-32.17,-50.72,-32.05,2013,0
70.04,55.63,-2.44,29.93,-26.96,20.51,1.94,-5.32,-4.0,2014,0
68.68,53.86,20.22,44.5,50.49,19.32,25.7,13.26,16.58,2015,0
75.64,65.7,-3.22,28.82,10.84,14.56,-24.73,1.27,2.03,2016,0
71.24,55.22,-7.58,12.14,-130.87,17.38,9.13,-16.78,-16.05,2017,0
66.54,47.83,-10.02,11.06,-710.1,26.97,4.67,-26.72,-36.68,2018,0
73.57,59.13,55.59,7.52,67.75,34.08,16.69,18.77,15.22,2017,0
81.1,42.95,87.53,7.71,73.84,7.99,34.14,19.53,29.17,2018,0
52.21,37.88,68.74,2.33,24.57,28.08,51.14,2.48,2.42,2017,0
49.07,24.76,14.65,1.92,-5.89,35.1,22.2,-6.62,-5.08,2018,0
92.89,81.09,187.78,6.32,-152.53,6.43,42.32,-33.02,-6.43,2016,0
91.7,81.09,-6.01,6.01,-57.38,4.04,33.63,-31.13,-7.49,2017,0
75.8,72.75,-5.37,4.95,-29.14,3.67,175.9,-27.98,-7.3,2018,0
63.32,53.65,11.46,3.43,56.85,12.23,14.81,13.19,15.02,2011,0
53.34,45.53,10.6,3.6,55.91,10.87,40.68,12.15,14.73,2012,0
57.74,50.5,5.71,3.11,51.85,13.37,-4.25,9.65,9.25,2013,0
62.17,49.63,10.15,3.4,46.76,13.23,-1.4,8.66,9.08,2014,0
59.8,48.45,2.45,3.04,43.85,14.28,8.85,6.99,6.18,2015,0
61.1,56.07,13.67,3.14,45.01,12.05,10.01,7.58,4.84,2016,0
57.47,53.73,-0.85,3.49,23.96,11.35,8.41,1.64,0.98,2017,0
51.39,46.43,2.45,4.07,36.09,11.59,17.08,5.78,3.25,2018,0
39.6,-22.63,-33.17,59.98,-710.1,0.0,-41.71,-64.28,-119.5,2011,0
20.57,-46.37,-47.32,59.98,0.0,0.0,-47.89,-110.41,-163.9,2012,1
61.03,45.98,86.72,10.34,69.65,15.77,134.44,10.56,17.89,2017,0
65.99,46.39,17.24,9.03,46.16,12.15,2.32,3.87,6.15,2018,0
88.68,60.65,2.38,4.64,-105.72,52.16,42.81,-3.31,-3.87,2011,0
89.05,65.45,-5.56,6.07,11.39,38.09,-8.69,0.07,0.17,2012,0
91.62,67.77,-16.66,5.58,-174.98,30.6,-36.19,-8.83,-19.75,2013,0
87.62,55.87,25.52,3.96,40.72,35.38,85.44,6.2,12.22,2014,0
83.75,59.06,-1.95,4.7,42.67,23.17,28.68,4.23,9.8,2015,0
79.73,37.88,0.15,5.96,-324.36,15.4,24.91,-10.83,-25.77,2016,0
76.76,21.46,-16.91,6.22,-710.1,15.13,-4.74,-16.52,-49.34,2017,0
70.21,22.57,-0.97,6.39,-153.79,9.53,26.96,-12.37,-36.69,2018,0
30.54,-7.91,11.86,10.53,2.38,12.18,2.47,-5.46,-15.14,2011,0
30.52,-12.09,-5.33,9.8,30.92,7.45,-5.31,-1.72,-5.03,2012,0
32.69,-12.33,-1.87,9.11,39.53,6.59,-4.93,0.81,2.25,2013,0
31.75,-16.02,5.12,8.49,5.7,7.17,6.57,-7.32,-16.71,2014,0
23.83,-27.52,-16.75,10.28,0.0,5.8,-7.08,-35.17,-69.71,2015,0
19.64,11.16,70.61,12.4,0.0,10.44,79.98,-73.56,-44.19,2016,0
58.05,10.07,-37.09,7.86,0.0,25.23,-58.53,-377.34,-163.9,2017,0
47.14,4.88,-6.31,5.57,0.0,37.73,18.06,-242.62,-113.15,2018,0
68.12,33.72,17.73,7.61,76.28,31.87,24.17,11.16,20.67,2011,0
63.59,38.65,4.09,12.99,73.09,21.92,18.9,11.93,17.93,2012,0
71.76,46.69,17.84,10.44,71.51,22.98,-8.6,12.5,17.61,2013,0
76.86,48.33,8.64,7.55,56.41,39.79,-10.97,4.42,5.72,2014,0
79.09,50.52,1.48,5.28,52.57,40.37,-8.31,2.82,3.9,2015,0
82.24,49.95,7.03,5.35,58.04,25.94,-9.1,1.21,2.0,2016,0
77.18,50.23,-11.74,5.35,18.64,42.09,13.38,-3.07,-3.99,2017,0
76.27,51.12,0.47,5.67,50.48,51.47,4.5,5.17,5.42,2018,0
86.78,80.31,41.82,12.88,76.38,5.15,3.13,32.3,32.77,2011,0
87.17,80.79,13.71,9.35,72.57,7.08,10.29,23.08,19.33,2012,1
41.63,26.05,-17.08,9.08,22.75,31.23,-18.76,2.69,3.47,2011,0
45.45,32.01,8.58,9.43,15.28,29.1,1.47,0.34,0.45,2012,0
49.62,37.42,13.43,11.4,34.91,27.66,4.76,7.87,11.73,2013,0
54.59,41.97,13.64,13.83,42.68,25.88,2.43,8.13,12.99,2014,0
64.08,46.76,20.66,12.26,51.88,37.36,-4.55,9.46,13.19,2015,0
67.94,49.13,6.81,13.07,35.35,37.78,-4.66,5.21,7.7,2016,0
65.07,50.08,1.81,9.15,24.33,35.21,10.93,2.37,3.62,2017,0
71.61,52.96,7.11,6.5,31.69,34.76,-12.94,4.91,7.83,2018,0
36.51,6.25,2.15,17.2,13.94,29.04,-9.46,-0.53,4.27,2011,0
25.94,11.21,-5.55,13.96,11.54,27.82,10.18,-1.73,-4.76,2012,0
24.63,11.4,-3.33,14.21,24.46,18.09,-1.62,0.58,0.63,2013,0
42.69,7.09,-28.94,12.13,0.0,10.54,-45.98,-43.36,-59.03,2014,0
64.93,48.97,-19.67,9.4,17.88,10.59,-50.84,-3.87,12.32,2015,0
47.75,-0.29,14.31,4.65,16.48,50.66,70.33,-1.91,-4.98,2016,0
54.27,16.46,-7.91,5.85,38.7,40.86,-19.4,-2.02,-6.91,2017,0
55.37,22.37,-2.83,7.82,-511.49,14.25,-5.18,-6.84,-14.67,2018,0
44.62,4.53,3.11,5.75,23.68,20.28,1.74,-1.48,-2.41,2011,0
38.65,7.77,-10.17,5.01,41.72,17.69,-0.48,3.64,4.79,2012,0
33.33,11.9,-9.54,4.47,30.43,21.53,-1.7,1.14,1.02,2013,0
32.02,18.49,-0.89,6.12,23.18,30.21,1.07,0.39,0.36,2014,0
38.59,27.43,-6.03,6.82,37.72,31.05,-15.11,5.36,4.65,2015,0
40.95,30.54,-2.95,6.91,3.06,31.69,-6.68,-2.54,-1.89,2016,0
38.78,30.72,-8.65,6.78,-48.73,42.52,-5.29,-12.8,-7.71,2017,0
33.07,23.48,-9.79,6.79,-386.38,43.58,-1.38,-33.8,-21.59,2018,0
29.55,4.76,50.23,5.75,67.31,14.85,46.64,5.06,5.8,2011,0
32.78,1.53,2.45,5.67,54.38,17.95,-2.24,-8.39,-2.54,2012,0
27.62,-11.31,-4.28,7.29,3.79,15.76,3.06,-15.53,-13.04,2013,0
29.35,8.16,-32.92,5.08,32.68,16.88,-34.52,-10.21,-9.83,2014,0
39.32,15.57,12.32,5.98,64.52,15.57,-3.38,14.4,12.91,2015,0
26.26,6.22,25.6,5.89,62.05,21.64,52.64,16.59,12.74,2016,0
28.87,13.91,-0.01,6.13,53.08,17.7,-3.55,5.81,4.08,2017,0
33.6,10.62,2.36,6.64,57.28,21.26,-4.45,7.58,5.85,2018,0
68.19,27.61,47.07,7.48,35.49,30.51,33.35,-0.24,-0.74,2011,0
73.53,30.06,9.7,4.16,59.49,40.1,-8.71,4.48,14.62,2012,0
60.55,23.43,11.15,4.78,62.82,23.5,65.65,3.25,11.21,2013,0
67.43,18.54,20.07,7.61,41.94,37.84,-0.88,1.08,3.54,2014,0
63.85,17.19,24.8,6.69,42.64,58.78,38.53,1.02,3.63,2015,0
50.84,-6.99,23.62,6.91,51.7,106.17,68.11,0.97,3.09,2016,0
62.5,15.53,-12.63,7.06,36.88,135.9,-33.36,-1.2,-3.6,2017,0
76.66,24.06,6.14,3.76,-31.81,109.19,-33.93,-7.48,-12.43,2018,0
84.28,67.71,86.96,1.94,24.95,61.72,-8.27,7.67,4.3,2018,0
61.77,2.22,45.1,3.42,59.89,62.61,16.61,4.03,7.09,2011,0
66.72,30.32,17.29,3.03,53.88,48.02,2.09,1.78,-1.8,2012,0
69.51,27.11,23.25,3.82,39.61,46.6,12.93,-2.44,-18.12,2013,0
70.04,17.63,15.41,3.15,15.78,115.44,13.38,-5.96,-17.57,2014,0
87.54,11.15,-40.87,0.93,0.0,147.47,-58.53,-377.34,-122.53,2015,0
74.43,-15.31,-47.32,6.63,0.0,39.18,-46.4,-101.3,-163.9,2016,1
79.73,-1.71,10.89,9.22,74.59,17.44,10.54,1.14,29.35,2011,0
79.09,5.13,-7.82,9.75,73.71,18.82,-4.91,1.01,21.45,2012,0
80.67,10.21,8.62,9.93,73.03,20.07,0.38,1.39,23.13,2013,0
74.18,1.87,-1.87,10.71,-16.13,22.84,31.11,-0.34,-5.07,2014,0
68.86,13.31,1.76,12.56,78.65,21.31,22.74,3.19,40.0,2015,0
71.34,32.4,16.0,10.9,75.58,19.6,6.76,3.63,28.08,2016,0
68.87,37.44,1.16,11.77,78.3,16.64,9.85,2.43,16.27,2017,0
67.68,35.12,12.58,11.45,75.09,16.36,16.88,2.71,15.67,2018,0
33.37,5.09,-0.65,3.72,23.64,22.25,28.39,-0.43,-0.46,2011,0
35.75,11.37,-4.86,2.74,57.0,33.58,-8.27,32.81,16.34,2012,0
31.19,10.3,-5.36,1.86,-87.85,44.4,1.37,-41.07,-8.62,2013,0
42.62,28.54,28.3,3.34,41.1,23.97,6.97,11.2,4.71,2014,0
47.84,13.36,34.7,5.56,60.45,55.66,22.45,14.61,10.99,2015,0
