회사명,거래소코드,회계년도,[제조]영업이익(손실)(연결),[제조]   이자비용(연결),이자보상배율
(주)티엘아이,62860,Dec-18,-18996290.0,0.0,-inf
(주)티엘아이,62860,Dec-19,253402.0,7198.0,35.20450125034732
(주)티엘아이,62860,Dec-20,-7863322.0,7459.0,-1054.2059257273092
(주)파나진,46210,Dec-11,-1735483.0,1411595.0,-1.2294482482581761
(주)파나진,46210,Dec-12,-4259857.0,1542901.0,-2.760939943651602
(주)파나진,46210,Dec-13,-3556189.0,1201118.0,-2.9607324176309073
(주)파나진,46210,Dec-14,-942877.0,1214147.0,-0.7765756535246556
(주)파나진,46210,Dec-15,157347.0,1271750.0,0.12372478867701986
(주)파나진,46210,Dec-16,-748846.0,981713.0,-0.762795236489687
(주)파나진,46210,Dec-17,-2646732.0,177607.0,-14.902182909457398
(주)파나진,46210,Dec-18,-1340748.0,0.0,-inf
(주)파나진,46210,Dec-19,-607899.0,2456.0,-247.51587947882737
(주)파나진,46210,Dec-20,5148964.0,2452.0,2099.9037520391516
(주)파라다이스,34230,Dec-11,50879370.0,0.0,inf
(주)파라다이스,34230,Dec-12,89770644.0,4883920.0,18.380858818326264
(주)파라다이스,34230,Dec-13,134446116.0,3431687.0,39.17784926189364
(주)파라다이스,34230,Dec-14,79047839.0,3366579.0,23.480167552877862
(주)파라다이스,34230,Dec-15,58321729.0,2993814.0,19.480745630824092
(주)파라다이스,34230,Dec-16,65785845.0,3514315.0,18.71939339529894
(주)파라다이스,34230,Dec-17,-29952294.0,25062962.0,-1.1950819699602944
(주)파라다이스,34230,Dec-18,2407782.0,32950821.0,0.07307198810008406
(주)파라다이스,34230,Dec-19,51868334.0,52045850.0,0.9965892381429067
(주)파라다이스,34230,Dec-20,-86150820.0,54604615.0,-1.5777204912075655
(주)파라텍,33540,Dec-11,7291664.0,390834.0,18.656677771125338
(주)파라텍,33540,Dec-12,764643.0,22512.0,33.966018123667375
(주)파라텍,33540,Dec-13,6045360.0,0.0,inf
(주)파라텍,33540,Dec-14,7031927.0,5575.0,1261.332197309417
(주)파라텍,33540,Dec-15,4559019.0,512.0,8904.333984375
(주)파라텍,33540,Dec-16,5469650.0,81600.0,67.03002450980392
(주)파라텍,33540,Dec-17,9589632.0,293821.0,32.637667151088586
(주)파라텍,33540,Dec-18,-138646.0,832677.0,-0.16650634039369408
(주)파라텍,33540,Dec-19,-37047419.0,1277425.0,-29.001639235180146
(주)파라텍,33540,Dec-20,4026832.0,1049971.0,3.835184019368154
(주)파인디지털,38950,Dec-11,2516842.0,271019.0,9.286588763149448
(주)파인디지털,38950,Dec-12,10583878.0,142686.0,74.17600885861262
(주)파인디지털,38950,Dec-13,8033431.0,19175.0,418.9533767926988
(주)파인디지털,38950,Dec-14,7001395.0,0.0,inf
(주)파인디지털,38950,Dec-15,-1358745.0,520.0,-2612.971153846154
(주)파인디지털,38950,Dec-16,-3693758.0,110.0,-33579.61818181818
(주)파인디지털,38950,Dec-17,-3679309.0,0.0,-inf
(주)파인디지털,38950,Dec-18,1428970.0,0.0,inf
(주)파인디지털,38950,Dec-19,-216891.0,11602.0,-18.694276848819168
(주)파인디지털,38950,Dec-20,3428146.0,57267.0,59.86250371068853
(주)팍스넷,38160,Dec-11,-3833118.0,0.0,-inf
(주)팍스넷,38160,Dec-12,-590437.0,0.0,-inf
(주)팍스넷,38160,Dec-13,-1319395.0,0.0,-inf
(주)팍스넷,38160,Dec-14,3441029.0,0.0,inf
(주)팍스넷,38160,Dec-15,4638238.0,0.0,inf
(주)팍스넷,38160,Dec-16,3872788.0,0.0,inf
(주)팍스넷,38160,Dec-17,1271747.0,0.0,inf
(주)팍스넷,38160,Dec-18,-35475.0,223648.0,-0.15861979539276005
(주)팍스넷,38160,Dec-19,-16158578.0,3575166.0,-4.519672093547545
(주)팍스넷,38160,Dec-20,-8489675.0,6228185.0,-1.3631057844299743
(주)펩트론,87010,Dec-11,-234783.0,1093329.0,-0.21474139988969468
(주)펩트론,87010,Dec-12,-1322542.0,1299072.0,-1.01806674302887
(주)펩트론,87010,Dec-13,-1458287.0,994879.0,-1.4657933276307973
(주)펩트론,87010,Dec-14,-2609255.0,590270.0,-4.420443187016112
(주)펩트론,87010,Dec-15,-2850195.0,92284.0,-30.885039660179444
(주)펩트론,87010,Dec-16,-3564182.0,68923.0,-51.71251976843724
(주)펩트론,87010,Dec-17,-4773839.0,0.0,-inf
(주)펩트론,87010,Dec-18,-7905678.0,0.0,-inf
(주)펩트론,87010,Dec-19,-12703568.0,0.0,-inf
(주)펩트론,87010,Dec-20,-17605942.0,0.0,-inf
(주)폴라리스오피스,41020,Dec-11,651938.0,1277473.0,0.5103340735968588
(주)폴라리스오피스,41020,Dec-12,8515312.0,1148505.0,7.414257665399802
(주)폴라리스오피스,41020,Dec-13,10384144.0,1014271.0,10.238036974339206
(주)폴라리스오피스,41020,Dec-14,2503810.0,981057.0,2.5521554812819236
(주)폴라리스오피스,41020,Dec-15,-18167782.0,10759.0,-1688.612510456362
(주)폴라리스오피스,41020,Dec-16,-24257235.0,0.0,-inf
(주)폴라리스오피스,41020,Dec-17,-14230849.0,0.0,-inf
(주)폴라리스오피스,41020,Dec-18,-516728.0,0.0,-inf
(주)폴라리스오피스,41020,Dec-19,-5948733.0,117954.0,-50.432651711684215
(주)폴라리스오피스,41020,Dec-20,-7887420.0,437729.0,-18.01895693454169
(주)푸드나무,290720,Dec-17,4330936.0,0.0,inf
(주)푸드나무,290720,Dec-18,6542139.0,0.0,inf
(주)푸드나무,290720,Dec-19,5467595.0,18951.0,288.51221571421036
(주)푸드나무,290720,Dec-20,6644522.0,13442.0,494.3105192679661
(주)피제이전자,6140,Dec-11,10696722.0,432579.0,24.72778845020216
(주)피제이전자,6140,Dec-12,11521174.0,332068.0,34.69522507438236
(주)피제이전자,6140,Dec-13,10947357.0,181439.0,60.33629484289486
(주)피제이전자,6140,Dec-14,7367314.0,25564.0,288.19097167892346
(주)피제이전자,6140,Dec-15,6994619.0,21774.0,321.23720951593646
(주)피제이전자,6140,Dec-16,7071926.0,0.0,inf
(주)피제이전자,6140,Dec-17,7448132.0,0.0,inf
(주)피제이전자,6140,Dec-18,6108070.0,0.0,inf
(주)피제이전자,6140,Dec-19,5890548.0,138288.0,42.59623394654634
(주)피제이전자,6140,Dec-20,5579122.0,277732.0,20.08814972707502
(주)픽셀플러스,87600,Dec-11,10688609.0,208785.0,51.19433388413918
(주)픽셀플러스,87600,Dec-12,30828704.0,30677.0,1004.945203246732
(주)픽셀플러스,87600,Dec-13,46419383.0,0.0,inf
(주)픽셀플러스,87600,Dec-14,21792538.0,0.0,inf
(주)픽셀플러스,87600,Dec-15,9277432.0,0.0,inf
(주)픽셀플러스,87600,Dec-16,-7424088.0,0.0,-inf
(주)픽셀플러스,87600,Dec-17,-10712774.0,0.0,-inf
(주)픽셀플러스,87600,Dec-18,-9428070.0,0.0,-inf
(주)픽셀플러스,87600,Dec-19,-8347275.0,53753.0,-155.28947221550425
(주)픽셀플러스,87600,Dec-20,974049.0,69135.0,14.089086569754828
(주)하나기술,299030,Dec-17,5123591.0,340916.0,15.028895681047532
(주)하나기술,299030,Dec-18,5188797.0,595807.0,8.708855384377827
(주)하나기술,299030,Dec-19,5743366.0,329043.0,17.45475819269822
(주)하나기술,299030,Dec-20,-4510555.0,0.0,-inf
(주)하이로닉,149980,Dec-11,829301.0,14470.0,57.31174844505874
(주)하이로닉,149980,Dec-12,2760109.0,17556.0,157.2174185463659
(주)하이로닉,149980,Dec-13,3631909.0,8372.0,433.8161729574773
(주)하이로닉,149980,Dec-14,7649555.0,18192.0,420.4900505716799
(주)하이로닉,149980,Dec-15,2089544.0,25050.0,83.41493013972055
(주)하이로닉,149980,Dec-16,347124.0,0.0,inf
(주)하이로닉,149980,Dec-17,1748125.0,64277.0,27.196742225057175
(주)하이로닉,149980,Dec-18,-28353.0,102236.0,-0.27732892523181657
(주)하이로닉,149980,Dec-19,2612626.0,68164.0,38.32853118948419
(주)하이로닉,149980,Dec-20,1235437.0,58949.0,20.957726170079223
(주)하이텍팜,106190,Dec-11,13064851.0,0.0,inf
(주)하이텍팜,106190,Dec-12,10842076.0,0.0,inf
(주)하이텍팜,106190,Dec-13,12281614.0,0.0,inf
(주)하이텍팜,106190,Dec-14,7886730.0,14531.0,542.7520473470512
(주)하이텍팜,106190,Dec-15,5397823.0,39976.0,135.02659095457275
(주)하이텍팜,106190,Dec-16,5176088.0,32410.0,159.70651033631594
(주)하이텍팜,106190,Dec-17,3271141.0,33543.0,97.52082401693349
(주)하이텍팜,106190,Dec-18,2082887.0,39037.0,53.35673847887901
(주)하이텍팜,106190,Dec-19,-4524865.0,290180.0,-15.593304156041079
(주)하이텍팜,106190,Dec-20,-3323862.0,327023.0,-10.164000697198668
(주)하츠,66130,Dec-11,1106353.0,41815.0,26.458280521344015
(주)하츠,66130,Dec-12,-2417920.0,30478.0,-79.33328958593084
(주)하츠,66130,Dec-13,-67176.0,7253.0,-9.261822694057631
(주)하츠,66130,Dec-14,3746206.0,4016.0,932.8202191235059
(주)하츠,66130,Dec-15,4475704.0,3877.0,1154.4245550683518
(주)하츠,66130,Dec-16,4391599.0,299.0,14687.622073578596
(주)하츠,66130,Dec-17,5247724.0,0.0,inf
(주)하츠,66130,Dec-18,1250559.0,3158.0,395.9971500949968
(주)하츠,66130,Dec-19,2497963.0,16792.0,148.75911148165792
(주)하츠,66130,Dec-20,7938567.0,22521.0,352.4962035433595
(주)한국경제티브이,39340,Dec-11,10503448.0,0.0,inf
(주)한국경제티브이,39340,Dec-12,6548220.0,49080.0,133.41931540342298
(주)한국경제티브이,39340,Dec-13,2148621.0,22114.0,97.16111965270869
(주)한국경제티브이,39340,Dec-14,5071507.0,77028.0,65.83978553253363
(주)한국경제티브이,39340,Dec-15,11465843.0,31366.0,365.550054198814
(주)한국경제티브이,39340,Dec-16,14378501.0,0.0,inf
(주)한국경제티브이,39340,Dec-17,9084331.0,75419.0,120.45149100359326
(주)한국경제티브이,39340,Dec-18,15546640.0,196838.0,78.9819039006696
(주)한국경제티브이,39340,Dec-19,13691976.0,268529.0,50.98881685032157
(주)한국경제티브이,39340,Dec-20,18182633.0,257273.0,70.67447030974878
(주)한글과컴퓨터,30520,Dec-11,22375388.0,843.0,26542.571767497033
(주)한글과컴퓨터,30520,Dec-12,24758777.0,0.0,inf
(주)한글과컴퓨터,30520,Dec-13,25079192.0,76.0,329989.36842105264
(주)한글과컴퓨터,30520,Dec-14,27486141.0,0.0,inf
(주)한글과컴퓨터,30520,Dec-15,27919195.0,0.0,inf
(주)한글과컴퓨터,30520,Dec-16,29041333.0,3578.0,8116.638624930129
(주)한글과컴퓨터,30520,Dec-17,32286496.0,2029904.0,15.905430010483254
(주)한글과컴퓨터,30520,Dec-18,42481575.0,11759501.0,3.6125321133949475
(주)한글과컴퓨터,30520,Dec-19,33207231.0,12747435.0,2.605012773157894
(주)한글과컴퓨터,30520,Dec-20,68214218.0,8874915.0,7.686182684566557
(주)헬릭스미스,84990,Dec-11,-3053483.0,972328.0,-3.1403836976822634
(주)헬릭스미스,84990,Dec-12,-1676179.0,140003.0,-11.972450590344492
(주)헬릭스미스,84990,Dec-13,378665.0,111.0,3411.3963963963965
(주)헬릭스미스,84990,Dec-14,246462.0,0.0,inf
(주)헬릭스미스,84990,Dec-15,1072455.0,0.0,inf
(주)헬릭스미스,84990,Dec-16,303380.0,0.0,inf
(주)헬릭스미스,84990,Dec-17,-6941157.0,77391.0,-89.6894600147304
(주)헬릭스미스,84990,Dec-18,-21203499.0,1005836.0,-21.08047335748571
(주)헬릭스미스,84990,Dec-19,-41733789.0,5920962.0,-7.048481142084682
(주)헬릭스미스,84990,Dec-20,-71100610.0,16504393.0,-4.30798091150641
(주)현대공업,170030,Dec-11,3643826.0,241198.0,15.10719823547459
(주)현대공업,170030,Dec-12,9271100.0,175913.0,52.70275647621267
(주)현대공업,170030,Dec-13,15814786.0,59911.0,263.971324130794
(주)현대공업,170030,Dec-14,16215834.0,0.0,inf
(주)현대공업,170030,Dec-15,16028925.0,0.0,inf
(주)현대공업,170030,Dec-16,18205664.0,0.0,inf
(주)현대공업,170030,Dec-17,9112603.0,0.0,inf
(주)현대공업,170030,Dec-18,-576917.0,0.0,-inf
(주)현대공업,170030,Dec-19,3354151.0,77820.0,43.10140066820869
(주)현대공업,170030,Dec-20,12650276.0,52849.0,239.3664213135537
(주)현대이지웰,90850,Dec-11,5334952.0,350185.0,15.234667390093808
(주)현대이지웰,90850,Dec-12,4411086.0,103675.0,42.54724861345551
(주)현대이지웰,90850,Dec-13,4741756.0,18663.0,254.07254996517173
(주)현대이지웰,90850,Dec-14,4935664.0,0.0,inf
(주)현대이지웰,90850,Dec-15,4575470.0,0.0,inf
(주)현대이지웰,90850,Dec-16,604133.0,5381.0,112.2715108715852
(주)현대이지웰,90850,Dec-17,4330782.0,282917.0,15.307606117695295
(주)현대이지웰,90850,Dec-18,7001402.0,639277.0,10.952063033708393
(주)현대이지웰,90850,Dec-19,9407463.0,392796.0,23.949996944979073
(주)현대이지웰,90850,Dec-20,13310938.0,349468.0,38.089146931907926
(주)홈센타홀딩스,60560,Dec-11,2935848.0,495095.0,5.929868005130328
(주)홈센타홀딩스,60560,Dec-12,166582.0,843483.0,0.19749301408564252
(주)홈센타홀딩스,60560,Dec-13,2078907.0,739390.0,2.811651496503875
(주)홈센타홀딩스,60560,Dec-14,-2472422.0,0.0,-inf
(주)홈센타홀딩스,60560,Dec-15,2159994.0,285818.0,7.557235723432394
(주)홈센타홀딩스,60560,Dec-16,66209.0,887816.0,0.07457513719058904
(주)홈센타홀딩스,60560,Dec-17,1531877.0,3960808.0,0.38675871185879246
(주)홈센타홀딩스,60560,Dec-18,-4917182.0,4326203.0,-1.1366045467584391
(주)홈센타홀딩스,60560,Dec-19,2558151.0,4210300.0,0.607593520651735
(주)홈센타홀딩스,60560,Dec-20,6585716.0,4033957.0,1.6325697076096746
(주)화신정공,126640,Dec-11,1845260.0,213962.0,8.624241687776333
(주)화신정공,126640,Dec-12,7207043.0,272229.0,26.474192683365843
(주)화신정공,126640,Dec-13,8210029.0,337514.0,24.325002814698056
(주)화신정공,126640,Dec-14,6310667.0,149444.0,42.227637108214445
(주)화신정공,126640,Dec-15,5152235.0,50930.0,101.16306695464363
(주)화신정공,126640,Dec-16,4456444.0,0.0,inf
(주)화신정공,126640,Dec-17,2826805.0,85.0,33256.529411764706
(주)화신정공,126640,Dec-18,1530266.0,22767.0,67.21421355470638
(주)화신정공,126640,Dec-19,4004775.0,262289.0,15.268558727205487
(주)화신정공,126640,Dec-20,6606073.0,603082.0,10.953855362952302
고려신용정보(주),49720,Dec-11,2678575.0,12881.0,207.9477525036876
고려신용정보(주),49720,Dec-12,1845174.0,10752.0,171.61216517857142
고려신용정보(주),49720,Dec-13,274570.0,16683.0,16.458071090331476
고려신용정보(주),49720,Dec-14,1791490.0,44274.0,40.4637033021638
고려신용정보(주),49720,Dec-15,5140110.0,38032.0,135.15224021876315
고려신용정보(주),49720,Dec-16,5415998.0,62.0,87354.80645161291
고려신용정보(주),49720,Dec-17,4989049.0,0.0,inf
고려신용정보(주),49720,Dec-18,7324008.0,0.0,inf
고려신용정보(주),49720,Dec-19,8083788.0,133164.0,60.70550599261062
고려신용정보(주),49720,Dec-20,10461699.0,578869.0,18.072653743765862
나이스평가정보(주),30190,Dec-11,20997344.0,0.0,inf
나이스평가정보(주),30190,Dec-12,19386917.0,747.0,25953.034805890227
나이스평가정보(주),30190,Dec-13,22075187.0,7826.0,2820.7496805520063
나이스평가정보(주),30190,Dec-14,22815676.0,4095.0,5571.59365079365
나이스평가정보(주),30190,Dec-15,28116317.0,14076.0,1997.4649758454107
나이스평가정보(주),30190,Dec-16,39206934.0,0.0,inf
나이스평가정보(주),30190,Dec-17,42623652.0,0.0,inf
나이스평가정보(주),30190,Dec-18,48605376.0,0.0,inf
나이스평가정보(주),30190,Dec-19,51340883.0,406160.0,126.40556184754776
나이스평가정보(주),30190,Dec-20,62718417.0,467393.0,134.18775420256614
남화산업(주),111710,Dec-11,8659244.0,1071921.0,8.078248303746264
남화산업(주),111710,Dec-12,6667531.0,896647.0,7.436071274425721
남화산업(주),111710,Dec-13,5525886.0,297261.0,18.589340680412164
남화산업(주),111710,Dec-14,3593584.0,132259.0,27.17080879184025
남화산업(주),111710,Dec-15,4291848.0,84196.0,50.97448809919711
남화산업(주),111710,Dec-16,3305196.0,43421.0,76.11975772091844
남화산업(주),111710,Dec-17,4378393.0,9545.0,458.71063383970665
남화산업(주),111710,Dec-18,3732796.0,0.0,inf
남화산업(주),111710,Dec-19,5545771.0,0.0,inf
남화산업(주),111710,Dec-20,7450789.0,0.0,inf
남화토건(주),91590,Dec-11,8684570.0,0.0,inf
남화토건(주),91590,Dec-12,5117490.0,0.0,inf
남화토건(주),91590,Dec-13,3105668.0,0.0,inf
남화토건(주),91590,Dec-14,3143954.0,0.0,inf
남화토건(주),91590,Dec-15,-1508090.0,0.0,-inf
남화토건(주),91590,Dec-16,3430927.0,0.0,inf
남화토건(주),91590,Dec-17,5330586.0,0.0,inf
남화토건(주),91590,Dec-18,1184315.0,0.0,inf
남화토건(주),91590,Dec-19,1681984.0,0.0,inf
남화토건(주),91590,Dec-20,4593398.0,0.0,inf
대양전기공업(주),108380,Dec-11,9824749.0,41277.0,238.01993846452018
대양전기공업(주),108380,Dec-12,15429888.0,100396.0,153.69026654448385
대양전기공업(주),108380,Dec-13,17397022.0,2469.0,7046.181449979749
대양전기공업(주),108380,Dec-14,15652271.0,3577.0,4375.809616997484
대양전기공업(주),108380,Dec-15,17925202.0,2796.0,6411.016452074392
대양전기공업(주),108380,Dec-16,18314534.0,1598.0,11460.9098873592
대양전기공업(주),108380,Dec-17,14747504.0,409.0,36057.46699266504
대양전기공업(주),108380,Dec-18,9492282.0,0.0,inf
대양전기공업(주),108380,Dec-19,14859314.0,22467.0,661.38398540081
대양전기공업(주),108380,Dec-20,16298014.0,0.0,inf
대주전자재료(주),78600,Dec-11,9654710.0,0.0,inf
대주전자재료(주),78600,Dec-12,8503940.0,3081010.0,2.760114378077319
대주전자재료(주),78600,Dec-13,1378300.0,1771173.0,0.778184852637207
대주전자재료(주),78600,Dec-14,326559.0,1391017.0,0.23476276709774216
대주전자재료(주),78600,Dec-15,-2323080.0,1286698.0,-1.8054586235464731
대주전자재료(주),78600,Dec-16,4035093.0,2412156.0,1.6728159372776885
대주전자재료(주),78600,Dec-17,2977464.0,2519908.0,1.1815764702520886
대주전자재료(주),78600,Dec-18,3740663.0,2577723.0,1.4511501041810932
대주전자재료(주),78600,Dec-19,2663206.0,2569384.0,1.0365153671074467
대주전자재료(주),78600,Dec-20,9021434.0,2802017.0,3.2196214369862854
데브시스터즈(주),194480,Dec-13,24093444.0,387915.0,62.11011175128572
데브시스터즈(주),194480,Dec-14,33026444.0,99102.0,333.25708865613205
데브시스터즈(주),194480,Dec-15,-4134478.0,0.0,-inf
데브시스터즈(주),194480,Dec-16,-12120671.0,0.0,-inf
데브시스터즈(주),194480,Dec-17,-14370381.0,3219.0,-4464.237651444548
데브시스터즈(주),194480,Dec-18,-12322058.0,5450.0,-2260.928073394495
데브시스터즈(주),194480,Dec-19,-22185728.0,85075.0,-260.7784660593594
데브시스터즈(주),194480,Dec-20,-6123222.0,16197.0,-378.0466753102426
동양파일(주),228340,Dec-14,25777360.0,5384901.0,4.786970085429611
동양파일(주),228340,Dec-15,34897506.0,2393796.0,14.578312437651329
동양파일(주),228340,Dec-16,38449581.0,1169593.0,32.87432551323409
동양파일(주),228340,Dec-17,14717483.0,401057.0,36.696736374131355
동양파일(주),228340,Dec-18,-2209925.0,0.0,-inf
동양파일(주),228340,Dec-19,-5490940.0,2632.0,-2086.223404255319
동양파일(주),228340,Dec-20,-4054347.0,2385.0,-1699.9358490566037
디엑스앤브이엑스(주),180400,Dec-13,-19501.0,250000.0,-0.078004
디엑스앤브이엑스(주),180400,Dec-14,362097.0,201647.0,1.7956974316503593
디엑스앤브이엑스(주),180400,Dec-15,561380.0,0.0,inf
디엑스앤브이엑스(주),180400,Dec-16,-681656.0,0.0,-inf
디엑스앤브이엑스(주),180400,Dec-17,-3249191.0,186621.0,-17.410639745794953
디엑스앤브이엑스(주),180400,Dec-18,-7982438.0,3398314.0,-2.3489406805845485
디엑스앤브이엑스(주),180400,Dec-19,-6983561.0,1331823.0,-5.24361044973694
디엑스앤브이엑스(주),180400,Dec-20,-5979079.0,248429.0,-24.067556525204385
리노공업(주),58470,Dec-11,23432594.0,0.0,inf
리노공업(주),58470,Dec-12,27739233.0,0.0,inf
리노공업(주),58470,Dec-13,28829491.0,0.0,inf
리노공업(주),58470,Dec-14,32718314.0,0.0,inf
리노공업(주),58470,Dec-15,36009931.0,0.0,inf
리노공업(주),58470,Dec-16,39316220.0,0.0,inf
리노공업(주),58470,Dec-17,49156999.0,0.0,inf
리노공업(주),58470,Dec-18,51196135.0,0.0,inf
리노공업(주),58470,Dec-19,64141630.0,7924.0,8094.602473498233
리노공업(주),58470,Dec-20,77881754.0,6397.0,12174.730967641082
마이크로로봇(주),182690,Dec-11,851064.0,690123.0,1.2332062545372346
마이크로로봇(주),182690,Dec-12,3903821.0,538589.0,7.248237524346023
마이크로로봇(주),182690,Dec-13,6607293.0,344857.0,19.15951539333695
마이크로로봇(주),182690,Dec-14,4780184.0,112010.0,42.6764038925096
마이크로로봇(주),182690,Dec-15,1620829.0,0.0,inf
마이크로로봇(주),182690,Dec-16,-4305834.0,0.0,-inf
마이크로로봇(주),182690,Dec-17,-5176791.0,4517.0,-1146.0684082355547
마이크로로봇(주),182690,Dec-18,-6523301.0,551535.0,-11.827537690264444
마이크로로봇(주),182690,Dec-19,-4184456.0,896255.0,-4.66882304701229
마이크로로봇(주),182690,Dec-20,-509191.0,2148374.0,-0.2370122706754038
삼목에스폼(주),18310,Dec-11,4292313.0,841038.0,5.103589849685745
삼목에스폼(주),18310,Dec-12,6819122.0,616743.0,11.056667039593478
삼목에스폼(주),18310,Dec-13,25719183.0,1538707.0,16.714802103324416
삼목에스폼(주),18310,Dec-14,49814516.0,354053.0,140.69790681056227
삼목에스폼(주),18310,Dec-15,41177087.0,645.0,63840.44496124031
삼목에스폼(주),18310,Dec-16,46188432.0,0.0,inf
삼목에스폼(주),18310,Dec-17,44254684.0,0.0,inf
삼목에스폼(주),18310,Dec-18,43748596.0,0.0,inf
삼목에스폼(주),18310,Dec-19,11367058.0,49880.0,227.88809141940658
삼목에스폼(주),18310,Dec-20,-12650723.0,48025.0,-263.41953149401354
삼아제약(주),9300,Dec-11,7574481.0,561576.0,13.487900123936921
삼아제약(주),9300,Dec-12,9274160.0,516202.0,17.9661450362455
삼아제약(주),9300,Dec-13,6054747.0,390861.0,15.490793402258092
삼아제약(주),9300,Dec-14,5811746.0,69882.0,83.16513551415242
삼아제약(주),9300,Dec-15,6051081.0,3366.0,1797.7067736185384
삼아제약(주),9300,Dec-16,9576560.0,515.0,18595.26213592233
삼아제약(주),9300,Dec-17,7610609.0,0.0,inf
삼아제약(주),9300,Dec-18,9360979.0,0.0,inf
삼아제약(주),9300,Dec-19,10396874.0,60855.0,170.84666830991702
삼아제약(주),9300,Dec-20,3930495.0,202939.0,19.36786423506571
삼현철강(주),17480,Dec-11,20362541.0,383659.0,53.07458185524124
삼현철강(주),17480,Dec-12,10637141.0,458578.0,23.19592522973191
삼현철강(주),17480,Dec-13,9537089.0,769954.0,12.386569847029822
삼현철강(주),17480,Dec-14,9162998.0,402608.0,22.75910563128403
삼현철강(주),17480,Dec-15,7289662.0,91963.0,79.26733577634484
삼현철강(주),17480,Dec-16,7838464.0,0.0,inf
삼현철강(주),17480,Dec-17,9119835.0,0.0,inf
삼현철강(주),17480,Dec-18,9028915.0,0.0,inf
삼현철강(주),17480,Dec-19,7948388.0,5483.0,1449.6421666970637
삼현철강(주),17480,Dec-20,8630241.0,4026.0,2143.6266766020863
서암기계공업(주),100660,Dec-11,8108428.0,64200.0,126.2995015576324
서암기계공업(주),100660,Dec-12,6368717.0,43929.0,144.97750916251223
서암기계공업(주),100660,Dec-13,2081082.0,10463.0,198.89916849851858
서암기계공업(주),100660,Dec-14,979990.0,0.0,inf
서암기계공업(주),100660,Dec-15,673016.0,0.0,inf
서암기계공업(주),100660,Dec-16,38364.0,0.0,inf
서암기계공업(주),100660,Dec-17,2315027.0,0.0,inf
서암기계공업(주),100660,Dec-18,3071249.0,0.0,inf
서암기계공업(주),100660,Dec-19,1505005.0,0.0,inf
서암기계공업(주),100660,Dec-20,-451562.0,0.0,-inf
서호전기(주),65710,Dec-11,-588133.0,0.0,-inf
서호전기(주),65710,Dec-12,425318.0,60462.0,7.034467930270252
서호전기(주),65710,Dec-13,1207581.0,39074.0,30.90497517530839
서호전기(주),65710,Dec-14,2420041.0,37455.0,64.61196101989053
서호전기(주),65710,Dec-15,3347999.0,82672.0,40.49737516934391
서호전기(주),65710,Dec-16,7865944.0,81134.0,96.95003327828037
서호전기(주),65710,Dec-17,12988135.0,78239.0,166.0058922020987
서호전기(주),65710,Dec-18,6540195.0,139111.0,47.01421886119717
서호전기(주),65710,Dec-19,12245033.0,115707.0,105.82793607992602
서호전기(주),65710,Dec-20,11306246.0,196732.0,57.47029461399264
애니젠(주),196300,Dec-11,-825379.0,59761.0,-13.811331805023343
애니젠(주),196300,Dec-12,-62874.0,88421.0,-0.7110754232591805
애니젠(주),196300,Dec-13,412368.0,414136.0,0.9957308710182162
애니젠(주),196300,Dec-14,-121047.0,480840.0,-0.2517407037684053
애니젠(주),196300,Dec-15,-1183223.0,440920.0,-2.68353216002903
애니젠(주),196300,Dec-16,-1053225.0,168355.0,-6.255976953461436
애니젠(주),196300,Dec-17,273915.0,0.0,inf
애니젠(주),196300,Dec-18,-5151124.0,617928.0,-8.336123302391217
애니젠(주),196300,Dec-19,-4260151.0,1234413.0,-3.4511553264588106
애니젠(주),196300,Dec-20,-1046686.0,1425408.0,-0.7343062477550287
어보브반도체(주),102120,Dec-11,4671431.0,225109.0,20.751862431088938
어보브반도체(주),102120,Dec-12,7380185.0,215308.0,34.27733758151114
어보브반도체(주),102120,Dec-13,9321739.0,118669.0,78.55243576671245
어보브반도체(주),102120,Dec-14,7157808.0,82371.0,86.8971846887861
어보브반도체(주),102120,Dec-15,6509092.0,70012.0,92.97109067017082
어보브반도체(주),102120,Dec-16,9259423.0,79787.0,116.05177535187437
어보브반도체(주),102120,Dec-17,7541113.0,37730.0,199.87047442353565
어보브반도체(주),102120,Dec-18,7761850.0,0.0,inf
어보브반도체(주),102120,Dec-19,13925855.0,28366.0,490.9347458224635
어보브반도체(주),102120,Dec-20,17621134.0,309279.0,56.97488028608473
에스씨아이평가정보(주),36120,Dec-11,1401289.0,0.0,inf
에스씨아이평가정보(주),36120,Dec-12,-31767.0,0.0,-inf
에스씨아이평가정보(주),36120,Dec-13,811377.0,0.0,inf
에스씨아이평가정보(주),36120,Dec-14,146277.0,0.0,inf
에스씨아이평가정보(주),36120,Dec-15,976048.0,0.0,inf
에스씨아이평가정보(주),36120,Dec-16,205057.0,0.0,inf
에스씨아이평가정보(주),36120,Dec-17,5841.0,314.0,18.601910828025478
에스씨아이평가정보(주),36120,Dec-18,1323111.0,581.0,2277.299483648881
에스씨아이평가정보(주),36120,Dec-19,6923880.0,20824.0,332.49519784863617
에스씨아이평가정보(주),36120,Dec-20,8297354.0,17038.0,486.9910787651133
에스케이커뮤니케이션즈(주),66270,Dec-11,4395585.0,12233.0,359.3219161285049
에스케이커뮤니케이션즈(주),66270,Dec-12,-46915709.0,459.0,-102212.87363834423
