[제조]자기자본구성비율,[제조]순운전자본회전률,[제조]비유동자산회전률,[제조]총자본증가율,[제조]유동비율,[제조]비유동자산증가율,[제조]1주당매출액,[제조]총자본순이익률,[제조]부가가치율,year,label
42.95,0.82,3.22,3.52,133.67,5.33,17600.86,2.49,4.02,2012,0
75.73,0.65,0.8,13.66,636.56,-16.36,1444.78,13.27,69.51,2018,0
55.41,1.03,2.31,2.65,219.72,30.75,6856.21,-12.49,-0.1,2011,0
89.1,1.4,11.68,-47.32,820.16,49.96,2188.55,0.82,15.89,2017,0
90.54,1.08,2.47,-0.86,887.12,4.18,11468.38,3.46,17.33,2014,0
90.39,1.46,4.06,29.11,898.23,-5.82,18081.89,11.1,21.93,2015,0
90.02,0.71,1.16,8.37,706.65,10.81,3096.74,6.94,47.62,2013,0
89.66,0.64,1.1,6.14,691.84,-0.31,2925.44,5.77,51.9,2014,0
70.09,2.07,2.29,22.55,181.47,57.45,18182.93,10.97,10.56,2012,0
40.42,1.01,2.77,0.52,112.85,9.5,6877.39,1.72,17.59,2011,0
89.15,1.17,1.53,2.11,812.58,16.68,4434.46,2.29,42.48,2016,0
73.6,1.21,9.94,-7.44,329.44,4.51,6875.96,-11.28,-10.27,2016,0
89.44,0.78,1.71,2.83,854.18,-1.29,10358.21,3.35,19.74,2015,0
91.69,0.7,1.51,-1.06,1123.79,3.18,9236.94,1.66,16.52,2016,0
92.33,0.57,1.07,-4.36,959.79,8.41,6949.11,-3.49,2.2,2017,0
80.1,1.64,1.32,-2.46,332.55,-7.88,18322.07,3.64,18.63,2017,0
64.93,0.73,0.55,13.57,358.22,21.64,17655.43,1.52,14.89,2016,0
81.25,0.91,1.58,-7.0,611.04,-7.27,6795.41,-2.95,15.48,2011,0
90.47,1.38,14.14,48.34,1043.92,10.0,14201.45,16.86,22.59,2014,0
87.54,0.78,3.05,-11.77,652.87,14.29,8391.93,4.22,21.97,2018,0
57.65,1.32,5.34,25.77,225.19,35.79,18629.72,0.53,39.56,2018,0
90.17,0.92,1.4,-13.34,617.12,3.1,6810.85,-3.22,18.36,2017,0
38.46,1.21,1.63,16.72,74.23,22.72,6737.33,1.3,13.77,2016,0
35.99,0.85,2.49,7.39,118.62,2.22,6724.05,1.54,29.15,2015,0
64.52,0.62,0.56,24.47,291.37,44.48,6766.43,4.0,48.44,2015,0
95.2,0.35,0.87,5.92,2037.44,50.65,4854.43,7.71,50.79,2016,0
84.77,0.53,0.56,36.58,683.27,98.73,6790.54,5.04,47.95,2018,0
51.42,1.62,1.07,20.68,77.12,17.98,14374.52,3.73,37.88,2016,0
29.68,1.24,3.56,3.64,94.86,-3.86,17473.52,-6.28,5.16,2011,0
45.23,1.46,4.12,-23.18,108.82,-17.82,18055.54,5.75,14.58,2012,0
43.65,1.92,4.63,1.98,114.6,6.49,18907.6,1.4,12.02,2013,0
51.18,2.07,4.18,4.31,105.05,27.34,18352.93,1.13,11.84,2015,0
86.4,1.05,3.21,8.5,744.21,-2.9,9411.2,8.39,25.46,2014,0
88.96,0.93,2.43,-3.32,1155.47,8.73,7654.14,0.21,17.94,2016,0
87.09,1.09,2.85,-0.1,913.48,-5.63,8429.08,2.06,24.92,2018,0
87.11,0.9,1.71,8.09,543.51,-16.53,4678.69,2.61,26.02,2016,0
75.15,0.69,2.09,17.89,558.05,-18.58,4654.51,-2.35,17.02,2017,0
47.83,1.77,3.35,41.65,105.36,37.35,14259.58,9.57,19.02,2011,0
88.76,0.58,3.89,59.12,788.82,40.58,2351.26,9.29,44.86,2016,0
83.11,0.57,1.55,-11.04,487.91,-13.73,2626.27,2.81,65.0,2012,0
90.56,0.72,2.05,6.93,940.59,-0.95,2880.03,5.09,36.77,2015,0
92.72,1.12,6.8,187.78,1370.47,73.65,9141.4,11.69,19.89,2018,0
68.89,0.86,2.83,15.05,233.4,56.19,6801.22,8.85,29.16,2012,0
71.97,0.89,2.51,5.05,226.07,28.22,6896.74,7.87,27.71,2013,0
75.71,0.96,1.42,-3.06,494.02,-0.28,3371.15,1.47,22.04,2016,0
90.31,0.4,1.48,-0.02,826.4,-48.63,2433.95,5.11,16.76,2011,0
92.35,0.59,0.5,-3.44,551.49,8.72,2604.91,0.9,55.9,2014,0
92.15,0.69,0.56,-0.92,558.98,-0.13,3103.19,3.73,62.28,2016,0
91.05,0.56,0.45,-1.18,511.46,-0.61,2466.35,-0.9,42.33,2017,0
90.76,0.6,0.47,-0.88,467.06,1.14,2593.36,1.83,55.33,2018,0
34.09,0.73,2.79,50.75,115.32,70.16,14282.61,2.27,15.35,2016,0
66.11,1.48,3.81,-5.32,319.5,14.92,6711.13,2.87,22.42,2017,0
92.86,0.68,4.57,-12.85,1156.38,61.84,8993.31,-5.77,7.37,2016,0
95.2,0.63,2.41,-8.94,2214.57,29.1,6718.05,-2.11,14.37,2017,0
87.77,0.75,8.01,187.78,1733.66,333.07,10364.06,20.55,48.79,2014,0
80.31,0.5,1.1,11.87,359.02,29.32,1286.45,1.61,30.63,2017,0
89.33,0.58,1.13,-14.03,680.29,-6.19,1442.22,0.3,33.0,2018,0
72.6,1.34,2.62,13.06,225.78,98.68,6807.62,8.59,40.49,2012,0
87.23,0.62,1.07,4.54,432.02,51.26,6784.28,6.0,25.59,2015,0
83.37,1.3,2.71,6.46,507.28,3.27,6893.26,4.54,15.98,2016,0
48.41,2.33,2.17,-3.14,46.32,-3.06,6842.42,0.39,85.72,2014,0
89.36,0.97,0.79,11.18,620.44,-6.69,2468.62,10.95,66.54,2011,0
90.43,0.6,1.64,12.69,924.55,-44.64,2842.44,9.0,60.05,2012,0
86.49,0.76,1.01,13.14,550.73,118.9,3285.5,12.31,75.62,2014,0
44.29,0.58,1.53,32.47,132.59,92.2,6807.2,0.48,23.52,2015,0
61.47,1.74,6.58,29.28,189.61,45.96,18033.62,12.75,16.66,2014,0
77.85,1.16,1.03,9.33,528.65,12.93,6520.56,7.74,43.45,2016,0
78.14,1.22,0.97,5.19,290.56,10.21,6837.15,6.96,44.3,2017,0
77.09,1.1,0.87,9.52,319.99,8.86,6705.96,8.14,48.39,2018,0
44.93,0.92,3.71,15.49,145.32,3.66,17644.68,4.57,15.36,2014,0
52.88,0.95,3.73,-8.32,166.82,2.66,18297.51,4.07,18.08,2015,0
63.76,1.17,3.83,-8.07,202.81,-2.34,18829.68,6.38,18.33,2016,0
67.07,1.28,3.97,4.27,229.5,-2.82,18992.4,6.57,17.77,2017,0
71.26,1.19,3.66,-1.54,265.61,1.38,17367.8,3.73,17.62,2018,0
78.28,1.74,3.26,-27.83,295.77,0.15,6676.56,-4.32,2.03,2012,0
69.5,2.81,3.21,-6.9,128.24,-14.89,6844.2,4.34,7.98,2014,0
58.99,1.38,2.55,30.06,154.63,18.92,6707.89,11.04,35.17,2011,0
90.66,0.82,3.0,148.04,924.35,-12.35,6284.31,16.0,47.2,2014,0
50.08,0.84,1.6,20.4,167.58,15.59,14281.06,3.88,35.6,2012,0
81.48,0.58,0.71,77.33,244.18,171.93,17979.68,24.2,38.09,2016,0
44.74,2.04,2.55,49.18,173.73,94.06,17524.25,9.37,16.27,2011,0
56.81,1.46,1.99,5.5,120.07,3.67,14283.49,8.42,27.12,2017,0
36.26,1.13,5.95,36.7,140.15,-8.18,19073.63,3.35,10.93,2012,0
87.59,1.26,1.11,2.52,417.58,18.3,11442.06,5.76,37.02,2015,0
80.4,1.6,2.44,-6.68,344.24,-5.77,6813.99,0.71,17.75,2018,0
80.55,1.05,1.04,-10.66,413.82,0.23,2711.84,1.31,14.97,2015,0
85.11,1.32,0.96,-5.71,773.78,-1.14,2497.7,0.82,15.62,2016,0
87.09,1.38,1.01,-0.62,677.54,-0.02,2638.16,2.13,18.24,2018,0
83.17,1.04,2.53,2.4,424.05,-3.77,2646.76,1.33,2.76,2011,0
63.69,0.87,2.04,-0.39,306.34,-9.14,2576.46,2.99,31.42,2016,0
79.37,1.26,5.8,3.18,422.81,15.72,8520.2,5.21,9.98,2015,0
71.45,1.65,2.42,18.65,233.45,34.82,6691.18,1.91,5.48,2011,0
36.44,1.13,3.33,34.02,103.66,6.18,17806.13,7.96,20.89,2012,0
86.53,0.56,0.93,10.15,449.75,4.47,6717.81,11.37,47.71,2018,0
83.39,1.13,2.64,13.72,495.07,10.11,3433.63,7.73,17.47,2011,0
85.68,1.27,3.24,15.21,633.45,13.88,6407.62,12.56,25.26,2016,0
87.49,1.13,2.57,8.06,730.21,9.43,6478.4,7.89,24.15,2018,0
75.43,0.98,1.98,11.0,257.03,6.71,18285.92,7.57,26.48,2016,0
88.98,1.17,1.09,14.61,565.68,10.54,11339.15,8.33,26.37,2018,0
35.24,1.36,2.46,4.83,83.87,-2.39,17879.91,4.43,12.62,2011,0
46.9,1.09,1.94,17.44,134.42,28.43,17800.46,7.07,38.35,2013,0
48.7,1.09,1.71,10.89,145.36,11.4,18618.21,8.33,43.07,2014,0
95.2,0.34,14.03,187.78,2214.57,143.1,7914.61,15.38,57.18,2014,0
26.34,2.7,4.91,49.22,52.54,16.71,18044.7,-0.74,9.11,2013,0
72.34,1.05,3.11,15.75,319.94,17.88,18032.06,11.98,35.02,2011,0
74.02,1.53,2.41,11.65,248.15,-2.44,14412.28,12.15,14.95,2011,0
79.31,0.81,1.1,0.64,363.6,-1.35,6619.78,2.67,31.35,2016,0
77.5,0.8,1.12,1.88,288.33,3.21,6817.52,0.49,27.42,2017,0
81.78,0.65,7.24,117.0,509.58,93.09,2687.45,13.62,29.28,2016,0
93.01,0.89,1.69,12.68,1011.32,-12.34,8233.3,18.18,61.18,2011,0
93.3,0.88,1.71,16.09,978.95,41.5,9376.64,20.5,66.65,2012,0
94.59,0.89,1.33,13.06,1123.58,24.31,6526.24,18.39,68.31,2015,0
92.48,0.84,1.8,13.73,943.02,-1.1,9284.05,17.43,62.4,2017,0
90.04,1.58,3.17,18.28,760.07,2.64,2239.59,18.62,35.22,2014,0
41.6,1.97,6.34,1.84,133.16,7.59,18172.09,-1.29,7.16,2011,0
38.69,1.73,6.3,9.07,134.47,-10.88,17345.04,0.82,8.89,2012,0
61.05,1.02,0.92,7.27,238.51,-2.48,6802.75,2.28,19.79,2012,0
85.35,1.03,1.44,26.62,355.44,82.14,2598.25,15.15,58.26,2016,0
32.77,0.76,4.3,32.03,148.95,20.41,17971.65,3.71,13.61,2017,0
26.31,0.77,1.61,32.03,126.76,7.33,18687.9,2.62,16.87,2011,0
89.34,1.14,2.41,10.82,848.35,0.88,6476.94,8.26,28.04,2012,0
85.04,1.27,2.11,2.96,572.77,-3.69,9401.74,5.78,27.23,2017,0
86.59,0.77,0.66,1.56,689.5,19.09,8577.22,4.93,47.83,2013,0
91.97,0.83,0.67,-0.8,1073.04,-12.38,8913.1,5.51,48.18,2014,0
91.61,0.77,0.76,4.83,852.6,-1.42,9365.47,4.79,47.74,2015,0
91.77,0.79,0.78,6.13,693.86,14.35,10341.52,6.26,50.59,2016,0
83.37,1.12,1.7,11.32,445.96,3.75,6905.16,8.02,39.88,2016,0
81.49,2.31,1.55,8.46,190.69,0.15,6763.06,1.41,10.84,2011,0
36.42,0.95,1.14,1.54,66.2,7.93,6801.69,-1.02,27.67,2016,0
88.27,0.65,1.73,0.73,795.89,-7.83,2531.58,4.13,38.48,2013,0
86.28,0.63,1.88,3.72,556.59,-2.88,2589.15,2.64,35.86,2014,0
87.74,0.64,1.99,-0.94,597.87,1.79,2731.2,2.21,34.4,2015,0
86.57,0.58,1.86,1.82,550.13,-4.0,2522.22,1.47,35.27,2016,0
55.85,1.27,2.19,28.53,144.61,61.2,17701.07,4.32,26.86,2013,0
55.02,1.08,1.54,-3.75,123.3,-6.01,17343.58,2.31,28.07,2015,0
55.07,1.16,1.79,12.54,132.15,11.07,19044.73,4.0,28.48,2017,0
90.66,0.55,1.43,-4.28,826.96,5.66,4388.42,1.24,24.81,2011,0
84.73,0.79,2.01,13.78,497.67,-0.38,6719.54,4.32,26.78,2014,0
85.7,1.02,0.38,-0.25,545.58,0.18,1294.09,4.74,38.16,2014,0
86.06,0.91,0.4,6.08,731.68,-4.28,1317.37,5.82,42.69,2015,0
87.21,0.88,0.39,3.21,719.94,4.5,1369.0,4.94,39.84,2017,0
87.55,0.71,0.36,4.7,938.0,-4.31,1247.35,4.66,41.66,2018,0
39.2,1.7,3.22,13.68,125.22,5.21,17662.23,1.46,14.42,2012,0
30.39,1.92,2.4,-5.14,104.9,-3.69,18127.26,-3.67,14.92,2018,0
33.72,1.64,1.98,0.93,88.23,-4.16,17728.82,-1.52,1.61,2011,0
31.8,1.46,2.01,13.22,81.39,6.65,18641.07,1.45,15.29,2015,0
88.92,0.88,1.17,12.36,729.02,6.83,6355.95,10.83,61.49,2016,0
89.46,0.97,0.93,3.79,635.13,8.2,6743.92,5.47,52.46,2018,0
59.52,1.45,0.9,5.33,323.65,-1.66,2667.76,0.36,33.75,2018,0
94.86,1.13,3.19,-1.16,1419.01,-2.3,6325.39,8.19,29.09,2017,0
69.99,0.57,0.77,124.49,446.25,70.77,6788.83,-8.79,5.32,2018,0
76.81,1.16,8.13,-0.69,366.62,-7.81,6631.16,3.05,21.33,2014,0
30.09,1.28,0.96,10.53,59.56,6.26,14359.34,-2.1,27.08,2018,0
69.14,0.95,2.67,2.34,285.72,-14.28,14241.65,6.26,33.56,2018,0
55.02,1.1,1.63,34.05,144.29,46.03,6784.89,-2.49,13.95,2016,0
78.94,0.78,1.76,-8.85,562.45,-10.74,2405.77,7.2,33.46,2018,0
31.29,1.18,1.87,60.52,113.31,86.06,18955.3,2.37,14.38,2017,0
38.29,0.97,1.93,-6.59,80.87,-3.77,17993.42,-1.71,19.27,2015,0
61.74,1.22,1.21,18.34,208.66,10.68,6700.75,5.06,29.77,2018,0
83.62,1.39,0.99,11.47,273.41,-12.48,2658.66,8.37,43.78,2015,0
43.51,1.41,3.82,-7.45,111.22,6.3,17628.87,-2.91,13.14,2014,0
35.18,1.39,3.63,18.73,100.01,14.98,18540.3,-1.96,14.04,2015,0
47.27,1.53,5.31,19.25,145.67,46.92,17970.1,5.01,12.08,2017,0
89.37,2.08,4.17,83.9,730.53,17.96,17737.65,24.2,27.12,2013,0
29.48,1.58,1.75,7.49,72.47,7.9,17632.17,0.52,16.05,2012,0
31.72,1.45,1.6,3.0,65.89,5.47,17620.18,2.39,19.87,2013,0
31.16,1.39,1.55,5.64,68.3,4.35,17458.49,2.0,22.48,2014,0
28.95,1.34,1.42,14.78,75.15,16.5,17714.5,1.77,24.07,2015,0
26.11,1.26,1.3,11.78,63.6,14.05,18632.1,0.85,23.11,2016,0
16.33,1.11,1.25,-4.51,50.11,-4.85,18715.05,-12.34,13.52,2017,0
81.48,0.95,2.14,25.19,570.77,18.04,3233.33,16.95,40.03,2011,0
81.33,0.66,1.96,6.93,508.37,6.72,3329.57,8.68,48.11,2014,0
73.66,0.57,0.6,4.04,1047.03,-33.77,2599.73,2.77,23.67,2016,0
65.3,0.4,0.62,7.07,469.36,1.89,2586.98,2.06,22.34,2018,0
89.71,0.43,1.33,19.97,1192.88,-3.41,4584.32,15.93,75.89,2011,0
33.35,1.13,4.65,7.85,122.92,-2.71,17557.2,4.06,20.71,2012,0
37.65,1.24,5.33,14.39,129.93,11.46,18553.22,7.21,23.92,2013,0
55.37,1.04,2.16,10.5,135.83,11.25,17622.29,2.74,23.14,2017,0
34.53,0.71,3.61,-7.72,157.09,18.04,6819.9,-2.77,10.84,2013,0
90.56,0.99,0.75,-1.87,440.63,-3.26,3383.33,1.21,30.98,2016,0
27.77,0.57,2.0,35.52,97.03,53.64,18974.02,2.45,21.83,2012,0
38.14,1.51,4.49,0.66,100.5,-1.56,14341.48,2.15,33.64,2014,0
43.22,1.82,5.37,5.45,112.8,3.4,17298.18,7.39,35.81,2015,0
53.72,0.87,2.41,17.46,176.68,2.38,6788.34,2.1,19.57,2013,0
57.73,0.95,2.93,4.26,201.87,1.95,6766.55,2.1,23.94,2014,0
66.77,1.84,6.62,35.9,229.61,9.92,6825.03,19.73,25.7,2017,0
61.0,1.91,2.99,59.64,343.46,333.07,17544.82,12.05,33.37,2011,0
19.74,1.13,1.16,141.99,72.06,2.19,17554.64,3.26,22.51,2017,0
18.87,1.21,1.22,12.46,58.36,10.17,18834.96,0.68,18.2,2018,0
90.25,0.48,3.6,-2.34,969.0,-7.16,1267.69,1.31,19.53,2017,0
37.07,0.87,2.49,7.3,139.71,15.22,17427.91,4.43,23.49,2011,0
70.42,2.1,2.64,-5.49,210.99,-2.04,11413.92,-5.16,13.22,2014,0
69.15,0.95,0.79,8.14,154.04,21.22,17901.06,7.13,27.36,2011,0
94.05,2.57,2.58,50.74,696.62,83.32,8515.0,15.04,18.89,2016,0
86.91,1.19,1.45,1.98,482.07,-8.73,2645.53,5.01,32.75,2018,0
66.4,2.02,10.87,16.96,247.53,-1.94,14370.45,8.01,8.44,2018,0
83.98,1.23,3.81,-9.01,510.8,-7.63,9374.05,2.26,19.63,2012,0
35.78,0.79,2.47,10.86,102.99,-5.32,17681.85,-11.5,5.29,2014,0
43.63,1.09,2.42,-25.38,83.74,-0.29,6778.71,-17.28,0.59,2012,0
85.07,0.84,0.69,7.87,739.58,-2.5,2488.67,7.77,52.28,2018,0
84.74,0.72,1.86,-0.38,800.79,5.94,2270.62,6.99,56.05,2018,0
83.41,1.12,8.6,3.16,515.15,19.82,2214.25,7.48,22.28,2018,0
79.61,0.79,1.36,6.56,436.42,3.68,3352.88,5.84,39.67,2013,0
85.69,0.81,12.14,-13.48,634.71,39.25,4450.66,-2.83,-0.22,2017,0
77.18,1.45,6.13,106.62,357.72,91.89,18661.14,-25.62,24.75,2018,0
90.82,0.45,1.96,124.33,902.49,78.45,1193.17,19.72,65.24,2017,0
88.42,0.67,4.85,4.57,755.85,6.04,6311.79,6.75,33.7,2015,0
77.57,0.99,0.9,-7.86,365.93,-7.05,2472.04,-1.53,15.48,2014,0
89.21,0.3,0.55,5.82,998.45,38.57,1151.22,-5.39,35.86,2017,0
87.15,0.39,0.57,-1.55,740.97,2.93,1419.88,-3.43,49.73,2018,0
59.24,1.07,0.85,9.44,214.3,4.43,18110.5,0.37,27.3,2015,0
30.69,1.24,2.7,22.79,86.6,30.31,17771.27,-5.8,4.97,2013,0
82.2,0.73,9.71,25.2,821.62,-9.34,2609.04,16.95,71.54,2013,0
79.58,0.53,8.92,11.13,644.21,8.46,2471.83,8.28,67.85,2014,0
82.12,0.36,3.62,-22.42,550.9,10.92,1331.4,-21.05,36.87,2016,0
86.25,1.32,1.5,7.29,356.4,-0.2,1254.0,9.36,28.43,2018,0
65.25,1.1,2.15,4.08,242.88,3.79,18765.88,1.04,17.37,2016,0
70.08,1.21,2.23,-0.67,278.45,2.05,19092.1,1.08,17.47,2017,0
73.2,1.26,2.19,-3.43,285.14,-1.85,18650.47,0.95,18.27,2018,0
87.98,0.77,2.43,-2.72,868.12,8.81,4589.03,0.96,8.74,2011,0
88.5,0.98,1.81,4.02,1008.5,3.31,6805.72,6.72,22.15,2015,0
74.48,1.0,0.74,7.37,875.69,3.92,2797.76,8.22,33.54,2011,0
75.77,0.4,1.01,33.42,499.49,-58.53,2694.55,21.02,85.72,2013,0
92.28,0.44,1.05,-2.14,1354.89,0.92,9128.43,3.25,49.56,2018,0
56.63,0.63,0.58,2.66,309.4,1.79,2525.11,0.54,63.47,2017,0
80.11,0.68,2.09,3.56,420.13,6.24,14235.26,12.8,83.46,2014,0
80.5,0.66,2.97,4.04,485.57,-2.42,17292.78,15.44,85.72,2017,0
78.49,0.68,3.14,2.4,448.45,5.37,18534.0,15.66,85.72,2018,0
46.22,1.16,1.74,9.62,114.85,3.51,6795.98,2.25,14.71,2017,0
68.5,0.49,6.47,9.85,300.34,-3.82,1239.36,10.73,48.61,2016,0
68.73,0.47,5.3,4.91,297.98,50.2,1245.38,7.14,41.52,2017,0
68.11,0.64,2.99,6.4,264.1,0.02,17516.52,3.68,18.4,2011,0
79.1,0.49,1.51,33.82,358.2,1.13,1295.09,7.62,44.44,2016,0
63.95,1.5,5.66,8.94,214.81,-14.14,11427.4,9.02,19.15,2018,0
86.48,2.81,8.26,-2.31,513.07,-15.48,18412.6,7.48,9.28,2015,0
82.05,0.92,1.93,10.84,721.89,138.73,4356.25,6.38,25.1,2011,0
48.7,0.94,0.63,62.77,43.27,67.88,6825.52,9.47,53.28,2015,0
89.33,1.32,1.9,2.44,972.36,9.79,9074.63,1.7,13.53,2014,0
92.67,1.42,1.91,-8.04,1791.51,-7.36,9190.24,-2.95,5.11,2015,0
92.26,1.45,1.99,3.54,1622.65,-2.0,9129.62,3.7,14.27,2016,0
89.06,1.55,2.22,4.53,1344.6,5.85,10374.68,2.12,11.27,2017,0
90.26,0.45,0.12,4.27,431.3,1.7,1325.52,4.29,85.72,2013,0
78.26,0.72,3.66,3.45,370.42,31.56,2509.43,11.71,35.3,2017,0
80.07,0.7,3.26,7.93,411.65,-2.68,2505.55,8.57,32.15,2018,0
72.46,0.99,1.94,-0.08,338.77,-2.9,6668.75,3.36,14.49,2014,0
83.83,2.81,4.37,-1.97,165.07,-0.98,17427.11,2.6,2.81,2011,0
86.0,2.81,4.6,-1.14,169.86,-0.75,18191.5,1.91,2.32,2012,0
44.7,0.3,1.39,6.24,128.9,24.23,1489.91,-6.36,5.89,2012,1
32.85,0.47,1.8,-6.54,98.41,-35.37,419.35,-32.81,-47.31,2012,1
90.74,0.76,1.42,4.18,796.01,2.34,3747.93,5.24,49.17,2017,1
63.5,0.66,3.49,-20.5,178.88,154.12,943.81,-32.04,-17.96,2011,1
8.93,1.32,3.32,-32.48,36.5,23.97,1975.05,-60.81,24.48,2011,1
45.14,0.75,2.26,18.73,130.31,-18.19,523.57,-17.26,12.91,2018,1
8.93,0.68,3.39,-47.32,60.71,27.26,9802.94,-6.11,23.7,2014,1
11.8,2.81,4.6,-47.32,28.41,-34.52,28629.55,-10.53,3.67,2012,1
95.06,0.32,0.16,-12.15,2170.05,-19.47,122.7,-22.75,-98.06,2011,1
15.55,0.77,2.57,-22.36,71.6,18.47,15439.7,-36.65,-25.43,2013,1
8.93,1.1,2.46,-22.49,112.72,-35.21,2283.0,-28.51,-14.76,2016,1
8.93,0.14,0.78,-47.32,57.83,-36.11,357.58,-37.08,-79.6,2013,1
14.25,0.78,2.1,-33.83,53.77,-11.89,2390.1,-24.49,-9.33,2012,1
23.6,0.75,0.88,-12.46,52.4,-4.62,9717.9,-13.09,-0.8,2012,1
8.93,0.52,0.63,-25.01,28.41,-13.98,2762.26,-43.92,-74.76,2013,1
8.93,0.53,0.97,-22.1,34.08,-12.04,4905.06,-27.34,-44.07,2011,1
9.26,0.12,0.36,-26.25,68.1,-39.32,127.89,-60.81,-255.08,2011,1
54.84,0.38,0.55,24.32,107.41,64.78,1912.47,-4.59,11.96,2011,1
66.17,1.29,1.21,2.65,113.56,-11.53,828.18,-11.67,-4.48,2011,1
72.27,0.51,0.79,5.47,344.79,15.02,636.45,-31.04,-55.69,2016,1
8.93,0.28,1.05,-47.32,32.83,-21.2,1933.94,-60.81,-146.31,2012,1
55.19,1.45,2.34,25.46,106.58,29.01,7893.13,7.29,27.01,2016,1
70.93,1.81,6.0,30.09,285.34,-4.56,3909.82,24.2,66.61,2015,1
9.5,0.27,0.36,-26.26,28.41,-9.36,724.74,-23.52,-46.33,2017,1
11.37,0.26,0.32,-38.88,28.41,-21.62,218.37,-60.81,-224.85,2014,1
56.68,1.74,8.81,7.33,200.75,20.74,15637.74,14.7,19.59,2013,1
18.68,0.43,0.76,-33.99,50.54,-24.49,1250.76,-38.05,-40.98,2016,1
52.75,0.52,0.74,-3.56,69.94,79.28,401.81,-21.77,6.95,2018,1
60.42,0.8,1.03,-3.79,132.97,-36.75,323.99,-19.68,-27.14,2017,1
8.93,0.71,1.41,-32.12,100.62,-58.53,6335.22,-11.56,71.88,2017,1
92.4,0.43,0.42,7.11,868.09,-15.0,122.7,3.64,41.42,2014,1
24.25,0.66,1.05,-16.03,62.85,-26.53,369.5,-60.81,-53.25,2015,1
52.92,0.34,0.28,-47.32,31.59,-39.08,204.56,-50.16,-198.72,2013,1
8.93,0.1,0.16,-36.62,45.03,-33.99,308.76,-36.31,-255.08,2011,1
88.66,0.38,1.0,-18.7,378.69,262.97,170.88,5.81,73.62,2013,1
15.6,0.42,0.72,19.97,50.8,-11.77,2233.93,-11.76,72.0,2015,1
40.07,0.21,0.23,-46.35,223.93,-58.53,215.23,-8.12,39.51,2015,1
8.93,0.26,0.57,-47.32,28.41,-43.81,2760.84,-60.81,-255.08,2011,1
17.97,0.28,0.33,-5.98,28.41,-1.33,122.7,-28.14,-30.75,2012,1
8.93,0.42,0.66,-47.32,28.41,-47.89,449.52,-47.59,-10.29,2012,1
89.84,0.8,5.72,13.71,1365.54,10.29,1873.33,17.18,39.83,2012,1
8.93,0.39,4.22,-47.32,82.94,-46.4,1861.55,-60.81,-100.8,2016,1
80.65,0.44,0.28,-45.37,144.95,-26.96,122.7,-48.68,-255.08,2011,1
8.93,0.41,1.51,-47.32,58.68,-19.25,795.95,-60.81,-109.16,2013,1
94.21,0.72,0.34,187.78,390.21,333.07,850.93,-22.71,-69.18,2017,1
34.44,0.47,0.95,-45.95,110.7,-58.53,577.81,-8.19,16.94,2018,1
8.93,0.11,0.12,-47.32,49.31,-50.42,842.89,-36.22,-255.08,2011,1
45.0,1.28,3.69,-14.98,118.09,7.4,3106.72,-19.09,1.65,2011,1
8.93,0.66,2.11,-47.32,40.98,-58.53,681.5,-60.81,-66.93,2011,1
22.81,0.54,0.78,-30.81,33.58,-12.11,1414.2,-34.14,-20.74,2016,1
81.47,0.42,0.34,-4.22,220.07,-7.83,152.4,-1.58,61.55,2011,1
35.59,0.43,0.56,-14.84,52.72,-5.54,1851.82,-15.82,-2.57,2012,1
63.25,0.09,0.12,26.28,137.87,29.19,122.7,-11.87,-255.08,2011,1
46.17,0.09,0.85,2.59,245.43,-58.53,155.19,-7.23,-77.62,2015,1
8.93,0.15,0.59,-47.32,39.68,-58.53,349.71,-60.81,-255.08,2014,1
68.73,0.16,0.24,0.48,159.73,-7.21,122.7,-14.99,-62.38,2012,1
8.93,0.4,1.2,-47.32,41.59,-58.53,122.7,-60.81,-165.58,2014,1
8.93,0.58,0.89,-47.32,28.41,-58.31,4023.14,-60.81,-83.61,2016,1
57.22,0.32,0.52,32.07,184.84,14.72,250.04,-28.24,-23.64,2017,1
79.48,0.65,0.92,-42.39,240.13,-42.28,263.71,-60.59,-75.8,2016,1
9.09,0.93,2.47,-25.67,73.59,-42.36,1584.78,-58.91,-16.47,2012,1
9.37,0.52,1.14,-44.94,56.78,-34.41,2746.09,-49.55,-66.45,2013,1
8.93,0.26,2.46,-44.68,54.63,-32.44,639.08,-42.49,-79.7,2011,1
8.93,0.09,0.29,-23.05,77.26,-58.53,144.47,-56.4,-255.08,2012,1
41.58,0.48,0.69,-26.73,75.89,-13.29,419.27,-13.4,13.7,2012,1
46.38,1.34,1.75,21.0,145.89,18.54,5913.17,12.21,50.67,2017,1
8.93,0.8,1.81,-32.68,93.51,-35.97,1080.94,-60.81,-50.65,2011,1
67.72,0.95,1.01,-19.13,325.65,-24.17,5791.77,-9.8,17.03,2015,1
34.03,0.35,0.57,-31.78,61.82,-30.48,386.79,-20.81,-1.39,2012,1
39.34,1.49,1.6,-3.73,104.9,-11.68,13269.11,4.95,24.13,2015,1
64.93,1.29,6.16,-23.67,276.65,-39.28,977.13,-40.98,-0.02,2011,1
51.26,0.92,1.1,24.06,126.2,5.63,4482.19,3.45,37.62,2018,1
82.79,0.36,0.67,-40.08,386.05,-30.58,346.59,-9.57,42.88,2018,1
68.21,0.16,0.2,-18.27,179.38,-42.07,697.92,-21.63,-71.1,2017,1
