,회사명,거래소코드,회계년도,상장일,상장폐지일,삭제여부,사유,산업명,소속코드,[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용)
10286,잘만테크(주),90120,Dec-12,2007-05-22,2015-05-13,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0,0,0,0,0,0,0,0,12.08,0.57,1.92,0.51,1.49,28,4974.99,0.9,2.67,3.84,4.8,2.19,3.06,119.17,76.03,166.91,0.01,0.25,0.71,1.18,1.56,149.66,112.89,17.96,196.13,25.39,350.91,69.57,76.51,33.77,8469.05,7.11,33.8,698.14,7.88,61.9,38.1,7.24,4.22,0.78
10287,잘만테크(주),90120,Dec-13,2007-05-22,2015-05-13,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,23.51,-3.12,-6.26,15,16.71,21.52,-18.74,-10.47,15.37,0.37,4.24,0.38,1.12,19,4936.04,1.04,3.05,4.9,6.26,2.52,4.1,89.04,58.34,144.68,0.01,0.21,0.76,1.32,1.67,128.88,105.55,25.8,191.79,18.12,349.11,55.87,80.85,34.27,11241.91,8.21,74.19,1251.64,8.47,52.64,47.36,4.34,5.3,1.83
10288,잘만테크(주),90120,Dec-14,2007-05-22,2015-05-13,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-58.6,49.06,45.58,-46.18,-92.81,-67.91,0,-52.79,6.28,-62.75,-25.96,-32.74,-137.09,-1175,1802.05,0.52,2.18,1.71,3.73,1.66,3.11,117.47,97.98,219.91,0,0.44,0.36,0.75,0.94,51.34,37.67,20.29,2083.05,-45.7,20.97,1130.7,48.21,4.58,-22408.13,-30.39,-60.99,-2517.16,-40.77,0,0,0,1.79,-6.63
10367,제이앤유글로벌,86200,Dec-11,2006-06-07,2016-05-09,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,13.49,0.15,-1.29,11.4,11.84,17.4,9.5,11.27,25.06,7.5,12.38,10.36,13.35,895,11774.82,1.38,1.78,4.58,4.37,9.63,32.55,11.21,83.43,37.9,0.01,0,1.52,1.98,3.61,345.63,193.22,101.34,28.57,50.86,1397.53,36.56,71.56,77.78,23407.39,25.19,100.7,742.71,19.22,43.63,56.37,39.02,5.24,28.27
10368,제이앤유글로벌,86200,Dec-12,2006-06-07,2016-05-09,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-20.39,-10.32,-7.63,-9.01,-1.75,-9.55,-78.07,-12.76,24.98,2.07,4.66,2.26,2.8,197,9374.05,1.09,1.35,3.81,3.53,8.07,25.48,14.33,103.35,45.23,0.01,0,1.23,1.53,2.7,510.8,293.55,168.6,19.08,57.21,1373.01,34.37,71.13,83.98,19029.82,22.51,91.28,676.82,19.63,78.64,21.36,10.53,4.4,12.53
10369,제이앤유글로벌,86200,Dec-13,2006-06-07,2016-05-09,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-32.12,-4.18,10.23,15.54,-12.75,17.69,0,-37.99,15.06,-15.18,-9.82,-10.97,-14.81,-966,6363.2,0.72,0.99,2.57,3.18,7.42,23.83,15.32,114.92,49.17,0.01,0,0.84,1.01,1.47,516.6,400.84,169.39,57.64,58.43,1197.99,43.41,72.46,63.44,7729.4,7.91,38.69,303.4,11.75,194.93,-94.93,-129.26,3.22,-13.33
10370,제이앤유글로벌,86200,Dec-14,2006-06-07,2016-05-09,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-27.35,-0.78,11.76,-16.9,-22.97,-27.8,0,-30.69,13.73,-30.69,-12.1,-16.41,-26.16,-1407,4623.03,0.53,0.87,1.68,3.56,5.89,17.09,21.35,102.5,62.01,0.01,0,0.58,0.78,1.01,169.95,133.39,47.2,67.35,25.91,922.83,61.99,62.96,59.75,3635.27,4.48,18.4,168.74,7.6,401.64,-301.64,-403.56,2.4,-7.04
10371,제이앤유글로벌,86200,Dec-15,2006-06-07,2016-05-09,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-12.68,-4.08,-9.92,15.93,-14.52,31.14,0,58.91,26.96,-40.47,-15.36,-19.28,-38.75,-1527,3833.41,0.48,0.92,1.46,2.93,3.86,8.78,41.59,124.41,94.56,0.01,0,0.45,0.71,0.93,181.29,134.04,20.76,124.98,31.93,643.91,64.75,71.22,44.45,2002.69,2.13,10.53,112.68,4.8,804.84,-704.84,-843.53,2.15,-11.1
10433,줌인터넷(주),229480,Dec-16,2016-06-10,2019-06-10,삭제,코스닥 상장,  정보서비스업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434,줌인터넷(주),239340,Dec-16,2016-06-09,2019-06-10,삭제,,  기타금융업,5,0,0,0,0,0,0,0,0,23.58,7.9,19.82,19.77,27.32,151,2143.46,2.5,3.46,8.05,0,11.89,0,0,0,30.69,0.03,0.08,2.77,3.63,3.63,324.45,324.45,38.3,38.19,47.67,105.55,42.96,68.91,72.37,10725.54,139.07,492.41,538.72,55.6,75.49,24.51,14.21,8.86,999999999
10436,줌인터넷(주),229480,Dec-17,2016-06-10,2019-06-10,삭제,,  정보서비스업,4,15.95,-17.75,16.37,35.74,48.64,44.49,67.75,0,28.79,11.43,19.32,28.13,36.86,239,2094.12,2.46,3.22,8.62,0,9.27,0,0,0,39.36,0.03,0.11,2.7,3.44,3.44,399.38,399.38,1.89,26.2,54.98,154.07,33.64,73.35,79.24,11820.02,112.91,659.73,735.85,52.84,77.21,22.79,21.64,11.27,999999999
10437,줌인터넷(주),239340,Dec-18,2016-06-09,2019-06-10,삭제,,  기타금융업,5,8.42,-12.86,18.58,82.81,38.3,106.15,26.19,0,0,13.31,18.18,21.8,32.65,299,2252.24,1.64,2.45,7.95,0,7.77,0,0,0,46.99,0.02,0.13,1.64,2.06,2.06,374.09,374.09,158.96,66.81,60.6,212.28,28.84,82.71,59.95,13886.36,72.56,889.4,1024.81,57.26,71.98,28.02,23.24,14.47,36.88
10438,줌인터넷(주),229480,Dec-18,2016-06-10,2019-06-10,삭제,코스닥 상장,  정보서비스업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10494,차이나그레이트스타인터내셔널리미티드,900040,Dec-11,2009-05-29,2020-05-22,,,  전문 서비스업,4,16.77,4.23,3.47,27.32,31.09,34.53,17.76,95.96,25.67,11.19,23.32,16.92,24.25,470,4159.49,1.51,2.17,7.28,175.95,2.85,6,60.83,2.07,127.95,0.01,0.01,1.38,1.91,1.93,276.58,273.12,92,41.52,51.81,1742.51,26.68,81.15,70.66,78372.95,25.42,165.75,862.3,18.84,13.68,86.32,59.4,8.98,999999999
10495,차이나그레이트스타인터내셔널리미티드,900040,Dec-12,2009-05-29,2020-05-22,,,  전문 서비스업,4,18.15,-12.9,-13.07,14.62,14.45,21.05,10.59,66.03,24.86,10.48,21.43,15.56,22.04,516,4914.4,1.49,2.1,9.05,118.02,2.76,5.9,61.84,3.09,132.21,0.01,0.01,1.31,1.78,1.8,291.07,286.07,71.73,41.73,56.26,2117.58,20.26,85.7,70.56,87216.74,24.68,211.77,1170.43,17.75,14.16,85.84,59.03,11.11,999999999
10496,차이나그레이트스타인터내셔널리미티드,900040,Dec-13,2009-05-29,2020-05-22,,,  전문 서비스업,4,11.96,-10.28,-7.64,17.14,25.18,21.28,18.34,-14.18,24.63,11.07,20.44,15.88,21.71,609,5502.26,1.43,1.96,11.32,113.94,2.48,6.12,59.64,3.2,146.95,0.01,0.01,1.26,1.64,1.67,360.58,356.2,110.75,32.64,64.12,2617.08,14.95,88.73,75.39,95639.72,23.11,258.83,1618.42,17.38,12.54,87.46,63.71,14.08,999999999
10497,차이나그레이트스타인터내셔널리미티드,900040,Dec-14,2009-05-29,2020-05-22,,,  전문 서비스업,4,6.69,-8,-7.61,29.18,8.58,33.86,-66.5,-9.05,24.07,3.48,16.98,4.3,6.27,203,5870.22,1.24,1.8,13.08,137.84,2.38,6.23,58.58,2.65,153.33,0.01,0.01,1.05,1.37,1.38,321.46,318.81,141.75,57.8,63.34,2791.36,12.72,91.94,63.37,59180.42,11.07,174.08,1216.34,10.08,14.32,85.68,34.49,16.55,14.72
10498,차이나그레이트스타인터내셔널리미티드,900040,Dec-15,2009-05-29,2020-05-22,,,  전문 서비스업,4,5.46,-8.89,-6.14,10.9,36.95,12.39,266.81,-74.08,23.41,12.1,14.65,13.28,18.65,664,6190.73,1.1,1.54,14.82,242.37,2.48,6.61,55.23,1.51,147.25,0.01,0,0.93,1.19,1.19,428.57,427.75,228.65,27.78,71.44,3323.18,8.72,93.18,78.26,115452.62,19.47,372.75,3046.88,18.65,8.95,91.05,64.86,19.06,25.62
10499,차이나그레이트스타인터내셔널리미티드,900040,Dec-16,2009-05-29,2020-05-22,,,  전문 서비스업,4,-6.59,-15.3,-13.34,3.8,7.72,5.05,-26.64,-23.37,23.92,9.5,12.48,9.09,11.4,480,5053.51,0.96,1.2,15.31,622.58,2.53,6.86,53.23,0.59,144.46,0.01,0,0.84,1.02,1.02,502.02,501.32,305.16,23.13,75.52,3730.39,7.01,94.3,81.22,94943.52,15.43,361.9,3770.94,16.42,12.46,87.54,57.85,20.22,21.38
10500,차이나그레이트스타인터내셔널리미티드,900040,Dec-17,2009-05-29,2020-05-22,,,  전문 서비스업,4,-11.93,-17.71,39.25,-13.48,-8.72,-16.67,-129.53,23.58,23.58,-3.18,-3.12,-2.83,-3.39,-129,4450.66,0.89,1.07,12.14,565.28,2.25,8.25,44.23,0.65,162.55,0.01,0,0.81,0.96,0.96,634.71,633.41,304.1,16.7,76.52,3271.06,10.7,90.83,85.69,-1103.69,-0.21,-5.11,-83.09,-0.22,0,0,0,21.3,-4.93
10501,차이나그레이트스타인터내셔널리미티드,900040,Dec-18,2009-05-29,2020-05-22,,,  전문 서비스업,4,-10.85,-12.11,-26.6,2.1,6.24,5,0,11.81,23.44,6.97,9.73,5.88,6.73,251,3607.21,0.84,0.96,10.73,430.45,2.14,13.12,27.83,0.85,170.21,0.01,0,0.81,0.92,0.92,861.95,860.06,525.24,12.15,82.57,3494.2,7.39,93.41,89.16,69938.32,12.86,368.59,21357.3,15.4,18.52,81.48,45.26,22.39,12.17
10509,차이나하오란리사이클링유한공사,900090,Dec-11,2010-02-05,2019-01-02,,,  전문 서비스업,4,43.02,173.32,85.87,44.95,28.94,29.1,-11.55,73.21,6.92,4.78,19.47,11.66,19.43,660,12399.94,2.44,3.67,7.48,27.46,6.44,24.38,14.97,13.29,56.7,0.02,0.11,2.52,3.61,4.16,197.44,168.2,17.73,59.03,31.69,2386.25,56.91,64.22,62.88,39415.67,16.36,82.25,145.77,7.95,0,0,60.2,10.18,9.31
10510,차이나하오란리사이클링유한공사,900090,Dec-12,2010-02-05,2019-01-02,,,  전문 서비스업,4,-10.61,35.89,17.78,16.82,7.2,16.29,-19.47,-5.42,9.57,5,13,8.49,13.41,532,11084,1.7,2.82,4.72,19.89,4.57,13.66,26.73,18.35,79.87,0.01,0.09,1.7,2.65,3.06,166.09,146.08,22.72,72.16,25.43,2716.29,62.11,63.92,58.09,33325.98,11.84,76.07,134.57,7.52,0,0,66.52,5.27,5.6
10511,차이나하오란리사이클링유한공사,900090,Dec-13,2010-02-05,2019-01-02,,,  전문 서비스업,4,-24.23,18.48,19.34,16.91,8.85,15.54,-38.45,0.36,10.17,4.15,8.38,4.57,7.64,328,8397.98,1.1,1.96,3.02,15.48,3.15,12.18,29.97,23.58,115.96,0.01,0.16,1.05,1.73,1.95,146.57,131.23,23.66,83.99,20.07,2919.14,67.76,63.17,54.35,24817.46,7.54,23.06,32.81,7.39,0,0,56.17,3.17,3.21
10512,차이나하오란리사이클링유한공사,900090,Dec-14,2010-02-05,2019-01-02,,,  전문 서비스업,4,3.74,11.37,13.29,25.27,20.47,32.25,20.73,2.33,11.27,4.85,8.47,4.56,8.03,371,8711.65,0.94,1.76,2.7,15.84,2.83,18.32,19.92,23.04,129.08,0.01,2.85,0.86,1.44,1.59,146.35,134.5,31.61,90.3,21.12,307.71,63.39,66.69,52.55,30480.23,7.4,28.31,41.51,8.75,0,0,55.42,2.87,3.59
10513,차이나하오란리사이클링유한공사,900090,Dec-15,2010-02-05,2019-01-02,,,  전문 서비스업,4,17,5.99,9,-5.28,10.82,-12.42,13.69,-25.92,11.27,4.74,8.65,4.81,7.92,333,7550.38,1.02,1.78,2.84,21.05,3.1,14.45,25.26,17.34,117.64,0.01,0.1,1,1.58,1.71,210.72,196.29,37.67,61.82,32.4,334.75,62.02,61.67,61.8,33309.73,8.53,30.53,43.71,8.17,0,0,57.97,3.1,4.55
10514,차이나하오란리사이클링유한공사,900090,Dec-16,2010-02-05,2019-01-02,,,  전문 서비스업,4,1.16,-8.2,-8.82,3.26,5.53,10.76,21.22,-26.02,11.89,5.73,9.47,5.96,8.89,405,7638.16,1.04,1.66,2.88,28.77,3.28,13.27,27.51,12.69,111.33,0.01,0.05,1.08,1.63,1.72,189.47,180.81,62.64,57.35,31.24,368.12,53.26,66.15,63.55,36814.09,9.13,37.24,52.81,8.93,0,0,64.2,3.17,7.99
10515,차이나하오란리사이클링유한공사,900090,Dec-17,2010-02-05,2019-01-02,,,  전문 서비스업,4,-4.88,-33.36,-34.42,-39.94,-36.03,-42.77,-562.02,-17.81,9.37,-27.57,-29.33,-33.53,-48.77,-1462,7265.49,1.22,1.9,3.47,35.32,5.34,15.14,24.11,10.33,68.35,0.02,0.04,1.23,1.87,1.98,192.46,179.82,103.44,53.28,30.28,187.31,56.65,63.04,65.24,-95197.62,-39.33,-114.84,-161.78,-24.26,0,0,0,3.79,-15.97
10744,태산엘시디(주),36210,Dec-11,1999-11-16,2014-04-11,삭제,피흡수합병,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-37.28,-4.18,-19.7,32.39,-30.39,77.13,0,57.72,0.03,-2.64,-2.93,-5.8,-40.05,-207,8670.71,2.2,13.38,6.13,33.55,15.21,6.48,56.29,10.88,23.99,0,0.02,1.94,3.42,3.81,125.79,113.5,66.58,721.43,14.76,83.84,230.19,71.98,12.17,33606.77,6.98,26.3,143.67,3.62,120.66,-20.66,-72.94,7.08,-1.91
10745,태산엘시디(주),36210,Dec-12,1999-11-16,2014-04-11,삭제,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-48.51,-48.66,-47.06,-50.47,-65.58,-51.79,0,-61.38,0.86,-5.59,-1.89,-7.42,-93.29,-1330,4533.93,1.33,10.77,4.63,20.36,14.51,4.48,81.43,17.92,25.15,0,0.03,0.96,1.86,2.05,82.05,75.63,28.44,691.75,-15.33,144.3,237.13,70.05,12.63,19071.07,8,28.97,99.39,3.99,170.27,-70.27,-139.99,4.92,-1.47
10746,태산엘시디(주),36210,Dec-13,1999-11-16,2014-04-11,삭제,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-98.9,-72.44,-72.58,-32.24,-384.75,-14.99,0,-78.33,-52.08,-1241.82,-5.1,-32.6,0,-2822,245.38,0.03,0,0.12,0.66,2.65,0.26,1418.31,552.66,137.77,0,0.33,0.01,0.03,0.04,74.09,72.62,8.22,0,-30.72,-410.91,0,87.88,0,-30612,-18.94,-168.76,-691.76,-582.8,0,0,0,0.13,-1.05
10805,패션플랫폼(주),225590,Dec-16,2015-10-05,2018-02-13,삭제,,  기타금융업,5,0,0,0,0,0,0,0,0,60.18,9.33,24.35,18.89,37.67,1276,12757.24,2.02,4.04,22.07,3.63,8.91,9.14,39.92,100.46,40.98,0.01,0.29,1.44,2.23,5.77,182.15,70.41,17.99,99.46,40.96,631.88,18.3,90.83,50.14,12607.72,46.04,838.7,0,22.74,30.07,69.93,41.03,36.88,72.3
10806,패션플랫폼(주),256090,Dec-16,2016-12-20,2018-02-13,삭제,코스닥 상장,"  의복, 의복 액세서리 및 모피제품 제조업",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11012,한솔신텍(주),99660,Dec-11,2009-04-30,2018-07-09,,,  금속가공제품 제조업; 기계 및 가구 제외,4,58.48,12.79,17.4,26.1,0.24,39.43,0,-11.77,9.01,0.44,1.83,0.47,2.86,85,16613.98,1.07,5.58,1.85,140,3.83,4.85,75.2,2.61,95.22,0.04,0.01,0.97,2.57,2.61,59.43,58.56,10.63,478.44,-29.81,590.03,325.76,43.68,17.29,37822.3,22.65,50.04,431.74,23.53,85.11,14.89,1.87,2.08,0.88
11013,한솔신텍(주),99660,Dec-12,2009-04-30,2018-07-09,,,  금속가공제품 제조업; 기계 및 가구 제외,4,-26.79,-13.01,-0.32,10.99,37.85,25.57,1251.07,2167.51,5.8,9.22,-4.86,6.16,32.42,1148,12163.49,0.67,3.44,1.25,9.24,2.48,3.67,99.39,39.52,147.11,0.01,0.12,0.65,1.43,1.69,120.68,88.52,8.14,369.31,8.47,813.37,237.37,49.42,21.31,44769.69,24.16,63.6,511.43,38.04,58.71,41.29,24.25,1.54,-1.86
