[제조]유동자산구성비율,[제조]순운전자본회전률,[제조]매입채무회전기간,[제조]부채비율,[제조]매출채권회전률,[제조]비유동자산증가율,[제조]매출액순이익률,[제조]자기자본순이익률,[제조]자본분배율,year,label
44.95,1.03,16.76,76.25,6.22,16.59,-5.81,-7.67,20.55,2011,0
42.17,1.02,12.87,115.41,7.36,25.73,0.09,0.13,34.19,2012,0
38.06,1.01,14.57,122.12,8.36,14.74,-1.32,-1.56,29.32,2013,0
40.36,1.11,14.39,147.38,8.36,6.42,1.34,4.48,32.26,2014,0
43.32,0.91,16.89,72.99,6.21,52.92,7.3,10.62,43.74,2015,0
59.99,0.68,16.22,41.55,7.01,4.52,6.27,5.26,44.72,2016,0
57.63,0.54,15.84,47.8,8.12,8.66,-8.17,-5.37,7.34,2017,0
54.18,0.54,19.7,66.08,7.84,18.4,-16.69,-11.3,-14.21,2018,0
58.13,0.96,38.5,275.59,5.17,-15.57,1.09,5.97,60.85,2011,0
62.19,0.84,0.0,197.32,34.79,-18.57,3.43,13.98,52.13,2012,0
70.03,0.71,0.0,152.68,33.2,-40.2,-7.65,-17.77,10.24,2013,0
30.82,0.33,3.11,87.54,6.27,333.07,5.26,4.16,41.08,2015,0
24.31,1.18,0.67,78.54,13.46,38.01,2.66,1.85,54.16,2016,0
66.22,0.61,0.0,47.98,5.25,-57.12,-69.88,-50.85,0.0,2017,0
61.63,0.67,0.0,15.65,5.42,-27.18,37.39,22.56,63.02,2018,0
77.29,1.15,51.22,47.29,12.01,-3.38,7.78,15.41,37.08,2011,0
73.9,1.03,75.3,42.16,11.12,9.3,3.47,6.21,29.97,2013,0
68.31,1.21,8.21,51.01,6.88,62.98,5.56,9.88,30.2,2014,0
77.52,1.06,13.46,46.62,12.32,-27.87,16.11,25.2,41.0,2015,0
77.64,0.86,40.81,52.19,12.67,5.85,2.82,4.2,25.76,2016,0
87.09,0.91,36.7,32.2,12.23,-46.99,4.9,6.89,33.35,2017,0
88.1,0.69,47.38,25.61,11.29,-9.95,3.04,3.2,15.64,2018,0
20.93,2.06,25.56,41.65,6.12,156.44,32.81,36.61,82.69,2011,0
29.73,1.87,20.78,59.68,6.93,-10.02,-5.41,-6.29,-20.65,2012,0
40.42,1.4,23.59,62.64,6.81,-9.15,-2.98,-7.97,-7.35,2013,0
57.79,1.57,12.7,66.67,10.03,46.53,5.15,21.26,56.55,2015,0
54.65,1.18,11.33,58.63,8.96,13.25,4.26,5.39,48.69,2016,0
52.19,0.92,22.31,76.76,7.36,6.69,-5.66,-6.9,-14.57,2017,0
45.05,1.01,19.95,66.29,9.99,-2.26,-9.87,-10.86,-18.69,2018,0
90.72,0.98,54.96,177.55,2.58,59.32,3.58,25.91,43.55,2015,0
92.89,0.58,126.52,274.74,1.4,19.99,1.02,3.08,37.04,2016,0
50.81,0.34,69.67,173.84,1.91,333.07,-44.2,-54.11,0.0,2018,0
90.92,0.42,2.97,186.19,53.52,18.5,10.93,18.82,67.83,2011,0
91.39,0.39,0.26,214.83,44.7,22.82,9.84,17.6,68.56,2012,0
92.62,0.4,0.24,184.97,41.89,-5.96,12.27,21.3,69.9,2013,0
92.89,0.41,0.68,196.31,48.87,11.29,11.16,19.72,69.61,2014,0
92.89,0.35,0.67,205.63,55.47,21.17,10.98,17.34,68.18,2015,0
92.89,0.33,0.24,232.29,58.99,20.44,7.52,12.22,67.37,2016,0
92.89,0.28,0.25,251.33,53.71,11.98,8.19,12.03,64.6,2017,0
92.89,0.26,0.27,242.09,59.98,13.87,6.89,9.83,60.96,2018,0
92.89,1.02,82.45,98.87,3.76,19.73,5.81,17.85,40.76,2013,0
92.89,1.13,82.19,76.65,3.42,32.49,4.45,12.71,34.91,2014,0
92.36,0.95,100.81,70.13,3.43,18.12,3.94,8.44,29.58,2015,0
89.24,1.17,86.75,72.1,4.39,54.38,2.54,6.96,25.82,2016,0
86.41,1.36,70.02,55.23,4.76,23.32,3.17,8.91,28.1,2017,0
88.74,1.21,79.32,77.04,5.9,-9.92,2.54,6.51,24.42,2018,0
87.52,0.47,3.97,15.04,5.28,46.04,18.88,10.27,26.35,2018,0
35.91,0.7,28.16,207.43,3.11,6.43,-10.27,-16.58,33.86,2011,0
45.88,1.94,14.81,17.32,8.29,27.62,18.31,24.63,57.1,2011,0
47.59,1.51,19.42,15.1,9.57,15.11,19.04,19.66,53.62,2012,0
48.36,1.51,15.56,18.55,10.42,19.68,17.39,18.36,52.29,2013,0
51.36,1.66,16.31,22.47,9.27,20.38,18.15,23.5,57.52,2014,0
53.53,1.14,25.0,14.2,6.41,-5.57,9.27,8.66,42.81,2015,0
52.75,0.96,20.14,9.09,6.49,-5.4,-0.92,-0.41,7.96,2016,0
54.8,1.04,14.53,11.79,7.46,-11.73,-14.28,-9.24,-76.16,2017,0
47.11,1.14,12.88,12.11,7.96,1.51,-17.51,-12.82,-85.4,2018,0
78.81,1.06,22.19,31.0,27.26,0.89,10.39,14.31,48.36,2016,0
66.3,1.05,17.05,16.8,37.53,61.54,10.98,12.21,49.94,2017,0
48.25,0.95,16.67,34.04,18.75,68.92,-4.6,-3.97,5.77,2018,0
57.87,0.91,18.04,33.98,4.76,-2.43,9.69,7.88,46.4,2011,0
61.45,0.82,17.45,58.8,5.2,30.12,7.76,7.37,47.66,2012,0
69.11,0.65,15.06,46.07,4.75,-14.42,13.42,11.56,53.26,2013,0
61.84,0.62,20.54,73.06,3.77,63.63,5.6,4.72,47.37,2014,0
62.4,0.81,20.97,73.41,3.93,13.91,12.68,14.23,51.62,2015,0
60.54,0.68,22.4,90.21,4.15,24.66,4.86,5.42,46.97,2016,0
70.23,0.57,22.56,87.77,4.54,-15.49,9.11,10.78,51.92,2017,0
74.16,0.57,22.61,51.65,4.85,-12.35,2.38,3.34,36.19,2018,0
33.56,0.89,59.21,187.07,5.24,-3.33,-10.04,-17.96,12.08,2016,0
22.17,1.0,52.57,173.43,8.07,14.01,-5.91,-13.16,28.03,2017,0
26.32,0.94,57.28,91.82,6.71,42.56,-5.16,-7.78,33.61,2018,0
78.7,1.26,54.46,51.19,15.36,67.88,4.89,10.28,42.68,2011,0
86.06,0.75,75.08,83.71,16.27,-6.06,8.39,15.05,50.92,2012,0
87.37,0.88,96.47,82.55,14.63,6.84,6.97,14.75,54.19,2013,0
90.68,0.79,110.5,63.57,8.8,-24.27,8.03,14.35,52.95,2014,0
91.92,0.77,123.77,94.79,7.21,10.22,6.48,12.14,51.97,2015,0
88.6,0.62,147.47,95.59,5.36,43.5,2.31,4.08,36.45,2016,0
87.48,0.8,138.3,80.75,6.5,16.05,10.38,20.63,63.31,2017,0
88.67,0.81,120.51,68.17,7.48,-7.16,10.39,18.7,63.56,2018,0
41.82,0.8,75.47,154.58,1.77,20.58,7.69,13.93,64.14,2012,0
33.64,0.46,82.84,179.16,1.03,5.54,-13.8,-12.32,-44.93,2013,0
37.23,0.65,69.66,206.45,1.76,8.55,0.59,0.92,40.13,2014,0
29.43,0.49,109.11,222.78,1.63,31.29,-16.7,-23.22,-48.6,2015,0
26.76,0.6,97.81,131.05,2.34,-4.76,-21.86,-28.67,2.22,2016,0
40.64,0.62,114.93,148.05,4.08,-14.62,-5.87,-6.67,44.54,2017,0
41.51,0.8,114.16,155.97,9.12,6.15,3.27,5.66,59.07,2018,0
69.09,1.55,18.55,36.61,8.07,23.66,10.14,25.53,41.12,2018,0
82.79,0.81,12.87,9.37,7.95,-23.36,8.2,6.27,38.4,2011,0
79.36,0.92,20.23,11.76,8.52,30.46,11.22,10.17,45.48,2012,0
68.31,1.1,14.62,20.28,10.16,100.66,5.8,6.29,32.02,2013,0
79.96,1.06,11.08,18.86,10.28,-32.59,8.09,9.28,35.74,2014,0
46.43,1.36,11.46,39.63,8.51,72.82,7.74,11.56,34.53,2015,0
52.32,2.48,10.15,38.88,8.15,6.13,6.92,18.39,39.32,2016,0
60.35,2.21,9.86,35.87,8.2,-10.28,6.18,15.29,34.59,2017,0
63.66,2.12,11.39,47.56,7.27,12.62,7.31,19.36,36.41,2018,0
71.26,1.32,29.38,35.64,5.69,-4.6,9.46,17.0,42.65,2014,0
67.37,1.3,32.34,27.32,5.08,36.3,15.16,22.78,55.43,2015,0
62.59,1.32,32.71,26.99,5.53,40.06,14.9,20.49,53.62,2016,0
57.64,1.27,27.1,19.33,5.15,16.57,7.65,8.94,35.36,2017,0
53.75,0.65,0.31,28.73,4.67,0.73,33.97,18.93,54.05,2011,0
54.65,0.83,0.19,27.8,4.39,30.8,41.16,32.07,68.28,2012,0
39.51,0.86,0.92,30.86,4.04,50.17,36.54,23.57,66.28,2013,0
61.27,0.82,2.3,106.53,6.78,35.85,41.16,42.78,82.66,2014,0
50.84,0.61,5.37,79.37,6.0,53.33,41.16,42.78,80.41,2015,0
21.17,0.9,5.99,119.42,6.01,155.25,41.16,42.78,80.75,2016,0
26.51,0.94,4.35,90.09,5.34,11.96,40.37,42.17,81.22,2017,0
29.48,0.88,3.51,53.56,4.0,-2.58,33.96,30.93,77.75,2018,0
27.7,0.99,0.0,4.21,7.16,1.13,5.17,1.83,34.13,2011,0
18.79,1.45,5.11,4.21,13.61,1.24,-17.79,-5.85,0.0,2013,0
23.4,1.25,16.44,29.58,10.57,10.48,-20.79,-7.01,0.0,2015,0
78.21,1.29,19.44,6.04,19.62,-58.53,-54.77,-45.51,0.0,2017,0
92.89,0.93,20.58,12.37,16.91,-58.53,-27.97,-25.32,0.0,2018,0
88.51,0.21,14.61,6.26,59.98,-42.26,27.75,5.21,24.79,2012,0
91.95,0.09,28.51,4.21,0.93,-34.02,-18.87,-1.32,-710.1,2013,0
92.89,0.09,0.22,17.72,7.62,-14.37,-57.64,-4.0,0.0,2014,0
92.89,0.15,27.48,64.79,13.23,31.04,28.29,6.56,65.48,2015,0
92.89,0.09,143.65,81.6,7.55,-58.53,-148.38,-24.59,0.0,2016,0
92.89,0.21,52.22,30.95,11.07,42.5,-98.89,-34.17,0.0,2018,0
72.21,0.82,5.94,10.74,14.77,71.88,28.65,20.82,67.75,2018,0
35.59,0.88,6.99,38.01,3.62,8.17,4.06,3.41,38.93,2011,0
22.61,0.91,26.44,152.97,4.48,130.6,4.95,5.99,42.02,2012,0
29.98,0.82,33.82,162.22,5.06,2.16,3.45,5.21,46.14,2013,0
32.55,0.72,38.36,160.29,4.42,-5.09,-7.78,-11.46,-2.85,2014,0
30.63,0.81,34.82,118.81,5.15,1.71,1.41,1.72,35.64,2015,0
38.91,0.69,35.19,127.3,5.28,-7.07,1.14,1.25,35.08,2016,0
36.44,0.64,30.67,153.12,5.32,3.68,-6.08,-8.41,8.39,2017,0
41.23,0.71,20.14,90.41,5.22,-24.51,-1.74,-2.39,30.88,2018,0
40.05,0.69,25.13,153.83,4.69,-3.44,-22.88,-18.13,-31.54,2016,0
36.31,0.83,16.0,188.0,5.07,-3.5,-22.77,-21.98,-19.33,2017,0
33.71,0.69,31.44,345.85,3.84,11.85,-31.58,-41.83,-36.65,2018,0
41.96,1.8,44.47,46.75,7.71,48.44,5.82,10.89,56.18,2011,0
61.25,1.43,57.25,110.9,8.18,9.28,3.63,9.24,58.66,2012,0
55.62,2.21,36.18,121.03,15.54,9.6,-2.02,-10.5,-6.93,2013,0
45.01,1.02,58.4,83.97,10.48,-16.33,-10.13,-20.81,0.0,2014,0
37.13,0.92,30.26,102.17,12.97,-19.24,-27.7,-40.91,0.0,2015,0
34.13,0.81,34.56,60.67,8.07,3.59,1.61,1.57,21.85,2016,0
34.52,0.61,42.78,74.14,7.12,-21.47,-56.48,-38.47,0.0,2017,0
16.93,0.66,44.6,125.88,10.78,-10.06,-60.84,-57.8,0.0,2018,0
69.76,1.91,4.54,16.43,17.1,1.05,2.97,6.62,38.1,2012,0
67.89,1.86,4.94,12.33,14.75,6.38,2.11,3.37,28.28,2013,0
65.0,1.03,20.75,56.9,12.54,20.97,-33.29,-33.06,0.0,2014,0
67.49,0.92,22.75,91.21,7.62,-0.1,-14.16,-19.45,-60.06,2015,0
41.16,0.43,56.99,224.22,5.38,12.93,2.88,-1.23,43.47,2016,0
52.49,0.34,42.23,265.42,7.58,39.28,-36.6,-163.9,-108.76,2017,0
43.82,0.3,31.74,277.52,11.25,-29.36,-5.31,-105.84,53.11,2018,0
60.6,1.01,4.5,42.34,4.95,28.69,25.11,27.08,60.17,2011,0
59.55,0.91,4.68,28.04,4.92,7.27,19.83,18.66,58.02,2012,0
55.53,1.24,5.01,12.66,6.41,19.47,19.52,20.17,60.55,2013,0
51.88,1.33,4.86,19.19,5.95,21.8,17.08,17.5,59.54,2014,0
55.17,1.1,4.0,9.32,6.34,-10.14,12.52,10.09,57.78,2015,0
37.44,0.69,89.38,134.56,9.27,333.07,11.86,12.11,56.29,2016,0
36.47,0.66,116.35,125.07,6.35,13.16,12.48,14.03,67.52,2017,0
34.39,0.7,95.86,83.22,5.54,1.56,7.99,7.8,65.02,2018,0
82.39,0.73,0.0,84.54,7.34,178.96,11.04,20.01,0.0,2011,0
77.61,0.82,0.0,76.69,6.52,39.45,12.8,22.7,41.24,2012,0
76.8,0.85,0.0,69.68,6.21,6.08,10.39,18.68,31.28,2013,0
58.99,0.84,0.0,105.66,7.99,160.36,8.52,16.31,30.13,2014,0
62.73,1.0,0.0,86.61,9.55,-26.07,5.54,11.93,24.11,2015,0
71.84,1.06,0.0,108.75,8.69,-12.9,6.7,16.76,26.39,2016,0
61.7,0.96,0.0,109.87,7.88,118.67,8.32,20.56,31.1,2017,0
59.96,1.04,0.0,110.02,10.77,3.41,3.34,9.47,19.06,2018,0
15.76,0.53,13.64,76.27,9.05,-3.03,-118.27,-43.51,0.0,2011,0
18.56,0.62,52.89,276.85,15.51,21.95,-57.22,-67.21,0.0,2012,0
43.46,0.57,0.0,4.21,4.33,129.56,21.42,8.4,21.2,2011,0
53.11,0.47,16.04,16.4,4.46,5.58,19.35,7.15,26.89,2012,0
56.36,0.75,10.54,11.17,8.03,-2.98,23.41,13.53,34.73,2013,0
50.15,0.65,8.83,6.72,5.78,12.24,9.15,4.15,14.88,2014,0
58.65,0.69,12.15,8.34,4.81,-18.72,0.49,0.14,3.91,2015,0
48.34,0.65,18.03,6.96,4.03,24.66,1.07,0.25,10.65,2016,0
39.96,0.79,13.53,7.18,3.75,9.4,7.32,3.09,14.74,2017,0
52.01,0.85,7.91,8.88,4.01,-9.43,28.71,13.44,36.12,2018,0
47.21,1.29,45.89,87.77,14.39,0.4,2.98,5.9,44.72,2011,0
47.24,1.86,43.16,57.22,13.51,4.35,9.15,24.46,61.83,2012,0
38.44,2.41,34.86,56.79,16.44,48.53,8.82,25.52,62.56,2013,0
47.14,2.81,25.21,27.41,19.07,-7.41,9.04,27.78,69.06,2014,0
49.75,2.04,28.7,15.51,11.18,5.13,11.57,18.69,64.22,2015,0
46.47,2.04,25.85,19.58,10.93,31.94,11.05,16.71,57.58,2016,0
45.44,2.07,31.14,21.01,10.94,3.05,4.8,7.73,44.84,2017,0
44.37,2.18,32.23,33.0,10.66,21.86,5.59,9.79,48.36,2018,0
53.71,1.32,58.82,256.04,4.63,19.53,0.71,-2.49,33.16,2012,0
51.57,1.42,51.64,236.02,5.34,11.76,3.15,11.92,39.31,2013,0
51.02,1.4,55.48,206.1,5.17,11.24,4.61,18.66,36.16,2014,0
47.99,1.28,60.51,228.63,4.55,24.82,2.97,10.61,34.6,2015,0
49.99,1.18,57.98,242.98,4.32,6.51,2.38,9.74,31.59,2016,0
61.95,0.14,3.28,12.98,58.95,101.03,-14.17,-1.38,11.46,2018,0
52.16,1.07,101.68,273.65,3.86,27.31,1.61,6.38,34.19,2011,0
45.51,1.1,103.92,220.0,4.2,7.92,2.94,12.54,39.7,2012,0
47.76,1.29,92.87,203.67,5.06,5.44,3.61,16.51,44.54,2013,0
53.31,1.36,92.67,204.27,4.91,5.64,3.96,18.89,47.1,2014,0
56.1,1.28,100.61,184.51,4.78,-0.6,3.44,14.3,38.92,2015,0
55.13,1.31,99.69,178.42,4.83,7.32,1.64,6.86,34.13,2016,0
56.68,1.33,97.88,167.05,4.66,0.87,2.08,8.64,33.57,2017,0
55.43,1.36,99.53,135.31,4.98,-16.73,1.44,5.2,26.92,2018,0
23.31,0.64,22.92,156.43,6.02,-15.62,-20.5,-26.11,-67.3,2011,0
13.94,0.33,24.73,205.49,7.59,0.15,-48.58,-50.1,-264.46,2013,0
13.57,0.26,23.13,252.35,6.54,-12.39,-141.56,-83.46,0.0,2014,0
75.06,0.28,100.48,186.03,2.2,68.36,-34.88,-38.43,0.0,2017,0
65.64,1.22,14.23,19.92,5.59,91.64,5.05,6.69,56.0,2018,0
55.81,1.06,40.4,71.99,4.56,12.89,12.62,25.91,45.77,2011,0
60.64,0.98,23.4,57.12,2.85,-3.08,13.29,19.64,49.11,2012,0
47.83,0.79,27.25,28.26,2.53,5.34,-1.81,-1.64,-8.44,2013,0
51.04,0.99,34.61,38.28,4.64,4.35,5.31,5.25,25.43,2015,0
56.14,1.07,43.58,39.6,4.81,-0.23,9.1,10.77,33.62,2016,0
73.74,1.35,38.53,66.57,7.29,-0.98,15.52,33.11,59.56,2017,0
73.16,1.31,34.14,37.24,8.94,-11.93,9.26,19.53,53.89,2018,0
32.54,1.08,14.63,237.24,6.19,10.18,-2.97,-4.89,20.16,2011,0
31.05,1.13,11.04,210.34,8.73,2.65,3.18,7.38,26.85,2012,0
36.03,1.11,13.0,275.32,8.43,-2.83,-21.81,-55.01,-32.83,2013,0
37.18,1.2,16.58,177.23,7.51,-7.67,0.28,-0.02,24.02,2014,0
40.53,1.04,17.04,145.72,7.01,-1.24,5.43,4.76,36.13,2015,0
43.35,1.15,12.89,111.74,7.4,-0.44,3.98,2.38,32.2,2016,0
47.66,1.21,9.92,123.79,8.73,56.5,14.21,18.67,43.6,2018,0
82.36,0.59,10.76,4.21,5.63,89.21,18.17,10.16,47.88,2016,0
33.73,0.42,30.61,128.05,4.32,333.07,11.24,4.93,45.71,2017,0
33.66,1.12,7.27,67.01,9.93,2.16,23.63,17.07,70.53,2018,0
16.63,0.83,0.0,60.75,12.19,8.65,-5.63,-0.13,0.0,2011,0
17.28,0.64,0.0,31.39,9.48,18.99,41.16,15.99,0.0,2012,0
17.75,1.21,0.0,61.99,5.05,25.59,-2.88,-14.45,-4.03,2015,0
35.9,1.53,0.0,52.05,5.74,12.07,41.16,42.78,71.05,2016,0
62.39,0.66,0.0,93.26,5.49,-38.53,-99.9,-82.89,0.0,2017,0
32.53,0.56,0.0,25.64,19.18,183.77,41.16,42.78,75.11,2018,0
53.48,1.61,42.71,335.52,8.25,-2.15,-15.71,-90.31,0.0,2011,0
56.31,2.09,22.2,355.99,13.16,8.34,1.29,14.61,54.28,2013,0
56.58,1.74,27.9,233.47,10.78,4.85,0.53,4.26,52.41,2014,0
61.55,1.81,26.24,114.69,11.24,2.22,1.91,7.54,49.5,2015,0
63.22,1.87,20.06,93.23,11.53,-2.48,0.69,2.73,38.01,2016,0
51.87,0.91,28.91,413.02,6.95,-12.86,-31.01,-100.99,0.0,2018,0
37.46,0.93,9.11,42.64,3.86,53.18,6.25,4.93,37.17,2011,0
38.37,0.58,10.44,56.48,4.61,40.77,-14.08,-8.28,-16.66,2012,0
31.14,0.76,10.2,25.47,4.78,-5.01,-7.3,-4.36,9.92,2013,0
43.39,0.88,7.18,15.83,4.96,-9.85,17.18,9.42,52.47,2014,0
30.67,1.0,5.73,22.18,5.69,67.6,-13.96,-7.28,9.39,2015,0
27.35,1.11,6.93,24.92,4.72,5.38,-3.58,-2.14,24.22,2016,0
32.24,0.98,7.94,26.06,4.83,-11.65,-14.76,-8.35,-7.29,2017,0
31.12,1.15,5.73,25.06,6.53,15.37,5.95,4.53,41.78,2018,0
38.97,0.62,11.16,86.66,2.62,0.49,-24.73,-14.03,-12.58,2011,0
37.41,0.45,24.58,116.82,1.81,-1.07,-39.07,-23.16,-58.71,2012,0
41.71,0.42,31.01,136.77,1.71,-4.41,-29.92,-23.47,-15.9,2013,0
39.97,0.29,39.96,123.03,1.23,-0.8,-75.95,-45.39,-710.1,2014,0
44.74,0.34,25.26,108.46,1.67,-1.63,-25.79,-16.6,-1.94,2015,0
36.21,0.39,30.41,143.96,2.17,2.16,-66.44,-47.55,-710.1,2016,0
46.19,0.48,29.24,116.22,3.26,-22.28,-42.73,-37.33,-122.92,2017,0
44.02,0.47,25.08,81.38,4.14,25.49,-36.45,-26.67,-123.89,2018,0
50.5,1.86,31.06,43.76,4.71,29.51,9.48,19.87,47.51,2016,0
50.42,1.67,32.33,52.43,3.87,21.63,4.91,8.77,42.72,2017,0
55.41,1.45,26.56,66.21,3.37,7.72,7.17,13.28,47.02,2018,0
19.81,1.11,21.41,50.51,8.77,221.99,-9.54,-5.77,-238.64,2011,0
36.23,0.68,18.98,245.74,9.51,-2.6,-16.94,-15.02,-58.11,2012,0
34.31,0.63,12.7,57.36,8.33,-3.98,14.92,8.09,56.02,2014,0
25.94,0.68,8.14,59.4,8.8,41.56,14.08,8.4,55.76,2015,0
36.89,0.4,21.07,162.77,8.1,136.87,-50.01,-36.76,0.0,2017,0
91.72,0.38,8.39,7.75,5.23,42.13,12.8,5.04,37.21,2018,0
31.58,0.79,18.56,95.96,7.4,2.36,-0.22,1.05,38.61,2011,0
32.67,0.99,21.37,80.06,8.6,-1.61,5.21,7.85,46.32,2012,0
26.46,1.0,29.98,54.97,7.89,14.12,8.23,9.33,45.02,2013,0
26.94,1.24,27.19,34.29,8.99,-6.66,0.5,1.52,33.04,2014,0
28.32,1.65,21.68,30.19,12.68,7.98,4.19,5.73,30.49,2015,0
31.61,1.18,36.11,95.59,9.58,43.51,-0.8,1.05,20.46,2016,0
31.8,1.2,36.41,77.4,9.3,0.22,5.11,7.79,36.88,2017,0
44.56,1.39,37.06,71.16,8.82,1.96,4.07,7.07,32.65,2018,0
32.59,0.56,11.53,72.34,3.05,0.74,6.47,6.09,42.18,2012,0
35.5,0.54,11.19,80.84,3.11,-0.86,-3.22,-0.34,15.22,2013,0
37.29,0.44,12.5,79.27,3.33,0.46,-32.44,-18.12,-64.45,2014,0
29.86,0.49,11.81,92.41,4.42,6.11,-22.25,-16.06,-36.93,2015,0
34.02,0.65,10.57,87.8,6.37,-0.49,5.21,4.43,26.83,2016,0
25.12,0.86,13.13,76.61,9.84,1.43,10.7,12.53,40.75,2018,0
64.95,0.79,82.56,129.06,2.45,11.18,1.1,2.62,28.22,2011,0
65.84,0.85,59.75,130.6,2.92,13.9,3.01,7.94,38.96,2012,0
65.04,0.73,58.0,117.42,2.44,16.54,8.22,7.16,32.51,2013,0
63.79,0.78,52.22,112.31,2.57,9.13,5.96,11.38,46.61,2014,0
59.76,0.84,37.48,101.64,3.02,25.14,13.21,22.53,59.72,2015,0
64.22,0.78,30.54,51.79,3.47,28.42,13.98,19.95,58.88,2016,0
43.02,0.77,42.61,61.87,3.59,31.21,38.25,42.78,57.97,2017,0
46.62,1.02,48.0,56.29,4.54,1.88,12.44,13.13,56.12,2018,0
84.09,1.33,1.72,7.6,20.08,130.04,8.77,11.42,61.29,2018,0
71.78,1.21,16.78,122.97,7.54,6.53,-0.31,-7.62,28.54,2011,0
72.1,1.16,20.72,129.44,6.78,4.81,1.98,-2.37,34.4,2012,0
65.15,0.9,31.79,160.28,4.98,17.4,-6.57,-25.9,3.37,2013,0
63.65,1.09,24.25,143.08,6.1,6.64,0.27,-6.07,31.02,2014,0
63.44,1.23,19.78,139.82,5.44,-25.19,0.08,-9.54,44.28,2015,0
58.81,0.91,27.36,115.56,4.06,32.1,-3.24,-7.46,14.91,2016,0
63.63,1.42,22.3,110.74,6.16,1.3,3.1,9.12,50.43,2017,0
66.23,1.47,16.42,72.93,5.46,-4.03,5.37,12.49,48.91,2018,0
22.25,1.44,31.22,30.76,21.45,-27.07,-22.71,-28.71,0.0,2011,0
37.51,1.02,41.88,18.29,12.55,-8.11,-54.47,-34.17,0.0,2012,0
38.26,1.1,27.63,16.31,14.25,-17.59,-24.23,-16.51,0.0,2013,0
40.75,1.44,23.11,12.04,18.88,29.44,5.6,4.75,45.84,2014,0
41.07,1.56,21.41,8.28,21.77,-0.93,3.7,3.19,42.42,2015,0
26.56,1.41,28.02,14.45,20.73,-10.94,-53.91,-37.64,0.0,2016,0
24.59,1.75,34.79,14.19,19.0,5.68,4.95,3.78,39.29,2017,0
86.62,0.9,0.0,19.06,15.43,30.2,-33.18,-34.14,0.0,2016,0
73.14,0.57,0.0,254.8,6.64,106.55,-94.9,-142.88,0.0,2018,0
69.81,0.81,68.59,78.81,2.7,60.18,13.62,28.15,57.06,2015,0
64.79,0.63,87.04,79.81,1.49,32.15,9.52,10.47,46.31,2016,0
68.43,0.88,59.08,115.75,2.57,14.93,6.22,11.44,41.92,2017,0
66.14,0.73,47.28,179.11,4.05,-6.4,1.69,3.38,39.5,2018,0
25.52,1.36,13.41,93.15,7.46,56.85,25.1,32.01,79.73,2015,0
29.06,1.21,13.16,61.13,6.6,-1.43,21.4,20.75,77.87,2016,0
34.06,1.0,11.66,54.46,7.05,-4.26,21.69,16.14,78.65,2017,0
45.09,0.7,12.24,60.52,5.75,-14.83,12.23,7.86,68.79,2018,0
81.57,0.67,25.04,28.84,7.08,10.81,18.13,16.15,70.91,2017,0
68.5,0.76,25.68,13.84,7.71,63.28,11.43,9.77,62.01,2018,0
72.26,1.24,40.1,26.88,4.44,18.43,4.9,7.52,28.18,2011,0
71.84,1.21,33.81,27.68,4.78,7.1,5.44,7.75,27.36,2012,0
73.37,1.17,31.79,23.55,4.42,-0.15,6.14,8.3,33.38,2013,0
74.06,1.16,30.66,24.56,4.49,4.91,5.32,7.08,39.88,2014,0
58.71,1.25,30.99,25.63,4.7,72.42,6.5,8.61,43.42,2015,0
58.81,1.39,28.75,25.69,5.23,9.14,7.26,9.93,49.24,2016,0
54.71,1.26,35.43,22.11,5.33,12.16,5.87,6.86,41.96,2017,0
68.14,1.24,32.07,20.72,5.96,-28.68,3.65,4.26,19.86,2018,0
31.76,2.08,33.86,78.05,8.84,10.3,2.07,5.16,44.68,2011,0
28.72,2.38,30.92,54.54,10.26,-1.93,3.25,7.72,46.81,2012,0
30.72,2.81,26.07,41.69,13.19,0.03,4.85,12.14,53.48,2013,0
35.48,2.81,27.14,38.3,13.66,-1.55,3.93,9.21,54.54,2014,0
15.32,1.34,59.26,16.51,7.86,26.81,41.16,42.78,31.72,2015,0
38.73,2.31,28.7,41.65,10.96,-12.18,3.89,4.39,37.31,2016,0
36.31,2.29,29.38,41.75,9.57,3.54,-0.47,1.29,8.69,2017,0
33.25,2.34,29.07,32.82,10.51,-1.37,0.52,1.1,15.08,2018,0
62.06,1.03,11.42,9.72,4.98,26.82,18.52,14.67,66.29,2011,0
63.16,1.2,10.06,8.84,6.34,4.93,11.75,11.09,49.17,2012,0
59.36,1.45,6.76,23.38,8.61,44.56,14.16,16.44,58.4,2013,0
53.72,1.35,5.49,18.96,7.5,25.64,14.95,15.81,54.53,2014,0
62.72,1.52,3.69,14.52,7.16,-7.35,16.88,20.47,56.65,2015,0
70.97,1.32,8.58,17.72,5.73,4.32,22.91,27.68,64.78,2016,0
68.24,1.15,9.67,11.11,5.99,27.35,15.83,15.56,50.64,2018,0
73.57,0.88,85.35,30.0,3.25,32.94,7.44,8.71,25.9,2011,0
79.26,1.06,70.78,31.39,2.93,-6.66,15.5,21.11,45.24,2012,0
83.73,0.97,71.41,29.53,2.62,-0.58,14.66,19.3,45.49,2013,0
82.33,0.78,88.24,34.82,2.55,19.37,9.5,10.26,32.6,2014,0
84.1,0.86,90.89,43.64,2.68,8.17,12.08,15.59,41.84,2015,0
77.5,0.85,86.5,27.45,2.85,43.05,14.37,17.21,44.94,2016,0
