[제조]유동자산구성비율,[제조]순운전자본비율,[제조]총자본증가율,[제조]매출채권회전률,[제조]자본분배율,[제조]매입채무회전기간,[제조]비유동자산증가율,[제조]매출액순이익률,[제조]자기자본순이익률,year,label
92.89,65.71,27.19,3.47,0.0,43.67,40.43,4.22,8.83,2014,0
55.34,41.73,-8.03,6.53,47.26,54.31,-12.33,7.43,7.76,2013,0
63.7,41.43,20.77,13.16,61.6,31.88,-1.84,13.36,19.89,2014,0
44.13,8.02,-1.89,2.8,44.13,60.49,12.6,9.58,12.77,2018,0
63.96,25.36,10.89,4.99,42.31,43.55,7.1,4.57,11.45,2018,0
62.59,36.12,-0.52,6.29,47.08,47.35,-5.85,5.49,9.73,2015,0
61.3,20.25,-7.64,9.77,49.33,62.67,-9.01,0.94,1.96,2014,0
37.93,-18.39,7.2,10.76,48.78,39.58,-5.16,1.38,5.42,2014,0
36.72,-14.19,8.11,14.03,55.43,33.91,6.68,3.58,11.04,2018,0
46.3,24.56,5.83,6.1,43.7,34.89,10.3,6.43,7.61,2014,0
47.07,30.96,4.25,5.65,46.42,33.85,2.77,7.81,8.88,2015,0
52.72,19.81,28.78,2.28,6.23,10.33,12.45,-22.38,-10.38,2016,0
75.9,33.18,43.32,6.67,5.5,38.41,7.7,1.51,4.79,2016,0
75.16,40.29,1.81,7.04,1.19,28.8,40.56,0.13,0.4,2018,0
59.43,55.8,5.41,4.31,61.93,12.6,45.09,22.98,7.39,2017,0
40.97,34.97,36.58,4.17,58.27,17.57,98.73,17.53,7.65,2018,0
23.98,-19.06,10.98,16.49,24.69,25.09,11.27,0.68,1.38,2017,0
79.38,55.88,55.3,7.9,32.32,41.46,30.46,3.88,11.45,2018,0
27.3,-16.78,-13.07,13.32,45.61,40.59,-0.01,-1.23,-2.84,2012,0
53.48,-12.17,2.08,5.46,52.15,58.78,-1.58,3.69,11.98,2012,0
47.36,-11.42,0.27,5.03,52.08,49.87,0.1,3.7,20.8,2014,0
75.42,66.74,116.54,13.19,22.39,0.0,123.7,3.74,2.96,2014,0
65.89,33.89,26.47,14.92,-25.5,0.0,43.23,-11.02,-4.68,2018,0
29.96,2.71,0.28,4.5,47.91,26.5,20.29,5.36,7.35,2017,0
29.68,8.62,10.37,6.06,38.68,44.07,6.91,4.54,5.99,2017,0
24.16,6.81,-0.26,5.93,34.56,41.2,7.57,3.77,4.91,2018,0
75.62,24.31,17.07,7.17,25.34,16.92,21.48,1.62,6.82,2011,0
55.47,45.26,-20.77,3.2,-14.54,0.6,28.91,-17.13,-6.99,2014,0
65.45,37.28,13.22,3.59,66.85,19.18,-11.82,6.23,14.33,2013,0
63.58,34.65,2.64,3.02,61.51,27.71,8.21,5.82,11.28,2014,0
52.61,43.27,16.35,5.66,58.44,14.02,8.0,16.1,16.34,2014,0
57.19,41.44,12.94,3.43,61.7,19.5,-0.66,16.51,16.67,2018,0
63.47,29.0,-19.55,8.48,59.9,30.32,11.54,2.34,7.47,2012,0
68.53,39.19,15.78,9.54,59.38,37.77,-0.28,5.41,15.02,2013,0
76.8,26.22,8.71,4.8,56.61,46.85,-6.57,0.8,2.03,2017,0
78.6,52.08,20.9,9.47,57.7,25.47,32.56,5.81,11.96,2014,0
71.71,41.58,15.59,6.3,16.85,30.87,52.83,-0.25,-0.43,2015,0
60.64,27.7,-0.25,10.96,65.26,8.44,0.15,3.96,13.77,2017,0
59.22,30.62,-8.48,10.1,59.31,1.04,-5.19,2.15,7.93,2018,0
50.66,32.7,3.81,5.32,58.5,36.58,2.99,8.58,13.53,2012,0
53.54,38.87,4.8,5.75,57.0,29.79,-1.32,8.19,11.8,2013,0
50.01,35.8,10.41,6.35,49.41,26.02,16.75,6.03,7.07,2015,0
52.46,37.0,5.04,5.26,52.58,33.25,-0.1,7.29,8.19,2016,0
74.35,71.15,-8.94,59.98,-27.84,27.14,29.1,-4.04,-2.23,2017,0
69.15,55.8,12.58,3.42,58.15,27.32,70.69,10.67,13.25,2015,0
40.4,33.07,13.14,5.7,52.33,0.51,118.9,26.46,13.86,2014,0
65.73,43.3,13.99,13.05,73.71,24.77,5.1,7.22,5.72,2015,0
66.69,36.43,-1.94,14.05,74.43,23.02,-4.7,8.27,6.54,2016,0
55.02,43.01,15.57,4.03,55.22,16.92,21.35,22.78,12.51,2015,0
82.08,42.08,47.81,3.01,24.25,33.59,16.0,1.77,2.56,2017,0
10.92,-29.61,-5.02,4.87,35.65,37.57,-3.08,-0.76,-0.22,2016,0
11.22,-21.86,7.06,3.78,43.74,43.16,3.67,8.37,2.66,2017,0
39.43,32.52,0.44,5.95,53.96,8.98,2.57,13.72,9.52,2014,0
70.0,36.12,5.3,5.11,74.69,27.34,-5.97,5.1,13.09,2011,0
58.56,40.51,7.53,4.11,67.74,31.12,-17.72,7.96,9.13,2015,0
65.9,44.37,18.52,3.59,77.16,26.72,-2.49,9.93,11.32,2016,0
29.94,1.33,10.13,10.27,53.52,34.79,13.54,2.11,6.96,2013,0
44.3,15.97,12.19,6.09,46.25,42.58,4.99,1.86,4.72,2016,0
24.13,0.92,15.17,12.42,41.62,37.0,9.29,9.22,7.15,2011,0
27.23,2.19,1.26,17.21,40.37,36.95,-2.88,6.87,6.42,2012,0
80.62,34.2,-0.25,3.96,67.25,51.25,-22.2,3.5,9.11,2011,0
77.87,30.09,13.03,4.71,39.98,42.62,5.71,1.42,4.88,2014,0
76.97,16.2,18.43,5.2,7.85,53.66,19.37,-1.97,-7.02,2017,0
62.85,56.31,13.17,2.82,69.21,20.64,45.33,22.21,9.42,2016,0
50.8,41.87,-1.93,3.19,68.62,16.54,29.9,24.44,10.69,2017,0
72.06,38.48,17.79,4.26,57.51,23.68,0.67,11.97,27.39,2017,0
79.68,22.83,36.7,4.89,39.92,34.04,-8.18,2.29,8.35,2012,0
67.75,21.22,-3.5,7.62,71.16,34.96,0.59,2.02,11.11,2012,0
67.93,34.17,-2.55,7.2,67.47,34.67,-3.11,1.96,9.61,2013,0
64.59,33.49,-4.29,5.03,61.75,39.96,12.19,1.96,6.49,2018,0
53.31,37.18,8.59,8.16,58.73,12.58,-1.7,15.94,14.02,2011,0
36.68,27.89,2.52,11.1,44.0,18.62,18.3,8.74,7.15,2015,0
43.8,31.91,5.43,10.17,49.73,18.29,12.14,11.38,9.5,2017,0
32.57,-19.8,5.89,7.72,45.01,28.62,5.53,1.52,6.36,2016,0
26.97,-21.02,8.64,7.08,28.0,31.23,17.66,-4.42,-17.14,2017,0
45.93,28.73,12.79,3.73,44.45,6.64,-1.56,3.89,3.75,2014,0
84.79,22.85,10.35,13.04,64.77,12.6,-15.58,7.24,15.94,2018,0
53.67,25.23,15.03,10.24,31.66,0.0,7.8,8.19,19.6,2016,0
52.4,25.86,7.32,10.07,33.91,0.0,10.25,8.51,18.77,2017,0
53.87,28.25,14.22,14.38,36.18,0.0,10.7,9.98,20.71,2018,0
44.3,35.49,4.41,13.2,49.37,25.63,4.01,6.79,5.34,2013,0
34.46,30.07,0.96,11.81,30.55,24.85,15.36,4.44,1.79,2015,0
73.56,55.88,6.59,4.4,-19.1,45.22,13.84,-3.31,-3.16,2016,0
43.18,3.93,15.62,5.61,26.58,49.98,8.74,0.88,2.24,2011,0
42.39,-5.39,20.47,4.4,24.47,45.02,11.49,0.06,0.15,2013,0
52.63,26.75,-6.63,1.9,20.43,66.26,34.3,4.26,5.54,2011,0
60.63,34.65,12.21,2.99,44.89,43.09,-1.75,10.95,14.02,2016,0
55.24,31.1,9.06,8.2,51.31,20.21,8.88,10.33,12.93,2013,0
57.79,31.86,14.58,5.99,52.21,22.09,8.07,10.14,10.78,2014,0
52.68,35.37,6.74,9.21,50.0,20.7,18.83,6.46,10.25,2017,0
53.63,40.54,-3.48,4.99,51.0,42.03,9.29,6.6,6.6,2012,0
61.56,51.52,31.16,5.05,69.27,37.42,8.75,16.99,16.08,2013,0
42.64,34.38,1.58,4.83,60.25,37.36,7.87,13.22,10.13,2015,0
44.54,36.67,14.61,5.88,59.86,39.05,10.54,13.6,9.44,2018,0
53.71,28.57,10.28,4.7,47.81,31.77,7.99,1.13,3.4,2011,0
64.9,37.94,10.39,10.21,44.55,40.04,9.84,3.79,10.37,2015,0
16.76,-12.33,13.76,6.19,44.54,38.54,16.38,-0.34,-0.41,2011,0
11.96,-12.85,2.83,6.89,39.12,41.22,8.76,0.17,0.29,2012,0
17.14,-17.86,-0.15,7.52,57.44,36.68,-0.79,6.45,6.05,2014,0
21.18,-11.21,7.64,8.26,57.58,31.45,2.39,7.41,6.29,2015,0
22.97,-8.23,5.86,7.41,53.17,30.27,3.46,8.48,7.72,2016,0
50.27,-45.27,-24.02,3.53,66.0,46.09,-11.47,9.73,11.05,2017,0
52.04,33.45,11.26,3.92,42.79,45.2,1.45,9.63,8.03,2014,0
49.54,31.22,9.78,3.37,38.12,43.59,13.95,8.42,6.92,2018,0
19.26,-13.65,-10.77,9.48,27.16,30.99,-7.25,-0.44,-0.75,2011,0
24.32,-25.79,3.17,7.74,32.38,40.95,-1.04,-3.11,-7.0,2014,0
55.49,30.2,22.2,5.35,42.04,26.59,5.67,6.07,9.25,2013,0
55.21,41.42,11.04,6.63,-2.17,27.0,40.77,-1.84,-2.06,2018,0
29.97,23.58,6.06,10.71,-4.59,43.77,33.67,2.72,0.86,2013,0
32.45,20.33,26.38,7.07,-33.65,10.42,22.24,-4.52,-1.78,2018,0
45.49,-25.0,-1.98,5.92,50.17,45.61,-2.08,3.23,10.8,2016,0
42.24,-20.13,-5.17,6.99,45.55,44.74,0.49,2.5,7.7,2017,0
50.77,39.05,46.77,2.67,60.59,53.33,110.15,22.46,13.76,2014,0
20.85,-46.37,7.09,6.03,55.47,49.22,-2.56,4.08,15.43,2015,0
15.13,-46.37,-9.71,5.18,51.47,49.91,-3.19,1.83,4.88,2016,0
45.75,-10.0,7.08,7.65,49.93,48.31,7.73,3.23,16.62,2014,0
40.69,-23.7,7.22,8.89,41.29,50.18,10.06,2.5,10.2,2016,0
43.13,-19.05,5.06,9.12,39.56,46.69,0.73,0.71,3.39,2017,0
38.34,32.78,1.56,3.06,36.67,11.39,19.09,13.15,5.78,2013,0
59.6,24.91,6.08,2.58,45.97,50.72,2.64,1.9,2.81,2013,0
56.6,41.43,2.41,5.23,62.12,32.28,-7.98,3.05,6.28,2013,0
58.2,43.63,-4.85,4.51,66.94,34.13,-8.35,5.69,10.11,2014,0
53.9,33.82,5.45,4.68,45.9,20.28,24.97,2.26,2.79,2011,0
60.92,30.63,3.46,11.08,49.89,30.77,-5.11,6.48,15.11,2014,0
10.92,-46.37,-3.5,59.98,72.55,76.73,-2.9,6.69,1.89,2016,0
10.92,-42.97,-1.23,0.93,74.33,74.12,-0.28,10.23,2.94,2017,0
35.82,-11.38,1.19,5.86,32.52,47.73,4.87,0.72,1.92,2014,0
39.55,-9.04,13.22,6.44,38.63,44.09,6.65,1.16,5.69,2015,0
44.58,-4.41,-1.28,5.7,56.42,51.6,-2.11,2.66,11.32,2017,0
40.53,-5.35,-1.21,5.49,35.5,51.05,6.01,0.92,3.43,2018,0
34.7,-22.78,4.35,6.1,48.53,54.93,12.43,3.76,9.62,2014,0
48.47,31.3,4.55,5.22,48.85,6.1,-2.77,8.79,8.56,2013,0
52.92,30.96,6.96,5.39,49.16,7.41,-2.04,12.83,11.64,2016,0
37.62,13.34,-8.45,4.14,48.29,63.22,16.56,2.76,1.94,2016,0
23.76,-16.13,10.53,7.45,38.36,22.52,6.26,-2.82,-7.17,2018,0
52.25,35.75,7.63,6.39,63.68,20.68,9.99,8.16,11.37,2012,0
55.56,40.11,14.06,7.99,65.41,18.23,6.15,10.05,14.89,2013,0
51.23,37.48,8.54,7.97,57.67,17.47,19.1,7.34,10.16,2014,0
46.09,-10.69,9.31,7.99,39.29,50.21,9.6,0.24,0.75,2014,0
41.21,34.69,8.95,8.51,0.0,15.19,22.85,20.22,19.23,2011,0
51.34,43.07,2.63,3.78,79.91,24.96,16.68,8.54,4.78,2014,0
60.39,55.68,0.25,3.48,78.73,32.56,-7.03,16.67,7.24,2016,0
57.55,53.35,9.69,3.29,76.66,21.39,-2.92,13.68,4.13,2018,0
51.54,25.55,5.8,2.43,51.94,6.79,-1.09,7.97,10.49,2013,0
58.22,40.17,38.81,3.32,49.24,13.55,23.37,25.86,9.13,2013,0
16.33,-16.77,13.67,47.13,54.19,49.0,22.93,3.79,12.57,2015,0
20.56,-15.62,9.83,39.56,60.95,42.18,4.28,5.09,16.58,2016,0
31.98,-10.71,8.45,32.13,70.1,45.69,-7.14,4.45,11.73,2017,0
32.92,-12.45,7.4,29.99,67.1,56.38,5.9,4.78,13.14,2018,0
44.7,-3.87,0.1,8.22,49.89,52.71,1.75,5.78,16.3,2011,0
76.59,70.65,104.22,3.88,63.03,4.54,139.71,23.92,10.07,2016,0
61.87,24.48,-11.56,7.77,71.98,42.52,-23.99,23.4,18.2,2015,0
41.33,21.52,18.34,9.11,38.0,33.31,10.68,6.92,7.96,2018,0
41.93,26.6,11.47,8.88,45.8,44.95,-12.48,12.85,9.84,2015,0
72.55,30.72,7.92,34.07,67.39,5.04,-2.15,4.76,11.08,2015,0
63.13,53.33,10.11,17.19,70.98,17.56,28.49,11.53,12.0,2014,0
32.31,-9.16,25.28,9.06,26.05,59.29,24.0,0.64,2.34,2011,0
30.42,-15.75,3.0,7.93,33.21,43.35,5.47,2.15,7.54,2013,0
31.27,-14.51,5.64,7.77,29.08,40.72,4.35,1.87,6.37,2014,0
28.83,-16.5,11.78,7.5,22.13,36.49,14.05,0.93,3.11,2016,0
33.86,-16.13,4.19,7.17,36.55,46.75,-2.83,2.19,8.92,2018,0
20.21,15.59,9.52,4.2,41.3,42.84,14.35,11.71,3.69,2014,0
17.05,13.25,0.64,4.01,29.35,47.38,3.05,11.61,2.35,2016,0
30.2,4.31,13.89,4.15,44.38,63.98,11.54,7.33,7.68,2013,0
40.83,18.06,-1.51,7.88,34.16,56.28,6.85,2.79,4.31,2018,0
74.33,25.31,-20.78,33.27,60.81,6.18,9.62,6.63,19.93,2018,0
63.71,59.98,0.61,3.43,49.33,15.22,57.9,18.02,6.29,2012,0
54.51,12.77,1.59,4.75,59.61,61.26,0.43,5.03,6.59,2016,0
43.57,-12.6,3.86,10.07,55.69,65.66,6.66,2.17,12.1,2016,0
49.59,-4.58,5.52,7.76,64.78,56.94,1.43,1.71,4.11,2011,0
48.59,13.08,0.97,8.49,39.85,51.67,5.2,-1.38,-2.24,2016,0
60.2,35.69,5.86,10.29,45.88,36.0,-3.14,3.74,10.4,2016,0
32.21,-17.82,11.44,5.18,48.95,57.71,7.52,1.45,2.14,2015,0
26.89,-23.72,9.76,5.11,59.25,61.91,18.38,5.65,9.95,2016,0
11.3,-8.07,12.46,6.16,49.2,44.71,10.17,1.83,3.19,2018,0
75.67,58.86,23.66,3.68,71.83,31.3,97.48,11.0,15.44,2012,0
40.85,34.99,50.74,20.45,84.88,5.26,83.32,10.6,16.75,2016,0
49.61,33.37,1.81,10.03,48.88,23.02,-1.11,8.78,9.18,2014,0
55.74,34.43,8.35,9.48,58.81,21.75,-4.83,14.53,12.93,2015,0
54.58,38.5,8.58,5.55,53.75,28.13,-1.54,7.9,11.71,2013,0
38.59,-19.99,-2.72,11.22,19.63,50.79,17.05,-1.48,-5.36,2011,0
64.08,28.85,-10.42,8.42,56.98,40.79,-7.2,7.29,21.73,2018,0
44.5,30.64,-5.13,2.69,42.03,31.16,12.79,14.35,7.75,2016,0
38.67,33.04,-4.35,3.19,41.48,24.82,5.7,16.34,6.67,2017,0
35.89,-22.73,3.86,6.46,67.32,54.84,-6.67,2.35,8.09,2012,0
21.57,-36.45,3.88,7.96,35.62,44.84,8.88,-8.97,-20.41,2014,0
70.44,59.84,41.75,3.3,39.19,40.06,141.61,16.91,13.63,2017,0
47.04,34.13,13.33,1.69,-2.44,29.19,45.22,-2.5,-1.66,2015,0
63.12,51.96,24.33,3.29,85.04,29.14,156.29,40.9,16.5,2015,0
62.72,43.54,37.17,5.44,59.31,63.28,118.48,17.81,21.01,2013,0
58.04,50.82,8.27,3.82,66.71,8.12,54.16,13.71,9.83,2018,0
69.45,56.25,5.81,17.07,59.09,12.1,51.93,7.97,7.74,2018,0
73.98,38.55,43.9,2.83,32.61,34.17,130.01,6.52,3.17,2018,0
56.56,36.99,14.76,5.49,71.17,17.49,-16.68,10.4,7.6,2016,0
54.38,16.39,66.16,5.51,75.1,29.3,107.87,21.15,39.63,2011,0
40.23,19.4,28.57,7.13,60.74,23.63,119.65,13.38,21.0,2012,0
46.17,28.35,18.9,4.66,56.56,41.2,-0.49,10.25,10.02,2013,0
46.18,33.19,5.53,3.44,64.1,48.38,5.52,12.8,10.91,2014,0
60.45,18.65,-1.07,6.06,52.16,61.75,-4.36,0.09,0.27,2016,0
90.71,81.09,47.66,3.4,18.02,6.81,147.17,23.63,20.73,2011,0
72.29,70.35,54.41,1.7,38.0,0.75,147.87,22.77,8.18,2014,0
55.66,53.52,5.6,2.08,31.13,2.83,68.98,19.67,6.0,2015,0
37.67,-15.56,8.77,3.99,60.1,47.63,1.53,2.34,2.26,2011,0
35.68,-16.1,-2.07,4.02,58.76,47.08,1.06,6.17,4.98,2012,0
48.09,34.59,7.29,3.14,58.72,38.22,-0.2,11.56,11.08,2018,0
65.92,51.52,20.73,6.27,73.31,19.36,-2.48,13.07,11.77,2013,0
69.33,64.3,5.87,5.73,42.82,30.88,61.08,8.76,3.44,2016,0
66.93,62.76,2.1,4.97,-22.94,22.25,-1.84,-0.51,-0.22,2018,0
54.46,13.56,-1.96,4.77,64.15,53.39,-4.66,7.07,15.06,2017,0
57.82,20.82,1.29,5.28,58.25,48.65,-6.18,4.2,8.54,2018,0
16.81,-7.32,2.09,11.75,38.34,23.42,8.27,-3.86,-6.93,2012,0
23.94,-22.47,18.59,9.25,36.63,16.65,8.43,-6.93,-15.8,2013,0
71.6,46.47,42.8,1.61,45.61,21.56,27.09,10.66,10.08,2018,0
79.81,44.65,15.62,7.35,0.0,13.31,101.77,20.62,19.93,2011,0
69.81,44.31,28.07,15.93,57.89,14.9,10.33,12.67,10.06,2014,0
74.91,40.04,8.94,16.23,65.61,0.16,-14.14,5.63,14.21,2018,0
20.34,-5.86,-0.08,6.43,54.04,33.13,10.4,8.25,12.08,2014,0
19.41,-17.4,27.03,5.4,51.34,52.28,24.61,3.46,3.43,2016,0
27.6,-11.79,15.93,7.22,52.83,44.64,4.15,3.16,3.87,2017,0
26.09,-11.6,2.88,10.15,38.21,28.04,5.03,0.16,0.22,2018,0
39.47,8.3,-7.63,12.44,42.97,53.54,6.82,3.45,10.05,2015,0
31.49,1.91,11.66,11.92,33.62,48.32,3.04,1.0,2.34,2018,0
63.56,28.77,3.2,4.52,55.05,56.54,-5.49,-0.04,-0.11,2014,0
39.39,-0.38,15.75,4.23,46.58,34.5,10.78,1.14,2.11,2011,0
38.27,-9.07,11.55,13.54,52.73,42.36,10.95,1.05,4.36,2015,0
27.21,-12.68,6.48,8.54,47.8,44.17,7.14,1.11,1.95,2011,0
26.65,-13.03,1.18,8.02,44.95,39.33,1.95,1.41,2.35,2012,0
28.45,-10.69,7.54,8.06,34.33,39.78,4.9,-2.62,-4.18,2013,0
40.0,2.74,14.11,10.61,41.96,57.46,5.9,3.37,6.68,2017,0
67.17,45.64,14.6,2.58,62.05,23.33,21.24,5.51,6.67,2012,0
75.83,60.78,18.48,4.61,-12.01,32.22,-3.18,-8.83,-5.25,2018,0
46.02,38.37,140.18,3.27,77.24,16.96,180.18,41.16,27.09,2015,0
69.97,15.69,6.24,0.93,-55.74,60.22,24.23,-16.38,-14.7,2012,1
65.62,-1.06,-6.54,14.7,0.0,14.45,-35.37,-53.08,-103.49,2012,1
62.25,54.43,4.18,4.91,35.15,16.86,2.34,9.81,5.78,2017,1
64.93,28.63,-20.5,3.33,0.0,36.01,154.12,-42.41,-51.31,2011,1
34.76,-46.37,-32.48,9.86,-120.01,3.73,23.97,-48.82,-163.9,2011,1
69.1,16.07,18.73,10.07,-15.78,27.3,-18.19,-20.49,-35.94,2018,1
46.55,-30.13,-47.32,12.58,16.28,32.37,27.26,-6.02,-95.83,2014,1
12.66,-46.37,-47.32,39.92,25.21,41.86,-34.52,-3.34,-120.72,2012,1
24.72,23.58,-12.15,3.44,0.0,11.91,-19.47,-183.56,-28.38,2011,1
54.17,-21.49,-22.36,4.61,0.0,76.01,18.47,-38.54,-106.97,2013,1
60.46,6.82,-22.49,7.0,0.0,46.14,-35.21,-26.38,-141.25,2016,1
59.72,-43.55,-47.32,1.24,0.0,141.65,-36.11,-152.41,0.0,2013,1
44.24,-38.04,-33.83,3.77,0.0,46.79,-11.89,-24.61,-112.9,2012,1
30.17,-27.4,-12.46,3.09,0.0,17.29,-4.62,-22.19,-46.17,2012,1
10.92,-46.37,-25.01,59.98,0.0,127.87,-13.98,-74.76,0.0,2013,1
31.77,-46.37,-22.1,5.72,0.0,0.0,-12.04,-44.18,-163.9,2011,1
58.88,-27.58,-26.25,3.96,0.0,84.32,-39.32,-377.34,-163.9,2011,1
34.09,2.35,24.32,2.91,0.0,126.6,64.78,-14.14,-9.89,2011,1
37.41,4.47,2.65,4.38,0.0,52.5,-11.53,-14.33,-17.45,2011,1
47.38,33.64,5.47,2.59,0.0,18.34,15.02,-78.29,-48.71,2016,1
45.91,-46.37,-47.32,5.47,0.0,59.44,-21.2,-141.87,-163.9,2012,1
45.45,2.81,25.46,6.44,36.63,16.67,29.01,5.79,12.83,2016,1
73.84,47.97,30.09,3.45,29.55,5.73,-4.56,15.29,41.89,2015,1
17.65,-46.37,-26.26,3.01,0.0,88.99,-9.36,-89.03,-109.41,2017,1
14.06,-46.37,-38.88,8.36,0.0,101.26,-21.62,-334.65,-163.9,2014,1
75.05,37.66,7.33,10.95,54.15,59.91,20.74,7.06,28.44,2013,1
36.16,-35.38,-33.99,3.01,0.0,57.32,-24.49,-85.24,-119.31,2016,1
28.14,-12.09,-3.56,4.24,-506.25,15.58,79.28,-53.56,-39.82,2018,1
52.04,12.9,-3.79,18.83,0.0,18.94,-36.75,-31.35,-32.45,2017,1
86.8,0.53,-32.12,10.69,-8.01,0.0,-58.53,-15.71,-117.01,2017,1
52.61,46.55,7.11,15.07,30.69,23.31,-15.0,16.37,3.88,2014,1
46.24,-27.33,-16.03,5.98,0.0,20.43,-26.53,-109.33,-154.62,2015,1
12.59,-27.26,-47.32,2.35,0.0,147.47,-39.08,-233.01,-87.01,2013,1
34.43,-42.03,-36.62,0.93,0.0,147.47,-33.99,-357.82,-163.9,2011,1
40.48,29.79,-18.7,1.6,41.8,69.47,262.97,17.16,7.6,2013,1
41.94,-40.62,19.97,6.9,34.79,46.99,-11.77,-24.05,-94.18,2015,1
41.8,23.14,-46.35,1.32,81.01,143.64,-58.53,-47.63,-33.16,2015,1
10.92,-46.37,-47.32,3.93,0.0,147.47,-43.81,-364.41,0.0,2011,1
19.47,-46.37,-5.98,5.39,0.0,8.53,-1.33,-108.29,-163.9,2012,1
20.57,-46.37,-47.32,59.98,0.0,0.0,-47.89,-110.41,-163.9,2012,1
87.17,80.79,13.71,9.35,72.57,7.08,10.29,23.08,19.33,2012,1
74.43,-15.31,-47.32,6.63,0.0,39.18,-46.4,-101.3,-163.9,2016,1
20.65,6.4,-45.37,4.9,0.0,76.51,-26.96,-265.67,-61.07,2011,1
56.04,-39.47,-47.32,1.42,0.0,117.74,-19.25,-139.99,-163.9,2013,1
22.05,16.4,187.78,2.72,0.0,8.23,333.07,-90.64,-29.91,2017,1
63.45,6.13,-45.95,5.2,-39.45,96.08,-58.53,-18.75,-14.8,2018,1
11.13,-11.44,-47.32,0.93,0.0,0.0,-50.42,-377.34,0.0,2011,1
55.79,8.55,-14.98,6.12,-432.76,72.53,7.4,-13.18,-46.16,2011,1
58.48,-46.37,-47.32,3.13,0.0,68.29,-58.53,-111.6,0.0,2011,1
23.35,-46.18,-30.81,5.74,0.0,36.56,-12.11,-65.55,-112.52,2016,1
36.98,20.18,-4.22,2.69,53.71,26.32,-7.83,-7.28,-1.93,2011,1
28.87,-25.89,-14.84,3.09,0.0,61.81,-5.54,-42.21,-48.13,2012,1
47.04,12.92,26.28,0.93,0.0,147.47,29.19,-377.34,-19.88,2011,1
92.89,58.91,2.59,5.9,0.0,16.6,-58.53,-117.93,-14.93,2015,1
72.09,-46.37,-47.32,0.93,0.0,147.47,-58.53,-358.61,-163.9,2014,1
49.07,18.35,0.48,3.13,0.0,63.72,-7.21,-116.19,-24.14,2012,1
82.35,-46.37,-47.32,3.35,0.0,46.96,-58.53,-239.42,0.0,2014,1
35.44,-46.37,-47.32,6.3,0.0,62.59,-58.31,-124.71,0.0,2016,1
52.37,24.04,32.07,6.05,0.0,51.89,14.72,-107.05,-75.43,2017,1
49.13,28.67,-42.39,2.22,0.0,39.5,-42.28,-130.08,-78.71,2016,1
62.12,-22.29,-25.67,6.98,0.0,46.82,-42.36,-53.89,-163.9,2012,1
41.42,-31.54,-44.94,2.35,0.0,107.58,-34.41,-82.97,-163.9,2013,1
77.16,-46.37,-44.68,1.41,0.0,53.03,-32.44,-85.7,0.0,2011,1
88.7,-26.1,-23.05,0.98,0.0,147.47,-58.53,-377.34,-163.9,2012,1
38.06,-12.09,-26.73,3.07,-86.38,54.99,-13.29,-31.46,-32.0,2012,1
44.32,13.94,21.0,50.31,40.89,6.1,18.54,12.42,27.33,2017,1
55.11,-3.82,-32.68,2.42,0.0,80.08,-35.97,-95.07,-163.9,2011,1
44.18,30.61,-19.13,2.3,-42.33,39.44,-24.17,-16.69,-16.66,2015,1
37.09,-22.9,-31.78,59.98,0.0,0.0,-30.48,-58.71,-70.54,2012,1
37.7,1.76,-3.73,18.55,45.38,7.62,-11.68,4.74,14.39,2015,1
80.57,51.45,-23.67,5.68,0.0,24.52,-39.28,-29.87,-60.15,2011,1
41.66,8.65,24.06,7.37,68.64,11.16,5.63,5.0,7.45,2018,1
50.38,37.33,-40.08,59.98,14.37,0.0,-30.58,-31.63,-14.25,2018,1
55.25,24.45,-18.27,19.36,0.0,10.81,-42.07,-193.17,-30.81,2017,1
37.11,11.13,-17.61,3.8,-710.1,26.28,-14.03,-18.55,-21.25,2012,1
52.73,30.99,-5.6,1.5,0.0,117.52,14.35,-16.32,-16.46,2012,1
35.07,-45.13,-43.53,5.18,-41.56,29.63,-50.31,-59.67,-144.58,2014,1
47.07,0.04,4.89,59.98,-710.1,64.18,-15.96,-71.11,-58.68,2015,1
23.24,9.25,-47.32,17.22,0.0,17.71,-58.53,-374.39,-114.31,2011,1
59.2,24.4,-8.66,8.08,23.7,31.23,-2.47,0.31,1.13,2018,1
47.49,32.2,22.99,5.45,-210.95,22.26,-18.58,-36.08,-48.82,2011,1
56.12,0.59,-36.22,3.89,0.0,48.82,-27.65,-72.35,-163.9,2011,1
27.47,-19.31,-30.85,9.61,0.0,29.9,-29.72,-59.55,-82.88,2014,1
30.62,-16.01,-31.93,6.71,0.0,23.85,-38.17,-102.35,-109.69,2013,1
11.74,-15.59,-26.14,9.33,0.0,4.36,-4.78,-62.61,-23.23,2012,1
13.76,-21.31,105.6,20.28,-710.1,0.0,160.14,-45.57,-64.8,2011,1
29.6,-23.43,-44.56,0.93,0.0,52.38,-29.08,-377.34,-133.08,2017,1
11.34,-1.92,-10.45,12.05,0.0,4.98,-1.05,13.37,23.08,2011,1
43.81,29.72,23.8,12.93,85.04,6.14,6.06,19.58,26.44,2011,1
61.89,-4.94,2.71,1.86,-81.36,66.15,7.94,-11.2,-47.95,2014,1
35.2,-46.37,-23.04,3.23,0.0,28.26,16.59,-246.87,-82.45,2018,1
28.74,-46.37,-29.04,3.92,0.0,18.5,-12.18,-41.64,0.0,2011,1
