회사명,거래소코드,회계년도,산업명,상장일,상장폐지일,[제조]매출액(수익)(*)(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),순운전자본비율(IFRS연결),부채비율(IFRS연결),자기자본배율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),차입금평균이자율(IFRS연결),비유동비율(IFRS연결),유동자산구성비율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),비유동자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),재고자산회전기간(IFRS연결),매출채권회전기간(IFRS연결),1회전기간(IFRS연결),운전자본회전률(IFRS연결),매출액증가율(IFRS연결),총자본증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),1주당순이익(IFRS연결)(원),유형자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),정상영업이익증가율(IFRS연결),1주당매출액(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),자기자본구성비율(IFRS연결),순운전자본회전률(IFRS연결),유형자산회전율(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),[제조]부가가치(IFRS연결),[제조]노동장비율(IFRS연결),[제조]기계장비율(IFRS연결),[제조]자본집약도(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결)
(주)BNK금융지주,138930,2011/12,  은행업,2011/03/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2012/12,  은행업,2011/03/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2013/12,  은행업,2011/03/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2014/12,  은행업,2011/03/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2015/12,  은행업,2011/03/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2016/12,  은행업,2011/03/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2017/12,  은행업,2011/03/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2018/12,  은행업,2011/03/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2019/12,  은행업,2011/03/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2020/12,  은행업,2011/03/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)DB하이텍,000990,2011/12,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1975/12/12,,552216245,35.2,25.5,5.04,-42.95,289.22,143.54,59,-0.75,-0.79,7.71,298.42,23.33,16.62,-7.81,-17.74,-2.91,-3.34,-7.59,-27.74,-12.22,0.43,1.56,0.56,7.04,6.12,20.51,17.79,51.83,59.6,0.01,0,-10.94,-13.19,-22.6,0,-2541,-7.89,-14.1,-10.08,-3.28,0,12865.19,,-1005.29,25.69,0.72,0.7,1.87,2.54,,,,,,217837.57,,,,18.17,29.75,78.9,39.45,62.53,37.47,-44.96
(주)DB하이텍,000990,2012/12,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1975/12/12,,590786488,55.66,41.39,7.19,-21.27,298,130.71,58.88,-0.31,-0.06,7.23,291.73,26.7,16.38,-2.64,-5.31,-0.98,-1.33,-2.66,-10.47,-5.22,0.5,1.97,0.67,7.56,8.08,28.86,12.65,48.31,45.19,0.01,0,6.98,-3.44,-5.57,0,-780,-9.69,-7.69,10.52,2.79,0,13272.77,,-350.96,25.13,0.61,0.82,2.01,2.73,,,,,,245655.23,,,,21.22,37.03,112.22,41.58,55.93,44.07,-12.76
(주)DB하이텍,000990,2013/12,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1975/12/12,,493752028,46.76,31.58,7.39,-23.99,416.9,92,62.73,-0.16,-0.44,8.85,408.01,21.07,18.08,-1.95,-16.82,-0.6,-0.87,-7.49,-33.51,-3.88,0.45,1.99,0.59,6.51,7.74,20.81,17.54,56.05,47.13,0.01,0,-16.42,-8.58,-29.61,0,-2066,-7.2,-1.55,-27.88,-8.69,0,11092.77,,-215.91,19.35,0.63,0.75,1.86,2.6,,,,,,191554.48,,,,18.1,31.86,112.45,38.8,67.15,32.85,-43.35
(주)DB하이텍,000990,2014/12,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1975/12/12,,567718224,65.77,47.39,10.72,-13.08,715.95,54.23,66.85,0.67,-0.35,10.23,610.83,25.14,24.11,8.03,-13.56,4.65,4.46,-7.54,-47.32,28,0.56,3.49,0.72,8.02,8.06,17.22,21.2,45.51,45.31,0.01,0,14.98,-6.95,-41.05,0,-1915,-6.96,-11.75,11.04,-4.42,0,12754.51,,1023.57,12.26,0.86,0.92,2.41,3.45,,,,,,187341.51,,,,19.02,33.99,136.97,33,68.59,31.41,-41.11
(주)DB하이텍,000990,2015/12,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1975/12/12,,666594987,138.4,104.2,44.31,9.52,287.57,114.15,53.39,2.5,3.38,8.45,254.62,34.3,34.46,18.75,19.01,12.83,12.69,12.87,67.63,66.69,0.68,3.56,0.96,8.73,7.67,16.56,22.04,41.79,47.58,0.01,0,17.42,-0.02,110.48,0,3112,-9.91,-12.26,36.42,20.64,174.29,14975.9,,2807.58,25.8,1.11,1.19,2.28,3.08,,,,,,386127.3,,,,39.21,78.88,230.24,57.93,35.93,64.07,32.82
(주)DB하이텍,000990,2016/12,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1975/12/12,,773140180,134.53,106.69,42.15,9.6,188.6,153.63,42.8,4.41,3.28,8.25,180.71,37.39,37.51,22.3,11.43,17.66,17.49,8.96,29.65,57.86,0.78,2.59,1.22,9.68,7.64,17.48,20.88,37.72,47.75,0.02,0,15.98,0.22,34.58,-30.29,2042,2.73,-4.49,9.23,-8.52,37.98,17369.58,,3873.81,34.65,1.26,1.43,2.19,2.83,,,,,,341049.1,,,,34.56,67.56,173.22,44.11,40.69,59.31,25.9
(주)DB하이텍,000990,2017/12,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1975/12/12,,679737744,243.53,191.87,74.02,20.97,118.07,204.8,35.77,6.05,5.83,6.09,140.48,35.58,37.3,21.07,16.21,14.66,14.46,11.12,27.62,35.9,0.69,1.7,1.08,8.98,6.94,17.41,20.96,40.64,52.61,0.01,0,-12.08,0.73,33.31,24.71,2546,1.44,3.63,-4.14,-1.74,-16.95,15271.17,,3217.06,45.86,1.19,1.23,1.88,2.38,,,,,,329388.04,,,,33.14,63.21,148.35,48.46,40.2,59.8,33.45
(주)DB하이텍,000990,2018/12,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1975/12/12,,669279136,244.51,217.15,75.96,21.24,91,250.9,28.6,6.77,8.44,5.06,122.34,35.95,32.17,16.88,12.97,11.34,10.97,8.43,17.12,22.28,0.65,1.32,1.01,11.35,7.25,19.03,19.18,32.15,50.33,0.02,0,-1.54,7.3,22.51,-21.19,2002,7.56,6.69,8.4,-42.83,-21.09,15036.21,,2538.53,52.36,1.29,1.16,1.82,2.16,,,,,,309084.25,,,,28.98,61.13,140.95,46.18,42.92,57.08,28.09
(주)DB하이텍,000990,2019/12,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1975/12/12,,807416423,194.01,170.41,38.58,18.97,68.91,289.66,23.21,13.44,15.3,4.84,102.79,39.15,36.43,22.45,12.96,17.14,16.82,9.71,17.4,30.14,0.75,1.34,1.2,17.05,8.04,24.06,15.17,21.41,45.4,0.02,0.98,20.64,2.1,15.45,20.51,2410,3.18,-3,11.19,20.86,60.45,18139.64,,4072.96,59.2,1.36,1.33,1.99,2.26,,,,,,379212.5,,,,34.83,67.3,135.21,46.97,38.21,61.79,27.59
(주)DB하이텍,000990,2020/12,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1975/12/12,,935919766,175.47,155.66,18.45,16.76,48.33,357.03,15.09,36.79,47.77,3.02,90.53,38.96,38.35,25.57,17.74,21.29,21.11,14.64,23.07,33.26,0.83,1.3,1.35,18.05,9.16,27.75,13.15,20.22,39.86,0.02,0,15.92,8.24,23.26,58.67,3822,9.42,8.56,7.73,0.02,32.02,21026.63,,5376.97,67.42,1.37,1.45,2.11,2.39,,,,,,483956.34,,,,41.06,83.62,177.32,51.71,32.58,67.42,34.31
(주)HJ중공업,097230,2011/12,  종합 건설업,2007/08/31,,2891499000,96.33,81.81,34.4,-1.29,276.93,772.2,48.42,0.55,0.52,6.6,248.82,33.99,7.85,3.73,-3.35,1.85,1.48,-1.33,-5.07,5.65,0.4,1.51,0.61,8.86,10.97,10.41,35.07,41.19,33.26,0.03,0.11,-8.72,-6.49,-4.59,0,-2007,-1.53,-2.58,-13.26,23.47,-9.82,59879.7,,2236.02,26.53,0.52,0.91,1.12,1.29,,,,,,494018,,,,7.02,15.81,125.15,17.09,41.15,58.85,-19.62
(주)HJ중공업,097230,2012/12,  종합 건설업,2007/08/31,,2549319000,92.89,83.75,29.88,-2.64,283.85,709.67,56.24,0.27,0.75,5.43,251.29,34.54,7.49,2.08,-2.09,1.05,0.78,-0.78,-2.95,2.95,0.37,1.42,0.57,8.72,9.73,11.03,33.1,41.84,37.52,0.02,0.13,-11.83,-6.42,-8.1,0,-1095,-7.72,-7.2,-4.91,-37.93,-50.99,52793.54,,1095.79,26.05,0.53,0.84,1.09,1.25,,,,,,543885,,,,8.26,19.11,156.53,21.33,39.22,60.78,-9.78
(주)HJ중공업,097230,2013/12,  종합 건설업,2007/08/31,,2529341000,84.9,66.58,17.98,-7.42,307.77,472.61,56.46,-0.4,-0.64,4.69,237.61,41.73,2.57,-2.75,-7.52,-0.77,-1.05,-2.87,-11.28,-4.15,0.38,1.51,0.62,6.13,10.82,10.62,34.37,59.57,33.75,0.02,0.16,-0.78,1.49,-4.44,0,-2931,-3.21,-9.66,22.63,168.88,0,39241.14,,-1079.4,24.52,0.47,0.89,1,1.19,,,,,,358044,,,,5.36,12.86,109.23,14.16,78.13,21.87,-53.12
(주)HJ중공업,097230,2014/12,  종합 건설업,2007/08/31,,2520325000,93.12,70.06,12.33,-3.02,311.31,307.71,52.96,-0.88,-1.07,4.58,243.01,40.92,-0.67,-5.75,-11.9,-2.05,-2.2,-4.56,-18.64,-9.03,0.38,1.57,0.65,4.01,10,9.67,37.73,91.07,36.52,0.01,0.23,-0.36,-3.19,-3.88,0,-3674,-3.73,-1.84,-5.07,8.98,0,30961.17,,-1781.12,24.31,0.44,0.91,0.93,1.21,,,,,,291365,,,,4.5,11,96.65,11.56,96.22,3.78,-102.9
(주)HJ중공업,097230,2015/12,  종합 건설업,2007/08/31,,3115473000,70.83,45.35,4.75,-16.92,332.17,267.74,51.58,-0.5,-1.16,4.89,254.65,41.08,3.56,-2.55,-8.38,-1.09,-1.28,-4.21,-17.73,-5.4,0.5,2.12,0.85,4.07,13.54,9.65,37.83,89.61,26.95,0.01,0.13,23.61,-8.59,-12.99,0,-2551,1.18,-8.83,-8.24,33.26,0,30457.72,,-775.94,23.14,0.55,1.15,1.23,1.76,,,,,,292787,,,,4.95,10.88,96.95,9.4,96.68,3.32,-89.12
(주)HJ중공업,097230,2016/12,  종합 건설업,2007/08/31,,2813271000,89.96,64.36,5.26,-5.04,487.19,168.96,59.62,-0.58,-1.72,4.39,322.2,45.13,2.12,-2.82,-11.89,-1.21,-1.42,-5.99,-29.53,-7.01,0.5,2.49,0.88,3.63,17.69,8.73,41.82,100.48,20.63,0.01,0.08,-9.7,-11.13,-34.57,0,-3216,-12.12,-17.24,-2.36,-22.77,0,27042.57,,-762.45,17.03,0.52,1.09,1.17,1.73,,,,,,221273,,,,4.21,9.42,89.18,7.87,127.06,-27.06,-151.15
(주)HJ중공업,097230,2017/12,  종합 건설업,2007/08/31,,2452314000,56.89,35.58,4.37,-34.12,628.81,108.99,58.98,-1.08,-1.78,3.84,400.64,45.03,0.87,-4.76,-11.34,-2.29,-2.47,-5.87,-37.73,-15.85,0.52,3.33,0.94,3.54,18.47,8.59,42.51,103.04,19.76,0.01,0.07,-12.83,-19.97,-35.5,0,-2622,-25.45,-19.82,-20.15,5.11,0,23123.58,,-1100.33,13.72,0.48,1.17,1.15,1.7,,,,,,171765,,,,4.08,9.62,88.72,7,119.69,-19.69,-161.84
(주)HJ중공업,097230,2018/12,  종합 건설업,2007/08/31,,1697869000,80.41,56.15,10.7,-15.34,0,-133.46,61.15,0.62,0.91,4.82,0,62.95,8.29,3.63,-75.6,2.05,1.78,-36.99,0,0,0.49,0,1.02,2.76,14.13,7.12,51.3,132.07,25.83,0.01,0.1,-30.76,-35.02,-222.45,0,0,-64.36,-56.21,-9.15,-26.83,0,16009.7,,581.56,-25.91,0.37,1.4,0.94,1.42,,,,,,390449,,,,14.28,61.34,1195.57,23,46.6,53.4,-328.76
(주)HJ중공업,097230,2019/12,  종합 건설업,2007/08/31,,1628751000,70.48,50.77,6.64,-22.05,908.28,58.86,45.25,0.69,0.79,8.7,477.43,52.65,10.9,5.15,18.8,3.87,3.22,11.77,0,0,0.63,0,1.49,3.69,12.67,8.93,40.86,98.93,28.81,0.01,0.13,-4.07,-9.64,0,0,5185,-3.7,15.5,-24.43,-29.94,35.93,18223.9,,938.06,9.92,0.46,2.6,1.08,1.52,,,,,,333185,,,,13.49,54.33,1206.67,20.46,51.68,48.32,91.89
(주)HJ중공업,097230,2020/12,  종합 건설업,2007/08/31,,1695815000,103.19,87.03,20.67,1.5,585.57,76.87,40.01,0.89,1.26,5.79,351.98,48.66,7.69,3.04,4.62,2.54,2.21,3.36,27.71,18.28,0.73,6,1.48,6.39,16.72,9.09,40.18,57.14,21.83,0.03,0.07,4.12,-11.19,30.59,-74.39,940,-3.09,-3.71,-17.92,-54.05,-38.42,20364.21,,619.99,14.59,0.65,2.8,1.43,1.85,,,,,,292475,,,,13.33,49.32,1254.23,17.25,55.79,44.21,26.79
(주)JB금융지주,175330,2013/12,  은행업,2013/07/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)JB금융지주,175330,2014/12,  은행업,2013/07/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)JB금융지주,175330,2015/12,  은행업,2013/07/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)JB금융지주,175330,2016/12,  은행업,2013/07/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)JB금융지주,175330,2017/12,  은행업,2013/07/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)JB금융지주,175330,2018/12,  은행업,2013/07/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)JB금융지주,175330,2019/12,  은행업,2013/07/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)JB금융지주,175330,2020/12,  은행업,2013/07/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2011/12,  은행업,2008/10/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2012/12,  은행업,2008/10/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2013/12,  은행업,2008/10/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2014/12,  은행업,2008/10/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2015/12,  은행업,2008/10/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2016/12,  은행업,2008/10/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2017/12,  은행업,2008/10/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2018/12,  은행업,2008/10/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2019/12,  은행업,2008/10/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2020/12,  은행업,2008/10/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2011/03,  보험업,1976/07/05,2017/07/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2012/03,  보험업,1976/07/05,2017/07/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2013/03,  보험업,1976/07/05,2017/07/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2014/12,  보험업,1976/07/05,2017/07/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2015/12,  보험업,1976/07/05,2017/07/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2016/12,  보험업,1976/07/05,2017/07/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)MH에탄올,023150,2011/12,  음료 제조업,1996/12/24,,44785159,58.36,45.92,5.22,-24.28,214.54,952.03,8.89,0.12,0.19,47.79,207.49,34.04,16.81,1.35,-9.73,1.33,0.45,-3.24,-9.74,1.35,0.33,1,0.5,4.99,4.83,148.03,2.47,73.2,75.61,0.01,0,-18.64,-0.49,-8.46,0,-611,2.92,-0.4,-0.67,18.3,-82.51,6397.88,,86.18,31.79,0.36,0.6,0.98,1.22,,,,,,8741.25,,,,6.51,11.62,358.35,19.52,50.81,49.19,-49.85
(주)MH에탄올,023150,2012/12,  음료 제조업,1996/12/24,,59768175,61.27,36.07,0.73,-23.53,238.69,887.71,56.9,1.08,1.23,11.42,212.65,37.21,17.97,9.12,0.48,4.47,4.06,0.21,1.01,13.24,0.45,1.45,0.69,3.94,6.33,4611.92,0.08,92.53,57.64,0.01,0,33.46,0.13,-6.76,0,59,-4.55,-4.69,9.48,111.27,803.71,8538.31,,778.82,29.53,0.47,0.81,1.25,1.83,,,,,,15364.39,,,,11.43,21.39,728.46,25.71,37.66,62.34,1.87
(주)MH에탄올,023150,2013/12,  음료 제조업,1996/12/24,,62199887,57.37,40.78,0.14,-24.74,182.66,1039.04,57.67,0.87,1.22,4.56,188.56,33.29,12.67,4.84,11.3,2.5,2.28,5.32,16.85,7.04,0.47,1.45,0.73,3.76,5.98,6573.65,0.06,96.98,61.06,0.01,0,4.07,-3.49,17.05,1640.29,1022,-1.99,2.54,-13.66,-39.29,-44.79,8885.7,,429.96,35.38,0.5,0.87,1.33,2.07,,,,,,13050.09,,,,10.06,18.55,648.66,20.98,40.06,59.94,53.86
(주)MH에탄올,023150,2014/12,  음료 제조업,1996/12/24,,48983781,90.87,68.77,0.02,-3.38,62.03,1148.39,34.38,5.62,4.79,2.99,107.61,33.59,24.24,17.85,-0.41,8.45,8.13,-0.19,-0.38,17.72,0.46,0.99,0.68,5.03,4.65,26321.22,0.01,72.55,78.51,0.01,0,-21.25,-34.05,15.27,0,-26,-48.75,-34.35,-33.46,-44.05,190.55,6638.69,,1185.18,61.72,0.55,0.92,1.36,1.87,,,,,,11295.12,,,,13.21,31.73,668.75,23.06,38.67,61.33,-1.8
(주)MH에탄올,023150,2015/12,  음료 제조업,1996/12/24,,50386203,109.55,92.01,15.38,2.48,36.47,1259.24,23.57,12.69,17.99,3.64,97.6,28.48,27.71,22.01,15.44,13.83,13.48,9.46,14.06,20.04,0.61,0.91,0.89,9.52,4.7,0,0,38.36,77.73,0.01,0.07,2.86,-7.64,9.65,0,1063,2.12,-0.54,-21.69,-48.43,26.84,6828.76,,1503.28,73.27,0.97,1.38,1.97,2.48,,,,,,16454.85,,,,20.83,44.99,773.64,32.66,26.64,73.36,47.27
(주)MH에탄올,023150,2016/12,  음료 제조업,1996/12/24,,48897025,257.95,185.46,17.87,16.68,13.77,1383.19,7.58,29.41,36.46,3.35,82.78,27.25,30.54,24.28,16.66,15.84,15.69,10.76,13.41,19.55,0.65,0.81,0.9,10.7,4.65,0,0,34.12,78.55,0.01,0.07,-2.96,-8.43,9.84,4.71,1129,1.48,-6.84,-12.41,53.72,7.05,6626.94,,1609.33,87.89,1.39,1.32,2.32,2.96,,,,,,17091.29,,,,23.63,46.21,828.18,34.95,28.32,71.68,47.65
(주)MH에탄올,023150,2017/12,  음료 제조업,1996/12/24,,51977132,44.64,41.69,7.8,-21.02,368.17,1433.36,50.68,3.46,999999999,1.81,388.83,16.95,28.38,15.62,8.29,3.92,2.84,1.5,10.42,9.53,0.18,0.61,0.22,9.33,4.99,227.16,1.61,39.14,73.22,0.01,0,6.3,591.43,3.63,-17.16,942,941.08,689.3,330.09,1.27,-31.65,7044.38,,1100.05,21.36,0.34,0.24,0.99,1.11,,,,,,14202.61,,,,2.84,3.65,614.75,27.32,41.08,58.92,30.33
(주)MH에탄올,023150,2018/12,  음료 제조업,1996/12/24,,72795863,20.96,16.33,4.89,-25.33,380.62,1355.05,49.8,0.1,0.09,5.43,448.33,6.72,26.47,1.69,-16.53,0.67,0.26,-2.56,-0.93,1.24,0.15,0.73,0.18,11.99,6.8,134.23,2.72,30.45,53.69,0.01,0,40.05,-12,-5.46,-108.83,-87,0.34,-1.16,-65.11,16.57,-84.87,9865.91,,166.46,20.81,0.33,0.19,1.27,1.42,,,,,,16853.56,,,,3.83,4.32,814.98,23.15,54.67,45.33,-71.4
(주)MH에탄올,023150,2019/12,  음료 제조업,1996/12/24,,80879342,11.62,8.73,3.21,-55.27,468.69,1249.58,53.23,0.73,0.47,4.68,527.35,7.27,32.96,9.68,-9.34,1.85,1.76,-1.69,-0.88,9.16,0.18,0.95,0.2,11,8.08,139.98,2.61,33.2,45.19,0.01,0,11.1,2.57,-7.78,0,-79,3.08,1.96,10.95,25.01,537.44,10961.45,,1061.07,17.58,0.33,0.2,2.59,3.39,,,,,,22570.7,,,,5,5.62,1121.61,27.91,44.05,55.95,-33.46
(주)MH에탄올,023150,2020/12,  음료 제조업,1996/12/24,,94645239,25.82,20.1,8.54,-24.11,459.13,1335.13,53.26,1.29,1.43,5.12,512.21,8.39,36.79,16.67,4.02,3.6,3.5,0.84,11.49,19.75,0.21,1.18,0.23,11.45,9.91,184.69,1.98,31.88,36.85,0.01,0,17.02,-0.4,6.85,0,1049,-1.76,-1.6,14.97,2.25,101.58,12827.12,,2138.9,17.89,0.38,0.24,2.68,3.5,,,,,,45223.3,,,,10.06,11.5,2584.8,47.78,22.03,77.97,8.41
(주)SH에너지화학,002360,2011/12,  화학물질 및 화학제품 제조업; 의약품 제외,1985/12/23,,173209351,147.77,115.16,15.37,15.55,60.5,113.66,27.79,2.82,2.75,5.44,83.31,48.09,7.17,2.41,1.04,4.31,4.16,1.8,3.31,6.57,1.73,2.73,3.12,20.16,6.81,312.13,1.17,18.11,53.59,0.01,0,14.99,9.51,2.97,0,18.6,1.39,-4.09,29.29,83.05,0,1553.73,,37.37,62.31,2.27,5.25,3.88,4.8,,,,,,14210,,,,13.57,44.34,108.63,8.2,59.35,40.65,12.67
(주)SH에너지화학,002360,2012/12,  화학물질 및 화학제품 제조업; 의약품 제외,1985/12/23,,193950102,171.22,123.05,7.42,20.26,59.82,113.33,27.55,1.72,1.63,4.41,81.97,48.71,7.8,1.13,0.11,2.11,2.1,0.2,0.61,3.36,1.86,2.98,3.61,15.32,6.81,122.34,2.98,23.83,53.62,0.01,0,11.97,-0.97,-0.29,-81.28,3.5,-1.31,-2.16,0.31,27.86,-47.6,1743.64,,19.63,62.57,2.36,5.88,3.85,5.14,,,,,,14518.25,,,,14,45.27,108.26,7.49,70.26,29.74,1.45
(주)SH에너지화학,002360,2013/12,  화학물질 및 화학제품 제조업; 의약품 제외,1985/12/23,,231912218,168.09,134.09,15.75,21.65,58.75,122.19,25.33,5.3,5.45,4.28,73.9,53.45,7.74,2.77,1.99,6.01,6,4.3,7.35,9.55,2.17,3.45,4.43,17.73,7.81,96.33,3.79,20.58,46.72,0.02,0,19.57,6.56,7.81,1146.78,43.5,-2.2,-3.28,16.91,-15.95,194.26,2086.67,,57.8,62.99,2.66,7.15,4.23,5.56,,,,,,20836.07,,,,18.86,66.7,159.25,8.98,57.97,42.03,22.11
