회사명,거래소코드,회계년도,매출액증가율(IFRS연결),산업명,상장일,상장폐지일,유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),순운전자본비율(IFRS연결),부채비율(IFRS연결),자기자본배율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),차입금평균이자율(IFRS연결),비유동비율(IFRS연결),유동자산구성비율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),비유동자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),재고자산회전기간(IFRS연결),매출채권회전기간(IFRS연결),1회전기간(IFRS연결),운전자본회전률(IFRS연결),총자본증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),1주당순이익(IFRS연결)(원),유형자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),정상영업이익증가율(IFRS연결),1주당매출액(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),자기자본구성비율(IFRS연결),순운전자본회전률(IFRS연결),유형자산회전율(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),[제조]부가가치(IFRS연결),[제조]노동장비율(IFRS연결),[제조]기계장비율(IFRS연결),[제조]자본집약도(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결)
(주)TCC스틸,002710,2017/12,-11.94,  1차 금속 제조업,1984/12/21,,75.13,42.16,5.42,-14.28,176.16,450.25,46.09,1.55,2.57,4.25,157.01,43.15,8.79,2.07,0.38,3.59,2.89,0.54,1.5,7.94,1.39,3.83,2.44,7.48,7.42,17.12,21.33,48.79,49.2,0.01,0,-1.49,-2.32,-90.98,0,-8.89,-2.27,-0.44,1.78,-47.19,17516.84,,362.83,36.21,1.58,6.33,3.25,5.74,,,,,,61493.36,,,,22.06,104.36,350.73,15.71,77.14,22.86,2.45
(주)TCC스틸,002710,2020/12,-1.23,  1차 금속 제조업,1984/12/21,,102.32,61.77,10.39,1.01,153.25,509.68,45.81,0.16,0.9,4.4,140.26,44.61,4.74,0.22,-0.39,0.76,0.31,-0.54,-1.3,0.82,1.39,3.63,2.58,6.81,8.89,17.77,20.53,53.62,41.08,0.01,0,-2.37,0.58,0,-68,3.13,2.83,-8.14,-25.31,-92.45,18773.82,,42.21,39.49,1.47,7.17,3.02,5.43,,,,,,63116.41,,,,20.58,103.25,413.69,14.62,82.66,17.34,-2.67
(주)강원랜드,035250,2011/12,-3.66,  스포츠 및 오락관련 서비스업,2003/09/04,,263.97,263.46,12.14,26.66,20.11,2110.27,0,1142.61,999999999,0,68.56,42.92,57.46,38.6,30.12,19.86,18.36,14.33,17.5,22.43,0.48,0.58,0.82,600.07,291.57,693.12,0.53,0.61,1.25,0.75,0.01,3.92,7.53,-10.57,1875,6.06,0.64,8.63,13.87,-12.08,5916.07,,2283.54,83.25,0.8,0.99,1.13,1.13,,,,,,778291.81,,,,28.7,64.84,320.29,61.49,32.5,67.5,48.98
(주)강원랜드,035250,2017/12,-5.43,  스포츠 및 오락관련 서비스업,2003/09/04,,317.65,317.46,15.49,35.43,19.55,3272.97,0.03,2241.82,999999999,20.24,57.73,51.71,50.92,33.09,27.27,13.93,13,10.72,12.96,15.72,0.39,0.48,0.77,1229.89,360.5,497.86,0.73,0.3,1.01,1.74,0,5.19,7.64,-3.73,2159,-1.35,-6.83,19.61,-0.76,-14.18,7499.61,,2481.52,83.65,0.6,1.23,0.81,0.81,,,,,,1000137.64,,,,23.89,82.84,592.77,62.33,32.18,67.82,43.75
(주)강원랜드,035250,2018/12,-10.37,  스포츠 및 오락관련 서비스업,2003/09/04,,276.57,276.38,7.68,26.54,17.97,3353.02,0,1834.66,999999999,33.54,68.93,41.57,49.27,29.95,20.67,11.28,10.23,7.06,8.39,12.15,0.34,0.41,0.64,1174.68,199.09,415.45,0.88,0.31,1.83,0.79,0,1.09,2.45,-32.06,1467,1.24,22.3,-18.72,-11.6,-18.87,6721.77,,2013.18,84.77,0.55,1.1,0.73,0.73,,,,,,833429.97,,,,19.7,64.76,420.96,57.96,39.78,60.22,35.66
(주)강원랜드,035250,2020/12,-68.52,  스포츠 및 오락관련 서비스업,2003/09/04,,454.03,453.38,20.02,32.08,12.15,3035.42,1.76,-230.09,999999999,2.84,66.01,41.14,-13.77,-90.18,-57.65,-10.01,-10.68,-6.83,-7.92,-12.39,0.12,0.14,0.2,165.13,96.23,188.27,1.94,2.21,3.79,0.25,0.01,-17.95,-12.66,0,-1361,-1.55,-16.27,-20.23,-40.6,0,2236.97,,-2017.31,89.16,0.22,0.35,0.28,0.28,,,,,,29372.92,,,,0.81,2.23,16.13,6.14,1177.27,-1077.27,-939.23
(주)갤럭시아에스엠,011420,2013/12,-15.64,  스포츠 및 오락관련 서비스업,1989/11/14,,147.37,146.43,23.83,16.99,75.11,219.07,11.75,1.9,-9.62,9.99,82.52,52.87,10.06,1.61,-3.74,2.44,1.83,-4.26,-7.07,3.15,1.14,1.96,2.51,566.87,19.33,26.27,13.89,0.64,18.88,0.18,0,-14.42,-12.13,0,-83,-8.69,-7.75,-19.61,237.05,-63.98,2366.54,,38.08,57.11,1.3,14.33,2.08,2.09,,,,,,4540.45,,,,12.06,146.82,168.88,9.78,83.11,16.89,-38.25
(주)갤럭시아에스엠,011420,2014/12,-5.49,  스포츠 및 오락관련 서비스업,1989/11/14,,149.66,146.81,14.51,19.6,95.1,236.52,9.74,-0.88,0.55,10.84,79.86,59.07,8.36,-0.96,-0.58,-0.61,-1.02,-0.62,-1.14,-1.89,1.06,1.96,2.42,138.2,15.81,22.13,16.49,2.64,23.08,0.11,0.01,20.29,7.97,0,-13,-1.22,4.48,34.39,302.64,0,2236.52,,-21.57,51.26,1.13,14.28,1.88,1.91,,,,,,5477.95,,,,12.1,179.31,194.48,12.48,86.27,13.73,-4.66
(주)갤럭시아에스엠,011420,2016/12,-15.76,  스포츠 및 오락관련 서비스업,1989/11/14,,304.3,304.3,155.01,43.57,30.32,325.57,0.72,-18.76,999999999,22.01,45.75,64.9,1.8,-7.06,-2.97,-5.41,-5.84,-2.46,-3.3,-7.85,0.83,1.11,2.35,9330.64,9.63,14.61,24.98,0.04,37.9,0.08,0,-14.91,-9.84,-183.84,-57,-10.91,-15.44,-14.62,0,-276.76,1910.24,,-134.81,76.73,0.94,19.16,1.28,1.28,,,,,,5657.39,,,,9.68,218.57,273.46,10.75,122.58,-22.58,-27.62
(주)갤럭시아에스엠,011420,2017/12,-29.16,  스포츠 및 오락관련 서비스업,1989/11/14,,328.78,328.78,112.85,40.15,23.06,293.97,0,-35.52,999999999,47.53,52.06,57.7,-0.41,-9.51,-15.82,-6.34,-6.55,-10.9,-13.83,-8.31,0.69,0.87,1.79,0,5.44,10.25,35.62,0,67.07,0.03,0,-14.74,-9.71,0,-214,-85.93,2.75,-24.2,0,0,1353.24,,-128.7,81.26,0.85,25.25,1.12,1.12,,,,,,-161.81,,,,-0.32,-44.44,0,-0.43,0,0,0
(주)갤럭시아에스엠,011420,2018/12,-40.83,  스포츠 및 오락관련 서비스업,1989/11/14,,213.65,213.65,121.27,22.8,25.62,192.18,0,-157.86,999999999,0,71.78,42.86,-24.33,-46.86,-72.54,-24.64,-24.89,-38.52,-47.79,-30.87,0.53,0.66,1.1,0,4.07,9.44,38.67,0,89.63,0.02,0,-33.27,-34.63,0,-581,-30.89,-9.86,-50.43,0,0,800.75,,-375.24,79.61,0.76,71.66,1.03,1.03,,,,,,-9771.55,,,,-29.39,-3883.71,0,-44.29,0,0,0
(주)경농,002100,2014/12,-4.01,  화학물질 및 화학제품 제조업; 의약품 제외,1977/06/30,,154.43,45.72,17.54,17.29,68.5,1488.6,21.92,4.53,5.12,5.98,85.83,49.06,34.86,7.77,3.77,5.61,5.42,2.63,4.73,8.83,0.7,1.14,1.39,1.91,11.31,9.46,38.58,190.91,32.27,0.01,0.27,11.19,2.85,-44.35,435,17.21,14.64,7.81,-0.56,-21.99,8689.16,,675.55,59.35,0.87,1.71,1.4,5.24,,,,,,47327.34,,,,16.63,43.44,1912.98,25.11,55.97,44.03,15
(주)경동도시가스,267290,2019/12,-11.44,"  전기, 가스, 증기 및 공기조절 공급업",2017/05/12,,123.03,122.62,30.73,9.86,120.84,2301.5,3.51,29.28,999999999,4.78,104.49,52.69,7.91,1.97,1.73,4.12,3.67,3.22,7.45,8.5,1.86,4.31,4.13,1080.65,6.32,4.72,77.26,0.34,57.76,0,0,-3.63,5.98,-28.03,4167,1.64,6.23,-11.05,2.6,-34.23,241325.67,,4758.83,45.28,1.85,4.4,3.39,3.4,,,,,,95819.67,,,,12.78,30.15,32.48,6.74,42.54,57.46,25.71
(주)경동도시가스,267290,2020/12,-23.61,"  전기, 가스, 증기 및 공기조절 공급업",2017/05/12,,126.07,125.6,24.61,9.71,96.16,2418.37,3.25,18.35,999999999,4.03,104.06,46.95,9.51,1.67,1.75,2.81,2.5,2.62,5.46,5.21,1.5,3.12,2.99,843.75,5.76,4.48,81.5,0.43,63.33,0,0,-6.71,5.08,-22.62,3224,-1.18,4.6,-16.87,-6.8,-35.36,184352.13,,3076.19,50.98,1.67,3.35,3,3.01,,,,,,89689.03,,,,12.82,28.16,30.29,8.25,45.25,54.75,21.2
(주)경동인베스트,012320,2014/12,-6.64,  전문 서비스업,1997/03/07,,139.31,135.97,39.43,16.38,117.43,3190.74,6.53,20.25,999999999,3.54,91.24,58.04,5.07,1.84,2.92,4.66,3.8,6.01,13.88,8.67,2.06,4.71,5.31,162.47,7.26,5.45,67.02,2.25,50.25,0,0.01,9.61,12.29,47.04,20943,35.24,29.85,-1.49,34.64,-5.16,746975.17,,13754.89,45.99,1.93,6.86,3.37,3.44,,,,,,81588.6,,,,6.18,20.29,30.6,3.13,0,0,93.06
(주)경동인베스트,012320,2015/12,-38.37,  전문 서비스업,1997/03/07,,145.53,143.4,21.85,15.32,102.58,3067.71,12.7,-4.35,999999999,2.61,103.39,48.96,5.22,-0.83,-1.32,-0.54,-1.07,-1.71,-2.85,-2.25,1.29,2.71,2.79,120.01,5.42,4.77,76.59,3.04,67.4,0,0.01,-11.58,-3.86,0,-4456,9.7,7.54,-25.41,-54.6,0,460333.01,,-3816.05,49.36,1.41,3.51,2.4,2.45,,,,,,-30690.54,,,,-2.63,-7.42,-11.17,-1.91,0,0,0
(주)경동인베스트,012320,2016/12,-26.32,  전문 서비스업,1997/03/07,,150.74,147.5,24.15,15.22,91.54,3120.14,13.11,7.92,999999999,2.45,104.97,45.2,9.91,2.43,1.62,2.82,2.5,1.67,3.34,4.92,1.03,2.03,1.95,122.5,4.66,4.9,74.47,2.98,78.33,0.15,0.01,-3.57,1.71,0,5314,2.47,3.54,-10.98,31.18,0,339159.39,,8226.45,52.21,1.3,2.44,2.19,2.23,,,,,,26071.34,,,,2.32,5.33,9.34,2.21,0,0,73.38
(주)경동인베스트,012320,2017/12,-83.5,  전문 서비스업,1997/03/07,,307.43,289.07,25.46,26.83,49.67,2984.31,21.84,9.05,40.08,2.89,90.14,39.77,27.86,18.65,26.62,4.54,4.22,6.02,10.99,7.36,0.23,0.39,0.4,15.49,1.24,1.68,217.33,23.56,295.11,0.01,0.07,-46.78,-35.09,173.81,20799,-63.85,-41.51,-53.17,29.99,26.9,78764.49,,14689.55,66.81,0.34,0.58,0.52,0.54,,,,,,58509.5,,,,9.76,33.01,0,29.99,12.05,87.95,88.76
(주)경방,000050,2012/12,-4.17,  소매업; 자동차 제외,1956/03/03,,74.98,42.91,6.86,-3.09,115.08,5968.33,31.11,0.36,0.48,4.85,195.16,9.26,21.82,2.17,-2.37,0.56,0.54,-0.59,-1.26,1.16,0.25,0.53,0.28,5.3,10.74,16.53,22.08,68.87,33.98,0.01,0,-1.28,-1.43,0,-3834,5.06,-0.19,-10.81,-27.52,-67.31,160394.62,,3487.47,46.49,0.8,1.05,2.54,4.89,,,,,,80728.78,,,,6.05,25.84,142.75,24.2,29.55,70.45,-9.8
(주)경방,000050,2014/12,-5.23,  소매업; 자동차 제외,1956/03/03,,24.73,15.5,2.01,-23.67,101,4725,28.72,2.47,2.15,3.36,185.37,7.78,27.56,9.31,3.49,2.36,2.36,0.88,1.79,4.77,0.25,0.51,0.27,8.44,9.56,16.91,21.58,43.25,38.18,0.02,0.92,0.37,1.76,-21.27,4190,0.44,0.59,-2.11,-6.11,-15.02,120019.22,,11168.28,49.75,0.88,1.07,3.22,5.2,,,,,,105032.79,,,,8.07,35.79,223,31.92,23.51,76.49,10.94
(주)경방,000050,2017/12,-4.41,  소매업; 자동차 제외,1956/03/03,,28.25,18.26,2.97,-17.99,82.23,5100.46,22.44,6.35,6.55,2.17,169.32,7.08,29.75,11.73,7.02,3.3,3.28,1.97,3.67,6.14,0.28,0.52,0.3,9.28,9.93,18.92,19.29,39.32,36.74,0.02,3.42,-2.14,2.84,-14.13,923,-1.55,-1.01,-14.86,-30.32,-2.6,13160.14,,1543.27,54.88,1.08,1.15,3.68,6.09,,,,,,125830.72,,,,9.88,45.05,274.47,34.88,19.05,80.95,20.12
(주)경방,000050,2018/12,-2.59,  소매업; 자동차 제외,1956/03/03,,73.99,37.34,3.81,-3.26,83.67,5170.79,23.65,5.13,4.42,2.69,166.64,9.27,30.56,11.66,5.74,3.19,3.18,1.57,2.87,5.82,0.27,0.5,0.3,7.66,9.35,18.64,19.58,47.63,39.04,0.01,0,2.18,1.38,-20.23,740,-7.98,-0.23,33.75,87.31,-3.14,12819.09,,1494.78,54.45,1.01,1.18,3.33,5.89,,,,,,98012.24,,,,7.53,35.35,234.72,27.89,23.12,76.88,20.6
(주)경방,000050,2019/12,-2.15,  소매업; 자동차 제외,1956/03/03,,137.68,121.4,6.76,5.29,84.85,5409.93,22.88,3.59,7.22,2.87,149.13,19.32,28.93,9.31,12.68,2.42,2.4,3.26,6.01,4.42,0.26,0.47,0.3,7.55,8.79,18.13,20.14,48.35,41.51,0.01,0,5.3,4.62,115.99,1630,-49.03,-6.37,119.42,-47.64,-21.86,12543.82,,1167.98,54.1,0.93,1.59,1.78,2.34,,,,,,127253.44,,,,9.28,94.48,308.43,37,15.31,84.69,34.28
(주)경방,000050,2020/12,-4.27,  소매업; 자동차 제외,1956/03/03,,41.08,31.77,13.84,-13.31,70.49,5412.7,17.29,3.24,4.94,2.53,154.67,9.28,29.41,6.64,3.96,1.73,1.66,0.99,1.76,2.95,0.25,0.44,0.29,11.37,9.17,18.02,20.25,32.09,39.8,0.02,0.4,-7.72,0.05,-70.13,499,-8.34,3.77,-55.7,-15.11,-31.75,12008.81,,797.15,58.66,0.77,2.36,1.72,2.03,,,,,,95580.9,,,,7.56,71.61,250.55,29.03,17.48,82.52,13.63
(주)경인양행,012610,2010/12,-0.14,  화학물질 및 화학제품 제조업; 의약품 제외,1995/10/05,,153.18,72.03,11.96,18.15,82.67,853.24,29.11,3.96,5.62,3.69,87.14,52.3,14.98,3.88,3.09,3.6,3.46,2.76,4,6.04,0.89,1.56,1.83,3.14,5.77,12.08,30.21,116.07,63.27,0.01,0,15.78,7.13,-46.51,167,4.27,9.85,21.76,9.96,-60.33,7136.02,,276.81,54.74,1.07,2.03,1.75,3.93,,,,,,59332.95,,,,18.44,44.18,190.78,22.17,64.7,35.3,13.95
(주)경인양행,012610,2011/12,-12.89,  화학물질 및 화학제품 제조업; 의약품 제외,1995/10/05,,155.11,66.12,6.85,18.48,81.29,857.75,28.36,1.77,2.54,3.9,86.98,52.02,14.7,2.73,1.24,2.08,1.98,0.9,1.65,3.61,0.73,1.32,1.52,2.53,4.11,11.09,32.9,144.47,88.85,0,0,-0.67,0.53,-57.26,72,1.15,-0.1,-1.19,7.02,-38.8,6215.87,,169.42,55.16,0.85,1.72,1.39,3.11,,,,,,55925.52,,,,17.5,41.33,182.45,23.99,67.33,32.67,5.16
(주)경인양행,012610,2012/12,-6.22,  화학물질 및 화학제품 제조업; 의약품 제외,1995/10/05,,155.43,80.65,11.88,18.14,64.27,861.8,23.71,1.26,2.23,3.65,80.7,50.88,13.01,1.67,0.96,1.26,1.2,0.69,1.49,2.07,0.72,1.24,1.48,2.64,4.08,11.93,30.61,138.37,89.37,0.01,0,-10.06,0.47,-9.38,65,-8.87,-7.91,-12.04,-26.24,-42.69,5829.46,,97.1,60.88,0.85,1.68,1.4,2.98,,,,,,50537.66,,,,17.58,40.74,193.11,23.12,68.01,31.99,4.14
(주)경인양행,012610,2015/12,-5.06,  화학물질 및 화학제품 제조업; 의약품 제외,1995/10/05,,161.62,74.26,14.2,20.62,62.43,924.13,24.49,4.19,4.87,2.11,74.59,54.08,16.36,2.55,1.39,2.14,2.1,1.15,1.01,3.36,0.82,1.32,1.76,2.84,4.5,20.17,18.1,128.46,81.12,0.01,0,4.36,0.61,-80.98,48,0.41,1.07,7.33,6.41,-52.33,6514.54,,166.31,61.57,0.98,1.94,1.54,3.37,,,,,,67632.25,,,,20.7,49.95,229.84,25.7,71.75,28.25,5.43
(주)경인양행,012610,2020/12,-8.22,  화학물질 및 화학제품 제조업; 의약품 제외,1995/10/05,,121.69,71.09,36.2,9.29,121.17,1011.83,43.8,0.71,-0.37,2.4,105.93,52.1,20.82,1.02,-2.3,0.74,0.69,-1.55,-4.18,1.45,0.67,1.41,1.43,2.63,4.65,20.16,18.1,138.92,78.49,0.01,0,6.99,-4.42,0,-218,11.44,9.87,4.48,-22.54,-85.69,8057.8,,82.46,45.21,0.71,1.6,1.28,2.49,,,,,,86741.66,,,,17.17,42.07,150.64,26.34,77.56,22.44,-8.74
(주)광명전기,017040,2011/12,-10.75,  전기장비 제조업,1990/09/14,,135.22,110.69,47.6,14.92,96.84,257.54,21.04,0.38,-0.75,4.64,84.11,57.27,12.21,0.54,-1.98,0.79,0.41,-1.52,-2.51,0.81,0.77,1.5,1.74,7.08,4.25,7.91,46.14,51.53,85.95,0.01,0.29,6.84,5.7,0,-32,-5.18,-0.41,12.97,-2.59,-85.47,2131.7,,11.45,50.8,0.78,4.41,1.38,1.72,,,,,,12700.72,,,,10.25,67.47,413.58,13.75,86.01,13.99,-14.37
(주)광명전기,017040,2015/12,-13.7,  전기장비 제조업,1990/09/14,,220.4,185.96,121.72,34.52,49.67,358.36,12.7,20.92,999999999,2.49,55.11,63.18,15.18,8.03,7.64,7.29,6.92,6.59,8.63,11.22,0.86,1.4,2.49,7.76,4.55,7.68,47.5,47.05,80.2,0.01,0.22,-5.14,9.42,-23.05,148,-0.05,7.91,-11.39,-23.69,-25.03,2683.97,,215.57,66.81,0.87,6.53,1.32,1.58,,,,,,23499.45,,,,17.88,132,1495.37,20.2,48.52,51.48,37.83
(주)광명전기,017040,2016/12,-16.66,  전기장비 제조업,1990/09/14,,166.95,145.67,90.06,19.74,49.76,412.88,14.1,10.52,99.43,1.84,76.04,49.23,9.5,3.73,11.96,2.81,2.6,8.33,11.75,3.89,0.7,1.04,1.58,8.74,5.46,7.73,47.22,41.78,66.82,0.02,0.15,11.72,15.21,53.06,227,6.94,54.06,-12.96,-29.01,-61.29,2236.92,,83.45,66.77,0.82,5.26,1.25,1.46,,,,,,16207.87,,,,11.04,85.14,1076.51,16.72,57.92,42.08,71.53
(주)광명전기,017040,2020/12,-6.31,  전기장비 제조업,1990/09/14,,206.7,181.07,74.3,32.07,51.1,472.32,6.84,20.94,999999999,1.47,57.24,62.12,9.11,3.43,3.67,2.86,2.63,2.81,4.67,3.94,0.77,1.15,1.87,11.94,7.7,11.98,30.46,30.57,47.41,0.02,0.13,5.85,4.74,-41.67,108,12.04,-9.69,18.27,61.4,-46.94,2850.83,,97.78,66.18,0.87,4.45,1.3,1.46,,,,,,20135.46,,,,12.14,77.64,824.83,16.3,63.45,36.55,22.5
(주)국동,005320,2012/12,-10.45,  도매 및 상품 중개업,1996/12/24,,79.48,46.6,5.87,-15.44,598.4,470.06,59.05,3.42,3.22,4.75,280.77,59.8,18.42,4.92,3.72,10.17,10.14,7.68,67.43,89.07,2.06,18.12,5.01,8.08,8.79,14.74,24.77,45.17,41.51,0.02,0.47,-3.45,61.64,0,1356,-8.63,-7.97,-0.16,-9.13,497.14,34464.32,,1694.35,14.32,1.5,5.52,3.51,6.2,,,,,,18227.04,,,,27.7,76.31,810.29,13.19,62,38,28.21
(주)국동,005320,2015/12,-8.49,  도매 및 상품 중개업,1996/12/24,,142.25,80.07,23.38,20.24,200.26,1329.87,47.81,4.08,4.46,4.76,95.6,68.16,17.44,5.08,3.07,9.48,9.46,5.72,17.49,28.92,1.86,5.69,5.81,6.73,7.71,22.71,16.07,54.25,47.35,0.01,0,5.03,9.03,-41.16,1168,7.16,3.59,5.71,23.15,-14.71,36263.11,,1843.19,33.3,1.6,6.39,2.74,4.62,,,,,,37153.81,,,,39.63,147.71,728.07,21.82,71.38,28.62,14.09
(주)국동,005320,2017/12,-2.92,  도매 및 상품 중개업,1996/12/24,,137.54,72.3,7.87,17.03,149.37,654.21,41.3,-2.28,-3.01,5.46,93.74,62.41,14.83,-3.06,-4.68,-5.01,-5.08,-7.78,-19.01,-12.41,1.66,4.06,4.74,6.04,7.33,33.88,10.77,60.43,49.77,0.01,0,-14.36,-17.58,-244.44,-734,-11.01,-2.22,-20.31,-1.58,-155.44,14701.9,,-449.37,40.1,1.56,5.25,2.56,4.45,,,,,,25998.16,,,,24.46,80.4,277.48,13.57,120.75,-20.75,-34.49
(주)국보,001140,2012/12,-6.35,  육상운송 및 파이프라인 운송업,1989/12/02,,73.5,72.1,2.28,-14.33,191.46,656.03,32.78,0.64,1.72,7.17,175.67,39.73,7.82,1.12,-0.71,1.86,1.38,-0.89,-2.62,4,1.24,3.58,2.09,172.5,4.18,5.15,70.9,2.12,87.23,0.05,0.01,-0.38,-2.01,0,-887,2.23,3.18,-5.34,10.14,-21.4,119091.37,,1329.5,34.31,1.3,3.19,3.04,3.1,,,,,,15684.53,,,,15.92,42.13,4893.37,12.82,67.71,32.29,-5.58
(주)국보,001140,2013/12,-4.31,  육상운송 및 파이프라인 운송업,1989/12/02,,67.35,66,1.05,-18.45,230.27,577.78,33.69,0.36,-3.32,6.23,204.57,38.06,7.98,0.62,-3.29,1.41,0.74,-3.91,-12.14,2.3,1.19,3.68,1.95,156.97,4.28,5.81,62.85,2.33,85.3,0.04,0.01,-0.18,-11.93,0,-3820,9.26,2.58,-4.38,0.64,-46.48,113961.83,,711.59,30.28,1.26,2.89,3.06,3.12,,,,,,8219.66,,,,8.36,19.43,22699.97,7.02,128.8,-28.8,-46.8
(주)국보,001140,2014/12,-16.7,  육상운송 및 파이프라인 운송업,1989/12/02,,57.27,56.06,1.15,-25.97,302.32,439.67,35.98,-1.31,-4.89,5.57,262.31,34.8,6.12,-2.47,-7.18,-2.08,-2.55,-7.39,-26.58,-9.2,1.03,3.72,1.62,137.99,4.15,5.58,65.4,2.65,88.03,0.04,0.01,-7.44,-23.9,0,-6895,-2.41,-2.56,-15.36,-11.09,0,94928.25,,-2345.09,24.86,1.08,2.33,2.82,2.88,,,,,,5210.25,,,,5.73,12.62,21026.87,5.34,201.08,-101.08,-134.34
(주)국보,001140,2015/12,-6.05,  육상운송 및 파이프라인 운송업,1989/12/02,,51.02,50.23,0.83,-30.92,351.32,358.17,36.55,-1.55,-2.73,5.03,305.96,32.21,6.41,-2.69,-4.41,-2.4,-2.83,-4.65,-19.61,-12,1.05,4.47,1.58,169.91,4.8,6.55,55.74,2.15,76.1,0.04,0.01,-8.7,-18.54,0,-3989,-2.09,-5.07,-15.5,-37.89,0,89183.48,,-2396.92,22.16,1.1,2.24,3.14,3.19,,,,,,8167.53,,,,9.83,20.2,61216.66,8.91,125.59,-25.59,-49.51
(주)국보,001140,2016/12,-4.68,  육상운송 및 파이프라인 운송업,1989/12/02,,47.45,46.76,0.59,-35.48,432.28,295.87,36.01,0.14,-2.62,4.92,361.77,32.03,8.86,0.23,-4.79,0.57,0.25,-5.09,-25.32,1.21,1.06,5.19,1.57,221.13,4.98,5.96,61.2,1.65,73.24,0.07,0,-2.14,-17.39,0,-4221,-1.9,-1.89,-2.66,-8.83,0,85012.15,,198.68,18.79,1.09,2.18,3.31,3.36,,,,,,6923.11,,,,8.51,17.46,361142.99,7.93,129.35,-29.35,-60.48
(주)국보,001140,2017/12,-10.39,  육상운송 및 파이프라인 운송업,1989/12/02,,40.45,39.56,2.16,-37.24,310.51,211.93,38.19,-2.66,-3.77,5.16,306.69,25.29,7.56,-5.03,-3.69,-4.59,-5.09,-3.74,-17.16,-23.75,1.01,4.72,1.42,200.11,5.05,4.94,73.91,1.82,72.31,4.4,0,-9.89,17.3,0,-2063,-0.73,-0.94,-28.86,7.62,-2027.47,57118.09,,-2871.44,24.36,1.08,1.98,3.51,3.57,,,,,,4890.55,,,,6.67,12.42,34932488.57,6.25,163.41,-63.41,-59.09
(주)국보,001140,2018/12,-8.57,  육상운송 및 파이프라인 운송업,1989/12/02,,41.81,40.55,1.33,-33.97,259.29,161.13,26.52,-4.03,-0.06,6.44,271.61,24.4,5.05,-7.4,-5.59,-7.94,-8.72,-6.59,-24.45,-33.87,1.18,4.58,1.57,188.27,6.01,5.75,63.51,1.94,60.72,0,0.01,-34.23,-23.97,0,-2399,-58.01,-33.45,-36.54,-12.53,0,42530.86,,-3146.74,27.83,1.37,2.56,4.72,4.85,,,,,,9202.65,,,,19.1,55.68,102251630.33,12.86,89.86,10.14,-43.46
(주)금비,008870,2013/09,-0.66,  비금속 광물제품 제조업,1990/06/08,,147.34,104.55,24.24,9.5,64.02,1569.57,21.61,3.03,3.59,4.4,115.51,29.58,19.47,3.47,1.09,3.05,2.86,0.89,0.51,4.76,0.82,1.37,1.19,9.85,5,13.48,27.08,37.06,72.95,0.01,0.73,-2.62,-0.33,-14.96,493,2.5,1.29,-10.82,2.85,-0.31,175061.51,,6079.12,60.97,1.66,1.44,2.66,3.64,,,,,,46788.3,,,,22.3,38.82,153.51,26.73,62.09,37.91,4.06
(주)금비,008870,2017/09,-7.49,  비금속 광물제품 제조업,1990/06/08,,193.1,156.26,61.58,17.74,64.65,1871.63,20.63,9.07,42.3,2.45,104.08,36.79,23.19,6.29,3.58,5.1,4.69,2.67,3.81,7.87,0.75,1.25,1.18,10.34,4.53,14.26,25.6,35.3,80.62,0.01,1.63,-1.44,3,-62.97,4344,-2.3,-1.36,-1.56,-6.58,-41.59,185531.45,,11676.42,60.74,1.28,1.46,2.03,2.52,,,,,,54526.39,,,,22.07,43.89,145.67,29.39,56.58,43.42,12.19
