회사명,거래소코드,회계년도,총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),매출액증가율(IFRS연결),산업명,상장일,상장폐지일,유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),순운전자본비율(IFRS연결),부채비율(IFRS연결),자기자본배율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),차입금평균이자율(IFRS연결),비유동비율(IFRS연결),유동자산구성비율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),비유동자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),재고자산회전기간(IFRS연결),매출채권회전기간(IFRS연결),1회전기간(IFRS연결),운전자본회전률(IFRS연결),총자본증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),1주당순이익(IFRS연결)(원),유형자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),정상영업이익증가율(IFRS연결),1주당매출액(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),자기자본구성비율(IFRS연결),순운전자본회전률(IFRS연결),유형자산회전율(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),[제조]부가가치(IFRS연결),[제조]노동장비율(IFRS연결),[제조]기계장비율(IFRS연결),[제조]자본집약도(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결)
인지컨트롤스(주),023800,2017/12,-0.2,-0.01,-13.32,  자동차 및 트레일러 제조업,1997/06/23,,83.75,64.74,17.58,-7.96,126.97,2534.25,31.3,1.19,2.23,2.96,133.83,41.03,10.12,0.92,-0.17,1.3,1.07,2.44,1.15,2.64,2.02,12.19,5.44,7.54,48.4,29.95,67.12,0.02,0.1,-4.87,-2.56,-100.15,-1,-0.22,0.83,-12.02,-7.9,-72.82,35676.12,,329.39,44.06,1.29,3.32,2.7,3.47,,,,,,83916.46,,,,18.37,54.2,108.09,15.52,66.09,33.91,-1.11
(주)엔케이,085310,2020/12,-0.02,-0.03,-36.04,  금속가공제품 제조업; 기계 및 가구 제외,2008/01/24,,158.71,152.96,71.39,18.72,56.68,223.67,13.4,-0.25,-3.78,4.8,77.4,50.6,11.74,-0.45,-0.05,-0.13,-0.22,-0.35,0.49,0.77,0.83,11.94,3.26,5.91,61.76,30.57,111.99,0.01,0.11,-3.86,-0.23,0,0,-44.5,-29.27,48.09,-71.61,0,867.23,,-3.92,63.82,0.65,1.21,1.17,1.29,,,,,,3452.07,,,,2.46,8.45,44.28,4.98,139.72,-39.72,-1.03
(주)동양,001520,2019/12,-0.23,-0.05,1.76,  비금속 광물제품 제조업,1976/06/25,,237.06,189.89,6.28,22.06,24.2,685.67,3.49,-21.49,999999999,4.93,76.81,38.16,9.23,-3.73,-0.42,-0.92,-2.02,-2.43,0.54,0.65,0.9,6.94,3.62,6.18,59.06,52.61,100.93,0.01,0.23,4.08,-1.57,-111.74,-2,2.8,11.29,-5.82,-1.15,-2905.32,2248.9,,-83.93,80.51,0.99,2,1.35,1.67,,,,,,75509.39,,,,7.42,28.33,166.04,14.01,80.39,19.61,-3
(주)금호에이치티,214330,2019/12,-0.03,-0.05,19.99,  자동차 및 트레일러 제조업,2015/11/11,,154.66,117.86,48.55,22.49,86.57,1462.44,33.05,0.35,1.03,13.25,67.86,63.63,5.8,1.62,-0.03,1.76,1.45,2.73,0.9,1.69,2.51,5.11,4.55,8.84,41.29,71.37,80.24,0.01,1.21,35.11,38.27,-100.97,-3,5.47,41.43,31.75,-1.39,-61.32,11296.67,,182.62,53.6,0.87,4.62,1.39,1.91,,,,,,52694.04,,,,16.36,94.68,360.29,20.99,62.82,37.18,-0.14
한세실업(주),105630,2019/12,-1.47,-0.06,12.25,"  의복, 의복 액세서리 및 모피제품 제조업",2009/03/20,,115.4,69.42,12.75,8.37,159.22,1988.94,45.36,3.05,0.34,3.73,96.65,62.71,20.9,3.07,-0.9,5.78,5.02,12.45,1.64,4.06,4.9,6.52,10.61,35.67,10.23,55.99,34.41,0.01,0,0.75,-3.51,0,-6,1.73,27.52,-10.44,-0.12,52.73,48060.47,,1475,38.58,1.38,10.45,2.46,3.94,,,,,,341007.62,,,,28.91,190.72,620.39,17.74,85.01,14.99,-5.06
(주)휴비스,079980,2019/12,-0.03,-0.07,-18.47,  화학물질 및 화학제품 제조업; 의약품 제외,2012/02/23,,84.29,43.84,4.4,-6.13,121.44,228.14,33.45,0.52,1.17,3.67,148.62,32.88,9.82,0.47,-0.03,0.55,0.53,1.21,1.12,2.56,2,6.5,7.55,5.6,65.12,56.18,48.36,0.03,0.12,-8.45,-2.88,-101.52,-9,4.65,33.36,-44.17,-22.43,-85.83,29836.13,,141.08,45.16,1.29,2.4,2.56,4.22,,,,,,129052.3,,,,14.71,32.77,77.88,12.54,60.9,39.1,-0.23
한국수출포장공업(주),002200,2016/12,-0.07,-0.09,-1.05,"  펄프, 종이 및 종이제품 제조업",1974/06/08,,159.19,120.77,19.51,8.68,33.72,1120.53,8.44,7.01,5.18,1.72,102.51,23.34,13.37,1.34,-0.09,1.06,1.02,1.36,0.76,1.01,0.99,12.89,5.43,17.67,20.65,28.31,67.23,0.01,1.55,-0.45,-0.79,0,-52,-3.89,-0.88,0.99,-8.9,13.86,57065.1,,767.23,74.78,2.06,1.08,3.28,4.4,,,,,,33839.73,,,,11.29,16.3,56.71,14.83,60.44,39.56,-0.61
(주)에스비에스,034120,2016/12,-0.06,-0.09,4.56,  방송업,2003/06/25,,190.64,189.67,3.09,22.97,65.35,592.47,21.19,-1.89,0.79,2.31,85.46,48.32,15.71,-0.92,-0.06,-0.43,-0.84,-1.38,0.91,1.5,1.88,365.69,4.19,18.39,19.85,1,87.08,0.01,0,-4.3,-4.83,-101.5,-29,-0.88,10.45,-16.27,-5.89,-118.16,45422.26,,-419.34,60.48,1.18,2.58,1.75,1.76,,,,,,267438.32,,,,29.91,90.76,11630.89,32.26,69.63,30.37,-0.19
자화전자(주),033240,2019/12,-0.08,-0.1,1.31,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1999/01/06,,267.19,220.25,101.25,32.26,25.07,3112.87,7.63,-13.75,999999999,2.3,60.6,51.55,11.45,-2.52,-0.08,-1.77,-2.61,-3.3,1.04,1.31,2.23,12.16,12.31,19.96,18.28,30.03,29.66,0.02,0.22,-1.06,0.59,0,-17,0.74,8.2,-8.43,12.01,0,20280.87,,-511.67,79.95,1.41,3.16,1.93,2.3,,,,,,108627.42,,,,31.17,101.96,231.51,29.92,65.56,34.44,-0.26
삼정펄프(주),009770,2018/12,-0.09,-0.1,-5.43,"  펄프, 종이 및 종이제품 제조업",2006/10/17,,893.17,780.6,44.44,69.95,11.91,1442.78,0.79,-90,999999999,2.34,23.76,78.77,3.06,-3.16,-0.13,-1.18,-2.1,-2.36,0.66,0.75,2.2,7.38,9.82,15.7,23.25,49.47,37.17,0.02,0.67,-2.23,-1.67,-101.67,-70,-12.39,-46.58,25.95,19.79,-156.1,54245.68,,-1716.78,89.36,0.84,3.05,0.95,1.09,,,,,,22688.65,,,,11.24,54.66,139.18,16.73,75.82,24.18,-0.77
한국수출포장공업(주),002200,2015/12,-0.08,-0.11,-0.36,"  펄프, 종이 및 종이제품 제조업",1974/06/08,,178.6,130.81,21.1,10.13,33.27,1129.5,8.55,5.73,-0.16,1.78,102.6,23.01,13.2,1.17,-0.1,0.95,0.91,1.19,0.78,1.02,1,14.01,5.79,22.89,15.94,26.05,63.04,0.01,0,2.92,-1.07,0,-60,-5.06,0.21,13.15,28.72,-80.94,57669.84,,673.84,75.04,2.35,1.04,3.54,4.73,,,,,,32681.69,,,,10.86,15.19,49.36,14.17,67.03,32.97,-0.73
(주)국보,001140,2011/12,-0.04,-0.12,10.01,  육상운송 및 파이프라인 운송업,1989/12/02,,76.24,75,1.25,-13.03,186.86,669.51,27.71,0.75,1.12,7.98,166.92,41.81,7.01,1.33,-0.03,2.26,1.78,5.01,1.34,3.77,2.23,197.43,4.54,5.35,68.17,1.85,80.31,0.07,0.01,2.31,-1.29,0,-42,-3.12,-3.65,11.94,4.11,-32.93,127164.12,,1691.43,34.86,1.42,3.39,3.34,3.4,,,,,,14836.73,,,,15.01,39.17,2303.31,11.36,70.32,29.68,-0.26
금호건설(주),002990,2018/12,-0.04,-0.13,6.07,  종합 건설업,1976/06/26,,96.74,87.63,6.52,-1.76,231.8,196.16,16.27,4.23,2.84,4.88,158.11,52.35,7.23,3.07,-0.03,3.56,3.43,11.28,1.12,3.68,2.31,31.06,71.67,4.28,85.34,11.75,5.09,0,0.01,-7.99,-9.27,-100.49,-13,4.67,-10.65,-5.43,91.84,36.07,38091.98,,1169.19,30.14,1.06,146.65,2.16,2.32,,,,,,23525.45,,,,1.99,245,18236.78,1.71,0,0,-2
가온전선(주),000500,2014/12,-0.11,-0.13,-0.97,  전기장비 제조업,1987/06/08,,183.68,140.29,14.3,24.18,93.97,1262.94,23.37,2.06,1.01,4.2,91.04,53.06,4.71,1.29,-0.06,2.23,2.18,4.3,1.69,3.33,3.69,14.35,5.07,13.08,27.9,25.43,71.99,0.01,0.16,-5.29,-2.56,0,-89,-4.07,-0.76,-8.95,7.26,-41.26,213609.9,,2755.33,51.56,2.06,4.02,3.12,3.99,,,,,,51013.91,,,,9.98,23.55,276.84,5.74,72.28,27.72,-1.1
(주)휴스틸,005010,2016/12,-0.1,-0.14,-16.98,  1차 금속 제조업,1973/06/29,,151.26,81.38,37.81,14.25,52.07,1115.59,21.29,0.68,0.6,2.1,88.1,42.06,10.59,0.37,-0.15,0.3,0.24,0.35,0.66,0.93,1.05,3.88,5.9,10.72,34.05,94.02,61.82,0.01,0,14.18,-1.97,-180.24,-80,-2.82,-3.22,51.78,55.18,-83.62,52614.78,,194.7,65.76,1.09,1.41,1.78,3.28,,,,,,56855.53,,,,9.69,22.44,65.75,15.62,73.98,26.02,-0.98
(주)와이지플러스,037270,2018/12,-1.01,-0.15,41.25,  정보서비스업,2003/08/01,,264.61,232.38,57.85,25.53,27.05,323.33,7.27,1.34,-92.2,6.26,74.92,41.04,31.22,0.79,-1.4,0.99,0.57,0.7,0.72,0.89,1.2,14.95,13.78,15.08,24.2,24.41,26.49,0.04,0.07,7.92,0.3,0,-16,-7.99,2.28,17.22,15.37,0,1734.27,,13.68,78.71,1.39,16.34,1.83,2.09,,,,,,26781.35,,,,18.25,446.19,570.11,26.17,72,28,-5.34
무림피앤피(주),009580,2016/12,-0.07,-0.15,-4.76,"  펄프, 종이 및 종이제품 제조업",1989/06/20,,75.2,41.47,14.36,-7.72,105.07,342.44,38.57,1.08,0.92,2.76,157.08,23.4,9.74,2.27,-0.13,1.24,1.2,2.52,0.53,1.11,0.7,4.67,6.99,23.89,15.28,78.13,52.23,0.01,0,-6.23,-2.26,-106.81,-13,-4.29,-4.34,-11.9,-18.65,-62.87,9598.08,,217.84,48.76,0.94,0.73,2.19,4.11,,,,,,108409.2,,,,9.9,13.73,23.43,18.11,41.9,58.1,-0.73
(주)웅진,016880,2016/12,-0.26,-0.16,-46.07,  전문 서비스업,1994/11/05,,132.49,130.24,27.33,16.78,135.35,927.33,6.2,-3,46.83,6.58,74.26,68.45,12.96,-4.85,-1.07,-0.78,-1.16,-3.31,0.24,0.68,0.62,23.95,3.19,5.48,66.63,15.24,114.34,0.02,0.05,-30.38,1.48,-101.81,-9,-74.71,-48.52,-16.87,-8.19,-152.6,4016.65,,-194.95,42.49,0.22,1.26,0.38,0.39,,,,,,77404.42,,,,9.24,99.14,3461.8,31.86,75.56,24.44,-3.37
(주)콤텍시스템,031820,2020/12,-0.19,-0.16,0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",1997/02/12,,171.43,153.76,54.41,29.41,86.49,280.52,10.12,4.27,999999999,2.17,54.88,70.57,13.4,0.73,-0.15,1.2,0.94,1.75,1.29,2.4,4.37,17.66,3.76,4.55,80.25,20.66,97.16,0.03,0.06,0,0,0,-2,0,0,0,0,0,3516.96,,25.71,53.62,1.15,26.19,1.82,2.03,,,,,,35344.49,,,,19.04,485.25,0,14.81,96.04,3.96,-0.99
(주)경방,000050,2011/12,-0.08,-0.18,2.59,  소매업; 자동차 제외,1956/03/03,,34.1,16.15,3.14,-19.82,114.76,6054.81,30.33,1.15,0.92,4.93,192.73,10.25,25.66,6.37,-0.32,1.68,1.66,3.51,0.26,0.55,0.29,6.11,10.88,17.81,20.49,59.71,33.54,0.01,0,1.76,-0.58,0,-539,3.05,-0.17,22.46,78.47,-53.86,167373.25,,10667.41,46.56,0.84,1.15,2.76,5.04,,,,,,85127.47,,,,6.29,27.71,180.18,24.45,27.06,72.94,-1.33
코스모화학(주),005420,2013/12,-0.76,-0.21,0,  화학물질 및 화학제품 제조업; 의약품 제외,1987/07/23,,58.28,30.82,0.65,-16.79,151.02,372.16,45.13,-0.8,0.65,5.09,192.17,23.44,5.32,-4.46,-1.83,-1.48,-1.84,-4.62,0.41,1.04,0.54,3.74,8.45,10.31,35.4,97.7,43.19,0.01,0.53,0,0,0,-40,0,0,0,0,0,24069.44,,-1072.61,39.84,0.65,0.55,1.76,3.33,,,,,,73053.05,,,,9.56,12.85,73.95,23.16,50.63,49.37,-7.91
(주)우진플라임,049800,2014/12,-0.06,-0.21,-3.49,  기타 기계 및 장비 제조업,2006/05/24,,96.42,50.97,3.52,-1.34,332.02,1654.9,55.13,-2.78,-0.36,1.87,276.58,35.98,16.54,-3.79,-0.09,-2.44,-2.47,-8.66,0.65,2.29,1.14,3.49,4,4.67,78.23,104.73,91.19,0.01,0.35,58.75,-0.52,0,0,124.2,122.52,5.13,25.55,0,18980.09,,-718.61,23.15,0.81,1.18,1.51,2.67,,,,,,38754.78,,,,10.84,19,117.75,20.42,84.72,15.28,-0.44
페이퍼코리아(주),001020,2010/12,-0.05,-0.21,0,"  펄프, 종이 및 종이제품 제조업",1976/05/24,,61.67,43.98,2.06,-14.95,166.12,285.75,48.01,0.47,1.01,7.22,202.11,24.05,15.29,2.94,-0.1,1.79,1.64,4.36,0.56,1.48,0.73,8.07,4.37,9.6,38.01,45.23,83.61,0.01,0.35,0,0,0,-31,0,0,0,0,0,21359.9,,628.13,37.58,0.88,0.8,2.32,3.25,,,,,,13074.51,,,,3.34,4.77,17.18,6,0,0,-1.6
(주)알루코,001780,2011/12,-0.07,-0.22,-2.95,  1차 금속 제조업,2007/06/07,,81.66,51.52,3.12,-10.54,240.14,483.72,60.69,0.99,0.98,6.33,180.5,46.93,12.05,4.37,-0.08,3.68,3.65,11.62,0.84,2.66,1.56,5.11,6.94,16.97,21.51,71.38,52.62,0.01,0,9.51,-2.48,0,-5,2.5,7.32,12.11,24.14,-44.8,6687.58,,292.1,29.4,0.83,1.82,1.8,2.78,,,,,,75586.71,,,,16.21,38.05,141.58,20.27,44.93,55.07,-0.39
대한제강(주),084010,2014/12,-0.1,-0.22,0.17,  1차 금속 제조업,2005/10/31,,139.22,104.05,11.57,14.43,108.47,1511.45,28.17,1.16,1.1,3.98,101.71,51.21,6.65,1,-0.08,1.62,1.31,2.79,1.32,2.79,2.69,9.08,0,7.33,49.78,40.18,0,0,0.57,-4.2,-0.6,0,-37,-4.14,-4.49,-3.92,-22.36,-32.62,42362.78,,422.58,47.97,1.5,3.83,2.57,3.59,,,,,,73119.88,,,,9.42,27.53,83.1,7,56.51,43.49,-1.13
평산차업집단유한공사,950010,2013/09,-0.18,-0.24,12.69,  전문 서비스업,2007/11/26,2015/11/05,293.89,281.53,218.36,21.21,32.12,3494.86,13.41,0.77,0.77,5.3,89.64,32.15,14.24,2.71,-1.03,0.48,0.48,0.64,0.18,0.24,0.27,9.26,3.57,9.48,38.51,39.44,102.24,0.01,0.3,202.06,201.01,0,-142,2.31,242.63,141.68,11.76,0,61.67,,1.67,75.69,0.39,0.64,0.52,0.55,,,,,,2413.79,,,,0.32,1.71,0,2.71,0,0,-37.91
이화산업(주),000760,2016/03,-0.04,-0.24,-19.35,  도매 및 상품 중개업,1994/04/29,,114.6,90.74,36.58,2.35,48.19,782.08,26.91,0.66,0.92,3.27,120.83,18.46,18.22,2.32,-0.17,0.69,0.56,0.83,0.24,0.36,0.3,5.99,2.97,28.31,12.89,60.9,123.06,0.01,0,1.82,-0.05,0,-94,4.07,3.25,-4.05,-8.04,4207.11,23896.78,,553.43,67.48,0.72,7.97,1.28,1.62,,,,,,8270.44,,,,2.97,96.57,15564.66,12.36,65.79,34.21,-1.41
한국전력공사(주),015760,2010/12,-0.06,-0.25,16.22,"  전기, 가스, 증기 및 공기조절 공급업",1989/08/10,,93.49,68.74,14.85,-0.71,126.13,1771.22,31.56,1.1,1.19,5.44,203.16,10.16,8.4,5.72,-0.18,2.14,2.03,4.58,0.35,0.8,0.4,10.71,9.38,18.14,20.12,34.08,38.92,0.02,0.51,38.96,38.49,0,-193,45.08,40.99,23.24,-10.56,31.79,61578.2,,3522.5,44.22,1.62,0.44,3.32,4.8,,,,,,13158666,,,,10.16,14.93,47.33,33.31,29.18,70.82,-0.53
(주)금양,001570,2014/12,-0.07,-0.25,1.44,  화학물질 및 화학제품 제조업; 의약품 제외,1976/12/27,,151,116.86,39.31,23.56,260.18,222,46.81,1.52,1.18,4.22,108.96,69.75,12.67,3.26,-0.07,3.71,3.36,11.47,1.03,3.52,3.03,6.88,4.07,21.59,16.91,53.08,89.66,0.01,0,8.92,-2.4,0,-3,-11.57,-13.87,23.05,21.27,-8.52,4028.9,,131.21,27.76,0.88,4,1.57,2.03,,,,,,15008.53,,,,9.37,41.25,308.16,9.47,49.39,50.61,-0.75
(주)한진,002320,2010/12,-0.19,-0.26,25.23,  육상운송 및 파이프라인 운송업,1974/08/12,,71.09,70,27.33,-6.95,109.66,1573.48,34.04,1.25,1.02,6.04,173.8,17.1,6.68,3.58,-0.26,2.77,2.63,5.56,0.73,1.55,0.88,241.45,7.92,88.64,4.12,1.51,46.08,0.02,0.01,36.59,38.77,0,-179,-2.15,34.6,47.16,-0.23,60.67,105585.04,,3784.87,47.7,1.83,1.37,4.42,4.51,,,,,,265355.08,,,,13.34,30.57,1365.84,20.99,66.66,33.34,-1.26
제이더블유중외제약(주),001060,2017/12,-0.12,-0.27,7.58,  의료용 물질 및 의약품 제조업,1976/06/14,,149.84,111,11.69,21.69,132.99,529.37,37.09,2.45,0.85,3.66,81.07,65.21,37.51,4.32,-0.15,3.41,3.39,7.94,0.78,1.84,2.25,4.93,1.91,8.45,43.18,74.1,191.57,0,0,-3.1,-2,0,-75,-3.81,-3.91,-2.67,9.27,-11.49,23764.4,,1026.25,42.92,0.74,4.04,1.21,1.6,,,,,,101620.66,,,,16.11,83.67,538.01,20.21,71.9,28.1,-0.73
쌍용자동차(주),003620,2013/12,-0.12,-0.28,21.25,  자동차 및 트레일러 제조업,1975/05/21,,95.69,66.03,38.72,-1.93,139.5,128.87,6.94,-1.02,-0.94,6.41,136.99,42.8,14.43,-0.26,-0.07,-0.06,-0.45,-1.06,1.76,4.14,2.97,12.67,18.45,8.33,43.79,28.8,19.78,0.21,0.04,14.44,10.43,0,-18,3.12,6.32,27.43,4.41,0,26496.65,,-68.03,41.75,2.14,3.26,4.31,6.53,,,,,,427995.36,,,,20.21,42.28,431.16,12.28,66.74,33.26,-0.56
(주)혜인,003010,2018/12,-0.33,-0.3,-8.76,  도매 및 상품 중개업,1988/09/20,,103.39,38.33,3.93,1.98,149.18,1571.03,38.86,1.41,1.16,4.82,99.01,60.27,16.13,2.85,-0.35,2.9,2.7,6.71,0.95,2.36,2.31,2.51,6.69,13.02,28.03,145.28,54.6,0.01,0,0.2,-0.63,-114.89,-26,-8.02,-5.99,4.74,0.84,145.63,17048.02,,485.38,40.13,0.81,2.58,1.61,4.49,,,,,,26930.62,,,,11.79,33.6,449.16,12.43,66,34,-2.78
(주)한진,002320,2019/12,-0.09,-0.34,5.72,  육상운송 및 파이프라인 운송업,1974/08/12,,80.9,79.12,26.47,-2.78,236.69,1519.36,56.63,0.82,0.95,7.1,297.07,11.77,8.2,4.4,-0.14,3.11,2.92,8.55,0.66,1.94,0.77,261.55,18.33,89.23,4.09,1.4,19.91,0.06,0.01,33.33,-0.74,-106.84,-265,-3.78,40.96,-5.19,38.8,115.44,172225.78,,7570.58,29.7,1.91,1.4,4.81,4.9,,,,,,465774.68,,,,13.13,33.39,257.09,22.58,49.37,50.63,-0.62
(주)우진,105840,2016/12,-0.13,-0.35,2.32,"  의료, 정밀, 광학기기 및 시계 제조업",2010/07/26,,195.39,136.23,31.27,23.71,46.95,1225.85,19.01,-0.26,0.67,2.88,75.58,48.57,21.95,-0.26,-0.23,0,-0.15,-0.23,0.58,0.86,1.17,4.12,3.79,11.32,32.25,88.58,96.33,0.01,0,-7.14,-3.88,-102.81,-22,1.28,0.75,-14.25,2.7,-121.09,6245.05,,-16.38,68.05,0.77,1.83,1.14,1.57,,,,,,41450.59,,,,22.86,72.45,2093.44,38.23,85.32,14.68,-0.61
덕양산업(주),024900,2018/12,-0.47,-0.35,23.48,  자동차 및 트레일러 제조업,1997/06/23,,89.72,87.13,18.78,-7.15,580.77,352.99,15.11,1.22,0.65,4.11,255.55,62.46,1.73,0.28,-0.17,0.89,0.76,4.5,2.71,16.1,6.56,146.93,6.7,4.95,73.79,2.48,54.45,0,0.01,22.68,-3.28,-127,-6,-1.72,0.58,41.35,17.16,-17.17,39681.15,,110.79,14.69,2.09,9.79,4.6,4.75,,,,,,91599.89,,,,17.4,70.26,321.81,7.09,79.65,20.35,-2.44
(주)녹십자,006280,2019/12,-0.61,-0.35,2.61,  의료용 물질 및 의약품 제조업,1989/08/01,,239.59,138.31,24.53,28.6,65.47,1794.77,24.66,4.19,0.16,2.37,84.24,49.09,27.18,2.94,-0.82,2.31,2.19,3.48,0.74,1.19,1.5,3.45,3.57,9.64,37.87,105.72,102.33,0.01,0,13.69,-1.03,-110.57,-319,14.65,20.19,7.65,5.07,-19.73,117204.06,,3444.52,60.43,1.07,2.28,1.48,2.58,,,,,,230927.09,,,,11.79,42.88,197.31,16.86,82.32,17.68,-4.89
(주)유유제약,000220,2016/03,-0.39,-0.35,11.03,  의료용 물질 및 의약품 제조업,1975/11/18,,167.82,124.03,33.67,18.99,41.5,929.82,16.72,5.44,-1.09,2.64,75.02,46.98,44.27,2.31,-0.58,1.73,1.57,2.22,0.68,0.96,1.26,6.64,3.04,17.21,21.21,54.99,120.01,0.01,0,2.89,3.46,0,0,1.52,-0.92,7.55,55.51,17.71,9427.88,,218.15,70.67,0.95,1.49,1.47,1.9,,,,,,18773.12,,,,17.99,39.81,816.18,26.92,92.57,7.43,-2.15
(주)체시스,033250,2013/06,-0.13,-0.38,-10.09,  자동차 및 트레일러 제조업,1999/08/11,,86.45,69.03,9.4,-5.92,193.2,389.08,32.17,1.22,1.08,5.94,182.36,37.8,8.7,2.12,-0.13,2.47,2.24,6.38,1.06,3.01,1.69,12.8,4.75,4.93,74.07,28.51,76.89,0.03,0.08,3.17,-2.71,0,-7,5.5,1.62,5.81,-11.74,-65.56,5933.06,,125.8,34.11,1.34,2.09,2.83,3.63,,,,,,23304.54,,,,24.63,53.37,106.78,23.68,70.62,29.38,-0.53
(주)MH에탄올,023150,2014/12,-0.19,-0.38,-21.25,  음료 제조업,1996/12/24,,90.87,68.77,0.02,-3.38,62.03,1148.39,34.38,5.62,4.79,2.99,107.61,33.59,24.24,17.85,-0.41,8.45,8.13,17.72,0.46,0.99,0.68,5.03,4.65,26321.22,0.01,72.55,78.51,0.01,0,-34.05,15.27,0,-26,-48.75,-34.35,-33.46,-44.05,190.55,6638.69,,1185.18,61.72,0.55,0.92,1.36,1.87,,,,,,11295.12,,,,13.21,31.73,668.75,23.06,38.67,61.33,-1.8
케이알모터스(주),000040,2010/12,-0.36,-0.41,42.03,  기타 운송장비 제조업,1976/05/25,,128.77,87.22,45.06,12.55,116.86,115.39,10.37,1.41,0.67,10.46,95.03,56.18,12.93,1.78,-0.35,2.09,1.88,4.14,1.05,2.32,2.28,5.58,5.56,4.33,84.34,65.44,65.69,0.02,0.15,11.33,14.88,0,-2,8.37,-0.57,22.8,2.16,0,1212.94,,21.64,46.11,1.08,2.53,1.96,3.03,,,,,,1036.52,,,,0.72,1.74,8.03,0.72,0,0,-48.28
(주)케이씨씨,002380,2018/12,-0.25,-0.41,-2.12,  화학물질 및 화학제품 제조업; 의약품 제외,1973/06/25,,186.03,144.36,23.71,13.65,56.16,10153.27,20.92,4.01,999999999,2.95,110.08,29.51,22.36,6.44,-0.61,3.32,2.63,4.2,0.41,0.65,0.56,6.62,4.08,13.15,27.76,55.11,89.5,0.01,0,-6.06,-2.14,-156.42,-2397,-1.3,-10.88,7.88,7.84,-26.17,358277.68,,23068.64,64.04,0.83,1.38,1.48,1.91,,,,,,730911.59,,,,8.15,28.61,120.73,19.33,67.97,32.03,-3.16
(주)쌍방울,102280,2015/12,-0.29,-0.41,2.65,"  의복, 의복 액세서리 및 모피제품 제조업",2008/06/10,,474.48,337.71,164.23,62.38,22.88,274.01,13.64,0.52,1.07,5.17,25.76,79.04,32.34,0.73,-0.36,0.83,0.58,0.82,0.8,1.12,3.24,2.77,4.72,33.04,11.05,131.82,77.25,0.01,0,56.75,130.52,0,-5.33,-2.2,6.99,78.8,-7.44,276.35,1458.46,,10.58,81.38,0.82,4.37,1.06,1.73,,,,,,22355.12,,,,10.28,69.23,345.15,15.67,83.27,16.73,-2.31
자화전자(주),033240,2018/12,-0.32,-0.46,-19.59,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1999/01/06,,267.48,229.07,49.76,34.87,27.17,3094.54,8.89,-5.99,999999999,1.78,56.34,55.7,13.8,-2.15,-0.36,-1.12,-1.9,-2.75,0.88,1.28,2.16,13.51,8.55,15,24.33,27.01,42.7,0.02,0.14,-23.56,-2.35,-105.42,-76,-13.17,-10.89,-31.33,13.3,-127.67,20019.13,,-431.17,78.64,0.99,2.91,1.49,1.67,,,,,,109748.65,,,,31.16,104.58,212.39,30.63,62.06,37.94,-1.17
(주)농심,004370,2012/12,-0.41,-0.46,0.22,  식료품 제조업,1976/06/30,,146.37,120.38,11.08,12.42,47.42,4737.56,4.77,26.75,999999999,3.25,89.63,39.2,27.49,4.45,-0.42,5.27,4.38,6.51,0.98,1.46,1.64,14.32,10.89,7.23,50.51,25.49,33.5,0.12,0.06,-5.24,-3.77,0,-1173,-1.39,-2.93,-8.61,-2.83,-16.36,357691.7,,15929.25,67.83,1.45,2.02,2.46,2.98,,,,,,376076.13,,,,17.48,35.52,97.55,17.29,76.01,23.99,-2.44
