[제조]총자본증가율,[제조]자기자본증가율,[제조]매출채권회전률,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]자본분배율,year,label
-3.0,23.56,10.52,30.58,1765.11,64.75,50.9,75.83,49.69,2018,0
187.78,29.41,1.05,-18.31,999.81,218.54,42.5,26.31,3.41,2017,0
40.73,130.41,7.12,1.98,1652.63,114.25,56.2,38.34,31.1,2018,0
7.85,55.43,11.08,-21.54,394.59,179.99,10.92,50.37,78.29,2011,0
-3.61,-4.49,9.06,-29.36,376.89,182.59,10.92,49.91,76.4,2012,0
37.14,-8.49,3.44,-27.14,292.88,257.25,14.33,33.3,63.92,2013,0
13.5,-19.39,8.4,-33.3,215.92,280.45,21.09,28.14,44.41,2014,0
-10.64,38.99,13.43,-41.09,98.12,247.64,17.83,33.18,51.05,2017,0
-8.1,24.99,26.16,14.8,525.46,97.76,29.4,72.22,72.01,2014,0
-10.51,-4.86,21.25,20.07,499.93,84.12,35.42,76.78,57.44,2015,0
-13.54,-8.43,17.08,24.53,457.77,70.82,42.42,81.31,42.73,2016,0
39.42,1.59,22.21,18.37,465.06,112.79,33.17,59.25,56.29,2017,0
17.63,6.63,5.84,38.4,590.17,46.94,67.7,68.82,37.87,2014,0
-2.55,5.7,5.76,43.36,623.82,43.96,67.19,74.65,25.6,2015,0
11.05,7.67,5.01,45.73,671.64,38.95,71.81,72.37,31.89,2016,0
13.96,2.91,4.82,17.11,890.5,75.03,57.95,56.04,14.37,2018,0
-22.02,-9.08,3.79,26.92,420.91,58.64,69.18,52.55,13.52,2012,0
-21.57,-0.51,4.67,16.34,223.39,70.42,68.75,44.37,44.03,2014,0
187.78,333.24,4.0,38.78,455.87,53.84,56.44,80.91,-555.85,2017,0
67.85,89.41,3.96,20.99,243.38,77.58,29.18,91.29,77.83,2018,0
-17.66,-13.77,3.84,42.79,259.62,54.13,49.51,93.27,0.0,2011,0
11.61,11.78,4.45,48.98,253.63,48.48,54.71,93.41,45.47,2012,0
21.47,3.53,8.09,34.33,259.25,56.89,54.71,79.62,24.3,2013,0
-12.17,-5.07,6.59,39.06,246.12,54.61,53.0,86.06,-180.99,2014,0
0.55,7.43,5.72,55.26,220.49,39.9,63.31,91.95,-36.98,2015,0
64.07,28.32,2.67,13.55,203.7,82.08,40.08,73.0,0.0,2016,0
107.75,172.21,5.45,81.09,6407.62,7.43,92.89,87.04,60.68,2016,0
16.57,2.41,6.95,69.19,6407.62,19.94,84.56,77.43,58.48,2017,0
26.03,21.76,11.43,67.03,5352.68,16.42,87.7,74.88,67.6,2018,0
14.88,21.82,7.51,8.38,1138.52,141.21,40.12,42.4,61.95,2011,0
0.57,2.79,6.7,-17.82,1146.95,152.61,33.86,43.34,62.55,2012,0
2.3,0.5,4.14,-18.98,1064.86,165.17,29.68,42.57,57.17,2013,0
5.77,2.61,5.81,-21.71,1092.69,167.16,30.96,41.3,62.41,2014,0
18.9,32.92,5.73,-9.49,1200.57,153.83,28.97,46.17,59.65,2015,0
29.39,1.55,8.92,-3.24,1327.21,153.55,36.81,41.15,43.97,2017,0
48.95,23.39,11.63,1.87,1637.64,170.82,40.66,34.74,84.88,2018,0
-21.93,-2.29,2.44,48.29,746.76,46.04,60.82,85.1,-47.0,2011,0
86.0,42.76,12.62,44.11,1066.05,36.35,76.26,65.31,71.67,2012,0
26.03,27.12,3.78,39.69,1355.17,49.08,67.67,65.88,68.26,2013,0
-11.46,6.6,4.61,44.57,721.9,52.81,58.11,79.32,39.29,2014,0
19.82,0.6,3.72,24.7,726.23,76.08,49.36,66.56,-1.5,2015,0
15.09,-7.48,4.83,6.89,605.04,131.85,25.26,56.69,-254.23,2017,0
-20.47,126.68,8.32,16.05,42.59,56.88,78.83,37.22,0.0,2011,0
-15.25,0.42,8.93,13.31,101.2,77.25,65.93,44.1,-27.71,2012,0
-9.4,-23.07,9.53,13.62,77.85,101.6,61.95,37.45,-63.93,2013,0
0.12,97.93,5.35,42.45,121.27,43.3,67.96,73.99,59.03,2014,0
56.64,-0.84,5.85,33.15,107.38,44.29,79.25,46.84,0.0,2015,0
187.78,333.24,7.13,-24.27,180.87,153.2,30.05,45.66,75.67,2017,0
50.57,34.63,3.27,-1.94,207.27,104.78,57.22,40.82,49.03,2018,0
33.51,1.07,2.85,33.47,424.19,50.79,68.14,62.73,6.27,2017,0
187.78,74.46,17.29,-6.74,451.32,158.97,63.46,22.99,21.87,2018,0
49.95,20.37,6.04,17.66,550.19,99.51,50.48,49.77,48.7,2011,0
21.13,4.31,6.28,6.0,573.91,150.76,35.39,42.86,34.35,2012,0
2.14,6.27,3.84,0.74,609.86,144.99,35.35,44.59,43.04,2013,0
-2.28,8.98,4.05,1.26,644.41,123.66,38.51,49.73,45.17,2014,0
17.25,16.81,6.19,-3.44,661.12,139.5,30.89,49.54,47.2,2015,0
17.24,9.66,9.02,8.23,725.02,132.82,38.45,46.34,49.67,2016,0
4.66,33.93,10.54,8.75,817.68,103.31,38.74,59.3,50.37,2017,0
5.71,20.05,7.69,14.79,944.32,89.04,40.04,67.34,54.47,2018,0
155.89,333.24,13.16,60.72,1772.58,19.88,85.46,73.14,71.54,2014,0
44.16,55.05,14.27,59.42,1205.88,27.49,78.38,78.66,51.88,2015,0
21.74,-10.07,14.87,44.49,1084.4,47.49,62.4,79.18,18.42,2016,0
-7.59,-12.86,16.74,43.03,944.98,49.17,61.44,78.41,24.47,2017,0
-31.89,-4.74,11.51,37.2,900.23,56.75,55.91,77.7,-37.63,2018,0
6.76,-2.26,5.83,26.72,304.3,84.66,51.12,57.73,34.22,2011,0
5.25,-15.75,3.36,26.21,256.37,84.15,61.11,46.22,2.21,2012,0
4.43,10.21,2.47,14.8,266.79,80.25,60.86,48.77,51.9,2013,0
-12.95,-28.83,2.17,0.71,189.86,110.73,55.84,39.88,0.0,2014,0
-21.61,-15.13,3.59,-7.94,136.69,120.93,47.8,43.17,0.0,2015,0
28.71,45.41,4.82,4.48,185.81,98.44,51.99,48.77,38.58,2016,0
9.41,14.91,8.61,8.97,369.39,88.9,60.15,44.82,22.31,2011,0
-12.68,-5.18,6.65,7.52,339.2,92.45,55.0,48.67,3.9,2012,0
-5.97,-5.55,6.16,7.08,320.4,92.71,53.52,50.14,7.55,2013,0
15.75,33.68,6.11,19.7,330.37,71.31,58.81,57.76,42.35,2014,0
2.73,7.54,5.63,24.37,355.3,64.0,61.06,60.84,34.21,2015,0
10.15,-7.83,10.06,19.2,341.12,67.61,68.55,46.52,-1.83,2017,0
-12.05,-7.7,11.12,19.9,314.87,66.04,68.01,48.44,4.98,2018,0
103.46,131.25,2.63,59.38,3658.96,33.96,71.2,84.81,59.76,2013,0
33.36,20.34,2.03,57.02,4053.78,37.68,67.26,86.89,45.28,2014,0
2.77,5.6,2.64,53.85,3983.22,45.96,56.44,94.77,37.84,2015,0
35.9,-9.93,2.46,50.59,3479.46,74.02,53.23,63.19,25.0,2016,0
1.57,-15.19,5.79,18.25,2445.79,125.17,42.7,45.78,-41.84,2018,0
47.72,10.64,3.36,42.04,942.85,65.88,60.84,59.44,29.01,2016,0
26.0,36.68,4.6,52.78,1790.83,40.14,66.54,83.35,33.17,2018,0
34.39,65.76,6.69,37.59,1475.96,63.62,53.73,72.73,69.17,2015,0
4.9,6.79,5.45,27.08,1576.16,73.42,45.53,74.19,57.29,2016,0
-3.33,7.53,9.87,30.21,1694.9,69.28,42.81,82.55,61.45,2017,0
17.94,6.81,16.14,40.76,1810.41,64.63,51.7,74.74,43.59,2018,0
57.36,129.41,7.87,37.1,894.56,52.66,67.63,61.46,53.82,2015,0
-5.61,6.95,3.23,37.11,956.75,56.31,60.78,69.64,39.47,2016,0
83.87,1.79,4.53,19.6,973.92,55.38,78.65,38.56,21.57,2017,0
17.98,13.77,5.42,18.37,1108.01,78.47,70.83,37.18,38.7,2018,0
13.7,-10.87,3.73,8.02,633.92,105.89,55.47,42.05,0.31,2011,0
0.53,1.26,3.41,16.08,641.91,73.33,68.94,42.36,35.13,2012,0
-18.22,-27.78,3.76,17.72,443.69,102.82,61.54,37.41,-201.2,2013,0
-0.1,-2.64,3.8,10.54,431.96,126.69,53.81,36.46,-9.36,2014,0
-26.64,-28.46,6.41,-18.9,235.04,169.73,39.66,35.55,0.0,2015,0
-47.32,1.03,0.93,-11.05,73.27,121.25,16.32,69.01,0.0,2013,0
2.93,-23.82,6.61,16.61,329.08,78.74,52.08,60.86,0.0,2015,0
15.99,-0.35,6.4,-16.47,265.46,140.74,27.03,51.85,0.0,2016,0
-28.39,-8.86,3.86,-6.33,198.37,111.36,30.14,62.73,0.0,2017,0
-5.8,-10.06,6.12,-15.92,174.31,136.56,22.96,56.42,0.0,2018,0
-7.4,12.77,6.91,31.87,587.41,49.75,70.65,59.01,54.1,2011,0
14.0,24.83,9.38,33.52,662.81,54.75,59.88,73.28,37.94,2013,0
15.08,18.15,9.16,46.31,783.1,39.27,70.46,75.24,58.33,2014,0
34.0,44.05,8.3,60.86,1029.18,25.46,79.41,80.88,46.04,2015,0
1.42,-8.55,6.35,41.88,910.37,44.33,67.67,72.93,-44.09,2016,0
-4.88,-6.73,7.65,40.69,849.13,45.68,67.56,71.02,-40.42,2017,0
-0.62,0.18,7.23,46.87,850.68,38.13,72.2,72.89,43.29,2018,0
10.17,7.8,3.17,52.25,779.03,33.55,74.08,77.27,30.86,2011,0
-13.77,-16.57,3.21,33.94,649.93,58.82,56.03,74.76,12.9,2012,0
15.47,11.04,2.92,34.62,721.69,55.7,59.96,71.89,39.73,2013,0
4.3,3.63,2.31,41.26,747.86,46.69,66.65,71.43,38.48,2014,0
8.56,10.34,2.07,46.4,825.22,42.37,69.23,72.62,46.84,2015,0
12.24,18.75,1.92,49.88,979.92,38.07,70.75,76.83,44.1,2016,0
22.25,-1.85,1.92,31.58,822.96,55.45,65.8,61.68,27.19,2017,0
5.57,2.87,2.67,39.25,782.94,48.5,70.89,60.01,11.8,2018,0
67.86,102.79,7.33,30.61,598.17,60.99,53.59,76.09,54.74,2016,0
-10.08,0.17,3.02,22.49,599.18,75.36,36.12,84.76,31.41,2017,0
180.41,13.12,2.5,-5.92,225.94,120.81,58.69,34.2,9.93,2018,0
82.17,139.46,4.1,65.3,1522.02,28.6,74.91,87.73,0.0,2018,0
187.78,333.24,9.39,81.09,529.33,8.36,92.58,88.84,-387.54,2015,0
-19.95,-1.79,3.12,34.63,666.47,54.98,59.36,73.92,0.0,2017,0
30.57,-12.68,4.56,19.99,281.15,138.92,31.32,49.44,0.0,2018,0
-8.54,-22.86,4.0,-17.68,449.1,167.08,35.87,38.38,-125.95,2011,0
-0.6,23.65,2.93,53.6,1583.35,23.17,84.15,68.42,45.51,2011,0
32.32,33.61,2.86,55.79,1011.86,20.48,85.85,69.09,42.76,2012,0
23.94,17.37,3.12,51.48,1187.57,21.72,85.79,65.42,41.19,2013,0
-5.71,10.64,4.05,31.39,1313.89,59.56,54.28,76.77,30.43,2014,0
4.22,-8.43,4.77,20.64,1121.16,70.82,50.67,69.66,-19.17,2017,0
9.94,0.98,8.31,11.9,422.55,113.72,43.83,49.4,26.17,2011,0
-9.38,1.05,7.57,19.32,441.41,103.42,43.04,55.08,28.26,2012,0
9.59,6.52,8.42,20.58,470.19,99.54,46.8,53.45,30.01,2013,0
26.97,34.19,8.84,19.55,465.04,95.6,46.24,56.23,21.87,2014,0
3.69,-3.11,9.18,9.41,450.59,138.18,27.41,52.53,9.89,2015,0
13.66,6.41,9.87,11.27,479.47,133.87,34.19,49.16,26.22,2016,0
19.09,37.47,9.52,20.67,454.93,95.73,45.99,56.42,27.81,2017,0
0.42,-4.13,8.86,27.03,436.14,106.74,42.47,53.9,19.54,2018,0
24.57,18.69,20.47,48.56,672.77,53.04,57.82,79.54,75.5,2011,0
2.69,8.05,15.36,38.66,726.38,63.32,47.0,83.69,63.82,2012,0
-20.48,-19.62,6.01,40.02,583.84,61.83,47.69,84.59,0.0,2013,0
-7.83,-12.09,8.67,38.57,497.16,67.26,45.73,80.69,-231.01,2014,0
-1.21,2.49,9.89,38.56,509.55,65.47,45.2,83.71,39.94,2015,0
-15.26,-14.09,7.62,37.71,437.74,66.56,43.52,84.86,-20.3,2016,0
-32.13,-25.75,8.47,39.61,325.02,58.48,45.71,92.84,-192.77,2017,0
3.12,3.94,4.25,42.91,337.81,55.34,48.22,93.57,47.26,2018,0
36.74,237.22,3.9,43.58,1011.56,45.43,68.87,68.53,56.63,2011,0
-14.8,-37.46,3.01,32.26,632.68,93.1,53.17,50.31,0.0,2012,0
3.66,-8.67,5.96,1.62,561.05,113.93,49.51,44.32,-15.11,2013,0
-4.48,-47.85,3.68,-2.38,222.57,146.82,64.47,24.2,0.0,2014,0
130.59,333.24,10.52,13.69,869.81,95.37,51.71,50.63,66.38,2015,0
27.74,-4.19,7.91,5.49,747.59,118.75,54.48,38.34,-710.1,2016,0
26.81,-55.77,9.84,-36.34,321.61,413.18,45.16,13.27,0.0,2017,0
-15.52,59.75,59.98,-46.37,463.98,319.05,19.9,25.1,44.54,2018,0
180.03,214.04,2.93,81.09,1450.38,14.15,86.98,92.02,68.76,2018,0
37.9,-2.74,16.71,5.77,797.12,143.73,43.61,39.23,47.37,2011,0
18.59,1.09,16.79,3.51,805.78,165.33,43.76,34.02,43.52,2012,0
10.58,9.97,12.69,-4.39,886.1,177.27,41.8,32.83,22.23,2013,0
3.02,20.41,10.65,2.87,774.1,146.22,45.26,37.43,40.51,2014,0
3.5,-8.54,9.82,7.96,708.01,166.39,41.61,35.09,31.33,2015,0
20.36,74.37,10.16,12.78,756.59,109.63,52.75,43.1,50.38,2016,0
30.99,38.38,11.1,21.33,987.61,84.81,60.61,46.45,59.23,2017,0
24.67,15.87,10.86,17.59,1136.03,92.29,60.13,43.2,60.13,2018,0
33.27,41.02,1.39,35.51,1056.9,54.77,64.93,64.03,37.83,2016,0
-0.23,-30.76,1.16,8.19,731.8,98.8,55.45,45.09,0.0,2017,0
2.5,4.67,1.34,11.1,707.17,90.8,58.42,45.79,14.12,2018,0
10.91,7.87,10.36,73.63,2715.77,10.87,91.05,82.29,67.79,2011,0
2.6,7.1,4.9,68.32,3368.51,14.44,88.53,79.42,55.33,2013,0
9.12,9.07,4.56,69.47,3674.19,13.31,89.44,79.38,56.89,2014,0
23.02,16.33,5.49,65.41,4274.13,14.52,89.1,75.07,62.11,2015,0
4.97,9.52,5.5,70.0,4681.15,11.95,90.64,78.33,54.13,2016,0
12.0,8.29,5.52,67.68,5069.08,11.29,91.45,75.74,43.34,2017,0
11.62,8.34,5.3,58.09,5491.95,22.26,83.64,73.51,45.8,2018,0
2.31,8.23,4.61,6.93,1799.14,100.46,47.22,52.54,56.47,2012,0
10.39,16.56,5.13,5.33,2088.45,96.33,46.56,55.48,61.03,2013,0
41.34,25.67,4.63,8.18,2592.34,85.25,57.95,49.33,66.33,2014,0
-5.45,5.03,4.15,19.99,2722.82,83.83,54.06,54.8,50.87,2015,0
-8.75,-10.09,3.71,22.18,2448.11,82.98,55.2,53.99,50.58,2016,0
-2.37,2.6,4.64,17.33,2511.83,76.93,56.34,56.75,51.55,2017,0
-1.86,3.88,3.84,25.13,2609.35,70.44,57.69,60.06,50.17,2018,0
-2.11,4.37,7.85,37.72,958.59,57.57,54.57,78.92,36.67,2011,0
2.56,9.91,10.53,30.95,1024.21,68.13,42.38,84.58,37.84,2012,0
19.83,10.08,13.19,30.52,1106.28,65.7,48.8,77.93,32.33,2013,0
10.16,6.49,9.64,30.44,1154.96,64.85,50.69,76.04,41.75,2014,0
8.18,12.99,14.64,24.81,1267.66,75.33,39.9,79.78,44.78,2015,0
25.88,11.41,12.35,23.45,1346.25,74.79,47.11,70.72,40.65,2016,0
31.46,31.39,14.11,38.94,1685.91,59.64,58.05,70.33,57.71,2017,0
14.61,14.38,12.75,22.81,1833.02,73.85,48.09,70.3,45.07,2018,0
7.51,-0.4,4.3,-1.66,1137.4,126.1,29.41,55.98,0.0,2011,0
-0.28,-1.22,5.28,-9.06,1123.48,138.56,23.49,55.21,0.0,2012,0
-47.32,-76.57,5.25,-46.37,110.89,468.34,32.73,12.8,0.0,2013,0
-29.65,124.08,6.97,-20.73,200.17,159.65,30.74,43.38,7.31,2014,0
-20.86,-11.32,8.54,-10.96,234.89,124.13,24.11,61.14,62.16,2015,0
6.45,20.96,11.64,7.82,284.13,98.72,31.42,69.47,71.42,2016,0
13.65,26.92,8.71,15.74,352.59,88.6,31.26,77.59,62.9,2017,0
-6.98,-5.81,5.62,18.66,331.8,82.81,34.94,78.56,48.1,2018,0
11.74,8.21,3.94,54.72,1245.65,33.28,74.09,77.88,47.34,2011,0
16.23,20.8,3.78,62.47,1502.29,27.36,77.85,80.94,44.45,2012,0
15.95,9.17,4.28,56.29,1636.58,32.26,75.18,76.92,48.92,2013,0
15.9,11.75,4.9,55.37,1814.27,31.31,76.75,74.25,46.35,2014,0
7.91,9.7,4.62,56.22,1985.05,29.95,77.31,75.77,45.02,2015,0
14.11,-1.1,4.17,52.06,1961.09,31.75,78.6,67.4,42.06,2016,0
-2.39,4.8,3.62,50.15,2055.19,33.79,75.23,73.32,36.35,2017,0
14.84,8.37,4.75,50.83,2226.51,35.47,74.09,73.04,26.57,2018,0
66.05,139.71,4.79,77.01,294.29,16.92,84.62,90.88,27.09,2018,0
7.99,5.58,6.34,-11.39,791.77,172.37,49.29,29.42,37.85,2011,0
-5.12,5.23,7.21,-6.81,833.2,170.69,44.31,32.63,37.48,2012,0
1.38,9.7,7.99,-6.5,914.06,160.39,43.37,35.3,39.18,2013,0
10.2,9.57,7.21,-4.31,1001.57,157.5,44.71,35.1,38.16,2014,0
2.8,12.89,7.64,-2.89,1130.69,148.4,42.79,38.55,38.23,2015,0
1.49,18.52,6.25,-0.29,1609.42,121.02,39.83,49.72,45.41,2017,0
3.74,13.76,6.35,9.13,915.42,105.8,42.32,54.52,47.37,2018,0
62.81,-3.85,3.69,-4.25,1635.43,304.97,49.64,16.51,53.4,2011,0
13.48,-52.2,2.51,-1.11,781.81,468.34,42.95,8.93,37.13,2012,0
0.63,-27.28,5.85,-9.43,568.53,468.34,38.1,9.85,48.97,2013,0
11.93,54.51,8.01,-20.23,511.87,468.34,34.3,11.87,46.74,2014,0
-2.8,15.8,8.62,-29.27,592.77,468.34,31.52,14.4,51.9,2015,0
-2.53,73.04,7.89,-31.09,992.27,334.89,33.48,19.86,58.23,2016,0
-3.56,22.37,8.03,-22.06,649.31,283.51,35.14,22.88,44.34,2017,0
15.22,-6.63,9.79,-16.55,606.27,340.77,43.77,16.5,47.48,2018,0
44.12,16.74,6.43,21.85,709.57,79.65,43.18,71.34,52.11,2011,0
-29.98,-37.83,3.51,69.85,317.51,7.43,92.89,66.85,0.0,2013,0
187.78,148.81,2.54,41.03,267.04,27.51,86.03,50.79,85.04,2014,0
-1.33,3.08,4.54,-39.38,174.59,268.52,29.74,26.17,41.19,2011,0
-24.02,16.95,5.2,-33.66,204.19,190.59,23.24,40.28,68.32,2012,0
-0.66,27.16,6.76,-24.88,259.65,158.86,18.1,51.55,69.64,2013,0
31.17,36.48,3.36,-12.05,322.86,135.21,27.47,53.64,68.75,2014,0
8.23,16.69,4.85,-7.42,375.39,126.47,26.85,57.84,61.36,2015,0
8.98,8.54,4.64,-6.76,407.46,125.88,27.28,57.77,55.04,2016,0
4.14,8.38,4.63,-5.04,441.59,123.88,25.85,59.85,52.04,2017,0
8.66,6.26,4.75,-3.63,469.22,124.75,29.04,56.88,51.71,2018,0
16.62,14.15,20.33,-29.56,327.47,232.32,42.51,24.75,38.61,2011,0
-15.48,5.5,23.0,-31.25,345.49,217.5,32.82,30.89,34.75,2012,0
-7.44,5.43,21.88,-34.38,364.24,221.63,22.03,35.18,26.95,2013,0
31.23,-4.14,12.72,-20.61,507.52,182.32,24.85,41.22,1.69,2015,0
8.6,-6.31,13.86,-19.22,475.5,183.69,31.83,37.11,9.37,2016,0
-10.39,-13.33,13.69,-2.29,412.11,113.05,48.25,45.77,17.8,2017,0
-36.2,-45.55,12.83,23.16,224.38,76.75,59.43,52.86,-107.46,2018,0
30.68,83.91,6.78,25.16,2571.7,78.83,40.76,75.15,37.07,2015,0
11.31,12.38,7.46,24.46,2890.18,80.77,38.72,75.87,37.72,2016,0
9.75,4.06,7.01,14.94,3007.64,91.51,34.16,71.94,24.94,2017,0
10.27,2.76,7.2,17.64,3090.63,99.69,33.17,67.04,26.56,2018,0
-14.14,5.88,9.18,8.27,889.72,105.45,54.74,42.93,41.66,2011,0
-3.64,2.41,9.45,1.51,911.16,99.11,54.79,45.62,39.2,2012,0
-7.65,0.96,15.22,1.5,919.87,108.14,46.07,49.87,44.26,2013,0
38.68,2.3,8.16,2.15,940.99,103.77,61.83,36.79,38.29,2014,0
-11.9,2.44,6.54,-0.29,963.94,109.94,52.97,42.77,38.24,2015,0
-17.19,-4.27,7.86,2.65,922.79,95.72,52.67,49.45,29.81,2016,0
-15.72,-27.13,7.09,-0.97,672.43,119.95,49.58,42.03,-26.3,2017,0
6.36,3.2,8.08,0.76,693.96,112.2,51.05,43.63,31.53,2018,0
60.75,64.97,3.77,16.71,905.04,75.81,60.54,52.05,28.36,2014,0
6.21,6.44,2.46,15.08,903.89,87.42,54.4,52.17,17.36,2015,0
166.07,47.48,1.58,23.43,651.23,56.97,83.53,28.92,49.21,2016,0
18.44,-11.56,2.89,13.18,575.92,83.22,82.03,21.59,-8.67,2017,0
1.29,3.46,5.97,2.86,67.55,122.99,55.32,36.33,56.77,2011,0
-28.94,-48.05,6.71,-8.19,156.23,162.24,51.83,29.69,-710.1,2012,0
26.6,17.5,5.82,3.68,254.12,99.5,44.85,55.43,60.94,2011,0
7.27,9.82,5.03,13.7,544.51,91.35,34.1,72.14,83.54,2011,0
17.26,20.24,5.55,18.74,593.67,85.97,36.4,73.98,78.35,2012,0
70.85,5.38,13.21,-6.4,625.6,139.95,23.98,54.32,69.94,2013,0
19.89,20.88,25.38,9.15,756.24,121.72,32.64,55.34,69.19,2014,0
16.82,-1.31,23.3,-3.15,746.32,136.6,35.34,47.33,70.01,2015,0
10.04,4.83,25.66,-7.48,782.36,131.26,38.98,46.48,71.25,2016,0
49.52,19.26,29.55,4.65,933.02,105.16,55.98,41.86,72.95,2017,0
62.63,109.34,32.84,36.25,1953.19,52.18,67.37,62.54,32.92,2018,0
32.76,202.69,10.41,32.72,1867.4,72.66,52.94,64.77,55.01,2015,0
31.85,5.52,3.89,23.01,1970.56,72.55,62.39,51.83,36.39,2016,0
42.15,29.18,8.56,41.18,2545.62,70.94,66.58,47.11,61.02,2017,0
8.13,-13.61,5.14,3.06,865.02,145.5,45.24,37.64,-9.98,2018,0
-3.53,3.55,4.19,10.99,728.74,92.75,51.64,52.15,38.4,2011,0
9.78,4.49,4.56,9.2,789.01,92.85,53.03,50.59,36.43,2013,0
11.98,4.21,4.76,4.66,822.25,106.59,49.44,47.43,34.93,2014,0
9.49,3.1,4.83,9.17,847.71,111.49,49.96,44.89,33.23,2015,0
2.26,7.62,4.91,11.22,912.29,104.72,51.38,46.43,39.62,2016,0
0.53,9.11,5.49,13.44,995.41,94.09,52.75,50.22,40.84,2017,0
6.2,28.16,5.93,18.62,867.56,81.11,53.11,57.81,39.92,2018,0
-2.01,7.01,3.89,46.82,1664.86,46.81,61.0,83.33,56.09,2011,0
4.95,10.41,4.37,57.71,1813.13,36.66,67.86,87.67,65.57,2012,0
9.54,12.26,3.85,65.18,2035.43,30.27,72.8,89.85,69.61,2013,0
4.23,6.91,3.47,74.17,1678.42,22.06,79.67,92.17,63.55,2014,0
6.63,6.74,3.69,75.48,1791.63,20.52,81.07,92.26,63.09,2015,0
10.56,9.99,3.51,65.4,1970.54,31.19,71.38,91.79,62.67,2016,0
-3.27,-1.41,3.38,50.52,1942.81,47.57,55.5,93.55,39.22,2017,0
2.64,3.28,3.57,38.05,2006.54,61.79,41.83,94.14,39.67,2018,0
-7.57,-13.02,4.9,26.16,667.0,77.21,39.45,78.42,8.82,2011,0
3.4,-0.8,5.79,22.0,661.65,78.33,41.07,75.23,17.41,2012,0
42.07,-33.22,3.7,-8.86,435.6,177.62,37.19,35.36,-19.93,2013,0
-5.25,-24.26,5.12,12.65,319.35,217.05,33.88,30.46,-5.08,2014,0
31.69,20.94,5.29,24.19,506.44,134.14,35.89,47.79,21.22,2016,0
67.78,83.34,3.88,24.64,548.15,101.32,47.09,52.22,22.97,2017,0
10.56,13.49,4.1,11.25,570.22,98.12,47.14,53.87,23.01,2018,0
5.14,-70.98,7.07,-33.97,252.96,468.34,42.48,8.93,0.0,2011,0
-15.61,166.81,8.5,8.83,63.61,235.47,33.83,28.1,74.6,2013,0
-9.96,-58.92,8.2,-0.64,42.59,468.34,28.2,12.82,-564.73,2014,0
7.07,33.39,8.32,-37.25,153.36,384.82,38.54,15.97,9.95,2015,0
-47.32,-74.39,5.49,-1.99,101.12,126.79,78.0,17.35,0.0,2011,0
3.68,26.04,7.79,-14.59,127.45,198.44,58.14,21.09,61.41,2012,0
1.29,5.75,6.9,-37.32,124.73,273.22,39.83,22.02,44.14,2013,0
17.91,82.59,9.08,-17.67,124.89,155.39,47.01,34.1,47.53,2014,0
26.26,38.49,9.29,-35.56,136.44,199.21,25.49,37.4,54.73,2015,0
-9.27,10.82,8.33,7.07,117.01,129.67,45.63,41.93,24.33,2017,0
16.49,56.94,8.88,11.42,92.62,89.6,52.38,53.15,-442.21,2018,0
25.39,6.45,3.81,21.31,462.9,63.32,74.85,39.72,27.32,2012,0
-7.22,24.49,4.09,25.36,567.51,67.62,63.97,53.29,16.32,2013,0
14.37,0.2,4.55,22.85,566.76,66.61,68.9,46.69,15.1,2014,0
47.56,10.35,4.76,7.08,600.64,97.21,66.06,34.91,12.84,2015,0
-3.33,3.43,5.39,2.47,608.94,109.49,59.1,37.35,17.23,2016,0
10.71,3.89,5.86,1.11,632.61,110.2,61.37,35.05,15.94,2017,0
-1.31,7.63,6.88,7.86,680.88,92.85,64.51,38.23,25.92,2018,0
-1.25,4.14,5.77,4.84,318.62,100.33,46.2,53.62,-264.18,2011,0
-10.27,-4.49,5.79,26.82,222.24,76.06,56.76,56.85,0.0,2012,0
-12.55,-11.13,6.64,22.3,197.51,75.08,55.79,58.88,-560.87,2013,0
-3.66,-1.77,5.65,21.73,187.02,77.02,53.74,60.06,-77.73,2014,0
36.48,24.19,5.25,17.72,216.29,70.45,61.69,54.38,24.34,2015,0
-17.55,0.43,1.26,21.14,205.35,80.92,42.98,70.47,0.0,2016,0
73.29,117.92,2.06,59.2,324.17,25.05,81.58,73.54,81.56,2018,0
48.36,283.72,1.04,54.59,673.81,50.31,67.42,64.77,0.0,2018,0
-1.44,6.99,2.68,3.22,709.03,171.16,44.36,32.5,46.69,2012,0
-3.53,10.08,3.61,-0.39,780.47,155.16,42.62,36.98,49.07,2013,0
-2.87,9.45,3.31,0.21,854.25,149.56,37.67,41.67,45.02,2014,0
-9.39,8.81,3.21,-4.74,1033.55,129.8,32.39,52.09,43.8,2016,0
-1.79,-4.52,3.45,-5.12,986.8,125.16,36.62,50.64,31.25,2017,0
-6.72,-3.8,2.96,-2.23,949.26,118.16,38.2,52.3,26.58,2018,0
23.9,181.31,7.14,31.74,1890.52,65.17,54.6,69.67,51.22,2014,0
6.3,1.15,5.75,30.65,1912.18,66.99,55.59,66.29,24.01,2015,0
20.38,11.66,4.57,27.23,2135.1,66.92,58.85,61.49,36.04,2016,0
6.81,21.07,4.07,33.77,1729.98,57.97,59.6,69.7,5.89,2017,0
3.22,1.64,4.85,31.93,1758.43,61.91,57.51,68.63,27.92,2018,0
