[제조]총자본증가율,[제조]자기자본증가율,[제조]매출채권회전률,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]자본분배율,year,label
7.5,3.5,4.0,18.93,417.4,66.43,65.44,52.02,16.83,2020,0
25.1,25.78,5.44,43.57,692.08,48.82,59.08,83.82,69.23,2014,0
8.53,15.92,5.85,47.17,790.66,48.34,56.72,89.53,69.68,2015,0
14.64,14.92,5.9,57.86,908.62,36.67,67.09,89.75,65.9,2016,0
12.79,15.01,6.08,63.15,1045.03,32.14,70.59,91.52,63.13,2017,0
9.87,9.64,7.28,60.6,1145.82,35.01,68.02,91.33,60.18,2018,0
14.5,13.54,8.94,66.36,1300.91,28.13,74.52,90.57,64.88,2019,0
9.19,10.34,10.88,65.32,1435.37,30.67,71.93,91.52,66.86,2020,0
3.11,21.79,3.73,-4.35,814.84,125.24,47.94,41.57,65.36,2011,0
6.76,18.57,4.9,3.53,876.4,114.56,47.13,46.16,70.57,2012,0
17.52,17.84,5.81,-3.53,1023.73,132.18,37.05,47.62,65.43,2013,0
3.97,-31.42,2.97,-21.67,702.02,217.17,33.17,30.77,-166.23,2014,0
2.98,5.74,4.81,-15.56,742.34,207.26,36.49,30.64,57.17,2015,0
-5.79,10.52,4.32,-22.63,800.7,184.2,36.4,34.53,59.56,2016,0
-1.78,14.51,5.39,-18.19,839.88,165.8,31.0,41.62,56.63,2017,0
5.26,2.6,5.82,-18.13,861.7,179.05,29.51,39.37,48.01,2018,0
20.44,10.26,8.36,-6.77,950.08,187.79,34.61,34.82,38.28,2019,0
0.66,-9.38,6.71,-15.38,820.39,206.71,29.2,34.25,16.04,2020,0
114.87,177.16,12.59,54.57,498.61,38.38,68.1,83.13,5.03,2018,0
-2.16,0.46,11.88,56.72,495.33,38.44,67.19,85.35,-2.14,2019,0
-0.96,-5.14,13.27,48.77,466.75,46.32,62.14,81.75,-53.98,2020,0
-0.25,-1.44,16.11,23.37,641.62,70.45,54.63,64.39,54.92,2011,0
14.46,21.71,14.58,16.05,780.88,80.09,45.16,68.47,40.7,2012,0
0.72,-0.36,11.53,21.23,778.09,72.62,50.81,67.73,40.83,2013,0
-6.98,-3.46,10.96,24.16,751.19,69.19,51.36,70.3,36.66,2014,0
14.78,-4.85,11.07,18.89,714.8,90.61,47.08,58.41,32.26,2015,0
-9.43,-18.95,10.62,8.18,579.35,121.1,36.92,52.09,22.5,2016,0
-12.61,-8.82,9.41,5.06,528.25,100.07,45.55,54.42,27.64,2017,0
-2.34,-2.36,9.89,4.49,515.8,98.99,46.14,54.41,29.77,2018,0
-2.04,0.17,10.8,4.66,516.67,101.59,43.48,55.63,33.79,2019,0
0.91,-4.04,11.62,4.25,495.82,100.93,46.6,52.91,20.77,2020,0
55.65,32.47,18.25,1.07,870.02,111.6,50.21,44.62,63.0,2011,0
17.49,17.97,14.13,-6.7,1018.96,127.12,43.05,44.8,59.99,2012,0
26.22,43.66,15.46,-2.5,981.54,113.47,42.14,50.99,61.05,2013,0
35.51,12.84,12.17,-7.56,1036.94,130.63,44.41,42.56,54.03,2014,0
32.33,49.08,12.07,-7.51,1367.42,120.12,42.48,47.89,58.63,2015,0
8.12,19.89,11.7,9.41,1562.06,104.82,44.48,52.97,61.69,2016,0
14.88,38.64,10.46,8.77,1911.82,91.06,41.8,63.92,62.26,2017,0
8.02,18.24,10.66,6.85,2149.91,92.22,35.44,70.01,62.39,2018,0
13.06,31.26,9.66,22.04,2419.79,73.88,39.98,81.25,65.03,2019,0
0.97,-1.05,9.04,22.44,2394.29,72.96,41.88,79.66,59.1,2020,0
25.88,6.51,4.29,-11.48,183.58,215.63,35.82,29.76,85.04,2011,0
23.4,14.58,3.25,-5.93,210.34,192.3,46.86,27.63,84.91,2012,0
0.05,12.05,2.45,-10.44,235.69,205.05,36.53,30.95,85.04,2013,0
14.05,16.92,4.15,-16.0,275.57,195.87,37.85,31.73,85.04,2014,0
-12.64,7.59,3.24,-9.04,296.49,163.89,35.95,39.08,85.04,2015,0
-23.3,1.62,3.79,-2.07,301.28,139.1,27.98,51.77,83.16,2016,0
-11.84,-4.25,4.07,-3.73,288.48,125.01,29.7,56.23,82.8,2017,0
-3.53,-8.4,2.84,-7.05,264.26,134.75,28.05,53.39,80.46,2018,0
14.42,0.08,2.31,-8.9,264.48,134.01,37.41,46.7,80.04,2019,0
-2.92,1.49,1.8,-3.76,268.44,123.55,39.68,48.83,77.15,2020,0
-0.16,6.84,5.8,4.93,910.84,140.92,14.21,60.88,59.77,2011,0
0.75,6.58,6.01,0.59,970.8,130.49,15.96,64.4,57.81,2012,0
13.16,6.64,5.62,-2.16,1035.24,144.19,12.48,60.69,53.97,2013,0
6.13,5.43,6.69,-10.36,1091.48,153.22,10.92,60.3,46.95,2014,0
1.27,5.24,6.93,-15.31,1148.71,141.07,11.6,62.66,49.42,2015,0
34.46,20.06,7.12,-3.54,1077.21,159.35,10.92,55.95,58.75,2016,0
8.64,11.92,8.96,-9.51,1205.57,158.6,10.92,57.13,65.9,2017,0
11.08,8.39,9.72,-9.32,1281.14,160.41,10.92,55.75,67.13,2018,0
16.13,15.6,12.41,-10.5,1480.94,155.64,13.64,55.49,77.58,2019,0
7.13,16.64,11.87,-10.04,1727.41,141.08,14.76,60.42,79.34,2020,0
187.78,225.5,3.37,12.83,106.24,89.4,50.39,55.49,0.0,2015,0
-42.63,-33.54,5.01,45.38,58.82,27.71,82.66,62.59,85.04,2016,0
-3.86,0.12,6.05,41.42,161.88,37.44,75.28,66.03,49.01,2017,0
173.73,-33.05,5.53,-37.95,108.38,336.71,45.62,16.15,0.0,2018,0
-2.09,122.48,9.97,-6.22,187.97,136.41,49.94,36.7,0.0,2019,0
-25.53,27.29,4.98,25.27,223.85,78.9,50.5,62.73,67.17,2020,0
8.8,63.07,7.04,62.45,1149.33,19.25,85.74,74.08,31.61,2014,0
47.38,34.87,6.06,57.01,1550.07,18.41,87.52,67.79,65.16,2015,0
187.78,318.58,6.2,66.37,1931.05,28.63,73.64,92.09,13.16,2016,0
17.58,-9.84,6.39,72.31,1726.42,27.63,80.28,71.37,0.0,2017,0
-11.11,-16.87,7.69,36.19,1435.17,48.2,67.99,66.41,0.0,2018,0
-7.85,9.5,6.19,30.09,1324.48,62.43,50.59,79.15,-38.62,2019,0
-12.28,-12.34,5.43,23.67,1161.01,75.59,39.23,80.39,-156.27,2020,0
7.78,53.31,5.3,-18.73,165.58,270.57,38.75,22.64,-33.6,2011,0
-39.31,-71.67,4.78,-46.37,42.59,468.34,35.23,8.93,0.0,2012,0
-47.32,-28.6,4.13,-46.37,42.59,468.34,26.66,10.13,0.0,2013,0
-47.32,-76.57,3.35,-46.37,42.59,7.43,82.35,8.93,0.0,2014,1
27.46,19.52,3.07,0.93,1425.37,144.81,55.68,30.61,46.62,2011,0
17.0,24.15,3.26,13.02,1592.77,136.87,55.62,32.42,46.68,2012,0
0.22,5.47,3.43,17.2,1624.72,138.91,52.71,34.04,37.64,2013,0
2.96,2.16,3.88,6.09,1659.76,144.0,51.19,33.9,41.7,2014,0
2.12,23.39,4.11,4.23,1776.97,129.24,47.07,40.96,41.37,2015,0
7.24,6.41,3.85,4.24,1801.85,140.77,42.79,40.64,40.84,2016,0
11.31,17.1,3.84,7.41,1978.75,127.16,44.97,43.28,47.83,2017,0
12.18,4.41,4.05,9.18,2065.97,127.47,48.69,40.25,39.48,2018,0
1.83,-1.31,5.17,6.87,2038.9,134.9,47.29,39.07,29.44,2019,0
0.88,-10.2,5.26,1.88,1644.99,153.01,46.65,34.87,12.6,2020,0
142.32,261.62,12.19,66.79,2879.0,21.2,82.09,84.5,75.35,2011,0
29.97,27.5,11.8,61.25,1830.51,26.34,78.16,82.89,71.83,2012,0
12.39,13.37,8.34,56.98,2059.54,33.15,71.81,85.04,64.9,2013,0
157.83,60.54,12.62,64.51,2306.38,35.91,74.03,72.31,62.93,2014,0
10.25,14.91,12.3,54.26,2650.18,48.09,65.5,71.74,57.64,2015,0
29.7,37.89,12.98,42.74,3334.8,60.07,56.77,71.97,52.97,2016,0
19.88,22.05,10.71,40.09,3704.84,63.97,52.64,74.04,46.27,2017,0
1.84,4.95,9.46,28.6,3888.12,80.46,39.15,75.62,44.15,2018,0
-13.12,-6.38,13.91,16.23,3637.53,84.4,31.07,81.66,23.71,2019,0
5.13,4.33,14.25,26.06,3751.05,70.4,45.2,77.84,43.52,2020,0
7.01,6.07,3.65,-12.11,413.17,167.67,14.31,51.11,34.42,2011,0
1.84,1.54,3.69,-12.41,419.53,170.52,13.11,50.96,26.66,2012,0
18.32,1.86,7.7,-34.37,427.35,202.49,11.16,43.87,22.7,2013,0
-16.86,4.01,7.2,13.41,444.48,123.23,32.37,54.88,-94.26,2014,0
-10.48,-4.52,4.11,6.34,422.42,144.71,15.3,58.53,10.57,2015,0
2.59,3.42,4.1,-4.66,436.87,139.53,17.7,58.99,15.55,2016,0
-4.29,3.84,3.72,2.4,453.63,130.16,17.06,63.72,19.48,2017,0
-4.36,-1.26,3.94,5.09,447.89,129.74,14.66,65.78,15.67,2018,0
-1.36,-2.48,4.29,12.41,436.77,123.08,19.12,65.71,7.0,2019,0
5.75,3.5,4.6,16.63,452.08,117.63,24.3,64.35,10.49,2020,0
92.16,109.76,12.7,76.68,521.83,23.73,77.96,92.89,67.49,2020,0
8.29,14.91,4.16,-1.14,174.51,129.7,35.1,50.04,60.86,2011,0
-7.1,-11.28,4.8,3.48,146.41,150.45,30.2,46.39,0.0,2012,0
9.58,1.01,4.32,-1.46,124.04,179.97,26.75,40.7,-62.94,2013,0
-0.34,-12.41,6.27,-22.17,108.65,214.32,26.39,34.34,-5.89,2014,0
-15.38,-26.95,6.8,-8.55,68.38,206.42,32.7,32.6,-123.93,2015,0
2.16,17.74,3.93,-15.71,80.51,175.64,34.0,37.58,60.81,2016,0
3.51,21.61,3.71,0.68,90.03,150.67,33.49,44.15,54.98,2017,0
7.51,-11.9,5.59,6.39,77.62,172.69,37.67,36.09,-95.95,2018,0
13.52,1.24,8.6,-25.3,67.71,216.94,30.7,31.94,-105.14,2019,0
13.75,53.39,12.44,-0.58,80.73,134.01,42.27,43.08,37.32,2020,0
16.57,14.33,3.6,66.02,997.35,13.13,90.02,76.0,43.03,2011,0
11.51,14.02,4.15,68.31,1100.41,12.18,90.54,77.71,45.38,2012,0
25.99,8.5,4.14,39.29,1193.99,49.68,66.76,66.92,37.43,2013,0
-4.17,9.06,4.48,49.55,1302.23,42.63,67.53,76.16,42.97,2014,0
19.31,11.27,4.6,48.9,1449.03,37.81,73.14,71.03,46.03,2015,0
0.53,3.83,3.46,49.3,1504.46,39.07,71.34,73.36,23.47,2016,0
10.44,5.57,3.74,41.38,1588.28,41.0,71.24,70.13,29.16,2017,0
20.05,5.71,3.28,51.46,1678.95,49.29,69.57,61.75,17.5,2018,0
8.76,34.63,2.76,47.99,1574.86,37.34,71.46,76.44,19.23,2019,0
6.01,-16.96,2.54,57.95,1307.71,36.95,77.88,59.88,-645.88,2020,0
53.58,140.51,3.28,51.47,1188.05,51.39,56.19,85.24,41.62,2012,0
-22.4,-32.05,4.5,39.7,807.25,58.88,56.05,74.64,0.0,2013,0
10.68,-17.44,3.89,31.58,666.45,76.13,57.61,55.68,-93.56,2014,0
61.69,30.03,7.18,5.02,346.2,111.35,50.14,44.77,38.62,2015,0
-2.06,12.27,5.41,13.9,352.87,91.24,53.48,50.99,27.49,2016,0
-6.63,-1.7,5.6,0.27,277.35,105.62,43.96,53.06,-710.1,2017,0
30.73,6.14,6.28,-8.82,276.81,124.76,46.87,42.58,23.91,2018,0
-5.31,-21.01,10.03,-15.62,205.3,157.32,46.99,33.69,-454.14,2019,0
-18.76,-22.38,13.07,-16.85,149.4,171.49,48.77,29.87,-245.51,2020,0
10.32,84.97,9.92,-11.46,2602.96,193.01,36.92,32.68,46.99,2019,0
19.51,12.46,11.71,-11.57,2927.17,218.89,32.68,30.75,44.9,2020,0
21.5,17.54,6.78,10.89,1059.13,103.61,51.51,46.8,52.36,2011,0
1.38,3.3,4.96,7.92,1094.08,98.66,52.51,48.13,50.08,2012,0
21.44,7.82,10.14,1.15,1179.63,130.53,43.59,43.22,38.93,2013,0
-20.4,-57.55,6.91,-30.6,500.73,263.09,40.07,22.78,0.0,2014,0
-25.01,-76.57,5.4,-4.11,115.9,468.34,27.26,8.93,-64.16,2015,0
-47.32,-76.57,6.3,-46.37,42.59,7.43,35.44,8.93,0.0,2016,1
42.65,12.18,7.07,44.94,818.68,76.44,64.92,45.9,-137.95,2018,0
28.67,29.69,10.65,9.48,502.39,90.68,58.05,46.26,17.13,2019,0
21.14,5.14,9.46,8.12,463.6,148.28,40.46,40.15,0.0,2020,0
5.9,6.41,5.52,38.78,2981.68,49.46,62.19,76.44,43.7,2011,0
3.29,4.62,5.94,33.62,3119.39,56.58,56.2,77.42,36.53,2012,0
6.03,7.31,7.26,36.12,3347.55,53.9,57.77,78.35,39.64,2013,0
5.76,3.41,6.53,37.42,3461.62,51.15,60.81,76.61,34.83,2014,0
1.91,-0.31,7.15,36.46,3450.92,51.42,61.42,75.04,36.43,2015,0
3.2,2.61,8.18,38.19,3541.02,48.8,63.6,74.59,39.21,2016,0
-0.4,3.13,7.61,40.23,3651.76,47.88,63.04,77.19,35.88,2017,0
-1.12,-0.53,7.47,40.12,3632.36,48.28,62.55,77.57,25.47,2018,0
8.19,5.14,7.59,34.72,3819.05,54.35,59.03,75.38,41.15,2019,0
4.27,4.27,7.38,35.75,3982.11,52.99,60.05,75.39,45.63,2020,0
20.73,35.78,10.0,30.11,6268.49,82.25,53.03,57.11,43.04,2020,0
19.58,0.66,4.41,-23.82,731.61,194.08,36.03,32.96,45.53,2011,0
-9.08,-15.65,4.02,-33.66,617.11,231.5,32.93,28.97,27.7,2012,0
10.62,19.63,3.38,-29.93,738.26,217.99,29.28,32.44,62.4,2013,0
-4.34,6.38,3.69,-24.82,697.42,196.86,28.35,36.4,39.7,2014,0
24.42,-0.59,4.58,-32.03,662.92,228.93,22.5,33.85,22.14,2015,0
48.04,161.3,5.56,-10.52,1732.23,145.78,16.62,57.2,85.04,2016,0
17.96,12.87,6.39,-19.0,1955.22,162.33,10.92,55.12,59.84,2017,0
-41.06,-46.04,7.56,-18.24,743.27,156.0,21.05,50.61,0.0,2018,0
33.63,56.49,7.95,-8.65,1146.6,139.99,18.01,58.57,80.0,2019,0
57.13,78.01,8.36,-7.61,2041.03,136.09,10.92,66.14,85.04,2020,0
84.58,122.32,15.42,45.31,3751.42,49.59,59.04,82.59,78.37,2011,0
15.47,19.7,15.72,44.33,4407.62,51.65,55.78,85.61,74.44,2012,0
18.69,18.69,11.23,28.06,4950.73,73.61,36.98,85.61,71.43,2013,0
17.24,13.13,12.57,21.47,5582.76,77.99,34.14,84.44,72.55,2014,0
10.63,14.08,19.22,18.83,6337.77,81.16,29.82,86.48,68.99,2015,0
12.02,9.37,19.75,13.79,6407.62,85.73,27.77,84.26,64.19,2016,0
6.6,9.94,19.41,13.63,6407.62,85.55,26.01,86.49,64.21,2017,0
12.69,19.1,13.17,16.27,4457.03,82.58,26.37,89.17,72.99,2018,0
13.86,9.43,10.46,12.52,4877.16,85.98,26.32,85.7,69.07,2019,0
11.53,10.13,14.85,13.74,5371.4,84.57,28.43,84.63,68.14,2020,0
45.95,43.19,16.43,48.47,1518.98,41.33,68.37,76.53,70.18,2017,0
25.08,17.78,24.15,40.55,1789.12,48.92,64.74,72.06,65.38,2018,0
75.5,53.45,29.86,25.13,2308.51,61.1,61.5,63.01,43.27,2019,0
22.3,17.03,48.71,20.65,2701.61,66.78,59.74,60.29,54.69,2020,0
17.05,7.72,4.72,-1.59,437.0,108.57,65.3,31.96,42.84,2011,0
-11.29,38.3,4.81,6.7,516.9,99.49,50.43,49.83,31.02,2012,0
9.48,36.98,5.27,23.08,524.82,73.81,53.99,62.34,76.07,2013,0
-21.29,-23.37,4.6,24.52,405.88,61.34,62.77,60.69,-710.1,2014,0
11.85,15.35,4.56,29.52,468.17,58.37,63.25,62.96,8.5,2015,0
12.83,7.21,4.63,26.33,501.93,59.25,64.63,59.7,28.76,2016,0
34.75,13.34,4.98,13.86,440.32,101.33,49.08,50.25,35.63,2017,0
-2.16,-3.83,5.19,12.95,423.46,111.39,44.97,49.4,6.24,2018,0
-5.83,7.5,4.65,35.25,455.22,41.86,76.39,56.4,43.2,2019,0
-11.19,4.14,4.58,41.47,474.06,40.9,72.95,66.13,32.47,2020,0
18.63,26.94,7.8,1.67,1096.5,122.06,39.81,49.31,48.86,2011,0
-2.54,5.62,7.1,-0.33,1158.11,124.4,33.95,53.09,38.26,2012,0
6.8,10.46,8.2,-3.76,1254.12,124.85,31.95,54.51,37.48,2013,0
-1.65,9.04,8.05,-3.41,1355.7,114.24,32.18,59.36,39.97,2014,0
6.08,17.1,9.61,6.95,1578.01,104.15,32.18,65.12,48.23,2015,0
29.04,43.51,8.7,11.03,2259.37,98.68,29.79,71.15,69.42,2016,0
15.32,15.12,10.53,13.35,1300.52,96.21,32.22,70.45,52.6,2017,0
39.95,23.07,11.86,5.14,1600.59,115.49,28.96,61.51,52.94,2018,0
78.3,1.26,10.94,46.29,1620.69,83.16,62.74,44.8,24.38,2019,0
15.93,11.93,14.45,-15.72,1813.99,171.56,30.13,40.73,32.08,2020,0
62.94,170.92,13.76,33.76,936.77,48.12,71.51,59.21,49.47,2011,0
6.45,10.4,10.39,29.43,1034.23,56.91,65.06,61.4,36.96,2012,0
-15.79,5.71,9.28,24.28,1093.27,69.58,46.37,77.08,16.37,2013,0
-0.87,-1.48,6.99,22.23,1077.13,74.96,42.57,76.61,-1.44,2014,0
24.42,8.21,9.0,24.61,582.79,66.49,55.07,67.58,27.44,2015,0
27.92,10.91,5.98,20.52,646.36,67.56,60.61,58.31,37.71,2016,0
20.52,17.72,6.76,22.04,760.91,62.74,64.19,57.07,42.32,2017,0
59.21,19.74,8.09,27.15,911.13,53.46,76.93,43.15,46.87,2018,0
15.79,20.67,5.84,22.68,1099.45,52.48,76.36,45.04,47.09,2019,0
16.72,33.93,4.63,27.53,1418.99,46.78,76.26,50.75,52.34,2020,0
44.52,37.32,9.54,30.7,703.03,69.07,56.68,62.71,46.89,2011,0
-3.0,5.48,10.71,27.3,733.2,77.71,45.47,70.17,35.02,2012,0
23.49,19.38,12.57,24.48,795.2,77.89,46.71,68.42,56.12,2013,0
11.66,11.52,8.49,19.98,886.82,80.22,44.52,69.16,60.11,2014,0
-0.07,17.95,10.2,22.82,1046.03,73.84,36.3,82.07,61.86,2015,0
31.0,39.8,8.55,7.81,1524.09,92.2,20.07,83.71,60.58,2016,0
23.02,13.85,13.85,-0.53,1735.23,103.52,18.33,76.85,75.94,2017,0
13.93,9.49,13.14,3.85,1899.98,110.59,14.96,74.24,72.12,2018,0
1.34,4.72,15.32,-2.48,1989.75,110.3,15.5,76.61,60.45,2019,0
31.22,11.52,15.19,2.26,2219.0,109.07,24.39,69.33,66.86,2020,0
19.16,12.28,3.56,22.98,3083.37,60.93,73.56,43.39,61.5,2011,0
-0.93,9.03,3.07,26.12,3361.91,56.81,72.87,47.75,58.56,2012,0
2.61,7.35,3.05,40.62,3608.96,52.28,73.88,49.96,54.21,2013,0
5.19,9.22,3.13,40.33,3941.74,51.35,73.36,51.88,55.63,2014,0
-1.72,4.97,3.12,31.81,4137.48,48.55,73.1,55.4,43.33,2015,0
0.9,5.57,2.89,38.91,4368.04,58.33,66.18,57.97,44.18,2016,0
18.67,7.4,3.28,34.03,4691.44,63.44,66.72,52.47,45.89,2017,0
3.07,5.26,3.37,27.76,4938.33,71.04,61.93,53.58,46.68,2018,0
10.49,8.62,3.21,24.33,5364.25,74.64,60.68,52.68,56.57,2019,0
3.07,0.44,3.0,26.27,5387.93,68.22,64.98,51.34,36.69,2020,0
3.77,5.86,6.88,23.44,957.21,76.15,42.81,75.09,44.97,2011,0
3.1,5.25,6.62,25.61,1007.48,72.96,44.08,76.64,44.85,2012,0
0.07,5.24,5.94,32.6,1060.23,64.41,48.16,80.49,49.23,2013,0
1.45,5.05,5.6,33.21,1113.77,64.3,46.69,82.91,41.31,2014,0
3.83,7.03,6.07,40.32,1192.04,55.36,52.78,85.3,47.56,2015,0
3.55,5.09,5.91,32.95,1252.72,65.31,43.51,86.49,43.07,2016,0
-1.66,0.4,5.77,35.52,1257.73,63.63,43.65,88.57,35.6,2017,0
-1.5,-1.28,5.62,38.27,1241.59,60.81,46.04,88.74,32.98,2018,0
-1.21,-1.34,5.96,39.79,1224.96,59.35,47.49,88.48,36.05,2019,0
1.86,1.51,6.0,43.99,1243.51,53.91,52.46,88.18,42.58,2020,0
19.65,9.13,7.82,18.32,1490.58,147.8,44.57,37.51,46.09,2011,0
4.86,-3.63,7.03,-0.62,1436.53,172.53,40.62,34.42,27.34,2012,0
-10.23,-18.03,7.27,-17.21,1177.49,208.24,34.66,31.37,4.21,2013,0
-4.47,3.8,6.59,-18.27,633.74,178.02,39.18,34.16,29.34,2014,0
-8.47,-5.91,7.15,-9.3,596.31,173.03,39.29,35.09,31.4,2015,0
0.13,15.28,6.76,-11.96,585.81,139.87,43.54,40.37,38.27,2016,0
-4.38,14.85,7.12,1.43,645.55,108.17,47.59,48.45,47.1,2017,0
20.0,33.47,5.64,18.44,861.65,85.87,53.73,53.88,58.34,2018,0
13.62,26.1,5.13,28.76,1086.58,74.24,55.61,59.79,58.81,2019,0
13.71,21.49,6.31,39.78,1320.08,52.73,66.32,63.88,58.77,2020,0
-22.89,-21.33,7.89,37.24,569.75,56.09,60.7,70.06,-710.1,2011,0
-9.34,-2.31,4.77,42.69,556.58,51.01,61.26,75.94,17.0,2012,0
4.92,-12.3,5.3,28.55,488.1,61.63,60.95,63.36,0.0,2013,0
-2.19,16.59,5.12,15.93,568.23,82.27,37.75,75.67,-6.49,2014,0
48.7,6.86,5.17,-2.48,607.19,134.74,27.05,54.14,-710.1,2015,0
50.48,17.94,3.65,-10.68,716.15,156.14,31.06,44.15,-56.92,2016,0
-0.88,10.07,3.96,-14.28,783.81,151.35,23.95,50.25,24.05,2017,0
5.27,-3.34,4.97,-8.74,747.52,146.3,31.62,46.74,-57.62,2018,0
-21.18,-75.49,3.78,-30.08,179.73,380.46,40.51,15.64,0.0,2019,0
-18.46,52.85,4.6,-15.32,205.6,193.09,48.53,26.65,0.0,2020,0
13.11,9.05,4.36,8.84,489.93,100.03,52.92,47.07,42.83,2011,0
22.98,2.42,5.56,11.56,468.93,86.33,59.71,46.67,52.14,2012,0
-5.29,-2.22,4.46,20.52,458.52,78.14,57.58,54.28,36.87,2013,0
-4.75,-6.32,4.43,12.9,412.02,85.12,53.31,54.86,-5.91,2014,0
9.16,5.85,4.69,16.51,407.21,83.75,57.47,50.78,17.67,2015,0
10.57,-3.9,4.49,10.73,389.99,106.18,52.62,44.62,13.96,2016,0
10.29,-1.95,5.05,12.0,382.4,113.18,55.61,39.22,3.86,2017,0
7.49,21.23,4.42,7.83,459.38,91.22,63.08,40.47,30.35,2018,0
-20.82,3.38,5.06,10.07,436.47,87.91,65.1,39.7,-16.9,2019,0
-3.23,20.0,5.93,11.5,519.28,88.68,60.33,44.73,33.21,2020,0
45.06,28.05,3.33,23.64,647.87,58.33,68.38,54.2,57.76,2011,0
43.5,31.05,4.91,28.01,708.04,46.57,76.05,51.43,60.66,2012,0
-4.85,14.78,3.49,44.81,812.69,41.89,72.74,65.07,49.49,2013,0
-7.94,-11.9,3.25,32.26,716.01,55.68,62.58,67.22,-30.49,2014,0
13.67,-1.72,3.17,32.55,703.7,59.08,65.34,58.66,7.47,2015,0
15.05,-1.4,2.76,24.6,682.33,86.82,56.64,49.94,16.28,2016,0
12.74,8.55,3.93,22.27,689.34,92.21,58.61,44.88,-10.64,2017,0
6.45,-1.0,3.41,17.65,682.43,62.3,72.32,44.43,22.37,2018,0
-31.72,-1.5,4.16,24.08,651.39,45.63,80.93,41.78,-80.1,2019,0
-6.51,-1.59,4.65,18.61,641.03,61.42,73.01,43.93,14.11,2020,0
69.43,85.88,8.98,30.27,1111.88,87.98,45.85,61.55,59.3,2015,0
7.09,5.38,9.08,17.72,1171.67,104.84,36.5,60.56,61.66,2016,0
-0.34,-2.92,9.61,3.24,1137.4,103.65,38.85,58.99,47.66,2017,0
1.55,0.18,6.54,1.64,569.7,102.95,40.09,58.2,51.73,2018,0
2.32,-0.42,6.72,6.86,567.33,100.73,42.95,56.64,52.09,2019,0
-2.51,-5.47,8.84,4.32,536.28,97.96,46.2,54.92,45.82,2020,0
25.22,22.72,5.33,18.88,641.04,93.52,36.5,67.9,42.4,2011,0
1.85,18.52,8.45,29.76,711.41,76.06,39.9,79.01,35.57,2012,0
-0.92,3.27,10.55,14.61,734.65,91.37,24.78,82.33,31.3,2013,0
1.77,7.49,7.61,27.83,789.68,75.39,34.41,87.0,40.79,2014,0
73.16,43.34,10.84,37.5,1131.92,52.61,61.94,72.34,67.43,2015,0
8.66,19.59,7.35,51.27,1353.66,39.27,68.8,79.44,64.47,2016,0
7.22,12.64,6.56,56.91,1524.71,36.71,69.42,83.3,59.92,2017,0
22.66,16.46,8.28,54.39,1775.68,36.02,71.5,79.12,63.47,2018,0
4.33,13.35,5.52,47.36,2012.75,49.38,57.58,85.91,59.11,2019,0
31.1,22.23,8.45,44.41,2460.08,48.15,61.43,80.1,70.17,2020,0
-11.06,40.54,4.07,7.57,76.54,140.72,35.24,46.02,0.0,2011,0
-34.75,-74.48,3.32,-8.87,42.59,271.42,44.89,20.31,0.0,2012,0
-12.46,211.57,3.18,24.88,132.57,71.24,54.24,64.24,0.0,2013,0
86.77,144.06,3.52,46.09,159.22,49.35,59.81,81.44,0.0,2014,0
91.18,-18.32,3.94,32.39,114.25,129.39,59.03,31.66,0.0,2015,0
-6.7,-76.57,4.91,4.21,42.59,468.34,45.17,8.93,0.0,2016,0
32.07,333.24,6.05,24.04,66.26,83.24,52.37,57.22,0.0,2017,1
17.2,35.4,2.02,26.16,225.32,71.12,75.12,34.99,49.94,2011,0
-12.75,8.29,1.56,16.05,200.49,66.75,71.01,43.43,-7.63,2012,0
-27.32,-4.79,1.62,19.61,105.02,67.61,61.53,56.89,0.0,2013,0
-24.21,-39.62,2.24,1.47,61.78,100.31,54.54,45.32,0.0,2014,0
45.98,143.43,2.41,24.79,110.13,67.21,49.22,75.55,38.93,2015,0
-42.39,-39.39,2.22,28.67,65.21,64.0,49.13,79.48,0.0,2016,1
37.29,74.22,6.56,1.7,742.82,136.01,57.75,31.06,33.73,2016,0
18.86,1.7,7.77,-0.53,506.45,178.72,52.5,26.58,37.58,2017,0
-2.0,-29.43,8.67,-5.63,399.02,227.98,51.49,21.28,25.46,2018,0
35.94,19.96,15.3,-5.73,478.65,177.47,54.99,25.36,44.14,2019,0
11.68,-8.66,12.22,-6.66,437.22,205.06,55.34,21.78,52.33,2020,0
-2.24,-9.81,7.75,18.59,937.1,69.25,63.24,53.08,10.28,2011,0
-8.34,4.32,8.77,22.98,977.56,66.78,59.66,60.41,41.66,2012,0
44.64,23.42,9.72,24.06,1206.54,56.78,70.73,51.55,56.3,2013,0
85.73,61.74,8.61,9.57,1533.47,100.83,54.74,44.89,45.09,2014,0
-15.22,-15.99,7.53,6.55,1288.33,112.49,49.96,44.49,-24.69,2015,0
-13.31,-13.05,8.85,-6.08,1120.15,119.42,46.72,44.62,14.92,2016,0
-2.11,6.44,9.19,-3.81,1192.23,113.62,44.88,48.51,45.11,2017,0
9.71,21.73,10.23,9.42,1328.29,96.07,48.28,53.83,43.9,2018,0
25.3,28.6,11.1,15.85,1708.18,81.28,54.91,55.47,57.95,2019,0
