회사명,거래소코드,회계년도_x,상장일,상장폐지일,산업명,소속코드,[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용),year,month,회계년도_y,매출액증가율(IFRS연결),유형자산증가율(IFRS연결),재고자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),자기자본증가율(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결)
(주)위메이드맥스,101730,2015-12-01,2009-06-03,,  출판업,5,-0.86,-13.8,-5.7,-11.36,-22.81,-16.38,0,0,0,-70.3,-6.84,-20.89,-24.78,-2563,3557.21,0.3,0.35,0.61,0,7.09,0,0,0,51.46,0.02,0.14,0.51,0.58,0.58,791.39,791.39,494.08,27.27,43.67,1690.37,63.65,49.99,78.57,-2046.48,-2.14,-51.05,-4294.27,-6.76,0,0,0,6.99,-8.79,2015,12,2015-12-01,-0.863604723,-13.80292042,,-5.698185471,-16.38418002,-24.10435825,-11.36104652,379.0621926
(주)위메이드맥스,101730,2016-12-01,2009-06-03,,  출판업,5,4.14,0.47,-5.1,-3.77,-2.49,-2.44,0,0,0,-5.46,-3.65,-1.83,-2.47,-219,3704.48,0.34,0.42,0.68,0,12.7,0,0,0,28.74,0.03,0.08,0.59,0.67,0.67,755.13,755.13,341.55,25.3,43.97,1648.24,61.8,50.68,79.81,17684.58,19.2,439.11,7811.97,56.13,82.71,17.29,-9.73,7.84,-1.96,2016,12,2016-12-01,4.139879148,0.473704155,,-5.095991809,-2.442638713,-2.251275133,-3.769575546,-91.43253834
(주)위메이드맥스,101730,2017-12-01,2009-06-03,,  출판업,5,2.1,5.72,7.59,-10.62,-15.24,-28.35,0,0,0,-37.15,-9.05,-13.71,-16.53,-1336,3782.1,0.37,0.48,0.68,0,12.51,0,0,0,29.17,0.03,0.08,0.7,0.8,0.8,544.08,544.08,200.24,33.55,33.16,1396.99,79.29,40.63,74.88,5286.8,6.42,124.17,809.36,16.44,284.46,-184.46,-226.05,7.77,-3.34,2017,12,2017-12-01,2.095505461,5.722877581,,7.594382541,-28.35065296,-16.14789648,-10.62238753,511.0605342
(주)위메이드맥스,101730,2018-12-01,2009-06-03,,  출판업,5,-10.62,-9.02,-66.09,-49.7,-62.42,-25.73,0,0,0,-145.09,-20.86,-67.44,-93.92,-4764,3380.59,0.46,0.69,0.88,0,12.02,0,0,0,30.37,0.03,0.08,0.68,0.99,0.99,125.47,125.47,41.37,95.01,12.17,524.92,78.04,59.98,51.28,-20438.09,-49.36,-527.58,-4708.55,-71.08,0,0,0,7.07,-7.35,2018,12,2018-12-01,-10.61602092,-9.017351358,,-66.09414306,-25.73208729,-65.54950824,-49.69620617,258.5674277
(주)위메이드맥스,101730,2019-12-01,2009-06-03,,  출판업,5,6.03,14.92,-29.37,-34.37,-65.67,-37.7,0,0,0,-52.46,-31.23,-46.64,-92.94,-1699,3584.61,0.89,2.37,2.16,0,12.44,0,0,0,29.34,0.03,0.08,0.74,1.51,1.51,68.96,68.96,30.49,498.03,-25.63,180.19,257.54,56.94,16.72,4043.34,14.88,90.82,1235.21,13.26,415.71,-315.71,-395.55,7.32,-14.1,2019,12,2019-12-01,6.034779912,14.91871824,,-29.37298918,-37.69871676,-78.59798455,-34.36687486,-63.69742156
(주)위메이드맥스,101730,2020-12-01,2009-06-03,,  출판업,5,24.38,84.71,21.15,55.07,209.39,80.72,0,0,0,-26.39,-14.65,-28.88,-66.34,-1208,4458.56,1.09,2.31,2.93,0,10.96,0,0,0,33.32,0.03,0.09,1.03,1.75,1.75,361.16,361.16,245.67,48.94,47.98,300.18,50.11,66.36,67.14,9327.54,22.14,113.43,4485.73,24.6,182.46,-82.46,-107.29,5.98,-6.12,2020,12,2020-12-01,24.38078082,84.71474815,,21.14557705,80.72137084,522.6134722,55.06591307,-25.32429994
(주)위메이드플레이,123420,2014-12-01,2010-11-10,,  출판업,5,202.6195127,0,0,0,0,0,0,0,0,33.52,56.77,44.08,56.73,1561,4467.54,1.32,1.69,43.19,0,17.29,0,0,0,21.11,0.05,0.06,1.11,1.36,1.36,457.67,457.67,14.58,28.51,75.77,2643.61,3.91,96.96,77.82,68013.41,62.07,17664.59,42970.59,47.2,9.65,90.35,71.01,374.25,4650.13,2014,12,2014-12-01,202.6195127,83.5953556,,211.5613937,119.8099633,102.4394079,121.7988057,246.7198662
(주)위메이드플레이,123420,2015-12-01,2010-11-10,,  출판업,5,-44.72,136.52,160.78,5.26,22.75,0.37,-57.84,0,0,25.86,23.95,18.31,21.47,653,2469.74,0.71,0.84,13.24,0,12.21,0,0,0,29.9,0.03,0.08,0.65,0.75,0.75,1186.11,1186.11,44.08,9.89,84.66,3244.94,8.29,92.46,91,34488.67,29.9,3787.15,6882.92,43.3,22.43,77.57,59.72,122.96,999999999,2015,12,2015-12-01,-44.7182038,136.5226335,,160.7756189,0.371338709,23.09169882,5.255487516,-57.84347501
(주)위메이드플레이,123420,2016-12-01,2010-11-10,,  출판업,5,-2.97,17.46,103.9,16.19,13.88,9.03,-26.32,0,0,20.2,14.72,12.52,13.42,1606,2185.07,0.62,0.69,5.85,0,13.93,0,0,0,26.21,0.04,0.07,0.63,0.69,0.69,984.01,984.01,44.09,11.61,77.94,2491,14.77,86.76,89.6,29222.54,21.81,2731.87,5376.48,37.81,34.86,65.14,53.43,78.06,999999999,2016,12,2016-12-01,-2.970765291,17.46131445,,103.8994588,9.03364644,14.40230575,16.19021608,-26.31804262
(주)위메이드플레이,123420,2017-12-01,2010-11-10,,  출판업,5,-6,58.87,112.4,2.7,6.84,-14.04,-8.77,0,0,19.47,10.22,10.42,11.12,1465,7592.02,0.53,0.59,2.62,0,12.91,0,0,0,28.27,0.04,0.08,0.62,0.67,0.67,1303.09,1303.09,257.02,8.07,67.05,2661.34,29.59,72.62,92.53,24932.82,18.12,1467.17,2417.95,34.32,41.57,58.43,56.73,52.48,999999999,2017,12,2017-12-01,-6.000018268,58.86601003,,112.4023195,-14.04259176,6.055226621,2.696929824,-8.766731912
(주)위메이드플레이,123420,2018-12-01,2010-11-10,,  출판업,5,18.35,32.03,46.09,10.82,7.56,-2.48,-27.62,0,0,11.54,8.17,6.84,7.51,1060,8985.19,0.59,0.65,1.85,0,14.74,0,0,0,24.76,0.04,0.07,0.79,0.87,0.87,706.64,706.64,143.01,11.34,54.86,2862.65,40.19,63.91,89.82,23797.32,15.6,1060.63,1725.63,27.68,55.53,44.47,41.69,43.61,999999999,2018,12,2018-12-01,18.35034665,32.0304441,,46.08691611,-2.48021477,7.564420953,10.81777298,-27.61705591
(주)위메이드플레이,123420,2019-12-01,2010-11-10,,  출판업,5,-1.84,126.88,-40.63,1.89,-0.13,25.91,-70.14,0,0,3.51,3.95,1.92,2.16,318,8819.47,0.55,0.62,1.92,0,10.28,0,0,0,35.5,0.03,0.1,0.68,0.77,0.77,833.67,833.67,113.5,13.6,69.5,2858.79,23.89,78.97,88.03,28611.57,18.41,562.06,3408.04,33.9,82.62,17.38,10.35,23.02,16.24,2019,12,2019-12-01,-1.844356129,126.8814166,,-40.63264751,25.9124123,-0.13486709,1.893064917,-70.14104577
(주)위메이드플레이,123420,2020-12-01,2010-11-10,,  출판업,5,25.83,1.66,-35.31,6.31,5.56,17.4,394.32,0,0,13.79,9.07,9.14,10.42,1657,11097.77,0.66,0.75,3.95,0,11.5,0,0,0,31.74,0.03,0.09,0.71,0.8,0.8,864.79,864.79,217.39,14.29,77.12,3017.78,14.63,87.2,87.5,40592.94,24.57,784.39,3985.88,38.22,62.5,37.5,36.08,20.69,90.28,2020,12,2020-12-01,25.83271528,1.660849653,,-35.30619955,17.39710328,5.673799363,6.313364755,394.3222153
(주)위지윅스튜디오,299900,2018-12-01,2018-12-20,,  영상ㆍ오디오 기록물 제작 및 배급업,5,82.06,917.93,481.65,252.93,681.78,178.12,835.18,0,0,19.73,13.24,12.27,18.75,772,439274.26,0.62,0.95,1.68,0,6.66,43.05,8.48,0,54.79,0.02,0,0.91,0.99,0.99,1386.47,1386.47,1110.93,34.34,55.1,1002.89,54.57,59.38,74.44,12844.71,21.67,58.21,17030.23,54.31,47.55,52.45,36.32,1.88,75.41,2018,12,2018-12-01,82.06402058,917.9274694,,481.6460321,178.1168229,681.7757031,252.9267283,835.1818111
(주)유신,54930,2011-12-01,2002-01-15,,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",5,-21.72,-0.46,1.57,0.43,-8.74,-0.14,0,0,4.79,-3.87,-5.32,-4.84,-7.24,-2323,60065.71,1.25,1.87,3.74,0,8.39,16.85,21.67,0,43.51,0.05,0,1.32,1.88,1.88,214.32,214.32,1.41,57.14,35.4,612.15,52.85,66.36,63.64,107053.79,74.2,6853.26,0,59.41,103.71,-3.71,-6.51,7.53,-12.47,2011,12,2011-12-01,-21.72150267,-0.46470305,,1.573291642,-0.138173181,-8.735210601,0.43100511,10000
(주)유신,54930,2012-12-01,2002-01-15,,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",5,-16.6,-0.35,3.89,-2.86,-5.96,-6.27,0,0,8.5,-3.86,0.13,-4.08,-6.51,-1933,50096,1.06,1.69,3.04,0,7.69,15.78,23.13,0,47.48,0.04,0,1.09,1.62,1.62,195.66,195.66,3.49,62.32,31.3,575.68,58.39,64.03,61.61,86518.77,61.73,5852.45,0,57.57,104.56,-4.56,-6.7,6.3,-1.9,2012,12,2012-12-01,-16.59801704,-0.350725028,,3.886119375,-6.271671224,-5.958037264,-2.855093352,-16.77600369
(주)유신,54930,2013-12-01,2002-01-15,,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",5,2.36,-0.64,-1.09,-1.11,3.6,-1.12,0,0,10.07,0.54,1.9,0.6,0.94,277,51278.52,1.1,1.75,3.07,0,8.74,19.8,18.43,0,41.77,0.04,0,1.16,1.72,1.72,220.67,220.67,3.48,54.94,35.01,596.4,55.74,64.02,64.54,91616.93,66.1,6906.11,0,59.56,94.3,5.7,0.91,6.49,1.02,2013,12,2013-12-01,2.360507348,-0.637609992,,-1.090844632,-1.121056685,3.599096929,-1.110190395,10000
(주)유신,54930,2014-12-01,2002-01-15,,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",5,-8.337667886,0,0,0,0,0,0,0,10.9,-2.09,1.46,-2,-3.53,-981,47003.08,0.96,1.69,2.78,0,7.94,26.73,13.65,0,45.97,0.03,0,0.98,1.46,1.46,204.57,204.57,5.64,76.47,33.52,556.25,60.76,65.57,56.67,86265.14,58.59,6940.91,0,61.18,96.01,3.99,-3.41,5.98,0.45,2014,12,2014-12-01,-8.337667886,-0.354230655,,1.660982731,8.795192043,-6.731307549,6.228580027,10000
(주)유신,54930,2015-12-01,2002-01-15,,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",5,3.3,7.62,4.85,-0.17,1.12,-2.8,0,0,10.34,0.7,1.28,0.69,1.22,340,48552.89,0.99,1.74,2.81,0,8.24,28.79,12.68,0,44.27,0.03,0,1.04,1.53,1.53,226.37,226.37,5.72,74.23,35.64,562.46,63,63.84,57.39,89168.68,60.66,351.66,0,61.22,93.58,6.42,1.14,5.96,0.46,2015,12,2015-12-01,3.297246812,7.620584681,,4.847215411,-2.797245784,1.11631325,-0.165315891,10000
(주)유신,54930,2016-12-01,2002-01-15,,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",5,4.1,0,1.96,-3.12,2.52,-5.99,65.03,0,11.57,1.12,1.69,1.17,1.98,564,50545.39,1.05,1.77,2.82,0,10.57,31.48,11.59,0,34.54,0.04,0,1.19,1.67,1.67,278.96,278.96,4.72,64.64,39.74,576.7,62.66,61.94,60.74,92222.16,64.75,363.72,0,60.82,92.1,7.9,1.83,5.98,2.95,2016,12,2016-12-01,4.103761813,-0.002405724,,1.97852481,-5.995059139,2.531374128,-3.111980689,65.7807475
(주)유신,54930,2017-12-01,2002-01-15,,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",5,-2.08,0.32,-2.37,4.93,4.85,9.41,-9.54,0,12.11,1.03,1.48,1.05,1.73,510,49494.94,1.02,1.68,2.77,0,10.8,42.93,8.5,0,33.81,0.04,0,1.15,1.61,1.61,233.84,233.84,1.92,64.76,36.97,604.67,58.34,64.59,60.69,94360.34,63.14,370.97,0,63.55,90.94,9.06,1.62,5.85,2.91,2017,12,2017-12-01,-2.078229257,0.318959377,,-2.369555437,9.407746983,4.850550805,4.925586899,-9.543968356
(주)유신,54930,2018-12-01,2002-01-15,,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",5,1.58,3.11,16.93,-0.87,-3.9,-10.63,0,0,6.53,-4.91,-4.32,-4.98,-8.33,-2471,50277.29,1.01,1.7,2.63,0,8.94,53.8,6.78,0,40.85,0.03,0,1.13,1.65,1.65,198.43,198.43,4.3,69.95,28.88,581.1,70.99,58.23,58.84,88591.64,59.8,337.77,0,58.74,102.32,-2.32,-8.37,5.84,-10.32,2018,12,2018-12-01,1.580667399,3.112029688,,16.92820923,-10.63002865,-3.898800203,-0.871219134,10000
(주)유신,54930,2019-12-01,2002-01-15,,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",5,10.46,12.99,6.34,5.6,-6.64,5.07,0,0,6.22,-3.69,-5.31,-4.04,-7.3,-2050,55537.09,1.09,1.98,2.61,0,10.67,55.05,6.63,0,34.2,0.04,0,1.2,1.88,1.88,157.4,157.4,5.55,92.23,21.13,542.52,80.86,57.94,52.02,95948.69,61.34,328.04,0,57.59,98.45,1.55,-6.41,5.96,-11.27,2019,12,2019-12-01,10.46159664,12.99441926,,6.341869677,5.066348838,-6.638268801,5.59913445,-17.01892279
(주)유틸렉스,263050,2018-12-01,2018-12-24,,  의료용 물질 및 의약품 제조업,5,201.9520072,0,0,0,0,0,0,0,0,-3291.6,-15.39,-15.56,-17.08,-2022,55.35,0,0.01,0.02,0,176.14,0,0,0,2.07,0.48,0.01,0.01,0.01,0.01,921.8,921.8,489.94,9.77,66.65,2133.79,27.7,74.76,91.1,-4950.65,-5.82,-29.39,-202.42,-1231.4,0,0,0,0.02,-94.35,2018,12,2018-12-01,201.9520072,12.77697199,,24.5184718,54.18209983,51.56112238,45.43804989,37.95508124
(주)유틸렉스,263050,2019-12-01,2018-12-24,,  의료용 물질 및 의약품 제조업,5,1.7,63.04,46.44,-10.64,-18.93,-29.91,0,0,0,-4189.82,-21.09,-21.27,-24.42,-2351,56.11,0.01,0.01,0.02,0,35.63,0,0,0,10.24,0.1,0.03,0.01,0.01,0.01,1657.83,1657.83,252.96,20.98,55.1,1720.07,50.04,58.64,82.66,-7870.15,-10.35,-27.76,-323.07,-1924.82,0,0,0,0.02,-112.78,2019,12,2019-12-01,1.702343583,63.04314823,,46.43511095,-29.91119402,-18.92667504,-10.64339138,29.45490966
(주)유틸렉스,263050,2020-12-01,2018-12-24,,  의료용 물질 및 의약품 제조업,5,398.02,13.76,15.56,38.85,-6.86,55.27,0,0,0,-1412.78,-26.4,-31.69,-47.42,-1929,273.59,0.02,0.03,0.06,0,161.05,0,0,0,2.27,0.44,0.01,0.03,0.04,0.04,167.95,167.95,74.5,80.36,26.53,745.44,62.08,65.58,55.45,-16391.89,-15.53,-53.41,-159.62,-804.99,0,0,0,0.07,-14.93,2020,12,2020-12-01,398.0194581,13.76187488,,15.56318958,55.26628118,-6.864365904,38.84575831,67.92851913
(주)율호,72770,2012-12-01,2007-07-25,,  출판업,5,-29.64502432,0,0,0,0,0,0,0,45.44,3.07,9.58,0.9,4.23,29,524.8,0.29,0.55,0.74,0,3.24,0,0,0,112.53,0.01,0.31,0.33,0.48,0.48,217.3,217.3,42.91,89.55,32.76,135.28,74.52,60.69,52.76,3639.03,17.76,79.38,0,60.87,72.97,27.03,5.05,1.3,3.46,2012,12,2012-12-01,-29.64502432,-7.181010608,,4.177033794,-22.04793368,2.328096367,-13.48642677,-88.18741012
(주)이글루코퍼레이션,67920,2015-12-01,2010-08-04,,  출판업,5,-2.750230423,0,0,0,0,0,0,0,0,-6.99,-5.39,-8.63,-11.27,-386,5364.71,1.23,1.62,3.82,0,6.07,9.15,39.9,0,60.09,0.05,0,1.43,1.82,1.82,360.34,360.34,100.78,30.93,48.89,662.84,42.33,67.67,76.38,25753.21,57.93,340.54,0,46.93,106.46,-6.46,-14.9,7.26,-38012.98,2015,12,2015-12-01,-2.750230423,0.324557307,,-6.614591286,-7.897118097,-10.70286933,-7.486335621,-62.58699501
(주)이스트소프트,47560,2011-12-01,2008-07-01,,  출판업,5,19.42,186.03,106.68,49.03,21.76,-0.2,37.14,0,48.45,20.69,16.26,10.29,22.43,1653,6521.57,0.5,0.94,0.88,0,6.46,0,0,0,56.53,0.02,0.15,0.79,1.15,1.15,229.97,229.97,102.58,108.42,20.42,1531.72,133.13,36.13,47.98,29992.04,38.6,82.42,0,92.91,61.74,38.26,22.27,1.22,21.85,2011,12,2011-12-01,19.41601939,186.0293175,,106.6828233,-0.196035483,18.09304311,49.02781789,37.14371193
(주)이스트소프트,47560,2012-12-01,2008-07-01,,  출판업,5,-2.97,2.25,9.56,5.89,-19.37,-0.59,0,0,31.7,-24.98,-6.32,-9.78,-19.36,-1413,6327.83,0.39,0.95,0.6,0,5.64,0,0,0,64.67,0.02,0.18,0.77,1.12,1.12,207.7,207.7,50.82,186.31,17.59,1235.02,189.21,33.92,34.93,18084.1,21.98,54.62,0,57.74,125.32,-25.32,-43.27,0.79,-3.98,2012,12,2012-12-01,-2.970792757,2.246129483,,9.556349109,-0.591506172,-22.91761167,5.8902861,10000
(주)이스트소프트,47560,2013-12-01,2008-07-01,,  출판업,5,16.64,6.61,3.63,-5.49,-10.59,-23.27,0,0,35.42,-11.84,-4.21,-5.41,-13.39,-826,7380.83,0.46,1.36,0.66,0,6.92,0,0,0,52.74,0.02,0.14,0.96,1.48,1.48,163.71,163.71,53.22,210.45,10.72,1104.25,224.96,27.54,32.21,24005.74,30.88,56.31,0,65.71,100.75,-0.75,-18.02,0.88,-2.77,2013,12,2013-12-01,16.64067228,6.608855044,,3.629715048,-23.26653935,-12.83984678,-5.492175057,-41.55314379
(주)이스트소프트,47560,2014-12-01,2008-07-01,,  출판업,5,17.36,-5.26,-5.87,-1.54,0.48,9.84,0,0,35.29,-4.73,-1.85,-2.63,-6.26,-365,8662,0.56,1.65,0.78,0,8.56,0,0,0,42.64,0.02,0.12,0.98,1.91,1.91,79.4,79.4,29.78,185.79,-7.97,1109.52,197.99,30.72,34.99,26819.92,35.03,66.4,0,62.55,91.72,8.28,-7.57,1.03,-1.21,2014,12,2014-12-01,17.35819503,-5.257740159,,-5.867116048,9.840094098,6.954280423,-1.54188708,-55.74484295
(주)이스트소프트,47560,2015-12-01,2008-07-01,,  출판업,5,2.78,-3.22,-5.86,-7.43,4.07,-10.97,0,0,28.73,-4.88,-1.9,-2.91,-7.72,-219,4451.6,0.6,1.61,0.86,0,7.37,0,0,0,49.51,0.02,0.14,1.01,1.98,1.98,157.97,157.97,41.04,152.41,10.84,577.33,177.83,29.55,39.62,28745.25,40.56,73.53,0,65.23,93.62,6.38,-7.47,1.11,-2.21,2015,12,2015-12-01,2.784615723,-3.218285359,,-5.859397766,-10.9662983,4.814623327,-7.428231202,26.16414693
(주)이엠넷,123570,2011-12-01,2011-11-25,,  전문 서비스업,5,20.86,-1.92,-3.96,51.44,97.71,74.48,6.62,0,0,16.05,16.16,11.2,21.29,1057,4978.95,0.7,1.33,3.04,0,8.63,0,0,0,42.31,0.02,0.12,0.6,0.9,0.9,224.04,224.04,32.41,72.43,45.05,997.52,32.13,81.37,57.99,5967.74,12.62,128.06,3635.65,21.79,0,0,73.67,5.77,91.47,2011,12,2011-12-01,20.85686249,-1.918913534,,-3.957838983,74.48289647,97.7081707,51.43505254,6.615801259
(주)이엠넷,123570,2012-12-01,2011-11-25,,  전문 서비스업,5,17.19,105.38,35.37,15.81,14.79,11.33,17.88,0,0,16.15,13.83,10.15,17.59,942,5834.89,0.63,1.09,3.09,0,8.5,0,0,0,42.93,0.02,0.12,0.54,0.79,0.79,216.01,216.01,38.17,73.96,42.01,1145.09,37.89,78.22,57.48,6953.34,12.69,72.21,1345.49,21.67,0,0,74.53,4.48,338.91,2012,12,2012-12-01,17.19103334,105.3821019,,35.36712939,11.33158199,14.79331895,15.81055113,17.8753882
(주)이엠넷,123570,2013-12-01,2011-11-25,,  전문 서비스업,5,-10.82,-3.2,-0.97,7.31,-0.2,9.61,-52.47,0,0,8.61,7.12,4.34,7.83,450,5203.29,0.5,0.91,2.41,0,7.73,0,0,0,47.25,0.02,0.13,0.45,0.64,0.64,285.87,285.87,67.35,87.06,51.95,1142.75,37.6,79.9,53.46,24674.76,41.98,264.27,5703.83,86.22,77.89,22.11,9.98,3.02,10.35,2013,12,2013-12-01,-10.8245249,-3.196406399,,-0.973601113,9.613287473,-0.204211613,7.307297117,-52.46797034
(주)이엠넷,123570,2014-12-01,2011-11-25,,  전문 서비스업,5,-6.71,-1.85,-0.77,9.1,1.62,11.59,-10.75,0,0,8.23,4.82,3.58,6.94,413,4853.99,0.43,0.84,2.27,0,8.57,0,0,0,42.58,0.02,0.12,0.38,0.54,0.54,205.45,205.45,57.2,100.82,41.94,1161.32,36.71,81.72,49.8,23345.48,36.4,255.71,6976.78,87.45,79.24,20.76,9.42,2.89,5.42,2014,12,2014-12-01,-6.713070429,-1.850260784,,-0.77087503,11.58659947,1.624803846,9.102662353,-10.74687473
(주)이엠넷,123570,2015-12-01,2011-11-25,,  전문 서비스업,5,-2.53,11.6,72,-3.51,8.18,-20.41,21.26,0,0,10.25,5.1,4.23,8.02,514,4730.98,0.41,0.78,1.63,0,8.93,0,0,0,40.87,0.02,0.11,0.37,0.55,0.55,194.84,194.84,39.41,79.11,32.81,1256.31,58.37,67.41,55.83,21755.48,35.16,212.73,3319.35,83.61,76.82,23.18,12.25,2.68,46.99,2015,12,2015-12-01,-2.534126583,11.59675429,,71.99921841,-20.40622652,8.179813104,-3.513013834,21.25923328
(주)이엠넷,123570,2016-12-01,2011-11-25,,  전문 서비스업,5,4.97,-2.95,2.42,4.01,12.91,4.77,-15.8,0,0,8.22,5.56,3.56,6.1,211,2483,0.43,0.74,1.34,0,7.4,0,0,0,49.3,0.02,0.14,0.43,0.64,0.64,229.21,229.21,63.78,65,38.28,709.23,52.95,67.91,60.61,23411.4,36.38,235.88,5994.79,85.72,75.27,24.73,9.59,2.71,393.81,2016,12,2016-12-01,4.967691499,-2.948157821,,2.424907129,4.772091261,12.90696193,4.0071666,-15.79981717
(주)이엠넷,123570,2017-12-01,2011-11-25,,  전문 서비스업,5,5.48,2.78,0.9,8.72,11.79,12.41,71.47,0,0,13.36,6.71,5.73,9.32,346,2586.61,0.43,0.7,1.39,0,6.2,0,0,0,58.91,0.02,0.16,0.43,0.62,0.62,231.13,231.13,75.73,60.46,39.84,783.03,47.79,70.21,62.32,24711.98,35.32,242.25,7620.73,85.78,73.28,26.72,15.58,2.86,3145.21,2017,12,2017-12-01,5.480121213,2.778528943,,0.901162636,12.41405983,11.79078296,8.719186404,71.47345353
(주)이엠넷,123570,2018-12-01,2011-11-25,,  전문 서비스업,5,9.69,-4.43,3.66,23.01,19.37,31.22,10.36,0,0,14.24,7.68,5.77,8.88,190,1418.63,0.41,0.64,1.49,0,6.88,0,0,0,53.02,0.02,0.15,0.39,0.56,0.56,249.45,249.45,54.03,56.3,44.87,467.33,39.23,74.9,63.98,6265.1,7.28,64.27,2483.5,19.83,0,0,71.83,3.17,9271.15,2018,12,2018-12-01,9.68993358,-4.434246418,,3.66016529,31.2193751,26.28319099,23.01073016,10.36404574
(주)이엠넷,123570,2019-12-01,2011-11-25,,  전문 서비스업,5,16.14,11.8,28.03,13.03,12,8,69.14,0,0,22.06,8.97,8.83,13.02,322,1647.59,0.4,0.63,1.49,0,8.11,0,0,0,45.03,0.02,0.12,0.39,0.55,0.55,244.94,244.94,57.46,56.11,42.35,523.41,44.38,71.57,64.06,33334.96,34.26,305.84,12795.64,90.83,66.57,33.43,24.29,3.55,829.04,2019,12,2019-12-01,16.13986006,11.80431152,,28.02951774,7.997633925,13.16977831,13.02563432,69.13952232
(주)이엠넷,123570,2020-12-01,2011-11-25,,  전문 서비스업,5,6.31,5.27,9.23,16.91,7.27,19.96,-1.81,0,0,20.22,7.22,7.48,11.68,320.03,1751.5,0.37,0.6,1.35,0,6.49,0,0,0,56.27,0.02,0.15,0.36,0.51,0.51,228.98,228.98,51.99,68.93,41.36,561.43,44.88,73.44,59.2,35728.66,31.41,311.4,22172.16,91.57,69.43,30.57,22.08,3.49,718.24,2020,12,2020-12-01,6.306901386,5.267500427,,9.229159037,19.9598424,8.033246189,16.90890026,-1.806316003
(주)이크레더블,92130,2013-12-01,2008-10-24,,  정보서비스업,5,3.905915939,0,0,0,0,0,0,0,0,31.22,24.54,19.03,22.5,495,1584.67,0.61,0.72,3.18,0,52.39,113.38,3.22,0,6.97,0.27,0,0.63,0.75,0.75,526.41,526.41,58.68,18.24,65.47,430.88,22.67,80.83,84.58,16535.57,52.8,568.1,5325.96,86.64,52.79,47.21,36.04,6.56,999999999,2013,12,2013-12-01,3.905915939,0.772129123,,8.1968253,11.27428876,10.26924842,10.67075232,6.034348236
(주)이크레더블,92130,2014-12-01,2008-10-24,,  정보서비스업,5,5.36,-5.14,3.56,9.32,9.88,10.69,8.6,0,0,32.18,25.32,19.75,23.28,537,1669.65,0.61,0.72,3.29,0,57.4,148.01,2.47,0,6.36,0.26,0,0.64,0.75,0.75,553.04,553.04,40.84,17.63,67.04,473.46,21.37,81.84,85.01,17837.43,52.1,646.04,7124,88.71,52.55,47.45,36.28,7.09,999999999,2014,12,2014-12-01,5.362725083,-5.140759252,,3.56463196,10.68711609,9.883580724,9.321524262,8.597378006
(주)이크레더블,92130,2015-12-01,2008-10-24,,  정보서비스업,5,27.15,-0.83,3.21,12.13,12.29,14.11,20.42,0,0,30.48,27.58,21.46,25.23,647,2122.99,0.7,0.83,4.05,0,21.07,283.35,1.29,0,17.33,0.06,0,0.72,0.85,0.85,566.77,566.77,34.35,17.46,68.59,531.67,19.64,83.28,85.13,22172.14,57.76,809.72,5666.74,86.72,52.21,47.79,35.15,9.3,999999999,2015,12,2015-12-01,27.15149111,-0.825193912,,3.206416016,14.11327122,12.29404071,12.13222141,20.42046942
