회사명,거래소코드,회계년도_x,상장일,상장폐지일,산업명,소속코드,[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용),year,month,회계년도_y,매출액증가율(IFRS연결),유형자산증가율(IFRS연결),재고자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),자기자본증가율(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결)
(주)비즈니스온커뮤니케이션,138580,2019-12-01,2017-11-30,,  출판업,5,4.25,684.65,70.19,61,5.27,60.32,-16.66,0,0,28.14,12.78,8.5,12.14,462,1642.48,0.3,0.43,4.22,0,4.84,0,0,0,75.43,0.01,0.21,0.25,0.33,0.33,230.4,230.4,120.56,71.87,52.47,780.96,12.55,92.7,58.18,8989.31,14.03,775.11,4064.03,57.34,32.87,67.13,49.07,23.98,33.24,2019,12,2019-12-01,4.251734891,684.6532208,,70.18816,60.32317621,5.265406039,61.00448391,-16.66298569
(주)비즈니스온커뮤니케이션,138580,2020-12-01,2017-11-30,,  출판업,5,17.55652134,0,0,0,0,0,0,0,0,16.49,8.23,4.28,5.01,326,1619.99,0.26,0.3,0.58,0,2.64,12.32,29.62,0,138.01,0.01,0,0.38,0.47,0.47,447.54,447.54,91.76,15.01,42.9,1077.91,51.47,55.25,86.95,8639.73,12.18,905.25,4134.3,46.88,43.57,56.43,35.17,19.31,9.9,2020,12,2020-12-01,17.55652134,-17.70516003,,578.9994196,-33.98327648,65.52448029,10.76595211,-30.36079686
(주)사람인에이치알,143240,2012-12-01,2012-02-21,,  정보서비스업,5,16.41,7.99,29.28,63.76,133.23,80.33,-6.32,0,47.14,9.83,20.54,15.93,22.88,564,5709.22,1.62,2.33,5.74,0,9.77,0,0,0,37.36,0.03,0.1,1.66,2.26,2.26,395.06,395.06,86.78,27.42,55.54,660.79,32.66,74.37,78.48,41684.16,111.4,595.67,6542.09,85.38,84.25,15.75,11.52,7.24,98.64,2012,12,2012-12-01,16.41417222,7.985351388,,29.28419802,80.33239676,133.234326,63.75957108,-6.316723999
(주)사람인에이치알,143240,2013-12-01,2012-02-21,,  정보서비스업,5,6.95,10.89,12.42,78.12,108.49,100.76,1.9,0,48.27,9.37,13.97,9.4,10.8,465,4974.5,1,1.15,5.13,0,10.42,0,0,0,35.02,0.03,0.1,1.09,1.25,1.25,1035.82,1035.82,197.44,8.86,75.73,1052.47,17.61,83.82,91.86,43647.88,65.49,562.48,8267.9,83.59,85.6,14.4,11.21,7.08,216.95,2013,12,2013-12-01,6.947454214,10.89006446,,12.42477686,100.7628105,108.4863207,78.12143123,1.89663315
(주)사람인에이치알,143240,2014-12-01,2012-02-21,,  정보서비스업,5,5.912463855,0,0,0,0,0,0,0,51.11,5.88,8.38,4.92,5.44,280,4753.34,0.84,0.92,3.28,0,12.01,0,0,0,30.38,0.03,0.08,1,1.12,1.12,786.75,786.75,76.68,10.45,65,1027.76,28.2,74.47,90.53,46378.25,70.23,608.85,10864.57,83.86,91.1,8.9,7.01,7.26,1230.65,2014,12,2014-12-01,5.912463855,-1.837526995,,56.38483741,-11.97991417,-2.347574819,-0.920471279,-33.53852136
(주)사람인에이치알,143240,2015-12-01,2012-02-21,,  정보서비스업,5,23.79,4.59,194.37,9.41,6.75,-53.83,143.35,0,55.2,12.68,16.07,12.58,13.98,786,5887.44,0.99,1.1,2.07,0,13.32,0,0,0,27.4,0.04,0.08,1.6,1.91,1.91,283.44,283.44,69.29,12.48,20.35,1103.03,77.11,31.45,88.91,58678.14,81.3,746.17,11083.5,85.67,80.39,19.61,14.81,8.84,1642.12,2015,12,2015-12-01,23.85911278,3.975413323,,193.4259731,-53.84663314,7.323594823,9.290909608,167.243967
(주)사람인에이치알,143240,2016-12-01,2012-02-21,,  정보서비스업,5,7.599190896,0,0,0,0,0,0,0,61.86,14.14,16.7,12.56,14.13,947,6334.84,0.89,1,1.39,0,12.61,0,0,0,28.94,0.03,0.08,1.88,2.46,2.46,324.86,324.86,191.93,12.48,24.95,1267.79,71.93,36.05,88.9,60366.69,72.77,613.9,11135.47,81.91,76.66,23.34,17.26,7.5,26572.03,2016,12,2016-12-01,7.599190896,24.15612652,,7.219856172,31.77363004,14.93725063,14.9412924,19.94435072
(주)사람인에이치알,143240,2017-12-01,2012-02-21,,  정보서비스업,5,10.37,-2.47,8.03,17.84,2.66,35.25,-67.28,0,64.66,4.19,18.19,3.77,4.56,310,6992.03,0.9,1.09,1.47,0,13.63,0,0,0,26.79,0.04,0.07,1.6,2.31,2.31,183.45,183.45,36.9,29.12,18.82,1301.46,75.69,41.38,77.44,53764.82,55,560.6,9533.56,66.09,89.62,10.38,6.34,8.38,966215.43,2017,12,2017-12-01,10.37424465,-2.468731784,,8.027497288,35.25290303,2.655211367,17.8428663,-67.27636684
(주)사람인에이치알,143240,2018-12-01,2012-02-21,,  정보서비스업,5,5.9,-1.43,-0.79,6.86,18.35,17.7,388.83,0,0,19.35,19.74,16.49,20.17,1515,7404.5,0.85,1.04,1.51,0,13.75,0,0,0,26.55,0.04,0.07,1.38,1.96,1.96,322.68,322.68,74.95,16.59,31.45,1540.32,63.45,45.58,85.77,72244,69.16,764.21,13293.64,83.86,69.18,30.82,23.07,9.05,2551.82,2018,12,2018-12-01,5.899170632,-1.430189092,,-0.792102784,17.70413514,18.35337844,6.861377582,388.8321522
(주)사람인에이치알,143240,2019-12-01,2012-02-21,,  정보서비스업,5,8.61,18.78,2.48,25.08,24.17,52.08,52.75,0,0,27.21,25.05,21.66,25.35,2314,8042.38,0.8,0.93,1.63,0,14.91,0,0,0,24.49,0.04,0.07,1.22,1.56,1.56,381.26,381.26,28.37,17.45,40.88,1908.5,52.37,55.41,85.15,81862.35,62.65,729.06,24517.76,87.49,60.25,39.75,31.1,9.05,821.08,2019,12,2019-12-01,8.614768027,18.77666703,,2.478980268,52.07535135,24.16966724,25.08355921,52.74502913
(주)사람인에이치알,143240,2020-12-01,2012-02-21,,  정보서비스업,5,2.92,5.43,6.15,11.39,12.11,15.61,-14.72,0,0,22.45,18.41,15.65,18.4,1965,8259.09,0.7,0.81,1.6,0,12.51,0,0,0,29.17,0.03,0.08,0.99,1.23,1.23,440.82,440.82,67.18,16.39,44.46,2139.58,49.46,57.51,85.92,81885.29,56.26,691.72,24494.33,85.04,64.04,35.96,26.4,8.35,550.71,2020,12,2020-12-01,2.915244146,5.427826075,,6.153176949,15.60575637,12.40167449,11.39105586,-14.71720907
(주)삼화네트웍스,46390,2011-12-01,2001-01-11,,  영상ㆍ오디오 기록물 제작 및 배급업,5,-2.78,35.31,-28.84,-2.58,12.72,93.98,0,0,24.61,-6.19,8.67,-4.01,-5.36,-44,686.72,0.65,0.86,0.95,0,13.03,25.52,14.3,0,28.01,0.07,0,1.19,2.03,2.03,250.73,250.73,20.15,23.65,25.6,420.86,71.01,42.58,80.87,2186.99,5.55,408.79,1109.34,8.46,97.49,2.51,-73.19,55.55,7.53,2011,12,2011-12-01,-2.778710444,35.30863823,,-28.84267979,93.97677583,13.5003702,-2.580330598,10000
(주)삼화네트웍스,46390,2012-12-01,2001-01-11,,  영상ㆍ오디오 기록물 제작 및 배급업,5,-27.33,-3.49,-2.83,-19.54,-13.18,-42.08,0,0,10.24,-22.68,-1.39,-11.97,-13.73,-110.89,499.06,0.53,0.63,0.84,0,6.08,13.93,26.19,0,60.02,0.03,0,1.03,1.42,1.42,290.07,290.07,28.54,15.31,20.08,365.38,79.97,30.65,86.73,-711.01,-2.24,-137.71,-493.06,-3.79,0,0,0,35.73,-11.84,2012,12,2012-12-01,-27.3263373,-3.494857809,,-2.827963858,-42.08218755,-13.71620661,-19.54101782,153.7625561
(주)삼화네트웍스,46390,2013-12-01,2001-01-11,,  영상ㆍ오디오 기록물 제작 및 배급업,5,133,-28.33,-23.76,27.18,20.87,142.43,0,0,11.01,7.69,9.27,9.34,11.48,90,1046.67,1.21,1.44,2.26,0,11.43,21.77,16.77,0,31.92,0.07,0,2.06,2.63,2.63,397.75,397.75,18.63,21.77,43.74,397.54,50.63,58.42,82.12,5698.47,14.12,1540.1,6061.49,13.02,40.98,59.02,59.04,98.74,999999999,2013,12,2013-12-01,132.9997401,-28.33354962,,-23.76006093,142.4335078,20.42455951,27.17552396,10000
(주)삼화네트웍스,46390,2014-12-01,2001-01-11,,  영상ㆍ오디오 기록물 제작 및 배급업,5,-24.93,-42.62,4.63,0.95,3.11,-1.66,0,0,6.89,-5.15,-5.23,-4.17,-5.18,-42.63,767.75,0.81,0.98,1.91,0,9.39,16.43,22.22,0,38.85,0.06,0,1.14,1.41,1.41,466.17,466.17,50.56,18.99,44.7,400.5,51.27,56.91,84.04,1677.03,4.12,789.94,3786.55,5.11,171.03,-71.03,-100.85,112.82,999999999,2014,12,2014-12-01,-24.93013092,-42.62336286,,4.628561836,-1.664105697,3.310831746,0.952089574,10000
(주)삼화네트웍스,46390,2015-12-01,2001-01-11,,  영상ㆍ오디오 기록물 제작 및 배급업,5,-39.86,-38.91,3.34,-11.81,-5.66,-23.28,0,0,1.24,-10.8,-5.89,-5.57,-6.13,-49.42,461.74,0.52,0.59,1.11,0,8.99,17.74,20.57,0,40.58,0.05,0,0.82,0.96,0.96,886.99,886.99,196.66,11.56,43.93,377.82,56.33,49.51,89.64,1046.93,2.91,807.22,13086637.63,5.3,283.79,-183.79,-203.77,115.53,999999999,2015,12,2015-12-01,-39.85815939,-38.90822762,,3.335025623,-23.27936109,-5.9408674,-11.81137234,16.72279379
(주)삼화네트웍스,46390,2016-12-01,2001-01-11,,  영상ㆍ오디오 기록물 제작 및 배급업,5,131.35,625.65,-32.99,25.04,22.08,84.21,0,0,26.23,16.78,17.92,18.97,21.57,188.42,1068.23,1.13,1.28,3.02,0,15.16,27.62,13.22,0,24.08,0.09,0,1.63,1.81,1.81,908.48,908.48,111.54,14.4,64.91,461.25,30.96,72.94,87.41,11478.58,25.55,8184.13,143482226.3,25.12,25.69,74.31,66.81,85.36,999999999,2016,12,2016-12-01,131.349317,625.6530656,,-32.98732881,84.21352818,21.93892577,25.03877183,10000
(주)삼화네트웍스,46390,2017-12-01,2001-01-11,,  영상ㆍ오디오 기록물 제작 및 배급업,5,-54.05,13.29,-15.25,-1.91,-2.1,3.04,-90.08,0,9.09,3.38,0.32,1.59,1.97,18.72,490.88,0.47,0.54,1.87,0,7.57,12.17,30,0,48.21,0.05,0,0.58,0.63,0.63,1215.14,1215.14,242.58,14.03,70.32,450.76,26.66,76.62,87.69,4120.64,9.35,1595.45,137354769.3,19.62,80.27,19.73,17.2,20.92,999999999,2017,12,2017-12-01,-54.04709221,13.28692877,,-15.25293387,3.037214051,-1.598567587,-1.911987486,-90.07942457
(주)삼화네트웍스,46390,2018-12-01,2001-01-11,,  영상ㆍ오디오 기록물 제작 및 배급업,5,-40.2,-5.19,52.47,24.4,-10.67,15.84,-499.52,0,-13.92,-24.44,-6.95,-6.21,-8.39,-76.46,293.04,0.25,0.34,0.97,0,5.37,5.58,65.46,0,68,0.39,0,0.27,0.34,0.34,224.1,224.1,67.78,58.81,39.51,401.64,45.51,71.35,62.97,1341.12,2.45,689.12,44703974.33,10.68,241.28,-141.28,-228.89,12.09,999999999,2018,12,2018-12-01,-40.19901152,-5.190059577,,52.4747797,15.83720213,-10.66983525,24.40271575,10000
(주)삼화네트웍스,46390,2019-12-01,2001-01-11,,  영상ㆍ오디오 기록물 제작 및 배급업,5,331.55,28,35.22,-20.99,1.15,-43.57,0,0,4.11,1.33,0.69,1.47,2.08,18.09,1259.51,1.1,1.56,2.93,0,18.97,22.36,16.33,0,19.24,0.34,0,1.29,1.77,1.77,430.2,430.2,167.73,24.04,39.11,405.52,60.83,50.96,80.62,8639.33,19.95,667.69,1114.13,15.94,48.79,51.21,8.34,47.03,7.24,2019,12,2019-12-01,331.5450628,28.0017134,,35.22407608,-43.57227253,1.154053996,-20.99347184,10000
(주)삼화네트웍스,46390,2020-12-01,2001-01-11,,  영상ㆍ오디오 기록물 제작 및 배급업,5,-45.95,-8.93,-39.41,-12.28,-7.72,13.83,0,0,6.25,-3.28,-0.21,-2.36,-2.86,-24.55,679.12,0.72,0.87,1.72,0,19,30.68,11.9,0,19.21,0.14,0,1.08,1.24,1.24,1332.35,1332.35,282.89,17.91,61.16,373.12,39.94,66.12,84.81,4574.22,12.04,388.18,747.19,15.61,86.08,13.92,-20.98,23.7,-14.89,2020,12,2020-12-01,-45.94516802,-8.929039279,,-39.41215867,13.82944619,-7.721652657,-12.28236228,10000
(주)셀리버리,268600,2020-12-01,2018-11-09,,  연구개발업,5,-63.27,33.36,134.88,96.11,40.72,92.7,0,0,-95,-2264.83,-37.79,-37.75,-52.53,-2141,94.56,0.02,0.02,0.18,0,9.67,0,0,0,37.74,0.03,0.1,0.02,0.02,0.02,4332.91,4332.91,2273.43,57.62,88.24,912.75,15.26,90.32,63.44,-7065.61,-11.68,-443.82,-677.64,-927.76,0,0,0,0.46,-23.02,2020,12,2020-12-01,-63.27458956,33.35692173,,134.8838366,92.70020323,40.72005921,96.10945604,-12.22205751
(주)셀바스에이아이,108860,2013-12-01,2009-12-10,,  출판업,5,57.42,-5.98,-15.74,48.35,53.11,87.03,0,0,0,22.21,14.52,12.43,14.31,351,1575.1,0.56,0.64,2,0,8.67,0,0,0,42.12,0.02,0.12,0.68,0.78,0.78,797.16,797.16,84.6,13.62,68.76,537.21,24.29,78.62,88.01,17218.19,27.81,439.43,0,59.34,58.06,41.94,37.43,7.18,999999999,2013,12,2013-12-01,57.42493746,-5.979735777,,-15.73949933,87.02638043,53.107565,48.34745214,10000
(주)솔트룩스,304100,2020-12-01,2020-07-23,,  출판업,5,17.89,115.37,77.66,50.37,50.16,39.99,-37.45,0,0,2.37,1.34,0.96,1.11,117,5087.55,0.4,0.45,1.32,0,5.15,16.67,21.89,0,70.83,0.02,0,0.52,0.58,0.58,767.22,767.22,218.07,10.46,58.66,2289.67,35.96,67.45,90.53,12259.86,19.08,728.38,5079.22,56.61,91.17,8.83,4.19,17.57,4.63,2020,12,2020-12-01,17.88833084,115.368129,,77.66290518,39.98860185,50.06434517,50.36871491,-37.44852011
(주)솔트웍스,222520,2015-12-01,2015-07-08,2016-12-05,  출판업,4,42.85,-10.22,-4.56,30.09,53.1,49.29,725.18,0,29.33,15.29,29.85,27.77,41.89,598,3909.82,1.82,2.74,6,0,3.45,63.75,5.73,0,105.73,0.01,0,1.81,2.61,2.61,285.34,285.34,28.06,40.99,47.97,345.21,36.88,73.84,70.93,6458.85,107.02,1873.14,14148.02,66.61,70.45,29.55,22.95,26.61,133.03,2015,12,2015-12-01,42.85158238,-10.22224884,,-4.561171845,49.28593872,53.1033321,30.0889345,725.1852429
(주)쇼박스,86980,2013-12-01,2006-07-07,,  영상ㆍ오디오 기록물 제작 및 배급업,5,22.61,-31.62,28.72,-7.66,5.58,-17.61,0,0,14.44,5.3,4.36,3.29,5.1,84,1727.62,0.62,1.05,2.43,0,10.28,6.01,60.75,0,35.52,0,0.23,0.54,0.83,0.83,189.73,189.73,57.02,58.56,33.14,336.13,47.45,70.07,63.07,65452.74,39.11,39416.98,0,60.52,5.66,94.34,8.75,528.98,162.67,2013,12,2013-12-01,22.61245543,-31.6219466,,28.7227626,-17.61082774,6.090309472,-7.664062452,10000
(주)쇼박스,86980,2014-12-01,2006-07-07,,  영상ㆍ오디오 기록물 제작 및 배급업,5,-33.42,21.31,-11.1,-14.92,-0.13,-16.55,0,0,13.92,-1.1,1.82,-0.51,-0.72,-12,1150.2,0.46,0.68,1.52,0,8.16,7.38,49.45,0,44.71,0,1.28,0.46,0.67,0.67,264.8,264.8,63.6,35.12,42.78,335.71,42.25,68.73,74.01,51558.15,36.21,25594.06,0,71.61,7.65,92.35,-1.54,391.85,999999999,2014,12,2014-12-01,-33.42264337,21.31500976,,-11.10327777,-16.54534486,-0.155611487,-14.91666999,10000
(주)쇼박스,86980,2015-12-01,2006-07-07,,  영상ㆍ오디오 기록물 제작 및 배급업,5,97.22,780.49,-2.05,51.53,10.48,75.91,0,0,17.29,8.08,8.36,6.4,10.37,184,2268.42,0.79,1.28,3.22,0,13.65,6.56,55.63,0,26.74,0,0.14,0.7,1.05,1.05,173.4,173.4,57.42,85.85,33.77,370.9,37.56,79.79,53.81,92650.81,42.94,5223.53,0,65.25,5.45,94.55,12.38,143.79,999999999,2015,12,2015-12-01,97.21887806,780.4935318,,-2.052297782,75.91388646,10.17269358,51.53476488,10000
(주)쇼박스,86980,2016-12-01,2006-07-07,,  영상ㆍ오디오 기록물 제작 및 배급업,5,-11.32,-14.06,0.67,-8.61,8.73,-10.97,16.66,0,20.13,10.62,7.89,6.48,11.04,214,2011.69,0.61,1.04,2.88,0,11.59,3.51,104.04,0,31.5,0,0.12,0.51,0.77,0.77,217.91,217.91,145.56,56.22,42.06,403.27,34.78,77.73,64.01,71899.48,36.46,4716.75,0,57.09,8.15,91.85,18.6,76.37,999999999,2016,12,2016-12-01,-11.3174661,-14.05944234,,0.673027767,-10.96644365,8.714641401,-8.613957886,16.65537499
(주)쇼박스,86980,2017-12-01,2006-07-07,,  영상ㆍ오디오 기록물 제작 및 배급업,5,-18.44,-18.83,-1.64,3.08,10.06,4.43,18.5,0,19.71,15.43,5.73,7.91,11.95,254,1640.68,0.51,0.77,2.36,0,12.06,3.46,105.47,0,30.27,0,0.12,0.46,0.66,0.66,250.39,250.39,100.02,46.32,47.3,443.84,31.08,78.76,68.34,74544.94,36.67,6024.65,0,72.58,7.9,92.1,21.26,74.38,999999999,2017,12,2017-12-01,-18.44273616,-18.82862399,,-1.642846949,4.434767238,10.06099027,3.081572509,18.50176778
(주)쇼박스,86980,2018-12-01,2006-07-07,,  영상ㆍ오디오 기록물 제작 및 배급업,5,-33.29,-31.72,-4.29,-11.58,1.29,-13.54,-72.53,0,19.95,6.35,3.32,2.27,3.11,70,1094.42,0.36,0.49,1.62,0,4.89,3.71,98.39,0,74.69,0,0.85,0.34,0.46,0.46,357.82,357.82,30.42,27.73,55.48,449.55,29.37,77,78.29,51204.3,28.49,6060.85,0,74.74,9.16,90.84,8.5,65.81,999999999,2018,12,2018-12-01,-33.29498205,-31.72101887,,-4.28869018,-13.54440212,1.287146056,-11.57804748,-72.53321408
(주)쇼박스,86980,2019-12-01,2006-07-07,,  영상ㆍ오디오 기록물 제작 및 배급업,5,14.8,-43.76,28.64,-8.06,-0.04,-19.02,-25.11,0,13.53,4.14,1.79,1.89,2.32,52,1256.39,0.46,0.56,1.66,0,7.36,13.3,27.44,0,49.6,0.05,0,0.51,0.63,0.63,519.64,519.64,31.68,17.48,54.77,449.39,37.8,67.82,85.12,69159.72,41.85,14556.91,0,87.93,7.18,92.82,4.71,119.17,14.47,2019,12,2019-12-01,14.80018656,-43.76441846,,28.64278933,-19.01722516,-0.035671107,-8.057257481,-25.11320862
(주)쇼박스,86980,2020-12-01,2006-07-07,,  영상ㆍ오디오 기록물 제작 및 배급업,5,-40.5,-61.44,-15.41,-8.95,-4.36,-5.89,-180.65,0,14.2,-5.62,-0.86,-1.67,-1.91,-42,747.6,0.3,0.34,0.95,0,11.86,20.42,17.87,0,30.78,0.08,0,0.37,0.43,0.43,799.92,799.92,44.97,11.84,61.34,429.82,33.43,70.1,89.42,32944.64,21.9,17982.66,0,70.39,15.07,84.93,-7.98,142.18,-19.66,2020,12,2020-12-01,-40.4961534,-61.43919478,,-15.40663438,-5.893271079,-4.356519123,-8.954227542,10000
(주)승화프리텍,111610,2011-12-01,2010-01-06,2016-01-25,  전문직별 공사업,4,-46.18,22.64,31.67,32.65,25.59,33.78,0,0,20.46,-17.94,0.13,-8.84,-11.18,-403,1795.44,0.49,0.84,0.93,0,3,8.14,44.83,0,121.71,0.01,0,0.6,1.05,1.05,125.25,125.25,13.2,74.93,9.46,474.99,92.79,46.96,57.16,6089.3,12.08,43.23,197.04,27.95,73.79,26.21,-64.19,1.7,0,2011,12,2011-12-01,-46.18418809,22.64168504,,31.6657927,33.78168569,25.59217447,32.65093782,10000
(주)시티랩스,139050,2014-12-01,2011-07-29,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,38.66,0.15,4.46,10.05,7.99,13.8,271.65,0,11.52,2.52,6.55,4.95,6.91,107,4206.96,1.96,2.74,5.02,0,12.21,17.99,20.29,0,29.9,0.1,0,2.21,3.22,3.22,213.51,213.51,35.33,40.81,32.9,319.18,53.68,61.88,71.02,12535.12,35.48,147.2,20311.3,18.95,83.44,16.56,13.32,7.77,605.11,2014,12,2014-12-01,38.65711076,0.152151884,,4.45883568,13.80392051,7.990717687,10.05091405,271.6459974
(주)시티랩스,139050,2015-12-01,2011-07-29,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,-32.74,-91.82,33.39,20.8,-3.06,13.04,0,0,9.55,-1.62,-1.55,-1.85,-2.92,-46,2829.7,1.14,1.8,2.83,0,21.21,11.9,30.68,0,17.21,0,0.11,1.19,1.91,1.91,137,137,59.87,75.47,15.64,309.42,73.86,57.91,56.99,8834.94,20.7,1268.89,2367.72,19.86,111.05,-11.05,-8.16,9.66,-4,2015,12,2015-12-01,-32.73756543,-91.82357138,,33.39353838,13.04172127,-3.059857799,20.79973925,10000
(주)신테카바이오,226330,2019-12-01,2019-12-17,,  출판업,5,60.9919674,0,0,0,0,0,0,0,0,-4977.8,-10.08,-47.9,-49.81,-2295,45.07,0.01,0.01,0.2,0,16.31,0,0,0,22.37,0.04,0.06,0.01,0.01,0.01,6401.48,6401.48,2414.01,3.98,93.74,701.04,4.97,95.22,96.17,-19924.93,-41.56,-1144.47,-4315.43,-4318.61,0,0,0,0.27,-93.67,2019,12,2019-12-01,60.9919674,79.17385362,,46.30954982,333.065881,10000,295.9961896,10000
(주)신테카바이오,226330,2020-12-01,2019-12-17,,  출판업,5,32.14,48.3,41.55,-6.61,-9.91,-9.02,0,0,0,-1064.13,-13.82,-13.99,-14.8,-490,46.13,0.01,0.01,0.22,0,23.96,0,0,0,15.24,0.07,0.04,0.01,0.01,0.01,4004,4004,255.5,7.79,90.44,621.76,7.8,92.76,92.77,-2716.82,-6.07,-105.23,-886.22,-445.62,0,0,0,0.28,-84.14,2020,12,2020-12-01,32.14377056,48.3002915,,41.54927425,-9.023675443,-9.912150662,-6.608177333,-71.75084658
(주)싸이토젠,217330,2019-12-01,2018-11-22,,  연구개발업,5,-34.81,45.53,112.78,-13.35,-18.7,-29.3,0,0,-23.37,-518.3,-19.75,-19.5,-20.72,-735,141.81,0.04,0.04,0.2,0,1.62,7.58,48.13,0,225.58,0.01,0,0.04,0.05,0.05,1328.5,1328.5,936.31,10.02,66.98,636.15,30.33,72.43,90.89,-956,-4.85,-40.28,-247.31,-119.66,0,0,0,0.4,-94.69,2019,12,2019-12-01,-34.80733719,45.53285351,,112.7789412,-29.2962266,-18.69821332,-13.34675786,59.31234892
(주)싸이토젠,217330,2020-12-01,2018-11-22,,  연구개발업,5,-19.56,-26.98,8.75,43.59,2.33,56.85,0,0,-20.17,-760.7,-26.43,-20.36,-26.97,-868,114.07,0.03,0.04,0.11,0,2.19,6.16,59.22,0,166.47,0.01,0,0.03,0.04,0.04,1914.29,1914.29,946.5,54.39,74.99,650.95,32.23,79.12,64.77,-462.38,-1.63,-26.68,-201.35,-71.95,0,0,0,0.31,-29.67,2020,12,2020-12-01,-19.55828144,-26.98481119,,8.748149237,56.85073273,2.326339803,43.59083199,18.06433742
(주)썸에이지,208640,2017-12-01,2014-12-29,,  출판업,5,-41.26,-82.98,-17.04,-25.42,-20.79,-26.86,0,0,0,-244.9,-25.74,-26.46,-27.49,-114,46.76,0.11,0.12,0.7,0,8.58,0,0,0,42.54,0.02,0.12,0.12,0.13,0.13,3287.88,3287.88,543.16,3.67,81.09,356.73,16.97,83.63,96.46,1555.75,5.53,413.34,1431.45,43.76,634.83,-534.83,-559.6,2.75,-139.54,2017,12,2017-12-01,-41.26395655,-82.98236833,,-17.0447529,-26.86117433,-21.41460658,-25.41666001,20.28845681
(주)썸에이지,208640,2018-12-01,2014-12-29,,  출판업,5,-0.01,27.12,-6.2,46.25,-66,56.52,0,0,0,-826.18,-74.48,-84.84,-151.21,-365,46.76,0.1,0.2,0.8,0,6,0,0,0,60.84,0.02,0.17,0.08,0.12,0.12,115.53,115.53,24.48,352.27,12.03,120.88,47.48,89.5,22.11,-12252.32,-29.8,-2560.78,-8527.74,-344.69,0,0,0,8.32,-156.51,2018,12,2018-12-01,-0.00852354,27.11875214,,-6.199793982,56.51766277,-66.47682625,46.25265862,225.8434835
(주)썸에이지,208640,2019-12-01,2014-12-29,,  출판업,5,2.63,-38.71,10.38,5.77,177.92,5.23,0,0,0,-388.1,-30,-33.47,-76.84,-154,41.93,0.09,0.16,0.8,0,5.19,0,0,0,70.34,0.01,0.19,0.06,0.1,0.1,567.79,567.79,210.07,22.35,73.36,205.13,13.4,89.04,81.73,-2658.52,-6.11,-906.59,-5201.98,-72.88,0,0,0,9.45,-27.81,2019,12,2019-12-01,2.627077684,-38.71120112,,10.38268369,5.226400749,290.9791056,5.767662643,-51.27124293
(주)썸에이지,208640,2020-12-01,2014-12-29,,  출판업,5,92.06,142.3,101.07,-10.74,-7.43,-24.49,0,0,0,-110.06,-28.27,-18.74,-31.25,-60,56.09,0.17,0.2,0.98,0,4.12,0,0,0,88.58,0.01,0.24,0.18,0.21,0.21,774.6,774.6,128.32,15.31,65.6,175.68,28.45,75.32,86.72,-1353.71,-3.49,-190.52,-935.71,-19.32,0,0,0,13.96,-109.38,2020,12,2020-12-01,92.06351861,142.2959798,,101.0671025,-24.49162996,-5.286220375,-10.73646899,-42.41495353
(주)씨씨에스충북방송,66790,2017-12-01,2003-05-30,,  방송업,5,1.68,-9.37,-12.66,-6.21,-7.52,28.58,0,0,19.53,-33.46,-2.52,-16.22,-21.97,-90,268.64,0.48,0.66,0.59,0,6.37,26.3,13.88,0,57.31,0.02,0,1.53,2.63,2.63,179.29,179.29,20.17,36.42,9.48,76.86,107.18,21.43,73.3,737.36,1.74,2.86,3.89,3.47,338.78,-238.78,-964.82,0.75,-2.14,2017,12,2017-12-01,1.680146403,-9.373778811,,-12.66193556,28.57696182,-7.519694292,-6.214478398,243.1715282
