,회사명,거래소코드,종가(원),주가변동률,year
377,(주)넥스지,81970,5680.0,0.18045774647887325,2012
378,(주)넥스지,81970,4900.0,-0.15918367346938775,2013
379,(주)넥스지,81970,4365.0,-0.12256586483390607,2014
380,(주)넥스지,81970,4670.0,0.06531049250535331,2015
381,(주)넥스지,81970,7400.0,0.3689189189189189,2016
382,(주)넥스턴바이오사이언스,89140,3930.0,-0.22519083969465647,2011
383,(주)넥스턴바이오사이언스,89140,3930.0,0.0,2012
384,(주)넥스턴바이오사이언스,89140,6400.0,0.3859375,2013
385,(주)넥스턴바이오사이언스,89140,6320.0,-0.012658227848101266,2014
386,(주)넥스턴바이오사이언스,89140,11500.0,0.4504347826086956,2015
387,(주)넥스턴바이오사이언스,89140,20650.0,0.4430992736077482,2016
388,(주)넥스턴바이오사이언스,89140,13100.0,-0.5763358778625954,2017
389,(주)넥스턴바이오사이언스,89140,13200.0,0.007575757575757576,2018
390,(주)넥스턴바이오사이언스,89140,7590.0,-0.7391304347826086,2019
391,(주)넥스턴바이오사이언스,89140,17450.0,0.5650429799426934,2020
392,(주)넥스트아이,137940,7270.0,-0.052269601100412656,2012
393,(주)넥스트아이,137940,7360.0,0.012228260869565218,2013
394,(주)넥스트아이,137940,4775.0,-0.5413612565445026,2014
395,(주)넥스트아이,137940,13350.0,0.6423220973782772,2015
396,(주)넥스트아이,137940,21150.0,0.36879432624113473,2016
397,(주)넥스트아이,137940,2715.0,-6.790055248618785,2017
398,(주)넥스트아이,137940,2485.0,-0.0925553319919517,2018
399,(주)넥스트아이,137940,790.0,-2.1455696202531644,2019
400,(주)넥스트아이,137940,1335.0,0.40823970037453183,2020
401,(주)넥스트엔터테인먼트월드,160550,15250.0,-0.6,2015
402,(주)넥스트엔터테인먼트월드,160550,8270.0,-0.8440145102781137,2016
403,(주)넥스트엔터테인먼트월드,160550,9270.0,0.10787486515641856,2017
404,(주)넥스트엔터테인먼트월드,160550,6250.0,-0.4832,2018
405,(주)넥스트엔터테인먼트월드,160550,2625.0,-1.380952380952381,2019
406,(주)넥스트엔터테인먼트월드,160550,13200.0,0.8011363636363636,2020
407,(주)넥슨게임즈,225570,2005.0,0.012468827930174564,2016
408,(주)넥슨게임즈,225570,3080.0,0.349025974025974,2017
409,(주)넥슨게임즈,225570,9260.0,0.6673866090712743,2018
410,(주)넥슨게임즈,225570,5890.0,-0.5721561969439728,2019
