[제조]자기자본배율,[제조]1주당순이익,[제조]매출액순이익률,[제조]부가가치,[제조]총자본증가율,[제조]총자본투자효율,[제조]유동비율,[제조]비유동자산회전률,[제조]매입채무회전률,[제조]유형자산증가율,label
-0.0858258602358003,-0.604914009658041,0.0383182615655605,-0.6968037692804373,-0.5978880134073491,-0.9350487642283897,0.16878330463565988,-0.00033645383079481967,-0.4263607847773084,-0.4292472263307806,0
-0.18359170797487823,-0.17805106489069958,0.2615930293720829,-0.06450909665880857,-0.4326622898947422,-0.5330602588274286,-0.8130143891138595,-0.9113967855644517,0.59404947614286,-0.14464241273696987,0
0.7469521228364209,0.042369347394703404,0.27764546365882625,0.0505180833385347,-0.18190304789707365,0.21259392669791108,-0.35114741308052927,-0.22357640266619414,-0.3001394207487947,-0.48402022819223095,0
0.15190800327134082,0.08430298680509714,0.33251560267533115,-0.41731152326865345,2.323603188701927,-0.5017039011518466,-0.46731555732977864,-0.4950844485470853,-0.6396313653772109,2.319874175921133,0
-0.2922682028228253,0.2273074494097732,0.8517388862410871,-0.32819766078912926,0.17566878303803765,0.6026670161821509,0.18748731106011035,-0.9958659553940623,2.664370010265723,-0.37527970979082215,0
0.12851729577488855,2.7304231557532765,1.0221865521221447,2.8231488449976228,2.59522426447644,0.9394342976179015,-0.8664021291906059,-0.9596648826099435,0.011303331873285135,-0.07698164573164881,0
1.6271242370446062,0.08215254375841029,0.2887362364387581,-0.16688948159785558,0.03547726005764396,0.31481565272030826,-0.790366276986862,-0.12704020857521067,-0.5820821610883483,0.09539221306762145,0
-0.9540553843573317,0.036993239777986256,0.37191703228824685,-0.6388735664599358,1.8433637751589709,0.7356179727266187,-0.5596564238296196,2.11139279190947,-0.7455412455390672,-0.5194615823378753,1
-0.9288157790256819,-0.3210555274953757,0.10748966021934585,-0.7240114990367807,-0.5741055229017465,-0.8140132236006432,-0.3179681321188955,-0.21754289053550768,3.2272882774273706,-0.3446712675741293,0
1.453811563806876,0.21978089874636922,0.33601795197425693,0.29930153233015977,0.22573718410246402,-0.016307484333837358,-0.5511582991715541,-0.8208941036041547,0.7067298509269354,-1.3308537961873999,0
-0.1558582404469155,-0.16407318508723498,0.28406643737352366,-0.41429519578659024,0.2737194017892059,0.29161194804037777,-0.7621476238160607,-0.9113967855644517,-0.367844366970986,0.6377523295388458,0
-1.1137270613574708,-0.9565114477913423,-2.3943551889800134,-1.1452769616872387,-1.490774499056285,-1.7659922426313124,-1.0130659360884158,-1.092402149485046,-0.755213380713666,-0.4590501832259815,1
-0.22780401492933977,-0.3683652745224866,0.17403429689893682,-0.577568166632427,-1.0243038958060466,-0.14236004218967704,-0.13235119879799118,0.27720510418078276,0.4257543241048417,-0.5355712887677136,0
0.6376199142213398,-0.07052891255635665,0.26684655332047164,-0.07454807273450152,-0.4401725500544061,-0.2314120979883299,-0.5078137973270669,-0.7786595186893495,-0.7595658415422354,-0.8499790592567253,0
-1.0240985139744656,-0.7446928076926868,-1.9279590073397217,-0.8883788066626339,-0.34170469462770103,-1.7659922426313124,-0.29296168874707595,-0.8932962491723924,-0.46891817954554293,-0.7632551396427623,0
-0.8340705143778278,-2.3478480989977393,-0.9473012036404866,-0.6369244769299645,-0.6967731055095909,-1.0234736928735308,-0.6603734323369317,-0.476983912155026,-0.8142134052787184,-0.2160621112425865,0
0.05958135497766963,0.472457956732075,0.6772051461779494,-0.1097613534319044,0.126852092000222,0.9990113772015075,0.5650642755328197,-0.5373190334618906,2.314722323703978,-0.18948109563335325,0
-0.38615351498919226,0.07355077157166284,0.4442989177993809,-0.3430305968067176,-0.20777172178036057,0.30666299972465705,-0.6500049070364212,-0.8208941036041547,-0.3649427264186063,-0.33446845350189836,0
-1.113694813139415,-1.1876840753101796,-0.1403015526796574,3.3204609633463678,-0.15311371728502854,1.977956863833177,-0.8630272758574986,-0.7967600550814088,-0.9534921517929404,-0.1782043011324664,0
-0.2308138486145451,-0.023219165529245776,0.44371519291622663,-0.4842005479489789,-0.14602069380090146,-0.38631250490570485,2.8516697218054103,-0.11497318431383773,0.4804018878413246,-0.16102061427397218,0
-1.0060502612692526,-0.3210555274953757,0.17520174666524543,0.04764864669942673,-0.10012465949184399,-0.08529147122011782,-0.8939295473413731,-0.4468163515015936,-0.7034674575295626,-0.44723639851076674,0
0.37758103322562386,-0.14149353309702298,0.22014856266812707,-0.43251168639362986,-0.7451725598718699,-0.7506733810959676,-0.762960841486689,-0.13910723283658363,-0.5477460812185228,-0.36749335168306696,0
-0.3659231328622054,0.12301096164546059,0.6185407954209414,0.01901835510708422,-0.09052821595449563,0.27781515066312157,2.0741116460341824,-0.3683806938026694,-0.19809839465677787,2.799674932423151,0
-1.0900461198985165,-0.8941485994374234,-3.8624232701130956,-1.1415732863641745,-1.136540561525469,-1.7659922426313124,-0.6917636344231833,-0.7605589822972899,-0.367844366970986,-0.4168964514012379,1
-0.8710162228637224,-0.34686084405561796,0.0952314376731054,-0.19422181531063687,-0.5774434163060416,0.23517050422433006,0.6358548737610111,-0.4166487908481612,0.3029182073874376,-0.18464818370440172,0
-0.2122603738264584,0.4606305199752973,1.0221865521221447,0.1837974636133601,2.173397985508648,-0.3417864770063785,1.1761160332429075,-1.182904831445343,0.11769681879387138,0.3673777566247255,0
0.4662098858489002,1.0853342250378297,0.37571124402874984,2.37251888980012,-0.05130796845402833,0.8641790391965049,-0.6395550599688479,0.18066891008979943,0.6554675345015623,-0.7968170280382587,0
-0.8520865188649851,-0.27912188808498195,0.18570879456202297,-0.5773501097086609,-0.7589413701645871,-0.37941410621707683,0.08969788616705994,-0.35631366954129645,3.034812787452855,-0.39568533793528404,0
-0.9644500599773086,-0.429652901353062,0.12762816868816942,-0.09135086560813419,-0.44434491680977495,-0.07839307253148982,-0.9032408896700669,-0.35028015741060997,-0.6502707140692695,-0.5707441478061941,0
-0.5427508618680145,-0.1683740711806087,0.2887362364387581,-0.40897698749138917,-0.1839892312747581,0.6227350850945235,0.18545426688353966,-0.04257103874560001,-0.5564510028756616,0.090290806031506,0
