[제조]노동소득분배율,[제조]자기자본배율,[제조]현금비율,[제조]자기자본증가율,[제조]총자본증가율,[제조]재고자산증가율,[제조]매출액순이익률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]비유동자산회전률,label
-0.6803657524865213,0.3643270156047022,-0.5513557142325208,0.12716193290993477,0.08220776771777517,-0.21765696406093915,0.5683404554696712,2.311053682409007,0.08758280955366633,-0.8269276157348412,0
-0.510462749407169,0.3723783207126263,-0.7001734245345488,-0.08213794742289561,0.0429875202173079,-0.06941627628413789,0.28494202469825514,1.4677015796047344,0.8301805178458873,-0.006369965961481161,0
-1.4301550921627928,-0.9275365997094698,-0.7726743603227164,-2.15046539180005,0.6809423971132065,-0.21076757312259423,-4.391569876692475,-1.3940611054498477,-1.160593600823827,-1.0441340524395542,0
-0.21290164754672755,0.2523074554849735,2.601316557064201,0.18301138284330667,0.21572350388957873,0.12087345273704454,0.6211675573951358,-0.9687499156735555,-0.08310798160906775,-0.30201206036511835,0
0.20493046600439677,-0.08268703367837188,2.1173629421297537,-0.09759143599669265,-0.0675801987999669,-0.04209627773552869,0.5076330676216232,-1.062809121104851,1.3601104876921473,-0.2356434269275671,0
-0.12795014600705146,0.4299521393481954,0.656423032772179,-0.20820588052492425,-0.30790852390921325,-0.3554447828278378,0.32697021628536527,0.8747196323204808,2.4958072326974583,-0.5976541547687554,0
0.23032357787766972,0.6376199142213398,-0.6296461984320846,-0.19817466864368757,-0.4401725500544061,2.726251053455281,0.26684655332047164,2.311053682409007,-0.8029778399910333,-0.7786595186893495,0
-0.6547417941416732,0.9318526557621911,0.3532612250481537,0.11902851787109424,0.5641161279628785,-0.21076757312259423,0.760385942027438,-1.3940611054498477,-1.160593600823827,-0.8329611278655277,0
2.8266538436840203,-1.080833878940585,-0.6528043920776698,0.3096215436145913,1.1874677212149862,-2.2559664209919568,-0.08484768877999826,0.6175335923489196,-0.7099791888276415,2.6664759079326252,0
-0.4222793972654401,2.6478770831639142,0.1331268047693801,-0.18190783856600645,-0.43474847327242655,-0.7483776315182693,0.5347762746882984,-0.4634656816658235,0.5507207306840741,-0.9777654190020029,0
-0.1902786933323572,1.2140030649381468,-0.6403042307348824,0.031187635451616194,0.21196837380974676,-0.7951779768580608,0.364620471248818,1.0896471886924746,0.5333269679976542,2.6664759079326252,0
-0.06377482690914395,1.3293979385477126,-0.4066170039476129,-0.09515141148504049,0.31586030601843135,-0.21076757312259423,0.4612269394108558,-0.2271816873456612,-0.06756955360919925,-1.080335125223673,0
-0.2348320623463721,0.08874449350610475,0.7297134524346278,0.8992941339305318,2.59522426447644,-0.21076757312259423,0.3529459735857319,-1.3940611054498477,-1.160593600823827,-1.0139664917861217,0
0.06619173658769736,-0.34844459867597777,-0.464512488061576,-0.00351493538077022,-0.5390576421566481,-0.5162764264574763,0.2417463833448364,-0.2712577401323068,0.7049454265036638,0.6271488077605981,0
-0.50607666644724,-0.6430105718034055,-0.7516214570085479,-0.102471485019997,0.03839791678640218,0.5499162125525945,0.29223858573768396,-1.1550507573490683,0.42386222149111785,-0.32011259675717774,0
-0.8382647390439627,-0.7843437621358295,-0.7167525858944565,1.5467139710222402,-0.8899536862831693,-0.9647995330642084,0.8345190021880351,0.536197371227171,-1.132531663689736,-0.4468163515015936,0
-1.4301550921627928,-0.3119181170248082,-0.7196473601001546,-0.8667413848363814,-1.0439140195562802,-0.44001799572614114,-4.391569876692475,0.6007210773684463,2.4958072326974583,-1.249273464882894,0
