[제조]총자본증가율,[제조]총자본사업이익률,[제조]1주당매출액,[제조]비유동자산회전률,[제조]매출채권회전률,[제조]순운전자본회전률,[제조]현금비율,[제조]자기자본배율,[제조]노동소득분배율,[제조]이자보상배율(이자비용),label
-0.5978880134073491,0.2766137977471738,-0.4191893103817829,-0.00033645383079481967,-0.32005207029033506,-0.41407458357441296,-0.41701187495898356,-0.0858258602358003,2.8266538436840203,-0.25564886449173424,0
-0.4326622898947422,0.4915671848342172,-0.4304920393300936,-0.9113967855644517,-0.33873308937065977,0.16885862230952028,-0.7385949730829062,-0.18359170797487823,-0.1840458385998267,-0.25335761700847775,0
-0.18190304789707365,0.1547330112545204,0.3128655285963854,-0.22357640266619414,-0.5566783119744482,0.3562300099150699,-0.6381989404034655,0.7469521228364209,-0.07416291813002816,-0.24104670791193267,0
2.323603188701927,0.07384848930939579,-0.10379846052115194,-0.4950844485470853,-0.6106457004287195,-0.6222650142472463,0.14102164351219318,0.15190800327134082,-0.0880137064245406,-0.2565399051796674,0
0.17566878303803765,0.5591556209801432,-0.7137556667683249,-0.9958659553940623,0.8942141699307719,-0.4348936266416963,2.183548006923671,-0.2922682028228253,-0.002831358413289344,-0.2412467374541217,0
2.59522426447644,0.25888568334824236,-0.4393302230636386,-0.9596648826099435,-0.14777156099400704,0.6893346989916035,-0.8039905540025418,0.12851729577488855,-1.2235475001029827,-0.2528484509010874,0
0.03547726005764396,0.36193034829203125,3.0015972980879204,-0.12704020857521067,0.5268207946843857,0.6268775697897534,-0.8322803928309557,1.6271242370446062,-0.20643794634262175,-0.25944942579332647,0
1.8433637751589709,1.4045650763791846,-0.3487944613451141,2.11139279190947,-0.8638772924064546,1.2722679048755368,-0.7074103600487942,-0.9540553843573317,-0.35256376284972757,-0.25270297487040444,1
-0.5741055229017465,-0.9189259170307632,-0.7622458357016682,-0.21754289053550768,2.76646741553665,0.6893346989916035,0.35984025733383135,-0.9288157790256819,1.8744121484362923,-0.3022557478217859,0
0.22573718410246402,0.5968278640778725,0.005781905061495513,-0.8208941036041547,-0.2536306691158471,0.12722053617495357,-0.011085582932673607,1.453811563806876,-0.1766587515094201,-0.20702350123595661,0
