ÅõÀÚÀÏÀÚ,ÀÏÀÏ¼öÀÍ·ü(%),´©Àû¼öÀÍ·ü(%),¿¬´©Àû¼öÀÍ·ü(%),ÄÚ½º´ÚÁ¾°¡,ÄÚ½º´Ú¼öÀÍ·ü(%),ÄÚ½º´Ú´©Àû¼öÀÍ·ü(%),ÄÚ½º´Ú¿¬´©Àû¼öÀÍ·ü(%),ÅõÀÚ¿¬Â÷
2013-05-27,0.034051872940598964,61.221177518849125,11.906112514805134,577.56,0.6096923666515499,8.290539591665969,4.258353340433607,3.0
2013-05-28,0.644581462542919,62.26037934282902,12.627438571527993,585.76,1.41976591176675,9.828011758456734,5.738577901330411,3.0
2013-05-29,0.6052467402293029,63.2424549994852,13.309112472085927,585.69,-0.01195028680687,9.814886996057304,5.725941838005699,3.0
2013-05-30,-0.46803971588085,62.47841547690869,12.778780824004453,581.13,-0.7785688674896301,8.959902474037085,4.902792569994796,3.0
2013-05-31,-0.454823635453212,61.73942524080982,12.265836273040897,577.87,-0.5609760294598399,8.34866353943493,4.314313049443141,3.0
2013-06-03,-0.3124471297561645,61.23407504896079,11.915064889909033,569.41,-1.46399709277174,6.762442255160561,2.7871545390544705,3.0
2013-06-04,-0.6443367335138716,60.195184676479016,11.193955016487456,561.55,-1.3803761788517899,5.288718934309933,1.3683051428777793,3.0
2013-06-05,-0.688392484743309,59.092413064245484,10.4285041866651,549.09,-2.21885851660581,2.95251122721083,-0.8809141289239375,3.0
2013-06-07,-2.220789682847927,55.55930516872092,7.976119358764344,535.75,-2.42947422098381,0.45130650709028775,-3.288986768236535,3.0
2013-06-10,1.8933863090395835,58.504643755222595,10.020524419735445,547.0,2.0998600093327098,2.5606433212848945,-1.2581908767622663,3.0
2013-06-11,0.6204875613890379,59.48814535394775,10.703188088734894,547.87,0.15904936014624999,2.7237653682492757,-1.101142661154919,3.0
2013-06-12,-0.09427970412194403,59.33778040239848,10.598817450551268,546.2,-0.30481683611074,2.4106460367199434,-1.4026030290448688,3.0
2013-06-13,-1.1985539522421416,57.42803113797061,9.273230952864608,540.82,-0.9849871841816101,1.4019142980206567,-2.373774753145441,3.0
2013-06-14,-0.810332465723221,56.15234069151078,8.387754486108845,536.04,-0.8838430531415401,0.5056805227450667,-3.2366373630340783,3.0
2013-06-17,-1.971958110265857,53.073081944874566,6.2503933709849635,524.5,-2.15282441608835,-1.6580303071043412,-5.319782659710793,3.0
2013-06-18,1.7591236757015567,55.765826770492886,8.119469196299978,534.26,1.8608198284079998,0.17193656458804885,-3.557954401862906,3.0
2013-06-19,-0.07826202603803852,55.64392127858741,8.034852709165374,531.41,-0.5334481338674,-0.3624287616745825,-4.072422694369715,3.0
2013-06-20,-1.5973651296135039,53.15771955372017,6.309141644159855,525.59,-1.09519956342558,-1.4536590068845667,-5.123021102225711,3.0
