[제조]총자본증가율,[제조]자기자본증가율,[제조]재고자산증가율,[제조]매출액순이익률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]순운전자본회전률,[제조]현금비율,[제조]자기자본배율,[제조]노동소득분배율,label
-0.5978880134073491,-0.28221995737837335,-0.6685557227153763,0.0383182615655605,0.12769869643135207,-0.02350535480360217,-0.41407458357441296,-0.41701187495898356,-0.0858258602358003,2.8266538436840203,0
-0.4326622898947422,0.08757931305424407,-0.6167665080754041,0.2615930293720829,-0.8760538871325687,-0.3897020385616961,0.16885862230952028,-0.7385949730829062,-0.18359170797487823,-0.1840458385998267,0
-0.18190304789707365,-0.27300208700102074,0.04390232639139771,0.27764546365882625,-0.16674751187531187,0.4076280429837929,0.3562300099150699,-0.6381989404034655,0.7469521228364209,-0.07416291813002816,0
2.323603188701927,-0.009208325907958587,2.1192719552666155,0.33251560267533115,1.1614411715820625,-0.1090826672207881,-0.6222650142472463,0.14102164351219318,0.15190800327134082,-0.0880137064245406,0
0.17566878303803765,0.9150187363389569,-0.21076757312259423,0.8517388862410871,-1.1723176646263107,-1.160593600823827,-0.4348936266416963,2.183548006923671,-0.2922682028228253,-0.002831358413289344,0
2.59522426447644,1.324400626627265,2.726251053455281,1.0221865521221447,-0.5629775946583535,-0.5492608216051216,0.6893346989916035,-0.8039905540025418,0.12851729577488855,-1.2235475001029827,0
0.03547726005764396,2.0279410274869734,-0.10671401343310873,0.2887362364387581,0.765211088799021,0.5669549091913991,0.6268775697897534,-0.8322803928309557,1.6271242370446062,-0.20643794634262175,0
1.8433637751589709,2.473652171615436,-0.21076757312259423,0.37191703228824685,2.311053682409007,-1.0634204466156942,1.2722679048755368,-0.7074103600487942,-0.9540553843573317,-0.35256376284972757,1
-0.5741055229017465,-0.37385643348264364,-1.2676951691466147,0.10748966021934585,-1.2282079171289646,-0.9521003654226067,0.6893346989916035,0.35984025733383135,-0.9288157790256819,1.8744121484362923,0
0.22573718410246402,-0.23125055646830583,-0.08438288418468032,0.33601795197425693,-0.9110420939838234,-0.34494208924864217,0.12722053617495357,-0.011085582932673607,1.453811563806876,-0.1766587515094201,0
