회사명,거래소코드,회계년도,상장일,상장폐지일,산업명,소속코드,[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용),year,month,label
(주)가비아,79940,2012-12-01,2005-10-19,,  출판업,5,30.7,70.81,47.43,31.24,28.11,10.96,46.89,1619.44,41.64,13.64,15.82,12.54,21.3,524.0,5178.45,0.92,1.28,1.55,525.34,12.67,46.71,7.81,0.69,28.81,0.05,0.0,1.54,2.27,2.28,215.35,213.68,87.48,44.62,20.11,528.7,90.33,37.54,69.15,31058.09,36.43,82.09,823.51,44.97,49.79,50.21,30.33,2.3,15.43,2012,12,0
(주)가비아,79940,2013-12-01,2005-10-19,,  출판업,5,2.34,-2.08,1.07,7.02,16.43,16.92,-10.69,-62.32,44.98,13.45,11.65,10.77,15.65,465.0,5299.73,0.8,1.11,1.32,413.22,11.61,32.25,11.32,0.88,31.43,0.05,0.0,1.42,2.04,2.05,249.42,248.8,82.18,32.99,24.57,615.59,78.45,41.01,75.19,32828.8,35.98,88.61,1037.87,46.45,51.67,48.33,28.96,1.89,15.81,2013,12,0
(주)가비아,79940,2014-12-01,2005-10-19,,  출판업,5,13.8,0.14,5.21,8.02,9.56,12.05,-41.1,0.0,43.71,8.4,9.47,7.12,8.18,271.0,5961.89,0.85,1.12,1.46,1718.42,27.05,34.03,10.72,0.21,13.49,0.34,0.0,1.45,2.03,2.03,258.29,258.29,98.0,30.51,26.07,664.46,74.99,42.54,76.63,34179.94,34.68,92.13,1216.31,42.5,54.85,45.15,19.76,2.17,24.59,2014,12,0
(주)가비아,79940,2015-12-01,2005-10-19,,  출판업,5,13.95,-0.49,-6.68,6.63,12.25,24.61,62.73,0.0,45.36,9.31,11.7,8.38,11.99,439.0,6770.89,0.9,1.15,1.67,0.0,25.06,37.46,9.75,0.0,14.56,0.21,0.0,1.48,1.95,1.95,395.42,395.42,175.75,24.95,37.14,745.83,62.84,49.71,80.03,41698.24,39.68,112.95,1815.71,45.5,51.97,48.03,20.46,2.48,64.83,2015,12,0
(주)가비아,79940,2016-12-01,2005-10-19,,  출판업,5,11.49,17.08,24.06,19.71,4.78,15.32,-3.61,0.0,46.17,9.96,11.32,8.82,10.68,423.0,7548.86,0.89,1.14,1.73,149.85,10.12,28.87,12.64,2.44,36.08,0.04,0.01,1.4,1.82,1.84,295.5,288.81,124.81,31.1,31.68,781.47,68.32,47.89,76.28,45412.89,36.1,105.07,2491.32,44.44,58.27,41.73,22.41,2.55,83.64,2016,12,0
(주)가비아,79940,2017-12-01,2005-10-19,,  출판업,5,13.74,5.16,2.61,6.03,5.42,9.75,-12.57,22.86,48.1,8.32,10.24,7.46,8.88,370.0,8586.04,0.9,1.19,1.75,76.48,7.68,18.74,19.48,4.77,47.52,0.03,0.02,1.32,1.84,1.88,224.87,219.17,101.89,33.52,27.52,823.81,67.34,49.57,74.89,48683.0,36.5,108.49,1454.76,41.89,59.97,40.03,19.86,2.62,53.72,2017,12,0
(주)가비아,79940,2018-12-01,2005-10-19,,  출판업,5,10.76,8.04,9.09,13.54,12.64,18.07,54.56,18.31,48.92,11.92,13.23,10.77,12.58,576.0,9510.3,0.9,1.2,1.83,70.39,7.13,22.82,15.99,5.19,51.18,0.02,0.02,1.27,1.79,1.83,262.0,255.35,101.66,32.62,31.87,927.98,64.26,51.54,75.4,62241.08,41.1,137.57,2088.21,48.35,57.62,42.38,24.65,2.72,62.3,2018,12,0
(주)가비아,79940,2019-12-01,2005-10-19,,  출판업,5,15.21,73.82,54.04,32.01,16.59,11.3,43.49,33.36,48.99,14.23,13.88,12.01,15.73,826.0,10956.73,0.84,1.19,1.59,64.12,7.19,35.27,10.35,5.69,50.8,0.02,0.03,1.25,1.8,1.85,201.58,195.45,66.71,48.13,21.9,1081.94,83.76,43.46,67.51,133089.93,66.57,209.21,5613.2,89.74,54.48,45.52,15.86,2.21,34.25,2019,12,0
(주)가비아,79940,2020-12-01,2005-10-19,,  출판업,5,13.98,23.21,20.57,30.07,20.68,42.42,13.21,15.76,49.2,14.05,12.84,10.33,14.99,935.0,12488.84,0.74,1.1,1.36,59.27,7.82,33.48,10.9,6.16,46.69,0.02,0.03,1.11,1.61,1.65,244.16,238.12,102.41,50.13,28.1,1305.68,78.69,47.59,66.61,91699.15,35.27,87.57,4559.04,54.25,48.46,51.54,25.9,1.77,58.63,2020,12,0
(주)강스템바이오텍,217730,2016-12-01,2015-12-21,,  연구개발업,5,-43.23,35.55,55.69,89.9,8.19,100.92,44.25,74.02,93.16,-984.85,-24.41,-22.92,-37.55,-593.0,60.18,0.02,0.04,0.11,1.84,3.59,4.2,86.86,198.72,101.55,0.0,0.81,0.03,0.03,0.03,1175.05,1157.01,59.67,106.48,73.22,323.31,41.24,80.03,48.43,-5090.69,-10.73,-171.34,-1025.08,-604.02,0.0,0.0,0.0,0.24,-18.89,2016,12,0
(주)강스템바이오텍,217730,2017-12-01,2015-12-21,,  의료용 물질 및 의약품 제조업,5,983.64,227.52,131.69,-0.51,6.55,-33.5,36.63,0.0,35.68,-126.27,-24.25,-24.43,-46.19,-778.0,561.97,0.19,0.37,0.42,5.29,20.71,7.37,49.54,68.95,17.62,0.03,0.05,0.29,0.36,0.39,396.43,369.34,61.46,92.79,40.0,302.13,89.67,53.49,51.87,-646.49,-1.37,-10.95,-73.0,-7.08,0.0,0.0,0.0,0.69,-8.15,2017,12,0
(주)강스템바이오텍,217730,2018-12-01,2015-12-21,,  의료용 물질 및 의약품 제조업,5,0.36,14.44,10.24,55.08,94.25,94.06,20.35,11.21,12.84,-155.96,-19.1,-23.75,-37.79,-745.0,553.16,0.15,0.25,0.4,5.03,7.39,6.06,60.27,72.55,49.37,0.02,0.16,0.18,0.25,0.26,244.28,234.71,16.06,53.83,39.53,458.01,50.86,66.94,65.01,-3330.3,-4.55,-59.54,-477.09,-36.34,0.0,0.0,0.0,0.65,-12.31,2018,12,0
(주)강스템바이오텍,217730,2019-12-01,2015-12-21,,  의료용 물질 및 의약품 제조업,5,-34.49,106.2,140.63,55.26,48.29,13.09,80.5,-86.12,-7.07,-439.57,-24.33,-28.25,-41.61,-1182.0,288.14,0.06,0.1,0.15,5.5,5.06,5.0,73.07,66.41,72.07,0.02,0.18,0.08,0.12,0.12,268.99,267.69,37.29,65.37,30.63,587.15,84.74,48.76,60.47,-13446.01,-11.83,-255.84,-3152.95,-223.93,0.0,0.0,0.0,0.26,-21.5,2019,12,0
(주)강스템바이오텍,217730,2020-12-01,2015-12-21,,  의료용 물질 및 의약품 제조업,5,52.18,2.12,-35.17,-27.4,-27.01,-19.23,-25.02,33.21,11.44,-216.09,-18.19,-20.13,-30.2,-828.0,377.5,0.09,0.16,0.19,29.42,18.4,18.24,20.02,12.41,19.83,0.08,0.03,0.14,0.18,0.18,366.62,363.72,81.67,69.63,39.45,406.83,77.62,54.24,58.95,-7688.03,-9.32,-24.11,-83.81,-84.13,0.0,0.0,0.0,0.29,-33.4,2020,12,0
(주)강원에너지,114190,2012-12-01,2009-11-20,,  금속가공제품 제조업; 기계 및 가구 제외,5,112.0,12.89,51.99,66.16,47.36,67.86,55.95,0.0,19.75,8.43,14.11,10.05,24.85,873.0,10044.45,1.19,2.95,12.14,27.95,2.56,6.06,60.27,13.06,142.4,0.01,0.04,0.8,1.32,1.39,151.93,144.74,10.65,147.2,30.82,681.28,24.28,90.18,40.45,18760.61,21.02,445.26,1901.76,17.62,39.28,60.72,47.84,24.11,58.37,2012,12,0
(주)강원에너지,114190,2013-12-01,2009-11-20,,  금속가공제품 제조업; 기계 및 가구 제외,5,-52.42,8.4,24.16,-18.84,27.06,-23.52,-56.3,-45.21,23.18,7.74,4.96,4.85,9.57,323.0,3999.48,0.63,1.24,5.16,17.19,1.77,4.14,88.23,21.24,206.63,0.01,0.07,0.46,0.71,0.74,231.75,223.89,111.08,57.9,48.31,724.37,23.73,84.97,63.33,12256.79,16.92,291.66,1417.84,24.19,57.57,42.43,32.0,11.01,18.11,2013,12,0
(주)강원에너지,114190,2014-12-01,2009-11-20,,  금속가공제품 제조업; 기계 및 가구 제외,5,1.62,108.97,67.54,-7.46,9.96,-20.72,-71.36,-16.77,21.2,2.18,3.46,1.61,2.33,80.0,3577.34,0.74,1.07,3.54,26.93,2.52,6.49,56.23,13.56,144.93,0.01,0.04,0.67,0.93,0.97,294.21,283.74,72.26,32.89,48.05,701.07,36.15,72.8,75.25,8510.74,12.7,87.35,844.47,16.53,84.56,15.44,13.2,6.96,39.01,2014,12,0
(주)강원에너지,114190,2015-12-01,2009-11-20,,  금속가공제품 제조업; 기계 및 가구 제외,5,-10.28,28.43,23.54,27.48,12.17,28.95,-91.34,0.0,17.15,0.22,0.79,0.12,0.18,6.0,3028.16,0.54,0.82,2.05,37.43,2.93,5.16,70.79,9.75,124.42,0.02,0.03,0.56,0.73,0.75,333.65,327.11,169.33,51.03,51.57,709.27,39.82,73.64,66.21,7820.6,9.15,77.63,882.57,16.93,87.22,12.78,1.31,3.6,187.51,2015,12,0
(주)강원에너지,114190,2016-12-01,2009-11-20,,  금속가공제품 제조업; 기계 및 가구 제외,5,-8.45,15.13,4.17,-9.68,-2.65,-14.64,-1190.24,-72.83,16.59,-2.66,-1.25,-1.38,-1.99,-69.0,2772.4,0.52,0.76,1.84,53.9,1.99,5.94,61.42,6.77,183.61,0.01,0.02,0.57,0.73,0.73,444.3,441.52,131.49,40.11,53.93,690.5,42.6,69.59,71.37,8145.29,10.55,82.96,1041.22,19.26,83.76,16.24,-13.82,3.06,-241.54,2016,12,0
(주)강원에너지,114190,2017-12-01,2009-11-20,,  금속가공제품 제조업; 기계 및 가구 제외,5,93.99,4.06,6.99,20.72,-12.43,26.72,486.05,7.8,1.05,-7.86,-6.24,-7.57,-12.58,-407.0,5378.26,0.96,1.59,3.38,235.53,2.27,7.95,45.93,1.55,160.71,0.01,0.0,0.98,1.35,1.35,202.02,200.95,41.76,92.91,36.89,604.64,51.99,73.05,51.84,687.17,0.74,7.18,98.74,0.84,1037.08,-937.08,-938.89,5.44,-26.56,2017,12,0
(주)강원에너지,114190,2018-12-01,2009-11-20,,  금속가공제품 제조업; 기계 및 가구 제외,5,4.72,-4.03,-7.26,0.71,4.7,3.66,0.0,50.46,6.86,1.99,0.79,1.83,4.19,130.0,5632.02,0.92,1.74,3.55,189.82,1.97,6.49,56.25,1.92,185.05,0.01,0.01,0.8,1.24,1.25,161.8,160.55,45.27,86.93,28.72,628.4,46.39,75.18,53.5,11600.03,12.36,125.77,1960.22,13.5,59.86,40.14,14.73,5.7,0.2,2018,12,0
(주)강원에너지,114190,2019-12-01,2009-11-20,,  금속가공제품 제조업; 기계 및 가구 제외,5,-50.47,-29.68,11.89,-39.69,-56.25,-56.71,-1763.05,-78.15,-14.43,-83.78,-22.22,-47.39,-94.77,-2082.0,2210.85,0.57,1.19,1.72,128.45,1.53,4.48,81.54,2.84,239.3,0.01,0.01,0.48,0.84,0.85,99.04,98.65,11.8,167.94,-0.52,242.2,123.35,53.96,37.32,-24497.97,-43.28,-275.98,-1326.94,-57.58,0.0,0.0,0.0,3.38,-8.38,2019,12,0
(주)강원에너지,114190,2020-12-01,2009-11-20,,  금속가공제품 제조업; 기계 및 가구 제외,5,-9.88,-35.51,-55.96,-41.75,-19.07,-29.63,-62.37,85.02,-4.85,-33.58,-19.77,-28.75,-64.76,-685.0,2112.11,0.86,2.01,2.04,226.52,3.34,6.57,55.56,1.61,109.38,0.02,0.0,0.8,1.47,1.48,172.82,171.06,71.79,92.84,27.47,188.33,67.13,65.19,51.86,-5700.49,-17.29,-85.17,-376.01,-14.87,0.0,0.0,0.0,4.49,-19.76,2020,12,0
(주)고려시멘트,198440,2018-12-01,2014-08-13,,  비금속 광물제품 제조업,5,-2.15,1.83,0.31,10.06,11.78,29.61,362.85,27.42,14.77,5.42,3.84,3.82,5.67,149.0,2682.17,0.7,1.05,1.11,22.65,2.81,16.69,21.87,16.11,129.86,0.01,0.11,1.21,1.94,2.12,168.76,154.43,3.23,47.42,15.96,2705.16,89.68,39.17,67.83,19051.09,14.94,39.49,361.16,22.21,45.89,54.11,24.39,1.77,9.2,2018,12,0
(주)고려시멘트,198440,2019-12-01,2014-08-13,,  비금속 광물제품 제조업,5,-17.32,4.84,3.69,-0.39,2.24,-6.73,-26.89,63.62,7.5,4.79,0.1,2.67,3.88,106.0,2217.69,0.56,0.81,0.9,12.68,2.53,18.26,19.98,28.78,144.13,0.01,0.0,0.92,1.47,1.66,166.4,141.61,15.86,43.63,14.64,2765.65,90.95,36.68,69.62,16208.11,12.76,32.34,309.92,22.85,51.71,48.29,20.96,1.42,-1.08,2019,12,0
(주)고려시멘트,198440,2020-12-01,2014-08-13,,  비금속 광물제품 제조업,5,-1.04,-0.94,-4.5,-9.21,4.43,-17.34,30.88,-49.85,11.61,6.33,3.65,3.67,4.92,139.0,2194.58,0.58,0.78,0.89,13.47,2.87,22.04,16.56,27.11,127.16,0.01,0.0,1.14,1.65,1.88,367.97,334.7,78.78,24.88,24.32,2888.13,83.18,33.39,80.08,18317.4,15.88,36.48,422.93,26.1,43.46,56.54,24.27,1.38,41.09,2020,12,0
(주)고바이오랩,348150,2020-12-01,2020-11-18,,  연구개발업,5,696.42,3.73,9.14,65.73,203.22,66.81,24.98,0.0,57.54,-1199.45,-20.4,-94.08,-99.43,-5138.0,646.82,0.08,0.08,6.31,43.5,1.71,0.0,0.0,8.39,212.85,0.0,0.02,0.08,0.08,0.08,1871.28,1867.86,1315.08,5.68,93.48,713.87,1.31,98.76,94.62,-49249.43,-84.13,-16759.33,0.0,-1072.63,0.0,0.0,0.0,15.62,-17.43,2020,12,0
(주)고영테크놀러지,98460,2011-12-01,2008-06-03,,  기타 기계 및 장비 제조업,5,18.06,17.31,20.36,23.1,26.19,24.16,-4.46,55.18,57.08,18.15,24.41,19.83,25.06,0.0,9985.15,1.09,1.38,3.97,7.34,3.74,11.81,30.92,49.7,97.64,0.01,0.0,1.21,1.51,1.9,424.78,329.07,42.81,24.97,55.63,1608.46,34.04,72.76,80.02,28970.09,33.3,206.39,91819.87,33.63,30.27,69.73,53.97,6.18,22785.6,2011,12,0
(주)고영테크놀러지,98460,2012-12-01,2008-06-03,,  기타 기계 및 장비 제조업,5,25.21,3.36,7.56,18.79,19.87,22.99,-2.55,24.53,57.02,14.12,23.17,15.99,19.91,1743.0,12044.42,1.13,1.41,4.38,6.73,4.19,14.19,25.72,54.2,87.14,0.01,0.0,1.26,1.53,1.98,498.93,385.1,49.28,23.92,60.23,1857.36,30.57,75.33,80.7,32628.63,31.57,209.86,1754.14,30.26,36.28,63.72,46.65,7.05,1627.45,2012,12,0
(주)고영테크놀러지,98460,2013-12-01,2008-06-03,,  기타 기계 및 장비 제조업,5,3.77,-4.65,2.2,17.03,17.98,21.88,-8.36,17.62,55.34,12.45,15.53,12.42,15.35,1563.0,12495.79,1.0,1.23,4.34,5.79,3.78,12.62,28.92,63.04,96.68,0.01,0.0,1.09,1.3,1.67,532.19,415.02,82.6,23.02,63.72,2190.86,26.5,78.46,81.29,31220.69,25.81,220.81,28279.87,27.9,43.86,56.14,44.63,7.37,443.96,2013,12,0
(주)고영테크놀러지,98460,2014-12-01,2008-06-03,,  기타 기계 및 장비 제조업,5,27.65,34.62,26.92,17.17,17.86,14.49,58.83,-13.41,57.81,15.48,21.95,16.84,20.68,1655.0,10630.89,1.09,1.33,4.83,7.33,4.23,14.74,24.76,49.81,86.23,0.01,0.0,1.18,1.4,1.74,530.61,442.26,96.89,22.35,62.22,1721.05,28.55,76.66,81.74,46699.29,32.95,233.98,65433.58,32.69,35.96,64.04,47.35,8.21,1673.12,2014,12,0
(주)고영테크놀러지,98460,2015-12-01,2008-06-03,,  기타 기계 및 장비 제조업,5,2.15,-1.23,11.95,12.09,13.43,12.14,6.03,6.93,61.0,16.13,15.97,15.66,18.99,1760.0,10761.79,0.97,1.18,4.16,7.8,3.62,15.44,23.65,46.82,100.76,0.01,0.0,1.07,1.27,1.51,579.96,487.87,126.58,20.83,63.47,1923.26,28.16,76.69,82.76,46544.16,29.3,236.1,116733.96,31.9,40.52,59.48,50.56,7.36,2242.05,2015,12,0
(주)고영테크놀러지,98460,2016-12-01,2008-06-03,,  기타 기계 및 장비 제조업,5,17.74,20.94,8.66,22.83,19.62,27.13,26.71,1.13,62.83,17.3,19.0,16.79,20.61,2228.0,12576.32,0.97,1.19,4.45,8.83,3.49,14.26,25.6,41.33,104.49,0.01,0.0,1.06,1.24,1.44,563.7,492.5,168.56,24.07,65.3,2295.46,25.58,79.38,80.6,62157.4,31.86,260.7,542764.59,36.18,37.15,62.85,47.82,7.89,2001.96,2016,12,0
(주)고영테크놀러지,98460,2017-12-01,2008-06-03,,  기타 기계 및 장비 제조업,5,18.38,6.27,9.0,5.17,2.83,4.17,-10.2,13.99,64.65,13.15,22.04,13.36,16.76,2013.0,14876.33,1.02,1.28,4.84,9.72,3.33,13.5,27.04,37.57,109.64,0.01,0.0,1.08,1.29,1.48,499.8,430.73,142.52,27.21,62.9,2357.41,27.18,78.63,78.61,65695.26,32.01,259.28,364973651.6,32.3,44.71,55.29,40.69,8.27,6141.06,2017,12,0
(주)고영테크놀러지,98460,2018-12-01,2008-06-03,,  기타 기계 및 장비 제조업,5,17.13,30.7,17.43,35.99,40.01,41.03,58.71,40.8,62.5,17.76,19.46,17.47,21.86,3122.0,17403.37,0.98,1.23,5.0,8.87,3.17,14.93,24.45,41.14,114.99,0.01,0.0,1.03,1.22,1.42,562.28,484.7,57.35,23.55,67.04,3300.23,22.8,81.55,80.94,86343.44,30.94,265.42,507902575.9,36.25,35.11,64.89,49.0,8.15,5839.89,2018,12,0
(주)고영테크놀러지,98460,2019-12-01,2008-06-03,,  기타 기계 및 장비 제조업,5,-6.78,12.58,54.74,9.47,7.88,-0.78,-30.13,15.71,63.58,13.31,11.93,10.11,12.59,2192.0,16222.81,0.76,0.95,3.39,6.56,2.73,15.21,23.99,55.66,133.83,0.01,0.0,0.83,0.98,1.15,587.8,493.22,70.8,25.37,61.34,3552.55,32.7,73.92,79.77,80742.92,26.43,225.13,79746.09,36.36,41.24,58.76,36.61,6.31,112.96,2019,12,0
(주)고영테크놀러지,98460,2020-12-01,2008-06-03,,  기타 기계 및 장비 제조업,5,-19.14,-3.95,36.99,-0.95,0.98,-14.34,-69.01,0.11,63.01,5.1,5.59,3.01,3.74,678.0,13076.6,0.59,0.73,1.9,4.94,2.55,14.23,25.65,73.9,143.15,0.01,0.0,0.73,0.86,1.04,620.36,503.7,141.35,22.97,53.62,3583.99,44.36,63.92,81.32,52359.33,17.3,152.03,20392.32,29.16,58.12,41.88,17.5,4.91,61.47,2020,12,0
(주)골드앤에스,35290,2011-12-01,1999-12-07,,  교육 서비스업,5,-5.87,-24.47,-15.35,3.62,3.75,33.08,0.0,-6.66,31.52,2.11,4.25,2.19,4.57,21.0,919.95,1.04,2.16,1.88,16.01,6.78,53.45,6.83,22.8,53.8,0.01,0.0,1.18,2.31,2.7,108.02,94.83,0.68,108.04,3.73,86.85,103.4,50.3,48.07,15570.49,33.36,1514.88,0.0,32.76,38.14,61.86,6.44,39.79,1.13,2011,12,0
(주)골드앤에스,35290,2012-12-01,1999-12-07,,  출판업,5,-7.65,-3.87,9.01,11.3,14.17,13.56,0.0,-7.75,29.34,-14.74,-3.74,-13.11,-26.93,-120.0,743.08,0.89,1.83,1.81,15.93,6.26,52.9,6.9,22.91,58.34,0.01,0.0,0.95,1.75,1.97,128.81,116.04,15.05,103.59,11.48,71.5,99.1,51.32,49.12,7635.89,14.7,772.83,545420.85,17.4,84.18,15.82,-84.7,43.54,-1.91,2012,12,0
(주)골드앤에스,35290,2013-12-01,1999-12-07,,  출판업,5,-9.89,2289.15,40.97,-0.98,-60.53,-40.76,138.95,18.51,28.88,-42.57,-12.36,-32.57,-86.53,-224.0,552.05,0.77,2.05,1.3,13.69,6.81,44.21,8.26,26.66,53.63,0.01,0.0,0.85,1.86,2.16,52.99,42.48,0.6,291.87,-27.23,28.22,271.57,30.7,25.52,1375.8,2.67,5.83,496.25,3.48,556.52,-456.52,-1223.83,3.22,-3.83,2013,12,0
(주)골드앤에스,35290,2014-12-01,1999-12-07,,  출판업,5,-20.89,-3.55,-11.76,-9.55,-12.14,-4.56,-44.53,-6.15,25.04,-29.79,-6.24,-19.02,-90.29,-840.0,1619.18,0.64,2.48,0.93,10.3,6.26,30.48,11.98,35.43,58.3,0.01,0.0,0.73,2.03,2.52,60.18,48.43,1.37,285.09,-21.44,146.14,260.34,32.39,25.97,4010.26,8.62,17.61,2262.78,12.82,139.48,-39.48,-232.38,1.35,-1.41,2014,12,0
(주)골드앤에스,35290,2015-12-01,1999-12-07,,  출판업,5,-29.05,-98.55,-72.22,-48.2,70.64,1.94,6.68,-20.77,31.53,-42.81,3.36,-26.91,-76.1,-562.0,1268.98,0.63,1.63,1.1,8.42,4.35,28.1,12.99,43.33,83.86,0.01,0.0,0.7,1.46,1.76,193.43,164.1,6.65,58.98,30.79,153.84,57.64,63.75,62.9,1377.12,5.71,416.13,0.0,6.2,159.17,-59.17,-690.03,1.92,1.99,2015,12,0
(주)골드앤에스,35290,2016-12-01,1999-12-07,,  출판업,5,-28.4,-38.3,14.57,-22.53,-5.88,-43.63,0.0,-15.93,41.19,2.46,2.0,1.83,2.65,20.0,806.61,0.74,1.08,1.7,7.41,3.27,33.3,10.96,49.24,111.74,0.01,0.0,0.89,1.32,1.61,235.98,182.61,13.2,30.86,26.73,142.4,70.16,46.38,76.42,4764.12,25.52,2333.26,0.0,29.98,41.69,58.31,8.19,59.4,2.42,2016,12,0
(주)골드앤에스,35290,2017-12-01,1999-12-07,,  출판업,5,-19.45,65.8,-36.64,-8.02,-6.42,25.06,-2141.05,-46.01,37.49,-62.3,-20.22,-44.5,-57.72,-381.0,615.59,0.71,0.93,1.57,8.49,4.12,54.86,6.65,43.0,88.63,0.01,0.0,0.97,1.31,1.55,338.62,305.56,67.09,28.68,44.44,120.41,47.53,63.07,77.71,-4291.99,-24.99,-3780.33,0.0,-33.53,0.0,0.0,0.0,47.18,-26.15,2017,12,0
(주)골드앤에스,35290,2018-12-01,1999-12-07,,  출판업,5,-32.19,3205.73,238.03,147.31,3.24,94.18,-45.02,22.05,49.25,-50.46,-15.31,-14.69,-32.3,-197.0,390.14,0.29,0.64,0.62,7.39,5.94,56.24,6.49,49.37,61.45,0.01,0.0,0.28,0.54,0.59,75.1,70.49,54.46,208.23,-16.42,121.1,155.6,49.52,32.44,-311.92,-0.73,-2.93,-5.11,-3.59,0.0,0.0,0.0,1.51,-4.56,2018,12,0
(주)골드앤에스,35290,2019-12-01,1999-12-07,,  출판업,5,-11.95,-66.73,-43.17,-62.1,-136.92,-81.41,467.94,-61.41,17.66,-325.58,-23.84,-84.97,-572.47,-10205.0,321.19,0.26,0.0,0.45,8.55,6.44,75.98,4.8,42.71,56.71,0.01,0.0,0.21,0.61,0.66,18.57,16.21,3.6,0.0,-106.52,-396.01,0.0,24.29,0.0,-15967.57,-99.2,-431.91,-89705.44,-208.92,0.0,0.0,0.0,1.02,-1.46,2019,12,0
(주)골드앤에스,35290,2020-12-01,1999-12-07,,  출판업,5,-45.85,-3.45,-4.9,28.19,382.78,131.33,0.0,-26.94,74.8,39.52,-12.63,8.91,35.13,452.0,1071.8,0.23,0.0,0.35,9.6,5.27,33.98,10.74,38.0,69.26,0.01,0.0,0.23,0.64,0.68,412.25,395.67,357.37,43.31,33.2,79.51,80.49,43.84,69.78,5505.25,26.68,153.16,0.0,133.02,27.92,72.08,29.71,1.13,-0.98,2020,12,0
(주)골드퍼시픽,38530,2011-12-01,2000-06-09,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,4.84,468.65,112.9,18.86,3.59,-12.71,184.76,62.34,40.94,8.81,8.44,3.92,4.62,45.0,502.66,0.44,0.52,1.24,3.44,8.87,0.0,0.0,106.22,41.17,0.01,0.08,0.61,0.69,0.87,609.29,446.04,0.66,25.85,45.96,195.3,56.65,54.98,79.46,4434.65,16.14,44.04,68.03,39.46,46.9,53.1,22.33,1.9,14.16,2011,12,0
(주)골드퍼시픽,38530,2012-12-01,2000-06-09,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-6.64,-13.17,-12.42,8.69,5.03,25.98,-74.3,56.32,30.08,2.43,3.37,0.89,1.14,11.0,452.58,0.37,0.47,0.9,2.02,3.56,58.2,6.27,180.46,102.46,0.0,0.0,0.52,0.61,0.88,531.28,354.65,1.7,30.24,51.73,197.82,47.24,63.73,76.78,4958.14,16.6,56.71,96.39,47.26,54.39,45.61,5.13,1.12,2.66,2012,12,0
(주)골드퍼시픽,38530,2013-12-01,2000-06-09,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-31.68,13.03,56.75,12.81,-29.38,-12.2,0.0,0.0,-14.99,-130.88,-17.43,-27.85,-57.94,-394.0,278.83,0.21,0.44,0.42,1.11,1.46,0.0,0.0,327.66,250.56,0.0,0.39,0.26,0.43,0.7,155.04,95.34,0.83,108.06,17.61,125.97,104.87,49.6,48.06,-4290.42,-12.74,-43.41,-108.13,-59.86,0.0,0.0,0.0,0.73,-11.34,2013,12,0
(주)골드퍼시픽,38530,2014-12-01,2000-06-09,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,130.0,0.27,6.33,24.52,2.33,43.01,-18.88,0.0,-8.92,-44.83,-13.0,-17.62,-48.56,0.0,566.74,0.39,1.0,0.91,2.15,2.16,0.0,0.0,169.65,169.29,0.0,0.23,0.39,0.69,1.02,133.18,90.47,0.62,153.19,14.19,89.29,108.97,56.96,39.5,1554.55,3.71,15.69,61.02,9.43,341.31,-241.31,-475.4,1.66,-4.33,2014,12,0
(주)골드퍼시픽,38530,2015-12-01,2000-06-09,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,13.04,-73.96,-20.97,-31.89,35.22,-40.13,34.24,-77.71,-5.61,-54.82,-23.15,-28.97,-55.42,-228.0,401.32,0.53,0.99,1.15,3.98,2.95,0.0,0.0,91.77,123.91,0.0,0.14,0.62,0.98,1.29,349.83,308.07,72.2,34.82,35.75,79.93,67.33,50.06,74.17,-2786.97,-9.75,-108.01,-326.88,-14.96,0.0,0.0,0.0,2.98,-9.59,2015,12,0
