,[제조]총자본증가율,[제조]자기자본증가율,[제조]재고자산증가율,[제조]매출액순이익률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]순운전자본회전률,[제조]현금비율,[제조]자기자본배율,[제조]노동소득분배율,label
0,0.08220776771777517,0.12716193290993477,-0.21765696406093915,0.5683404554696712,2.311053682409007,0.08758280955366633,-0.7055411865163795,-0.5513557142325208,0.3643270156047022,-0.6803657524865213,0
1,0.0429875202173079,-0.08213794742289561,-0.06941627628413789,0.28494202469825514,1.4677015796047344,0.8301805178458873,0.08558245004038689,-0.7001734245345488,0.3723783207126263,-0.510462749407169,0
2,0.6809423971132065,-2.15046539180005,-0.21076757312259423,-4.391569876692475,-1.3940611054498477,-1.160593600823827,-1.8297695121496793,-0.7726743603227164,-0.9275365997094698,-1.4301550921627928,0
3,0.21572350388957873,0.18301138284330667,0.12087345273704454,0.6211675573951358,-0.9687499156735555,-0.08310798160906775,0.16885862230952028,2.601316557064201,0.2523074554849735,-0.21290164754672755,0
4,-0.0675801987999669,-0.09759143599669265,-0.04209627773552869,0.5076330676216232,-1.062809121104851,1.3601104876921473,-0.8512744879873629,2.1173629421297537,-0.08268703367837188,0.20493046600439677,0
5,-0.30790852390921325,-0.20820588052492425,-0.3554447828278378,0.32697021628536527,0.8747196323204808,2.4958072326974583,-0.8512744879873629,0.656423032772179,0.4299521393481954,-0.12795014600705146,0
6,-0.4401725500544061,-0.19817466864368757,2.726251053455281,0.26684655332047164,2.311053682409007,-0.8029778399910333,-0.41407458357441296,-0.6296461984320846,0.6376199142213398,0.23032357787766972,0
7,0.5641161279628785,0.11902851787109424,-0.21076757312259423,0.760385942027438,-1.3940611054498477,-1.160593600823827,0.06476340697310355,0.3532612250481537,0.9318526557621911,-0.6547417941416732,0
8,1.1874677212149862,0.3096215436145913,-2.2559664209919568,-0.08484768877999826,0.6175335923489196,-0.7099791888276415,-0.4973507558435463,-0.6528043920776698,-1.080833878940585,2.8266538436840203,0
9,-0.43474847327242655,-0.18190783856600645,-0.7483776315182693,0.5347762746882984,-0.4634656816658235,0.5507207306840741,0.46032522525148667,0.1331268047693801,2.6478770831639142,-0.4222793972654401,0
10,0.21196837380974676,0.031187635451616194,-0.7951779768580608,0.364620471248818,1.0896471886924746,0.5333269679976542,0.10640149310767025,-0.6403042307348824,1.2140030649381468,-0.1902786933323572,0
11,0.31586030601843135,-0.09515141148504049,-0.21076757312259423,0.4612269394108558,-0.2271816873456612,-0.06756955360919925,-0.9761887463910628,-0.4066170039476129,1.3293979385477126,-0.06377482690914395,0
12,2.59522426447644,0.8992941339305318,-0.21076757312259423,0.3529459735857319,-1.3940611054498477,-1.160593600823827,-1.121922047862046,0.7297134524346278,0.08874449350610475,-0.2348320623463721,0
13,-0.5390576421566481,-0.00351493538077022,-0.5162764264574763,0.2417463833448364,-0.2712577401323068,0.7049454265036638,-0.3932555405071296,-0.464512488061576,-0.34844459867597777,0.06619173658769736,0
14,0.03839791678640218,-0.102471485019997,0.5499162125525945,0.29223858573768396,-1.1550507573490683,0.42386222149111785,-0.7679983157182296,-0.7516214570085479,-0.6430105718034055,-0.50607666644724,0
15,-0.8899536862831693,1.5467139710222402,-0.9647995330642084,0.8345190021880351,0.536197371227171,-1.132531663689736,0.6893346989916035,-0.7167525858944565,-0.7843437621358295,-0.8382647390439627,0
16,-1.0439140195562802,-0.8667413848363814,-0.44001799572614114,-4.391569876692475,0.6007210773684463,2.4958072326974583,-1.684036210678696,-0.7196473601001546,-0.3119181170248082,-1.4301550921627928,0
17,0.39221461764168153,-0.12605838863263463,2.726251053455281,0.37396006937928694,0.6266214382843102,-0.20950265713038588,1.6678297231539199,-0.6829363599460735,0.5921714255747403,-0.4185858537202367,0
18,-1.1882779092920428,0.06914357229953881,2.726251053455281,0.5128865915700119,0.1763186721856932,-1.1571148482865428,0.23131575151137032,0.0418098366441746,1.7258037842952645,-0.3567189993380813,0
19,-0.2398989457967008,-0.24914406955375507,-0.7866256294863222,0.585268477081146,-1.3940611054498477,-1.1445913391523206,-1.0386458755929129,-0.7093840697344975,-0.9739525348977423,0.19708168597083967,0
20,-0.1810685745459999,-0.4202168992040348,0.9832351460540135,0.035691499591366124,0.9914984525902534,0.5446908929527817,0.2937728807132199,-0.701883972928825,-0.9560117762527153,1.2132678538449002,0
21,0.2645401949273944,0.25485654901973154,-0.21076757312259423,0.40664866283592815,-0.8383393265006965,-1.160593600823827,0.41868713911691996,-0.32727387458234064,0.4791844189133385,0.24232759439958038,0
22,-0.7643654469465665,0.08134369485779963,-0.21076757312259423,0.5514124338581962,-0.2962493164546317,-0.33033132859204956,-0.4557126697089796,2.539210492287404,-0.49606619152927717,-0.47837508985821536,0
23,2.59522426447644,2.473652171615436,-0.8652597122653627,0.3231760045448622,-0.8701467872745645,-0.2229538336078839,-0.8929125741219297,-0.310694713222433,-0.749365194951337,0.10266547909658033,0
24,-0.17272384103526217,-0.10843598938181341,0.0051791980138037735,0.45071989151407826,-0.36758890704744995,0.1680579515828358,0.002306277771253514,-0.46924939130726395,-0.05739368131662901,0.09089230904624467,0
25,-0.17647897111509414,0.04962337620632145,0.46320491281135645,-0.8886368528834787,-0.5688846945163576,-0.20440048674236938,-0.33079841130527976,-0.7296474891743846,-0.7954049009289589,-1.4301550921627928,0
26,-0.33335996111696325,0.04365887184450502,0.16814892848637697,0.3223004172201308,0.2585636779009803,-0.4270406491285443,1.2098107756736867,-0.4687230687244097,-0.2442076085137084,-0.09009132466871754,0
