,회사명,거래소코드,회계년도,매출액증가율(IFRS연결),유형자산증가율(IFRS연결),재고자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),자기자본증가율(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결)
784,(주)다원시스,68240,2017/12,50.23131032,78.78992915,153.1559402,79.44834826,24.23620876,28.78666907,47.43363288,-10.23824329
785,(주)다원시스,68240,2018/12,15.50792994,12.92538979,439.2654789,8.89206473,-5.529068102,11.45499355,1.845685001,25.76581455
786,(주)다원시스,68240,2019/12,35.98479449,20.70231592,-17.8356239,31.67374628,71.93114063,5.56091451,49.91975676,-46.61784172
787,(주)다원시스,68240,2020/12,41.62318933,33.88906366,-20.35158185,3.114849072,24.32865329,5.615200676,14.14131845,249.6712976
788,(주)대국,42340,2010/12,-90.16876562,10000,10000,10000,10000,10000,10000,10000
789,(주)대국,42340,2011/12,-10.21220714,6.498844929,-65.30964927,23.97224655,-63.59723809,-82.62660879,-32.48257435,-78.10428847
790,(주)대동스틸,48470,2010/12,435.4568275,10000,10000,10000,10000,10000,10000,10000
791,(주)대동스틸,48470,2011/12,32.62736332,-7.658775391,13.54392306,-15.28963681,11.39828786,-2.226177518,2.478648845,7.526954579
792,(주)대동스틸,48470,2012/12,21.33537878,-7.630954672,-42.89047083,-6.917540188,-11.31959406,-4.827025249,-10.10343224,10000
793,(주)대동스틸,48470,2013/12,-30.74168378,-1.781670337,-15.44034613,-4.81347618,-25.07687732,4.91758012,-19.2802857,10000
794,(주)대동스틸,48470,2014/12,-16.05925267,14.32304776,42.61780445,-1.552452397,22.79100598,-3.127565213,14.57920248,-25.50432452
795,(주)대동스틸,48470,2015/12,-15.77301847,-3.063601812,-68.07403034,-14.40465755,-43.24804945,-8.762253147,-34.88813738,10000
796,(주)대동스틸,48470,2016/12,-26.17342546,-4.150484687,74.00323145,12.86527065,5.057522581,12.45126602,8.032414451,10000
797,(주)대동스틸,48470,2017/12,32.74961892,-2.713999834,43.40535279,-0.675600405,44.56972934,10.74403114,26.55924484,42.25076449
798,(주)대동스틸,48470,2018/12,12.19127441,-0.736163801,-22.25514375,-16.91791073,-2.810927238,-4.856996594,-7.217976144,10000
799,(주)대동스틸,48470,2019/12,11.57288687,-4.017418183,28.98725498,-2.072228664,9.617498609,-0.897451633,6.347393903,567.5528507
800,(주)대동스틸,48470,2020/12,-6.119425833,-7.275221071,-9.228478901,9.399883828,-0.279674669,2.559790362,2.213724713,-36.32167362
801,(주)대륙제관,4780,2010/12,43.52752505,10000,10000,10000,10000,10000,10000,10000
802,(주)대륙제관,4780,2011/12,15.86382062,7.266384525,44.73164109,7.008828212,11.72731077,9.97608201,9.836606178,-29.40157411
803,(주)대륙제관,4780,2012/12,6.260440407,7.860674709,14.82228805,5.773625444,5.389684933,5.832701205,5.53956971,-9.059325375
804,(주)대륙제관,4780,2013/12,7.01945139,-0.286921718,-20.85608212,-0.606701827,8.03086353,1.97683489,4.651405911,-48.1108746
805,(주)대륙제관,4780,2014/12,2.086516701,4.656870724,15.95221453,3.140578908,0.503064091,11.78294843,1.48314729,307.7625349
806,(주)대륙제관,4780,2015/12,-0.112262472,3.977313799,18.36919529,10.67708305,-0.011987297,16.67941646,4.024868011,55.01105864
807,(주)대륙제관,4780,2016/12,-9.204574223,16.23961081,13.245038,13.4358067,5.994541193,16.59396139,8.984537568,12.67943776
808,(주)대륙제관,4780,2017/12,5.84807045,7.509062748,3.290048611,6.03417962,2.512005485,7.290398813,3.985063204,-33.71730657
809,(주)대륙제관,4780,2018/12,-0.38851764,-0.218369015,9.570439204,1.791243848,-5.134908614,3.576516374,-2.181142512,-62.25876818
810,(주)대륙제관,4780,2019/12,0.477619881,0.349490984,-10.55157503,0.053761341,7.681310855,3.106369492,4.296325148,47.7472712
811,(주)대륙제관,4780,2020/12,7.571370641,0.662645018,-0.279541551,0.850262233,12.30506412,8.87925899,7.428388254,124.6078165
812,(주)대림제지,17650,2010/12,-66.87119009,10000,10000,10000,10000,10000,10000,10000
813,(주)대림제지,17650,2011/12,11.69735776,-6.734913916,115.3930453,-2.372700161,23.06145644,4.737822996,2.639828965,-11.45593761
814,(주)대림제지,17650,2012/12,-2.138408263,-8.063911915,-56.32620554,-0.686215058,-14.81236036,18.29193766,-4.024084674,289.6857221
815,(주)대림제지,17650,2013/12,-20.17954148,-11.15729554,42.47958778,-0.875586164,20.9044404,8.250772539,3.692333176,-43.52680536
816,(주)대림제지,17650,2014/12,-6.468881065,-4.527904156,-10.21755436,3.407546107,9.815261916,6.962180908,4.974509563,-9.273419771
817,(주)대림제지,17650,2015/12,-4.596280484,29.8335603,-17.44245798,1.753448757,-24.479183,-13.12751643,-4.957381864,10000
818,(주)대림제지,17650,2016/12,23.18928655,-5.8862889,-22.66926685,14.73064147,23.64684009,20.74694143,16.5430756,10000
819,(주)대림제지,17650,2017/12,75.02229651,525.6105961,188.4299529,99.17214171,85.7389247,32.11178159,96.27506937,-80.83961626
820,(주)대림제지,17650,2018/12,24.13426337,9.34653792,7.21162284,14.32232764,-14.8200665,16.90773292,8.374719818,295.5615204
821,(주)대림제지,17650,2019/12,-27.71420296,-19.60513015,-35.84156325,-14.22710643,3.643865538,0.790534281,-11.36045665,-80.49267457
822,(주)대림제지,17650,2020/12,21.56415747,-4.680671799,-9.960343643,6.230373989,2.955831056,20.66152619,5.616196602,420.864591
823,(주)대명소노시즌,7720,2010/12,-73.64527018,10000,10000,10000,10000,10000,10000,10000
824,(주)대명소노시즌,7720,2011/12,-28.89009392,-0.794776525,-34.80896242,-2.500753771,-9.57059358,-8.077030355,-7.066860367,38.74724905
825,(주)대명소노시즌,7720,2012/12,-43.30763971,-29.56578431,69.32883742,-6.853202465,-11.09228788,-21.55643725,-9.517285217,102.7833777
826,(주)대명소노시즌,7720,2013/12,1147.105897,-60.67489617,35.91765104,-15.35460859,5.622077515,7.801874177,-2.40113427,10000
827,(주)대명소노시즌,7720,2014/12,5.046663848,-16.60522027,11.9548002,40.72813315,16.10522555,16.119106,24.2731037,120.9076128
828,(주)대명소노시즌,7720,2015/12,14.67321137,-15.79926425,-2.145473607,-3.610717794,-7.492857171,-6.052351242,-6.034563861,10000
829,(주)대명소노시즌,7720,2016/12,5.827540165,8.640537192,-2.884400859,-15.70465329,61.82937269,16.27869753,31.95307984,-70.0528265
830,(주)대명소노시즌,7720,2017/12,8.310769449,10000,117.8471647,833.3500239,-31.78679654,40.87674332,181.1757535,10000
831,(주)대명소노시즌,7720,2018/12,19.29250978,-16.82575692,319.8107477,-19.09202281,76.43113605,-4.792850139,-1.622617603,10000
832,(주)대명소노시즌,7720,2019/12,-22.20768545,10000,-76.49587374,-85.24044125,49.96669079,27.05105631,-40.89499685,10000
833,(주)대명소노시즌,7720,2020/12,-40.8058281,-64.50054582,-12.37364611,-7.959882221,-5.801954614,-2.913833088,-6.16408686,10000
834,(주)대성미생물연구소,36480,2010/12,-86.44286395,10000,10000,10000,10000,10000,10000,10000
835,(주)대성미생물연구소,36480,2011/12,-2.235033792,17.69025108,3.948243476,16.94899113,-7.08942199,-2.981214189,5.720133359,10000
836,(주)대성미생물연구소,36480,2012/12,-4.755930451,-7.032782438,-4.113443344,-4.920265507,-2.928429029,-0.49498944,-4.102571626,10000
837,(주)대성미생물연구소,36480,2013/12,32.45578104,12.97830206,40.39097919,8.897601594,20.07690871,-0.081244645,13.54315065,-2.865153556
838,(주)대성미생물연구소,36480,2014/12,16.93846516,-3.240160924,-8.084668475,-1.543681589,-7.102500489,7.212190103,-3.986564391,371.2269125
839,(주)대성미생물연구소,36480,2015/12,22.64339036,-5.319325598,-5.059123616,-3.291676529,43.61133666,18.71352217,16.65145369,122.8073354
840,(주)대성미생물연구소,36480,2016/12,-0.723859673,-4.905352662,16.62874108,-2.676729819,21.22812509,15.61478498,9.836730291,-1.22221121
841,(주)대성미생물연구소,36480,2017/12,-21.94044028,1.846607586,4.968836498,3.839912226,-6.816669654,4.429166763,-2.317026298,-65.3478389
842,(주)대성미생물연구소,36480,2018/12,4.382762586,-2.967743075,16.83160351,-3.289089244,19.97641235,8.954127305,9.53359278,103.5325902
843,(주)대성미생물연구소,36480,2019/12,0.146638234,78.180756,16.86729938,72.12481904,8.866767656,5.168588171,33.9364773,-22.04997902
844,(주)대성미생물연구소,36480,2020/12,-1.324702772,54.67654437,-0.747081618,48.16289601,-5.118943187,4.597207712,22.01777511,-38.54426966
845,(주)대성엘텍,25440,2010/12,1011.388541,10000,10000,10000,10000,10000,10000,10000
846,(주)대성엘텍,25440,2011/12,-7.710299188,-10.35814577,-31.59449233,-5.727065382,-35.62253717,-33.10770642,-22.5252763,10000
847,(주)대성엘텍,25440,2012/12,4.46810666,2.804143693,-8.611016328,4.352356281,5.700067753,-0.408125421,4.981613729,-36.3895952
848,(주)대성엘텍,25440,2013/12,19.91125759,-11.43511346,-17.89700548,-9.141139639,-21.73087375,-0.102564614,-15.05961816,181.8893516
849,(주)대성엘텍,25440,2014/12,23.20586263,0.064119821,8.089148476,-1.805200271,3.647095582,2.73218872,0.556633429,10000
850,(주)대성엘텍,25440,2015/12,-9.522923552,-8.084699969,19.52012965,-4.187462125,18.56737665,4.062622945,5.97244816,-30.85552599
851,(주)대성엘텍,25440,2016/12,3.228716141,0.838739257,-14.34759412,-0.508589349,0.62561559,75.32792875,0.058015026,10.14480441
852,(주)대성엘텍,25440,2017/12,-4.395232926,-5.452038479,-1.940653289,-8.432293282,-9.091111189,-4.874173003,-8.763279133,10000
853,(주)대성엘텍,25440,2018/12,-0.712951503,-0.451509803,8.395612254,3.911915698,1.664433714,-8.036804748,2.786849802,-31.71992469
854,(주)대성엘텍,25440,2019/12,8.426098434,12.07544967,8.178741512,5.982817229,-4.786842402,-11.55547555,0.650508538,254.596468
855,(주)대성엘텍,25440,2020/12,-19.40249523,4.131201819,9.975539148,-0.786212564,11.17621399,1.115957608,4.816696575,-95.8773817
856,(주)대성파인텍,104040,2010/12,-91.95489534,10000,10000,10000,10000,10000,10000,10000
857,(주)대성파인텍,104040,2011/12,32.68896346,16.93242475,50.15010328,4.727162848,22.88684511,10.5354276,14.56558129,53.79172868
858,(주)대성파인텍,104040,2012/12,8.004871046,-8.075261864,-16.06412528,-3.526507133,-4.013505284,17.51433255,-3.80951081,-2.954600277
859,(주)대성파인텍,104040,2013/12,1.39862425,-1.350886664,-0.956914853,-2.104849733,12.91569075,9.560515268,6.605427118,-14.00057934
860,(주)대성파인텍,104040,2014/12,9.312990571,73.62895648,61.54777314,56.18362581,6.479857567,11.35324375,25.65475819,5.238745558
861,(주)대성파인텍,104040,2015/12,13.87831603,0.130037211,1.571422303,0.492697331,23.8672368,13.30481545,12.65884171,20.95310031
862,(주)대성파인텍,104040,2016/12,7.702969631,30.17243271,-18.29043747,28.42426108,4.264404359,15.41825972,14.59829867,-1.398755661
863,(주)대성파인텍,104040,2017/12,-9.319675337,80.33519698,20.36596706,70.118422,-8.450669854,16.50186936,29.21018842,-45.75901055
864,(주)대성파인텍,104040,2018/12,-10.74690695,8.107125959,17.49360831,11.97687577,-5.500700682,5.923492218,5.529268313,38.24033265
865,(주)대성파인텍,104040,2019/12,-2.905987393,-7.0561802,-19.58770907,4.932219773,-11.32196895,2.887042537,-0.437335751,-58.99603039
866,(주)대성파인텍,104040,2020/12,-14.35615659,-13.86221566,-1.383221569,-14.32653142,15.30033637,1.166793116,-5.609306389,32.63854593
867,(주)대양글로벌,40180,2010/12,-88.63465914,10000,10000,10000,10000,10000,10000,10000
868,(주)대원,7680,2010/12,-99.72579188,10000,10000,10000,10000,10000,10000,10000
869,(주)대원,7680,2011/12,0,10000,10000,10000,10000,10000,10000,10000
870,(주)대원,7680,2012/12,0,10000,10000,10000,10000,10000,10000,10000
871,(주)대원,7680,2013/12,0,10000,10000,10000,10000,10000,10000,10000
872,(주)대원,7680,2014/12,0,10000,10000,10000,10000,10000,10000,10000
873,(주)대원,7680,2015/12,2940652.05,10000,10000,10000,10000,10000,10000,10000
874,(주)대원,7680,2016/12,-9.047040195,-32.00694057,-36.3537025,7.136118352,5.800608291,24.38244919,6.180114405,159.2988936
875,(주)대원,7680,2017/12,8.393385933,6.515265316,13.14676519,-19.18451227,7.521003762,9.033993109,-0.136113634,-39.83787521
876,(주)대원,7680,2018/12,14.87439388,-37.84301273,-47.0881264,-1.428021129,4.932043599,10.06104069,3.456296284,32.21266377
877,(주)대원,7680,2019/12,-25.35501727,237.1969105,-55.71468797,76.92897942,-0.42149527,4.580093617,16.67905156,-69.00165571
878,(주)대원,7680,2020/12,-15.48111698,-51.56085223,578.4958737,-26.5629403,13.92430545,-0.996731272,0.351446658,10000
879,(주)대원모방,311840,2016/12,-99.99524069,10000,10000,10000,10000,10000,10000,10000
880,(주)대원모방,311840,2017/12,0,10000,10000,10000,10000,10000,10000,10000
881,(주)대원모방,311840,2018/12,0,10000,10000,10000,10000,10000,10000,10000
882,(주)대유,290380,2010/12,0,10000,10000,10000,10000,10000,10000,10000
883,(주)대유,290380,2011/12,0,10000,10000,10000,10000,10000,10000,10000
884,(주)대유,290380,2012/12,0,10000,10000,10000,10000,10000,10000,10000
885,(주)대유,290380,2013/12,0,10000,10000,10000,10000,10000,10000,10000
886,(주)대유,290380,2014/12,0,10000,10000,10000,10000,10000,10000,10000
887,(주)대유,290380,2015/12,246209.88,10000,10000,10000,10000,10000,10000,10000
888,(주)대유,290380,2016/12,6.954552534,-0.817948702,2.594389752,-0.488267715,22.43552118,14.31854919,12.03519012,30.42364286
889,(주)대유,290380,2017/12,8.163236488,-0.85817468,-9.161455792,-3.543605302,6.281881549,18.06384203,2.322430467,33.43643003
890,(주)대유,290380,2018/12,0.877878711,-0.65032693,23.40567767,-0.211654596,140.2000973,107.4220108,86.86118245,10.98057902
891,(주)대유,290380,2019/12,3.242209067,19.86622782,-0.508606945,27.05346428,1.28727169,3.977522083,6.514264128,-18.9030332
892,(주)대유,290380,2020/12,13.34122238,10.02253443,13.6299091,3.318718792,39.08318897,4.149325867,30.42888386,1.351927906
893,(주)대유에이피,290120,2018/12,476.6348758,10000,10000,10000,10000,10000,10000,10000
894,(주)대유에이피,290120,2019/12,-18.82028988,24.56015713,31.83923153,32.65557974,84.0183554,16.19019858,56.81272493,-0.81480161
895,(주)대유에이피,290120,2020/12,9.142802632,21.36580387,60.98990819,46.80282685,25.080748,4.294778609,34.81395401,-27.74541233
896,(주)대창솔루션,96350,2010/12,-58.44124872,10000,10000,10000,10000,10000,10000,10000
897,(주)대창솔루션,96350,2011/12,10.47222736,-0.459168585,0.224263196,2.93866943,-5.488175364,0.322827659,0.795909216,-68.7572244
898,(주)대창솔루션,96350,2012/12,-12.62754874,14.5003388,5.358940353,20.61394546,24.27952887,-3.227947243,21.48791168,10000
899,(주)대창솔루션,96350,2013/12,38.15076887,-9.787422353,34.72415412,-10.01399717,23.78383937,-0.533373794,-1.770577738,-70.81994894
900,(주)대창솔루션,96350,2014/12,-13.21229234,-2.14367735,-16.13964634,-5.588679378,-14.6956783,-19.14131119,-8.387764724,10000
901,(주)대창솔루션,96350,2015/12,-27.79634384,7.979345104,0.974303115,6.742378635,-16.19601294,-3.858284745,0.177580563,-83.02425439
902,(주)대창솔루션,96350,2016/12,-17.34168555,0.803250222,-12.65595264,-0.389581905,-18.89467835,-7.004285049,-4.819991769,294.55729
903,(주)대창솔루션,96350,2017/12,-13.2846961,-2.428623701,0.397323,-2.79270029,-19.86360581,-3.55616831,-6.275373491,35.27628544
904,(주)대창솔루션,96350,2018/12,20.79054905,-2.978427587,1.836107483,-3.465325624,74.69303051,-10.2012183,10.16818373,-1.887612138
905,(주)대창솔루션,96350,2019/12,26.17653475,-3.942591135,37.74515743,-3.64249569,22.03548899,31.02637994,3.460026001,-56.71362595
906,(주)대창솔루션,96350,2020/12,-27.07902343,-11.10701063,-29.75624939,-12.50350061,-36.62738941,-35.33159166,-20.37418529,454.0466737
907,(주)대창스틸,140520,2010/12,-99.97896476,10000,10000,10000,10000,10000,10000,10000
908,(주)대창스틸,140520,2011/12,3748707.85,10000,10000,10000,10000,10000,10000,10000
909,(주)대창스틸,140520,2012/12,-1.490842215,4.868478972,-9.034912081,-3.246210468,-2.336915343,0.29424492,-2.816746487,-65.80042039
910,(주)대창스틸,140520,2013/12,-9.478332891,-7.003913074,-29.26429155,-7.48880552,-21.68361568,2.060375367,-14.2261767,-5.291217974
911,(주)대창스틸,140520,2014/12,-20.40382921,-2.909658971,-1.707383624,-2.782450592,-15.71746646,6.378011541,-8.388097558,-60.84601104
912,(주)대창스틸,140520,2015/12,-2.243826196,107.8044566,36.01019636,28.62245383,35.31852543,20.75385142,31.29216747,221.1178604
913,(주)대창스틸,140520,2016/12,16.35907816,-2.281253225,-12.28962613,-2.1102305,3.336014702,-4.897361047,0.127769026,10000
914,(주)대창스틸,140520,2017/12,5.08568433,-2.777475939,37.25896106,-0.916290972,11.06181991,7.310170203,4.163529139,10000
915,(주)대창스틸,140520,2018/12,-28.1897762,-27.47427523,-43.60090652,-18.42432624,-14.19552972,-21.76696159,-16.51215852,10000
916,(주)대창스틸,140520,2019/12,-13.46777686,-35.01902546,-9.434553523,8.604845703,-30.32636857,-1.739124726,-9.48745363,-93.92076995
917,(주)대창스틸,140520,2020/12,-13.30922288,-17.43749998,-16.46422847,3.534179624,-14.5188396,-8.914310912,-2.923928671,802.7588072
918,(주)대한과학,131220,2010/12,-83.7364342,10000,10000,10000,10000,10000,10000,10000
919,(주)대한과학,131220,2011/12,23.60632041,0.223856788,36.31423312,1.876196553,29.32471832,54.28535635,14.76124864,-22.38859743
920,(주)대한과학,131220,2012/12,13.73446557,0.440119911,24.51173638,7.645025907,3.247705224,4.413638449,5.31885493,-38.94553614
921,(주)대한과학,131220,2013/12,1.234190847,-2.456304867,27.88702889,2.103383467,29.00636245,4.263281316,16.05511305,-44.5058635
922,(주)대한과학,131220,2014/12,-1.526936787,-2.291698635,-11.82854971,-4.884939389,17.74688701,19.22353428,8.161569403,13.44058757
923,(주)대한과학,131220,2015/12,6.538775969,0.544889289,12.22728411,3.193866431,-2.677093915,4.214446393,-0.490478015,10000
924,(주)대한과학,131220,2016/12,10.73546199,-4.892818059,1.630585255,-7.396997816,5.273260463,8.770218454,0.37955229,10000
925,(주)대한과학,131220,2017/12,-10.21494606,-3.540437782,-1.72764892,-5.90720801,-11.4373657,3.719567788,-9.466895249,-44.19504385
926,(주)대한과학,131220,2018/12,13.75751574,3.888376034,0.619010085,2.326189712,7.839624317,13.01316055,5.797869538,75.42691458
927,(주)대한과학,131220,2019/12,17.23431958,15.72603752,10.42277454,17.66768952,11.7290126,11.49936427,13.85607844,-31.29207999
928,(주)대한과학,131220,2020/12,11.49797819,-1.915368719,-2.298830732,-2.382745695,3.253445835,5.554387812,1.16713771,39.34931501
929,(주)대호특수강,21040,2010/12,178.8920462,10000,10000,10000,10000,10000,10000,10000
930,(주)대호특수강,21040,2011/12,24.65332779,5.203623892,18.79074214,-2.942374628,0.329689397,-6.065917817,-0.55201302,10000
931,(주)대호특수강,21040,2012/12,3.061209649,254.0089184,53.19448162,177.4670967,62.28648555,102.2831019,92.57749001,597.6333508
932,(주)대호특수강,21040,2013/12,42.49775116,-4.475489835,4.783575753,-11.52603394,-6.14811107,-19.49187598,-8.18587961,-25.40736319
933,(주)대호특수강,21040,2014/12,-29.28590983,-11.45667596,-10.5016786,-1.713375106,-29.5445432,-5.836760009,-19.38257722,-80.84820567
934,(주)대호특수강,21040,2015/12,-9.543959978,3.802550549,-32.97842,-3.876105129,-12.8071544,5.231950037,-8.831448644,10000
935,(주)대호특수강,21040,2016/12,-7.56392987,-4.643250855,-18.1711411,-7.865519679,-8.978460182,13.66041103,-8.456099407,124.4797243
936,(주)대호특수강,21040,2017/12,10.57100894,12.09049616,27.15916256,2.777275813,10.78701877,68.57949281,7.003381662,-28.38175482
937,(주)대호특수강,21040,2018/12,2.219717706,7.53971727,8.793200959,2.738985456,5.24829856,4.89567916,4.109766274,-46.99514308
938,(주)대호특수강,21040,2019/12,-2.708465182,-3.465114684,-11.2847351,-5.525108031,-6.179953083,-0.381605714,-5.886747087,-67.38511156
939,(주)대호특수강,21040,2020/12,-30.61722384,-6.558313396,-29.87646566,-24.2338786,-16.6986427,-29.2758385,-20.08549899,10000
940,(주)더 미동,161570,2012/12,-70.11106143,10000,10000,10000,10000,10000,10000,10000
941,(주)더 미동,161570,2013/12,-1.092673078,8.450881763,-20.58617865,-3.460178867,72.21542905,112.2566313,67.33176804,-49.92666965
942,(주)더 미동,161570,2014/12,-12.22917004,124.9926665,-0.182282602,28.91824205,4.25840059,4.466449874,5.176540086,-52.32981551
943,(주)더 미동,161570,2015/12,10.7612872,-35.42077686,52.11201333,-1.531544077,55.96779593,33.17830202,53.3437179,-66.83387988
944,(주)더 미동,161570,2016/12,-29.08369451,-4.198140339,-31.08275928,534.6568975,-24.85314264,10.47602378,-8.456578107,10000
945,(주)더 미동,161570,2017/12,-2.477382349,-61.26202783,-71.28102484,-2.24410685,-14.44306129,-10.05666397,-11.96461349,15.6158964
946,(주)더 미동,161570,2018/12,-30.38103723,52.24170139,54.29457061,-40.46469317,-24.13980879,-27.67209282,-27.82273207,250.0692173
947,(주)더 미동,161570,2019/12,26.93610443,10000,260.3708748,190.174056,-39.33409104,-11.44693746,3.374458514,-73.93947262
948,(주)더 미동,161570,2020/12,8.483548104,19.6233784,-18.85766864,-51.42175988,-21.48858298,-37.17375689,-37.1241941,111.6167019
949,(주)더네이쳐홀딩스,298540,2016/12,-99.9629549,10000,10000,10000,10000,10000,10000,10000
950,(주)더네이쳐홀딩스,298540,2017/12,0,10000,10000,10000,10000,10000,10000,10000
951,(주)더네이쳐홀딩스,298540,2018/12,1411843.39,10000,10000,10000,10000,10000,10000,10000
952,(주)더네이쳐홀딩스,298540,2019/12,66.68123996,59.18183323,175.0128186,118.4051886,78.87529636,367.5270532,84.56001728,87.50738291
953,(주)더네이쳐홀딩스,298540,2020/12,23.59912507,448.3945086,18.00228236,277.1535995,55.88512926,118.2554472,93.54062604,150.1603846
954,(주)더블유게임즈,192080,2014/12,-75.5033386,10000,10000,10000,10000,10000,10000,10000
955,(주)더블유게임즈,192080,2015/12,71.83138934,529.9448875,,566.7597277,655.9510216,789.6771471,653.428329,21.42757109
956,(주)더블유게임즈,192080,2016/12,27.11081253,14.99107298,,10000,-13.45174555,2.713321863,14.23406851,42.96749152
957,(주)더블유게임즈,192080,2017/12,105.1866804,69.20040991,,681.2318948,-67.4376869,6.981340771,128.2080031,-27.59142593
958,(주)더블유아이,73570,2010/12,-75.01342035,10000,10000,10000,10000,10000,10000,10000
959,(주)더블유아이,73570,2011/12,-34.45948876,16.22920365,-26.83011427,17.27498978,-30.36938462,-1.729408817,-15.92110563,-42.16697009
960,(주)더블유아이,73570,2012/12,-58.0065575,-20.98657578,-50.12409361,-9.054421415,-7.648540653,-23.65551083,-8.243204328,10000
961,(주)더블유아이,73570,2013/12,334.473313,10000,1.691983777,545.2796839,9.906773364,122.5107205,234.3583531,36.70490677
962,(주)더블유아이,73570,2014/12,24.13913668,-97.12225036,-18.93135692,-87.27220737,-85.44616727,-95.41819195,-86.92361593,13.6729648
963,(주)더블유아이,73570,2015/12,-87.19647722,-7.436982967,-95.75810905,-28.15290094,-61.52350201,313.1039495,-35.24312805,-96.02228962
964,(주)더블유아이,73570,2016/12,-68.58059781,40.5244408,-85.62985057,56.32729728,243.4659804,-12.44804646,79.9521637,10000
965,(주)더블유아이,73570,2017/12,153.3629147,10.59732704,10000,-34.62038129,7.476594369,76.36266257,-24.47698862,-9.828665056
966,(주)더블유아이,73570,2018/12,59.68335241,41.64578939,10000,34.73694488,529.5075133,109.6406559,204.3936053,57.06015886
967,(주)더블유아이,73570,2019/12,24.76509153,-52.27568142,-35.42992405,-15.86054191,-54.58393194,-22.94275539,-43.32087659,10000
968,(주)더블유아이,73570,2020/12,5.5022482,52.46166283,11.24243365,-5.270130507,-3.369672679,2.868956628,-4.190246667,10000
969,(주)더블유에스아이,299170,2018/12,-99.96059197,10000,10000,10000,10000,10000,10000,10000
970,(주)더블유에스아이,299170,2019/12,0,10000,10000,10000,10000,10000,10000,10000
971,(주)더블유에스아이,299170,2020/12,263762.36,10000,10000,10000,10000,10000,10000,10000
972,(주)더체인지,54120,2010/12,-31.87908272,10000,10000,10000,10000,10000,10000,10000
973,(주)덕산테코피아,317330,2013/12,-99.94436577,10000,10000,10000,10000,10000,10000,10000
974,(주)덕산테코피아,317330,2014/12,0,10000,10000,10000,10000,10000,10000,10000
975,(주)덕산테코피아,317330,2015/12,180440.6,10000,10000,10000,10000,10000,10000,10000
976,(주)덕산테코피아,317330,2016/12,6.296074124,164.1581718,36.63359627,150.9144605,36.67798528,40.34252833,113.159811,12.19731281
977,(주)덕산테코피아,317330,2017/12,316.0291957,2.225207641,117.3068541,-0.782573445,154.7981552,105.9053944,32.18710201,801.816573
978,(주)덕산테코피아,317330,2018/12,-11.1584364,21.27326036,10.75702101,26.08675109,-7.641886911,43.39604014,12.30942646,-12.28158217
979,(주)덕산테코피아,317330,2019/12,-12.81738335,35.67720394,13.70869512,73.80839818,110.4839138,136.6555053,86.12812695,-40.74765304
980,(주)덕산테코피아,317330,2020/12,26.74725193,13.11098808,20.4588325,7.793383791,6.486980804,8.834578776,7.297125459,14.522391
981,(주)덕신하우징,90410,2010/12,-99.98724151,10000,10000,10000,10000,10000,10000,10000
982,(주)덕신하우징,90410,2011/12,0,10000,10000,10000,10000,10000,10000,10000
983,(주)덕신하우징,90410,2012/12,0,10000,10000,10000,10000,10000,10000,10000
984,(주)덕신하우징,90410,2013/12,1044235.15,10000,10000,10000,10000,10000,10000,10000
985,(주)덕신하우징,90410,2014/12,-13.20255667,17.97278109,-1.612867406,21.62032216,-2.483652118,82.88757294,7.666286084,-40.55848683
986,(주)덕신하우징,90410,2015/12,15.72122386,17.60905128,29.59782952,18.6799522,22.87047683,-1.777508767,20.8771911,-83.73233013
987,(주)덕신하우징,90410,2016/12,15.95694266,25.67658104,32.18415868,21.70444387,5.934342247,-20.26591706,13.29927278,10000
988,(주)덕신하우징,90410,2017/12,3.496848903,-2.934733645,-12.15068765,-1.920175796,-6.385166814,14.52560346,-4.145238773,10000
989,(주)덕신하우징,90410,2018/12,7.5270464,-2.157300966,0.931319399,3.049124758,18.26958265,15.64996217,10.45677407,-1.665049173
990,(주)덕신하우징,90410,2019/12,10.07900507,19.67071582,15.89550673,19.49597854,-18.29908341,0.791086454,-0.199587487,-82.65702556
991,(주)덕신하우징,90410,2020/12,-17.33111218,4.009735888,-48.75054802,2.691364633,10.06799343,-1.134824895,5.838286262,10000
992,(주)데이타솔루션,263800,2010/12,-99.99188195,10000,10000,10000,10000,10000,10000,10000
993,(주)데이타솔루션,263800,2011/12,0,10000,10000,10000,10000,10000,10000,10000
994,(주)데이타솔루션,263800,2012/12,0,10000,10000,10000,10000,10000,10000,10000
995,(주)데이타솔루션,263800,2013/12,0,10000,10000,10000,10000,10000,10000,10000
996,(주)데이타솔루션,263800,2014/12,0,10000,10000,10000,10000,10000,10000,10000
997,(주)데이타솔루션,263800,2015/12,540643.23,10000,10000,10000,10000,10000,10000,10000
998,(주)데이타솔루션,263800,2016/12,86.44662458,-83.67031483,104.8088904,94.1986011,76.00017747,88.19374559,80.53645286,367.8537674
999,(주)데이타솔루션,263800,2017/12,-10.69017033,76.13453277,95.16206825,8.489152726,74.21570909,65.1864988,56.59238968,-71.00636914
1000,(주)데이타솔루션,263800,2018/12,8.9677681,-22.44179121,-63.70688832,-17.65657546,-14.12876229,-11.82886152,-14.78410279,10000
