[제조]자기자본구성비율,[제조]순운전자본회전률,[제조]비유동자산회전률,[제조]총자본증가율,[제조]유동비율,[제조]비유동자산증가율,[제조]1주당매출액,[제조]총자본순이익률,[제조]부가가치율,year,label
36.1,0.99,2.75,13.5,135.19,12.99,9062.23,1.21,14.83,2012,0
35.82,0.82,2.13,28.41,143.93,31.66,7444.41,3.27,19.29,2013,0
41.68,0.76,2.01,15.19,181.54,3.99,6684.82,1.44,15.96,2014,0
47.81,0.67,1.74,-10.31,167.95,-1.73,5572.56,1.81,19.91,2015,0
41.97,0.58,1.56,22.61,179.57,13.09,5176.91,0.91,19.42,2016,0
46.95,0.78,2.06,-5.14,174.98,-1.53,6368.45,0.16,14.4,2017,0
43.66,0.64,1.71,7.91,180.9,1.97,4912.42,-0.79,16.2,2018,0
89.75,0.92,5.17,-6.31,863.87,17.11,2307.44,0.65,6.31,2011,0
89.19,0.57,2.31,-7.79,744.0,20.27,1227.69,-8.18,-6.57,2012,0
89.65,0.44,1.27,-4.18,684.08,24.83,828.3,-4.48,3.4,2013,0
82.84,1.13,1.88,13.29,834.56,69.32,1835.23,4.47,12.07,2014,0
80.41,1.33,1.57,3.66,558.16,10.26,2017.03,0.28,6.13,2015,0
78.44,0.75,0.89,-5.81,486.76,-9.35,1146.66,-7.09,-3.95,2016,0
63.08,0.23,1.0,119.97,513.08,-3.61,786.28,-7.59,-11.95,2017,0
58.06,0.24,0.96,-13.1,171.32,21.76,839.45,-13.33,-35.37,2018,0
73.39,0.84,0.89,114.07,524.66,95.96,3113.47,13.28,46.62,2012,0
72.56,0.59,0.35,-2.79,145.99,55.89,1293.36,-4.58,5.49,2013,0
57.04,0.69,0.25,2.3,72.28,2.39,1069.01,-14.77,-19.07,2014,0
38.18,0.37,0.52,40.31,61.5,7.18,371.64,-25.31,-16.03,2015,0
61.99,0.76,1.02,-4.95,119.95,-12.41,603.25,-19.83,15.05,2016,0
46.96,0.68,0.92,-14.72,86.01,-16.73,391.45,-34.23,-13.54,2017,0
66.29,0.68,1.12,14.47,174.77,-7.23,318.38,-24.82,-4.95,2018,0
37.21,1.67,1.97,39.25,73.69,9.17,38639.87,-4.88,9.36,2011,0
27.64,1.26,2.43,6.57,70.55,-6.36,48054.23,-8.03,9.45,2012,0
37.89,0.6,0.98,-30.0,61.07,-2.56,18544.66,-1.1,19.57,2013,0
42.98,0.9,0.87,-3.23,58.79,-0.1,15521.26,-0.94,18.18,2014,0
41.38,0.77,0.86,-2.39,72.67,-16.07,13577.51,-3.55,12.11,2015,0
49.15,0.78,1.01,-0.71,76.98,-0.75,13218.01,4.77,27.32,2016,0
38.03,0.72,1.03,9.17,74.45,1.59,13478.74,-6.33,10.24,2017,0
43.75,0.75,1.1,-2.76,76.35,3.21,14735.14,4.62,27.45,2018,0
75.52,0.56,2.84,139.66,1018.91,133.49,1053.53,-1.0,15.22,2016,0
83.91,1.0,3.44,-4.49,1028.83,63.94,1625.88,-4.41,9.78,2017,0
79.35,0.67,1.15,7.66,245.62,82.54,954.48,-0.63,26.71,2018,0
36.09,0.97,2.21,43.24,118.19,7.97,19355.55,2.32,11.9,2011,0
36.06,0.84,2.07,4.79,122.94,14.28,20192.52,1.83,12.39,2012,0
33.38,0.48,1.06,-3.66,110.03,1.83,11117.95,-3.51,8.07,2013,0
30.53,0.63,1.19,-5.18,74.73,17.86,13726.07,-8.43,-1.23,2014,0
30.5,0.51,0.76,-15.61,54.74,-0.73,4613.97,-12.23,-2.82,2015,0
27.39,0.4,0.56,-13.61,50.24,-15.52,2381.65,-19.69,-23.65,2016,0
9.5,0.27,0.36,-26.26,28.41,-9.36,724.74,-23.52,-46.33,2017,1
28.66,0.69,1.31,4.67,72.55,0.81,5375.95,-5.49,9.97,2011,0
27.73,0.79,1.63,-9.85,65.45,-10.98,6089.57,1.25,17.18,2012,0
29.96,0.65,1.35,19.13,81.98,15.2,5129.72,-2.4,17.1,2013,0
32.9,0.78,1.63,27.59,85.34,23.3,7403.48,2.09,16.59,2014,0
38.58,0.71,1.6,4.83,100.87,-5.68,7332.6,5.77,22.52,2015,0
41.99,0.64,1.55,-21.63,105.73,-23.11,6100.7,3.95,22.03,2016,0
43.27,0.61,1.52,-6.49,105.0,-8.65,4977.75,-0.34,18.63,2017,0
36.74,0.55,1.39,-17.64,100.74,-16.85,3746.1,-6.86,12.14,2018,0
76.14,1.48,2.13,2.69,267.91,1.51,22301.23,3.5,16.52,2011,0
78.62,1.48,2.26,2.6,321.38,-4.47,23319.99,4.84,17.77,2012,0
81.31,1.35,2.09,3.29,364.82,5.56,21616.84,5.64,19.66,2013,0
79.41,1.28,1.88,9.27,357.97,11.7,21115.9,5.57,20.78,2014,0
77.3,1.37,1.37,8.13,289.59,50.48,20395.55,4.32,20.73,2015,0
77.23,1.66,1.27,2.54,251.86,-1.73,22578.12,1.88,20.98,2016,0
79.63,1.59,1.26,-1.37,287.76,0.25,22148.48,1.61,20.3,2017,0
79.53,1.52,1.46,5.72,219.69,-8.92,24628.8,4.56,24.4,2018,0
57.16,0.6,0.93,32.65,125.25,31.67,1795.44,-8.84,27.95,2011,0
21.89,0.32,0.52,-25.63,47.38,-8.37,1044.69,-60.81,-85.34,2012,0
32.37,0.32,0.49,-14.69,54.0,-12.53,730.71,-10.6,17.77,2013,0
11.37,0.26,0.32,-38.88,28.41,-21.62,218.37,-60.81,-224.85,2014,1
60.86,1.04,3.01,25.46,159.2,68.06,6078.55,11.1,23.91,2011,0
77.17,1.17,2.21,-18.54,227.87,8.32,5778.93,2.06,14.97,2012,0
77.72,1.07,1.45,-3.42,236.68,-6.28,3786.17,-2.68,13.89,2013,0
76.24,1.01,1.44,9.93,226.15,8.65,3776.77,6.56,23.98,2014,0
78.07,0.94,1.3,-0.98,239.68,2.42,3601.42,0.98,17.16,2015,0
71.34,1.01,1.47,1.47,189.79,-3.9,4030.27,-6.17,12.62,2016,0
73.74,1.83,3.08,17.43,216.8,8.17,8634.99,15.62,23.18,2017,0
77.35,0.79,1.19,-5.67,239.84,10.29,3639.15,1.14,25.89,2018,0
56.4,0.42,0.63,5.66,136.89,-3.46,4022.35,-8.02,18.72,2011,0
58.03,0.81,0.74,3.31,155.12,24.59,5393.01,-3.19,16.01,2012,0
43.76,0.44,0.46,-25.84,90.54,-27.72,2143.95,-33.05,-60.35,2013,0
36.67,0.41,0.55,-15.0,56.13,-10.75,1977.66,-13.49,-10.88,2014,0
8.93,0.25,0.48,-47.32,28.41,-58.53,867.9,-60.81,-255.08,2015,0
23.29,0.42,0.89,187.78,246.22,280.64,459.03,24.2,85.72,2016,0
26.79,0.66,0.62,77.73,74.27,153.52,764.52,-14.75,22.11,2017,0
57.86,0.55,0.59,15.03,108.05,-9.36,782.31,-1.91,36.87,2018,0
33.78,1.57,4.97,28.91,107.72,-6.13,10611.72,1.16,4.3,2011,0
32.84,1.82,6.12,6.8,92.57,30.74,10195.4,-12.51,4.72,2012,0
37.4,1.53,4.35,-3.43,96.96,1.0,7778.33,1.44,11.16,2013,0
40.63,1.5,4.74,-9.9,121.75,-32.55,6909.08,-1.93,9.9,2014,0
45.35,1.0,2.79,-35.92,94.97,6.52,3064.49,-20.23,1.59,2015,0
48.78,1.18,2.15,2.25,105.86,-2.16,2409.72,-3.06,16.86,2016,0
36.24,1.29,2.32,7.94,79.87,19.37,2801.03,-9.51,7.29,2017,0
43.08,1.16,1.88,5.16,93.83,7.12,2524.53,0.38,25.97,2018,0
90.99,1.03,3.99,73.53,884.32,28.4,2325.69,15.76,28.66,2017,0
93.68,0.77,2.11,9.43,1088.47,69.96,1242.87,13.07,36.68,2018,0
70.82,0.82,4.34,60.75,317.55,22.76,2847.2,15.1,39.43,2011,0
66.48,0.69,3.6,19.68,298.83,53.65,3301.59,11.49,35.12,2012,0
69.91,0.56,2.45,-1.27,256.83,6.39,2817.56,5.44,35.53,2013,0
76.4,0.55,2.24,-10.9,314.58,-5.99,2568.52,1.62,36.06,2014,0
73.78,0.53,2.46,4.4,313.79,-25.6,2389.34,5.08,46.05,2015,0
73.57,0.46,3.29,5.85,324.09,-10.12,2228.22,4.46,43.19,2016,0
73.31,0.43,3.42,11.93,326.97,-6.27,448.8,9.91,57.89,2017,0
81.13,0.39,2.86,-1.09,444.44,25.93,387.51,7.89,49.73,2018,0
80.3,1.82,2.59,31.91,286.03,2.69,3117.9,6.39,29.14,2011,0
77.77,1.93,3.41,7.21,270.45,-4.31,4073.89,3.19,24.64,2012,0
72.37,1.71,3.7,7.04,221.95,4.58,3034.08,1.4,20.01,2013,0
71.02,2.21,5.02,10.05,213.51,4.46,4206.96,4.95,18.95,2014,0
56.99,1.19,2.83,20.8,137.0,33.39,2829.7,-1.85,19.86,2015,0
61.63,0.91,1.97,5.96,170.92,11.86,2091.52,-6.04,14.66,2016,0
55.7,1.01,2.51,20.76,159.09,-4.13,2347.79,-18.73,2.6,2017,0
54.28,0.8,1.33,2.17,85.16,98.56,1357.07,-1.93,28.08,2018,0
81.18,1.09,2.53,53.54,613.65,2.52,9605.38,14.6,36.26,2011,0
80.55,0.84,1.52,9.59,355.54,94.61,4307.68,11.91,41.37,2012,0
80.83,0.94,1.19,3.66,294.55,3.66,4548.28,6.84,37.95,2013,0
67.91,0.75,1.35,39.11,250.35,3.12,5326.87,6.67,36.72,2014,0
66.92,0.72,1.38,5.15,227.56,31.63,6398.24,4.11,36.11,2015,0
69.9,0.69,1.06,-5.71,233.88,-1.83,5545.71,0.44,34.2,2016,0
71.77,0.78,1.21,4.19,192.46,1.73,6350.29,4.84,39.45,2017,0
66.14,0.77,1.02,11.42,225.06,32.03,6267.79,2.92,34.81,2018,0
68.41,1.46,2.67,49.67,224.85,90.8,8545.67,15.56,32.46,2014,0
59.87,0.8,1.15,11.89,138.57,25.57,4239.58,-1.01,27.58,2015,0
53.91,0.81,0.88,19.14,145.75,41.91,4374.28,0.58,31.96,2016,0
58.81,1.14,1.09,25.74,163.93,16.23,6145.3,7.67,33.37,2017,0
59.64,0.76,0.72,-3.87,285.85,-3.83,3814.78,-0.86,31.63,2018,0
60.91,2.04,7.51,8.01,246.37,21.12,9791.95,4.13,17.09,2011,0
46.32,2.17,10.15,56.98,157.81,19.62,14980.62,6.68,14.5,2012,0
56.68,1.74,8.81,7.33,200.75,20.74,15637.74,14.7,19.59,2013,1
29.81,1.56,1.93,9.64,60.51,1.11,35474.84,4.87,26.18,2016,0
29.49,1.46,1.75,21.12,53.46,26.46,35668.57,2.42,27.46,2017,0
26.38,1.46,1.87,11.7,48.48,8.31,41383.45,0.3,30.1,2018,0
38.05,1.49,2.05,1.56,70.89,-3.34,20899.67,9.43,26.71,2011,0
41.42,1.66,2.12,10.63,119.82,2.67,19609.85,4.11,23.83,2012,0
30.34,1.32,1.43,12.4,46.06,43.06,16343.46,-5.15,20.04,2013,0
29.74,1.58,1.5,8.64,62.42,5.54,19831.36,0.29,24.21,2014,0
32.46,0.37,0.35,-4.71,49.0,-2.58,5765.23,20.79,12.12,2015,0
32.94,1.68,1.79,7.25,60.85,-1.5,22638.52,3.43,27.82,2016,0
30.47,1.46,1.66,19.9,53.7,24.22,23281.88,1.41,27.81,2017,0
27.41,1.45,1.78,11.44,48.47,7.73,25821.28,0.19,31.0,2018,0
71.96,1.07,1.96,81.28,471.42,333.07,10255.57,2.21,14.35,2015,0
61.18,1.21,2.12,27.29,260.89,44.18,13528.86,7.85,20.03,2016,0
68.85,1.82,2.79,63.17,175.4,88.07,30213.54,14.73,20.67,2017,0
77.89,1.39,1.75,-7.16,328.02,-1.63,12618.73,9.35,22.02,2018,0
95.2,0.09,0.65,187.78,2214.57,109.75,278.65,-17.98,-10.4,2018,0
58.33,0.96,2.16,33.64,153.58,88.48,2316.55,-0.92,20.34,2011,0
47.3,0.85,1.34,23.29,137.6,36.95,2133.41,-0.81,21.71,2012,0
44.1,0.73,1.06,4.01,137.82,4.22,1973.47,-0.86,26.12,2013,0
43.48,0.69,1.12,-12.46,147.32,-22.75,1874.92,-4.71,18.52,2014,0
35.27,0.54,0.97,81.46,79.72,111.82,1628.34,-16.8,0.69,2015,0
18.68,0.43,0.76,-33.99,50.54,-24.49,1250.76,-38.05,-40.98,2016,1
77.39,1.26,2.17,11.54,395.23,40.69,5662.42,7.5,33.18,2011,0
57.86,1.06,1.44,30.23,209.66,51.96,5553.04,0.84,28.44,2012,0
48.92,0.85,1.07,2.79,153.96,9.71,5230.28,-4.34,21.84,2013,0
51.55,0.78,1.0,-7.37,168.29,-11.46,4780.04,1.45,37.11,2014,0
61.23,0.78,1.16,21.59,184.74,13.37,5836.87,3.97,39.55,2015,0
46.46,0.66,1.21,10.58,154.49,-6.57,1164.61,-17.63,5.36,2016,0
56.55,0.42,0.93,-29.37,231.52,-36.54,705.57,-32.48,-35.75,2017,0
52.75,0.52,0.74,-3.56,69.94,79.28,401.81,-21.77,6.95,2018,1
95.2,0.12,0.7,-25.42,2214.57,-17.04,122.7,-26.46,43.76,2017,0
22.11,0.09,0.8,46.25,115.53,-6.2,122.7,-60.81,-255.08,2018,0
71.5,1.01,1.78,6.49,389.28,-0.7,1059.11,4.44,22.95,2017,0
51.99,0.76,1.11,29.53,258.48,62.51,837.01,-4.43,10.63,2018,0
37.34,0.78,1.11,0.85,63.12,0.22,2234.5,-7.21,2.43,2011,0
37.75,0.91,1.35,-1.22,80.34,-7.4,2641.23,0.03,10.81,2012,0
41.17,0.97,1.27,25.55,77.44,39.54,2092.06,2.78,17.3,2013,0
39.12,0.9,1.02,18.3,65.98,23.49,2178.61,4.68,21.97,2014,0
44.64,1.1,1.24,14.87,101.27,5.81,3017.38,7.07,20.22,2015,0
44.24,1.14,1.32,18.93,103.99,16.27,3574.11,5.12,20.95,2016,0
48.97,1.1,1.34,1.66,102.45,-0.38,3730.91,4.43,18.77,2017,0
53.41,1.02,1.21,-4.85,99.45,-0.38,3361.75,2.14,19.62,2018,0
76.52,0.83,1.64,22.12,275.8,24.2,7825.68,9.7,48.56,2011,0
86.44,0.99,1.87,-1.65,497.27,-0.06,9855.93,10.11,41.58,2012,0
78.34,1.0,1.25,16.32,409.89,62.25,8638.84,6.18,50.55,2013,0
81.0,0.85,0.9,-0.18,563.51,-7.16,7128.74,3.26,56.79,2014,0
81.35,1.01,0.96,7.53,496.86,18.03,8336.73,7.68,55.89,2015,0
72.85,1.04,0.87,16.97,219.68,29.37,9354.77,4.95,60.57,2016,0
77.61,1.25,0.91,2.03,195.98,10.75,11683.68,7.72,61.84,2017,0
75.29,1.18,0.94,10.03,172.11,-0.69,12604.45,6.83,50.92,2018,0
86.45,0.89,1.99,17.49,562.64,-11.31,2480.64,15.34,52.12,2011,0
90.37,0.85,2.1,9.69,688.27,23.21,2754.17,15.9,52.4,2012,0
92.19,1.01,1.98,15.86,785.04,35.18,3361.47,17.93,54.95,2013,0
90.9,1.07,2.19,23.35,745.29,2.43,4336.99,19.95,53.79,2014,0
91.72,0.95,2.5,30.14,878.62,10.71,5266.44,24.2,64.68,2015,0
92.96,0.86,2.77,20.76,1088.96,2.13,6199.56,22.36,59.38,2016,0
93.49,0.8,2.61,6.57,1132.21,20.44,6495.4,19.46,59.77,2017,0
94.27,0.76,2.21,16.14,1266.04,21.06,6653.58,18.59,60.74,2018,0
32.54,0.55,0.9,22.76,101.42,25.83,3832.41,-1.57,18.22,2011,0
31.76,0.94,1.92,19.23,116.75,-0.03,8594.9,3.02,18.95,2012,0
37.98,0.86,2.15,9.05,108.1,1.99,9086.23,7.59,22.24,2013,0
48.67,0.94,2.48,-0.07,119.33,0.33,9339.46,7.38,22.2,2014,0
31.85,0.74,1.54,53.18,75.12,104.34,8845.41,0.4,20.74,2015,0
22.56,0.89,1.59,15.32,70.62,21.07,13573.17,-22.33,13.5,2016,0
28.33,0.77,1.52,-18.02,72.14,-29.22,8238.46,-8.29,36.77,2017,0
40.95,0.75,1.5,-4.12,77.09,9.23,4461.27,4.08,30.24,2018,0
79.5,1.27,4.51,37.03,420.07,57.02,10207.16,6.39,20.68,2011,0
65.76,0.85,2.67,24.16,405.11,31.68,2165.74,1.8,21.94,2012,0
68.12,0.67,1.28,6.25,137.55,105.17,1576.32,-4.19,17.42,2013,0
54.56,0.34,0.22,54.43,98.71,108.36,315.66,-7.94,-15.72,2014,0
39.59,0.44,0.5,17.37,76.96,-10.66,366.95,-32.1,-52.54,2015,0
60.87,0.42,0.57,-37.89,70.41,-21.51,282.93,-50.97,-104.65,2016,0
60.42,0.8,1.03,-3.79,132.97,-36.75,323.99,-19.68,-27.14,2017,1
44.4,0.79,0.85,45.24,165.91,12.83,699.74,-4.6,27.64,2011,0
34.56,0.36,0.36,80.33,36.72,137.9,628.11,-0.25,26.23,2012,0
54.28,0.44,0.45,-43.92,154.47,-58.28,455.44,-3.66,21.74,2013,0
54.28,0.54,0.76,0.47,157.45,-16.17,363.6,-6.58,14.72,2014,0
60.4,0.59,0.68,-11.1,181.07,24.51,310.53,-4.63,18.03,2015,0
74.34,1.0,0.53,-22.47,107.92,-4.82,264.2,-4.07,24.3,2016,0
73.3,1.53,0.59,-6.21,179.29,-12.66,268.64,-16.22,3.47,2017,0
68.34,1.23,0.7,-15.92,82.11,-20.16,245.58,-19.26,3.89,2018,0
71.04,1.66,2.35,-2.15,203.07,-19.99,6345.07,14.59,75.6,2011,0
65.39,1.47,3.12,6.33,236.66,-16.77,6768.6,17.36,85.72,2012,0
29.89,1.46,1.73,94.47,37.05,286.51,8545.12,0.36,73.44,2013,0
13.53,0.9,0.86,71.76,28.41,83.92,8950.04,-4.05,72.39,2014,0
18.47,0.91,0.84,4.29,33.14,0.19,7429.03,-3.42,79.55,2015,0
11.86,1.06,0.85,5.8,58.45,1.84,7609.45,-8.06,74.05,2016,0
8.93,0.71,1.41,-32.12,100.62,-58.53,6335.22,-11.56,71.88,2017,1
88.61,2.04,2.21,-8.06,455.71,-3.49,427.64,-17.51,-8.03,2011,0
88.21,1.2,0.99,-13.28,336.74,1.85,189.71,-17.19,-12.09,2012,0
87.19,0.69,0.74,22.26,505.32,-18.31,129.26,-6.22,7.96,2013,0
92.4,0.43,0.42,7.11,868.09,-15.0,122.7,3.64,41.42,2014,1
45.16,0.84,1.22,4.64,126.98,8.57,5008.52,-2.88,16.38,2011,0
44.55,0.98,1.47,27.29,162.32,18.15,6845.94,-2.18,18.4,2012,0
33.8,0.67,0.93,-5.75,67.67,21.39,5208.64,-14.6,-7.17,2013,0
31.62,0.7,1.4,10.8,93.78,-32.55,7183.92,-15.87,-5.75,2014,0
16.05,0.5,1.25,-47.32,49.66,-23.49,4569.74,-9.52,-1.44,2015,0
35.89,0.82,1.27,-9.68,50.48,1.52,3477.32,-13.52,6.24,2016,0
37.67,0.69,2.02,-8.69,150.94,-58.53,2300.53,1.9,19.1,2017,0
69.37,1.05,11.67,-35.2,290.92,33.16,3118.97,9.91,15.91,2018,0
46.07,0.98,2.72,6.12,143.7,8.28,4402.13,-10.72,16.95,2011,0
39.76,1.04,3.01,-35.43,126.63,-36.63,4130.45,-29.97,-2.61,2012,0
46.82,0.85,2.97,-16.58,133.36,-32.56,2413.14,-5.66,23.57,2013,0
52.65,0.92,3.5,-18.35,143.71,-9.81,2138.85,-4.22,16.11,2014,0
52.55,0.52,3.55,187.78,181.41,23.16,1976.83,1.14,20.05,2015,0
75.23,0.69,3.93,-6.22,294.33,82.69,1795.74,-11.79,8.33,2016,0
76.94,1.17,2.88,-26.57,279.48,-3.68,1593.41,-31.14,-1.38,2017,0
63.05,1.94,6.0,21.79,243.75,-6.47,3216.92,-1.36,14.63,2018,0
52.48,1.69,1.81,78.26,125.87,61.77,12250.95,13.33,31.92,2011,0
58.39,1.23,1.35,5.88,109.52,14.56,12157.08,8.12,30.67,2012,0
65.05,1.11,0.99,-10.64,100.65,-0.45,8980.85,0.06,34.71,2013,0
45.43,0.96,0.8,-3.31,62.79,-1.47,7081.77,-22.33,2.23,2014,0
34.15,0.7,0.69,-10.91,46.48,-9.6,5888.75,-22.73,-4.74,2015,0
34.43,0.7,0.78,-32.35,46.05,-34.75,5010.79,-28.82,-10.8,2016,0
27.78,0.72,1.14,28.12,61.25,1.92,5450.6,-1.58,24.88,2017,0
38.54,0.6,0.96,-10.88,56.24,6.55,2172.9,-17.3,2.98,2018,0
52.44,0.49,0.62,-4.38,80.2,1.31,593.66,-21.23,0.88,2011,0
49.73,1.05,1.46,18.37,98.66,-4.28,1224.06,-6.17,27.45,2012,0
55.29,1.31,2.19,-17.19,110.38,-18.05,1059.78,-44.12,0.56,2013,0
52.91,0.86,1.16,4.01,127.5,18.85,467.78,-17.48,19.04,2014,0
24.25,0.66,1.05,-16.03,62.85,-26.53,369.5,-60.81,-53.25,2015,1
83.86,0.89,2.04,58.43,822.18,7.14,3763.96,18.09,56.53,2011,0
78.77,0.56,1.65,7.48,451.19,11.99,3539.99,4.85,42.07,2012,0
62.73,0.53,1.28,43.0,378.78,83.2,3717.7,0.34,36.1,2013,0
59.22,0.46,1.01,-4.98,177.88,4.19,3734.4,-6.18,29.02,2014,0
60.11,0.45,1.04,9.29,261.76,-1.56,3859.87,1.8,42.88,2015,0
65.4,0.93,2.25,-4.76,197.73,-2.62,3791.54,-2.7,11.43,2016,0
68.24,1.05,2.29,-2.95,202.53,13.22,3770.88,-5.03,6.45,2017,0
46.21,1.19,1.66,70.06,110.53,138.77,4900.67,2.08,16.99,2018,0
63.19,0.79,1.4,-22.61,69.88,103.91,1409.89,-6.16,11.82,2011,0
59.96,0.92,0.78,-26.36,79.04,-32.43,876.1,-21.46,-17.17,2012,0
52.92,0.34,0.28,-47.32,31.59,-39.08,204.56,-50.16,-198.72,2013,1
33.51,1.33,1.13,20.39,45.63,17.64,108670.23,6.89,14.92,2011,0
39.12,1.36,1.21,22.87,65.76,14.65,108670.23,8.64,32.3,2012,0
38.57,1.53,1.25,26.65,84.19,28.53,108670.23,6.14,30.12,2013,0
40.16,1.53,1.13,4.05,88.45,4.05,108670.23,3.42,29.38,2014,0
45.18,1.34,1.01,-5.25,76.74,-5.17,108670.23,3.65,32.52,2015,0
49.49,1.28,1.03,-7.85,67.73,-7.41,108670.23,1.13,28.09,2016,0
52.97,1.46,1.08,1.75,90.76,3.55,108670.23,5.16,33.45,2017,0
50.71,1.31,0.97,141.09,89.36,131.46,108670.23,3.86,38.58,2018,0
51.9,0.72,3.01,88.15,1024.54,47.57,3013.89,15.56,45.13,2011,0
50.15,0.8,2.22,6.53,719.28,98.7,3950.78,11.23,43.47,2012,0
65.44,0.69,1.83,54.32,626.43,7.86,3501.54,9.0,45.57,2013,0
68.5,0.59,1.56,7.3,780.8,23.25,2545.37,6.61,47.41,2014,0
69.73,0.48,1.56,40.15,1319.8,2.62,2482.91,4.08,46.55,2015,0
68.51,0.44,1.56,6.99,1060.68,22.71,2809.08,3.57,45.64,2016,0
78.03,0.57,1.55,-13.44,601.6,17.38,3341.56,2.09,34.45,2017,0
78.36,0.73,1.88,-8.86,444.72,-21.28,3898.17,6.24,40.0,2018,0
48.02,1.07,2.59,19.31,135.03,24.67,7631.64,-0.99,14.11,2011,0
49.77,1.15,3.08,34.32,155.36,9.34,9113.3,7.48,20.29,2012,0
61.29,0.88,2.56,20.03,206.85,19.16,7312.82,0.62,13.78,2013,0
52.73,0.87,1.77,7.74,130.21,62.62,6993.05,-2.27,12.22,2014,0
51.22,0.86,1.15,19.42,104.63,41.88,6828.68,1.53,20.49,2015,0
48.19,0.84,1.04,-2.55,93.42,-4.81,7067.14,-1.43,14.88,2016,0
37.62,0.89,1.09,4.36,102.08,8.51,7435.58,-10.74,2.61,2017,0
45.37,0.97,1.16,-2.65,119.6,-9.47,7853.4,-4.66,13.54,2018,0
8.93,0.1,0.16,-36.62,45.03,-33.99,308.76,-36.31,-255.08,2011,1
92.74,0.64,5.21,148.71,1369.22,106.51,11162.7,8.26,21.18,2017,0
88.86,0.66,2.97,3.86,660.22,142.98,10913.41,4.13,15.95,2018,0
69.73,1.54,2.0,7.09,370.91,6.66,7310.57,3.42,15.16,2011,0
71.53,1.5,1.97,-3.54,435.15,-4.52,7251.36,1.21,13.2,2012,0
72.3,1.47,1.94,-0.24,424.99,-0.51,6949.0,1.19,13.29,2013,0
71.94,1.12,1.53,12.73,435.21,8.57,5684.99,-3.28,8.61,2014,0
76.64,1.12,1.39,-4.9,477.7,7.85,4798.94,0.09,12.63,2015,0
76.08,1.16,1.27,1.7,415.95,1.18,4568.76,0.83,15.11,2016,0
78.97,1.17,1.18,-6.48,584.79,0.76,4283.1,-2.24,11.29,2017,0
78.99,1.11,0.98,-9.55,513.45,-7.74,3431.72,-7.76,-1.59,2018,0
91.65,1.27,14.14,7.82,1107.16,83.43,9949.66,21.56,22.4,2011,0
90.14,1.07,14.14,20.92,953.02,-3.4,9696.92,18.77,23.0,2012,0
85.64,1.03,4.01,3.7,499.57,333.07,8999.47,2.76,8.75,2013,0
79.64,1.39,3.82,21.49,388.65,-19.41,13235.07,10.11,15.26,2014,0
83.68,0.95,2.46,-0.87,366.19,57.99,9817.08,1.94,9.25,2015,0
77.17,1.03,2.77,-19.41,339.82,-55.11,9804.78,-22.87,-21.63,2016,0
78.67,0.93,4.32,-2.58,837.26,-18.63,8596.09,0.69,5.34,2017,0
74.41,0.56,2.88,-3.66,349.56,-2.52,5084.74,-4.44,0.13,2018,0
15.55,0.33,0.12,-2.04,173.82,2.23,1908.52,-2.58,23.88,2011,0
13.49,0.32,0.15,5.86,147.98,-0.01,2500.76,-1.13,28.94,2012,0
11.21,0.19,0.12,4.9,137.36,-0.47,1888.81,-1.69,31.15,2013,0
14.68,0.34,0.22,33.34,77.61,39.07,4294.29,1.05,32.77,2014,0
51.12,0.49,0.42,72.12,147.22,41.99,11164.81,8.51,48.14,2015,0
46.32,0.45,0.31,22.18,152.46,46.4,8195.09,4.47,39.88,2016,0
45.27,0.65,0.26,8.5,58.76,28.49,9138.37,0.37,36.5,2017,0
43.49,0.84,0.24,6.12,42.53,9.11,9850.67,-2.69,28.66,2018,0
80.01,0.51,0.22,-47.32,304.41,-58.53,446.59,-60.81,-255.08,2011,0
66.6,1.96,7.2,-2.56,263.46,-58.53,1096.26,-60.81,-27.49,2012,0
88.66,0.38,1.0,-18.7,378.69,262.97,170.88,5.81,73.62,2013,1
48.06,1.51,9.51,44.5,182.93,-11.83,9988.99,10.4,15.7,2011,0
27.64,0.98,14.14,115.38,133.03,-7.23,15075.65,8.28,12.49,2012,0
59.17,0.61,6.83,-47.32,288.84,89.23,6012.11,2.52,13.08,2013,0
49.74,1.54,7.17,20.25,180.65,14.34,8851.38,0.44,8.22,2014,0
55.94,1.6,4.85,-3.66,248.16,77.57,8682.43,4.43,10.4,2015,0
45.55,0.68,1.26,38.46,137.44,55.78,1651.15,-20.23,-8.41,2016,0
33.35,0.8,1.3,-9.02,68.69,18.24,724.93,-29.79,-24.84,2017,0
32.89,0.89,0.94,12.55,129.91,26.48,540.37,-15.33,-3.08,2018,0
44.55,0.69,0.61,13.49,73.13,16.4,10105.03,-1.93,35.46,2011,0
38.32,0.93,1.03,24.55,73.85,9.65,19354.03,3.45,33.55,2012,0
43.37,1.06,1.26,2.71,84.29,7.12,25459.18,3.73,35.24,2013,0
40.01,0.78,0.87,5.09,89.43,1.87,18322.77,-0.74,40.1,2014,0
41.95,1.21,1.5,12.39,109.91,1.82,32227.19,4.6,30.32,2015,0
46.55,1.09,1.41,-1.33,129.39,-1.68,30378.29,4.58,31.03,2016,0
48.66,1.11,1.5,11.27,147.41,1.96,32375.54,6.77,33.77,2017,0
49.88,0.84,1.1,0.42,98.09,17.73,26009.57,1.8,32.85,2018,0
72.8,0.28,0.54,22.25,225.11,-25.65,379.64,-12.31,5.64,2011,0
