[제조]유동자산구성비율,[제조]순운전자본비율,[제조]매입채무회전기간,[제조]총자본증가율,[제조]매출채권회전률,[제조]매출액순이익률,[제조]노동소득분배율,[제조]자기자본순이익률,[제조]재고자산증가율,year,label
52.01,37.71,47.67,0.64,2.95,5.01,69.83,3.39,-12.4,2016,0
51.39,33.57,47.04,1.88,3.12,0.91,82.71,0.63,-9.57,2017,0
49.54,31.22,43.59,9.78,3.37,8.42,61.88,6.92,10.43,2018,0
68.19,4.4,7.27,-46.7,12.0,-244.47,0.0,-142.11,-85.89,2011,0
82.77,25.83,27.34,34.68,2.8,17.6,46.89,30.27,244.15,2012,0
66.36,40.75,38.78,-44.34,2.14,-2.58,97.87,-3.82,0.0,2013,0
58.55,37.49,40.11,-9.31,2.15,-13.0,109.55,-13.73,0.0,2014,0
63.36,33.0,28.63,8.53,2.92,5.54,75.96,6.66,0.0,2015,0
53.27,34.0,18.15,2.8,5.05,10.22,64.27,14.77,0.0,2016,0
67.87,50.44,21.67,22.42,5.61,16.17,60.62,23.82,0.0,2017,0
74.61,50.88,47.53,34.78,3.41,15.38,58.27,21.09,0.0,2018,0
29.16,-8.01,4.89,17.02,14.23,4.86,50.98,9.89,-9.91,2013,0
21.59,-18.26,6.42,11.55,8.92,-15.26,88.91,-15.39,-0.97,2014,0
22.4,-22.84,11.83,-2.06,9.95,-7.78,63.63,-9.77,13.04,2015,0
18.19,-27.87,11.38,-12.84,11.16,-13.08,74.45,-17.45,-34.71,2016,0
22.71,-25.97,9.06,-2.2,13.38,3.79,36.87,5.33,31.16,2017,0
24.47,-23.9,6.9,-0.48,15.76,4.6,42.01,8.2,4.98,2018,0
19.26,-13.65,30.99,-10.77,9.48,-0.44,72.84,-0.75,16.54,2011,0
14.2,-13.47,33.19,-10.68,8.39,-5.93,107.42,-9.58,-43.65,2012,0
21.1,-16.26,44.53,-9.8,6.74,-11.89,97.51,-18.05,19.41,2013,0
24.32,-25.79,40.95,3.17,7.74,-3.11,67.62,-7.0,123.01,2014,0
14.15,-31.06,45.18,-13.86,7.64,-6.34,110.94,-11.06,-23.06,2015,0
13.95,-36.63,36.31,-9.4,9.2,-31.39,0.0,-51.29,-34.37,2016,0
12.47,-44.53,47.14,-0.51,6.11,-40.0,380.32,-53.67,-69.23,2017,0
34.87,-36.19,44.16,21.1,6.44,-48.9,810.1,-62.7,-25.98,2018,1
49.6,13.46,41.97,6.24,8.3,-0.46,69.38,-1.14,-15.64,2011,0
42.58,2.79,45.73,-8.94,7.91,-2.38,74.33,-4.69,-5.68,2012,0
34.73,-3.19,34.78,7.17,7.25,-3.0,79.96,-4.89,10.55,2013,0
46.12,-3.01,32.33,14.88,7.16,1.17,69.71,2.76,40.84,2014,0
42.63,-2.46,33.33,-8.38,5.97,-1.73,82.44,-2.54,-14.49,2015,0
47.83,-3.87,27.19,-33.31,5.52,-17.74,186.66,-35.77,-38.21,2016,0
42.34,-24.04,32.91,-21.47,5.1,-34.49,0.0,-88.07,-42.61,2017,1
90.28,72.56,43.41,117.0,1.31,19.36,13.74,16.66,0.0,2016,0
90.23,61.63,45.47,22.1,1.23,15.56,18.14,15.57,27.7,2017,0
81.92,59.77,60.58,-1.57,0.93,9.37,27.27,6.23,-20.46,2018,0
51.13,29.04,38.18,10.21,10.15,5.97,63.71,8.77,-2.3,2011,0
48.53,33.52,36.73,-6.68,6.82,1.65,83.41,1.66,-22.8,2012,0
55.49,30.2,26.59,22.2,5.35,6.07,57.96,9.25,5.87,2013,0
47.2,32.52,57.85,-19.89,2.73,-7.7,134.78,-6.18,0.85,2014,0
51.7,32.23,16.08,9.94,9.28,2.31,75.28,4.04,-4.87,2015,0
66.27,23.75,40.29,56.72,6.79,4.1,65.58,8.83,78.73,2016,0
64.67,46.46,7.01,-3.97,30.84,0.98,59.93,4.93,0.0,2017,0
55.21,41.42,27.0,11.04,6.63,-1.84,102.17,-2.06,-13.71,2018,0
67.52,60.85,7.9,12.68,6.45,29.17,34.89,19.63,12.24,2011,0
60.42,54.25,8.31,16.09,6.29,33.05,34.87,22.0,1.63,2012,0
61.03,55.53,7.97,13.46,6.11,32.47,36.74,20.06,39.39,2013,0
59.82,54.13,7.24,12.64,6.36,33.04,34.59,20.88,14.05,2014,0
55.82,50.85,6.78,13.06,6.61,32.8,33.68,19.52,1.32,2015,0
63.53,57.12,6.6,15.07,7.21,31.38,33.11,18.68,20.96,2016,0
68.29,61.05,8.31,13.73,6.91,28.52,33.94,18.82,42.95,2017,0
69.82,63.18,8.72,14.66,5.9,32.35,30.65,19.82,18.6,2018,0
62.28,54.08,10.22,18.28,7.46,14.55,38.28,24.2,19.02,2014,0
66.0,45.94,22.86,16.97,7.22,4.3,60.73,9.33,25.74,2015,0
51.27,46.42,54.08,-34.7,3.19,-25.14,293.85,-23.04,-30.74,2016,0
46.97,19.8,9.1,-15.44,3.3,-77.99,0.0,-60.4,0.0,2017,0
29.13,-27.78,6.91,30.2,4.11,-73.86,0.0,-81.68,-10.34,2018,0
56.54,26.65,19.92,4.19,8.76,4.49,56.98,16.81,0.0,2018,0
44.85,7.12,29.95,7.92,8.57,0.48,67.98,1.78,28.54,2011,0
46.53,11.89,30.51,2.56,8.92,1.91,64.09,7.27,-8.36,2012,0
55.94,20.11,26.06,15.38,10.1,1.68,65.91,6.82,49.46,2013,0
57.13,23.74,24.51,7.03,9.73,1.65,66.95,7.13,10.92,2014,0
56.62,28.01,22.12,7.79,9.61,1.69,68.57,7.54,-7.96,2015,0
57.94,25.8,22.75,6.0,9.58,2.06,64.8,10.51,5.36,2016,0
53.6,18.57,24.18,0.17,9.09,1.2,66.41,0.18,-15.03,2017,0
47.9,19.65,22.67,-4.3,8.62,4.23,60.15,9.68,-22.17,2018,0
54.28,33.81,8.5,16.46,21.48,20.72,32.95,22.19,35.83,2011,0
45.11,27.47,8.86,5.2,21.7,16.13,41.91,14.44,-15.56,2012,0
38.76,22.36,8.55,4.62,21.24,13.01,48.64,10.36,92.4,2013,0
48.87,35.16,7.56,18.07,18.32,12.35,49.0,9.89,644.97,2014,0
51.89,38.02,7.76,-38.33,14.3,41.16,47.85,34.59,-75.37,2015,0
44.99,27.05,14.52,1.59,9.12,-1.11,86.42,-0.47,-38.16,2016,0
39.08,24.22,15.76,-6.22,8.44,-2.67,78.3,-0.68,-69.42,2017,0
46.85,30.64,17.18,8.49,9.57,17.69,48.02,9.12,-8.56,2018,0
11.18,-11.96,6.5,1.37,32.41,1.73,56.09,1.84,0.0,2016,0
19.47,-13.33,7.09,22.69,28.29,4.3,53.13,5.52,81.53,2017,0
22.16,-13.11,9.06,29.1,24.55,11.99,39.72,20.86,72.18,2018,0
47.27,18.29,8.26,45.79,24.13,12.39,49.63,17.33,18.16,2015,0
33.12,2.22,10.05,2.37,24.77,1.78,82.26,3.03,38.52,2016,0
35.84,-1.89,9.95,0.58,21.35,-4.7,84.88,-4.65,12.08,2017,0
36.78,-4.69,18.78,9.04,22.53,1.5,74.65,1.91,-12.78,2018,0
64.2,15.99,33.7,1.84,7.39,-0.58,81.72,-2.99,9.13,2011,0
70.75,18.14,33.19,9.07,7.55,0.4,74.97,2.05,9.32,2012,0
63.26,12.7,21.51,-4.96,7.17,-2.45,116.98,-12.04,0.0,2013,0
65.48,18.62,24.33,2.27,6.64,3.66,52.81,15.57,-3.96,2014,0
49.62,10.46,25.34,4.42,6.79,4.09,52.25,14.09,-7.66,2015,0
54.74,9.43,23.46,6.31,8.01,1.98,56.92,6.4,9.51,2016,0
52.13,12.49,26.55,1.56,7.92,4.96,50.61,13.48,-2.64,2017,0
50.99,12.67,24.95,20.59,8.36,2.95,58.84,6.55,6.95,2018,0
59.46,52.47,38.74,80.35,9.75,14.01,62.81,5.17,117.01,2011,0
44.44,37.06,44.6,4.28,9.52,4.55,132.19,1.47,536.1,2012,0
29.97,23.58,43.77,6.06,10.71,2.72,104.59,0.86,17.19,2013,0
29.54,24.22,38.04,27.58,12.28,-4.37,132.34,-1.59,46.32,2014,0
23.75,13.47,25.29,-1.63,14.29,7.18,92.41,2.11,11.7,2015,0
21.39,19.59,11.5,-2.01,14.0,-18.73,595.29,-3.7,-22.07,2016,0
30.16,26.44,11.39,-22.42,10.52,-4.37,134.54,-1.52,14.36,2017,0
32.45,20.33,10.42,26.38,7.07,-4.52,133.65,-1.78,-0.73,2018,0
55.82,31.91,61.98,45.54,12.15,4.38,62.9,6.73,644.97,2018,0
67.37,48.59,27.11,47.75,3.07,2.78,30.91,6.5,40.61,2017,0
65.41,27.34,20.55,5.72,2.97,3.31,28.0,7.06,28.36,2018,0
72.77,43.12,39.3,47.47,6.8,7.89,43.85,20.09,-0.82,2017,0
42.6,15.71,53.81,116.62,4.13,-1.11,63.2,-1.45,103.13,2018,0
32.67,15.34,12.6,7.84,4.47,3.41,54.39,3.31,9.95,2011,0
38.79,22.53,28.16,7.27,3.64,4.06,54.79,3.73,0.0,2012,0
36.2,16.35,17.59,3.5,5.63,4.26,51.29,5.72,10.63,2013,0
36.27,16.75,17.01,7.21,5.91,-0.54,76.34,-0.68,-2.83,2014,0
34.23,10.45,17.32,-0.78,6.46,0.87,67.26,0.93,-4.46,2015,0
32.01,10.57,18.51,-4.05,6.52,1.25,67.94,1.42,-27.61,2016,0
32.09,9.81,22.35,7.49,6.37,5.21,55.26,5.55,19.82,2017,0
35.15,12.83,23.35,5.5,6.92,5.53,55.17,5.63,30.33,2018,0
55.29,26.18,25.93,-3.18,6.91,2.6,46.48,4.95,-42.81,2011,0
53.8,17.87,27.78,28.35,6.25,7.61,40.34,14.81,35.7,2012,0
54.71,22.23,34.34,-0.95,5.45,-1.93,71.35,-1.41,-15.02,2013,0
49.77,11.94,28.42,-19.85,6.43,-19.25,810.1,-25.31,-27.13,2014,0
46.89,9.05,26.21,4.68,8.07,-0.03,64.72,0.45,40.73,2015,0
51.24,9.62,23.87,4.1,10.0,-0.28,62.18,0.76,15.74,2016,0
55.65,18.18,27.44,-4.78,8.16,3.67,55.98,7.07,14.9,2017,0
58.45,21.3,27.76,6.77,7.02,2.48,63.17,4.19,22.01,2018,0
75.66,-46.37,63.25,43.87,6.72,-377.34,0.0,0.0,-45.85,2011,1
40.73,18.15,0.23,14.9,6.55,16.65,31.88,14.76,0.0,2016,0
42.06,20.68,0.17,10.1,7.93,10.31,45.26,10.09,-3.56,2017,0
52.02,25.85,0.15,16.56,7.43,8.91,48.85,9.04,43.14,2018,0
47.13,-19.14,72.86,-20.14,5.09,-34.38,0.0,-76.76,-2.17,2011,1
45.77,32.89,20.51,26.62,4.49,22.39,49.28,18.76,79.14,2016,0
54.83,34.39,26.21,19.14,4.11,-5.97,91.88,-3.0,29.36,2017,0
60.73,46.51,14.05,-4.37,5.16,-3.73,82.34,-2.54,24.79,2018,0
50.91,29.89,15.55,5.54,4.23,-13.05,133.65,-8.81,0.0,2015,0
36.57,-9.47,12.24,72.45,5.44,-7.15,179.47,-9.51,-21.69,2016,0
35.78,0.22,19.23,20.68,3.03,-35.12,0.0,-23.22,-12.24,2017,0
44.67,11.59,26.77,41.84,3.63,-34.15,0.0,-30.15,335.38,2018,0
19.6,-29.49,82.97,-1.2,46.32,-0.79,64.88,-0.65,-10.32,2011,0
35.03,-6.31,84.16,-27.55,43.6,-25.1,0.0,-12.28,-34.96,2012,0
20.41,-21.69,90.67,-6.48,44.01,-26.47,0.0,-9.12,-56.33,2013,0
28.01,-20.13,84.72,4.69,55.68,-22.26,0.0,-7.21,-60.0,2014,0
31.56,-3.85,80.38,0.52,59.98,41.16,15.25,21.44,-23.83,2015,0
15.49,-16.48,76.73,5.44,58.45,18.33,38.04,6.61,-7.24,2016,0
17.98,-14.0,79.03,5.68,46.18,-5.62,55.32,-0.86,-32.08,2017,0
15.34,-11.4,90.96,28.59,37.82,3.58,62.41,1.02,-52.23,2018,0
49.03,15.48,62.04,7.12,8.08,-4.18,114.93,-8.19,30.47,2011,0
53.37,3.69,66.32,20.73,6.83,0.9,65.0,2.57,25.07,2012,0
50.81,-5.01,81.75,-5.25,6.81,-1.82,79.17,-5.17,24.6,2013,0
45.98,-2.68,73.42,-8.61,8.75,-5.35,138.15,-13.72,-17.6,2014,0
48.12,4.48,77.52,10.64,5.93,0.88,62.83,1.56,-23.25,2015,0
59.52,35.53,86.19,37.65,3.96,0.65,70.11,0.65,-15.18,2016,0
55.9,26.91,90.98,-3.96,4.06,-12.39,275.97,-10.59,63.19,2017,0
57.21,22.36,51.95,0.53,6.07,-5.79,122.5,-7.34,23.76,2018,0
49.9,21.16,11.66,1.9,2.47,5.14,47.49,4.75,0.0,2013,0
46.12,17.52,17.46,-1.23,2.68,0.32,72.27,0.33,-14.95,2014,0
32.6,5.72,18.36,-11.14,2.63,-6.1,391.99,-6.05,-76.22,2015,1
77.2,25.37,52.85,32.03,1.67,3.79,51.06,11.41,0.0,2017,0
84.29,15.04,145.21,52.8,1.1,0.43,62.39,2.49,0.0,2018,0
57.49,12.14,0.0,32.03,5.93,3.48,54.62,8.96,183.57,2011,0
62.57,11.51,27.03,58.5,4.69,4.77,38.54,20.84,183.34,2012,0
61.66,9.78,40.98,-2.77,5.5,2.86,46.18,12.5,28.31,2013,0
58.18,-3.16,49.29,-4.02,6.49,-1.39,67.25,-4.72,13.47,2014,0
45.43,-20.76,56.2,-16.75,4.96,-18.86,0.0,-58.59,-45.53,2015,0
45.49,-25.0,45.61,-1.98,5.92,3.23,49.83,10.8,32.41,2016,0
42.24,-20.13,44.74,-5.17,6.99,2.5,54.45,7.7,-37.36,2017,0
35.82,-32.38,52.5,-13.7,7.28,-13.99,164.68,-30.25,-28.14,2018,0
83.31,48.82,12.96,-18.3,5.72,-9.04,122.4,-26.63,0.0,2018,0
65.98,58.2,29.92,10.82,4.24,9.63,52.34,9.57,15.8,2012,0
65.62,57.02,30.37,2.26,4.59,4.62,62.57,3.88,-11.22,2013,0
50.77,39.05,53.33,46.77,2.67,22.46,39.41,13.76,0.0,2014,0
57.03,40.88,35.23,9.07,4.28,5.15,64.91,5.92,-21.52,2015,0
56.67,44.0,36.08,0.36,4.37,5.09,63.09,5.88,13.01,2016,0
59.47,49.08,32.92,2.96,4.8,6.56,63.15,6.76,2.97,2017,0
60.7,51.44,33.45,1.2,4.48,3.6,71.06,3.16,-0.82,2018,0
17.36,-41.1,24.13,9.96,8.07,3.7,30.31,22.22,5.69,2011,0
15.72,-40.2,34.63,19.42,6.67,-0.3,43.87,-1.37,-40.6,2012,0
16.53,-41.68,55.21,-0.72,4.83,-9.9,83.28,-29.61,117.17,2013,0
13.02,-46.37,44.8,-3.38,7.55,2.14,43.83,8.45,-28.01,2014,0
20.85,-46.37,49.22,7.09,6.03,4.08,44.53,15.43,-49.25,2015,0
15.13,-46.37,49.91,-9.71,5.18,1.83,48.53,4.88,-33.77,2016,0
11.27,-18.39,55.16,122.64,4.01,41.16,16.07,42.78,0.0,2017,0
10.92,-19.1,55.88,1.43,6.13,-41.8,0.0,-29.18,644.97,2018,0
58.76,26.2,12.92,33.01,3.85,9.21,30.44,8.22,12.35,2011,0
37.39,6.27,12.74,36.13,6.63,4.92,37.84,10.0,209.27,2012,0
35.06,0.91,21.77,0.1,5.58,4.84,43.04,8.71,-2.81,2013,0
32.44,-6.55,17.86,5.4,6.15,1.81,51.24,3.48,-11.48,2014,0
34.98,3.38,16.38,2.79,6.17,7.08,38.19,12.09,19.8,2015,0
36.57,-2.05,19.38,7.51,6.31,9.12,36.5,14.97,-11.64,2016,0
38.06,-0.7,21.12,2.55,5.95,4.42,55.35,5.92,-8.48,2017,0
36.55,-2.99,16.83,-3.1,6.54,-0.08,65.58,-0.07,13.02,2018,0
29.46,13.03,30.35,-17.62,3.24,2.39,25.09,3.36,22.49,2011,0
28.67,0.92,30.9,19.46,3.97,3.42,25.69,5.35,57.59,2012,0
20.12,-10.5,28.86,27.01,5.88,9.75,16.55,19.88,-50.23,2013,0
26.72,8.78,30.33,10.54,6.89,16.02,15.3,29.2,19.63,2014,0
27.25,12.07,29.55,14.34,6.93,12.78,18.16,19.13,-26.57,2015,0
31.89,19.17,30.69,44.24,7.63,14.11,15.11,15.79,12.36,2016,0
30.26,21.32,26.56,7.34,10.84,11.51,17.04,11.49,6.01,2017,0
33.34,27.7,25.83,-0.52,11.95,20.93,17.62,12.12,-46.6,2018,0
56.46,-5.62,39.67,19.48,9.63,1.59,60.56,6.44,19.23,2011,0
61.4,4.34,39.03,24.25,10.03,1.77,59.15,8.0,20.32,2012,0
46.08,-7.18,31.03,187.78,13.14,5.65,46.01,42.78,644.97,2013,0
45.75,-10.0,48.31,7.08,7.65,3.23,50.07,16.62,15.69,2014,0
42.22,-11.76,48.14,10.88,8.07,2.7,51.48,12.65,8.72,2015,0
40.69,-23.7,50.18,7.22,8.89,2.5,58.71,10.2,26.34,2016,0
43.13,-19.05,46.69,5.06,9.12,0.71,60.44,3.39,4.57,2017,0
44.5,-15.57,47.98,2.28,8.69,0.45,61.95,2.08,-3.57,2018,0
62.28,-6.05,16.05,19.51,5.97,0.72,39.86,9.25,53.36,2011,0
58.99,-17.31,14.61,-3.75,5.76,0.8,36.1,9.17,-24.55,2012,0
39.96,-24.18,13.15,59.21,6.62,2.08,43.38,16.4,0.0,2013,0
51.54,-15.3,9.67,23.22,5.8,-0.92,57.37,-10.95,40.04,2014,0
44.75,-19.68,7.46,-3.47,4.92,0.21,55.12,1.48,-10.05,2015,0
41.29,-27.98,15.01,6.83,5.06,-2.15,67.66,-23.64,14.16,2016,0
44.89,-25.73,21.38,1.86,5.56,-3.04,75.85,-40.14,27.49,2017,0
48.35,-17.72,25.99,5.13,5.02,-2.71,64.08,-36.23,22.95,2018,0
45.2,38.18,11.34,7.08,3.1,17.27,55.98,9.24,0.2,2011,0
47.42,41.22,11.68,5.02,3.13,21.12,51.98,10.31,-3.47,2012,0
38.34,32.78,11.39,1.56,3.06,13.15,63.33,5.78,-5.33,2013,0
45.53,41.29,10.83,-0.8,3.14,14.21,65.37,6.17,-6.3,2014,0
48.78,43.06,13.52,4.83,3.28,12.0,65.71,5.22,9.0,2015,0
44.81,38.35,20.92,6.13,3.35,14.98,58.63,6.83,2.62,2016,0
48.47,43.07,23.86,3.51,3.1,9.39,61.63,3.8,24.29,2017,0
46.01,39.43,17.36,3.4,3.33,13.15,58.83,5.55,-14.61,2018,0
61.99,16.93,35.07,11.14,2.96,6.62,39.68,12.78,9.61,2011,0
58.25,15.79,39.94,4.98,3.09,4.13,0.0,7.8,-18.37,2012,0
59.6,24.91,50.72,6.08,2.58,1.9,54.03,2.81,11.02,2013,0
61.02,29.43,47.88,-1.27,2.49,0.42,68.49,0.41,3.2,2014,0
63.26,27.7,43.26,-8.33,2.36,0.69,62.33,1.36,-45.14,2015,0
61.99,26.06,42.63,-11.49,2.24,3.56,54.83,3.84,0.65,2016,0
59.49,28.82,39.01,-8.99,2.72,2.68,64.88,2.36,-18.35,2017,0
56.78,26.86,33.87,-3.18,3.14,1.84,69.45,1.87,32.46,2018,0
75.2,60.25,18.15,10.7,2.4,18.87,32.95,16.23,12.06,2011,0
74.47,58.85,17.9,10.17,2.02,17.62,37.01,13.32,5.44,2012,0
71.09,65.23,11.99,8.93,1.94,16.68,37.93,11.48,3.55,2013,0
68.19,59.61,13.81,12.81,1.73,17.01,40.5,9.99,7.86,2014,0
67.93,61.18,14.74,0.58,1.54,15.15,46.65,6.81,-3.19,2015,0
68.53,61.58,11.77,5.2,1.82,21.08,39.11,9.27,12.28,2016,0
64.55,58.07,7.07,-0.7,1.93,8.27,59.75,3.7,0.0,2017,0
63.18,52.38,9.68,1.51,1.95,1.7,78.03,0.72,-0.57,2018,0
67.89,38.7,53.46,-9.38,6.79,-1.58,98.91,-1.51,196.5,2011,0
69.82,53.81,47.96,-2.59,6.16,5.41,44.32,5.98,-27.55,2012,0
66.35,45.1,33.49,-4.86,5.84,-5.68,237.89,-5.11,-19.27,2013,0
52.04,25.97,49.04,8.38,5.78,-7.85,163.22,-4.08,-10.28,2014,0
58.16,11.6,26.34,187.78,8.3,3.24,27.38,13.93,0.0,2015,0
60.24,24.37,20.6,13.34,10.67,3.49,27.39,17.07,46.21,2016,0
61.73,23.46,19.6,24.44,10.64,3.35,39.74,17.28,-13.98,2017,0
62.2,24.15,19.16,21.34,10.8,2.07,72.0,7.62,62.08,2018,0
62.57,52.67,11.53,3.22,3.09,7.3,65.59,6.87,31.81,2011,0
46.34,26.49,20.02,23.9,3.13,1.75,68.99,1.63,0.0,2012,0
55.83,36.66,13.11,27.28,4.11,7.26,60.04,9.95,2.31,2013,0
54.6,39.2,16.3,11.01,4.41,14.52,51.54,11.93,6.55,2014,0
53.7,41.91,16.71,6.82,4.83,13.53,53.24,10.58,4.5,2015,0
56.85,44.1,10.65,11.32,5.09,10.59,54.09,7.28,8.08,2016,0
55.8,45.72,9.36,14.64,5.17,14.29,52.73,11.09,13.96,2017,0
54.48,39.77,8.93,11.06,5.17,9.12,65.01,5.94,2.66,2018,0
34.2,16.27,2.64,8.46,19.7,1.32,70.41,1.66,53.5,2011,0
31.8,13.57,0.47,7.69,21.88,7.03,44.4,10.32,8.68,2012,0
27.63,11.73,2.48,5.67,15.31,7.92,41.23,10.97,-18.42,2013,0
34.52,13.13,2.92,18.79,14.65,8.28,39.16,11.6,2.84,2014,0
23.75,2.35,2.88,8.93,14.47,9.88,37.77,13.2,-14.95,2015,0
30.36,-1.68,5.51,24.27,5.75,4.53,55.82,7.47,0.0,2016,0
27.2,-7.21,6.51,3.96,4.79,3.01,63.94,3.62,-22.99,2017,0
23.77,-18.87,12.83,-3.19,4.97,-19.3,406.53,-14.59,52.93,2018,0
61.43,41.05,32.49,3.66,4.54,7.83,22.36,15.48,-20.4,2011,0
51.7,36.18,29.51,3.79,4.94,3.43,40.98,7.43,-8.59,2012,0
56.6,41.43,32.28,2.41,5.23,3.05,37.88,6.28,14.99,2013,0
58.2,43.63,34.13,-4.85,4.51,5.69,33.06,10.11,-7.38,2014,0
56.55,47.66,31.16,-13.76,4.22,-0.51,85.63,-0.67,-54.4,2015,0
66.97,56.02,31.46,8.11,4.19,6.89,28.54,7.29,33.76,2016,0
71.43,61.11,28.88,2.09,4.14,3.71,36.86,4.54,72.91,2017,0
73.74,60.78,22.56,6.83,5.0,3.17,35.03,5.07,25.56,2018,0
40.01,0.36,26.58,11.97,10.38,4.7,54.31,15.46,19.0,2011,0
35.52,-10.11,29.8,7.49,10.44,0.45,69.99,1.26,11.89,2012,0
39.51,-10.04,27.04,7.41,12.3,0.43,67.64,1.23,-15.99,2013,0
40.67,-7.55,27.46,-1.16,11.91,2.48,62.64,5.87,-19.91,2014,0
34.86,-15.18,29.62,5.31,10.2,-3.06,73.98,-5.85,5.53,2015,0
30.77,-15.71,26.9,1.54,10.74,-1.33,65.36,-2.71,2.61,2016,0
35.31,-19.47,31.21,2.37,11.62,2.44,54.44,6.52,0.56,2017,0
40.53,-8.27,28.31,38.12,12.15,5.59,39.57,17.57,18.23,2018,0
78.23,38.47,40.5,31.07,7.3,5.45,54.29,18.94,26.21,2017,0
82.83,46.14,48.75,-1.78,6.2,2.37,63.47,6.21,34.09,2018,0
70.17,51.0,52.04,50.35,6.4,14.95,44.81,17.65,45.04,2011,0
68.55,57.78,48.29,-1.87,6.53,13.36,51.32,10.87,-20.73,2012,0
71.23,62.28,43.57,0.73,6.49,7.91,64.48,4.73,3.11,2013,0
73.06,59.93,52.48,3.72,6.55,5.06,72.0,3.03,11.91,2014,0
72.32,60.22,51.85,-0.94,6.43,4.06,73.67,2.54,6.31,2015,0
73.9,60.46,58.82,1.82,5.38,2.94,77.97,1.69,-1.62,2016,0
75.6,58.99,62.3,6.92,5.73,5.62,69.16,4.07,14.29,2017,0
77.23,64.91,57.27,-0.29,5.57,8.09,65.5,5.87,24.31,2018,0
53.9,33.82,20.28,5.45,4.68,2.26,54.1,2.79,-24.29,2011,0
58.23,32.1,22.55,-1.51,4.95,0.81,58.19,1.15,-10.68,2012,0
47.61,14.69,33.24,28.53,5.02,4.12,35.2,6.14,36.72,2013,0
42.69,3.47,41.22,6.46,4.35,0.07,55.35,-1.22,32.94,2014,0
44.04,8.32,47.48,-3.75,4.54,2.65,44.83,2.99,-16.25,2015,0
46.18,9.86,64.04,-4.0,3.81,3.94,43.14,6.15,1.41,2016,0
46.89,11.41,60.83,12.54,3.9,4.18,40.5,6.73,26.7,2017,0
46.5,14.6,59.0,5.41,3.71,5.24,37.17,10.1,12.89,2018,0
70.55,34.44,30.68,4.14,6.05,-3.97,102.58,-5.55,-20.39,2011,0
60.4,20.16,39.75,-3.41,4.31,-7.36,76.74,-10.89,-37.42,2012,0
58.39,20.16,16.83,17.62,7.09,0.77,67.29,1.7,26.05,2013,0
49.91,19.24,29.56,-47.32,2.86,-75.02,118.56,-62.06,-64.57,2014,0
49.87,1.07,25.24,-3.14,6.83,-11.51,93.47,-17.33,22.27,2015,0
52.36,11.65,30.37,24.61,8.61,9.45,55.63,25.81,95.09,2016,0
51.41,15.96,39.43,-2.21,7.01,-1.72,88.96,-4.23,5.88,2017,0
53.78,3.65,57.33,7.47,5.8,-4.94,124.75,-11.67,0.03,2018,0
68.27,60.01,40.88,-4.28,2.66,2.87,92.43,1.2,34.17,2011,0
67.64,60.12,37.32,0.06,3.87,3.43,91.11,1.94,-13.71,2012,0
66.57,60.15,26.76,1.11,3.86,5.72,81.19,3.29,1.37,2013,0
70.73,56.52,28.42,13.78,3.68,6.9,71.67,5.06,-43.63,2014,0
69.48,50.57,30.88,9.27,5.8,5.41,69.71,5.8,16.92,2015,0
72.22,46.34,29.89,22.18,8.7,14.75,49.21,16.35,-6.87,2016,0
72.61,52.8,30.67,-2.34,6.39,13.85,62.85,10.47,43.6,2017,0
74.26,53.88,25.63,3.05,4.45,17.37,64.19,8.88,20.19,2018,0
65.85,34.52,53.9,15.78,5.39,8.14,49.28,15.03,75.48,2011,0
53.44,23.56,44.71,17.54,7.02,4.12,62.66,7.56,49.09,2012,0
57.39,21.2,30.13,12.59,11.69,4.83,55.88,11.92,55.52,2013,0
60.92,30.63,30.77,3.46,11.08,6.48,50.11,15.11,-14.19,2014,0
53.72,24.32,25.88,20.13,13.29,6.53,51.94,13.53,-1.93,2015,0
51.27,24.39,20.13,12.42,13.54,7.26,43.39,13.56,-20.01,2016,0
56.53,32.89,15.61,-1.63,12.45,3.97,52.13,7.1,18.59,2017,0
53.92,36.32,14.42,-1.49,11.94,5.55,53.64,7.97,-21.16,2018,0
27.01,-3.94,24.89,4.23,9.79,17.04,55.8,15.59,-8.16,2011,0
39.36,-6.25,26.37,3.49,11.48,0.22,68.61,0.24,107.62,2012,0
29.35,-5.9,30.14,16.03,9.81,2.74,68.19,2.29,-42.11,2013,0
27.06,-8.67,32.71,-3.67,9.15,-4.79,83.23,-3.33,-85.89,2014,0
28.27,-6.08,23.53,-2.98,9.23,0.1,77.74,0.05,0.0,2015,0
35.98,2.51,24.86,10.69,7.37,11.76,65.32,10.08,0.0,2016,0
44.16,9.06,30.93,15.27,6.11,15.36,60.27,14.84,0.0,2017,0
38.74,9.99,25.79,-2.47,6.85,13.72,62.0,12.14,0.0,2018,0
66.78,-17.95,147.47,20.08,1.9,-76.73,0.0,-163.9,0.0,2011,1
54.61,16.7,43.53,13.07,5.02,0.61,70.69,1.54,-6.64,2011,0
54.04,20.95,46.46,-3.23,4.4,-4.91,104.88,-10.26,-8.41,2012,0
51.23,14.99,49.1,-0.72,4.08,-4.08,87.28,-7.35,-14.96,2013,0
47.78,7.71,42.78,-3.42,4.49,-4.79,78.41,-8.53,14.21,2014,0
46.88,-3.76,41.89,-4.61,4.45,-4.11,78.43,-7.53,8.56,2015,0
