[제조]유동자산구성비율,[제조]순운전자본비율,[제조]매입채무회전기간,[제조]총자본증가율,[제조]매출채권회전률,[제조]매출액순이익률,[제조]노동소득분배율,[제조]자기자본순이익률,[제조]재고자산증가율,year,label
27.11,-22.46,23.26,5.75,11.59,-14.23,77.07,-29.7,-22.67,2013,0
25.25,-24.69,22.39,6.77,10.66,-5.27,53.77,-11.67,1.77,2014,0
29.77,6.33,21.87,-10.64,10.67,-29.85,293.68,-65.09,-34.14,2015,0
33.26,12.57,26.4,-6.95,9.72,1.77,40.72,2.73,36.94,2016,0
28.0,10.94,26.45,-6.4,10.72,2.19,38.71,3.78,-35.14,2017,0
28.24,12.75,25.12,-0.88,11.09,2.9,40.45,4.86,56.19,2018,0
49.92,29.77,29.77,28.19,5.44,8.96,43.25,15.4,0.0,2015,0
47.91,-0.71,29.11,45.52,4.61,-20.2,269.31,-37.66,25.62,2016,0
41.27,-28.56,22.28,-20.32,4.56,-30.23,210.86,-61.9,-17.81,2017,0
48.74,-1.75,10.38,14.27,4.66,-53.76,239.23,-72.23,-34.97,2018,0
25.8,7.13,56.72,3.5,5.35,1.85,80.93,1.44,352.87,2011,0
16.92,-0.78,47.49,-17.36,6.15,-27.57,0.0,-18.58,-66.14,2012,0
48.53,-1.31,44.27,20.04,8.35,-51.73,0.0,-47.17,0.0,2013,0
33.48,-4.48,44.63,-27.48,7.72,-27.76,381.09,-39.51,109.92,2014,0
28.97,-7.06,74.44,-13.02,5.04,-45.51,810.1,-52.68,-4.26,2015,0
56.48,52.77,64.4,87.58,5.64,-31.39,216.35,-13.31,-64.85,2016,0
56.85,50.73,10.39,5.33,17.56,2.26,65.14,1.88,-24.58,2017,0
67.91,59.38,32.53,22.81,9.1,-10.07,114.53,-4.27,31.95,2018,0
63.03,26.73,59.05,39.54,10.99,14.39,29.35,20.4,0.0,2011,0
61.38,35.12,59.94,92.04,11.36,15.23,22.86,18.94,0.0,2012,0
62.36,33.59,68.94,21.52,8.15,8.7,31.97,10.41,28.97,2013,0
51.37,29.18,60.81,-2.46,6.24,0.64,40.46,2.54,16.99,2014,0
49.29,27.95,38.12,20.13,7.57,5.65,42.83,8.27,16.39,2015,0
55.87,30.23,31.97,14.22,8.46,1.21,44.08,1.19,12.03,2016,0
55.28,13.85,75.42,51.88,4.44,-1.29,52.46,1.28,-23.03,2017,0
53.6,14.28,90.2,25.7,5.0,3.83,47.91,7.96,33.56,2018,0
46.32,9.33,40.94,-3.36,3.96,2.19,73.14,2.7,0.0,2011,0
52.87,31.09,27.08,75.19,4.33,-65.52,0.0,-46.11,0.0,2012,0
61.52,32.34,5.92,67.75,7.01,-1.68,52.58,-2.04,0.0,2013,0
50.83,23.97,2.57,0.46,6.27,-13.48,74.13,-15.74,0.0,2014,0
54.54,21.1,0.2,1.75,8.29,-6.27,61.67,-8.44,0.0,2015,0
68.14,37.74,0.0,-5.64,10.39,-0.49,43.78,-0.87,0.0,2016,0
68.83,9.61,147.47,187.78,2.46,-15.83,126.84,-16.54,0.0,2017,0
69.53,7.81,147.47,4.58,4.14,-0.89,90.26,-1.58,0.0,2018,0
74.88,37.44,89.98,58.0,2.15,9.22,46.61,19.88,11.49,2011,0
72.34,38.88,87.39,0.2,2.19,7.2,50.63,13.75,12.16,2012,0
71.74,35.58,91.28,12.34,2.08,6.59,59.94,10.93,644.97,2013,0
72.89,40.29,75.58,2.72,2.15,6.93,52.52,13.11,-85.89,2014,0
72.61,43.0,95.45,8.32,1.86,4.13,68.13,5.35,-44.31,2015,0
60.81,33.26,113.78,-30.3,1.73,-25.67,810.1,-26.21,72.06,2016,0
77.21,56.64,57.62,65.98,2.24,-2.53,101.46,-3.39,580.61,2017,0
74.03,47.87,53.24,6.5,3.01,1.03,85.63,2.0,-80.66,2018,0
35.74,-7.01,30.08,7.41,6.14,-4.82,93.67,-8.29,0.0,2011,0
33.03,-16.59,33.05,-4.1,7.36,-19.98,480.24,-28.47,0.0,2012,0
31.69,-28.07,43.1,-19.62,7.65,-27.91,0.0,-52.34,-18.89,2013,0
31.63,-41.68,85.62,-17.17,6.73,-32.3,0.0,-78.09,-21.29,2014,0
24.75,-44.29,89.83,-17.29,6.96,-9.35,100.67,-15.8,-46.9,2015,0
13.61,-42.75,114.12,-26.35,3.88,-65.7,0.0,-47.39,-67.19,2016,0
10.92,-46.37,62.3,-5.33,8.67,-85.26,0.0,-52.88,-46.39,2017,0
18.48,-46.37,79.62,30.97,6.07,-173.19,0.0,-82.41,45.37,2018,0
43.41,3.34,37.64,13.05,5.27,3.39,52.37,12.5,31.96,2011,0
49.26,15.61,39.76,2.74,4.46,1.75,58.01,7.33,26.99,2012,0
50.54,12.23,36.1,5.29,4.48,3.55,51.98,12.69,8.23,2013,0
44.08,7.57,36.58,1.96,4.34,2.78,54.45,9.37,-24.05,2014,0
38.62,-1.26,37.74,7.24,4.43,1.24,61.1,3.08,-0.68,2015,0
39.73,-6.08,38.04,17.84,4.96,2.14,64.58,6.16,-0.58,2016,0
38.63,-2.32,43.65,-3.56,4.92,-0.12,79.75,-0.34,0.57,2017,0
54.4,15.62,38.98,-0.84,5.39,-0.55,82.88,-1.31,3.6,2018,0
63.0,2.15,63.11,18.59,5.55,1.06,59.9,5.23,45.94,2011,0
66.25,12.25,51.47,8.47,6.26,1.58,63.71,7.39,4.22,2012,0
64.15,23.7,35.86,28.36,8.87,3.36,58.7,18.63,-18.76,2013,0
62.2,9.21,38.81,5.83,7.98,2.28,54.4,9.75,13.31,2014,0
51.04,4.94,34.25,-4.5,9.98,1.69,67.1,7.88,-21.7,2015,0
58.76,11.25,37.31,12.21,12.17,3.3,60.51,14.73,17.15,2016,0
48.81,2.87,29.42,-5.22,14.73,3.85,54.96,17.11,59.18,2017,0
53.79,17.5,16.43,4.78,15.18,4.02,60.73,15.47,-26.44,2018,0
54.08,26.81,47.06,16.75,3.44,15.12,24.82,18.88,27.36,2011,0
46.59,23.83,53.58,33.73,2.91,17.04,26.72,18.1,0.4,2012,0
47.69,27.72,36.21,0.47,3.23,8.76,38.52,5.45,0.0,2013,0
55.86,24.08,47.95,9.76,3.26,19.31,27.53,11.86,14.31,2014,0
40.32,27.06,42.33,-20.24,4.11,-1.93,67.62,-1.17,-36.1,2015,0
47.12,33.94,28.18,6.69,4.89,9.56,44.36,5.55,-10.7,2016,0
47.79,36.46,31.89,-0.64,4.14,3.96,58.0,1.88,-4.51,2017,0
47.48,41.22,22.91,1.54,4.65,16.34,46.82,7.61,-9.88,2018,0
50.87,2.55,48.89,5.58,5.49,9.12,50.28,42.78,91.57,2011,0
52.4,9.88,38.87,2.37,4.49,5.6,70.01,15.94,30.6,2012,0
41.1,-1.1,20.28,20.27,6.4,4.63,72.51,15.38,-9.08,2013,0
61.3,15.78,33.94,29.02,5.74,4.47,68.32,14.82,-19.54,2014,0
71.95,23.11,56.12,33.35,4.21,8.09,56.99,22.9,52.78,2015,0
76.48,23.77,57.05,41.95,3.35,9.5,47.76,29.33,66.14,2016,0
77.32,30.81,43.09,14.08,3.6,8.79,43.64,33.49,107.03,2017,0
79.91,40.82,40.52,54.71,3.25,6.89,53.77,16.44,69.44,2018,0
55.35,8.19,44.26,23.75,18.97,2.13,42.47,6.75,33.05,2011,0
58.85,9.1,47.33,-6.16,18.0,1.74,48.43,5.02,-5.97,2012,0
59.32,9.08,56.42,-3.94,19.71,-6.02,108.06,-16.76,7.36,2013,0
59.48,8.47,65.88,2.53,23.29,-1.29,65.77,-4.37,3.26,2014,0
62.82,17.12,52.04,-2.83,23.43,4.4,50.97,15.35,6.07,2015,0
62.9,18.87,43.18,-0.76,24.04,3.2,54.84,9.89,3.2,2016,0
64.22,24.3,45.73,-6.8,22.19,-0.15,71.19,-0.4,-8.39,2017,0
69.45,30.42,45.93,-2.48,21.22,-0.33,80.72,-0.89,-9.11,2018,0
42.22,16.51,68.13,-2.09,2.31,-62.53,0.0,-42.75,644.97,2011,0
45.63,17.57,45.21,-11.05,5.16,-13.36,150.99,-16.0,47.01,2012,0
85.04,73.24,63.85,100.95,4.05,-120.04,0.0,-107.83,-14.92,2013,0
66.49,45.59,45.19,13.11,3.57,-179.55,0.0,-60.81,-37.08,2014,0
48.48,44.11,25.72,-25.03,6.74,-102.87,0.0,-25.97,-81.86,2015,0
61.04,44.66,16.37,74.51,27.52,-41.06,0.0,-24.99,-9.41,2016,0
53.68,45.79,39.42,-35.11,4.87,-194.47,0.0,-68.05,331.69,2017,0
80.54,78.89,20.3,121.55,5.19,-96.69,0.0,-37.03,-62.32,2018,0
52.73,6.71,27.81,8.65,8.52,2.63,39.93,8.33,14.77,2011,0
51.96,6.66,26.11,2.61,6.31,1.25,53.29,3.15,2.92,2012,0
46.5,1.49,29.67,-4.7,4.57,1.24,57.59,2.78,-12.56,2013,0
44.62,-5.07,26.68,-4.41,4.51,-3.82,97.39,-8.88,-39.26,2014,0
42.45,-8.15,24.92,-1.04,4.44,-1.67,78.98,-3.71,22.2,2015,0
53.09,1.57,35.18,6.93,5.04,3.35,58.94,8.36,6.1,2016,0
54.49,3.22,44.87,2.18,4.71,-2.5,91.59,-6.54,-8.69,2017,0
54.49,6.97,33.61,-4.29,5.01,1.1,55.62,3.33,24.76,2018,0
63.22,21.34,66.1,3.64,3.24,3.27,60.59,5.58,2.16,2011,0
60.35,20.5,66.08,2.76,3.51,1.48,69.08,2.58,3.62,2012,0
62.34,17.84,66.29,6.19,3.56,3.53,62.43,6.7,12.13,2013,0
63.68,20.58,58.91,13.5,3.55,3.37,59.76,6.75,22.03,2014,0
67.5,22.32,51.81,6.39,3.01,3.55,65.28,6.65,-6.87,2015,0
71.75,22.77,76.86,56.53,2.34,10.2,49.53,17.48,55.89,2016,0
69.85,19.1,52.11,0.22,3.53,-1.39,85.26,-3.22,7.95,2017,0
65.04,17.75,48.31,11.58,3.8,2.63,68.73,6.93,30.36,2018,0
69.2,10.44,37.43,-7.46,3.34,-9.56,141.9,-28.1,3.14,2011,0
60.05,-2.48,44.66,-32.15,3.59,-7.33,105.46,-24.1,-54.16,2012,0
60.23,-2.76,42.08,0.44,4.39,1.37,68.74,5.84,-6.19,2013,0
57.2,0.64,35.8,-3.84,4.37,1.26,70.21,4.94,-4.83,2014,0
52.99,-1.11,28.15,7.17,3.93,2.63,69.74,7.86,-2.39,2015,0
73.08,16.27,25.09,3.96,3.83,2.47,80.77,6.66,10.85,2016,0
59.52,13.86,31.72,-22.3,3.73,0.94,76.81,2.19,-10.45,2017,0
59.15,24.42,31.91,-11.32,4.08,3.42,65.64,6.86,-3.95,2018,0
20.65,6.4,76.51,-45.37,4.9,-265.67,0.0,-61.07,63.37,2011,1
61.51,45.39,5.39,9.78,16.81,1.17,77.41,5.51,0.0,2011,0
59.26,37.23,14.26,-7.65,12.48,-4.85,147.38,-22.32,0.0,2012,0
70.37,45.56,15.91,-18.87,12.14,-10.34,149.35,-39.83,2.93,2013,0
66.11,37.2,18.82,-24.12,9.54,-15.5,258.76,-70.87,-27.54,2014,0
57.46,24.49,10.95,-27.61,7.93,-18.04,187.09,-43.66,-28.88,2015,0
52.3,9.65,3.97,90.85,9.05,7.51,57.82,24.36,37.45,2016,0
57.48,42.41,14.24,116.26,5.63,2.6,75.26,2.3,-10.0,2017,0
31.64,1.1,39.89,8.42,4.34,-56.28,0.0,-24.59,15.63,2018,0
89.66,69.39,15.81,112.97,16.37,15.44,32.63,42.78,590.11,2014,0
85.7,70.72,36.03,-3.56,9.05,7.42,65.9,7.08,-30.06,2015,0
80.28,63.56,32.65,5.18,3.94,-17.92,245.34,-11.21,-7.86,2016,0
71.92,53.08,12.09,2.14,6.15,0.53,87.64,0.47,2.38,2017,0
81.01,47.11,19.95,56.63,13.99,7.68,46.55,17.32,0.0,2018,0
63.71,51.29,8.65,4.5,9.97,13.56,45.48,12.95,11.89,2011,0
54.7,42.84,11.41,7.58,10.1,4.8,65.86,7.3,0.0,2012,0
59.38,46.85,10.29,10.85,9.23,11.85,49.31,11.33,17.21,2013,0
58.77,53.9,8.92,-1.03,7.52,9.57,55.84,7.06,-9.05,2014,0
61.69,52.67,8.0,9.92,6.3,8.46,62.45,6.26,11.04,2015,0
52.36,23.07,9.45,187.78,5.57,-109.62,0.0,-29.2,0.0,2016,0
55.75,32.52,8.1,-10.73,6.67,-23.63,810.1,-9.35,29.71,2017,0
40.41,19.32,9.3,-25.76,6.3,-37.56,0.0,-8.76,-10.42,2018,0
74.09,67.87,43.05,14.76,3.87,19.48,26.53,17.61,31.14,2015,0
62.26,34.64,38.28,21.45,3.31,-0.35,75.78,0.02,9.32,2016,0
41.1,4.97,56.88,3.31,2.85,-25.09,810.1,-11.22,1.23,2017,0
33.79,3.85,26.62,2.64,4.12,-19.65,167.13,-10.81,-6.92,2018,0
33.19,23.21,12.2,15.72,12.5,20.13,28.64,16.22,8.45,2011,0
28.71,21.11,12.22,8.17,11.31,18.47,33.63,12.4,13.42,2012,0
47.16,40.07,11.65,6.79,11.09,17.56,36.15,9.9,8.74,2013,0
31.14,25.24,11.79,5.64,11.65,14.04,42.07,7.55,9.76,2014,0
25.46,18.93,10.49,8.7,13.68,15.8,38.32,9.04,-1.39,2015,0
22.5,16.32,9.98,5.87,14.29,14.87,38.14,8.41,12.2,2016,0
16.93,10.8,9.05,5.24,11.81,12.82,40.83,6.94,-0.43,2017,0
16.18,9.34,8.41,10.97,11.21,13.43,39.79,7.32,1.61,2018,0
44.27,-3.4,100.9,59.48,3.15,14.58,42.66,25.91,158.13,2011,0
44.4,-6.07,69.84,-5.01,4.98,-7.51,85.08,-21.02,-21.16,2012,0
48.76,-11.37,70.07,6.46,4.55,3.3,50.59,10.11,21.12,2013,0
55.25,-0.4,72.27,16.44,4.16,2.85,52.75,10.43,26.93,2014,0
58.38,3.21,96.19,14.96,2.78,2.55,65.02,7.85,19.36,2015,0
51.89,-7.85,117.56,-11.91,2.29,-10.0,0.0,-25.47,-21.17,2016,0
54.74,-19.17,75.01,-13.89,3.33,-15.8,160.34,-61.18,7.8,2017,0
59.88,-7.92,86.23,15.69,3.12,0.33,65.47,4.4,28.39,2018,0
68.53,24.46,92.46,22.92,1.62,4.0,42.01,5.48,50.27,2011,0
72.11,34.13,109.97,-0.46,1.26,0.48,39.39,0.48,15.43,2012,0
56.04,-39.47,117.74,-47.32,1.42,-139.99,0.0,-163.9,-65.82,2013,1
67.4,36.78,86.51,9.89,5.48,15.07,33.72,9.75,39.63,2011,0
65.37,38.6,76.03,3.33,4.66,13.93,35.6,8.76,-19.63,2012,0
67.06,39.44,74.4,30.34,4.79,9.11,48.91,4.45,-9.57,2013,0
66.68,19.32,66.13,9.3,6.82,6.17,49.91,3.59,106.5,2014,0
62.97,21.28,41.85,14.12,5.75,7.92,55.31,6.77,0.0,2015,0
60.92,22.24,35.05,-4.64,6.98,2.21,73.02,1.49,-59.7,2016,0
63.88,22.14,44.42,-4.12,6.71,-4.82,116.28,-1.55,-43.79,2017,0
62.62,25.5,44.48,-3.28,13.52,-20.34,268.37,-6.3,58.89,2018,0
40.99,-19.54,79.78,-25.74,3.5,-8.75,65.96,-24.26,14.45,2011,0
30.47,-19.39,90.56,33.46,2.98,-30.72,0.0,-73.28,-51.63,2012,0
30.47,6.56,31.01,109.68,9.05,14.81,39.33,42.78,644.97,2013,0
31.48,11.12,31.6,-7.08,6.31,1.0,66.29,1.71,23.22,2014,0
34.14,21.54,12.02,-5.54,9.2,4.7,57.06,8.26,-9.54,2015,0
60.98,25.62,22.23,77.28,10.61,10.86,44.47,28.26,41.6,2016,0
61.94,42.41,28.35,-0.27,10.87,13.25,40.47,27.22,-19.02,2017,0
50.28,32.36,27.6,22.92,11.52,2.96,70.51,4.4,0.0,2018,0
54.2,35.05,3.18,61.84,3.93,14.82,61.42,13.56,-7.85,2016,0
32.02,8.49,1.58,9.82,3.56,0.32,77.19,0.21,65.48,2017,0
37.3,8.61,0.0,13.04,3.81,9.96,62.01,8.26,644.97,2018,0
49.45,40.32,28.97,1.23,4.14,9.13,45.12,8.74,-13.8,2011,0
48.99,40.1,26.3,1.32,4.57,5.79,56.42,5.66,29.78,2012,0
43.07,34.1,25.8,11.08,4.36,4.17,62.14,3.69,-12.31,2013,0
43.84,34.17,22.56,4.73,4.53,8.24,52.96,7.1,-8.12,2014,0
40.77,24.83,22.26,3.85,4.75,6.99,55.36,5.94,-2.97,2015,0
54.71,47.81,23.97,9.8,4.59,7.03,58.51,5.4,-10.99,2016,0
58.08,49.97,20.6,5.93,5.06,9.29,47.35,8.1,14.93,2017,0
58.58,34.16,17.91,0.65,5.25,-10.03,496.55,-9.84,133.59,2018,0
92.23,71.24,10.93,37.19,3.64,1.2,79.69,2.44,0.0,2018,0
77.76,69.88,16.41,187.78,20.51,17.64,26.34,18.77,118.12,2016,0
69.12,62.53,14.57,5.78,20.5,12.29,33.41,9.56,-31.77,2017,0
75.68,65.09,11.96,23.68,24.57,16.95,24.41,18.71,39.0,2018,0
67.52,29.21,30.56,15.22,3.8,7.54,47.83,16.65,1.39,2011,0
69.91,34.96,33.71,8.64,3.11,10.53,30.89,19.18,34.75,2012,0
68.98,36.24,43.45,9.67,2.76,8.08,39.84,10.77,34.75,2013,0
61.09,37.13,29.98,20.61,3.22,5.23,55.54,6.75,6.88,2014,0
62.0,31.6,28.71,5.91,3.4,0.21,76.8,0.27,16.7,2015,0
61.47,29.74,30.03,-3.49,3.2,2.51,60.91,3.45,-25.09,2016,0
62.37,35.42,35.33,0.48,2.79,0.58,70.86,0.72,-2.04,2017,0
63.34,31.52,35.57,4.32,3.23,2.57,69.42,3.03,22.48,2018,0
50.47,21.2,50.94,21.06,7.2,5.02,47.12,11.38,0.0,2011,0
40.49,17.12,43.94,-0.41,9.04,6.35,39.14,14.48,17.99,2012,0
45.35,18.84,35.88,14.79,12.44,4.77,49.57,11.89,-15.81,2013,0
52.44,21.65,37.08,13.53,11.15,3.9,54.49,11.09,57.2,2014,0
37.88,19.3,49.02,-37.24,7.55,8.49,36.5,15.02,-56.04,2015,0
50.29,28.67,21.29,16.68,16.79,6.14,38.99,14.76,135.77,2016,0
30.13,11.62,25.73,18.94,21.59,12.14,18.03,21.64,-31.29,2017,0
26.1,13.24,19.77,-0.37,47.86,6.22,40.35,8.99,33.71,2018,0
59.38,46.33,35.55,3.64,4.78,2.04,67.42,2.51,0.0,2016,0
58.79,26.16,57.08,187.78,2.76,28.12,17.7,23.06,0.0,2017,0
50.9,30.58,17.2,-3.0,10.52,4.92,50.31,7.21,26.77,2018,0
42.5,-18.31,147.47,187.78,1.05,-0.95,96.59,-0.86,0.0,2017,0
56.2,1.98,29.55,40.73,7.12,-1.56,68.9,-5.42,167.44,2018,0
10.92,-21.54,0.0,7.85,11.08,9.28,21.71,12.54,0.0,2011,0
10.92,-29.36,0.0,-3.61,9.06,0.45,23.6,0.48,0.0,2012,0
14.33,-27.14,0.0,37.14,3.44,-16.98,36.08,-19.74,0.0,2013,0
21.09,-33.3,9.8,13.5,8.4,-13.0,55.59,-31.92,0.0,2014,0
15.82,-44.63,20.81,-27.66,9.74,-30.89,92.59,-89.24,30.08,2015,0
18.6,-46.37,25.66,-23.98,10.41,-14.37,60.15,-46.23,-23.37,2016,0
17.83,-41.09,21.76,-10.64,13.43,5.87,48.95,22.21,23.44,2017,0
16.68,-33.25,20.4,5.19,16.79,3.11,54.35,10.05,0.0,2018,0
29.4,14.8,0.0,-8.1,26.16,9.39,27.99,7.13,0.0,2014,0
35.42,20.07,0.0,-10.51,21.25,-9.83,42.56,-4.73,0.0,2015,0
42.42,24.53,0.0,-13.54,17.08,-23.2,57.27,-8.76,0.0,2016,0
33.17,18.37,0.0,39.42,22.21,3.81,43.71,2.13,0.0,2017,0
28.79,2.81,0.0,78.78,32.41,31.45,21.9,30.43,0.0,2018,0
44.04,17.18,37.9,5.42,15.63,2.18,78.64,4.66,0.0,2011,0
51.05,31.09,25.97,-12.28,10.86,6.51,67.59,11.15,0.0,2012,0
54.33,33.84,34.92,2.98,8.06,3.44,77.02,5.14,15.82,2013,0
67.7,38.4,43.31,17.63,5.84,8.59,62.13,14.92,57.52,2014,0
67.19,43.36,38.34,-2.55,5.76,3.84,74.4,8.14,-21.25,2015,0
71.81,45.73,40.07,11.05,5.01,6.46,68.11,11.24,-18.47,2016,0
84.54,47.54,38.57,82.23,4.44,9.61,62.86,12.71,5.73,2017,0
57.95,17.11,37.14,13.96,4.82,-1.57,85.63,-0.43,8.33,2018,0
80.79,29.57,45.49,-12.71,4.1,-14.38,579.29,-34.72,-32.12,2011,0
69.18,26.92,30.75,-22.02,3.79,-3.63,86.48,-9.36,2.14,2012,0
69.72,11.04,23.64,-20.31,6.58,-17.72,611.37,-83.33,0.0,2013,0
68.75,16.34,27.42,-21.57,4.67,-1.49,55.97,-4.71,-22.0,2014,0
91.02,47.21,21.07,183.81,4.79,-22.99,751.45,-26.47,-14.63,2015,0
71.1,32.1,15.47,-42.41,10.81,-148.08,0.0,-163.9,0.0,2016,0
56.44,38.78,85.2,187.78,4.0,-35.34,655.85,-5.35,-85.89,2017,0
29.18,20.99,82.57,67.85,3.96,41.16,22.17,5.26,461.05,2018,0
49.51,42.79,3.55,-17.66,3.84,-19.95,0.0,-15.85,0.0,2011,0
54.71,48.98,9.58,11.61,4.45,3.86,54.53,4.82,0.0,2012,0
54.71,34.33,12.41,21.47,8.09,0.21,75.7,0.4,-14.67,2013,0
53.0,39.06,33.94,-12.17,6.59,-5.2,280.99,-5.25,48.56,2014,0
63.31,55.26,28.61,0.55,5.72,-9.45,136.98,-6.93,-5.85,2015,0
40.08,13.55,26.48,64.07,2.67,-270.17,0.0,-54.8,-73.46,2016,0
22.05,16.4,8.23,187.78,2.72,-90.64,0.0,-29.91,170.12,2017,1
92.89,81.09,0.0,107.75,5.45,40.52,39.32,14.18,0.0,2016,0
84.56,69.19,0.48,16.57,6.95,31.62,41.52,10.94,0.0,2017,0
87.7,67.03,0.39,26.03,11.43,25.78,32.4,19.46,545.74,2018,0
40.12,8.38,21.23,14.88,7.51,0.9,38.05,1.19,77.16,2011,0
33.86,-17.82,9.59,0.57,6.7,0.8,37.45,0.87,1.6,2012,0
29.68,-18.98,13.01,2.3,4.14,-13.43,42.83,-10.74,-9.88,2013,0
30.96,-21.71,9.87,5.77,5.81,1.8,37.59,1.98,8.34,2014,0
28.97,-9.49,10.67,18.9,5.73,0.18,40.35,0.21,-3.2,2015,0
36.43,5.04,25.81,57.05,5.31,-4.24,55.37,-6.1,0.0,2016,0
36.81,-3.24,15.79,29.39,8.92,-1.0,56.03,-4.71,24.92,2017,0
40.66,1.87,20.4,48.95,11.63,6.9,15.12,24.03,118.3,2018,0
60.82,48.29,145.45,-21.93,2.44,-4.66,147.0,-2.91,-60.4,2011,0
76.26,44.11,33.46,86.0,12.62,11.52,28.33,35.34,644.97,2012,0
67.67,39.69,78.52,26.03,3.78,14.65,31.74,23.6,-85.89,2013,0
58.11,44.57,57.98,-11.46,4.61,8.14,60.71,6.44,0.0,2014,0
49.36,24.7,72.4,19.82,3.72,0.52,101.5,0.57,2.94,2015,0
26.18,8.3,139.88,-15.0,1.88,-18.82,810.1,-10.49,77.65,2016,0
25.26,6.89,65.03,15.09,4.83,-11.74,354.23,-7.6,164.23,2017,0
22.17,5.97,35.9,-7.59,8.12,-6.49,136.79,-4.74,-64.89,2018,0
78.83,16.05,14.81,-20.47,8.32,-3.52,0.0,-27.96,23.06,2011,0
65.93,13.31,28.39,-15.25,8.93,-7.47,127.71,-22.44,5.07,2012,0
61.95,13.62,29.1,-9.4,9.53,-9.81,163.93,-33.44,-24.98,2013,0
67.96,42.45,36.32,0.12,5.35,17.36,40.97,39.22,-0.37,2014,0
79.25,33.15,10.94,56.64,5.85,-32.09,0.0,-47.15,0.0,2015,0
63.15,12.81,2.85,-28.63,16.45,-28.82,0.0,-140.37,-63.4,2016,0
30.05,-24.27,60.02,187.78,7.13,10.61,24.33,29.66,102.65,2017,0
57.22,-1.94,147.47,50.57,3.27,3.6,50.97,6.87,433.5,2018,0
68.14,33.47,30.13,33.51,2.85,1.17,93.73,1.59,0.0,2017,0
63.46,-6.74,63.01,187.78,17.29,2.36,78.13,11.12,0.0,2018,0
50.48,17.66,63.86,49.95,6.04,13.97,51.3,18.18,111.27,2011,0
35.39,6.0,40.16,21.13,6.28,1.77,65.65,2.94,-27.0,2012,0
35.35,0.74,29.25,2.14,3.84,3.65,56.96,5.7,0.0,2013,0
38.51,1.26,26.14,-2.28,4.05,4.14,54.83,6.22,-11.26,2014,0
30.89,-3.44,18.84,17.25,6.19,7.65,52.8,12.88,30.16,2015,0
38.45,8.23,22.49,17.24,9.02,4.47,50.33,8.83,51.47,2016,0
38.74,8.75,18.97,4.66,10.54,5.09,49.63,14.04,57.47,2017,0
40.04,14.79,19.47,5.71,7.69,10.27,45.53,19.36,-44.32,2018,0
85.46,60.72,42.78,155.89,13.16,13.09,28.46,24.08,-12.51,2014,0
78.38,59.42,40.89,44.16,14.27,3.1,48.12,3.16,-2.86,2015,0
62.4,44.49,31.48,21.74,14.87,-6.94,81.58,-4.78,36.45,2016,0
61.44,43.03,27.43,-7.59,16.74,-5.57,75.53,-9.56,-1.71,2017,0
55.91,37.2,32.49,-31.89,11.51,-1.94,137.63,-1.94,-27.83,2018,0
51.12,26.72,40.41,6.76,5.83,-1.96,65.78,-1.78,87.44,2011,0
61.11,26.21,47.88,5.25,3.36,-8.56,97.79,-8.22,54.7,2012,0
60.86,14.8,42.05,4.43,2.47,-1.21,48.1,-1.25,29.91,2013,0
55.84,0.71,61.6,-12.95,2.17,-32.35,0.0,-33.0,8.68,2014,0
47.8,-7.94,68.77,-21.61,3.59,-46.27,0.0,-59.12,-30.03,2015,0
51.99,4.48,61.98,28.71,4.82,-2.18,61.42,-2.3,5.42,2016,0
49.21,19.52,46.0,13.02,5.59,-12.38,96.24,-13.24,-1.92,2017,0
63.45,6.13,96.08,-45.95,5.2,-18.75,139.45,-14.8,-33.13,2018,1
11.13,-11.44,0.0,-47.32,0.93,-377.34,0.0,0.0,-81.78,2011,1
60.15,8.97,48.74,9.41,8.61,3.96,77.69,12.6,0.0,2011,0
55.0,7.52,42.18,-12.68,6.65,-1.86,96.1,-7.99,0.0,2012,0
53.52,7.08,42.95,-5.97,6.16,-1.23,92.45,-5.82,-7.66,2013,0
58.81,19.7,42.46,15.75,6.11,5.77,57.65,15.84,53.9,2014,0
61.06,24.37,48.7,2.73,5.63,3.39,65.79,7.22,-24.26,2015,0
62.32,20.11,49.6,14.46,6.29,2.03,84.14,4.36,10.81,2016,0
68.55,19.2,33.36,10.15,10.06,-2.01,101.83,-7.49,37.39,2017,0
68.01,19.9,33.72,-12.05,11.12,-2.42,95.02,-7.75,12.56,2018,0
71.2,59.38,3.48,103.46,2.63,17.1,40.24,15.61,0.0,2013,0
67.26,57.02,4.29,33.36,2.03,5.82,54.72,4.4,125.44,2014,0
56.44,53.85,4.68,2.77,2.64,1.31,62.16,2.04,-20.76,2015,0
53.23,50.59,8.18,35.9,2.46,-3.54,75.0,0.5,14.52,2016,0
41.28,22.81,9.93,-15.3,2.92,-31.25,234.28,-12.78,38.64,2017,0
42.7,18.25,15.48,1.57,5.79,-15.87,141.84,-10.42,-0.29,2018,0
60.84,42.04,24.4,47.72,3.36,9.32,70.99,8.82,0.0,2016,0
55.26,40.87,33.58,12.02,3.6,-0.09,88.96,-1.26,0.0,2017,0
66.54,52.78,15.6,26.0,4.6,19.39,66.83,11.6,0.0,2018,0
53.73,37.59,28.57,34.39,6.69,11.93,30.83,12.02,-5.21,2015,0
45.53,27.08,53.79,4.9,5.45,11.32,42.71,7.62,0.78,2016,0
