[제조]유동자산구성비율,[제조]순운전자본비율,[제조]매입채무회전기간,[제조]총자본증가율,[제조]매출채권회전률,[제조]매출액순이익률,[제조]노동소득분배율,[제조]자기자본순이익률,[제조]재고자산증가율,year,label
77.47,49.0,57.98,8.98,2.92,5.06,58.21,8.84,57.77,2014,0
63.96,25.36,43.55,10.89,4.99,4.57,57.69,11.45,29.54,2018,0
72.84,40.5,44.06,25.77,15.25,0.38,32.67,0.94,23.82,2018,0
45.84,30.16,13.53,8.92,6.13,9.09,54.22,11.15,0.32,2017,0
29.85,-25.2,36.37,12.38,12.15,1.37,54.48,6.0,-1.62,2013,0
52.92,27.89,20.92,-18.89,3.22,1.58,35.43,2.6,-9.8,2014,0
45.47,26.05,20.35,7.35,3.27,0.84,44.92,1.82,3.41,2015,0
50.7,28.42,22.05,4.35,3.57,2.43,38.46,3.62,16.53,2017,0
50.9,27.27,22.67,-1.19,3.65,1.73,41.26,2.54,6.6,2018,0
62.39,38.3,46.44,12.82,3.77,4.23,81.62,6.85,55.24,2013,0
65.22,32.38,41.36,17.76,4.11,4.21,85.92,7.84,-43.44,2014,0
75.9,33.18,38.41,43.32,6.67,1.51,94.5,4.79,68.93,2016,0
36.8,-14.33,64.59,22.34,9.04,0.1,65.59,0.28,0.0,2011,0
27.3,-16.78,40.59,-13.07,13.32,-1.23,54.39,-2.84,0.0,2012,0
47.36,-11.42,49.87,0.27,5.03,3.7,47.92,20.8,14.89,2014,0
54.0,34.47,27.34,1.93,5.01,4.25,57.13,4.56,29.31,2011,0
56.75,42.81,25.44,-3.51,5.54,-6.35,99.9,-6.32,-44.69,2013,0
56.48,41.18,27.46,-1.43,6.22,4.84,58.29,4.25,35.85,2014,0
29.68,8.62,44.07,10.37,6.06,4.54,61.32,5.99,25.34,2017,0
77.69,49.38,48.32,36.94,9.28,6.37,61.42,9.88,67.3,2011,0
55.64,30.05,16.7,2.76,4.13,3.01,42.15,6.88,3.98,2012,0
65.45,37.28,19.18,13.22,3.59,6.23,33.15,14.33,28.06,2013,0
63.58,34.65,27.71,2.64,3.02,5.82,38.49,11.28,6.07,2014,0
66.65,14.21,41.31,23.72,9.0,4.24,59.5,13.63,64.86,2011,0
68.53,39.19,37.77,15.78,9.54,5.41,40.62,15.02,28.45,2013,0
84.67,33.83,62.13,23.84,3.26,4.69,31.89,13.15,33.84,2018,0
53.54,38.87,29.79,4.8,5.75,8.19,43.0,11.8,1.64,2013,0
52.46,37.0,33.25,5.04,5.26,7.29,47.42,8.19,11.48,2016,0
44.21,28.33,33.93,3.98,4.8,6.0,50.64,5.98,19.51,2017,0
63.01,45.46,5.46,11.87,23.98,4.21,80.58,1.85,73.39,2017,0
75.06,55.39,40.44,11.85,3.15,5.97,55.96,6.53,32.42,2016,0
66.59,54.18,45.94,11.54,3.21,13.77,26.14,8.81,-11.19,2014,0
33.34,22.61,11.9,-3.59,4.62,6.79,46.1,4.14,2.13,2013,0
59.31,30.62,23.46,-7.25,12.03,1.91,29.91,1.58,3.84,2012,0
82.08,42.08,33.59,47.81,3.01,1.77,75.75,2.56,36.98,2017,0
14.51,-18.88,56.21,6.74,2.77,1.04,65.91,0.47,0.0,2018,0
73.75,42.28,45.77,46.66,5.93,7.0,30.63,25.7,27.96,2013,0
70.37,33.26,51.63,29.28,5.63,6.88,37.74,20.0,43.5,2014,0
40.68,20.57,9.32,-3.08,5.8,13.7,44.33,9.35,-9.37,2013,0
40.02,32.45,10.44,9.33,6.95,12.7,47.8,9.85,-4.42,2016,0
69.14,27.3,53.58,13.41,4.52,7.16,50.77,16.35,31.29,2011,0
68.96,24.58,30.39,18.29,5.08,5.73,50.07,13.52,23.33,2013,0
67.98,55.93,54.22,16.32,6.4,23.43,39.24,11.17,0.0,2014,0
29.73,4.52,57.91,33.69,7.99,-2.46,88.31,2.0,0.0,2014,0
53.91,19.05,49.41,30.06,4.37,9.04,53.95,21.37,47.92,2011,0
76.34,33.42,38.77,16.38,4.21,2.28,61.86,6.39,59.74,2013,0
10.92,-0.83,0.0,-3.07,0.93,13.37,43.79,1.15,0.0,2014,0
43.65,32.21,13.15,-3.24,4.06,16.6,39.3,8.8,-4.84,2018,0
72.06,38.48,23.68,17.79,4.26,11.97,42.49,27.39,0.0,2017,0
61.76,38.53,21.58,23.42,3.15,13.43,48.36,15.65,23.44,2014,0
76.72,52.27,53.18,54.62,14.59,0.05,38.41,0.06,48.15,2016,0
76.5,32.53,28.12,-12.75,5.34,2.59,57.02,12.17,-30.75,2013,0
86.86,34.53,50.56,17.48,3.76,2.48,60.24,10.69,45.56,2015,0
87.97,45.39,45.26,7.93,4.3,4.01,51.33,16.5,-12.81,2016,0
89.05,41.26,34.8,11.56,4.57,1.17,69.31,5.67,38.9,2017,0
90.86,34.31,31.7,22.02,4.49,0.85,72.55,3.89,68.28,2018,0
69.79,28.76,35.32,13.48,4.75,1.48,42.78,5.38,46.11,2017,0
53.31,37.18,12.58,8.59,8.16,15.94,41.27,14.02,1.86,2011,0
52.46,36.91,13.91,1.89,8.91,6.5,44.69,5.4,26.49,2012,0
52.78,39.5,17.23,5.89,11.28,13.88,45.59,11.66,23.35,2013,0
36.68,27.89,18.62,2.52,11.1,8.74,56.0,7.15,-13.1,2015,0
58.26,20.64,0.0,8.78,20.14,4.38,61.07,23.34,-34.85,2016,0
67.76,-1.03,59.99,-15.16,3.34,-4.46,79.77,-2.45,-37.86,2012,0
84.79,22.85,12.6,10.35,13.04,7.24,35.23,15.94,17.32,2018,0
44.3,35.49,25.63,4.41,13.2,6.79,50.63,5.34,0.0,2013,0
37.75,-0.1,49.07,-8.61,4.7,-2.51,96.87,-5.48,-38.14,2012,0
60.11,39.77,57.78,22.29,1.86,5.03,63.15,4.9,31.6,2012,0
55.03,27.71,43.44,10.46,2.24,6.27,67.09,7.59,56.73,2015,0
58.35,34.95,19.93,7.53,4.85,11.1,49.25,11.61,36.98,2015,0
18.64,-14.32,9.93,-1.59,7.44,2.22,40.59,4.09,-7.94,2013,0
67.38,17.94,49.15,17.15,6.16,2.47,43.03,11.76,76.59,2011,0
70.55,25.97,53.65,13.06,6.49,1.85,50.22,7.51,21.8,2014,0
59.05,41.35,41.74,10.33,5.38,12.13,35.1,13.21,16.46,2011,0
53.63,40.54,42.03,-3.48,4.99,6.6,49.0,6.6,-7.93,2012,0
61.56,51.52,37.42,31.16,5.05,16.99,30.73,16.08,-0.16,2013,0
42.49,32.94,42.25,0.05,5.27,11.02,44.92,7.95,4.4,2017,0
31.56,-6.97,14.24,-5.22,5.56,-8.48,122.77,-14.52,45.45,2017,0
28.43,-6.88,45.07,12.07,4.68,-4.4,56.56,-4.24,17.83,2012,0
51.28,21.83,17.47,-1.44,2.97,-5.18,24.25,-7.64,8.2,2016,0
44.35,39.34,26.24,3.43,17.52,11.04,54.11,4.39,-26.98,2016,0
26.39,23.73,9.41,-0.8,8.71,17.67,51.71,4.62,-0.73,2017,0
53.71,28.57,31.77,10.28,4.7,1.13,52.19,3.4,25.12,2011,0
44.62,20.22,32.71,6.38,5.64,2.8,43.43,3.27,15.52,2013,0
71.98,49.56,23.07,18.3,3.53,13.14,47.82,18.61,39.12,2016,0
62.56,43.32,17.45,28.65,3.94,12.33,49.0,16.27,25.26,2018,0
72.22,54.27,41.65,8.81,24.39,5.13,73.26,5.05,63.27,2015,0
69.31,31.6,40.94,18.19,9.26,4.55,45.33,19.27,40.74,2013,0
64.9,37.94,40.04,10.39,10.21,3.79,55.45,10.37,16.11,2015,0
45.23,34.45,27.78,2.39,13.26,10.58,29.17,8.2,4.94,2015,0
18.31,10.52,25.96,1.22,11.88,6.24,48.58,3.62,3.08,2016,0
11.96,-12.85,41.22,2.83,6.89,0.17,60.88,0.29,6.18,2012,0
16.6,-24.82,47.25,-21.23,6.09,-3.68,70.29,-3.23,-1.29,2013,0
17.14,-17.86,36.68,-0.15,7.52,6.45,42.56,6.05,3.44,2014,0
21.18,-11.21,31.45,7.64,8.26,7.41,42.42,6.29,4.07,2015,0
22.97,-8.23,30.27,5.86,7.41,8.48,46.83,7.72,-14.9,2016,0
23.01,-7.88,29.55,0.46,7.07,6.71,42.89,7.02,6.76,2018,0
85.9,40.03,46.1,41.64,8.41,9.83,74.9,5.29,76.88,2018,0
50.27,-45.27,46.09,-24.02,3.53,9.73,34.0,11.05,14.6,2017,0
43.77,-14.65,61.43,-7.4,5.1,-6.05,94.47,-21.77,-5.03,2017,0
54.79,38.45,57.54,22.83,3.51,16.06,45.83,13.93,39.85,2012,0
52.04,33.45,45.2,11.26,3.92,9.63,57.21,8.03,15.7,2014,0
74.61,50.88,47.53,34.78,3.41,15.38,58.27,21.09,0.0,2018,0
24.47,-23.9,6.9,-0.48,15.76,4.6,42.01,8.2,4.98,2018,0
14.15,-31.06,45.18,-13.86,7.64,-6.34,110.94,-11.06,-23.06,2015,0
45.11,27.47,8.86,5.2,21.7,16.13,41.91,14.44,-15.56,2012,0
46.85,30.64,17.18,8.49,9.57,17.69,48.02,9.12,-8.56,2018,0
11.18,-11.96,6.5,1.37,32.41,1.73,56.09,1.84,0.0,2016,0
19.6,-29.49,82.97,-1.2,46.32,-0.79,64.88,-0.65,-10.32,2011,0
17.98,-14.0,79.03,5.68,46.18,-5.62,55.32,-0.86,-32.08,2017,0
61.66,9.78,40.98,-2.77,5.5,2.86,46.18,12.5,28.31,2013,0
45.75,-10.0,48.31,7.08,7.65,3.23,50.07,16.62,15.69,2014,0
69.82,53.81,47.96,-2.59,6.16,5.41,44.32,5.98,-27.55,2012,0
27.63,11.73,2.48,5.67,15.31,7.92,41.23,10.97,-18.42,2013,0
56.6,41.43,32.28,2.41,5.23,3.05,37.88,6.28,14.99,2013,0
58.2,43.63,34.13,-4.85,4.51,5.69,33.06,10.11,-7.38,2014,0
78.23,38.47,40.5,31.07,7.3,5.45,54.29,18.94,26.21,2017,0
82.83,46.14,48.75,-1.78,6.2,2.37,63.47,6.21,34.09,2018,0
70.17,51.0,52.04,50.35,6.4,14.95,44.81,17.65,45.04,2011,0
75.6,58.99,62.3,6.92,5.73,5.62,69.16,4.07,14.29,2017,0
42.69,3.47,41.22,6.46,4.35,0.07,55.35,-1.22,32.94,2014,0
46.89,11.41,60.83,12.54,3.9,4.18,40.5,6.73,26.7,2017,0
65.85,34.52,53.9,15.78,5.39,8.14,49.28,15.03,75.48,2011,0
53.44,23.56,44.71,17.54,7.02,4.12,62.66,7.56,49.09,2012,0
23.58,19.26,31.4,-0.25,7.82,16.19,47.36,5.59,-13.56,2014,0
25.82,8.21,32.07,-14.19,11.37,-2.49,38.19,-3.96,-6.45,2018,0
10.92,-46.37,76.73,-3.5,59.98,6.69,27.45,1.89,-1.54,2016,0
74.68,33.7,48.69,-8.04,59.98,-0.77,97.51,-1.32,-47.25,2014,0
89.43,45.77,29.43,-3.44,59.98,1.97,74.82,4.72,-36.74,2016,0
34.7,-22.78,54.93,4.35,6.1,3.76,51.47,9.62,-12.34,2014,0
34.04,-13.42,54.24,-11.0,6.09,-2.11,70.84,-4.51,-14.72,2015,0
67.86,53.68,26.9,4.89,6.47,12.89,45.04,12.94,38.81,2015,0
53.17,33.98,14.37,7.12,8.07,14.38,60.76,13.82,30.14,2016,0
85.03,61.84,43.48,-0.69,4.79,2.41,81.22,4.05,70.27,2014,0
85.33,49.69,34.22,28.01,5.7,4.01,72.29,8.19,58.39,2015,0
10.92,-14.77,0.0,4.46,9.47,2.22,45.17,2.15,0.0,2011,0
10.92,-8.83,0.0,2.52,9.53,-8.72,52.22,-7.81,0.0,2012,0
10.92,-2.85,0.0,-19.36,8.12,-2.55,52.8,-2.5,0.0,2015,0
10.92,-5.5,0.0,-4.67,10.1,5.56,51.93,6.02,0.0,2016,0
23.76,-16.13,22.52,10.53,7.45,-2.82,61.64,-7.17,-11.26,2018,0
70.38,28.93,66.09,17.89,4.06,3.34,63.61,9.86,21.2,2017,0
46.15,42.69,15.78,4.63,5.82,9.85,54.69,1.91,46.99,2017,0
52.25,35.75,20.68,7.63,6.39,8.16,36.32,11.37,10.41,2012,0
74.77,40.28,74.16,0.27,6.2,1.94,79.37,5.29,-36.36,2011,0
87.83,40.84,87.84,-2.15,4.22,-1.04,87.67,-3.5,-37.69,2016,0
20.57,-22.13,20.99,0.3,3.26,1.67,38.31,1.71,-13.14,2015,0
19.19,-20.35,20.76,-2.66,5.2,-2.67,50.5,-1.98,-1.39,2016,0
51.34,43.07,24.96,2.63,3.78,8.54,20.09,4.78,-9.01,2014,0
57.28,47.04,32.95,17.23,4.16,14.94,19.82,8.42,30.18,2015,0
60.39,55.68,32.56,0.25,3.48,16.67,21.27,7.24,-17.45,2016,0
57.55,53.35,21.39,9.69,3.29,13.68,23.34,4.13,-20.14,2018,0
22.63,-23.16,65.33,27.98,38.02,5.08,45.03,11.18,21.42,2014,0
79.3,40.98,30.86,15.52,6.52,4.74,69.68,13.64,32.0,2014,0
80.8,60.35,12.62,20.61,3.93,0.22,94.57,0.08,75.52,2017,0
30.1,4.78,11.9,-4.34,20.21,1.27,35.56,2.8,0.0,2011,0
36.82,-28.56,60.59,10.1,9.41,0.53,69.57,4.69,-5.56,2014,0
34.48,-30.51,58.75,-2.15,11.37,-0.87,71.55,-7.18,-6.36,2017,0
31.44,-36.84,60.14,5.78,11.68,-1.11,72.17,-10.52,1.97,2018,0
56.43,5.69,59.73,-7.45,6.27,-1.88,80.15,-6.63,-29.83,2014,0
29.0,-6.61,46.48,2.99,5.72,3.03,43.84,2.37,7.76,2014,0
76.57,37.31,11.4,30.05,6.98,12.03,26.06,9.54,9.4,2016,0
32.05,-12.18,59.5,7.49,7.69,0.44,72.75,1.73,-3.53,2012,0
26.83,19.11,52.89,13.22,4.16,10.9,53.26,5.38,37.89,2012,0
20.21,15.59,42.84,9.52,4.2,11.71,58.7,3.69,-17.43,2014,0
18.98,15.35,39.9,3.23,4.12,12.51,61.72,3.13,-13.52,2015,0
19.24,16.15,38.21,2.57,4.52,13.9,61.18,2.99,-1.14,2017,0
66.07,54.49,24.79,25.19,7.3,22.77,31.51,22.43,4.2,2011,0
74.33,25.31,6.18,-20.78,33.27,6.63,39.19,19.93,-13.75,2018,0
66.97,3.24,58.29,14.89,6.99,2.99,55.44,13.31,26.9,2011,0
13.03,5.29,49.43,20.16,4.17,1.56,63.74,0.27,-21.75,2012,0
32.87,18.25,45.21,1.15,5.06,7.94,41.95,5.86,7.56,2014,0
40.21,25.99,9.46,-0.13,37.12,-1.9,81.31,-0.67,-33.22,2014,0
35.09,25.91,9.35,5.04,28.99,3.32,47.28,3.74,-16.03,2017,0
66.61,25.93,61.68,6.91,3.17,2.94,59.25,4.72,28.86,2011,0
31.61,-4.09,21.56,8.05,8.6,-8.72,110.21,-10.81,47.14,2015,0
60.2,35.69,36.0,5.86,10.29,3.74,54.12,10.4,18.9,2016,0
66.34,17.92,80.23,6.77,2.6,-11.77,99.1,-16.72,-6.09,2011,0
29.74,-1.92,61.55,0.32,3.93,-0.7,59.15,-0.89,4.01,2014,0
26.89,-23.72,61.91,9.76,5.11,5.65,40.75,9.95,5.8,2016,0
11.3,-8.07,44.71,12.46,6.16,1.83,50.8,3.19,35.96,2018,0
71.78,45.55,36.34,13.25,2.95,12.3,27.14,13.39,24.29,2013,0
47.83,-8.25,57.65,7.65,15.23,-3.94,93.13,-11.78,0.0,2014,0
43.42,-12.06,69.71,-8.24,8.09,-3.84,77.3,-18.84,-14.38,2018,0
74.19,34.39,36.19,20.96,17.93,0.84,82.22,4.1,-28.86,2014,0
12.67,-18.95,10.77,2.93,4.58,-8.41,95.21,-5.4,-28.82,2012,0
18.15,-7.5,11.4,-0.9,5.75,1.97,53.98,1.91,-17.09,2017,0
51.95,27.51,34.87,5.46,10.5,5.26,55.49,5.76,26.99,2018,0
77.16,65.74,24.71,82.77,7.08,-0.36,80.41,-0.56,57.49,2016,0
56.58,27.51,30.79,13.33,6.36,-4.97,97.58,-10.08,57.23,2018,0
29.24,4.18,63.68,-11.74,6.59,-4.38,89.18,-18.19,-7.25,2012,0
61.89,46.71,25.96,9.27,11.34,24.7,28.78,20.95,-16.04,2016,0
62.93,48.0,29.51,33.6,6.09,8.79,50.18,11.43,43.26,2014,0
30.77,-15.05,45.62,19.55,4.17,-3.1,88.5,-4.16,0.0,2011,0
41.66,-20.84,50.39,9.61,3.15,-4.37,78.05,-6.51,-29.65,2013,0
18.37,-6.29,21.97,-2.06,9.06,1.17,33.6,0.6,-5.69,2018,0
32.95,9.79,7.34,-15.13,13.64,2.84,38.7,6.05,0.0,2012,0
64.08,28.85,40.79,-10.42,8.42,7.29,43.02,21.73,26.85,2018,0
38.67,33.04,24.82,-4.35,3.19,16.34,58.52,6.67,1.87,2017,0
35.89,-22.73,54.84,3.86,6.46,2.35,32.68,8.09,20.39,2012,0
21.57,-36.45,44.84,3.88,7.96,-8.97,64.38,-20.41,15.67,2014,0
73.02,45.82,41.81,-5.45,6.58,13.49,31.2,15.18,1.3,2015,0
41.98,-9.66,60.36,7.57,6.25,0.66,64.07,1.71,-5.84,2017,0
45.74,25.45,58.26,9.32,3.95,11.25,54.14,6.39,27.38,2018,0
35.68,-16.1,47.08,-2.07,4.02,6.17,41.24,4.98,3.09,2012,0
38.15,1.14,66.28,1.84,2.86,-3.63,83.7,-3.71,-18.84,2015,0
69.56,45.87,37.51,16.61,4.1,2.64,65.28,4.81,33.58,2012,0
27.72,16.34,15.23,5.24,4.56,6.26,23.24,5.41,-15.67,2012,0
32.09,19.89,16.29,5.2,4.54,8.28,32.88,8.25,-11.6,2013,0
65.92,51.52,19.36,20.73,6.27,13.07,26.69,11.77,-9.4,2013,0
69.33,64.3,30.88,5.87,5.73,8.76,57.18,3.44,50.95,2016,0
16.81,-7.32,23.42,2.09,11.75,-3.86,61.66,-6.93,-6.67,2012,0
24.76,-31.04,19.22,4.57,6.2,2.8,47.0,6.78,-4.61,2014,0
23.1,-29.53,18.63,2.54,5.44,1.56,50.89,2.01,-5.99,2015,0
21.45,-37.4,31.33,3.49,5.52,-9.72,82.19,-21.67,23.16,2016,0
65.21,39.21,22.62,19.76,3.29,16.9,40.47,16.54,35.5,2011,0
53.56,34.73,20.55,7.28,9.27,8.45,42.48,9.94,0.0,2016,0
78.24,48.61,59.41,6.4,4.38,5.47,59.67,5.29,5.38,2011,0
65.0,39.05,14.43,11.64,17.71,15.39,36.35,10.91,20.78,2015,0
74.91,40.04,0.16,8.94,16.23,5.63,34.39,14.21,18.09,2018,0
55.04,40.83,7.89,25.11,16.92,-0.01,64.91,-0.03,39.62,2017,0
53.23,45.85,12.83,10.84,6.42,9.49,58.32,7.5,91.72,2011,0
58.47,50.94,14.91,14.69,7.2,3.01,82.55,1.92,48.94,2013,0
64.5,51.74,18.31,5.52,9.18,10.15,54.92,7.53,53.99,2014,0
43.68,-29.81,75.2,26.1,3.83,0.44,85.11,2.86,-11.77,2011,0
20.34,-5.86,33.13,-0.08,6.43,8.25,45.96,12.08,-17.13,2014,0
31.67,4.78,57.72,-13.5,11.16,-0.79,82.51,-1.55,-34.49,2016,0
55.4,9.0,49.63,20.8,7.69,7.88,65.0,28.34,68.55,2015,0
75.59,46.5,51.31,12.02,5.39,14.37,29.66,33.4,16.79,2017,0
51.91,28.59,38.78,0.28,7.25,4.03,35.31,8.49,31.05,2018,0
45.29,33.29,7.25,-2.67,6.25,-0.48,80.35,-0.66,-27.53,2011,0
44.44,34.72,9.19,-0.07,7.1,1.85,57.69,2.47,17.54,2014,0
49.23,34.98,16.81,7.13,7.14,1.48,59.34,1.88,26.44,2015,0
54.03,36.18,22.74,6.94,8.55,2.17,52.05,3.66,18.7,2016,0
57.03,52.79,4.61,4.53,4.91,2.23,62.92,2.33,54.11,2017,0
27.21,-12.68,44.17,6.48,8.54,1.11,52.2,1.95,-8.72,2011,0
26.65,-13.03,39.33,1.18,8.02,1.41,55.05,2.35,-13.19,2012,0
28.77,-19.15,52.4,-5.53,7.73,-4.44,71.01,-6.66,-4.53,2014,0
57.76,33.88,22.79,14.11,2.65,5.14,40.93,5.8,23.09,2015,0
85.88,68.82,73.42,16.34,4.15,4.76,60.72,4.15,0.0,2015,0
69.97,15.69,60.22,6.24,0.93,-16.38,155.74,-14.7,11.9,2012,1
65.62,-1.06,14.45,-6.54,14.7,-53.08,0.0,-103.49,0.0,2012,1
62.25,54.43,16.86,4.18,4.91,9.81,64.85,5.78,0.0,2017,1
64.93,28.63,36.01,-20.5,3.33,-42.41,0.0,-51.31,-30.23,2011,1
34.76,-46.37,3.73,-32.48,9.86,-48.82,220.01,-163.9,-65.31,2011,1
69.1,16.07,27.3,18.73,10.07,-20.49,115.78,-35.94,-6.48,2018,1
46.55,-30.13,32.37,-47.32,12.58,-6.02,83.72,-95.83,-80.23,2014,1
12.66,-46.37,41.86,-47.32,39.92,-3.34,74.79,-120.72,-85.89,2012,1
24.72,23.58,11.91,-12.15,3.44,-183.56,0.0,-28.38,-85.89,2011,1
54.17,-21.49,76.01,-22.36,4.61,-38.54,0.0,-106.97,-13.58,2013,1
60.46,6.82,46.14,-22.49,7.0,-26.38,0.0,-141.25,-51.1,2016,1
59.72,-43.55,141.65,-47.32,1.24,-152.41,0.0,0.0,-85.89,2013,1
44.24,-38.04,46.79,-33.83,3.77,-24.61,0.0,-112.9,-41.23,2012,1
30.17,-27.4,17.29,-12.46,3.09,-22.19,0.0,-46.17,-44.82,2012,1
10.92,-46.37,127.87,-25.01,59.98,-74.76,0.0,0.0,0.0,2013,1
31.77,-46.37,0.0,-22.1,5.72,-44.18,0.0,-163.9,-12.27,2011,1
58.88,-27.58,84.32,-26.25,3.96,-377.34,0.0,-163.9,-85.89,2011,1
34.09,2.35,126.6,24.32,2.91,-14.14,0.0,-9.89,-81.84,2011,1
37.41,4.47,52.5,2.65,4.38,-14.33,0.0,-17.45,65.02,2011,1
47.38,33.64,18.34,5.47,2.59,-78.29,0.0,-48.71,-26.24,2016,1
45.91,-46.37,59.44,-47.32,5.47,-141.87,0.0,-163.9,-85.8,2012,1
45.45,2.81,16.67,25.46,6.44,5.79,63.37,12.83,12.19,2016,1
73.84,47.97,5.73,30.09,3.45,15.29,70.45,41.89,0.0,2015,1
17.65,-46.37,88.99,-26.26,3.01,-89.03,0.0,-109.41,-74.0,2017,1
14.06,-46.37,101.26,-38.88,8.36,-334.65,0.0,-163.9,-44.05,2014,1
75.05,37.66,59.91,7.33,10.95,7.06,45.85,28.44,-85.89,2013,1
36.16,-35.38,57.32,-33.99,3.01,-85.24,0.0,-119.31,-21.39,2016,1
28.14,-12.09,15.58,-3.56,4.24,-53.56,606.25,-39.82,-2.93,2018,1
52.04,12.9,18.94,-3.79,18.83,-31.35,0.0,-32.45,0.0,2017,1
86.8,0.53,0.0,-32.12,10.69,-15.71,108.01,-117.01,0.0,2017,1
52.61,46.55,23.31,7.11,15.07,16.37,69.31,3.88,504.57,2014,1
46.24,-27.33,20.43,-16.03,5.98,-109.33,0.0,-154.62,30.31,2015,1
12.59,-27.26,147.47,-47.32,2.35,-233.01,0.0,-87.01,-51.36,2013,1
34.43,-42.03,147.47,-36.62,0.93,-357.82,0.0,-163.9,-21.76,2011,1
40.48,29.79,69.47,-18.7,1.6,17.16,58.2,7.6,0.0,2013,1
41.94,-40.62,46.99,19.97,6.9,-24.05,65.21,-94.18,-62.29,2015,1
41.8,23.14,143.64,-46.35,1.32,-47.63,18.99,-33.16,-85.89,2015,1
10.92,-46.37,147.47,-47.32,3.93,-364.41,0.0,0.0,0.0,2011,1
19.47,-46.37,8.53,-5.98,5.39,-108.29,0.0,-163.9,-28.64,2012,1
20.57,-46.37,0.0,-47.32,59.98,-110.41,0.0,-163.9,-55.86,2012,1
87.17,80.79,7.08,13.71,9.35,23.08,27.43,19.33,29.34,2012,1
74.43,-15.31,39.18,-47.32,6.63,-101.3,0.0,-163.9,-18.87,2016,1
20.65,6.4,76.51,-45.37,4.9,-265.67,0.0,-61.07,63.37,2011,1
56.04,-39.47,117.74,-47.32,1.42,-139.99,0.0,-163.9,-65.82,2013,1
22.05,16.4,8.23,187.78,2.72,-90.64,0.0,-29.91,170.12,2017,1
63.45,6.13,96.08,-45.95,5.2,-18.75,139.45,-14.8,-33.13,2018,1
11.13,-11.44,0.0,-47.32,0.93,-377.34,0.0,0.0,-81.78,2011,1
55.79,8.55,72.53,-14.98,6.12,-13.18,532.76,-46.16,-42.09,2011,1
58.48,-46.37,68.29,-47.32,3.13,-111.6,0.0,0.0,-44.22,2011,1
23.35,-46.18,36.56,-30.81,5.74,-65.55,0.0,-112.52,-61.05,2016,1
36.98,20.18,26.32,-4.22,2.69,-7.28,46.29,-1.93,-49.19,2011,1
28.87,-25.89,61.81,-14.84,3.09,-42.21,0.0,-48.13,-26.77,2012,1
47.04,12.92,147.47,26.28,0.93,-377.34,0.0,-19.88,0.0,2011,1
92.89,58.91,16.6,2.59,5.9,-117.93,0.0,-14.93,-51.15,2015,1
72.09,-46.37,147.47,-47.32,0.93,-358.61,0.0,-163.9,0.0,2014,1
49.07,18.35,63.72,0.48,3.13,-116.19,0.0,-24.14,9.67,2012,1
82.35,-46.37,46.96,-47.32,3.35,-239.42,0.0,0.0,-85.89,2014,1
35.44,-46.37,62.59,-47.32,6.3,-124.71,0.0,0.0,-59.07,2016,1
52.37,24.04,51.89,32.07,6.05,-107.05,0.0,-75.43,164.27,2017,1
49.13,28.67,39.5,-42.39,2.22,-130.08,0.0,-78.71,67.05,2016,1
62.12,-22.29,46.82,-25.67,6.98,-53.89,0.0,-163.9,-15.33,2012,1
41.42,-31.54,107.58,-44.94,2.35,-82.97,0.0,-163.9,-85.89,2013,1
77.16,-46.37,53.03,-44.68,1.41,-85.7,0.0,0.0,0.0,2011,1
88.7,-26.1,147.47,-23.05,0.98,-377.34,0.0,-163.9,-85.89,2012,1
38.06,-12.09,54.99,-26.73,3.07,-31.46,186.38,-32.0,0.0,2012,1
44.32,13.94,6.1,21.0,50.31,12.42,59.11,27.33,17.87,2017,1
55.11,-3.82,80.08,-32.68,2.42,-95.07,0.0,-163.9,-76.26,2011,1
44.18,30.61,39.44,-19.13,2.3,-16.69,142.33,-16.66,-20.31,2015,1
37.09,-22.9,0.0,-31.78,59.98,-58.71,0.0,-70.54,-24.22,2012,1
37.7,1.76,7.62,-3.73,18.55,4.74,54.62,14.39,42.15,2015,1
80.57,51.45,24.52,-23.67,5.68,-29.87,0.0,-60.15,38.83,2011,1
41.66,8.65,11.16,24.06,7.37,5.0,31.36,7.45,39.11,2018,1
50.38,37.33,0.0,-40.08,59.98,-31.63,85.63,-14.25,81.31,2018,1
55.25,24.45,10.81,-18.27,19.36,-193.17,0.0,-30.81,-45.86,2017,1
37.11,11.13,26.28,-17.61,3.8,-18.55,810.1,-21.25,0.0,2012,1
52.73,30.99,117.52,-5.6,1.5,-16.32,0.0,-16.46,-42.76,2012,1
35.07,-45.13,29.63,-43.53,5.18,-59.67,141.56,-144.58,-36.29,2014,1
47.07,0.04,64.18,4.89,59.98,-71.11,810.1,-58.68,24.81,2015,1
23.24,9.25,17.71,-47.32,17.22,-374.39,0.0,-114.31,0.0,2011,1
59.2,24.4,31.23,-8.66,8.08,0.31,76.3,1.13,5.16,2018,1
47.49,32.2,22.26,22.99,5.45,-36.08,310.95,-48.82,28.15,2011,1
56.12,0.59,48.82,-36.22,3.89,-72.35,0.0,-163.9,0.0,2011,1
27.47,-19.31,29.9,-30.85,9.61,-59.55,0.0,-82.88,-42.52,2014,1
30.62,-16.01,23.85,-31.93,6.71,-102.35,0.0,-109.69,-19.92,2013,1
11.74,-15.59,4.36,-26.14,9.33,-62.61,0.0,-23.23,-69.68,2012,1
13.76,-21.31,0.0,105.6,20.28,-45.57,810.1,-64.8,-35.79,2011,1
