회사명,거래소코드,회계년도,[제조]총자본증가율(IFRS연결),[제조]유형자산증가율(IFRS연결),[제조]비유동자산증가율(IFRS연결),[제조]유동자산증가율(IFRS연결),[제조]재고자산증가율(IFRS연결),[제조]자기자본증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]매출액증가율(IFRS연결),[제조]매출액총이익률(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]총자본사업이익률(IFRS연결),[제조]총자본순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]1주당순이익(IFRS연결),[제조]1주당매출액(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결),[제조]유동자산회전률(IFRS연결),[제조]당좌자산회전률(IFRS연결),[제조]재고자산회전률(IFRS연결),[제조]1회전기간(IFRS연결),[제조]운전자본회전률(IFRS연결),[제조]순운전자본회전률(IFRS연결),[제조]유형자산회전율(IFRS연결),[제조]비유동자산회전률(IFRS연결),[제조]매출채권회전기간(IFRS연결),[제조]매출채권회전률(IFRS연결),[제조]재고자산회전기간(IFRS연결),[제조]매입채무회전기간(IFRS연결),[제조]매입채무회전률(IFRS연결),[제조]유동비율(IFRS연결),[제조]당좌비율(IFRS연결),[제조]현금비율(IFRS연결),[제조]자기자본배율(IFRS연결),[제조]순운전자본비율(IFRS연결),[제조]부채비율(IFRS연결),[제조]이자보상배율(이자비용)(IFRS연결),[제조]비유동비율(IFRS연결),[제조]유동자산구성비율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]부가가치(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결),상장일,상장폐지일,소속코드,산업명
(주)에스제이케이,80440,Dec-18,30.97,8.43,13.42,312.76,45.37,-1.97,0,-28.42,3.02,-173.19,-15.38,-20.68,-82.41,0,174.76,0.12,0.48,0.92,1.09,5.9,0.02,0.14,0.15,0.3,0.14,60.09,6.07,61.87,79.62,4.58,27.42,24.28,1.63,341.84,-48.91,356.42,-3.62,372.08,18.48,21.91,-5260.57,-8.82,-23.85,-1512.93,-83.79,0,0,0,2005-05-13,2021-09-13,4,    자동차 신품 부품 제조업
(주)에스제이케이,80440,Dec-19,-7.18,7.85,1.28,-44.46,-30.15,1.66,0,-34.3,-0.63,-264.81,-9.41,-19,-82.93,-1087,445.12,0.07,0.31,0.48,0.55,3.85,0.26,0.17,0.09,0.18,0.08,89.21,4.09,94.77,180.12,2.03,17.48,14.97,0.8,199.31,-52.18,316.75,-1.58,370.67,11.06,24,2013.97,3.64,8.46,6763.26,48.83,126.41,-26.41,-542.37,2005-05-13,2021-09-13,4,    자동차 부품 및 내장품 판매업
(주)에이치디,102210,Dec-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-05-21,2021-04-19,4,    선박 및 보트 건조업
(주)에이치디,102210,Dec-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-05-21,2021-04-19,4,    선박 및 보트 건조업
(주)에이치디,102210,Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-05-21,2021-04-19,4,    선박 및 보트 건조업
(주)에이치디,102210,Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-05-21,2021-04-19,4,    선박 및 보트 건조업
(주)에이치디,102210,Dec-15,0,0,0,0,0,0,0,0,19.06,7.92,7.12,3.93,6.77,787,11945.44,0.5,1,0.79,1.03,3.33,0.01,2.84,0.47,1.88,1.34,63.52,5.75,109.74,41.85,8.72,151.05,115.27,17,2260.03,21.28,102.56,5.41,75,62.97,49.37,30122.61,12.3,48,461.42,24.79,55.31,44.69,31.95,2009-05-21,2021-04-19,4,    선박 및 보트 건조업
(주)에이치디,102210,Dec-16,-4.64,1.06,0.64,-7.74,-59.7,0.75,-77.88,-14.93,14.16,2.21,3.9,0.96,1.49,173,10162.31,0.43,0.85,0.7,0.84,4.03,0.01,1.66,0.42,1.59,1.14,52.29,6.98,90.49,35.05,10.41,157.51,141.21,12.8,2276.95,22.24,91.02,2.92,74.64,60.92,52.35,20762.19,8.89,33.93,371.05,20.08,73.02,26.98,11.02,2009-05-21,2021-04-19,4,    선박 및 보트 건조업
(주)에이치디,102210,Dec-17,-4.12,-2.76,-11.37,0.53,-43.79,-2.3,-203.28,-59.69,8.05,-4.82,0.59,-0.88,-1.55,-178,4096.76,0.18,0.34,0.29,0.32,3.62,0.01,0.47,0.18,0.65,0.48,54.36,6.71,100.71,44.42,8.22,153.03,144.18,12.62,2224.59,22.14,87.52,-0.67,67.74,63.88,53.33,7939.08,3.54,12.55,93.91,19.05,116.28,-16.28,-25.28,2009-05-21,2021-04-19,4,    선박 및 보트 건조업
(주)에이치디,102210,Dec-18,-3.28,-2.31,0.08,-5.18,58.89,10.69,0,-9.86,2.76,-20.34,-2.2,-3.47,-6.3,-119,2548.87,0.17,0.31,0.27,0.29,3.51,0.01,0.11,0.17,0.6,0.46,27,13.52,104.08,44.48,8.21,168.67,152.32,25.65,1699.64,25.5,72.93,-3.09,64.64,62.62,57.83,3510.83,1.62,5.67,45.32,9.35,268.37,-168.37,-217.67,2009-05-21,2021-04-19,4,    선박 및 보트 건조업
(주)에이치디,102210,Dec-19,-32.22,-29.8,-31.54,-32.62,-32.27,-10.76,0,0.56,7.22,-35.51,-0.28,-7.38,-11.32,-188,512.62,0.21,0.32,0.33,0.37,3.43,0.01,0.05,0.22,0.72,0.55,15.07,24.22,106.55,44.05,8.29,262.85,237.24,7.94,1516.76,38.57,31.35,-2.69,49.58,62.25,76.13,899.49,0.61,2.07,14.49,2.38,619.28,-519.28,-1491.52,2009-05-21,2021-04-19,4,    선박 및 보트 건조업
(주)에이치디,102210,Dec-20,-12.87,-15.06,-20.37,-8.32,-0.77,-16.06,0,-8.7,7.64,-52.11,-0.24,-13.08,-17.48,-252,468.03,0.25,0.34,0.39,0.44,3.89,0.01,0.06,0.28,0.86,0.69,15.12,24.14,93.89,35.82,10.19,250.2,223.81,5.21,1273.1,39.32,36.35,-3.65,47.04,65.5,73.34,-9415,-7.36,-25.48,-212.64,-27.3,0,0,0,2009-05-21,2021-04-19,4,    선박 및 보트 건조업
(주)에이팸,73070,Dec-11,0,0,0,0,0,0,0,0,7.01,2.18,4.83,3.15,4.66,127,5822.81,1.44,2.14,3.28,8.54,5.31,0.02,0.09,2.03,4.46,2.58,23.35,15.63,68.68,37.9,9.63,163.94,62.87,11.51,544.59,17.18,48.2,14.6,82.92,44.04,67.48,18213.91,31.13,96.75,399.76,21.57,78.64,21.36,10.11,2004-01-28,2021-06-04,4,    자동차 신품 부품 제조업
(주)에이팸,73070,Dec-12,0,0,0,0,0,0,0,0,6.9,6.51,2.46,8.46,11.15,299,4600.48,1.3,1.71,2.55,3.95,7.16,0.02,0.25,1.83,3.42,2.66,33.61,10.86,50.98,25.97,14.05,255.8,164.84,19.44,536.92,31.09,31.85,7.38,64.54,51.05,75.84,21160.45,41.23,109.58,475.4,31.72,67.59,32.41,20.52,2004-01-28,2021-06-04,4,    자동차 신품 부품 제조업
(주)에이팸,73070,Dec-13,2.98,-3.54,-3.92,9.59,15.82,3.09,-53.16,-11.39,9.99,3.44,4.1,3.9,5.14,140,4076.27,1.13,1.5,2.15,3.4,5.88,0.01,0.29,1.56,3.08,2.4,45.26,8.06,62.09,34.92,10.45,265.16,165.51,19.55,553.5,33.84,31.71,22.54,60.15,54.33,75.93,16614.86,31.44,89.98,425.02,28.11,77.02,22.98,12.24,2004-01-28,2021-06-04,4,    자동차 신품 부품 제조업
(주)에이팸,73070,Dec-14,17.63,-0.44,-16.79,46.57,57.52,6.63,204.2,21.84,11.98,8.59,6.45,10.76,14.92,427,4966.51,1.25,1.74,2.03,3.35,5.18,0.01,0.39,1.44,3.83,3.26,62.55,5.84,70.42,43.31,8.43,231.06,137.74,31.94,590.17,38.4,45.3,61.42,46.94,67.7,68.82,23599.57,37.96,129.34,577.88,32.77,62.13,37.87,26.21,2004-01-28,2021-06-04,4,    자동차 신품 부품 제조업
(주)에이팸,73070,Dec-15,-2.55,-4.42,-1.01,-3.28,-21.25,5.7,-42.1,29.68,12.07,3.84,7.62,5.84,8.14,247,6440.74,1.52,2.12,2.26,3.56,6.15,0.01,0.42,1.62,5.09,4.67,63.42,5.76,59.37,38.34,9.52,281.97,189.24,38.38,623.82,43.36,33.96,118.88,43.96,67.19,74.65,24489.59,40.42,136.74,618.54,26.22,74.4,25.6,14.63,2004-01-28,2021-06-04,4,    자동차 신품 부품 제조업
(주)에이팸,73070,Dec-16,11.05,-7.32,-4.6,18.7,-18.47,7.67,47.31,-12.53,14.87,6.46,8.37,8.25,11.24,364,5633.53,1.28,1.74,1.84,2.52,6.72,0.01,0.38,1.35,4.73,4.21,72.84,5.01,54.29,40.07,9.11,275.34,213.15,52.24,671.64,45.73,38.17,1292.27,38.95,71.81,72.37,24284.7,36.09,146.31,737.23,29.73,68.11,31.89,21.73,2004-01-28,2021-06-04,4,    자동차 신품 부품 제조업
(주)에이팸,73070,Dec-17,82.23,-2.62,-0.08,114.54,5.73,55.51,49.87,0.78,19.55,9.61,8.46,8.33,12.71,98,5677.69,0.87,1.32,1.08,1.27,7.33,0.01,0.43,0.77,5.02,4.34,82.29,4.44,49.77,38.57,9.46,228.47,203.04,90.48,865.32,47.54,61.92,19.28,25.03,84.54,61.76,29252.01,23.86,180.99,1043.79,35.53,62.86,37.14,27.03,2004-01-28,2021-06-04,4,    자동차 신품 부품 제조업
(주)에이팸,73070,Dec-18,13.96,20.92,210.02,-21.89,8.33,2.91,-104.17,-7.44,20.65,-1.57,0.8,-0.91,-0.43,-4,870.81,0.58,0.99,0.83,0.95,6.34,0.01,0.75,0.53,4.27,1.96,75.67,4.82,57.57,37.14,9.83,141.9,120,46.78,890.5,17.11,78.44,-0.43,75.03,57.95,56.04,20724.5,14.83,117.91,835.1,27.2,85.63,14.37,-5.77,2004-01-28,2021-06-04,4,    자동차 신품 부품 제조업
(주)에이팸,73070,Dec-19,-14.37,3.93,15.34,-35.93,-25.62,-41.98,0,-33.61,13.97,-113.97,-5.86,-44.46,-92.9,-647,577.04,0.39,0.82,0.76,0.91,4.64,0.01,0.64,0.39,2.54,0.8,78.34,4.66,78.63,47.21,7.73,73.86,60.63,12.06,450.44,-15.34,165.44,-3.12,150.35,43.36,37.67,-39307.97,-32.85,-226.93,-1398,-77.7,0,0,0,2004-01-28,2021-06-04,4,    자동차 신품 부품 제조업
(주)에이팸,73070,Dec-20,-13.89,-6.97,19.34,-57.29,-1.47,44.96,0,-63.54,-19.93,-48.45,-8.81,-8.03,-13.88,-315,146.75,0.17,0.34,0.5,0.66,2,0,0.91,0.2,0.94,0.25,184.12,1.98,182.63,126.41,2.89,60.7,35.61,6.21,456.54,-13.92,60.61,-5.18,126.07,21.5,62.26,5409.13,5.25,33.48,225.74,29.33,166.23,-66.23,-165.2,2004-01-28,2021-06-04,4,    자동차 신품 부품 제조업
(주)이매진아시아,36260,Dec-11,0,0,0,0,0,0,0,0,12.46,-11.71,11.39,-16.95,-33.5,-104,810.62,1.45,2.85,2.92,2.92,0,0.02,0.11,1.66,120.83,2.87,40.38,9.04,0,0,0,132.1,132.1,20.34,56.65,12.05,97.01,4.97,99.29,49.6,50.76,-1816.32,-12.29,-1025.17,-2762.38,-8.48,0,0,0,1999-12-10,2021-02-15,4,    기타 사업지원 서비스업
(주)이매진아시아,36260,Dec-12,0,0,0,0,0,0,0,0,4.26,-35.12,-5.76,-29.22,-47.45,-168,463.11,0.83,1.35,1.18,1.19,162.5,0.02,0.01,0.76,98.32,2.84,41.18,8.86,2.25,0,0,183.93,182.59,5.6,59.54,32.24,62.38,-6.53,47.64,70.66,61.58,-4110.82,-24.99,-2953.25,-17125.58,-30.04,0,0,0,1999-12-10,2021-02-15,4,    기타 사업지원 서비스업
(주)이매진아시아,36260,Dec-13,36.7,138.54,84.71,16.76,-42.78,-13.01,0,11.04,27.14,-36.36,-9.3,-28.38,-58.31,-636,940.28,0.78,1.61,1.21,1.21,229.52,0.03,0,0.67,64.5,2.21,34.72,10.51,1.59,0,0,100.17,99.82,8.6,163.05,0.1,155.75,-9.32,101.39,60.35,39.1,-3631.08,-16.15,-1093.59,-1797.27,-23.89,0,0,0,1999-12-10,2021-02-15,4,    기타 사업지원 서비스업
(주)이매진아시아,36260,Dec-14,51.91,-20.75,19.54,73.17,-75.84,22.16,0,164.94,14.12,-6.96,1.74,-9.9,-28.55,-239,3042.61,1.42,4.14,2.17,2.18,1345.65,0.05,0,1.09,135.29,4.11,21.7,16.82,0.27,0,0,101.08,101.03,15.44,162.7,0.73,220.38,0.39,99.95,68.8,31.21,1574.73,4.61,598.44,1472.15,3.91,184.16,-84.16,-177.97,1999-12-10,2021-02-15,4,    기타 사업지원 서비스업
(주)이매진아시아,36260,Dec-15,48.57,2358.81,112.05,19.78,-16.5,71.67,0,13.86,11.39,-6.59,1.09,-7.12,-21.75,-206,2706.55,1.08,3.07,1.77,1.78,4290.38,0.03,0,0.91,13.62,2.76,29.3,12.46,0.09,0,0,111.22,111.18,22.97,217.87,5.59,164.18,0.2,117.63,55.47,37.85,997.47,1.97,15.42,254.38,2.18,247.17,-147.17,-302.94,1999-12-10,2021-02-15,4,    기타 사업지원 서비스업
(주)이매진아시아,36260,Dec-16,-18.72,-91.09,-31.4,-8.53,0,83.7,0,-29.97,7.6,-8.17,-7.45,-5.7,-11.66,-175,1892.49,0.7,1.21,1.19,1.19,6602.77,0.04,0,0.75,9.11,1.69,27.88,13.09,0.06,0,0,376.69,376.69,10.93,272.55,45.85,21.88,-9.66,45.8,62.42,82.05,1090.21,2.64,189.06,594.62,3.4,241.29,-141.29,-240.53,1999-12-10,2021-02-15,4,"    영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)이매진아시아,36260,Dec-17,32.53,1204.7,115.05,-17.15,0,6.6,0,-5.89,7.99,-49.94,-9.82,-31.46,-43.1,-499,1003.88,0.63,0.85,1.28,1.34,29.03,0.02,0.06,0.87,7.46,1.24,47.94,7.61,12.57,17.67,20.66,136.03,122.76,7.82,206.04,10.34,45.27,-6.21,88.58,39.03,68.84,-1415.88,-2.59,-18.82,-103.14,-4.69,0,0,0,1999-12-10,2021-02-15,4,"    영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)이매진아시아,36260,Dec-18,-41.59,-94.47,-91.14,35.82,-97.12,-29.5,0,-13.32,4.85,-44.3,-8.5,-26.79,-38.34,-333,735.79,0.6,0.83,1.04,1.09,24.46,0.02,0.07,0.72,6.6,1.44,53.31,6.85,14.92,20.39,17.9,434,433.1,150.29,143,69.84,26.44,-45.2,11.7,90.75,79.09,627.14,1.96,150.7,341.36,2.39,665.18,-565.18,-1849.78,1999-12-10,2021-02-15,4,"    영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)이매진아시아,36260,Dec-19,-43.86,197.76,57.95,-54.24,0,-52.24,0,-51.54,0.66,-156.38,-13.96,-79.62,-102.33,-519,355.7,0.51,0.68,0.6,0.6,423.03,0.05,0,0.47,15.33,3.33,18.12,20.14,0.86,0,793181.5,240.73,240.73,58.54,55.66,43.24,50.44,-4.53,39.15,73.97,66.47,-17156.01,-95.71,-1384.47,-10133.08,-135.18,0,0,0,1999-12-10,2021-02-15,4,"    영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)이엠네트웍스,87730,Dec-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-04,2021-10-08,4,    합성고무 및 플라스틱 물질 제조업
(주)이엠네트웍스,87730,Dec-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-04,2021-10-08,4,    합성고무 및 플라스틱 물질 제조업
(주)이엠네트웍스,87730,Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-04,2021-10-08,4,    합성고무 및 플라스틱 물질 제조업
(주)이엠네트웍스,87730,Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-04,2021-10-08,4,    합성고무 및 플라스틱 물질 제조업
(주)이엠네트웍스,87730,Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-04,2021-10-08,4,    합성고무 및 플라스틱 물질 제조업
(주)이엠네트웍스,87730,Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-04,2021-10-08,4,    합성고무 및 플라스틱 물질 제조업
(주)이엠네트웍스,87730,Dec-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-04,2021-10-08,4,    합성고무 및 플라스틱 물질 제조업
(주)이엠네트웍스,87730,Dec-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-04,2021-10-08,4,    합성고무 및 플라스틱 물질 제조업
(주)이엠네트웍스,87730,Dec-19,0,0,0,0,0,0,0,0,-0.8,-723.92,-14.05,-159.83,-3342.12,-5174,266.35,0.22,2.57,0.33,0.48,1.04,0,0,0.15,0.78,0.67,54.52,6.7,352.44,23.63,15.45,82.74,56.49,4.54,57.06,-14.02,1064.29,-0.8,381.87,67.2,8.59,-75711.3,-128.67,-457.36,-4847.06,-582.78,0,0,0,2008-04-04,2021-10-08,4,    합성고무 및 플라스틱 물질 제조업
(주)이엠네트웍스,87730,Dec-20,-37.2,-37.3,-18.97,-46.1,-35.56,-317.51,0,36.91,-8.5,-99.81,-18.12,-37.07,0,-5439,364.17,0.37,0,0.58,0.88,1.72,0,0,0.24,1.31,1.02,35.53,10.27,211.65,14.16,25.77,53.07,32.94,3.1,-123.94,-51.01,0,-1.6,0,57.68,0,-4884.06,-13.22,-48.08,-484.94,-27.46,0,0,0,2008-04-04,2021-10-08,4,    합성고무 및 플라스틱 물질 제조업
(주)제낙스,65620,Dec-11,-4.07,-5.07,0.07,-8.92,-30.97,-13.73,0,6.55,-0.87,-16.81,-5.66,-9.81,-31.67,-282,1536.86,0.58,1.88,1.3,2.84,2.39,0,0,0.54,1.14,1.06,87.01,4.19,152.87,25.22,14.47,68.94,36.84,2.97,150.99,-19.72,241.57,-1.23,192.07,43.77,29.28,2060.11,4.46,9.35,27.91,7.49,106.61,-6.61,-224.28,2002-06-27,2021-08-09,4,    1차 철강 제조업
(주)제낙스,65620,Dec-12,-3.61,-13.93,-9.01,3.34,3.4,2.78,0,-25.52,-0.99,-23.28,-6.54,-10.52,-34.79,-283,1109.22,0.45,1.49,1,1.87,2.14,0,0,0.43,0.93,0.83,131.03,2.79,170.49,22.51,16.22,81.82,43.7,4.23,150.39,-10.43,220.42,-1.32,170.07,46.92,31.21,1624.12,3.65,8.26,29.08,7.93,116.61,-16.61,-293.43,2002-06-27,2021-08-09,4,    1차 철강 제조업
(주)제낙스,65620,Dec-13,14.86,-2.16,67.8,-45.02,-60.61,62.27,0,-20.21,-33.3,-56.81,-16.7,-19.42,-50.97,-529,776.39,0.34,0.9,1.01,1.74,2.41,0,0,0.4,0.81,0.52,150.05,2.43,151.4,16.03,22.77,48.85,32.55,3.48,214.06,-23.51,126.86,-4.18,175.91,22.46,44.08,-2906.07,-5.69,-15.62,-63.03,-17.79,0,0,0,2002-06-27,2021-08-09,4,    1차 철강 제조업
(주)제낙스,65620,Dec-14,-10.27,-7.17,1.71,-51.64,-62.88,-35.54,0,-36.06,-33.84,-76.87,-13.86,-16.57,-43.35,-405,496.44,0.22,0.56,1.23,1.77,3.98,0,0,0.31,0.55,0.26,158.81,2.3,91.76,8.3,43.99,20.83,15.49,1.46,137.98,-46.02,215.88,-3.71,277.64,12.11,31.66,-1200.62,-2.62,-6.52,-28.18,-11.49,0,0,0,2002-06-27,2021-08-09,4,    1차 철강 제조업
(주)제낙스,65620,Dec-15,16.34,-5.54,20.48,-13.71,-9.96,85.99,0,2.15,16.65,-22.82,-0.81,-4.91,-11.72,-120,496.63,0.22,0.51,2.06,2.79,7.9,0.01,0,0.35,0.6,0.24,94.12,3.88,46.21,3.8,96.05,19.78,14.49,0.88,251.32,-36.42,97.57,-0.23,179.83,8.98,50.62,2188.22,4.1,12.57,59.69,20.51,97.89,2.11,-111.27,2002-06-27,2021-08-09,4,    1차 철강 제조업
(주)제낙스,65620,Dec-16,5.13,-5.55,7.74,-21.34,-28.9,10.92,0,-42.92,-25.06,-97.62,-7.18,-10.87,-20.87,-285,283.47,0.11,0.21,1.42,1.91,5.56,0.01,0,0.24,0.36,0.12,140.98,2.59,65.63,8.62,42.37,21.59,16.37,1.37,278.77,-24.4,87.26,-2.72,174.68,6.72,53.4,-1362.95,-2.43,-8.29,-42.8,-22.38,0,0,0,2002-06-27,2021-08-09,4,    1차 철강 제조업
(주)제낙스,65620,Dec-17,27.64,-5.23,15.77,192.4,-3.66,69.39,0,1.97,-22.36,-73.28,-6.24,-7.13,-11.28,-214,289.07,0.1,0.15,0.84,0.96,6.95,0.01,0,0.27,0.39,0.11,132.02,2.76,52.51,3.99,91.49,79.8,73.44,10.52,451.21,-3.9,41.08,-3.14,119.37,15.39,70.88,-1329.88,-1.86,-8.54,-47.06,-21.41,0,0,0,2002-06-27,2021-08-09,4,    1차 철강 제조업
(주)제낙스,65620,Dec-18,-61.1,-25.53,-59.92,-67.59,-21.47,-81.86,0,-16.73,-15.06,-176.47,-16.03,-18.36,-30.45,-406,230,0.1,0.17,0.71,0.79,6.61,0,0,0.25,0.38,0.12,152.2,2.4,55.24,2.57,142.13,26.6,21.47,2.45,81.84,-35.39,202.79,-6.31,263.96,12.82,33.03,-3710.25,-13.33,-31.98,-147.18,-71.74,0,0,0,2002-06-27,2021-08-09,4,    1차 철강 제조업
(주)제낙스,65620,Dec-19,-10.98,7.15,-15.95,22.8,4.37,-83.81,0,-30.38,-22.57,-297.22,-32.45,-40.68,-200.15,-476,160.12,0.14,0.67,0.91,1.1,5.12,0,0,0.17,0.3,0.16,153.25,2.38,71.33,2.49,146.41,20.16,16.85,9.77,13.25,-70.07,1575.77,-4.24,1379.32,17.69,5.97,-2941.1,-11.87,-23.66,-270.41,-81.68,0,0,0,2002-06-27,2021-08-09,4,    1차 철강 제조업
(주)제낙스,65620,Dec-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-06-27,2021-08-09,4,    1차 철강 제조업
(주)지유온,111820,Dec-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-18,2021-09-30,4,    기타 정보 서비스업
(주)지유온,111820,Dec-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-18,2021-09-30,4,    기타 정보 서비스업
(주)지유온,111820,Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-18,2021-09-30,4,    기타 정보 서비스업
(주)지유온,111820,Dec-14,0,0,0,0,0,0,0,0,23.11,1.21,1.57,1.03,1.5,91,7153.99,0.85,1.24,1.04,1.06,65.63,0.01,0,0.97,15.96,4.6,129.22,2.82,5.56,1.17,311.89,1314.39,1293.58,256.54,1152.83,75.38,46.41,0.7,26.96,81.59,68.3,6129.56,10.66,200.61,2532.12,12.57,36.42,63.58,9.64,2010-06-18,2021-09-30,4,    기타 정보 서비스업
(주)지유온,111820,Dec-15,5.96,-4.13,1.12,7.05,64.48,31.14,0,-10.75,19.25,-0.95,2.82,-0.7,-0.91,-48,4210.72,0.73,0.96,0.9,0.91,44.3,0.01,0,0.79,14.54,4.09,131.16,2.78,8.24,1.82,200.22,538.52,525.43,185.71,997.03,67.12,18.29,2.03,20.79,82.43,84.54,4976.23,8.17,169.88,2700.76,11.44,59.87,40.13,-8.31,2010-06-18,2021-09-30,4,    기타 정보 서비스업
(주)지유온,111820,Dec-16,44.42,0.96,23.37,48.91,17.29,55.02,0,-2.52,26.88,0.69,2.27,0.39,0.44,16,3362.83,0.57,0.65,0.68,0.69,31.95,0.01,0,0.6,14.41,3.55,133.15,2.74,11.42,1.97,184.88,933.02,915.15,79.42,828.64,75.88,10.2,9.11,16.54,84.99,90.74,7712.07,8.76,260.77,4015.15,18.18,51.39,48.61,3.77,2010-06-18,2021-09-30,4,    기타 정보 서비스업
(주)지유온,111820,Dec-17,2.87,-5.66,7.76,2.01,9.12,2.39,198.09,-35.05,43.22,3.15,1.95,0.97,1.07,45,1428.71,0.31,0.34,0.36,0.37,18.39,0,0,0.33,9.59,2.01,208.89,1.75,19.85,3.04,119.92,1017.42,996.56,112.82,821.6,75.99,10.72,3.06,17.41,84.28,90.32,9086.74,10.04,325.7,6247.03,32.98,45.05,54.95,9.54,2010-06-18,2021-09-30,4,    기타 정보 서비스업
(주)지유온,111820,Dec-18,-60.09,128.67,-32.96,-65.15,0,-89.02,-6919.68,-48.58,50.69,-417.49,-13.84,-93.39,-130.35,-2925,698.23,0.22,0.31,0.28,0.28,18.12,0,0,0.23,3.09,1.19,274.8,1.33,20.15,4.11,88.82,174.79,174.79,5.84,87.37,31.49,302.31,-29.43,106.25,73.59,24.86,-13175.3,-36.47,-206.52,-11312.38,-93.01,0,0,0,2010-06-18,2021-09-30,4,    기타 정보 서비스업
(주)지유온,111820,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-18,2021-09-30,4,    기타 정보 서비스업
(주)지유온,111820,Dec-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-18,2021-09-30,4,    기타 정보 서비스업
(주)코너스톤네트웍스,33110,Dec-11,-10.99,-13.1,-14.38,-6.96,11.9,-21,0,-32.51,24.49,-43.29,-8.98,-18.14,-31.51,0,1029.22,0.42,0.74,0.9,1.25,3.18,0.01,1.02,0.59,1.33,0.78,95.79,3.81,114.66,60.68,6.02,179.47,123.88,32.4,241.78,21.1,88.85,-6.23,98.86,47.65,52.95,-3444.66,-9.28,-29.86,-1652.41,-20.86,0,0,0,1997-08-18,2021-10-08,4,"    측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
(주)코너스톤네트웍스,33110,Dec-12,-4.12,-1.2,2.88,-11.81,-7.36,18.99,0,-16.28,32.04,-7.17,-5.29,-2.73,-4.19,0,663.61,0.38,0.64,0.83,1.22,2.62,0.01,0.54,0.58,1.21,0.7,48.65,7.5,139.32,44.22,8.25,323.13,217.99,106.26,221.56,30.26,51.93,-3.48,85.34,43.83,65.82,2454.13,6.89,21.53,2066.86,17.75,103.81,-3.81,-40.39,1997-08-18,2021-10-08,4,"    측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
(주)코너스톤네트웍스,33110,Dec-13,16.23,-30.32,-4.94,43.38,-11.72,27.73,0,38.88,39.21,1.37,2.51,0.68,1.45,12,804.4,0.5,0.72,1.01,1.35,4.02,0.01,1.71,0.74,1.99,0.98,74.04,4.93,90.83,43.63,8.37,254.71,203.68,80.7,247,32.84,39.06,1.59,63.88,54.06,71.91,2913.02,7.04,36.67,596.09,15.17,78.05,21.95,9.05,1997-08-18,2021-10-08,4,"    측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
