[제조]유동자산구성비율,[제조]순운전자본회전률,[제조]매입채무회전기간,[제조]부채비율,[제조]매출채권회전률,[제조]비유동자산증가율,[제조]매출액순이익률,[제조]자기자본순이익률,[제조]자본분배율,year,label
30.14,1.78,15.59,17.29,7.5,30.06,7.58,7.88,41.38,2018,0
55.51,1.37,20.73,34.58,6.02,24.38,3.71,6.14,38.52,2017,0
59.08,1.31,34.36,31.84,7.76,3.46,0.32,0.43,42.45,2018,0
66.62,1.26,16.47,23.66,5.73,66.06,16.75,22.02,56.8,2018,0
45.88,1.18,20.6,10.25,7.14,72.06,-5.51,-9.28,-12.84,2017,0
63.35,0.76,27.59,35.39,2.69,25.69,11.85,10.37,42.19,2013,0
57.52,0.63,23.65,12.1,2.86,75.17,12.66,6.66,0.0,2012,0
54.01,0.62,23.0,9.28,5.55,64.2,23.54,11.63,0.0,2017,0
55.33,0.99,44.68,26.91,7.09,23.24,6.65,6.73,46.03,2011,0
47.93,1.0,35.4,23.24,7.38,20.72,10.9,9.37,54.27,2012,0
51.38,0.86,23.51,23.92,6.98,14.35,12.74,9.2,58.43,2014,0
70.88,1.52,47.65,36.44,6.1,38.32,6.97,18.02,50.1,2016,0
59.93,1.39,44.49,33.13,5.85,45.34,5.45,9.1,36.93,2017,0
69.09,1.23,37.32,46.03,3.77,57.11,7.33,12.23,61.12,2015,0
42.19,1.32,45.39,49.26,3.62,14.9,4.05,5.17,44.24,2012,0
37.69,1.33,52.15,57.84,3.97,17.87,3.19,4.62,44.11,2013,0
71.62,1.6,26.42,42.19,4.26,3.15,7.8,15.4,70.96,2013,0
62.11,1.53,25.35,51.36,4.81,70.18,8.18,16.95,70.91,2014,0
75.13,0.98,38.39,44.99,3.62,-1.95,4.15,6.01,51.82,2017,0
12.11,0.85,36.76,13.5,15.86,121.7,41.16,42.78,70.71,2015,0
63.76,1.3,39.21,106.98,4.91,-8.35,2.46,7.23,36.92,2013,0
64.6,0.41,8.28,30.62,5.49,-16.1,28.56,13.18,61.72,2011,0
62.36,0.89,34.24,33.6,9.87,42.85,0.53,0.7,54.88,2018,0
54.56,1.47,27.79,39.44,14.27,138.64,7.49,18.45,68.37,2014,0
58.18,1.47,25.56,34.33,14.32,4.91,5.68,8.02,54.77,2015,0
69.15,0.81,37.52,19.91,2.6,1.7,10.65,8.14,64.37,2011,0
32.18,1.4,45.59,44.56,6.84,53.33,2.28,2.52,46.16,2015,0
61.2,0.69,58.19,43.19,4.64,-3.63,1.97,1.81,66.2,2012,0
49.56,0.8,57.15,32.89,3.61,50.37,1.7,1.3,55.89,2014,0
38.28,0.75,49.45,47.8,3.33,37.73,2.13,1.35,59.13,2015,0
50.84,1.2,55.82,42.51,9.33,2.2,7.66,10.15,43.55,2011,0
63.7,1.39,31.88,31.7,13.16,-1.84,13.36,19.89,61.6,2014,0
65.93,1.01,31.59,28.1,13.27,2.36,12.41,14.11,54.55,2015,0
43.81,0.86,49.54,118.87,3.74,21.71,12.28,19.53,55.27,2015,0
57.57,1.12,0.0,41.7,11.86,31.7,2.46,2.89,33.59,2015,0
53.37,1.29,29.9,41.83,9.44,25.63,10.42,13.07,32.59,2016,0
53.64,1.28,30.36,42.21,9.31,34.28,7.31,10.3,31.74,2018,0
62.59,1.15,47.35,40.79,6.29,-5.85,5.49,9.73,47.08,2015,0
55.34,1.15,9.22,22.35,2.48,82.33,7.61,9.58,17.83,2014,0
57.22,0.42,26.63,114.25,4.64,21.41,-11.74,-11.77,25.53,2011,0
45.3,1.31,27.92,32.54,5.97,39.08,8.34,9.87,49.62,2012,0
46.3,1.27,34.89,35.16,6.1,10.3,6.43,7.61,43.7,2014,0
37.25,1.05,5.44,32.45,37.83,-3.25,8.69,5.9,48.81,2011,0
68.04,1.06,30.04,34.21,17.5,-3.56,3.08,6.65,50.13,2016,0
40.97,0.53,17.57,17.96,4.17,98.73,17.53,7.65,58.27,2018,0
53.11,1.94,40.22,102.65,8.51,-8.24,0.88,4.63,44.98,2016,0
84.82,0.55,43.81,32.1,1.43,4.75,18.61,13.84,36.66,2013,0
74.22,0.61,32.37,36.8,2.29,56.87,9.75,7.84,21.02,2014,0
68.74,0.58,31.56,30.92,4.39,64.86,-12.67,-7.8,-20.59,2015,0
36.8,1.48,64.59,120.92,9.04,18.1,0.1,0.28,34.41,2011,0
68.15,0.93,33.13,28.34,5.47,38.16,4.52,4.99,33.46,2018,0
69.88,0.43,0.0,12.1,8.46,123.78,10.25,4.34,34.27,2017,0
65.89,0.29,0.0,47.7,14.92,43.23,-11.02,-4.68,-25.5,2018,0
29.68,1.98,44.07,45.61,6.06,6.91,4.54,5.99,38.68,2017,0
63.03,0.89,50.15,38.94,8.13,28.22,9.29,11.17,34.95,2013,0
69.33,1.13,32.4,36.7,2.56,-19.75,7.59,11.55,60.54,2015,0
73.31,1.32,24.4,34.65,2.57,-6.37,7.07,11.51,58.45,2016,0
52.61,1.32,14.02,26.39,5.66,8.0,16.1,16.34,58.44,2014,0
37.59,0.99,13.95,26.1,3.69,44.78,14.28,10.48,52.83,2015,0
63.47,1.87,30.32,70.65,8.48,11.54,2.34,7.47,59.9,2012,0
76.8,1.03,46.85,113.95,4.8,-6.57,0.8,2.03,56.61,2017,0
92.89,2.81,22.71,103.51,22.53,0.54,1.22,13.49,45.05,2011,0
92.89,2.81,29.26,107.56,8.64,-5.15,0.09,0.74,19.08,2015,0
10.92,0.92,8.34,35.36,8.21,149.66,41.16,42.78,70.08,2012,0
44.21,1.32,33.93,18.87,4.8,22.03,6.0,5.98,49.36,2017,0
69.15,1.2,27.32,16.53,3.42,70.69,10.67,13.25,58.15,2015,0
48.32,1.34,32.05,37.73,5.6,98.68,7.94,11.95,37.86,2012,0
70.38,0.74,48.51,10.09,2.68,64.27,14.28,10.43,76.6,2012,0
66.59,0.71,45.94,15.78,3.21,26.26,13.77,8.81,73.86,2014,0
51.66,0.62,68.61,14.63,3.15,51.26,13.61,6.91,69.09,2015,0
35.07,0.85,80.79,16.93,3.4,42.6,9.63,5.32,66.45,2016,0
21.75,1.71,0.0,15.76,6.04,33.28,1.43,1.24,22.97,2013,0
40.78,1.5,0.0,30.84,8.27,-2.66,12.61,13.26,45.56,2015,0
18.38,1.22,0.0,26.1,7.47,82.34,18.88,13.77,51.97,2017,0
70.79,1.02,66.65,25.49,4.39,-8.63,1.19,1.55,26.45,2012,0
40.4,0.76,0.51,15.62,5.7,118.9,26.46,13.86,52.33,2014,0
33.59,1.07,2.55,22.82,5.46,3.34,15.11,9.61,48.92,2016,0
10.92,0.37,37.57,62.34,4.87,-3.08,-0.76,-0.22,35.65,2016,0
69.83,0.78,43.91,43.19,3.94,53.16,4.14,4.23,26.99,2016,0
37.15,1.22,11.66,27.97,6.12,10.21,11.68,8.93,49.89,2017,0
68.81,0.95,35.24,89.11,4.08,2.66,3.7,8.35,45.26,2015,0
67.98,0.52,54.22,14.46,6.4,43.09,23.43,11.17,60.76,2014,0
77.15,1.13,45.07,116.51,5.64,3.82,0.24,1.33,31.74,2016,0
61.76,0.94,21.58,35.11,3.15,0.23,13.43,15.65,51.64,2014,0
37.37,1.31,6.94,17.29,12.21,79.85,16.66,14.92,66.28,2015,0
44.12,0.99,5.91,37.03,9.49,8.99,5.79,4.71,45.09,2018,0
52.44,1.75,21.85,38.83,9.97,85.67,13.25,32.53,54.89,2017,0
44.98,1.25,36.96,97.39,5.87,1.21,1.4,2.94,41.17,2011,0
76.5,1.58,28.12,95.63,5.34,0.9,2.59,12.17,42.98,2013,0
53.31,1.07,12.58,23.31,8.16,-1.7,15.94,14.02,58.73,2011,0
45.13,1.15,22.43,19.56,11.82,32.03,15.87,13.63,54.91,2014,0
41.07,0.5,27.84,104.05,4.97,11.27,-4.63,-3.98,0.23,2018,0
78.0,1.88,45.6,41.51,4.88,7.64,3.3,9.87,69.77,2012,0
80.06,1.52,44.6,27.96,5.46,-1.65,2.92,6.0,56.01,2014,0
77.64,1.26,48.38,25.99,5.62,15.72,4.25,6.69,57.82,2015,0
78.11,1.27,45.8,23.83,5.61,0.07,3.47,5.34,52.96,2016,0
47.2,1.65,38.28,39.96,3.88,34.82,1.58,2.63,50.51,2011,0
54.82,0.95,44.22,112.56,4.51,6.58,3.15,6.25,32.85,2014,0
55.15,0.81,45.64,109.11,3.58,1.29,2.87,5.24,30.57,2015,0
39.24,2.69,0.07,40.85,8.74,25.7,6.64,17.74,0.0,2011,0
48.24,1.89,0.0,37.32,9.97,30.24,6.97,15.09,29.31,2013,0
50.56,2.4,0.0,42.24,11.95,19.24,6.57,17.69,28.33,2015,0
65.63,1.13,33.48,19.91,3.12,10.11,8.38,9.55,61.56,2011,0
52.63,0.94,66.26,39.08,1.9,34.3,4.26,5.54,20.43,2011,0
60.63,1.08,43.09,38.19,2.99,-1.75,10.95,14.02,44.89,2016,0
55.17,1.1,20.64,40.38,8.4,67.15,9.67,12.38,48.16,2012,0
57.79,0.96,22.09,37.02,5.99,8.07,10.14,10.78,52.21,2014,0
57.83,1.31,19.85,41.57,8.14,3.99,5.46,7.07,42.45,2015,0
52.68,1.65,20.7,28.91,9.21,18.83,6.46,10.25,50.0,2017,0
59.05,1.08,41.74,29.45,5.38,23.28,12.13,13.21,64.9,2011,0
45.99,0.94,36.07,38.75,4.83,54.97,10.76,9.52,58.24,2014,0
50.07,1.25,40.42,112.07,3.45,1.02,2.48,5.41,41.21,2012,0
45.63,1.27,39.04,96.47,3.68,1.94,1.58,2.78,33.81,2013,0
46.58,1.33,32.78,112.07,4.74,0.03,-0.85,-0.17,34.74,2014,0
69.18,1.05,22.6,38.24,2.51,17.88,12.61,16.34,54.06,2011,0
70.92,1.07,25.25,38.29,2.79,8.18,9.29,12.48,41.6,2014,0
71.03,1.08,24.75,36.98,3.07,12.14,10.47,14.59,45.93,2015,0
71.98,1.1,23.07,36.4,3.53,14.42,13.14,18.61,52.18,2016,0
72.64,1.08,21.25,33.57,3.73,12.09,11.52,15.8,49.29,2017,0
62.56,1.08,17.45,44.82,3.94,76.08,12.33,16.27,51.0,2018,0
72.1,1.09,32.87,21.8,43.92,39.27,9.19,12.19,56.3,2013,0
74.65,0.75,57.73,26.7,17.58,-1.3,8.91,7.75,49.39,2016,0
74.03,0.59,58.09,15.34,18.45,5.17,20.33,13.01,64.02,2017,0
56.27,1.13,42.33,122.63,4.01,41.62,6.3,17.76,56.53,2016,0
18.31,1.2,25.96,18.45,11.88,50.98,6.24,3.62,51.42,2016,0
11.96,0.86,41.22,107.89,6.89,8.76,0.17,0.29,39.12,2012,0
68.21,0.54,19.7,4.21,7.06,71.76,11.42,4.28,30.35,2015,0
54.79,0.81,57.54,29.22,3.51,37.64,16.06,13.93,54.17,2012,0
47.4,0.94,43.88,30.26,3.79,25.03,9.88,8.2,44.1,2013,0
52.04,0.93,45.2,33.2,3.92,1.45,9.63,8.03,42.79,2014,0
51.04,0.82,49.49,27.61,3.22,0.72,7.41,5.37,35.71,2015,0
52.01,0.81,47.67,26.09,2.95,-1.35,5.01,3.39,30.17,2016,0
49.54,0.93,43.59,28.97,3.37,13.95,8.42,6.92,38.12,2018,0
53.27,1.23,18.15,33.86,5.05,31.14,10.22,14.77,35.73,2016,0
74.61,1.11,47.53,35.16,3.41,6.49,15.38,21.09,41.73,2018,0
19.26,1.59,30.99,113.35,9.48,-7.25,-0.44,-0.75,27.16,2011,0
42.63,1.09,33.33,97.98,5.97,-2.44,-1.73,-2.54,17.56,2015,0
81.92,0.44,60.58,31.87,0.93,82.17,9.37,6.23,72.73,2018,0
55.49,1.55,26.59,40.56,5.35,5.67,6.07,9.25,42.04,2013,0
46.53,2.11,30.51,105.08,8.92,-0.58,1.91,7.27,35.91,2012,0
55.94,2.32,26.06,96.08,10.1,-4.93,1.68,6.82,34.09,2013,0
38.76,1.13,8.55,23.94,21.24,16.71,13.01,10.36,51.36,2013,0
40.73,1.1,0.23,29.59,6.55,73.2,16.65,14.76,68.12,2016,0
52.02,1.06,0.15,37.96,7.43,-3.48,8.91,9.04,51.15,2018,0
45.77,1.03,20.51,17.17,4.49,82.14,22.39,18.76,50.72,2016,0
50.77,0.78,53.33,21.46,2.67,110.15,22.46,13.76,60.59,2014,0
58.25,0.77,39.94,104.16,3.09,15.33,4.13,7.8,0.0,2012,0
69.82,0.88,47.96,33.46,6.16,-8.46,5.41,5.98,55.68,2012,0
35.52,1.66,29.8,116.22,10.44,15.54,0.45,1.26,30.01,2012,0
70.17,1.05,52.04,29.1,6.4,3.89,14.95,17.65,55.19,2011,0
75.6,0.68,62.3,19.92,5.73,-0.07,5.62,4.07,30.84,2017,0
53.9,1.18,20.28,44.36,4.68,24.97,2.26,2.79,45.9,2011,0
44.04,1.08,47.48,81.77,4.54,-6.01,2.65,2.99,55.17,2015,0
51.41,1.34,39.43,100.57,7.01,-0.27,-1.72,-4.23,11.04,2017,0
72.22,0.89,29.89,36.64,8.7,11.2,14.75,16.35,50.79,2016,0
60.92,1.63,30.77,44.32,11.08,-5.11,6.48,15.11,49.89,2014,0
39.36,0.6,26.37,108.87,11.48,-14.03,0.22,0.24,31.39,2012,0
36.47,1.27,41.81,111.28,7.13,-2.5,1.81,4.07,41.37,2016,0
37.62,0.63,63.22,36.56,4.14,16.56,2.76,1.94,48.29,2016,0
66.5,0.85,21.35,40.3,11.78,-7.01,16.68,17.86,46.43,2015,0
53.17,0.87,14.37,37.97,8.07,49.75,14.38,13.82,39.24,2016,0
52.25,1.55,20.68,26.0,6.39,9.99,8.16,11.37,63.68,2012,0
51.23,1.63,17.47,25.22,7.97,19.1,7.34,10.16,57.67,2014,0
57.61,1.61,15.46,23.37,8.18,-1.41,6.73,9.01,62.26,2016,0
42.71,0.76,67.89,44.33,5.01,81.64,5.98,4.01,59.08,2018,0
61.87,0.48,13.27,40.54,3.73,-5.18,6.22,3.07,44.7,2014,0
44.82,1.14,0.03,36.27,5.0,7.73,1.63,1.85,0.0,2011,0
36.08,1.01,53.42,32.21,6.1,37.21,9.05,8.54,46.91,2018,0
51.03,1.11,53.95,115.99,6.42,13.5,0.59,1.3,27.53,2014,0
76.59,0.46,4.54,6.58,3.88,139.71,23.92,10.07,63.03,2016,0
29.0,0.63,46.48,71.73,5.72,-2.73,3.03,2.37,56.16,2014,0
69.72,1.14,43.48,31.12,4.44,4.77,9.81,14.9,51.08,2017,0
30.2,1.19,63.98,53.89,4.15,11.54,7.33,7.68,44.38,2013,0
28.32,1.14,62.2,51.13,4.59,11.98,5.02,4.93,39.03,2014,0
39.42,0.62,17.41,11.59,6.49,49.14,12.47,5.27,45.71,2018,0
39.23,1.43,43.37,40.41,5.84,30.73,4.1,5.68,41.72,2014,0
32.62,0.5,30.41,22.16,5.44,100.37,18.31,6.59,35.41,2013,0
34.79,0.22,56.25,31.53,4.44,39.11,-9.43,-1.49,53.26,2015,0
60.68,1.29,33.87,33.52,10.72,74.1,16.04,20.72,66.26,2012,0
60.09,1.28,30.27,25.73,10.34,9.14,10.22,11.88,54.93,2013,0
63.71,0.43,15.22,6.5,3.43,57.9,18.02,6.29,49.33,2012,0
45.1,0.56,12.88,6.16,3.33,58.03,17.53,6.08,51.92,2013,0
30.72,1.95,9.86,13.88,34.45,24.8,5.05,4.15,45.13,2016,0
29.74,0.83,61.55,116.18,3.93,21.84,-0.7,-0.89,40.85,2014,0
26.89,0.93,61.91,134.51,5.11,18.38,5.65,9.95,59.25,2016,0
75.67,1.07,31.3,42.84,3.68,97.48,11.0,15.44,71.83,2012,0
71.78,0.82,36.34,37.0,2.95,31.37,12.3,13.39,72.86,2013,0
26.71,0.74,35.35,108.98,7.06,10.31,-2.54,-2.9,22.41,2018,0
49.61,1.09,23.02,37.06,10.03,-1.11,8.78,9.18,48.88,2014,0
55.74,0.92,21.75,31.94,9.48,-4.83,14.53,12.93,58.81,2015,0
51.69,1.37,32.54,22.74,5.6,36.75,5.6,6.74,38.43,2015,0
81.22,2.02,13.87,50.6,5.54,-1.94,3.61,11.55,62.58,2018,0
59.26,1.27,58.26,29.7,4.37,17.63,4.22,5.95,41.72,2017,0
90.83,0.81,44.23,16.7,2.25,39.25,-3.18,-3.39,0.0,2017,0
62.72,0.86,63.28,27.69,5.44,118.48,17.81,21.01,59.31,2013,0
58.04,0.91,8.12,10.9,3.82,54.16,13.71,9.83,66.71,2018,0
49.26,1.06,14.4,14.9,7.0,48.73,5.85,5.19,45.47,2011,0
48.16,1.32,43.7,123.74,7.09,16.31,4.93,12.91,48.26,2015,0
55.51,0.82,20.53,36.49,8.59,7.88,8.0,6.41,47.16,2016,0
51.44,1.01,47.45,23.36,3.33,8.14,15.48,12.01,65.54,2015,0
58.01,0.75,71.48,29.66,3.01,-2.79,11.28,7.74,55.75,2016,0
47.99,0.67,69.88,25.45,3.06,27.87,11.98,7.13,52.97,2017,0
45.74,0.69,58.26,29.84,3.95,14.05,11.25,6.39,45.86,2018,0
57.96,2.27,32.71,52.42,18.56,77.18,11.3,30.94,80.12,2017,0
21.26,1.36,13.32,7.07,4.6,38.92,-4.58,-2.09,6.28,2016,0
91.3,0.41,6.13,23.32,3.23,25.96,-9.37,-5.09,-16.04,2015,0
55.66,0.45,2.83,4.21,2.08,68.98,19.67,6.0,31.13,2015,0
35.39,1.51,11.36,28.67,12.38,9.94,-2.32,-2.0,3.99,2018,0
46.43,0.74,44.48,113.07,2.86,11.4,2.89,4.02,43.29,2013,0
57.81,0.77,23.11,17.15,6.45,69.72,13.7,8.93,65.86,2012,0
69.33,0.45,30.88,11.21,5.73,61.08,8.76,3.44,42.82,2016,0
51.92,1.42,44.99,110.13,5.35,10.83,0.64,1.76,47.32,2015,0
67.36,0.88,18.37,32.9,3.29,3.96,15.7,16.9,60.22,2012,0
71.6,0.66,21.56,48.24,1.61,27.09,10.66,10.08,45.61,2018,0
87.63,0.54,9.66,49.84,10.78,37.66,12.72,12.64,48.85,2014,0
87.52,0.47,10.28,45.5,11.01,50.2,12.65,10.6,49.23,2017,0
69.81,0.59,14.9,36.56,15.93,10.33,12.67,10.06,57.89,2014,0
53.38,0.48,12.76,26.05,24.14,86.97,15.26,7.67,63.2,2017,0
74.91,1.5,0.16,56.37,16.23,-14.14,5.63,14.21,65.61,2018,0
68.27,2.81,21.59,32.5,15.37,-6.3,2.99,16.31,59.85,2013,0
49.87,1.71,57.75,124.94,7.9,25.61,5.61,24.93,48.45,2011,0
62.13,1.95,21.94,36.0,6.44,34.07,1.04,2.23,58.27,2011,0
53.65,1.96,50.43,49.25,5.59,17.71,2.54,7.07,58.41,2015,0
51.91,1.7,38.78,33.18,7.25,97.58,4.03,8.49,64.69,2018,0
35.74,0.79,27.57,110.97,4.96,2.63,-0.58,-1.15,34.63,2018,0
66.09,0.62,5.69,33.41,1.54,39.5,8.22,7.34,52.33,2018,0
28.45,1.16,39.78,113.5,8.06,4.9,-2.62,-4.18,34.33,2013,0
36.06,1.33,62.39,117.5,9.53,19.86,4.18,8.66,39.34,2018,0
68.97,0.77,23.58,42.08,2.31,10.98,6.0,6.88,63.64,2011,0
67.17,0.97,23.33,37.6,2.58,21.24,5.51,6.67,62.05,2012,0
59.1,0.95,24.99,42.54,2.71,35.48,4.47,5.0,48.99,2013,0
60.25,0.99,22.56,38.01,2.76,-2.9,4.3,4.71,45.88,2014,0
85.88,0.7,73.42,21.44,4.15,15.36,4.76,4.15,39.28,2015,0
69.97,0.3,60.22,123.72,0.93,24.23,-16.38,-14.7,-55.74,2012,1
65.62,0.47,14.45,204.43,14.7,-35.37,-53.08,-103.49,0.0,2012,1
62.25,0.76,16.86,10.2,4.91,2.34,9.81,5.78,35.15,2017,1
64.93,0.66,36.01,57.49,3.33,154.12,-42.41,-51.31,0.0,2011,1
34.76,1.32,3.73,739.19,9.86,23.97,-48.82,-163.9,-120.01,2011,1
69.1,0.75,27.3,121.53,10.07,-18.19,-20.49,-35.94,-15.78,2018,1
46.55,0.68,32.37,739.19,12.58,27.26,-6.02,-95.83,16.28,2014,1
12.66,2.81,41.86,739.19,39.92,-34.52,-3.34,-120.72,25.21,2012,1
24.72,0.32,11.91,5.2,3.44,-19.47,-183.56,-28.38,0.0,2011,1
54.17,0.77,76.01,543.19,4.61,18.47,-38.54,-106.97,0.0,2013,1
60.46,1.1,46.14,739.19,7.0,-35.21,-26.38,-141.25,0.0,2016,1
59.72,0.14,141.65,4.21,1.24,-36.11,-152.41,0.0,0.0,2013,1
44.24,0.78,46.79,601.99,3.77,-11.89,-24.61,-112.9,0.0,2012,1
30.17,0.75,17.29,323.68,3.09,-4.62,-22.19,-46.17,0.0,2012,1
10.92,0.52,127.87,4.21,59.98,-13.98,-74.76,0.0,0.0,2013,1
31.77,0.53,0.0,4.21,5.72,-12.04,-44.18,-163.9,0.0,2011,1
58.88,0.12,84.32,739.19,3.96,-39.32,-377.34,-163.9,0.0,2011,1
34.09,0.38,126.6,82.36,2.91,64.78,-14.14,-9.89,0.0,2011,1
37.41,1.29,52.5,51.14,4.38,-11.53,-14.33,-17.45,0.0,2011,1
47.38,0.51,18.34,38.36,2.59,15.02,-78.29,-48.71,0.0,2016,1
45.91,0.28,59.44,4.21,5.47,-21.2,-141.87,-163.9,0.0,2012,1
45.45,1.45,16.67,81.2,6.44,29.01,5.79,12.83,36.63,2016,1
73.84,1.81,5.73,40.99,3.45,-4.56,15.29,41.89,29.55,2015,1
17.65,0.27,88.99,739.19,3.01,-9.36,-89.03,-109.41,0.0,2017,1
14.06,0.26,101.26,739.19,8.36,-21.62,-334.65,-163.9,0.0,2014,1
75.05,1.74,59.91,76.42,10.95,20.74,7.06,28.44,54.15,2013,1
36.16,0.43,57.32,435.22,3.01,-24.49,-85.24,-119.31,0.0,2016,1
28.14,0.52,15.58,89.57,4.24,79.28,-53.56,-39.82,-506.25,2018,1
52.04,0.8,18.94,65.51,18.83,-36.75,-31.35,-32.45,0.0,2017,1
86.8,0.71,0.0,739.19,10.69,-58.53,-15.71,-117.01,-8.01,2017,1
52.61,0.43,23.31,8.23,15.07,-15.0,16.37,3.88,30.69,2014,1
46.24,0.66,20.43,312.34,5.98,-26.53,-109.33,-154.62,0.0,2015,1
12.59,0.34,147.47,88.98,2.35,-39.08,-233.01,-87.01,0.0,2013,1
34.43,0.1,147.47,739.19,0.93,-33.99,-357.82,-163.9,0.0,2011,1
40.48,0.38,69.47,12.79,1.6,262.97,17.16,7.6,41.8,2013,1
41.94,0.42,46.99,541.21,6.9,-11.77,-24.05,-94.18,34.79,2015,1
41.8,0.21,143.64,149.57,1.32,-58.53,-47.63,-33.16,81.01,2015,1
10.92,0.26,147.47,4.21,3.93,-43.81,-364.41,0.0,0.0,2011,1
19.47,0.28,8.53,456.59,5.39,-1.33,-108.29,-163.9,0.0,2012,1
20.57,0.42,0.0,739.19,59.98,-47.89,-110.41,-163.9,0.0,2012,1
87.17,0.8,7.08,11.3,9.35,10.29,23.08,19.33,72.57,2012,1
74.43,0.39,39.18,739.19,6.63,-46.4,-101.3,-163.9,0.0,2016,1
20.65,0.44,76.51,24.0,4.9,-26.96,-265.67,-61.07,0.0,2011,1
56.04,0.41,117.74,739.19,1.42,-19.25,-139.99,-163.9,0.0,2013,1
22.05,0.72,8.23,6.15,2.72,333.07,-90.64,-29.91,0.0,2017,1
63.45,0.47,96.08,190.35,5.2,-58.53,-18.75,-14.8,-39.45,2018,1
11.13,0.11,0.0,4.21,0.93,-50.42,-377.34,0.0,0.0,2011,1
55.79,1.28,72.53,122.21,6.12,7.4,-13.18,-46.16,-432.76,2011,1
58.48,0.66,68.29,4.21,3.13,-58.53,-111.6,0.0,0.0,2011,1
23.35,0.54,36.56,338.41,5.74,-12.11,-65.55,-112.52,0.0,2016,1
36.98,0.42,26.32,22.75,2.69,-7.83,-7.28,-1.93,53.71,2011,1
28.87,0.43,61.81,180.97,3.09,-5.54,-42.21,-48.13,0.0,2012,1
47.04,0.09,147.47,58.1,0.93,29.19,-377.34,-19.88,0.0,2011,1
92.89,0.09,16.6,116.6,5.9,-58.53,-117.93,-14.93,0.0,2015,1
72.09,0.15,147.47,4.21,0.93,-58.53,-358.61,-163.9,0.0,2014,1
49.07,0.16,63.72,45.49,3.13,-7.21,-116.19,-24.14,0.0,2012,1
82.35,0.4,46.96,4.21,3.35,-58.53,-239.42,0.0,0.0,2014,1
35.44,0.58,62.59,4.21,6.3,-58.31,-124.71,0.0,0.0,2016,1
52.37,0.32,51.89,74.78,6.05,14.72,-107.05,-75.43,0.0,2017,1
49.13,0.65,39.5,25.82,2.22,-42.28,-130.08,-78.71,0.0,2016,1
62.12,0.93,46.82,739.19,6.98,-42.36,-53.89,-163.9,0.0,2012,1
41.42,0.52,107.58,739.19,2.35,-34.41,-82.97,-163.9,0.0,2013,1
77.16,0.26,53.03,4.21,1.41,-32.44,-85.7,0.0,0.0,2011,1
88.7,0.09,147.47,4.21,0.98,-58.53,-377.34,-163.9,0.0,2012,1
38.06,0.48,54.99,140.52,3.07,-13.29,-31.46,-32.0,-86.38,2012,1
44.32,1.34,6.1,115.61,50.31,18.54,12.42,27.33,40.89,2017,1
55.11,0.8,80.08,739.19,2.42,-35.97,-95.07,-163.9,0.0,2011,1
44.18,0.95,39.44,47.66,2.3,-24.17,-16.69,-16.66,-42.33,2015,1
37.09,0.35,0.0,193.87,59.98,-30.48,-58.71,-70.54,0.0,2012,1
37.7,1.49,7.62,154.22,18.55,-11.68,4.74,14.39,45.38,2015,1
80.57,1.29,24.52,54.01,5.68,-39.28,-29.87,-60.15,0.0,2011,1
41.66,0.92,11.16,95.09,7.37,5.63,5.0,7.45,68.64,2018,1
50.38,0.36,0.0,20.79,59.98,-30.58,-31.63,-14.25,14.37,2018,1
55.25,0.16,10.81,46.6,19.36,-42.07,-193.17,-30.81,0.0,2017,1
37.11,1.05,26.28,43.41,3.8,-14.03,-18.55,-21.25,-710.1,2012,1
52.73,0.7,117.52,29.25,1.5,14.35,-16.32,-16.46,0.0,2012,1
35.07,0.38,29.63,563.47,5.18,-50.31,-59.67,-144.58,-41.56,2014,1
47.07,0.38,64.18,91.23,59.98,-15.96,-71.11,-58.68,-710.1,2015,1
23.24,0.59,17.71,43.84,17.22,-58.53,-374.39,-114.31,0.0,2011,1
59.2,2.24,31.23,58.93,8.08,-2.47,0.31,1.13,23.7,2018,1
47.49,0.87,22.26,158.55,5.45,-18.58,-36.08,-48.82,-210.95,2011,1
56.12,1.17,48.82,179.17,3.89,-27.65,-72.35,-163.9,0.0,2011,1
27.47,1.41,29.9,93.29,9.61,-29.72,-59.55,-82.88,0.0,2014,1
30.62,0.44,23.85,341.64,6.71,-38.17,-102.35,-109.69,0.0,2013,1
11.74,0.55,4.36,44.07,9.33,-4.78,-62.61,-23.23,0.0,2012,1
13.76,0.83,0.0,145.99,20.28,160.14,-45.57,-64.8,-710.1,2011,1
29.6,0.09,52.38,115.2,0.93,-29.08,-377.34,-133.08,0.0,2017,1
11.34,1.81,4.98,83.86,12.05,-1.05,13.37,23.08,0.0,2011,1
43.81,1.83,6.14,26.04,12.93,6.06,19.58,26.44,85.04,2011,1
61.89,0.58,66.15,613.7,1.86,7.94,-11.2,-47.95,-81.36,2014,1
35.2,0.19,28.26,739.19,3.23,16.59,-246.87,-82.45,0.0,2018,1
28.74,0.44,18.5,4.21,3.92,-12.18,-41.64,0.0,0.0,2011,1
41.19,1.21,19.58,52.83,6.32,11.33,17.87,25.04,58.51,2018,1
31.99,1.47,22.21,186.48,14.18,-47.9,-167.94,-163.9,0.0,2011,1
75.91,1.15,12.07,28.59,5.25,16.95,30.3,42.78,73.44,2013,1
27.47,1.08,32.8,739.19,4.81,2.8,-29.09,-122.85,0.0,2014,1
43.88,0.49,75.14,82.75,1.27,-11.49,-12.14,-8.07,27.41,2015,1
